ID;AantalVertrekken;AantalPersonenPerVertrek;AantalSlaapruimten;Regio;Woningen_1
2516;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 20001 - 50000 inw.;1
2517;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Emmen;1
2518;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 10001 - 20000 inw.;13
2519;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 5001 - 10000 inw.;5
2520;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 2001 - 5000 inw.;6
2521;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Drenthe, gem. 1001 - 2000 inw.;0
2522;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 50001 - 100000 inw.;15
2523;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Enschede;15
2524;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 20001 - 50000 inw.;53
2525;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Almelo;8
2526;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Deventer;12
2527;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Hengelo (O.);11
2528;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Lonneker;8
2529;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zwolle;14
2530;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 10001 - 20000 inw.;20
2531;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 5001 - 10000 inw.;40
2532;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 2001 - 5000 inw.;14
2533;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 1001 - 2000 inw.;7
2534;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Overijssel, gem. 501 - 1000 inw.;1
2535;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 50001 - 100000 inw.;150
2536;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Apeldoorn;34
2537;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Arnhem;59
2538;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Nijmegen;57
2539;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 20001 - 50000 inw.;45
2540;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Ede;19
2541;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Rheden;26
2542;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 10001 - 20000 inw.;106
2543;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 5001 - 10000 inw.;104
2544;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 2001 - 5000 inw.;50
2545;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 1001 - 2000 inw.;10
2546;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 501 - 1000 inw.;0
2547;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gelderland, gem. 500 en minder inw.;2
2548;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 100001 en meer inw.;60
2549;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht;60
2550;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 20001 - 50000 inw.;48
2551;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Amersfoort;22
2552;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeist;26
2553;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 10001 - 20000 inw.;84
2554;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 5001 - 10000 inw.;20
2555;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 2001 - 5000 inw.;59
2556;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 1001 - 2000 inw.;14
2557;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 501 - 1000 inw.;1
2558;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Utrecht, gem. 500 en minder inw.;0
2559;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 100001 en meer inw.;190
2560;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Amsterdam;140
2561;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Haarlem;50
2562;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 50001 - 100000 inw.;71
2563;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Hilversum;71
2564;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 20001 - 50000 inw.;61
2565;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Alkmaar;8
2566;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Bussum;27
2567;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Haarlemmermeer;5
2568;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Helder (Den);6
2569;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Velsen;12
2570;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zaandam;3
2571;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 10001 - 20000 inw.;96
2572;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 5001 - 10000 inw.;81
2573;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 2001 - 5000 inw.;17
2574;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 1001 - 2000 inw.;10
2575;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 501 - 1000 inw.;0
2576;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Holland, gem. 500 en minder inw.;2
2577;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 100001 en meer inw.;352
2578;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;'s-Gravenhage;233
2579;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Rotterdam;119
2580;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 50001 - 100000 inw.;51
2581;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Delft;8
2582;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Dordrecht;13
2583;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Leiden;21
2584;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Schiedam;9
2585;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 20001 - 50000 inw.;9
2586;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Gouda;6
2587;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Vlaardingen;3
2588;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 10001 - 20000 inw.;115
2589;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 5001 - 10000 inw.;28
2590;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 2001 - 5000 inw.;29
2591;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 1001 - 2000 inw.;4
2592;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 501 - 1000 inw.;0
2593;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zuid-Holland, gem. 500 en minder inw.;0
2594;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeeland, gem. 20001 - 50000 inw.;5
2595;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Vlissingen;5
2596;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeeland, gem. 10001 - 20000 inw.;11
2597;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeeland, gem. 5001 - 10000 inw.;8
2598;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeeland, gem. 2001 - 5000 inw.;17
2599;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeeland, gem. 1001 - 2000 inw.;4
2600;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeeland, gem. 501 - 1000 inw.;2
2601;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Zeeland, gem. 500 en minder inw.;0
2602;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant, gem. 50001 - 100000 inw.;234
2603;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Eindhoven;198
2604;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Tilburg;36
2605;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant, gem. 20001 - 50000 inw.;87
2606;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Bergen op Zoom;8
2607;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Breda;28
2608;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Helmond;13
2609;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;'s-Hertogenbosch;28
2610;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Roosendaal en Nispen;10
2611;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant, gem. 10001 - 20000 inw.;38
2612;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant, gem. 5001 - 10000 inw.;57
2613;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant, gem. 2001 - 5000 inw.;39
2614;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant, gem. 1001 - 2000 inw.;11
2615;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Noord-Brabant, gem. 501 - 1000 inw.;1
2616;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 50001 - 100000 inw.;21
2617;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Maastricht;21
2618;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 20001 - 50000 inw.;41
2619;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Heerlen;26
2620;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Kerkrade;5
2621;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Venlo;10
2622;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 10001 - 20000 inw.;78
2623;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 5001 - 10000 inw.;33
2624;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 2001 - 5000 inw.;72
2625;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 1001 - 2000 inw.;20
2626;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 501 - 1000 inw.;13
2627;Totaal aantal woningen;Won. met 1 persoon of minder per vertrek;Woningen met 8 of meer slaapruimten;Limburg, gem. 500 en minder inw.;0
2628;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Nederland;473590
2629;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Groningen (provincie);27678
2630;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Friesland;30070
2631;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Drenthe;13648
2632;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel;31846
2633;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland;50825
2634;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht (provincie);20328
2635;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland;81777
2636;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zuid-Holland;109414
2637;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeeland;17702
2638;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Brabant;54969
2639;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Limburg;35333
2640;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met meer dan 100000 inwoners;111540
2641;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 50001 - 100000 inwoners;40152
2642;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 20001 - 50000 inwoners;47592
2643;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 10001 - 20000 inwoners;71637
2644;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 5001 - 10000 inwoners;82633
2645;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 2001 - 5000 inwoners;85355
2646;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 1001 - 2000 inwoners;25592
2647;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 501 - 1000 inwoners;8245
2648;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gemeenten met 500 of minder inwoners;844
2649;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Groningen, gem. 100001 en meer inw.;5958
2650;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Groningen;5958
2651;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Groningen, gem. 10001 - 20000 inw.;6516
2652;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Groningen, gem. 5001 - 10000 inw.;6635
2653;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Groningen, gem. 2001 - 5000 inw.;7551
2654;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Groningen, gem. 1001 - 2000 inw.;1018
2655;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Friesland, gem. 20001 - 50000 inw.;2460
2656;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Leeuwarden;2460
2657;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Friesland, gem. 10001 - 20000 inw.;15778
2658;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Friesland, gem. 5001 - 10000 inw.;9226
2659;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Friesland, gem. 2001 - 5000 inw.;2087
2660;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Friesland, gem. 1001 - 2000 inw.;266
2661;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Friesland, gem. 501 - 1000 inw.;253
2662;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 20001 - 50000 inw.;2319
2663;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Emmen;2319
2664;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 10001 - 20000 inw.;3231
2665;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 5001 - 10000 inw.;3694
2666;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 2001 - 5000 inw.;4145
2667;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 1001 - 2000 inw.;259
2668;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 50001 - 100000 inw.;2074
2669;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Enschede;2074
2670;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 20001 - 50000 inw.;8494
2671;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Almelo;1748
2672;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Deventer;1585
2673;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Hengelo (O.);1375
2674;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Lonneker;1825
2675;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zwolle;1961
2676;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 10001 - 20000 inw.;5580
2677;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 5001 - 10000 inw.;10768
2678;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 2001 - 5000 inw.;3851
2679;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 1001 - 2000 inw.;650
2680;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 501 - 1000 inw.;429
2681;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 50001 - 100000 inw.;10329
2682;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Apeldoorn;3132
2683;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Arnhem;3578
2684;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Nijmegen;3619
2685;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 20001 - 50000 inw.;3227
2686;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Ede;1986
2687;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Rheden;1241
2688;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 10001 - 20000 inw.;11823
2689;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 5001 - 10000 inw.;13369
2690;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 2001 - 5000 inw.;9318
2691;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 1001 - 2000 inw.;2531
2692;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 501 - 1000 inw.;204
2693;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 500 en minder inw.;24
2694;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 100001 en meer inw.;7061
2695;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht;7061
2696;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 20001 - 50000 inw.;2409
2697;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Amersfoort;1523
2698;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zeist;886
2699;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 10001 - 20000 inw.;1876
2700;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 5001 - 10000 inw.;1232
2701;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 2001 - 5000 inw.;4981
2702;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 1001 - 2000 inw.;1722
2703;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 501 - 1000 inw.;921
2704;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 500 en minder inw.;126
2705;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 100001 en meer inw.;46376
2706;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Amsterdam;41684
2707;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Haarlem;4692
2708;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 50001 - 100000 inw.;2096
2709;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Hilversum;2096
2710;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 20001 - 50000 inw.;9010
2711;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Alkmaar;1234
2712;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Bussum;824
2713;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Haarlemmermeer;1874
2714;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Helder (Den);1343
2715;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Velsen;1965
2716;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Zaandam;1770
2717;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 10001 - 20000 inw.;1905
2718;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 5001 - 10000 inw.;8307
