ID;BedrijfstakkenBranches;Perioden;PrijsindexArbeid_1;JaarmutatiePrijsVanArbeid_2;LoonkostenPerGewerktUur2010100_3;JaarmutatieLoonkostenPerGewerktUur_4;Structuureffect_5
300;C Industrie;2014 oktober - 2015 september;109.6;1.8;113.0;2.2;0.4
301;C Industrie;2015 januari - 2015 december;108.7;-0.4;112.1;0.1;0.5
302;C Industrie;2015 april - 2016 maart;109.4;0.2;112.9;0.7;0.5
303;C Industrie;2015 juli - 2016 juni;108.9;-0.6;112.7;-0.1;0.5
304;C Industrie;2015 oktober - 2016 september;108.9;-0.7;112.8;-0.1;0.5
305;C Industrie;2016 januari - 2016 december ;109.3;0.5;113.4;1.1;0.6
306;C Industrie;2016 april - 2017 maart;108.7;-0.6;112.9;0.0;0.7
307;C Industrie;2016 juli - 2017 juni;109.8;0.8;114.3;1.5;0.7
308;C Industrie;2016 oktober - 2017 september;110.5;1.5;115.3;2.2;0.7
309;C Industrie;2017 januari - 2017 december;111.8;2.3;116.8;3.0;0.7
310;24-30, 33 Metalektro;2001;82.5;;75.8;;
311;24-30, 33 Metalektro;2002;85.3;3.4;79.2;4.5;1.0
312;24-30, 33 Metalektro;2003;87.2;2.2;81.8;3.2;1.0
313;24-30, 33 Metalektro;2004;88.7;1.8;84.1;2.8;1.1
314;24-30, 33 Metalektro;2005;89.6;1.0;86.0;2.2;1.2
315;24-30, 33 Metalektro;2006;91.9;2.5;88.7;3.2;0.7
316;24-30, 33 Metalektro;2007;94.8;3.2;92.0;3.6;0.4
317;24-30, 33 Metalektro;2008;99.6;5.0;96.5;5.0;0.0
318;24-30, 33 Metalektro;2009;101.4;1.8;99.7;3.3;1.4
319;24-30, 33 Metalektro;2010;100.0;-1.4;100.0;0.3;1.7
320;24-30, 33 Metalektro;2011;102.8;2.8;103.2;3.2;0.4
321;24-30, 33 Metalektro;2012;106.0;3.1;107.4;4.0;0.9
322;24-30, 33 Metalektro;2013;106.6;0.6;109.0;1.5;0.9
323;24-30, 33 Metalektro;2014;111.5;4.5;114.4;5.0;0.4
324;24-30, 33 Metalektro;2015;110.8;-0.6;114.1;-0.2;0.3
325;24-30, 33 Metalektro;2016;111.5;0.7;115.2;1.0;0.3
326;24-30, 33 Metalektro;2017;114.8;3.0;119.0;3.3;0.3
327;24-30, 33 Metalektro;2006 januari - 2006 december;91.9;2.5;88.7;3.2;0.7
328;24-30, 33 Metalektro;2006 april - 2007 maart;92.8;;89.7;;
329;24-30, 33 Metalektro;2006 juli - 2007 juni;93.8;;90.8;;
330;24-30, 33 Metalektro;2006 oktober - 2007 september;94.1;;91.2;;
331;24-30, 33 Metalektro;2007 januari - 2007 december;94.8;3.2;92.0;3.6;0.4
332;24-30, 33 Metalektro;2007 april - 2008 maart;96.5;4.0;93.7;4.4;0.3
333;24-30, 33 Metalektro;2007 juli - 2008 juni;98.1;4.6;95.3;4.9;0.3
334;24-30, 33 Metalektro;2007 oktober - 2008 september;98.9;5.1;95.9;5.2;0.1
335;24-30, 33 Metalektro;2008 januari - 2008 december;99.6;5.0;96.5;5.0;0.0
336;24-30, 33 Metalektro;2008 april - 2009 maart;100.2;3.9;97.5;4.1;0.2
337;24-30, 33 Metalektro;2008 juli - 2009 juni;100.6;2.5;98.2;3.1;0.5
338;24-30, 33 Metalektro;2008 oktober - 2009 september;101.0;2.2;99.0;3.2;1.0
339;24-30, 33 Metalektro;2009 januari - 2009 december;101.4;1.8;99.7;3.3;1.4
340;24-30, 33 Metalektro;2009 april - 2010 maart;101.2;1.0;100.1;2.7;1.7
341;24-30, 33 Metalektro;2009 juli - 2010 juni;101.2;0.6;100.5;2.4;1.8
342;24-30, 33 Metalektro;2009 oktober - 2010 september;100.7;-0.3;100.4;1.4;1.7
343;24-30, 33 Metalektro;2010 januari - 2010 december;100.0;-1.4;100.0;0.3;1.7
344;24-30, 33 Metalektro;2010 april - 2011 maart;100.4;-0.8;100.6;0.4;1.3
345;24-30, 33 Metalektro;2010 juli - 2011 juni;100.8;-0.4;101.1;0.5;0.9
346;24-30, 33 Metalektro;2010 oktober - 2011 september;101.3;0.6;101.6;1.2;0.6
347;24-30, 33 Metalektro;2011 januari - 2011 december;102.8;2.8;103.2;3.2;0.4
348;24-30, 33 Metalektro;2011 april - 2012 maart;102.9;2.4;103.4;2.9;0.4
349;24-30, 33 Metalektro;2011 juli - 2012 juni;103.5;2.7;104.3;3.2;0.5
350;24-30, 33 Metalektro;2011 oktober - 2012 september;104.9;3.5;106.0;4.3;0.7
351;24-30, 33 Metalektro;2012 januari - 2012 december;106.0;3.1;107.4;4.0;0.9
352;24-30, 33 Metalektro;2012 april - 2013 maart;107.3;4.3;109.0;5.4;1.0
353;24-30, 33 Metalektro;2012 juli - 2013 juni;107.5;3.8;109.4;4.9;1.0
354;24-30, 33 Metalektro;2012 oktober - 2013 september;107.1;2.1;109.3;3.1;1.0
355;24-30, 33 Metalektro;2013 januari - 2013 december;106.6;0.6;109.0;1.5;0.9
356;24-30, 33 Metalektro;2013 april - 2014 maart;107.3;0.0;109.9;0.8;0.8
357;24-30, 33 Metalektro;2013 juli - 2014 juni;108.5;1.0;111.3;1.7;0.7
358;24-30, 33 Metalektro;2013 oktober - 2014 september;109.4;2.2;112.3;2.8;0.5
359;24-30, 33 Metalektro;2014 januari - 2014 december;111.5;4.5;114.4;5.0;0.4
360;24-30, 33 Metalektro;2014 april - 2015 maart;111.5;3.9;114.6;4.3;0.3
361;24-30, 33 Metalektro;2014 juli - 2015 juni;112.0;3.2;115.2;3.5;0.3
362;24-30, 33 Metalektro;2014 oktober - 2015 september;112.0;2.3;115.3;2.6;0.3
363;24-30, 33 Metalektro;2015 januari - 2015 december;110.8;-0.6;114.1;-0.2;0.3
364;24-30, 33 Metalektro;2015 april - 2016 maart;111.6;0.1;114.9;0.3;0.3
365;24-30, 33 Metalektro;2015 juli - 2016 juni;111.0;-0.9;114.5;-0.6;0.3
366;24-30, 33 Metalektro;2015 oktober - 2016 september;111.2;-0.7;114.8;-0.4;0.3
367;24-30, 33 Metalektro;2016 januari - 2016 december ;111.5;0.7;115.2;1.0;0.3
368;24-30, 33 Metalektro;2016 april - 2017 maart;111.1;-0.4;114.9;0.0;0.4
369;24-30, 33 Metalektro;2016 juli - 2017 juni;112.4;1.2;116.3;1.6;0.3
370;24-30, 33 Metalektro;2016 oktober - 2017 september;113.2;1.8;117.3;2.2;0.4
371;24-30, 33 Metalektro;2017 januari - 2017 december;114.8;3.0;119.0;3.3;0.3
372;F Bouwnijverheid;2001;82.3;;76.4;;
373;F Bouwnijverheid;2002;85.6;4.0;80.1;4.9;0.8
374;F Bouwnijverheid;2003;88.5;3.4;83.5;4.3;0.9
375;F Bouwnijverheid;2004;90.3;2.0;85.9;2.9;0.8
376;F Bouwnijverheid;2005;91.2;1.0;87.7;2.1;1.0
377;F Bouwnijverheid;2006;93.4;2.4;90.5;3.1;0.8
378;F Bouwnijverheid;2007;95.4;2.1;92.7;2.5;0.4
379;F Bouwnijverheid;2008;98.7;3.5;96.3;3.9;0.3
380;F Bouwnijverheid;2009;99.4;0.7;97.9;1.6;0.9
381;F Bouwnijverheid;2010;100.0;0.6;100.0;2.2;1.6
382;F Bouwnijverheid;2011;99.4;-0.6;100.1;0.1;0.7
383;F Bouwnijverheid;2012;102.6;3.2;104.4;4.3;1.0
384;F Bouwnijverheid;2013;101.7;-0.9;104.8;0.3;1.3
385;F Bouwnijverheid;2014;100.8;-0.8;104.9;0.1;1.0
386;F Bouwnijverheid;2015;100.8;0.0;105.3;0.4;0.4
387;F Bouwnijverheid;2016;103.4;2.6;108.3;2.9;0.3
388;F Bouwnijverheid;2017;104.2;0.8;109.3;0.9;0.1
389;F Bouwnijverheid;2006 januari - 2006 december;93.4;2.4;90.5;3.1;0.8
390;F Bouwnijverheid;2006 april - 2007 maart;94.3;;91.5;;
391;F Bouwnijverheid;2006 juli - 2007 juni;94.9;;92.1;;
392;F Bouwnijverheid;2006 oktober - 2007 september;95.3;;92.6;;
393;F Bouwnijverheid;2007 januari - 2007 december;95.4;2.1;92.7;2.5;0.4
394;F Bouwnijverheid;2007 april - 2008 maart;96.5;2.3;93.9;2.7;0.3
395;F Bouwnijverheid;2007 juli - 2008 juni;97.9;3.1;95.3;3.4;0.2
396;F Bouwnijverheid;2007 oktober - 2008 september;98.3;3.1;95.7;3.4;0.3
397;F Bouwnijverheid;2008 januari - 2008 december;98.7;3.5;96.3;3.9;0.3
398;F Bouwnijverheid;2008 april - 2009 maart;99.1;2.6;96.8;3.0;0.4
399;F Bouwnijverheid;2008 juli - 2009 juni;100.2;2.4;98.1;3.0;0.6
400;F Bouwnijverheid;2008 oktober - 2009 september;100.2;2.0;98.3;2.7;0.7
401;F Bouwnijverheid;2009 januari - 2009 december;99.4;0.7;97.9;1.6;0.9
402;F Bouwnijverheid;2009 april - 2010 maart;100.9;1.8;99.7;3.0;1.2
403;F Bouwnijverheid;2009 juli - 2010 juni;101.0;0.8;100.3;2.2;1.4
404;F Bouwnijverheid;2009 oktober - 2010 september;99.8;-0.4;99.5;1.2;1.5
405;F Bouwnijverheid;2010 januari - 2010 december;100.0;0.6;100.0;2.2;1.6
406;F Bouwnijverheid;2010 april - 2011 maart;99.1;-1.7;99.3;-0.4;1.3
407;F Bouwnijverheid;2010 juli - 2011 juni;98.8;-2.2;99.2;-1.1;1.1
408;F Bouwnijverheid;2010 oktober - 2011 september;98.6;-1.2;99.2;-0.3;0.9
409;F Bouwnijverheid;2011 januari - 2011 december;99.4;-0.6;100.1;0.1;0.7
410;F Bouwnijverheid;2011 april - 2012 maart;99.9;0.8;100.9;1.5;0.8
411;F Bouwnijverheid;2011 juli - 2012 juni;100.7;1.9;101.9;2.7;0.8
412;F Bouwnijverheid;2011 oktober - 2012 september;101.5;2.9;102.9;3.8;0.9
413;F Bouwnijverheid;2012 januari - 2012 december;102.6;3.2;104.4;4.3;1.0
414;F Bouwnijverheid;2012 april - 2013 maart;104.0;4.1;106.2;5.2;1.1
415;F Bouwnijverheid;2012 juli - 2013 juni;103.2;2.5;105.6;3.7;1.2
416;F Bouwnijverheid;2012 oktober - 2013 september;102.6;1.1;105.4;2.4;1.2
417;F Bouwnijverheid;2013 januari - 2013 december;101.7;-0.9;104.8;0.3;1.3
418;F Bouwnijverheid;2013 april - 2014 maart;100.6;-3.3;103.9;-2.1;1.2
419;F Bouwnijverheid;2013 juli - 2014 juni;100.5;-2.6;104.1;-1.5;1.1
420;F Bouwnijverheid;2013 oktober - 2014 september;100.1;-2.4;103.9;-1.4;1.0
421;F Bouwnijverheid;2014 januari - 2014 december;100.8;-0.8;104.9;0.1;1.0
422;F Bouwnijverheid;2014 april - 2015 maart;100.9;0.3;105.1;1.2;0.9
423;F Bouwnijverheid;2014 juli - 2015 juni;101.0;0.5;105.4;1.2;0.7
424;F Bouwnijverheid;2014 oktober - 2015 september;101.6;1.4;106.0;2.0;0.6
425;F Bouwnijverheid;2015 januari - 2015 december;100.8;0.0;105.3;0.4;0.4
426;F Bouwnijverheid;2015 april - 2016 maart;102.1;1.2;106.7;1.5;0.3
427;F Bouwnijverheid;2015 juli - 2016 juni;102.2;1.1;106.8;1.4;0.3
428;F Bouwnijverheid;2015 oktober - 2016 september;102.4;0.9;107.2;1.1;0.3
429;F Bouwnijverheid;2016 januari - 2016 december ;103.4;2.6;108.3;2.9;0.3
430;F Bouwnijverheid;2016 april - 2017 maart;102.5;0.4;107.4;0.7;0.3
431;F Bouwnijverheid;2016 juli - 2017 juni;102.9;0.7;107.9;1.0;0.3
432;F Bouwnijverheid;2016 oktober - 2017 september;103.3;0.9;108.4;1.1;0.2
433;F Bouwnijverheid;2017 januari - 2017 december;104.2;0.8;109.3;0.9;0.1
434;G-N Commerciële dienstverlening;2001;85.4;;79.3;;
435;G-N Commerciële dienstverlening;2002;89.1;4.3;83.6;5.4;1.0
436;G-N Commerciële dienstverlening;2003;91.6;2.8;86.9;3.9;1.1
437;G-N Commerciële dienstverlening;2004;91.2;-0.4;87.2;0.3;0.7
438;G-N Commerciële dienstverlening;2005;92.7;1.6;89.4;2.6;0.9
439;G-N Commerciële dienstverlening;2006;93.4;0.8;90.8;1.6;0.8
440;G-N Commerciële dienstverlening;2007;96.9;3.7;94.2;3.7;0.0
441;G-N Commerciële dienstverlening;2008;99.7;3.0;97.1;3.1;0.2
442;G-N Commerciële dienstverlening;2009;99.8;0.1;99.2;2.1;2.0
443;G-N Commerciële dienstverlening;2010;100.0;0.2;100.0;0.9;0.7
444;G-N Commerciële dienstverlening;2011;101.7;1.7;101.8;1.8;0.2
445;G-N Commerciële dienstverlening;2012;103.5;1.8;104.6;2.7;0.9
446;G-N Commerciële dienstverlening;2013;105.3;1.8;107.1;2.4;0.6
447;G-N Commerciële dienstverlening;2014;105.8;0.4;107.6;0.4;0.0
448;G-N Commerciële dienstverlening;2015;105.3;-0.5;106.5;-1.0;-0.6
449;G-N Commerciële dienstverlening;2016;105.7;0.4;106.1;-0.3;-0.7
450;G-N Commerciële dienstverlening;2017;107.6;1.8;107.0;0.8;-1.0
451;G-N Commerciële dienstverlening;2006 januari - 2006 december;93.4;0.8;90.8;1.6;0.8
452;G-N Commerciële dienstverlening;2006 april - 2007 maart;94.5;;91.8;;
453;G-N Commerciële dienstverlening;2006 juli - 2007 juni;95.3;;92.6;;
454;G-N Commerciële dienstverlening;2006 oktober - 2007 september;96.0;;93.3;;
455;G-N Commerciële dienstverlening;2007 januari - 2007 december;96.9;3.7;94.2;3.7;0.0
456;G-N Commerciële dienstverlening;2007 april - 2008 maart;97.9;3.6;95.3;3.7;0.1
457;G-N Commerciële dienstverlening;2007 juli - 2008 juni;98.8;3.7;96.2;3.8;0.1
458;G-N Commerciële dienstverlening;2007 oktober - 2008 september;99.3;3.5;96.7;3.6;0.1
459;G-N Commerciële dienstverlening;2008 januari - 2008 december;99.7;3.0;97.1;3.1;0.2
460;G-N Commerciële dienstverlening;2008 april - 2009 maart;99.8;1.9;97.6;2.4;0.5
461;G-N Commerciële dienstverlening;2008 juli - 2009 juni;100.4;1.6;98.7;2.7;1.0
462;G-N Commerciële dienstverlening;2008 oktober - 2009 september;100.3;1.0;99.1;2.5;1.5
463;G-N Commerciële dienstverlening;2009 januari - 2009 december;99.8;0.1;99.2;2.1;2.0
464;G-N Commerciële dienstverlening;2009 april - 2010 maart;100.4;0.6;100.2;2.7;2.0
465;G-N Commerciële dienstverlening;2009 juli - 2010 juni;100.5;0.1;100.5;1.8;1.7
466;G-N Commerciële dienstverlening;2009 oktober - 2010 september;100.0;-0.3;100.0;0.9;1.2
467;G-N Commerciële dienstverlening;2010 januari - 2010 december;100.0;0.2;100.0;0.9;0.7
468;G-N Commerciële dienstverlening;2010 april - 2011 maart;100.2;-0.2;100.2;0.0;0.2
469;G-N Commerciële dienstverlening;2010 juli - 2011 juni;100.3;-0.3;100.3;-0.2;0.1
470;G-N Commerciële dienstverlening;2010 oktober - 2011 september;100.6;0.6;100.7;0.7;0.1
471;G-N Commerciële dienstverlening;2011 januari - 2011 december;101.7;1.7;101.8;1.8;0.2
472;G-N Commerciële dienstverlening;2011 april - 2012 maart;101.6;1.4;101.9;1.7;0.4
473;G-N Commerciële dienstverlening;2011 juli - 2012 juni;101.8;1.6;102.4;2.1;0.6
474;G-N Commerciële dienstverlening;2011 oktober - 2012 september;102.7;2.1;103.5;2.8;0.7
475;G-N Commerciële dienstverlening;2012 januari - 2012 december;103.5;1.8;104.6;2.7;0.9
476;G-N Commerciële dienstverlening;2012 april - 2013 maart;105.2;3.5;106.4;4.4;0.8
477;G-N Commerciële dienstverlening;2012 juli - 2013 juni;105.3;3.4;106.7;4.2;0.8
478;G-N Commerciële dienstverlening;2012 oktober - 2013 september;105.4;2.6;107.1;3.5;0.8
479;G-N Commerciële dienstverlening;2013 januari - 2013 december;105.3;1.8;107.1;2.4;0.6
480;G-N Commerciële dienstverlening;2013 april - 2014 maart;105.2;0.0;107.1;0.6;0.6
481;G-N Commerciële dienstverlening;2013 juli - 2014 juni;105.3;0.1;107.2;0.4;0.4
482;G-N Commerciële dienstverlening;2013 oktober - 2014 september;105.2;-0.2;107.1;0.0;0.2
483;G-N Commerciële dienstverlening;2014 januari - 2014 december;105.8;0.4;107.6;0.4;0.0
484;G-N Commerciële dienstverlening;2014 april - 2015 maart;105.6;0.4;107.3;0.2;-0.2
485;G-N Commerciële dienstverlening;2014 juli - 2015 juni;105.9;0.6;107.4;0.2;-0.4
486;G-N Commerciële dienstverlening;2014 oktober - 2015 september;106.1;0.9;107.5;0.4;-0.5
487;G-N Commerciële dienstverlening;2015 januari - 2015 december;105.3;-0.5;106.5;-1.0;-0.6
488;G-N Commerciële dienstverlening;2015 april - 2016 maart;105.7;0.1;106.7;-0.5;-0.6
489;G-N Commerciële dienstverlening;2015 juli - 2016 juni;105.2;-0.6;106.1;-1.3;-0.6
490;G-N Commerciële dienstverlening;2015 oktober - 2016 september;105.2;-0.9;105.9;-1.5;-0.7
491;G-N Commerciële dienstverlening;2016 januari - 2016 december ;105.7;0.4;106.1;-0.3;-0.7
492;G-N Commerciële dienstverlening;2016 april - 2017 maart;105.0;-0.7;105.2;-1.4;-0.7
493;G-N Commerciële dienstverlening;2016 juli - 2017 juni;105.9;0.7;105.9;-0.1;-0.8
494;G-N Commerciële dienstverlening;2016 oktober - 2017 september;106.7;1.4;106.4;0.5;-0.9
495;G-N Commerciële dienstverlening;2017 januari - 2017 december;107.6;1.8;107.0;0.8;-1.0
496;G-I Handel, vervoer en horeca;2001;85.5;;79.6;;
497;G-I Handel, vervoer en horeca;2002;88.9;3.9;83.1;4.4;0.5
498;G-I Handel, vervoer en horeca;2003;92.0;3.5;87.0;4.7;1.2
499;G-I Handel, vervoer en horeca;2004;90.8;-1.3;86.6;-0.5;0.7
500;G-I Handel, vervoer en horeca;2005;92.0;1.3;88.8;2.6;1.3
501;G-I Handel, vervoer en horeca;2006;93.3;1.5;90.7;2.1;0.6
502;G-I Handel, vervoer en horeca;2007;96.0;2.9;93.5;3.1;0.3
503;G-I Handel, vervoer en horeca;2008;98.8;2.9;96.6;3.3;0.4
504;G-I Handel, vervoer en horeca;2009;99.7;0.9;98.6;2.0;1.2
505;G-I Handel, vervoer en horeca;2010;100.0;0.3;100.0;1.4;1.1
506;G-I Handel, vervoer en horeca;2011;101.7;1.7;102.0;2.0;0.3
507;G-I Handel, vervoer en horeca;2012;104.3;2.6;105.4;3.4;0.8
508;G-I Handel, vervoer en horeca;2013;105.4;1.1;107.5;1.9;0.8
509;G-I Handel, vervoer en horeca;2014;105.9;0.4;108.2;0.7;0.3
510;G-I Handel, vervoer en horeca;2015;106.9;1.0;109.2;0.9;-0.1
511;G-I Handel, vervoer en horeca;2016;107.6;0.7;109.7;0.4;-0.2
512;G-I Handel, vervoer en horeca;2017;109.6;1.8;111.3;1.5;-0.3
513;G-I Handel, vervoer en horeca;2006 januari - 2006 december;93.3;1.5;90.7;2.1;0.6
514;G-I Handel, vervoer en horeca;2006 april - 2007 maart;94.3;;91.7;;
515;G-I Handel, vervoer en horeca;2006 juli - 2007 juni;95.0;;92.4;;
516;G-I Handel, vervoer en horeca;2006 oktober - 2007 september;95.6;;93.1;;
517;G-I Handel, vervoer en horeca;2007 januari - 2007 december;96.0;2.9;93.5;3.1;0.3
518;G-I Handel, vervoer en horeca;2007 april - 2008 maart;97.0;2.9;94.6;3.2;0.3
519;G-I Handel, vervoer en horeca;2007 juli - 2008 juni;97.8;2.9;95.4;3.2;0.3
520;G-I Handel, vervoer en horeca;2007 oktober - 2008 september;98.3;2.8;95.9;3.1;0.3
521;G-I Handel, vervoer en horeca;2008 januari - 2008 december;98.8;2.9;96.6;3.3;0.4
522;G-I Handel, vervoer en horeca;2008 april - 2009 maart;99.4;2.4;97.3;2.9;0.5
523;G-I Handel, vervoer en horeca;2008 juli - 2009 juni;100.2;2.5;98.4;3.2;0.7
524;G-I Handel, vervoer en horeca;2008 oktober - 2009 september;100.1;1.8;98.6;2.8;1.0
525;G-I Handel, vervoer en horeca;2009 januari - 2009 december;99.7;0.9;98.6;2.0;1.2
526;G-I Handel, vervoer en horeca;2009 april - 2010 maart;100.1;0.8;99.4;2.2;1.4
527;G-I Handel, vervoer en horeca;2009 juli - 2010 juni;100.4;0.2;100.0;1.6;1.4
528;G-I Handel, vervoer en horeca;2009 oktober - 2010 september;99.9;-0.1;99.7;1.1;1.2
529;G-I Handel, vervoer en horeca;2010 januari - 2010 december;100.0;0.3;100.0;1.4;1.1
530;G-I Handel, vervoer en horeca;2010 april - 2011 maart;100.1;0.0;100.2;0.8;0.8
531;G-I Handel, vervoer en horeca;2010 juli - 2011 juni;100.2;-0.2;100.4;0.4;0.6
532;G-I Handel, vervoer en horeca;2010 oktober - 2011 september;100.5;0.6;100.8;1.1;0.5
533;G-I Handel, vervoer en horeca;2011 januari - 2011 december;101.7;1.7;102.0;2.0;0.3
534;G-I Handel, vervoer en horeca;2011 april - 2012 maart;101.9;1.8;102.3;2.1;0.3
535;G-I Handel, vervoer en horeca;2011 juli - 2012 juni;102.4;2.2;103.0;2.6;0.4
536;G-I Handel, vervoer en horeca;2011 oktober - 2012 september;103.3;2.8;104.2;3.3;0.6
537;G-I Handel, vervoer en horeca;2012 januari - 2012 december;104.3;2.6;105.4;3.4;0.8
538;G-I Handel, vervoer en horeca;2012 april - 2013 maart;105.6;3.7;107.0;4.6;0.9
539;G-I Handel, vervoer en horeca;2012 juli - 2013 juni;105.7;3.3;107.4;4.2;0.9
540;G-I Handel, vervoer en horeca;2012 oktober - 2013 september;105.8;2.4;107.6;3.3;0.9
541;G-I Handel, vervoer en horeca;2013 januari - 2013 december;105.4;1.1;107.5;1.9;0.8
542;G-I Handel, vervoer en horeca;2013 april - 2014 maart;105.3;-0.3;107.5;0.5;0.8
543;G-I Handel, vervoer en horeca;2013 juli - 2014 juni;105.5;-0.3;107.7;0.3;0.6
544;G-I Handel, vervoer en horeca;2013 oktober - 2014 september;105.3;-0.4;107.7;0.0;0.4
545;G-I Handel, vervoer en horeca;2014 januari - 2014 december;105.9;0.4;108.2;0.7;0.3
546;G-I Handel, vervoer en horeca;2014 april - 2015 maart;106.3;0.9;108.7;1.1;0.2
547;G-I Handel, vervoer en horeca;2014 juli - 2015 juni;106.9;1.3;109.3;1.5;0.1
548;G-I Handel, vervoer en horeca;2014 oktober - 2015 september;107.4;2.0;109.8;2.0;0.0
549;G-I Handel, vervoer en horeca;2015 januari - 2015 december;106.9;1.0;109.2;0.9;-0.1
550;G-I Handel, vervoer en horeca;2015 april - 2016 maart;107.4;1.1;109.7;0.9;-0.2
551;G-I Handel, vervoer en horeca;2015 juli - 2016 juni;107.1;0.2;109.2;0.0;-0.2
552;G-I Handel, vervoer en horeca;2015 oktober - 2016 september;107.0;-0.4;109.1;-0.6;-0.2
553;G-I Handel, vervoer en horeca;2016 januari - 2016 december ;107.6;0.7;109.7;0.4;-0.2
554;G-I Handel, vervoer en horeca;2016 april - 2017 maart;106.9;-0.5;108.9;-0.7;-0.2
555;G-I Handel, vervoer en horeca;2016 juli - 2017 juni;107.8;0.7;109.8;0.5;-0.2
556;G-I Handel, vervoer en horeca;2016 oktober - 2017 september;108.6;1.5;110.5;1.3;-0.2
557;G-I Handel, vervoer en horeca;2017 januari - 2017 december;109.6;1.8;111.3;1.5;-0.3
558;G Handel;2001;85.1;;77.8;;
559;G Handel;2002;88.6;4.1;81.3;4.4;0.3
560;G Handel;2003;92.3;4.1;85.8;5.5;1.3
561;G Handel;2004;90.9;-1.4;85.2;-0.7;0.7
562;G Handel;2005;92.3;1.5;87.7;3.0;1.5
563;G Handel;2006;93.5;1.3;89.8;2.3;1.0
564;G Handel;2007;96.1;2.7;92.6;3.1;0.3
565;G Handel;2008;99.1;3.2;96.0;3.7;0.5
566;G Handel;2009;99.7;0.6;98.0;2.2;1.5
567;G Handel;2010;100.0;0.3;100.0;2.0;1.7
568;G Handel;2011;101.8;1.8;102.3;2.3;0.5
569;G Handel;2012;104.5;2.7;105.9;3.6;0.9
570;G Handel;2013;105.3;0.8;107.8;1.8;1.0
571;G Handel;2014;106.0;0.6;109.0;1.1;0.5
572;G Handel;2015;106.8;0.8;110.2;1.1;0.3
573;G Handel;2016;107.5;0.6;110.8;0.6;0.0
574;G Handel;2017;109.6;2.0;113.0;2.0;-0.1
575;G Handel;2006 januari - 2006 december;93.5;1.3;89.8;2.3;1.0
576;G Handel;2006 april - 2007 maart;94.6;;90.9;;
577;G Handel;2006 juli - 2007 juni;95.2;;91.6;;
578;G Handel;2006 oktober - 2007 september;95.7;;92.2;;
579;G Handel;2007 januari - 2007 december;96.1;2.7;92.6;3.1;0.3
580;G Handel;2007 april - 2008 maart;97.0;2.6;93.6;3.0;0.4
581;G Handel;2007 juli - 2008 juni;97.9;2.9;94.6;3.3;0.4
582;G Handel;2007 oktober - 2008 september;98.3;2.7;95.1;3.2;0.5
583;G Handel;2008 januari - 2008 december;99.1;3.2;96.0;3.7;0.5
584;G Handel;2008 april - 2009 maart;99.7;2.7;96.8;3.4;0.7
585;G Handel;2008 juli - 2009 juni;100.5;2.6;98.0;3.5;0.9
586;G Handel;2008 oktober - 2009 september;100.3;2.0;98.2;3.2;1.3
587;G Handel;2009 januari - 2009 december;99.7;0.6;98.0;2.2;1.5
588;G Handel;2009 april - 2010 maart;100.0;0.3;98.8;2.1;1.8
589;G Handel;2009 juli - 2010 juni;100.3;-0.1;99.6;1.7;1.8
590;G Handel;2009 oktober - 2010 september;99.9;-0.4;99.6;1.4;1.8
591;G Handel;2010 januari - 2010 december;100.0;0.3;100.0;2.0;1.7
592;G Handel;2010 april - 2011 maart;100.2;0.2;100.3;1.5;1.3
593;G Handel;2010 juli - 2011 juni;100.3;0.0;100.6;1.0;1.0
594;G Handel;2010 oktober - 2011 september;100.6;0.7;101.0;1.4;0.7
595;G Handel;2011 januari - 2011 december;101.8;1.8;102.3;2.3;0.5
596;G Handel;2011 april - 2012 maart;101.9;1.7;102.6;2.3;0.5
597;G Handel;2011 juli - 2012 juni;102.4;2.0;103.3;2.6;0.6
598;G Handel;2011 oktober - 2012 september;103.5;2.9;104.6;3.6;0.7
599;G Handel;2012 januari - 2012 december;104.5;2.7;105.9;3.6;0.9
600;G Handel;2012 april - 2013 maart;105.8;3.8;107.5;4.8;0.9
601;G Handel;2012 juli - 2013 juni;105.9;3.4;107.9;4.4;1.0
602;G Handel;2012 oktober - 2013 september;105.7;2.2;108.0;3.3;1.1
603;G Handel;2013 januari - 2013 december;105.3;0.8;107.8;1.8;1.0
604;G Handel;2013 april - 2014 maart;105.3;-0.5;108.0;0.4;0.9
605;G Handel;2013 juli - 2014 juni;105.5;-0.4;108.3;0.4;0.8
606;G Handel;2013 oktober - 2014 september;105.4;-0.3;108.3;0.3;0.6
607;G Handel;2014 januari - 2014 december;106.0;0.6;109.0;1.1;0.5
608;G Handel;2014 april - 2015 maart;106.4;1.1;109.6;1.5;0.4
609;G Handel;2014 juli - 2015 juni;107.0;1.4;110.3;1.8;0.4
610;G Handel;2014 oktober - 2015 september;107.5;2.0;110.9;2.3;0.3
611;G Handel;2015 januari - 2015 december;106.8;0.8;110.2;1.1;0.3
612;G Handel;2015 april - 2016 maart;107.4;0.9;110.8;1.1;0.2
613;G Handel;2015 juli - 2016 juni;107.0;0.0;110.4;0.1;0.1
614;G Handel;2015 oktober - 2016 september;106.9;-0.6;110.2;-0.6;0.0
615;G Handel;2016 januari - 2016 december ;107.5;0.6;110.8;0.6;0.0
616;G Handel;2016 april - 2017 maart;106.8;-0.6;110.2;-0.5;0.0
617;G Handel;2016 juli - 2017 juni;107.9;0.8;111.4;0.9;0.0
