ID;Inkomensbestanddelen;Kenmerken;Perioden;AantalHuishoudens_1;PercentageHuishoudens_2;TotaalBedrag_3;GemiddeldBedrag_4;AandeelVanBrutoInkomen_5
2641;2 Inkomen uit eigen onderneming;161;2010;136;5.2;2855.0;21.1;3.6
2642;2 Inkomen uit eigen onderneming;161;2011;139;5.2;2933.0;21.1;3.6
2643;2 Inkomen uit eigen onderneming;161;2012;148;5.4;3042.0;20.6;3.6
2644;2 Inkomen uit eigen onderneming;161;2013;156;5.7;3181.0;20.4;3.7
2645;2 Inkomen uit eigen onderneming;161;2014;155;5.6;3573.0;23.0;4.0
2646;2 Inkomen uit eigen onderneming;162;2001;205;9.0;5404.0;26.4;5.0
2647;2 Inkomen uit eigen onderneming;162;2002;204;8.9;5357.0;26.2;4.7
2648;2 Inkomen uit eigen onderneming;162;2003;206;9.0;5298.0;25.7;4.6
2649;2 Inkomen uit eigen onderneming;162;2004;212;9.2;5951.0;28.1;5.0
2650;2 Inkomen uit eigen onderneming;162;2005;215;9.3;6587.0;30.6;5.4
2651;2 Inkomen uit eigen onderneming;162;2006;217;9.3;7104.0;32.7;5.5
2652;2 Inkomen uit eigen onderneming;162;2007;222;9.4;7779.0;35.0;5.7
2653;2 Inkomen uit eigen onderneming;162;2008;240;10.1;8393.0;34.9;6.0
2654;2 Inkomen uit eigen onderneming;162;2009;230;9.6;7576.0;32.9;5.3
2655;2 Inkomen uit eigen onderneming;162;2010;240;9.9;7301.0;30.4;5.1
2656;2 Inkomen uit eigen onderneming;162;2011;250;10.2;7783.0;31.2;5.3
2657;2 Inkomen uit eigen onderneming;162;2012;258;10.5;7471.0;29.0;5.0
2658;2 Inkomen uit eigen onderneming;162;2013;262;10.5;7521.0;28.7;4.9
2659;2 Inkomen uit eigen onderneming;162;2014;269;10.8;8199.0;30.5;5.2
2660;2 Inkomen uit eigen onderneming;163;2001;120;13.3;3516.0;29.4;6.7
2661;2 Inkomen uit eigen onderneming;163;2002;124;13.8;3477.0;28.1;6.4
2662;2 Inkomen uit eigen onderneming;163;2003;125;13.9;3292.0;26.4;5.9
2663;2 Inkomen uit eigen onderneming;163;2004;126;14.0;3790.0;30.0;6.6
2664;2 Inkomen uit eigen onderneming;163;2005;126;14.1;4003.0;31.7;6.8
2665;2 Inkomen uit eigen onderneming;163;2006;125;13.9;4088.0;32.8;6.8
2666;2 Inkomen uit eigen onderneming;163;2007;131;14.6;4721.0;36.1;7.4
2667;2 Inkomen uit eigen onderneming;163;2008;142;15.7;5123.0;36.2;7.8
2668;2 Inkomen uit eigen onderneming;163;2009;138;15.3;4592.0;33.2;6.9
2669;2 Inkomen uit eigen onderneming;163;2010;143;15.9;4787.0;33.4;7.1
2670;2 Inkomen uit eigen onderneming;163;2011;149;16.4;4790.0;32.1;7.0
2671;2 Inkomen uit eigen onderneming;163;2012;155;17.0;4849.0;31.3;6.9
2672;2 Inkomen uit eigen onderneming;163;2013;159;17.4;4930.0;30.9;6.9
2673;2 Inkomen uit eigen onderneming;163;2014;160;17.4;5071.0;31.6;6.9
2674;2 Inkomen uit eigen onderneming;164;2001;145;15.2;4548.0;31.3;7.5
2675;2 Inkomen uit eigen onderneming;164;2002;147;15.3;4942.0;33.6;7.8
2676;2 Inkomen uit eigen onderneming;164;2003;151;15.6;4437.0;29.5;6.9
2677;2 Inkomen uit eigen onderneming;164;2004;154;15.9;5027.0;32.6;7.4
2678;2 Inkomen uit eigen onderneming;164;2005;157;16.2;5795.0;36.8;8.3
2679;2 Inkomen uit eigen onderneming;164;2006;162;16.7;5932.0;36.7;8.1
2680;2 Inkomen uit eigen onderneming;164;2007;169;17.4;6729.0;39.9;8.7
2681;2 Inkomen uit eigen onderneming;164;2008;182;18.8;7416.0;40.7;9.3
2682;2 Inkomen uit eigen onderneming;164;2009;177;18.3;6448.0;36.4;8.0
2683;2 Inkomen uit eigen onderneming;164;2010;185;19.1;6703.0;36.2;8.1
2684;2 Inkomen uit eigen onderneming;164;2011;193;19.9;6963.0;36.1;8.2
2685;2 Inkomen uit eigen onderneming;164;2012;198;20.5;7011.0;35.4;8.1
2686;2 Inkomen uit eigen onderneming;164;2013;196;20.4;7088.0;36.1;8.1
2687;2 Inkomen uit eigen onderneming;164;2014;199;20.8;7669.0;38.5;8.5
2688;2 Inkomen uit eigen onderneming;165;2001;93;20.6;3346.0;36.1;11.1
2689;2 Inkomen uit eigen onderneming;165;2002;92;20.6;3092.0;33.4;10.0
2690;2 Inkomen uit eigen onderneming;165;2003;91;20.4;3008.0;33.0;9.6
2691;2 Inkomen uit eigen onderneming;165;2004;95;21.5;3511.0;36.9;10.7
2692;2 Inkomen uit eigen onderneming;165;2005;94;21.5;4159.0;44.3;12.3
2693;2 Inkomen uit eigen onderneming;165;2006;94;21.9;4096.0;43.4;11.9
2694;2 Inkomen uit eigen onderneming;165;2007;97;22.8;4543.0;46.7;12.4
2695;2 Inkomen uit eigen onderneming;165;2008;101;23.9;4662.0;46.1;12.5
2696;2 Inkomen uit eigen onderneming;165;2009;98;23.3;3937.0;40.3;10.8
2697;2 Inkomen uit eigen onderneming;165;2010;98;23.6;4264.0;43.3;11.4
2698;2 Inkomen uit eigen onderneming;165;2011;101;24.3;4391.0;43.5;11.6
2699;2 Inkomen uit eigen onderneming;165;2012;102;24.8;4326.0;42.6;11.4
2700;2 Inkomen uit eigen onderneming;165;2013;100;24.9;4054.0;40.5;10.8
2701;2 Inkomen uit eigen onderneming;165;2014;102;25.5;4415.0;43.3;11.3
2702;2 Inkomen uit eigen onderneming;171;2001;180;5.8;4433.0;24.6;4.8
2703;2 Inkomen uit eigen onderneming;171;2002;178;5.7;4053.0;22.7;4.3
2704;2 Inkomen uit eigen onderneming;171;2003;180;5.7;3712.0;20.7;3.8
2705;2 Inkomen uit eigen onderneming;171;2004;179;5.6;4583.0;25.7;4.6
2706;2 Inkomen uit eigen onderneming;171;2005;184;5.7;4851.0;26.3;4.7
2707;2 Inkomen uit eigen onderneming;171;2006;184;5.7;4982.0;27.1;4.7
2708;2 Inkomen uit eigen onderneming;171;2007;188;5.8;5431.0;28.9;5.0
2709;2 Inkomen uit eigen onderneming;171;2008;207;6.4;5974.0;28.8;5.4
2710;2 Inkomen uit eigen onderneming;171;2009;198;6.0;4821.0;24.4;4.3
2711;2 Inkomen uit eigen onderneming;171;2010;199;6.1;4995.0;25.1;4.5
2712;2 Inkomen uit eigen onderneming;171;2011;202;6.1;5023.0;24.9;4.5
2713;2 Inkomen uit eigen onderneming;171;2012;209;6.3;4944.0;23.7;4.3
2714;2 Inkomen uit eigen onderneming;171;2013;215;6.5;5152.0;24.0;4.5
2715;2 Inkomen uit eigen onderneming;171;2014;216;6.4;5574.0;25.8;4.6
2716;2 Inkomen uit eigen onderneming;172;2001;347;11.9;9957.0;28.7;6.4
2717;2 Inkomen uit eigen onderneming;172;2002;355;12.1;10397.0;29.3;6.3
2718;2 Inkomen uit eigen onderneming;172;2003;359;12.1;9994.0;27.8;5.9
2719;2 Inkomen uit eigen onderneming;172;2004;378;12.6;11286.0;29.9;6.3
2720;2 Inkomen uit eigen onderneming;172;2005;383;12.6;12941.0;33.8;7.0
2721;2 Inkomen uit eigen onderneming;172;2006;387;12.6;13617.0;35.2;7.1
2722;2 Inkomen uit eigen onderneming;172;2007;400;12.9;15130.0;37.9;7.4
2723;2 Inkomen uit eigen onderneming;172;2008;429;13.7;15924.0;37.1;7.5
2724;2 Inkomen uit eigen onderneming;172;2009;417;13.1;14651.0;35.2;6.7
2725;2 Inkomen uit eigen onderneming;172;2010;438;13.6;14790.0;33.8;6.7
2726;2 Inkomen uit eigen onderneming;172;2011;456;14.0;15405.0;33.8;6.8
2727;2 Inkomen uit eigen onderneming;172;2012;473;14.4;15554.0;32.9;6.7
2728;2 Inkomen uit eigen onderneming;172;2013;479;14.5;15338.0;32.0;6.5
2729;2 Inkomen uit eigen onderneming;172;2014;483;14.6;16595.0;34.4;6.8
2730;2 Inkomen uit eigen onderneming;173;2001;90;16.4;2779.0;31.0;7.4
2731;2 Inkomen uit eigen onderneming;173;2002;89;16.6;2619.0;29.5;6.8
2732;2 Inkomen uit eigen onderneming;173;2003;88;16.6;2478.0;28.1;6.3
2733;2 Inkomen uit eigen onderneming;173;2004;87;16.4;2638.0;30.3;6.5
2734;2 Inkomen uit eigen onderneming;173;2005;91;17.0;2957.0;32.5;7.2
2735;2 Inkomen uit eigen onderneming;173;2006;90;16.6;3184.0;35.4;7.5
2736;2 Inkomen uit eigen onderneming;173;2007;92;16.9;3525.0;38.3;7.7
2737;2 Inkomen uit eigen onderneming;173;2008;100;17.8;4124.0;41.4;8.5
2738;2 Inkomen uit eigen onderneming;173;2009;98;17.6;3491.0;35.6;7.3
2739;2 Inkomen uit eigen onderneming;173;2010;101;18.2;3665.0;36.3;7.6
2740;2 Inkomen uit eigen onderneming;173;2011;108;19.2;3885.0;36.1;7.8
2741;2 Inkomen uit eigen onderneming;173;2012;113;19.9;3746.0;33.2;7.3
2742;2 Inkomen uit eigen onderneming;173;2013;115;20.3;3876.0;33.6;7.5
2743;2 Inkomen uit eigen onderneming;173;2014;118;20.6;4061.0;34.3;7.5
2744;2 Inkomen uit eigen onderneming;174;2001;55;20.1;1860.0;34.0;8.2
2745;2 Inkomen uit eigen onderneming;174;2002;55;19.7;1885.0;34.0;7.7
2746;2 Inkomen uit eigen onderneming;174;2003;54;19.7;1611.0;29.7;6.7
2747;2 Inkomen uit eigen onderneming;174;2004;55;20.9;1927.0;34.9;8.1
2748;2 Inkomen uit eigen onderneming;174;2005;54;20.9;2455.0;45.2;10.1
2749;2 Inkomen uit eigen onderneming;174;2006;57;21.8;2273.0;39.9;9.0
2750;2 Inkomen uit eigen onderneming;174;2007;62;22.3;2645.0;42.9;9.4
2751;2 Inkomen uit eigen onderneming;174;2008;66;23.1;2847.0;43.4;9.7
2752;2 Inkomen uit eigen onderneming;174;2009;63;22.5;2326.0;36.7;8.0
2753;2 Inkomen uit eigen onderneming;174;2010;64;22.2;2459.0;38.5;8.2
2754;2 Inkomen uit eigen onderneming;174;2011;66;22.9;2547.0;38.4;8.2
2755;2 Inkomen uit eigen onderneming;174;2012;66;23.5;2455.0;37.2;8.1
2756;2 Inkomen uit eigen onderneming;174;2013;65;23.3;2409.0;37.2;8.0
2757;2 Inkomen uit eigen onderneming;174;2014;69;24.1;2699.0;39.4;8.5
2758;2 Inkomen uit eigen onderneming;182;2001;0;0.0;;;0.0
2759;2 Inkomen uit eigen onderneming;182;2002;0;0.0;;;0.0
2760;2 Inkomen uit eigen onderneming;182;2003;0;0.0;;;0.0
2761;2 Inkomen uit eigen onderneming;182;2004;0;0.0;;;0.0
2762;2 Inkomen uit eigen onderneming;182;2005;0;0.0;;;0.0
2763;2 Inkomen uit eigen onderneming;182;2006;0;0.0;;;0.0
2764;2 Inkomen uit eigen onderneming;182;2007;0;0.0;;;0.0
2765;2 Inkomen uit eigen onderneming;182;2008;0;0.0;;;0.0
2766;2 Inkomen uit eigen onderneming;182;2009;0;0.0;;;0.0
2767;2 Inkomen uit eigen onderneming;182;2010;0;0.0;;;0.0
2768;2 Inkomen uit eigen onderneming;182;2011;0;0.0;;;0.0
2769;2 Inkomen uit eigen onderneming;182;2012;0;0.0;;;0.0
2770;2 Inkomen uit eigen onderneming;182;2013;0;0.0;;;0.0
2771;2 Inkomen uit eigen onderneming;182;2014;0;0.0;;;0.0
2772;2 Inkomen uit eigen onderneming;183;2001;0;0.0;;;0.0
2773;2 Inkomen uit eigen onderneming;183;2002;0;0.0;;;0.0
2774;2 Inkomen uit eigen onderneming;183;2003;0;0.0;;;0.0
2775;2 Inkomen uit eigen onderneming;183;2004;0;0.0;;;0.0
2776;2 Inkomen uit eigen onderneming;183;2005;0;0.0;;;0.0
2777;2 Inkomen uit eigen onderneming;183;2006;0;0.0;;;0.0
2778;2 Inkomen uit eigen onderneming;183;2007;0;0.0;;;0.0
2779;2 Inkomen uit eigen onderneming;183;2008;0;0.0;;;0.0
2780;2 Inkomen uit eigen onderneming;183;2009;0;0.0;;;0.0
2781;2 Inkomen uit eigen onderneming;183;2010;0;0.0;;;0.0
2782;2 Inkomen uit eigen onderneming;183;2011;0;0.0;;;0.0
2783;2 Inkomen uit eigen onderneming;183;2012;0;0.0;;;0.0
2784;2 Inkomen uit eigen onderneming;183;2013;0;0.0;;;0.0
2785;2 Inkomen uit eigen onderneming;183;2014;0;0.0;;;0.0
2786;2 Inkomen uit eigen onderneming;184;2001;0;0.0;;;0.0
2787;2 Inkomen uit eigen onderneming;184;2002;0;0.0;;;0.0
2788;2 Inkomen uit eigen onderneming;184;2003;0;0.0;;;0.0
2789;2 Inkomen uit eigen onderneming;184;2004;0;0.0;;;0.0
2790;2 Inkomen uit eigen onderneming;184;2005;0;0.0;;;0.0
2791;2 Inkomen uit eigen onderneming;184;2006;0;0.0;;;0.0
2792;2 Inkomen uit eigen onderneming;184;2007;0;0.0;;;0.0
2793;2 Inkomen uit eigen onderneming;184;2008;0;0.0;;;0.0
2794;2 Inkomen uit eigen onderneming;184;2009;0;0.0;;;0.0
2795;2 Inkomen uit eigen onderneming;184;2010;0;0.0;;;0.0
2796;2 Inkomen uit eigen onderneming;184;2011;0;0.0;;;0.0
2797;2 Inkomen uit eigen onderneming;184;2012;0;0.0;;;0.0
2798;2 Inkomen uit eigen onderneming;184;2013;0;0.0;;;0.0
2799;2 Inkomen uit eigen onderneming;184;2014;0;0.0;;;0.0
2800;2 Inkomen uit eigen onderneming;185;2001;0;0.0;;;0.0
2801;2 Inkomen uit eigen onderneming;185;2002;0;0.0;;;0.0
2802;2 Inkomen uit eigen onderneming;185;2003;0;0.0;;;0.0
2803;2 Inkomen uit eigen onderneming;185;2004;0;0.0;;;0.0
2804;2 Inkomen uit eigen onderneming;185;2005;0;0.0;;;0.0
2805;2 Inkomen uit eigen onderneming;185;2006;0;0.0;;;0.0
2806;2 Inkomen uit eigen onderneming;185;2007;0;0.0;;;0.0
2807;2 Inkomen uit eigen onderneming;185;2008;0;0.0;;;0.0
2808;2 Inkomen uit eigen onderneming;185;2009;0;0.0;;;0.0
2809;2 Inkomen uit eigen onderneming;185;2010;0;0.0;;;0.0
2810;2 Inkomen uit eigen onderneming;185;2011;0;0.0;;;0.0
2811;2 Inkomen uit eigen onderneming;185;2012;0;0.0;;;0.0
2812;2 Inkomen uit eigen onderneming;185;2013;0;0.0;;;0.0
2813;2 Inkomen uit eigen onderneming;185;2014;0;0.0;;;0.0
2814;2 Inkomen uit eigen onderneming;186;2001;671;93.1;19028.0;28.3;41.8
2815;2 Inkomen uit eigen onderneming;186;2002;678;93.3;18953.0;28.0;41.4
2816;2 Inkomen uit eigen onderneming;186;2003;681;94.0;17795.0;26.1;40.3
2817;2 Inkomen uit eigen onderneming;186;2004;698;94.1;20435.0;29.3;42.1
2818;2 Inkomen uit eigen onderneming;186;2005;712;94.6;23204.0;32.6;45.0
2819;2 Inkomen uit eigen onderneming;186;2006;718;94.8;24057.0;33.5;44.6
2820;2 Inkomen uit eigen onderneming;186;2007;741;92.0;26732.0;36.1;40.3
2821;2 Inkomen uit eigen onderneming;186;2008;802;94.1;28867.0;36.0;44.3
2822;2 Inkomen uit eigen onderneming;186;2009;776;94.1;25289.0;32.6;43.2
2823;2 Inkomen uit eigen onderneming;186;2010;802;94.1;25909.0;32.3;41.7
2824;2 Inkomen uit eigen onderneming;186;2011;831;95.0;26859.0;32.3;41.7
2825;2 Inkomen uit eigen onderneming;186;2012;860;95.0;26699.0;31.0;40.4
2826;2 Inkomen uit eigen onderneming;186;2013;874;95.6;26775.0;30.6;40.4
2827;2 Inkomen uit eigen onderneming;186;2014;886;93.5;28928.0;32.6;37.7
2828;2 Inkomen uit eigen onderneming;187;2001;0;0.0;;;0.0
2829;2 Inkomen uit eigen onderneming;187;2002;0;0.0;;;0.0
2830;2 Inkomen uit eigen onderneming;187;2003;0;0.0;;;0.0
2831;2 Inkomen uit eigen onderneming;187;2004;0;0.0;;;0.0
2832;2 Inkomen uit eigen onderneming;187;2005;0;0.0;;;0.0
2833;2 Inkomen uit eigen onderneming;187;2006;0;0.0;;;0.0
2834;2 Inkomen uit eigen onderneming;187;2007;0;0.0;;;0.0
2835;2 Inkomen uit eigen onderneming;187;2008;0;0.0;;;0.0
2836;2 Inkomen uit eigen onderneming;187;2009;0;0.0;;;0.0
2837;2 Inkomen uit eigen onderneming;187;2010;0;0.0;;;0.0
2838;2 Inkomen uit eigen onderneming;187;2011;0;0.0;;;0.0
2839;2 Inkomen uit eigen onderneming;187;2012;0;0.0;;;0.0
2840;2 Inkomen uit eigen onderneming;187;2013;0;0.0;;;0.0
2841;2 Inkomen uit eigen onderneming;187;2014;0;0.0;;;0.0
2842;2 Inkomen uit eigen onderneming;188;2001;0;0.0;;;0.0
2843;2 Inkomen uit eigen onderneming;188;2002;0;0.0;;;0.0
2844;2 Inkomen uit eigen onderneming;188;2003;0;0.0;;;0.0
2845;2 Inkomen uit eigen onderneming;188;2004;0;0.0;;;0.0
2846;2 Inkomen uit eigen onderneming;188;2005;0;0.0;;;0.0
2847;2 Inkomen uit eigen onderneming;188;2006;0;0.0;;;0.0
2848;2 Inkomen uit eigen onderneming;188;2007;0;0.0;;;0.0
2849;2 Inkomen uit eigen onderneming;188;2008;0;0.0;;;0.0
2850;2 Inkomen uit eigen onderneming;188;2009;0;0.0;;;0.0
2851;2 Inkomen uit eigen onderneming;188;2010;0;0.0;;;0.0
2852;2 Inkomen uit eigen onderneming;188;2011;0;0.0;;;0.0
2853;2 Inkomen uit eigen onderneming;188;2012;0;0.0;;;0.0
2854;2 Inkomen uit eigen onderneming;188;2013;0;0.0;;;0.0
2855;2 Inkomen uit eigen onderneming;188;2014;0;0.0;;;0.0
2856;2 Inkomen uit eigen onderneming;189;2001;0;0.0;;;0.0
2857;2 Inkomen uit eigen onderneming;189;2002;0;0.0;;;0.0
2858;2 Inkomen uit eigen onderneming;189;2003;0;0.0;;;0.0
2859;2 Inkomen uit eigen onderneming;189;2004;0;0.0;;;0.0
2860;2 Inkomen uit eigen onderneming;189;2005;0;0.0;;;0.0
2861;2 Inkomen uit eigen onderneming;189;2006;0;0.0;;;0.0
2862;2 Inkomen uit eigen onderneming;189;2007;0;0.0;;;0.0
2863;2 Inkomen uit eigen onderneming;189;2008;0;0.0;;;0.0
2864;2 Inkomen uit eigen onderneming;189;2009;0;0.0;;;0.0
2865;2 Inkomen uit eigen onderneming;189;2010;0;0.0;;;0.0
2866;2 Inkomen uit eigen onderneming;189;2011;0;0.0;;;0.0
2867;2 Inkomen uit eigen onderneming;189;2012;0;0.0;;;0.0
2868;2 Inkomen uit eigen onderneming;189;2013;0;0.0;;;0.0
2869;2 Inkomen uit eigen onderneming;189;2014;0;0.0;;;0.0
2870;2 Inkomen uit eigen onderneming;190;2001;0;0.0;;;0.0
2871;2 Inkomen uit eigen onderneming;190;2002;0;0.0;;;0.0
2872;2 Inkomen uit eigen onderneming;190;2003;0;0.0;;;0.0
2873;2 Inkomen uit eigen onderneming;190;2004;0;0.0;;;0.0
2874;2 Inkomen uit eigen onderneming;190;2005;0;0.0;;;0.0
2875;2 Inkomen uit eigen onderneming;190;2006;0;0.0;;;0.0
2876;2 Inkomen uit eigen onderneming;190;2007;0;0.0;;;0.0
2877;2 Inkomen uit eigen onderneming;190;2008;0;0.0;;;0.0
2878;2 Inkomen uit eigen onderneming;190;2009;0;0.0;;;0.0
2879;2 Inkomen uit eigen onderneming;190;2010;0;0.0;;;0.0
2880;2 Inkomen uit eigen onderneming;190;2011;0;0.0;;;0.0
2881;2 Inkomen uit eigen onderneming;190;2012;0;0.0;;;0.0
2882;2 Inkomen uit eigen onderneming;190;2013;0;0.0;;;0.0
2883;2 Inkomen uit eigen onderneming;190;2014;0;0.0;;;0.0
2884;2 Inkomen uit eigen onderneming;191;2001;0;0.0;;;0.0
2885;2 Inkomen uit eigen onderneming;191;2002;0;0.0;;;0.0
2886;2 Inkomen uit eigen onderneming;191;2003;0;0.0;;;0.0
2887;2 Inkomen uit eigen onderneming;191;2004;0;0.0;;;0.0
2888;2 Inkomen uit eigen onderneming;191;2005;0;0.0;;;0.0
2889;2 Inkomen uit eigen onderneming;191;2006;0;0.0;;;0.0
2890;2 Inkomen uit eigen onderneming;191;2007;0;0.0;;;0.0
2891;2 Inkomen uit eigen onderneming;191;2008;0;0.0;;;0.0
2892;2 Inkomen uit eigen onderneming;191;2009;0;0.0;;;0.0
2893;2 Inkomen uit eigen onderneming;191;2010;0;0.0;;;0.0
2894;2 Inkomen uit eigen onderneming;191;2011;0;0.0;;;0.0
2895;2 Inkomen uit eigen onderneming;191;2012;0;0.0;;;0.0
2896;2 Inkomen uit eigen onderneming;191;2013;0;0.0;;;0.0
2897;2 Inkomen uit eigen onderneming;191;2014;0;0.0;;;0.0
2898;2 Inkomen uit eigen onderneming;192;2001;0;0.0;;;0.0
2899;2 Inkomen uit eigen onderneming;192;2002;0;0.0;;;0.0
2900;2 Inkomen uit eigen onderneming;192;2003;0;0.0;;;0.0
2901;2 Inkomen uit eigen onderneming;192;2004;0;0.0;;;0.0
2902;2 Inkomen uit eigen onderneming;192;2005;0;0.0;;;0.0
2903;2 Inkomen uit eigen onderneming;192;2006;0;0.0;;;0.0
2904;2 Inkomen uit eigen onderneming;192;2007;0;0.0;;;0.0
2905;2 Inkomen uit eigen onderneming;192;2008;0;0.0;;;0.0
2906;2 Inkomen uit eigen onderneming;192;2009;0;0.0;;;0.0
2907;2 Inkomen uit eigen onderneming;192;2010;0;0.0;;;0.0
2908;2 Inkomen uit eigen onderneming;192;2011;0;0.0;;;0.0
2909;2 Inkomen uit eigen onderneming;192;2012;0;0.0;;;0.0
2910;2 Inkomen uit eigen onderneming;192;2013;0;0.0;;;0.0
2911;2 Inkomen uit eigen onderneming;192;2014;0;0.0;;;0.0
2912;2 Inkomen uit eigen onderneming;193;2001;0;0.0;;;0.0
2913;2 Inkomen uit eigen onderneming;193;2002;0;0.0;;;0.0
2914;2 Inkomen uit eigen onderneming;193;2003;0;0.0;;;0.0
2915;2 Inkomen uit eigen onderneming;193;2004;0;0.0;;;0.0
2916;2 Inkomen uit eigen onderneming;193;2005;0;0.0;;;0.0
2917;2 Inkomen uit eigen onderneming;193;2006;0;0.0;;;0.0
2918;2 Inkomen uit eigen onderneming;193;2007;0;0.0;;;0.0
2919;2 Inkomen uit eigen onderneming;193;2008;0;0.0;;;0.0
2920;2 Inkomen uit eigen onderneming;193;2009;0;0.0;;;0.0
2921;2 Inkomen uit eigen onderneming;193;2010;0;0.0;;;0.0
2922;2 Inkomen uit eigen onderneming;193;2011;0;0.0;;;0.0
2923;2 Inkomen uit eigen onderneming;193;2012;0;0.0;;;0.0
2924;2 Inkomen uit eigen onderneming;193;2013;0;0.0;;;0.0
2925;2 Inkomen uit eigen onderneming;193;2014;0;0.0;;;0.0
2926;2 Inkomen uit eigen onderneming;194;2001;0;0.0;;;0.0
2927;2 Inkomen uit eigen onderneming;194;2002;0;0.0;;;0.0
2928;2 Inkomen uit eigen onderneming;194;2003;0;0.0;;;0.0
2929;2 Inkomen uit eigen onderneming;194;2004;0;0.0;;;0.0
2930;2 Inkomen uit eigen onderneming;194;2005;0;0.0;;;0.0
2931;2 Inkomen uit eigen onderneming;194;2006;0;0.0;;;0.0
2932;2 Inkomen uit eigen onderneming;194;2007;0;0.0;;;0.0
2933;2 Inkomen uit eigen onderneming;194;2008;0;0.0;;;0.0
2934;2 Inkomen uit eigen onderneming;194;2009;0;0.0;;;0.0
2935;2 Inkomen uit eigen onderneming;194;2010;0;0.0;;;0.0
2936;2 Inkomen uit eigen onderneming;194;2011;0;0.0;;;0.0
2937;2 Inkomen uit eigen onderneming;194;2012;0;0.0;;;0.0
2938;2 Inkomen uit eigen onderneming;194;2013;0;0.0;;;0.0
2939;2 Inkomen uit eigen onderneming;194;2014;0;0.0;;;0.0
2940;2 Inkomen uit eigen onderneming;195;2001;0;0.0;;;0.0
2941;2 Inkomen uit eigen onderneming;195;2002;0;0.0;;;0.0
2942;2 Inkomen uit eigen onderneming;195;2003;0;0.0;;;0.0
2943;2 Inkomen uit eigen onderneming;195;2004;0;0.0;;;0.0
2944;2 Inkomen uit eigen onderneming;195;2005;0;0.0;;;0.0
2945;2 Inkomen uit eigen onderneming;195;2006;0;0.0;;;0.0
2946;2 Inkomen uit eigen onderneming;195;2007;0;0.0;;;0.0
2947;2 Inkomen uit eigen onderneming;195;2008;0;0.0;;;0.0
2948;2 Inkomen uit eigen onderneming;195;2009;0;0.0;;;0.0
2949;2 Inkomen uit eigen onderneming;195;2010;0;0.0;;;0.0
2950;2 Inkomen uit eigen onderneming;195;2011;0;0.0;;;0.0
2951;2 Inkomen uit eigen onderneming;195;2012;0;0.0;;;0.0
2952;2 Inkomen uit eigen onderneming;195;2013;0;0.0;;;0.0
2953;2 Inkomen uit eigen onderneming;195;2014;0;0.0;;;0.0
2954;2 Inkomen uit eigen onderneming;202;2001;444;12.9;13883.0;31.3;6.8
2955;2 Inkomen uit eigen onderneming;202;2002;433;12.3;13922.0;32.2;6.5
2956;2 Inkomen uit eigen onderneming;202;2003;457;12.7;13940.0;30.5;6.2
2957;2 Inkomen uit eigen onderneming;202;2004;488;13.2;16240.0;33.3;6.9
2958;2 Inkomen uit eigen onderneming;202;2005;506;13.3;18246.0;36.1;7.4
2959;2 Inkomen uit eigen onderneming;202;2006;527;13.5;19994.0;37.9;7.6
2960;2 Inkomen uit eigen onderneming;202;2007;545;13.7;22117.0;40.6;7.9
2961;2 Inkomen uit eigen onderneming;202;2008;619;15.0;24966.0;40.3;8.5
2962;2 Inkomen uit eigen onderneming;202;2009;596;14.3;21738.0;36.5;7.3
2963;2 Inkomen uit eigen onderneming;202;2010;615;14.6;22294.0;36.2;7.3
2964;2 Inkomen uit eigen onderneming;202;2011;636;15.0;23061.0;36.2;7.4
2965;2 Inkomen uit eigen onderneming;202;2012;656;15.3;22868.0;34.9;7.2
2966;2 Inkomen uit eigen onderneming;202;2013;660;15.3;22804.0;34.5;7.0
2967;2 Inkomen uit eigen onderneming;202;2014;672;15.5;24580.0;36.6;7.3
2968;2 Inkomen uit eigen onderneming;203;2001;228;6.7;5145.0;22.6;4.9
2969;2 Inkomen uit eigen onderneming;203;2002;245;7.2;5031.0;20.5;4.7
2970;2 Inkomen uit eigen onderneming;203;2003;224;6.7;3856.0;17.2;3.6
2971;2 Inkomen uit eigen onderneming;203;2004;211;6.4;4195.0;19.9;4.0
2972;2 Inkomen uit eigen onderneming;203;2005;206;6.3;4958.0;24.0;4.8
2973;2 Inkomen uit eigen onderneming;203;2006;190;5.9;4063.0;21.4;3.9
2974;2 Inkomen uit eigen onderneming;203;2007;196;6.1;4615.0;23.5;4.3
2975;2 Inkomen uit eigen onderneming;203;2008;183;5.9;3902.0;21.4;3.7
2976;2 Inkomen uit eigen onderneming;203;2009;180;5.8;3551.0;19.7;3.3
2977;2 Inkomen uit eigen onderneming;203;2010;187;6.0;3615.0;19.3;3.4
2978;2 Inkomen uit eigen onderneming;203;2011;195;6.2;3798.0;19.5;3.5
2979;2 Inkomen uit eigen onderneming;203;2012;204;6.4;3831.0;18.8;3.5
2980;2 Inkomen uit eigen onderneming;203;2013;213;6.7;3970.0;18.6;3.6
2981;2 Inkomen uit eigen onderneming;203;2014;214;6.7;4348.0;20.3;3.9
2982;2 Inkomen uit eigen onderneming;204;2001;29;2.9;299.0;10.5;1.6
2983;2 Inkomen uit eigen onderneming;204;2002;26;2.7;195.0;7.4;1.0
2984;2 Inkomen uit eigen onderneming;204;2003;28;2.8;201.0;7.1;1.0
2985;2 Inkomen uit eigen onderneming;204;2004;33;3.2;398.0;12.2;1.9
