ID;Geslacht;Leeftijd;Woonland;Herkomstgroepering;Perioden;AnwUitkeringen_1
4175;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Totaal;2013 december;31740.0
4176;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 januari;67520.0
4177;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 februari;67110.0
4178;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 maart;66610.0
4179;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 april;66280.0
4180;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 mei;65890.0
4181;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 juni;65520.0
4182;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 juli;65100.0
4183;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 augustus;64590.0
4184;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 september;64060.0
4185;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 oktober;63580.0
4186;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 november;63150.0
4187;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2008 december;62410.0
4188;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 januari;62190.0
4189;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 februari;61750.0
4190;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 maart;61190.0
4191;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 april;60740.0
4192;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 mei;60270.0
4193;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 juni;59840.0
4194;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 juli;59370.0
4195;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 augustus;58750.0
4196;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 september;58200.0
4197;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 oktober;57790.0
4198;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 november;57320.0
4199;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2009 december;56540.0
4200;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 januari;56360.0
4201;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 februari;55800.0
4202;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 maart;55270.0
4203;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 april;54680.0
4204;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 mei;54080.0
4205;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 juni;53710.0
4206;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 juli;53280.0
4207;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 augustus;52830.0
4208;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 september;52450.0
4209;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 oktober;52150.0
4210;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 november;51780.0
4211;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2010 december;51110.0
4212;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 januari;50970.0
4213;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 februari;50560.0
4214;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 maart;49730.0
4215;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 april;48930.0
4216;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 mei;47930.0
4217;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 juni;47140.0
4218;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 juli;46250.0
4219;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 augustus;45460.0
4220;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 september;44750.0
4221;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 oktober;44040.0
4222;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 november;43300.0
4223;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2011 december;42220.0
4224;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 januari;41780.0
4225;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 februari;41110.0
4226;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 maart;40300.0
4227;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 april;39600.0
4228;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 mei;38760.0
4229;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 juni;37990.0
4230;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 juli;37210.0
4231;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 augustus;36510.0
4232;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 september;35790.0
4233;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 oktober;35090.0
4234;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 november;34480.0
4235;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2012 december;33380.0
4236;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 januari;32880.0
4237;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 februari;32150.0
4238;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 maart;31410.0
4239;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 april;30860.0
4240;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 mei;30190.0
4241;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 juni;29540.0
4242;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 juli;28850.0
4243;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 augustus;28200.0
4244;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 september;27590.0
4245;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 oktober;26620.0
4246;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 november;25980.0
4247;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Autochtoon;2013 december;25120.0
4248;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 januari;11780.0
4249;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 februari;11770.0
4250;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 maart;11700.0
4251;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 april;11700.0
4252;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 mei;11660.0
4253;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 juni;11620.0
4254;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 juli;11530.0
4255;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 augustus;11480.0
4256;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 september;11420.0
4257;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 oktober;11360.0
4258;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 november;11310.0
4259;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2008 december;11240.0
4260;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 januari;11220.0
4261;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 februari;11180.0
4262;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 maart;11130.0
4263;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 april;11070.0
4264;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 mei;11000.0
4265;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 juni;10940.0
4266;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 juli;10890.0
4267;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 augustus;10820.0
4268;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 september;10790.0
4269;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 oktober;10760.0
4270;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 november;10710.0
4271;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2009 december;10630.0
4272;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 januari;10600.0
4273;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 februari;10550.0
4274;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 maart;10520.0
4275;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 april;10500.0
4276;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 mei;10440.0
4277;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 juni;10450.0
4278;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 juli;10400.0
4279;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 augustus;10330.0
4280;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 september;10300.0
4281;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 oktober;10250.0
4282;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 november;10170.0
4283;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2010 december;10100.0
4284;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 januari;10110.0
4285;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 februari;10070.0
4286;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 maart;10010.0
4287;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 april;9930.0
4288;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 mei;9820.0
4289;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 juni;9740.0
4290;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 juli;9610.0
4291;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 augustus;9520.0
4292;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 september;9440.0
4293;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 oktober;9350.0
4294;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 november;9260.0
4295;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2011 december;9140.0
4296;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 januari;9110.0
4297;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 februari;9020.0
4298;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 maart;8950.0
4299;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 april;8860.0
4300;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 mei;8730.0
4301;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 juni;8650.0
4302;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 juli;8510.0
4303;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 augustus;8430.0
4304;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 september;8320.0
4305;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 oktober;8230.0
4306;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 november;8130.0
4307;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2012 december;7990.0
4308;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 januari;7900.0
4309;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 februari;7790.0
4310;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 maart;7660.0
4311;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 april;7580.0
4312;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 mei;7480.0
4313;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 juni;7380.0
4314;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 juli;7270.0
4315;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 augustus;7180.0
4316;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 september;7090.0
4317;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 oktober;6810.0
4318;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 november;6730.0
4319;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Nederland;Allochtoon;2013 december;6620.0
4320;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 januari;6480.0
4321;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 februari;6460.0
4322;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 maart;6430.0
4323;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 april;6380.0
4324;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 mei;6350.0
4325;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 juni;6320.0
4326;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 juli;6280.0
4327;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 augustus;6250.0
4328;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 september;6200.0
4329;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 oktober;6140.0
4330;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 november;6090.0
4331;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2008 december;6040.0
4332;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 januari;5990.0
4333;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 februari;5940.0
4334;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 maart;5900.0
4335;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 april;5850.0
4336;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 mei;5800.0
4337;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 juni;5760.0
4338;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 juli;5720.0
4339;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 augustus;5630.0
4340;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 september;5610.0
4341;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 oktober;5580.0
4342;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 november;5540.0
4343;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2009 december;5480.0
4344;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 januari;5430.0
4345;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 februari;5410.0
4346;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 maart;5340.0
4347;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 april;5310.0
4348;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 mei;5270.0
4349;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 juni;5250.0
4350;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 juli;5210.0
4351;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 augustus;5170.0
4352;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 september;5150.0
4353;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 oktober;5150.0
4354;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 november;5090.0
4355;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2010 december;5050.0
4356;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 januari;5000.0
4357;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 februari;4960.0
4358;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 maart;4890.0
4359;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 april;4830.0
4360;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 mei;4740.0
4361;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 juni;4670.0
4362;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 juli;4610.0
4363;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 augustus;4560.0
4364;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 september;4510.0
4365;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 oktober;4470.0
4366;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 november;4420.0
4367;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2011 december;4360.0
4368;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 januari;4310.0
4369;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 februari;4230.0
4370;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 maart;4180.0
4371;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 april;4140.0
4372;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 mei;4070.0
4373;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 juni;4020.0
4374;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 juli;3940.0
4375;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 augustus;3910.0
4376;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 september;3870.0
4377;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 oktober;3800.0
4378;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 november;3760.0
4379;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2012 december;3710.0
4380;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 januari;3630.0
4381;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 februari;3540.0
4382;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 maart;3480.0
4383;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 april;3430.0
4384;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 mei;3380.0
4385;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 juni;3330.0
4386;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 juli;3250.0
4387;Totaal mannen en vrouwen incl. onbekend;55 tot 65 jaar;Buitenland;Totaal;2013 augustus;3220.0
