ID;Geslacht;Leeftijd;Woonland;Herkomstgroepering;Perioden;AnwUitkeringen_1
2300;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Autochtoon;2013 september;680.0
2301;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Autochtoon;2013 oktober;370.0
2302;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Autochtoon;2013 november;380.0
2303;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Autochtoon;2013 december;370.0
2304;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 januari;580.0
2305;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 februari;580.0
2306;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 maart;580.0
2307;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 april;580.0
2308;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 mei;580.0
2309;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 juni;580.0
2310;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 juli;580.0
2311;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 augustus;570.0
2312;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 september;580.0
2313;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 oktober;560.0
2314;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 november;570.0
2315;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2008 december;570.0
2316;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 januari;570.0
2317;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 februari;560.0
2318;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 maart;560.0
2319;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 april;560.0
2320;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 mei;550.0
2321;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 juni;540.0
2322;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 juli;540.0
2323;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 augustus;540.0
2324;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 september;530.0
2325;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 oktober;530.0
2326;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 november;540.0
2327;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2009 december;530.0
2328;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 januari;530.0
2329;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 februari;530.0
2330;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 maart;530.0
2331;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 april;530.0
2332;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 mei;510.0
2333;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 juni;510.0
2334;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 juli;510.0
2335;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 augustus;500.0
2336;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 september;490.0
2337;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 oktober;490.0
2338;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 november;490.0
2339;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2010 december;480.0
2340;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 januari;480.0
2341;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 februari;480.0
2342;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 maart;470.0
2343;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 april;470.0
2344;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 mei;470.0
2345;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 juni;470.0
2346;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 juli;470.0
2347;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 augustus;470.0
2348;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 september;470.0
2349;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 oktober;470.0
2350;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 november;470.0
2351;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2011 december;470.0
2352;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 januari;470.0
2353;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 februari;470.0
2354;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 maart;480.0
2355;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 april;480.0
2356;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 mei;480.0
2357;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 juni;490.0
2358;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 juli;480.0
2359;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 augustus;480.0
2360;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 september;480.0
2361;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 oktober;480.0
2362;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 november;480.0
2363;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2012 december;470.0
2364;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 januari;470.0
2365;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 februari;470.0
2366;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 maart;460.0
2367;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 april;470.0
2368;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 mei;460.0
2369;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 juni;460.0
2370;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 juli;460.0
2371;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 augustus;450.0
2372;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 september;440.0
2373;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 oktober;270.0
2374;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 november;270.0
2375;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Nederland;Allochtoon;2013 december;270.0
2376;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 januari;140.0
2377;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 februari;140.0
2378;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 maart;130.0
2379;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 april;130.0
2380;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 mei;130.0
2381;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 juni;130.0
2382;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 juli;130.0
2383;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 augustus;130.0
2384;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 september;130.0
2385;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 oktober;130.0
2386;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 november;130.0
2387;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2008 december;130.0
2388;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 januari;120.0
2389;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 februari;120.0
2390;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 maart;120.0
2391;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 april;120.0
2392;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 mei;120.0
2393;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 juni;120.0
2394;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 juli;120.0
2395;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 augustus;120.0
2396;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 september;120.0
2397;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 oktober;120.0
2398;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 november;120.0
2399;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2009 december;120.0
2400;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 januari;130.0
2401;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 februari;120.0
2402;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 maart;130.0
2403;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 april;130.0
2404;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 mei;130.0
2405;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 juni;130.0
2406;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 juli;120.0
2407;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 augustus;130.0
2408;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 september;130.0
2409;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 oktober;130.0
2410;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 november;130.0
2411;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2010 december;130.0
2412;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 januari;130.0
2413;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 februari;140.0
2414;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 maart;140.0
2415;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 april;140.0
2416;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 mei;140.0
2417;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 juni;150.0
2418;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 juli;140.0
2419;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 augustus;140.0
2420;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 september;140.0
2421;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 oktober;140.0
2422;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 november;140.0
2423;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2011 december;150.0
2424;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 januari;160.0
2425;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 februari;160.0
2426;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 maart;160.0
2427;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 april;160.0
2428;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 mei;160.0
2429;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 juni;160.0
2430;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 juli;160.0
2431;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 augustus;160.0
2432;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 september;160.0
2433;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 oktober;160.0
2434;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 november;160.0
2435;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2012 december;160.0
2436;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 januari;160.0
2437;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 februari;160.0
2438;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 maart;170.0
2439;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 april;170.0
2440;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 mei;170.0
2441;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 juni;170.0
2442;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 juli;180.0
2443;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 augustus;180.0
2444;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 september;180.0
2445;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 oktober;110.0
2446;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 november;110.0
2447;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Totaal;2013 december;110.0
2448;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 januari;
2449;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 februari;
2450;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 maart;
2451;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 april;
2452;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 mei;
2453;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 juni;
2454;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 juli;
2455;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 augustus;
2456;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 september;
2457;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 oktober;
2458;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 november;
2459;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2008 december;
2460;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 januari;
2461;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 februari;
2462;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 maart;
2463;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 april;
2464;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 mei;
2465;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 juni;
2466;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 juli;
2467;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 augustus;
2468;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 september;
2469;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 oktober;
2470;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 november;
2471;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2009 december;
2472;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 januari;
2473;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 februari;
2474;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 maart;
2475;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 april;
2476;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 mei;
2477;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 juni;
2478;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 juli;
2479;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 augustus;
2480;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 september;
2481;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 oktober;
2482;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 november;
2483;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2010 december;
2484;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 januari;
2485;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 februari;
2486;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 maart;
2487;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 april;
2488;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 mei;
2489;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 juni;
2490;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 juli;
2491;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 augustus;
2492;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 september;
2493;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 oktober;
2494;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 november;
2495;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2011 december;
2496;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 januari;
2497;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 februari;
2498;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 maart;
2499;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 april;
2500;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 mei;
2501;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 juni;
2502;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 juli;
2503;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 augustus;
2504;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 september;
2505;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 oktober;
2506;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 november;
2507;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2012 december;
2508;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 januari;
2509;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 februari;
2510;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 maart;
2511;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 april;
2512;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 mei;
2513;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 juni;
2514;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 juli;
2515;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 augustus;
2516;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 september;
2517;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 oktober;
2518;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 november;
2519;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Autochtoon;2013 december;
2520;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 januari;
2521;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 februari;
2522;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 maart;
2523;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 april;
2524;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 mei;
2525;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 juni;
2526;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 juli;
2527;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 augustus;
2528;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 september;
2529;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 oktober;
2530;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 november;
2531;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2008 december;
2532;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 januari;
2533;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 februari;
2534;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 maart;
2535;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 april;
2536;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 mei;
2537;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 juni;
2538;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 juli;
2539;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 augustus;
2540;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 september;
2541;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 oktober;
2542;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 november;
2543;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2009 december;
2544;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 januari;
2545;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 februari;
2546;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 maart;
2547;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 april;
2548;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 mei;
2549;Totaal mannen en vrouwen incl. onbekend;25 tot 35 jaar;Buitenland;Allochtoon;2010 juni;
