ID;Geboortelanden;Perioden;TotaalImmigratie_1;ImmigratieMannen_2;ImmigratieVrouwen_3;TotaalEmigratie_4;EmigratieMannen_5;EmigratieVrouwen_6;TotaalMigratieSaldo_7;MigratiesaldoMannen_8;MigratiesaldoVrouwen_9
721;Overig buiten Europa;2007;7662;3859;3803;6433;3204;3229;1229;655;574
722;Overig buiten Europa;2008;7693;3872;3821;6541;3260;3281;1152;612;540
723;Overig buiten Europa;2009;7720;3883;3837;6638;3310;3329;1082;573;508
724;Overig buiten Europa;2010;7752;3897;3855;6726;3354;3372;1026;543;483
725;Overig buiten Europa;2011;7781;3912;3869;6804;3394;3411;977;518;458
726;Overig buiten Europa;2012;7811;3920;3891;6876;3430;3446;935;490;445
727;Overig buiten Europa;2013;7833;3930;3903;6941;3462;3479;892;468;424
728;Overig buiten Europa;2014;7860;3940;3920;7001;3491;3510;859;449;410
729;Overig buiten Europa;2015;7881;3951;3930;7055;3517;3537;826;434;393
730;Overig buiten Europa;2016;7915;3967;3948;7104;3541;3563;811;426;385
731;Overig buiten Europa;2017;7934;3975;3959;7151;3564;3587;783;411;372
732;Overig buiten Europa;2018;7953;3982;3971;7194;3584;3610;759;398;361
733;Overig buiten Europa;2019;7977;3991;3986;7233;3602;3631;744;389;355
734;Overig buiten Europa;2020;8000;3999;4001;7271;3619;3651;729;380;350
735;Overig buiten Europa;2021;8000;3999;4001;7305;3635;3670;695;364;331
736;Overig buiten Europa;2022;8000;3999;4001;7334;3648;3686;666;351;315
737;Overig buiten Europa;2023;8000;3999;4001;7360;3660;3700;640;339;301
738;Overig buiten Europa;2024;8000;3999;4001;7383;3670;3713;617;329;288
739;Overig buiten Europa;2025;8000;3999;4001;7402;3678;3724;598;321;277
740;Overig buiten Europa;2026;8000;3999;4001;7419;3686;3734;581;313;267
741;Overig buiten Europa;2027;8000;3999;4001;7435;3693;3742;565;306;259
742;Overig buiten Europa;2028;8000;3999;4001;7448;3698;3749;552;301;252
743;Overig buiten Europa;2029;8000;3999;4001;7459;3703;3756;541;296;245
744;Overig buiten Europa;2030;8000;3999;4001;7470;3708;3762;530;291;239
745;Overig buiten Europa;2031;8000;3999;4001;7478;3712;3767;522;287;234
746;Overig buiten Europa;2032;8000;3999;4001;7486;3715;3771;514;284;230
747;Overig buiten Europa;2033;8000;3999;4001;7493;3718;3775;507;281;226
748;Overig buiten Europa;2034;8000;3999;4001;7500;3721;3779;500;278;222
749;Overig buiten Europa;2035;8000;3999;4001;7505;3723;3782;495;276;219
750;Overig buiten Europa;2036;8000;3999;4001;7510;3726;3784;490;273;217
751;Overig buiten Europa;2037;8000;3999;4001;7514;3727;3787;486;272;214
752;Overig buiten Europa;2038;8000;3999;4001;7518;3729;3789;482;270;212
753;Overig buiten Europa;2039;8000;3999;4001;7521;3731;3791;479;268;210
754;Overig buiten Europa;2040;8000;3999;4001;7524;3732;3792;476;267;209
755;Overig buiten Europa;2041;8000;3999;4001;7527;3733;3794;473;266;207
756;Overig buiten Europa;2042;8000;3999;4001;7529;3734;3795;471;265;206
757;Overig buiten Europa;2043;8000;3999;4001;7531;3735;3796;469;264;205
758;Overig buiten Europa;2044;8000;3999;4001;7533;3736;3797;467;263;204
759;Overig buiten Europa;2045;8000;3999;4001;7534;3736;3798;466;263;203
760;Overig buiten Europa;2046;8000;3999;4001;7536;3737;3799;464;262;202
761;Overig buiten Europa;2047;8000;3999;4001;7537;3738;3799;463;261;202
762;Overig buiten Europa;2048;8000;3999;4001;7538;3738;3800;462;261;201
763;Overig buiten Europa;2049;8000;3999;4001;7539;3739;3800;461;260;201
764;Overig buiten Europa;2050;8000;3999;4001;7540;3739;3801;460;260;200
