ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
1523;Laren (NH.);Paar met kinderen;1.2;1.2;7.0;6.0
1524;Laren (NH.);Eenoudergezin;0.2;0.2;;
1525;Medemblik;Totaal particulier huishouden;3.4;3.3;9.0;9.0
1526;Medemblik;Eenpersoonshuishouden;1.1;1.0;9.0;10.0
1527;Medemblik;Paar zonder kinderen;1.0;1.0;;
1528;Medemblik;Paar met kinderen;1.0;1.0;8.0;
1529;Medemblik;Eenoudergezin;0.2;0.2;43.0;40.0
1530;Muiden;Totaal particulier huishouden;2.8;2.6;7.0;7.0
1531;Muiden;Eenpersoonshuishouden;0.8;0.7;13.0;13.0
1532;Muiden;Paar zonder kinderen;0.9;0.8;;
1533;Muiden;Paar met kinderen;0.9;0.9;;
1534;Muiden;Eenoudergezin;0.2;0.1;;
1535;Naarden;Totaal particulier huishouden;7.0;6.8;4.0;4.0
1536;Naarden;Eenpersoonshuishouden;2.2;2.1;7.0;7.0
1537;Naarden;Paar zonder kinderen;2.2;2.1;;
1538;Naarden;Paar met kinderen;2.2;2.1;4.0;
1539;Naarden;Eenoudergezin;0.3;0.3;;
1540;Obdam;Totaal particulier huishouden;2.5;2.5;5.0;4.0
1541;Obdam;Eenpersoonshuishouden;0.6;0.5;;
1542;Obdam;Paar zonder kinderen;0.8;0.8;;
1543;Obdam;Paar met kinderen;1.1;1.1;;
1544;Obdam;Eenoudergezin;0.1;0.1;;
1545;Oostzaan;Totaal particulier huishouden;3.6;3.5;4.0;4.0
1546;Oostzaan;Eenpersoonshuishouden;0.8;0.8;;
1547;Oostzaan;Paar zonder kinderen;1.2;1.1;;
1548;Oostzaan;Paar met kinderen;1.3;1.3;;
1549;Oostzaan;Eenoudergezin;0.2;0.2;;
1550;Opmeer;Totaal particulier huishouden;4.2;4.1;5.0;5.0
1551;Opmeer;Eenpersoonshuishouden;1.0;0.9;;
1552;Opmeer;Paar zonder kinderen;1.3;1.3;;
1553;Opmeer;Paar met kinderen;1.7;1.6;7.0;5.0
1554;Opmeer;Eenoudergezin;0.1;0.1;;
1555;Ouder-Amstel;Totaal particulier huishouden;5.5;5.4;7.0;6.0
1556;Ouder-Amstel;Eenpersoonshuishouden;1.8;1.7;10.0;10.0
1557;Ouder-Amstel;Paar zonder kinderen;1.6;1.6;;
1558;Ouder-Amstel;Paar met kinderen;1.7;1.6;5.0;
1559;Ouder-Amstel;Eenoudergezin;0.3;0.3;;
1560;Purmerend;Totaal particulier huishouden;31.7;30.8;7.0;8.0
1561;Purmerend;Eenpersoonshuishouden;9.3;9.1;11.0;11.0
1562;Purmerend;Paar zonder kinderen;9.0;8.9;3.0;4.0
1563;Purmerend;Paar met kinderen;10.1;9.9;5.0;3.0
1564;Purmerend;Eenoudergezin;2.3;2.2;22.0;28.0
1565;Schagen;Totaal particulier huishouden;7.8;7.5;7.0;6.0
1566;Schagen;Eenpersoonshuishouden;2.4;2.3;11.0;10.0
1567;Schagen;Paar zonder kinderen;2.5;2.5;;3.0
1568;Schagen;Paar met kinderen;2.2;2.2;6.0;3.0
1569;Schagen;Eenoudergezin;0.5;0.4;19.0;20.0
1570;Texel;Totaal particulier huishouden;5.7;5.5;9.0;9.0
1571;Texel;Eenpersoonshuishouden;1.8;1.7;11.0;10.0
1572;Texel;Paar zonder kinderen;1.8;1.8;6.0;6.0
1573;Texel;Paar met kinderen;1.7;1.6;10.0;8.0
1574;Texel;Eenoudergezin;0.3;0.3;;
1575;Uitgeest;Totaal particulier huishouden;4.5;4.4;6.0;4.0
1576;Uitgeest;Eenpersoonshuishouden;1.1;1.0;10.0;8.0
1577;Uitgeest;Paar zonder kinderen;1.4;1.4;;
1578;Uitgeest;Paar met kinderen;1.8;1.7;;
1579;Uitgeest;Eenoudergezin;0.2;0.2;;
1580;Uithoorn;Totaal particulier huishouden;11.2;10.9;5.0;4.0
1581;Uithoorn;Eenpersoonshuishouden;3.2;3.1;7.0;8.0
1582;Uithoorn;Paar zonder kinderen;3.5;3.5;;
1583;Uithoorn;Paar met kinderen;3.6;3.5;3.0;2.0
1584;Uithoorn;Eenoudergezin;0.6;0.6;14.0;16.0
1585;Velsen;Totaal particulier huishouden;28.4;27.6;7.0;7.0
1586;Velsen;Eenpersoonshuishouden;8.9;8.6;10.0;10.0
1587;Velsen;Paar zonder kinderen;8.3;8.2;2.0;3.0
1588;Velsen;Paar met kinderen;8.8;8.6;5.0;3.0
1589;Velsen;Eenoudergezin;1.7;1.6;20.0;23.0
1590;Venhuizen;Totaal particulier huishouden;3.0;2.9;7.0;6.0
1591;Venhuizen;Eenpersoonshuishouden;0.7;0.6;;
1592;Venhuizen;Paar zonder kinderen;1.0;1.0;;
1593;Venhuizen;Paar met kinderen;1.1;1.1;8.0;
1594;Venhuizen;Eenoudergezin;0.1;0.1;;
1595;Weesp;Totaal particulier huishouden;8.1;7.8;7.0;7.0
1596;Weesp;Eenpersoonshuishouden;3.0;2.9;10.0;9.0
1597;Weesp;Paar zonder kinderen;2.3;2.3;3.0;3.0
1598;Weesp;Paar met kinderen;2.0;1.9;6.0;
1599;Weesp;Eenoudergezin;0.5;0.4;;19.0
1600;Schermer;Totaal particulier huishouden;1.9;1.8;7.0;7.0
1601;Schermer;Eenpersoonshuishouden;0.4;0.4;;
1602;Schermer;Paar zonder kinderen;0.6;0.6;;
1603;Schermer;Paar met kinderen;0.7;0.7;;
1604;Schermer;Eenoudergezin;0.1;0.1;;
1605;Wervershoof;Totaal particulier huishouden;3.2;3.1;6.0;6.0
1606;Wervershoof;Eenpersoonshuishouden;0.8;0.7;;
1607;Wervershoof;Paar zonder kinderen;0.9;0.9;;
1608;Wervershoof;Paar met kinderen;1.3;1.3;6.0;
1609;Wervershoof;Eenoudergezin;0.1;0.1;;
1610;Wieringen;Totaal particulier huishouden;3.5;3.4;7.0;6.0
1611;Wieringen;Eenpersoonshuishouden;1.0;1.0;10.0;11.0
1612;Wieringen;Paar zonder kinderen;1.2;1.2;;
1613;Wieringen;Paar met kinderen;1.1;1.1;;
1614;Wieringen;Eenoudergezin;0.2;0.1;;
1615;Wieringermeer;Totaal particulier huishouden;5.0;4.8;9.0;8.0
1616;Wieringermeer;Eenpersoonshuishouden;1.2;1.1;10.0;10.0
1617;Wieringermeer;Paar zonder kinderen;1.7;1.7;5.0;5.0
1618;Wieringermeer;Paar met kinderen;1.7;1.7;9.0;6.0
1619;Wieringermeer;Eenoudergezin;0.3;0.3;;
1620;Wognum;Totaal particulier huishouden;2.9;2.8;6.0;6.0
1621;Wognum;Eenpersoonshuishouden;0.6;0.6;15.0;14.0
1622;Wognum;Paar zonder kinderen;0.9;0.8;;
1623;Wognum;Paar met kinderen;1.2;1.2;;
1624;Wognum;Eenoudergezin;0.2;0.2;;
1625;Zandvoort;Totaal particulier huishouden;7.8;7.5;9.0;10.0
1626;Zandvoort;Eenpersoonshuishouden;3.2;3.0;12.0;13.0
1627;Zandvoort;Paar zonder kinderen;2.3;2.2;6.0;6.0
1628;Zandvoort;Paar met kinderen;1.6;1.5;8.0;6.0
1629;Zandvoort;Eenoudergezin;0.5;0.5;;
1630;Zijpe;Totaal particulier huishouden;4.5;4.3;10.0;10.0
1631;Zijpe;Eenpersoonshuishouden;1.1;1.0;16.0;16.0
1632;Zijpe;Paar zonder kinderen;1.5;1.5;5.0;6.0
1633;Zijpe;Paar met kinderen;1.5;1.5;9.0;8.0
1634;Zijpe;Eenoudergezin;0.2;0.2;;
1635;Zeevang;Totaal particulier huishouden;2.4;2.4;7.0;7.0
1636;Zeevang;Eenpersoonshuishouden;0.5;0.5;;
1637;Zeevang;Paar zonder kinderen;0.9;0.9;;
1638;Zeevang;Paar met kinderen;0.9;0.9;;
1639;Zeevang;Eenoudergezin;0.1;0.1;;
1640;Zaanstad;Totaal particulier huishouden;59.4;57.7;7.0;7.0
1641;Zaanstad;Eenpersoonshuishouden;18.4;17.7;11.0;11.0
1642;Zaanstad;Paar zonder kinderen;17.5;17.1;3.0;3.0
1643;Zaanstad;Paar met kinderen;17.4;17.0;5.0;4.0
1644;Zaanstad;Eenoudergezin;4.2;4.0;20.0;26.0
1645;Ter Aar;Totaal particulier huishouden;3.2;3.1;6.0;5.0
1646;Ter Aar;Eenpersoonshuishouden;0.6;0.6;;
1647;Ter Aar;Paar zonder kinderen;1.0;1.0;;
1648;Ter Aar;Paar met kinderen;1.4;1.3;6.0;
1649;Ter Aar;Eenoudergezin;0.1;0.1;;
1650;Alblasserdam;Totaal particulier huishouden;7.2;7.0;7.0;6.0
1651;Alblasserdam;Eenpersoonshuishouden;1.9;1.8;12.0;11.0
1652;Alblasserdam;Paar zonder kinderen;2.2;2.2;;
1653;Alblasserdam;Paar met kinderen;2.5;2.5;4.0;
1654;Alblasserdam;Eenoudergezin;0.4;0.3;22.0;27.0
1655;Alkemade;Totaal particulier huishouden;5.4;5.3;6.0;6.0
1656;Alkemade;Eenpersoonshuishouden;1.2;1.2;7.0;9.0
1657;Alkemade;Paar zonder kinderen;1.6;1.6;;
1658;Alkemade;Paar met kinderen;2.2;2.1;6.0;4.0
1659;Alkemade;Eenoudergezin;0.2;0.2;;
1660;Alphen aan den Rijn;Totaal particulier huishouden;28.2;27.3;6.0;6.0
1661;Alphen aan den Rijn;Eenpersoonshuishouden;8.1;7.7;9.0;9.0
1662;Alphen aan den Rijn;Paar zonder kinderen;8.5;8.3;2.0;2.0
1663;Alphen aan den Rijn;Paar met kinderen;9.3;9.1;5.0;3.0
1664;Alphen aan den Rijn;Eenoudergezin;1.5;1.5;18.0;21.0
1665;Barendrecht;Totaal particulier huishouden;14.3;13.9;5.0;4.0
1666;Barendrecht;Eenpersoonshuishouden;2.9;2.8;7.0;8.0
1667;Barendrecht;Paar zonder kinderen;4.7;4.6;;
1668;Barendrecht;Paar met kinderen;5.7;5.6;5.0;3.0
1669;Barendrecht;Eenoudergezin;0.6;0.6;16.0;16.0
1670;Bergambacht;Totaal particulier huishouden;3.5;3.4;5.0;4.0
1671;Bergambacht;Eenpersoonshuishouden;0.8;0.8;;
1672;Bergambacht;Paar zonder kinderen;1.2;1.2;;
1673;Bergambacht;Paar met kinderen;1.3;1.3;6.0;
1674;Bergambacht;Eenoudergezin;0.1;0.1;;
1675;Bergschenhoek;Totaal particulier huishouden;5.6;5.5;5.0;5.0
1676;Bergschenhoek;Eenpersoonshuishouden;0.9;0.9;8.0;10.0
1677;Bergschenhoek;Paar zonder kinderen;1.7;1.6;;
1678;Bergschenhoek;Paar met kinderen;2.6;2.6;4.0;3.0
1679;Bergschenhoek;Eenoudergezin;0.3;0.3;;
1680;Berkel en Rodenrijs;Totaal particulier huishouden;6.6;6.4;6.0;5.0
1681;Berkel en Rodenrijs;Eenpersoonshuishouden;1.4;1.4;9.0;9.0
1682;Berkel en Rodenrijs;Paar zonder kinderen;2.2;2.1;;
1683;Berkel en Rodenrijs;Paar met kinderen;2.5;2.5;6.0;4.0
1684;Berkel en Rodenrijs;Eenoudergezin;0.3;0.3;;
1685;Bleiswijk;Totaal particulier huishouden;3.8;3.7;6.0;5.0
1686;Bleiswijk;Eenpersoonshuishouden;0.7;0.7;;
1687;Bleiswijk;Paar zonder kinderen;1.2;1.2;;
1688;Bleiswijk;Paar met kinderen;1.6;1.6;5.0;
1689;Bleiswijk;Eenoudergezin;0.2;0.2;;
1690;Bodegraven;Totaal particulier huishouden;7.3;7.2;5.0;4.0
1691;Bodegraven;Eenpersoonshuishouden;1.7;1.7;10.0;9.0
1692;Bodegraven;Paar zonder kinderen;2.2;2.2;;
1693;Bodegraven;Paar met kinderen;2.8;2.8;5.0;
1694;Bodegraven;Eenoudergezin;0.3;0.3;;
1695;Drechterland;Totaal particulier huishouden;3.9;3.8;5.0;5.0
1696;Drechterland;Eenpersoonshuishouden;0.8;0.8;12.0;13.0
1697;Drechterland;Paar zonder kinderen;1.2;1.2;;
1698;Drechterland;Paar met kinderen;1.5;1.5;;
1699;Drechterland;Eenoudergezin;0.2;0.1;;
1700;Boskoop;Totaal particulier huishouden;6.0;5.8;7.0;6.0
1701;Boskoop;Eenpersoonshuishouden;1.5;1.5;12.0;10.0
1702;Boskoop;Paar zonder kinderen;2.0;1.9;;
1703;Boskoop;Paar met kinderen;2.1;2.1;6.0;4.0
1704;Boskoop;Eenoudergezin;0.2;0.2;;
1705;Brielle;Totaal particulier huishouden;6.6;6.5;6.0;6.0
1706;Brielle;Eenpersoonshuishouden;1.7;1.7;10.0;11.0
1707;Brielle;Paar zonder kinderen;2.3;2.3;;
1708;Brielle;Paar met kinderen;2.1;2.1;6.0;5.0
1709;Brielle;Eenoudergezin;0.3;0.3;;
1710;Capelle aan den IJssel;Totaal particulier huishouden;28.1;27.1;8.0;8.0
1711;Capelle aan den IJssel;Eenpersoonshuishouden;9.1;8.8;12.0;12.0
1712;Capelle aan den IJssel;Paar zonder kinderen;8.2;8.1;3.0;3.0
1713;Capelle aan den IJssel;Paar met kinderen;7.8;7.6;6.0;3.0
1714;Capelle aan den IJssel;Eenoudergezin;2.2;2.0;17.0;20.0
1715;Delft;Totaal particulier huishouden;40.2;38.0;10.0;10.0
1716;Delft;Eenpersoonshuishouden;16.1;14.9;14.0;14.0
1717;Delft;Paar zonder kinderen;11.0;10.6;3.0;3.0
1718;Delft;Paar met kinderen;9.0;8.7;7.0;5.0
1719;Delft;Eenoudergezin;2.9;2.7;21.0;27.0
1720;Dirksland;Totaal particulier huishouden;3.2;3.0;5.0;4.0
1721;Dirksland;Eenpersoonshuishouden;0.8;0.8;;
1722;Dirksland;Paar zonder kinderen;1.0;1.0;;
1723;Dirksland;Paar met kinderen;1.1;1.1;;
1724;Dirksland;Eenoudergezin;0.1;0.1;;
1725;Dordrecht;Totaal particulier huishouden;51.7;49.3;11.0;10.0
1726;Dordrecht;Eenpersoonshuishouden;17.9;16.8;16.0;15.0
1727;Dordrecht;Paar zonder kinderen;14.3;14.0;4.0;5.0
1728;Dordrecht;Paar met kinderen;14.0;13.5;8.0;5.0
1729;Dordrecht;Eenoudergezin;3.7;3.4;24.0;29.0
1730;Goedereede;Totaal particulier huishouden;4.4;4.2;5.0;5.0
1731;Goedereede;Eenpersoonshuishouden;0.9;0.9;;
1732;Goedereede;Paar zonder kinderen;1.5;1.4;;
1733;Goedereede;Paar met kinderen;1.7;1.6;6.0;5.0
1734;Goedereede;Eenoudergezin;0.2;0.2;;
1735;Gorinchem;Totaal particulier huishouden;14.8;14.3;8.0;7.0
1736;Gorinchem;Eenpersoonshuishouden;5.1;4.9;12.0;12.0
1737;Gorinchem;Paar zonder kinderen;4.2;4.1;3.0;3.0
1738;Gorinchem;Paar met kinderen;4.2;4.1;6.0;4.0
1739;Gorinchem;Eenoudergezin;0.8;0.8;15.0;20.0
1740;Gouda;Totaal particulier huishouden;29.7;28.8;8.0;8.0
1741;Gouda;Eenpersoonshuishouden;9.7;9.3;12.0;12.0
1742;Gouda;Paar zonder kinderen;8.5;8.3;3.0;3.0
1743;Gouda;Paar met kinderen;8.9;8.7;6.0;4.0
1744;Gouda;Eenoudergezin;1.7;1.6;21.0;25.0
1745;'s-Gravendeel;Totaal particulier huishouden;3.6;3.5;5.0;5.0
1746;'s-Gravendeel;Eenpersoonshuishouden;0.9;0.9;;
1747;'s-Gravendeel;Paar zonder kinderen;1.2;1.2;;
1748;'s-Gravendeel;Paar met kinderen;1.3;1.3;;
1749;'s-Gravendeel;Eenoudergezin;0.2;0.2;;
1750;'s-Gravenhage (gemeente);Totaal particulier huishouden;216.1;202.0;14.0;13.0
1751;'s-Gravenhage (gemeente);Eenpersoonshuishouden;96.5;89.1;17.0;16.0
1752;'s-Gravenhage (gemeente);Paar zonder kinderen;48.8;46.7;5.0;6.0
1753;'s-Gravenhage (gemeente);Paar met kinderen;42.5;40.4;12.0;8.0
1754;'s-Gravenhage (gemeente);Eenoudergezin;18.1;16.8;26.0;32.0
1755;Hardinxveld-Giessendam;Totaal particulier huishouden;6.4;6.3;4.0;3.0
1756;Hardinxveld-Giessendam;Eenpersoonshuishouden;1.4;1.4;7.0;6.0
1757;Hardinxveld-Giessendam;Paar zonder kinderen;2.0;2.0;;
1758;Hardinxveld-Giessendam;Paar met kinderen;2.6;2.6;4.0;
1759;Hardinxveld-Giessendam;Eenoudergezin;0.2;0.2;;
1760;Noorder-Koggenland;Totaal particulier huishouden;4.0;3.9;6.0;6.0
1761;Noorder-Koggenland;Eenpersoonshuishouden;0.9;0.9;11.0;12.0
1762;Noorder-Koggenland;Paar zonder kinderen;1.4;1.4;;
1763;Noorder-Koggenland;Paar met kinderen;1.5;1.4;6.0;
1764;Noorder-Koggenland;Eenoudergezin;0.2;0.2;;
1765;Hellevoetsluis;Totaal particulier huishouden;16.3;15.7;7.0;7.0
1766;Hellevoetsluis;Eenpersoonshuishouden;4.2;4.0;12.0;13.0
1767;Hellevoetsluis;Paar zonder kinderen;5.2;5.1;3.0;3.0
1768;Hellevoetsluis;Paar met kinderen;5.4;5.3;6.0;4.0
1769;Hellevoetsluis;Eenoudergezin;1.1;1.0;16.0;22.0
1770;Hendrik-Ido-Ambacht;Totaal particulier huishouden;8.8;8.5;5.0;5.0
1771;Hendrik-Ido-Ambacht;Eenpersoonshuishouden;2.0;1.9;6.0;7.0
1772;Hendrik-Ido-Ambacht;Paar zonder kinderen;2.9;2.9;;3.0
1773;Hendrik-Ido-Ambacht;Paar met kinderen;3.3;3.3;5.0;3.0
1774;Hendrik-Ido-Ambacht;Eenoudergezin;0.4;0.3;;26.0
1775;Stede Broec;Totaal particulier huishouden;8.2;8.0;7.0;5.0
1776;Stede Broec;Eenpersoonshuishouden;1.8;1.7;10.0;9.0
1777;Stede Broec;Paar zonder kinderen;2.7;2.7;;
1778;Stede Broec;Paar met kinderen;3.1;3.0;6.0;3.0
1779;Stede Broec;Eenoudergezin;0.4;0.4;24.0;22.0
1780;Hillegom;Totaal particulier huishouden;8.2;8.0;6.0;6.0
1781;Hillegom;Eenpersoonshuishouden;2.3;2.2;10.0;11.0
1782;Hillegom;Paar zonder kinderen;2.6;2.5;;
1783;Hillegom;Paar met kinderen;2.7;2.7;6.0;4.0
1784;Hillegom;Eenoudergezin;0.4;0.4;19.0;21.0
1785;Katwijk;Totaal particulier huishouden;15.7;15.2;5.0;4.0
1786;Katwijk;Eenpersoonshuishouden;4.3;4.1;6.0;6.0
1787;Katwijk;Paar zonder kinderen;4.3;4.2;3.0;3.0
1788;Katwijk;Paar met kinderen;6.0;5.9;4.0;3.0
1789;Katwijk;Eenoudergezin;0.8;0.7;11.0;14.0
1790;Krimpen aan den IJssel;Totaal particulier huishouden;11.3;11.1;5.0;5.0
1791;Krimpen aan den IJssel;Eenpersoonshuishouden;2.7;2.7;9.0;9.0
1792;Krimpen aan den IJssel;Paar zonder kinderen;3.7;3.7;;3.0
1793;Krimpen aan den IJssel;Paar met kinderen;4.0;3.9;4.0;3.0
1794;Krimpen aan den IJssel;Eenoudergezin;0.6;0.6;18.0;22.0
1795;Leerdam;Totaal particulier huishouden;8.0;7.8;7.0;6.0
1796;Leerdam;Eenpersoonshuishouden;2.1;2.0;13.0;11.0
1797;Leerdam;Paar zonder kinderen;2.3;2.3;;
1798;Leerdam;Paar met kinderen;2.8;2.8;5.0;4.0
1799;Leerdam;Eenoudergezin;0.5;0.4;;20.0
1800;Leiden;Totaal particulier huishouden;51.0;48.2;10.0;9.0
1801;Leiden;Eenpersoonshuishouden;21.3;19.7;13.0;13.0
1802;Leiden;Paar zonder kinderen;13.3;12.7;3.0;4.0
1803;Leiden;Paar met kinderen;11.9;11.5;7.0;5.0
1804;Leiden;Eenoudergezin;3.1;3.0;23.0;28.0
1805;Leiderdorp;Totaal particulier huishouden;10.8;10.6;5.0;5.0
1806;Leiderdorp;Eenpersoonshuishouden;3.3;3.1;9.0;8.0
1807;Leiderdorp;Paar zonder kinderen;3.3;3.3;;2.0
1808;Leiderdorp;Paar met kinderen;3.5;3.5;4.0;3.0
1809;Leiderdorp;Eenoudergezin;0.6;0.5;13.0;16.0
1810;Lisse;Totaal particulier huishouden;8.8;8.5;5.0;5.0
1811;Lisse;Eenpersoonshuishouden;2.4;2.3;8.0;8.0
1812;Lisse;Paar zonder kinderen;2.8;2.7;;3.0
1813;Lisse;Paar met kinderen;3.0;2.9;5.0;3.0
1814;Lisse;Eenoudergezin;0.4;0.4;;
1815;Maassluis;Totaal particulier huishouden;13.6;13.2;7.0;6.0
1816;Maassluis;Eenpersoonshuishouden;3.9;3.8;9.0;8.0
1817;Maassluis;Paar zonder kinderen;4.3;4.2;3.0;2.0
1818;Maassluis;Paar met kinderen;4.1;4.0;6.0;4.0
1819;Maassluis;Eenoudergezin;0.8;0.8;28.0;30.0
1820;Wester-Koggenland;Totaal particulier huishouden;5.2;5.1;6.0;5.0
1821;Wester-Koggenland;Eenpersoonshuishouden;1.2;1.2;7.0;6.0
1822;Wester-Koggenland;Paar zonder kinderen;1.7;1.6;5.0;5.0
1823;Wester-Koggenland;Paar met kinderen;2.0;2.0;6.0;4.0
1824;Wester-Koggenland;Eenoudergezin;0.2;0.2;;
1825;Middelharnis;Totaal particulier huishouden;6.8;6.6;4.0;4.0
1826;Middelharnis;Eenpersoonshuishouden;1.8;1.7;6.0;6.0
1827;Middelharnis;Paar zonder kinderen;2.3;2.3;;
1828;Middelharnis;Paar met kinderen;2.3;2.3;4.0;
1829;Middelharnis;Eenoudergezin;0.3;0.3;;
1830;Moordrecht;Totaal particulier huishouden;3.0;2.9;5.0;6.0
1831;Moordrecht;Eenpersoonshuishouden;0.6;0.6;;13.0
1832;Moordrecht;Paar zonder kinderen;0.9;0.9;;
1833;Moordrecht;Paar met kinderen;1.2;1.2;;
1834;Moordrecht;Eenoudergezin;0.2;0.1;;
1835;Nieuwerkerk aan den IJssel;Totaal particulier huishouden;8.4;8.2;6.0;5.0
1836;Nieuwerkerk aan den IJssel;Eenpersoonshuishouden;1.8;1.8;9.0;8.0
1837;Nieuwerkerk aan den IJssel;Paar zonder kinderen;2.5;2.5;;3.0
1838;Nieuwerkerk aan den IJssel;Paar met kinderen;3.4;3.3;5.0;4.0
1839;Nieuwerkerk aan den IJssel;Eenoudergezin;0.5;0.5;16.0;19.0
1840;Bernisse;Totaal particulier huishouden;5.0;4.9;4.0;4.0
1841;Bernisse;Eenpersoonshuishouden;1.0;1.0;9.0;9.0
1842;Bernisse;Paar zonder kinderen;1.8;1.8;;
1843;Bernisse;Paar met kinderen;1.8;1.8;;
1844;Bernisse;Eenoudergezin;0.2;0.2;;
1845;Nieuwkoop;Totaal particulier huishouden;4.1;4.0;6.0;5.0
1846;Nieuwkoop;Eenpersoonshuishouden;0.9;0.9;8.0;8.0
1847;Nieuwkoop;Paar zonder kinderen;1.3;1.2;;
1848;Nieuwkoop;Paar met kinderen;1.6;1.6;;
1849;Nieuwkoop;Eenoudergezin;0.2;0.2;;
1850;Nieuw-Lekkerland;Totaal particulier huishouden;3.2;3.2;4.0;3.0
1851;Nieuw-Lekkerland;Eenpersoonshuishouden;0.6;0.6;;
1852;Nieuw-Lekkerland;Paar zonder kinderen;0.9;0.9;;
1853;Nieuw-Lekkerland;Paar met kinderen;1.5;1.4;;
1854;Nieuw-Lekkerland;Eenoudergezin;0.1;0.1;;
1855;Noordwijk;Totaal particulier huishouden;9.6;9.2;6.0;6.0
1856;Noordwijk;Eenpersoonshuishouden;2.9;2.7;9.0;9.0
1857;Noordwijk;Paar zonder kinderen;2.7;2.7;3.0;3.0
1858;Noordwijk;Paar met kinderen;3.0;3.0;6.0;4.0
1859;Noordwijk;Eenoudergezin;0.6;0.6;14.0;14.0
1860;Noordwijkerhout;Totaal particulier huishouden;5.4;5.3;7.0;6.0
1861;Noordwijkerhout;Eenpersoonshuishouden;1.3;1.2;10.0;9.0
1862;Noordwijkerhout;Paar zonder kinderen;1.6;1.6;4.0;5.0
1863;Noordwijkerhout;Paar met kinderen;2.0;1.9;6.0;4.0
1864;Noordwijkerhout;Eenoudergezin;0.4;0.3;;
1865;Oegstgeest;Totaal particulier huishouden;8.4;8.1;5.0;5.0
1866;Oegstgeest;Eenpersoonshuishouden;2.5;2.4;8.0;8.0
1867;Oegstgeest;Paar zonder kinderen;2.5;2.4;;
1868;Oegstgeest;Paar met kinderen;2.7;2.6;4.0;3.0
1869;Oegstgeest;Eenoudergezin;0.5;0.5;;
1870;Oostflakkee;Totaal particulier huishouden;4.0;3.9;6.0;6.0
1871;Oostflakkee;Eenpersoonshuishouden;1.0;0.9;10.0;11.0
1872;Oostflakkee;Paar zonder kinderen;1.4;1.4;;
1873;Oostflakkee;Paar met kinderen;1.4;1.3;7.0;
1874;Oostflakkee;Eenoudergezin;0.2;0.2;;
1875;Oud-Beijerland;Totaal particulier huishouden;8.9;8.7;4.0;4.0
1876;Oud-Beijerland;Eenpersoonshuishouden;2.0;2.0;7.0;8.0
1877;Oud-Beijerland;Paar zonder kinderen;2.8;2.7;;
1878;Oud-Beijerland;Paar met kinderen;3.4;3.3;4.0;2.0
1879;Oud-Beijerland;Eenoudergezin;0.5;0.5;;
1880;Binnenmaas;Totaal particulier huishouden;7.7;7.5;5.0;5.0
1881;Binnenmaas;Eenpersoonshuishouden;1.6;1.6;6.0;6.0
1882;Binnenmaas;Paar zonder kinderen;2.8;2.7;3.0;3.0
1883;Binnenmaas;Paar met kinderen;2.7;2.7;4.0;3.0
1884;Binnenmaas;Eenoudergezin;0.3;0.3;;
1885;Korendijk;Totaal particulier huishouden;4.2;4.1;5.0;5.0
1886;Korendijk;Eenpersoonshuishouden;0.9;0.9;8.0;8.0
1887;Korendijk;Paar zonder kinderen;1.5;1.4;;
1888;Korendijk;Paar met kinderen;1.5;1.5;;
1889;Korendijk;Eenoudergezin;0.2;0.2;;
1890;Oudewater;Totaal particulier huishouden;3.8;3.7;6.0;6.0
1891;Oudewater;Eenpersoonshuishouden;1.0;1.0;11.0;11.0
1892;Oudewater;Paar zonder kinderen;1.1;1.1;;
1893;Oudewater;Paar met kinderen;1.4;1.4;6.0;
1894;Oudewater;Eenoudergezin;0.2;0.2;;
1895;Papendrecht;Totaal particulier huishouden;12.6;12.3;6.0;5.0
1896;Papendrecht;Eenpersoonshuishouden;3.3;3.2;10.0;10.0
1897;Papendrecht;Paar zonder kinderen;4.2;4.1;2.0;2.0
1898;Papendrecht;Paar met kinderen;4.2;4.1;4.0;2.0
1899;Papendrecht;Eenoudergezin;0.6;0.6;18.0;16.0
1900;Reeuwijk;Totaal particulier huishouden;4.8;4.7;6.0;5.0
1901;Reeuwijk;Eenpersoonshuishouden;1.0;1.0;8.0;8.0
1902;Reeuwijk;Paar zonder kinderen;1.6;1.6;;
1903;Reeuwijk;Paar met kinderen;1.8;1.8;6.0;
1904;Reeuwijk;Eenoudergezin;0.2;0.2;;
1905;Ridderkerk;Totaal particulier huishouden;19.2;18.8;5.0;5.0
1906;Ridderkerk;Eenpersoonshuishouden;5.4;5.3;8.0;9.0
1907;Ridderkerk;Paar zonder kinderen;6.6;6.5;3.0;3.0
1908;Ridderkerk;Paar met kinderen;5.7;5.6;4.0;2.0
1909;Ridderkerk;Eenoudergezin;1.1;1.0;16.0;19.0
1910;Rotterdam;Totaal particulier huishouden;277.2;260.4;15.0;15.0
1911;Rotterdam;Eenpersoonshuishouden;121.3;112.6;19.0;19.0
1912;Rotterdam;Paar zonder kinderen;64.3;61.7;6.0;6.0
1913;Rotterdam;Paar met kinderen;51.7;49.2;13.0;10.0
1914;Rotterdam;Eenoudergezin;27.3;25.5;26.0;33.0
1915;Rozenburg;Totaal particulier huishouden;5.6;5.4;5.0;5.0
