ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantHuishBehorendeTotDoelpopulatie_2;AantHuishMetEenLaagInkomen_3;AantHuishOnderOfRondSocMin_4
335;Haarlem (GA);Totaal particulier huishouden;84.8;81.6;8.0;8.0
336;Haarlem (GA);Eenpersoonshuishouden;33.2;31.6;12.0;12.0
337;Haarlem (GA);Paar zonder kinderen;23.4;22.9;3.0;3.0
338;Haarlem (GA);Paar met kinderen;20.6;20.1;6.0;4.0
339;Haarlem (GA);Eenoudergezin;5.1;4.8;18.0;22.0
340;Leiden (GA);Totaal particulier huishouden;103.8;99.5;7.0;7.0
341;Leiden (GA);Eenpersoonshuishouden;36.1;33.9;11.0;11.0
342;Leiden (GA);Paar zonder kinderen;28.8;27.9;3.0;3.0
343;Leiden (GA);Paar met kinderen;30.5;29.7;5.0;4.0
344;Leiden (GA);Eenoudergezin;5.8;5.5;18.0;22.0
345;'s-Gravenhage (GA);Totaal particulier huishouden;283.1;266.7;12.0;12.0
346;'s-Gravenhage (GA);Eenpersoonshuishouden;121.8;113.5;15.0;15.0
347;'s-Gravenhage (GA);Paar zonder kinderen;69.2;66.6;5.0;5.0
348;'s-Gravenhage (GA);Paar met kinderen;57.8;55.0;11.0;7.0
349;'s-Gravenhage (GA);Eenoudergezin;22.3;20.7;25.0;30.0
350;Rotterdam (GA);Totaal particulier huishouden;448.2;425.3;12.0;12.0
351;Rotterdam (GA);Eenpersoonshuishouden;174.4;163.4;17.0;17.0
352;Rotterdam (GA);Paar zonder kinderen;115.8;112.2;4.0;5.0
353;Rotterdam (GA);Paar met kinderen;101.6;97.5;10.0;7.0
354;Rotterdam (GA);Eenoudergezin;38.8;36.1;25.0;31.0
355;Dordrecht (GA);Totaal particulier huishouden;102.8;99.2;8.0;8.0
356;Dordrecht (GA);Eenpersoonshuishouden;31.9;30.4;13.0;13.0
357;Dordrecht (GA);Paar zonder kinderen;30.6;30.0;3.0;3.0
358;Dordrecht (GA);Paar met kinderen;30.9;30.1;6.0;4.0
359;Dordrecht (GA);Eenoudergezin;6.3;5.8;21.0;24.0
360;Breda (GA);Totaal particulier huishouden;70.6;67.8;9.0;9.0
361;Breda (GA);Eenpersoonshuishouden;23.7;22.6;13.0;13.0
362;Breda (GA);Paar zonder kinderen;21.6;21.1;3.0;4.0
363;Breda (GA);Paar met kinderen;18.8;18.2;8.0;5.0
364;Breda (GA);Eenoudergezin;4.2;4.0;21.0;25.0
365;Tilburg (GA);Totaal particulier huishouden;90.5;87.0;9.0;9.0
366;Tilburg (GA);Eenpersoonshuishouden;29.0;27.6;14.0;13.0
367;Tilburg (GA);Paar zonder kinderen;27.2;26.4;4.0;4.0
368;Tilburg (GA);Paar met kinderen;25.5;24.7;7.0;5.0
369;Tilburg (GA);Eenoudergezin;5.9;5.6;24.0;29.0
370;'s-Hertogenbosch (GA);Totaal particulier huishouden;67.5;65.1;9.0;9.0
371;'s-Hertogenbosch (GA);Eenpersoonshuishouden;22.8;21.7;14.0;13.0
372;'s-Hertogenbosch (GA);Paar zonder kinderen;19.7;19.2;4.0;4.0
373;'s-Hertogenbosch (GA);Paar met kinderen;19.0;18.5;7.0;5.0
374;'s-Hertogenbosch (GA);Eenoudergezin;3.9;3.7;21.0;25.0
375;Eindhoven (GA);Totaal particulier huishouden;137.8;131.5;9.0;8.0
376;Eindhoven (GA);Eenpersoonshuishouden;47.0;44.1;14.0;13.0
377;Eindhoven (GA);Paar zonder kinderen;42.9;41.7;4.0;4.0
378;Eindhoven (GA);Paar met kinderen;36.0;34.8;7.0;5.0
379;Eindhoven (GA);Eenoudergezin;7.7;7.0;21.0;25.0
380;Geleen/Sittard (GA);Totaal particulier huishouden;59.9;57.6;8.0;8.0
381;Geleen/Sittard (GA);Eenpersoonshuishouden;17.2;16.4;13.0;13.0
382;Geleen/Sittard (GA);Paar zonder kinderen;19.6;18.9;4.0;4.0
383;Geleen/Sittard (GA);Paar met kinderen;17.7;17.1;6.0;4.0
384;Geleen/Sittard (GA);Eenoudergezin;3.6;3.4;22.0;27.0
385;Heerlen (GA);Totaal particulier huishouden;94.9;88.6;11.0;11.0
386;Heerlen (GA);Eenpersoonshuishouden;32.0;30.0;17.0;16.0
387;Heerlen (GA);Paar zonder kinderen;29.7;28.0;5.0;6.0
388;Heerlen (GA);Paar met kinderen;24.1;22.2;8.0;6.0
389;Heerlen (GA);Eenoudergezin;6.3;5.8;25.0;33.0
390;Maastricht (GA);Totaal particulier huishouden;52.1;49.3;12.0;12.0
391;Maastricht (GA);Eenpersoonshuishouden;19.1;17.8;18.0;17.0
392;Maastricht (GA);Paar zonder kinderen;15.5;14.9;5.0;5.0
393;Maastricht (GA);Paar met kinderen;12.3;11.7;8.0;6.0
394;Maastricht (GA);Eenoudergezin;3.5;3.3;24.0;29.0
395;Groningen (SG);Totaal particulier huishouden;142.9;137.1;10.0;10.0
396;Groningen (SG);Eenpersoonshuishouden;52.0;49.4;16.0;15.0
397;Groningen (SG);Paar zonder kinderen;43.2;41.8;3.0;4.0
398;Groningen (SG);Paar met kinderen;35.8;34.7;7.0;5.0
399;Groningen (SG);Eenoudergezin;8.8;8.4;23.0;28.0
400;Leeuwarden (SG);Totaal particulier huishouden;66.9;63.9;10.0;9.0
401;Leeuwarden (SG);Eenpersoonshuishouden;22.8;21.5;15.0;15.0
402;Leeuwarden (SG);Paar zonder kinderen;20.4;19.6;3.0;3.0
403;Leeuwarden (SG);Paar met kinderen;18.3;17.7;8.0;6.0
404;Leeuwarden (SG);Eenoudergezin;3.9;3.7;22.0;27.0
405;Zwolle (SG);Totaal particulier huishouden;68.1;66.1;7.0;7.0
406;Zwolle (SG);Eenpersoonshuishouden;21.2;20.5;12.0;11.0
407;Zwolle (SG);Paar zonder kinderen;20.6;20.1;3.0;3.0
408;Zwolle (SG);Paar met kinderen;21.1;20.6;5.0;3.0
409;Zwolle (SG);Eenoudergezin;3.4;3.2;22.0;24.0
410;Enschede (SG);Totaal particulier huishouden;126.4;121.0;10.0;9.0
411;Enschede (SG);Eenpersoonshuishouden;39.5;37.4;14.0;14.0
412;Enschede (SG);Paar zonder kinderen;39.1;37.9;4.0;5.0
413;Enschede (SG);Paar met kinderen;36.5;35.2;8.0;5.0
414;Enschede (SG);Eenoudergezin;6.9;6.5;23.0;27.0
415;Apeldoorn (SG);Totaal particulier huishouden;86.5;84.0;7.0;7.0
416;Apeldoorn (SG);Eenpersoonshuishouden;25.4;24.5;11.0;10.0
417;Apeldoorn (SG);Paar zonder kinderen;27.3;26.8;3.0;4.0
418;Apeldoorn (SG);Paar met kinderen;26.3;25.6;6.0;4.0
419;Apeldoorn (SG);Eenoudergezin;4.5;4.2;20.0;24.0
420;Arnhem (SG);Totaal particulier huishouden;146.8;141.4;9.0;8.0
421;Arnhem (SG);Eenpersoonshuishouden;47.1;44.9;14.0;13.0
422;Arnhem (SG);Paar zonder kinderen;44.3;43.2;4.0;4.0
423;Arnhem (SG);Paar met kinderen;42.2;40.9;7.0;5.0
424;Arnhem (SG);Eenoudergezin;8.9;8.4;19.0;24.0
425;Nijmegen (SG);Totaal particulier huishouden;114.6;109.5;10.0;9.0
426;Nijmegen (SG);Eenpersoonshuishouden;39.9;37.4;15.0;15.0
427;Nijmegen (SG);Paar zonder kinderen;32.5;31.6;4.0;4.0
428;Nijmegen (SG);Paar met kinderen;31.8;30.8;7.0;5.0
429;Nijmegen (SG);Eenoudergezin;7.2;6.7;20.0;24.0
430;Amersfoort (SG);Totaal particulier huishouden;106.4;102.9;7.0;6.0
431;Amersfoort (SG);Eenpersoonshuishouden;31.8;30.5;10.0;10.0
432;Amersfoort (SG);Paar zonder kinderen;30.6;29.9;3.0;3.0
433;Amersfoort (SG);Paar met kinderen;35.2;34.3;6.0;4.0
434;Amersfoort (SG);Eenoudergezin;5.9;5.5;19.0;22.0
435;Utrecht (SG);Totaal particulier huishouden;236.5;226.1;8.0;8.0
436;Utrecht (SG);Eenpersoonshuishouden;85.9;80.7;12.0;12.0
437;Utrecht (SG);Paar zonder kinderen;65.3;63.5;3.0;3.0
438;Utrecht (SG);Paar met kinderen;63.2;61.2;7.0;5.0
439;Utrecht (SG);Eenoudergezin;14.1;13.2;20.0;23.0
440;Amsterdam (SG);Totaal particulier huishouden;650.7;615.6;12.0;12.0
441;Amsterdam (SG);Eenpersoonshuishouden;268.6;250.1;17.0;17.0
442;Amsterdam (SG);Paar zonder kinderen;153.6;148.2;4.0;5.0
443;Amsterdam (SG);Paar met kinderen;148.2;142.7;9.0;6.0
444;Amsterdam (SG);Eenoudergezin;55.3;51.6;23.0;27.0
445;Haarlem (SG);Totaal particulier huishouden;175.1;169.7;7.0;7.0
446;Haarlem (SG);Eenpersoonshuishouden;61.3;58.8;11.0;11.0
447;Haarlem (SG);Paar zonder kinderen;50.9;49.9;3.0;3.0
448;Haarlem (SG);Paar met kinderen;47.8;46.8;6.0;4.0
449;Haarlem (SG);Eenoudergezin;10.3;9.8;18.0;22.0
450;Leiden (SG);Totaal particulier huishouden;133.1;127.9;7.0;7.0
451;Leiden (SG);Eenpersoonshuishouden;43.6;41.1;10.0;10.0
452;Leiden (SG);Paar zonder kinderen;37.5;36.5;3.0;3.0
453;Leiden (SG);Paar met kinderen;41.2;40.1;5.0;4.0
454;Leiden (SG);Eenoudergezin;7.3;6.9;17.0;20.0
455;'s-Gravenhage (SG);Totaal particulier huishouden;426.2;404.8;10.0;10.0
456;'s-Gravenhage (SG);Eenpersoonshuishouden;163.2;152.9;14.0;14.0
457;'s-Gravenhage (SG);Paar zonder kinderen;111.1;107.5;4.0;4.0
458;'s-Gravenhage (SG);Paar met kinderen;104.3;100.5;9.0;6.0
459;'s-Gravenhage (SG);Eenoudergezin;31.6;29.5;23.0;28.0
460;Rotterdam (SG);Totaal particulier huishouden;523.1;498.3;11.0;11.0
461;Rotterdam (SG);Eenpersoonshuishouden;193.1;181.5;16.0;16.0
462;Rotterdam (SG);Paar zonder kinderen;140.8;136.8;4.0;4.0
463;Rotterdam (SG);Paar met kinderen;126.9;122.2;9.0;6.0
464;Rotterdam (SG);Eenoudergezin;42.8;39.9;24.0;30.0
465;Dordrecht (SG);Totaal particulier huishouden;118.8;114.8;8.0;7.0
466;Dordrecht (SG);Eenpersoonshuishouden;35.8;34.1;13.0;12.0
467;Dordrecht (SG);Paar zonder kinderen;35.8;35.1;3.0;3.0
468;Dordrecht (SG);Paar met kinderen;36.8;35.8;6.0;4.0
469;Dordrecht (SG);Eenoudergezin;7.0;6.5;21.0;25.0
470;Breda (SG);Totaal particulier huishouden;126.3;122.0;8.0;7.0
471;Breda (SG);Eenpersoonshuishouden;37.5;35.8;12.0;12.0
472;Breda (SG);Paar zonder kinderen;40.2;39.3;3.0;3.0
473;Breda (SG);Paar met kinderen;37.9;36.8;6.0;4.0
474;Breda (SG);Eenoudergezin;6.9;6.5;20.0;24.0
475;Tilburg (SG);Totaal particulier huishouden;116.0;111.9;9.0;8.0
476;Tilburg (SG);Eenpersoonshuishouden;35.1;33.4;13.0;13.0
477;Tilburg (SG);Paar zonder kinderen;35.5;34.6;4.0;4.0
478;Tilburg (SG);Paar met kinderen;34.8;33.9;7.0;5.0
479;Tilburg (SG);Eenoudergezin;7.1;6.6;23.0;28.0
480;'s-Hertogenbosch (SG);Totaal particulier huishouden;78.0;75.3;9.0;8.0
481;'s-Hertogenbosch (SG);Eenpersoonshuishouden;25.0;23.8;13.0;13.0
482;'s-Hertogenbosch (SG);Paar zonder kinderen;23.2;22.7;4.0;4.0
483;'s-Hertogenbosch (SG);Paar met kinderen;22.9;22.3;6.0;5.0
484;'s-Hertogenbosch (SG);Eenoudergezin;4.4;4.1;21.0;25.0
485;Eindhoven (SG);Totaal particulier huishouden;171.0;163.9;8.0;8.0
486;Eindhoven (SG);Eenpersoonshuishouden;54.9;51.7;13.0;13.0
487;Eindhoven (SG);Paar zonder kinderen;54.3;52.9;3.0;4.0
488;Eindhoven (SG);Paar met kinderen;47.5;46.0;6.0;4.0
489;Eindhoven (SG);Eenoudergezin;9.4;8.6;20.0;24.0
490;Geleen/Sittard (SG);Totaal particulier huishouden;65.4;62.8;8.0;8.0
491;Geleen/Sittard (SG);Eenpersoonshuishouden;18.4;17.5;13.0;13.0
492;Geleen/Sittard (SG);Paar zonder kinderen;21.6;20.9;4.0;4.0
493;Geleen/Sittard (SG);Paar met kinderen;19.5;18.9;6.0;4.0
494;Geleen/Sittard (SG);Eenoudergezin;3.9;3.6;21.0;27.0
495;Heerlen (SG);Totaal particulier huishouden;114.7;107.4;11.0;10.0
496;Heerlen (SG);Eenpersoonshuishouden;36.6;34.4;16.0;15.0
497;Heerlen (SG);Paar zonder kinderen;36.8;34.7;5.0;5.0
498;Heerlen (SG);Paar met kinderen;30.6;28.3;8.0;5.0
499;Heerlen (SG);Eenoudergezin;7.3;6.7;24.0;31.0
500;Maastricht (SG);Totaal particulier huishouden;77.3;73.6;10.0;10.0
501;Maastricht (SG);Eenpersoonshuishouden;25.2;23.6;16.0;16.0
502;Maastricht (SG);Paar zonder kinderen;24.2;23.3;4.0;5.0
503;Maastricht (SG);Paar met kinderen;20.8;19.9;7.0;5.0
504;Maastricht (SG);Eenoudergezin;4.7;4.4;21.0;27.0
505;Appingedam;Totaal particulier huishouden;5.5;5.3;9.0;7.0
506;Appingedam;Eenpersoonshuishouden;1.7;1.6;9.0;10.0
507;Appingedam;Paar zonder kinderen;1.9;1.8;5.0;5.0
508;Appingedam;Paar met kinderen;1.5;1.4;8.0;
509;Appingedam;Eenoudergezin;0.3;0.3;32.0;32.0
510;Bedum;Totaal particulier huishouden;4.1;4.1;5.0;5.0
511;Bedum;Eenpersoonshuishouden;1.0;1.0;;
512;Bedum;Paar zonder kinderen;1.3;1.3;;
513;Bedum;Paar met kinderen;1.5;1.5;6.0;
514;Bedum;Eenoudergezin;0.2;0.2;;
515;Bellingwedde;Totaal particulier huishouden;4.2;4.0;11.0;11.0
516;Bellingwedde;Eenpersoonshuishouden;1.1;1.1;14.0;14.0
517;Bellingwedde;Paar zonder kinderen;1.5;1.5;6.0;6.0
518;Bellingwedde;Paar met kinderen;1.2;1.1;12.0;10.0
519;Bellingwedde;Eenoudergezin;0.2;0.2;;
520;Ten Boer;Totaal particulier huishouden;2.7;2.6;8.0;7.0
521;Ten Boer;Eenpersoonshuishouden;0.6;0.6;;
522;Ten Boer;Paar zonder kinderen;0.8;0.8;;
523;Ten Boer;Paar met kinderen;1.0;1.0;8.0;
524;Ten Boer;Eenoudergezin;0.1;0.1;;
525;Delfzijl;Totaal particulier huishouden;12.1;11.8;11.0;10.0
526;Delfzijl;Eenpersoonshuishouden;3.5;3.4;17.0;18.0
527;Delfzijl;Paar zonder kinderen;4.1;4.0;5.0;5.0
528;Delfzijl;Paar met kinderen;3.5;3.4;8.0;6.0
529;Delfzijl;Eenoudergezin;0.7;0.6;24.0;31.0
530;Groningen (gemeente);Totaal particulier huishouden;77.9;73.9;13.0;13.0
531;Groningen (gemeente);Eenpersoonshuishouden;34.9;32.9;19.0;18.0
532;Groningen (gemeente);Paar zonder kinderen;21.1;20.1;4.0;4.0
533;Groningen (gemeente);Paar met kinderen;14.2;13.6;8.0;5.0
534;Groningen (gemeente);Eenoudergezin;5.8;5.5;26.0;31.0
535;Grootegast;Totaal particulier huishouden;4.4;4.3;9.0;7.0
536;Grootegast;Eenpersoonshuishouden;1.0;0.9;12.0;11.0
537;Grootegast;Paar zonder kinderen;1.4;1.4;;
538;Grootegast;Paar met kinderen;1.7;1.6;8.0;5.0
539;Grootegast;Eenoudergezin;0.2;0.2;;
540;Haren;Totaal particulier huishouden;8.1;7.8;6.0;6.0
541;Haren;Eenpersoonshuishouden;2.6;2.5;9.0;9.0
542;Haren;Paar zonder kinderen;2.8;2.7;;
543;Haren;Paar met kinderen;2.2;2.2;6.0;4.0
544;Haren;Eenoudergezin;0.4;0.3;;
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.5;13.9;11.0;10.0
546;Hoogezand-Sappemeer;Eenpersoonshuishouden;4.5;4.2;17.0;16.0
547;Hoogezand-Sappemeer;Paar zonder kinderen;4.8;4.7;4.0;4.0
548;Hoogezand-Sappemeer;Paar met kinderen;4.1;4.0;8.0;5.0
549;Hoogezand-Sappemeer;Eenoudergezin;0.8;0.7;30.0;36.0
550;Leek;Totaal particulier huishouden;7.5;7.3;7.0;7.0
551;Leek;Eenpersoonshuishouden;1.9;1.8;10.0;10.0
552;Leek;Paar zonder kinderen;2.5;2.4;;3.0
553;Leek;Paar met kinderen;2.6;2.5;8.0;5.0
554;Leek;Eenoudergezin;0.4;0.4;18.0;22.0
555;Loppersum;Totaal particulier huishouden;4.4;4.3;9.0;8.0
556;Loppersum;Eenpersoonshuishouden;1.2;1.1;10.0;10.0
557;Loppersum;Paar zonder kinderen;1.4;1.3;6.0;6.0
558;Loppersum;Paar met kinderen;1.5;1.5;10.0;7.0
559;Loppersum;Eenoudergezin;0.2;0.2;;
560;Marum;Totaal particulier huishouden;3.9;3.8;9.0;8.0
561;Marum;Eenpersoonshuishouden;0.9;0.9;14.0;13.0
562;Marum;Paar zonder kinderen;1.2;1.2;;
563;Marum;Paar met kinderen;1.5;1.4;7.0;
564;Marum;Eenoudergezin;0.2;0.2;;
565;Almere;Totaal particulier huishouden;66.1;63.3;9.0;9.0
566;Almere;Eenpersoonshuishouden;16.6;15.5;15.0;15.0
567;Almere;Paar zonder kinderen;16.7;16.3;3.0;4.0
568;Almere;Paar met kinderen;24.2;23.5;7.0;4.0
569;Almere;Eenoudergezin;5.9;5.5;23.0;26.0
570;Stadskanaal;Totaal particulier huishouden;14.2;13.5;9.0;8.0
571;Stadskanaal;Eenpersoonshuishouden;4.1;3.9;14.0;13.0
572;Stadskanaal;Paar zonder kinderen;4.7;4.5;4.0;4.0
573;Stadskanaal;Paar met kinderen;4.2;4.0;7.0;4.0
574;Stadskanaal;Eenoudergezin;0.8;0.7;23.0;27.0
575;Scheemda;Totaal particulier huishouden;5.8;5.6;6.0;6.0
576;Scheemda;Eenpersoonshuishouden;1.4;1.3;9.0;10.0
577;Scheemda;Paar zonder kinderen;2.0;1.9;4.0;4.0
578;Scheemda;Paar met kinderen;2.0;1.9;7.0;4.0
579;Scheemda;Eenoudergezin;0.2;0.2;;
580;Slochteren;Totaal particulier huishouden;5.8;5.6;7.0;7.0
581;Slochteren;Eenpersoonshuishouden;1.3;1.2;11.0;11.0
582;Slochteren;Paar zonder kinderen;2.0;1.9;4.0;4.0
583;Slochteren;Paar met kinderen;2.1;2.0;6.0;4.0
584;Slochteren;Eenoudergezin;0.3;0.3;;27.0
585;Veendam;Totaal particulier huishouden;11.9;11.4;9.0;8.0
586;Veendam;Eenpersoonshuishouden;3.3;3.1;16.0;15.0
587;Veendam;Paar zonder kinderen;3.9;3.8;3.0;3.0
588;Veendam;Paar met kinderen;3.5;3.4;7.0;4.0
589;Veendam;Eenoudergezin;0.8;0.7;22.0;24.0
590;Vlagtwedde;Totaal particulier huishouden;7.0;6.8;10.0;8.0
591;Vlagtwedde;Eenpersoonshuishouden;1.9;1.8;10.0;10.0
592;Vlagtwedde;Paar zonder kinderen;2.6;2.5;7.0;7.0
593;Vlagtwedde;Paar met kinderen;2.1;2.0;11.0;7.0
594;Vlagtwedde;Eenoudergezin;0.3;0.3;;
595;Zeewolde;Totaal particulier huishouden;7.0;6.6;8.0;7.0
596;Zeewolde;Eenpersoonshuishouden;1.5;1.3;13.0;8.0
597;Zeewolde;Paar zonder kinderen;1.9;1.9;;
598;Zeewolde;Paar met kinderen;3.0;2.9;9.0;7.0
599;Zeewolde;Eenoudergezin;0.4;0.4;20.0;26.0
600;Skarsterlân;Totaal particulier huishouden;10.5;10.2;7.0;7.0
601;Skarsterlân;Eenpersoonshuishouden;2.6;2.5;11.0;12.0
602;Skarsterlân;Paar zonder kinderen;3.4;3.4;3.0;3.0
603;Skarsterlân;Paar met kinderen;3.7;3.7;8.0;6.0
604;Skarsterlân;Eenoudergezin;0.5;0.5;;17.0
605;Winschoten;Totaal particulier huishouden;8.4;8.1;10.0;9.0
606;Winschoten;Eenpersoonshuishouden;3.0;2.9;14.0;13.0
607;Winschoten;Paar zonder kinderen;2.7;2.7;4.0;5.0
608;Winschoten;Paar met kinderen;2.1;2.0;7.0;5.0
609;Winschoten;Eenoudergezin;0.5;0.4;30.0;35.0
610;Winsum;Totaal particulier huishouden;5.6;5.4;9.0;9.0
611;Winsum;Eenpersoonshuishouden;1.5;1.4;14.0;13.0
612;Winsum;Paar zonder kinderen;1.8;1.7;4.0;4.0
613;Winsum;Paar met kinderen;2.0;1.9;7.0;5.0
614;Winsum;Eenoudergezin;0.3;0.3;27.0;39.0
615;Boarnsterhim;Totaal particulier huishouden;7.8;7.4;9.0;8.0
616;Boarnsterhim;Eenpersoonshuishouden;2.1;2.0;12.0;12.0
617;Boarnsterhim;Paar zonder kinderen;2.6;2.5;5.0;5.0
618;Boarnsterhim;Paar met kinderen;2.6;2.5;8.0;6.0
619;Boarnsterhim;Eenoudergezin;0.3;0.3;26.0;31.0
620;Zuidhorn;Totaal particulier huishouden;6.8;6.6;5.0;5.0
621;Zuidhorn;Eenpersoonshuishouden;1.6;1.6;8.0;8.0
622;Zuidhorn;Paar zonder kinderen;2.2;2.1;;
623;Zuidhorn;Paar met kinderen;2.6;2.5;6.0;4.0
624;Zuidhorn;Eenoudergezin;0.3;0.3;;
625;Dongeradeel;Totaal particulier huishouden;10.0;9.7;10.0;9.0
626;Dongeradeel;Eenpersoonshuishouden;2.9;2.8;14.0;12.0
627;Dongeradeel;Paar zonder kinderen;3.0;3.0;5.0;5.0
628;Dongeradeel;Paar met kinderen;3.4;3.3;10.0;7.0
629;Dongeradeel;Eenoudergezin;0.4;0.4;;22.0
630;Achtkarspelen;Totaal particulier huishouden;10.9;10.4;8.0;8.0
631;Achtkarspelen;Eenpersoonshuishouden;2.7;2.5;14.0;13.0
632;Achtkarspelen;Paar zonder kinderen;3.3;3.2;5.0;6.0
633;Achtkarspelen;Paar met kinderen;4.1;3.9;6.0;4.0
634;Achtkarspelen;Eenoudergezin;0.6;0.6;13.0;18.0
635;Ameland;Totaal particulier huishouden;1.4;1.4;9.0;9.0
636;Ameland;Eenpersoonshuishouden;0.5;0.4;18.0;
637;Ameland;Paar zonder kinderen;0.4;0.4;;
638;Ameland;Paar met kinderen;0.5;0.5;;
639;Ameland;Eenoudergezin;;;;
640;het Bildt;Totaal particulier huishouden;4.3;4.2;8.0;7.0
641;het Bildt;Eenpersoonshuishouden;1.2;1.2;11.0;9.0
642;het Bildt;Paar zonder kinderen;1.4;1.3;;
643;het Bildt;Paar met kinderen;1.5;1.4;8.0;5.0
644;het Bildt;Eenoudergezin;0.2;0.2;;
645;Bolsward;Totaal particulier huishouden;4.0;3.9;8.0;8.0
646;Bolsward;Eenpersoonshuishouden;1.3;1.3;12.0;13.0
647;Bolsward;Paar zonder kinderen;1.3;1.2;;
648;Bolsward;Paar met kinderen;1.1;1.1;7.0;
649;Bolsward;Eenoudergezin;0.2;0.2;;
650;Dantumadeel;Totaal particulier huishouden;7.4;7.1;8.0;7.0
651;Dantumadeel;Eenpersoonshuishouden;1.8;1.7;14.0;15.0
652;Dantumadeel;Paar zonder kinderen;2.3;2.2;5.0;5.0
653;Dantumadeel;Paar met kinderen;2.9;2.8;7.0;4.0
654;Dantumadeel;Eenoudergezin;0.3;0.3;;
655;Franekeradeel;Totaal particulier huishouden;8.5;8.3;10.0;9.0
656;Franekeradeel;Eenpersoonshuishouden;2.6;2.5;16.0;14.0
657;Franekeradeel;Paar zonder kinderen;2.6;2.5;4.0;4.0
658;Franekeradeel;Paar met kinderen;2.8;2.7;8.0;6.0
659;Franekeradeel;Eenoudergezin;0.4;0.4;25.0;28.0
660;Harlingen;Totaal particulier huishouden;6.7;6.5;11.0;10.0
661;Harlingen;Eenpersoonshuishouden;2.2;2.1;17.0;16.0
662;Harlingen;Paar zonder kinderen;2.0;2.0;5.0;5.0
663;Harlingen;Paar met kinderen;1.9;1.9;9.0;5.0
664;Harlingen;Eenoudergezin;0.5;0.5;24.0;26.0
665;Heerenveen;Totaal particulier huishouden;18.4;17.7;8.0;7.0
666;Heerenveen;Eenpersoonshuishouden;5.9;5.7;12.0;11.0
667;Heerenveen;Paar zonder kinderen;5.9;5.8;3.0;3.0
668;Heerenveen;Paar met kinderen;5.1;4.9;7.0;4.0
669;Heerenveen;Eenoudergezin;1.0;1.0;22.0;27.0
670;Kollumerland en Nieuwkruisland;Totaal particulier huishouden;5.1;4.9;8.0;8.0
671;Kollumerland en Nieuwkruisland;Eenpersoonshuishouden;1.3;1.3;10.0;13.0
672;Kollumerland en Nieuwkruisland;Paar zonder kinderen;1.6;1.6;5.0;5.0
673;Kollumerland en Nieuwkruisland;Paar met kinderen;1.8;1.8;9.0;7.0
674;Kollumerland en Nieuwkruisland;Eenoudergezin;0.2;0.2;;
675;Leeuwarden;Totaal particulier huishouden;40.5;38.3;12.0;11.0
676;Leeuwarden;Eenpersoonshuishouden;16.3;15.2;18.0;17.0
677;Leeuwarden;Paar zonder kinderen;11.6;11.0;4.0;4.0
678;Leeuwarden;Paar met kinderen;8.8;8.5;10.0;6.0
679;Leeuwarden;Eenoudergezin;2.8;2.6;24.0;29.0
680;Leeuwarderadeel;Totaal particulier huishouden;3.9;3.9;4.0;4.0
681;Leeuwarderadeel;Eenpersoonshuishouden;0.8;0.8;;
682;Leeuwarderadeel;Paar zonder kinderen;1.4;1.3;;
683;Leeuwarderadeel;Paar met kinderen;1.5;1.5;;
684;Leeuwarderadeel;Eenoudergezin;0.2;0.2;;
685;Lemsterland;Totaal particulier huishouden;5.4;5.2;10.0;9.0
686;Lemsterland;Eenpersoonshuishouden;1.5;1.4;15.0;15.0
687;Lemsterland;Paar zonder kinderen;1.8;1.8;5.0;6.0
688;Lemsterland;Paar met kinderen;1.8;1.7;8.0;6.0
689;Lemsterland;Eenoudergezin;0.3;0.2;;
690;Menaldumadeel;Totaal particulier huishouden;5.5;5.3;6.0;6.0
691;Menaldumadeel;Eenpersoonshuishouden;1.3;1.3;11.0;12.0
692;Menaldumadeel;Paar zonder kinderen;1.8;1.8;;
693;Menaldumadeel;Paar met kinderen;2.0;2.0;6.0;4.0
694;Menaldumadeel;Eenoudergezin;0.2;0.2;;
695;Ooststellingwerf;Totaal particulier huishouden;11.0;10.7;9.0;9.0
696;Ooststellingwerf;Eenpersoonshuishouden;3.1;3.0;12.0;12.0
697;Ooststellingwerf;Paar zonder kinderen;3.6;3.5;5.0;6.0
698;Ooststellingwerf;Paar met kinderen;3.5;3.4;8.0;6.0
699;Ooststellingwerf;Eenoudergezin;0.6;0.6;18.0;24.0
700;Opsterland;Totaal particulier huishouden;11.6;11.2;8.0;7.0
701;Opsterland;Eenpersoonshuishouden;3.0;2.9;10.0;10.0
702;Opsterland;Paar zonder kinderen;3.8;3.8;5.0;5.0
703;Opsterland;Paar met kinderen;4.0;3.9;7.0;5.0
704;Opsterland;Eenoudergezin;0.4;0.4;21.0;22.0
705;Schiermonnikoog;Totaal particulier huishouden;0.5;0.5;;
706;Schiermonnikoog;Eenpersoonshuishouden;0.2;0.2;;
707;Schiermonnikoog;Paar zonder kinderen;0.1;0.1;;
708;Schiermonnikoog;Paar met kinderen;0.1;0.1;;
709;Schiermonnikoog;Eenoudergezin;;;;
710;Smallingerland;Totaal particulier huishouden;22.4;21.7;9.0;9.0
711;Smallingerland;Eenpersoonshuishouden;6.8;6.5;15.0;14.0
712;Smallingerland;Paar zonder kinderen;7.0;6.9;4.0;5.0
713;Smallingerland;Paar met kinderen;6.7;6.5;8.0;5.0
