ID;BedrijfstakkenBranchesSBI2008;Perioden;TotaalAantalBanen_1;Bedrijfsgrootte1Tot10Werknemers_2;Bedrijfsgrootte10Tot50Werknemers_3;Bedrijfsgrootte50Tot100Werknemers_4;Bedrijfsgrootte100Tot500Werknemers_5;Bedrijfsgrootte500EnMeerWerknemers_6
325;24-25 Basismetaal, metaalprod. industrie;2012 december;101.7;;33.4;17.8;25.9;
326;24-25 Basismetaal, metaalprod. industrie;2012 december;102.45;12.51;33.5;17.8;25.94;12.7
327;24-25 Basismetaal, metaalprod. industrie;2013 december;101.02;12.13;32.47;17.43;26.37;12.09
328;24-25 Basismetaal, metaalprod. industrie;2013 december;100.81;12.43;32.49;17.49;26.32;12.08
329;24-25 Basismetaal, metaalprod. industrie;2014 december;101.37;12.57;33.06;18.54;26.49;10.71
330;24 Basismetaalindustrie;2008 december;22.7;0.9;2.0;1.0;5.5;13.3
331;24 Basismetaalindustrie;2009 december;20.8;0.7;1.7;0.6;5.0;12.9
332;24 Basismetaalindustrie;2010 december;20.9;0.6;1.9;0.7;5.2;12.5
333;24 Basismetaalindustrie;2011 december;20.7;0.5;1.8;1.2;6.0;11.1
334;24 Basismetaalindustrie;2011 december ;20.66;0.51;1.78;1.19;6.04;11.13
335;24 Basismetaalindustrie;2012 december;19.88;;1.72;1.09;6.54;
336;24 Basismetaalindustrie;2012 december;19.93;;1.73;1.09;6.54;
337;24 Basismetaalindustrie;2013 december;19.67;;1.63;1.46;6.23;
338;24 Basismetaalindustrie;2013 december;19.65;;1.63;1.46;6.22;
339;24 Basismetaalindustrie;2014 december;19.37;0.5;;1.76;6.21;
340;25 Metaalproductenindustrie;2008 december;92.8;15.3;38.3;16.2;18.6;4.3
341;25 Metaalproductenindustrie;2009 december;82.8;12.1;33.5;15.0;18.8;3.4
342;25 Metaalproductenindustrie;2010 december;84.4;13.3;31.7;17.6;18.7;3.2
343;25 Metaalproductenindustrie;2011 december;84.1;12.1;32.0;19.1;17.6;3.1
344;25 Metaalproductenindustrie;2011 december ;84.3;11.84;32.42;19.23;17.67;3.14
345;25 Metaalproductenindustrie;2012 december;81.83;11.38;31.67;16.71;19.42;2.65
346;25 Metaalproductenindustrie;2012 december;82.52;;31.78;16.71;19.4;
347;25 Metaalproductenindustrie;2013 december;81.35;;30.84;15.98;20.14;
348;25 Metaalproductenindustrie;2013 december;81.16;;30.86;16.04;20.1;
349;25 Metaalproductenindustrie;2014 december;81.99;12.07;;16.78;20.28;
350;26 Elektrotechnische industrie;2008 december;24.4;2.2;5.1;3.2;5.5;8.5
351;26 Elektrotechnische industrie;2009 december;23.0;2.0;4.6;2.8;6.1;7.4
352;26 Elektrotechnische industrie;2010 december;26.7;2.3;4.7;3.6;6.0;10.1
353;26 Elektrotechnische industrie;2011 december;26.7;2.3;4.8;3.5;6.3;9.9
354;26 Elektrotechnische industrie;2011 december ;26.7;2.23;4.77;3.49;6.3;9.91
355;26 Elektrotechnische industrie;2012 december;25.91;1.93;4.67;3.48;5.97;9.86
356;26 Elektrotechnische industrie;2012 december;25.99;2.01;4.67;3.48;5.97;9.86
357;26 Elektrotechnische industrie;2013 december;26.01;1.89;4.57;3.29;5.84;10.32
358;26 Elektrotechnische industrie;2013 december;25.97;1.97;4.56;3.28;5.83;10.33
359;26 Elektrotechnische industrie;2014 december;26.23;1.89;4.88;3.06;5.79;10.61
360;27 Elektrische apparatenindustrie;2008 december;24.3;2.3;4.7;2.7;6.2;8.4
361;27 Elektrische apparatenindustrie;2009 december;21.4;1.9;3.6;2.8;6.2;6.9
362;27 Elektrische apparatenindustrie;2010 december;19.8;2.0;4.1;2.3;6.2;5.2
363;27 Elektrische apparatenindustrie;2011 december;21.4;2.0;4.3;2.7;7.0;5.6
364;27 Elektrische apparatenindustrie;2011 december ;21.6;1.79;4.09;2.64;6.83;6.24
365;27 Elektrische apparatenindustrie;2012 december;21.21;1.83;4.41;2.91;5.73;6.33
366;27 Elektrische apparatenindustrie;2012 december;21.4;1.96;4.41;2.91;5.73;6.39
367;27 Elektrische apparatenindustrie;2013 december;20.39;1.73;4.35;2.64;5.6;5.99
368;27 Elektrische apparatenindustrie;2013 december;20.44;1.87;4.23;2.73;5.59;6.03
369;27 Elektrische apparatenindustrie;2014 december;19.54;1.72;4.01;2.62;5.33;5.87
370;28 Machine-industrie;2008 december;79.1;5.7;21.9;11.5;26.6;13.4
371;28 Machine-industrie;2009 december;75.3;4.9;17.3;10.4;28.0;14.7
372;28 Machine-industrie;2010 december;73.5;5.3;17.4;11.9;26.7;12.2
373;28 Machine-industrie;2011 december;76.8;5.0;17.2;12.5;30.6;11.5
374;28 Machine-industrie;2011 december ;76.94;4.69;17.37;12.66;30.68;11.53
375;28 Machine-industrie;2012 december;76.99;4.47;16.3;12.95;30.58;12.69
376;28 Machine-industrie;2012 december;77.43;4.9;16.31;12.93;30.61;12.69
377;28 Machine-industrie;2013 december;78.87;4.79;16.93;12.65;29.98;14.29
378;28 Machine-industrie;2013 december;78.59;4.92;16.93;12.62;29.84;14.28
379;28 Machine-industrie;2014 december;80.07;5.13;16.29;12.82;30.66;15.18
380;29-30 Transportmiddelenindustrie;2008 december;39.9;3.3;7.8;4.2;11.9;12.7
381;29-30 Transportmiddelenindustrie;2009 december;37.0;2.7;6.7;3.9;12.1;11.5
382;29-30 Transportmiddelenindustrie;2010 december;37.2;2.9;6.7;4.3;12.4;10.8
383;29-30 Transportmiddelenindustrie;2011 december;38.1;2.6;6.5;4.0;10.8;13.9
384;29-30 Transportmiddelenindustrie;2011 december ;37.3;2.6;6.6;4.1;12.0;12.0
385;29-30 Transportmiddelenindustrie;2012 december;36.3;2.5;6.2;4.0;11.8;11.8
386;29-30 Transportmiddelenindustrie;2012 december;36.49;2.61;6.2;4.02;11.86;11.81
387;29-30 Transportmiddelenindustrie;2013 december;35.19;2.5;5.3;3.78;13.39;10.08
388;29-30 Transportmiddelenindustrie;2013 december;35.15;2.6;5.23;3.85;13.38;10.08
389;29-30 Transportmiddelenindustrie;2014 december;36.72;2.98;5.4;3.36;12.95;12.02
390;29 Auto- en aanhangwagenindustrie;2008 december;23.5;1.5;4.4;2.3;5.4;9.9
391;29 Auto- en aanhangwagenindustrie;2009 december;20.1;1.2;3.7;2.0;4.5;8.6
392;29 Auto- en aanhangwagenindustrie;2010 december;19.4;1.2;3.7;1.9;4.5;8.0
393;29 Auto- en aanhangwagenindustrie;2011 december;19.8;1.1;3.6;1.8;4.8;8.4
394;29 Auto- en aanhangwagenindustrie;2011 december ;19.75;1.07;3.67;1.76;4.83;8.42
395;29 Auto- en aanhangwagenindustrie;2012 december;19.14;0.99;3.43;1.52;4.74;8.45
396;29 Auto- en aanhangwagenindustrie;2012 december;19.18;1.04;3.43;1.53;4.74;8.44
397;29 Auto- en aanhangwagenindustrie;2013 december;17.73;1.0;3.0;1.53;5.47;6.66
398;29 Auto- en aanhangwagenindustrie;2013 december;17.72;1.04;3.03;1.52;5.47;6.66
399;29 Auto- en aanhangwagenindustrie;2014 december;19.08;1.11;2.98;1.53;6.12;7.34
400;30 Overige transportmiddelenindustrie;2008 december;16.4;1.8;3.4;1.9;6.5;2.8
401;30 Overige transportmiddelenindustrie;2009 december;16.9;1.5;3.0;1.9;7.6;2.9
402;30 Overige transportmiddelenindustrie;2010 december;17.8;1.7;3.0;2.4;7.9;2.8
403;30 Overige transportmiddelenindustrie;2011 december;18.3;1.5;2.9;2.2;6.0;5.5
404;30 Overige transportmiddelenindustrie;2011 december ;17.5;1.51;2.89;2.29;7.23;3.58
405;30 Overige transportmiddelenindustrie;2012 december;17.22;1.48;2.76;2.5;7.11;3.37
406;30 Overige transportmiddelenindustrie;2012 december;17.31;1.57;2.77;2.49;7.11;3.37
407;30 Overige transportmiddelenindustrie;2013 december;17.46;1.49;2.3;2.25;7.92;3.42
408;30 Overige transportmiddelenindustrie;2013 december;17.43;1.57;2.2;2.33;7.91;3.42
409;30 Overige transportmiddelenindustrie;2014 december;17.64;1.87;2.42;1.83;6.84;4.68
410;31-33 Overige industrie en reparatie;2008 december;189.3;15.7;24.0;;43.0;
411;31-33 Overige industrie en reparatie;2009 december;186.7;14.4;22.8;8.8;;
412;31-33 Overige industrie en reparatie;2010 december;183.9;14.5;21.1;9.8;27.5;110.9
413;31-33 Overige industrie en reparatie;2011 december;179.6;13.9;21.0;;24.1;
414;31-33 Overige industrie en reparatie;2011 december ;179.5;13.8;21.3;;24.1;
415;31-33 Overige industrie en reparatie;2012 december;178.1;13.4;21.7;;23.4;
416;31-33 Overige industrie en reparatie;2012 december;178.57;13.66;21.81;9.22;23.55;110.33
417;31-33 Overige industrie en reparatie;2013 december;174.71;13.16;20.55;9.04;27.36;104.11
418;31-33 Overige industrie en reparatie;2013 december;174.6;13.59;20.57;9.03;27.34;104.07
419;31-33 Overige industrie en reparatie;2014 december;176.01;14.49;21.29;8.41;28.91;102.91
420;31 Meubelindustrie;2008 december;21.4;5.1;8.4;;4.8;
421;31 Meubelindustrie;2009 december;19.8;4.4;7.2;3.0;;
422;31 Meubelindustrie;2010 december;19.5;4.5;6.8;2.8;4.6;0.7
423;31 Meubelindustrie;2011 december;18.5;4.4;6.6;;4.3;
424;31 Meubelindustrie;2011 december ;18.45;4.3;6.69;;4.31;
425;31 Meubelindustrie;2012 december;18.04;3.96;6.93;;4.41;
426;31 Meubelindustrie;2012 december;18.22;4.14;6.93;;4.41;
427;31 Meubelindustrie;2013 december;16.63;3.95;5.9;2.05;3.98;
428;31 Meubelindustrie;2013 december;16.61;4.07;5.92;;3.98;
429;31 Meubelindustrie;2014 december;16.46;4.31;6.03;;3.97;
430;32 Overige industrie;2008 december;130.4;5.0;6.1;3.5;30.6;85.3
431;32 Overige industrie;2009 december;129.4;4.8;6.2;1.8;14.2;102.4
432;32 Overige industrie;2010 december;124.5;4.8;5.2;2.2;14.7;97.6
433;32 Overige industrie;2011 december;121.6;4.3;5.5;2.5;12.3;97.0
434;32 Overige industrie;2011 december ;121.53;4.27;5.57;2.45;12.31;96.92
435;32 Overige industrie;2012 december;120.37;4.27;5.35;2.14;10.57;98.06
436;32 Overige industrie;2012 december;120.34;4.37;5.35;2.14;10.56;97.92
437;32 Overige industrie;2013 december;117.86;4.32;5.06;2.29;14.34;91.71
438;32 Overige industrie;2013 december;117.83;4.44;5.07;;14.33;
439;32 Overige industrie;2014 december;119.2;4.69;5.13;;16.43;
440;33 Reparatie en installatie van machines;2008 december;37.5;5.6;9.5;3.7;7.6;11.1
441;33 Reparatie en installatie van machines;2009 december;37.5;5.2;9.4;4.0;8.3;10.6
442;33 Reparatie en installatie van machines;2010 december;39.9;5.2;9.1;4.8;8.2;12.6
443;33 Reparatie en installatie van machines;2011 december;39.5;5.2;8.9;5.7;7.5;12.2
444;33 Reparatie en installatie van machines;2011 december ;39.48;5.21;9.04;5.54;7.52;12.16
445;33 Reparatie en installatie van machines;2012 december;39.71;5.09;9.49;4.95;8.38;11.8
446;33 Reparatie en installatie van machines;2012 december;40.02;5.15;9.53;;8.58;
447;33 Reparatie en installatie van machines;2013 december;40.22;4.89;9.59;4.7;9.04;
448;33 Reparatie en installatie van machines;2013 december;40.17;5.08;9.58;4.69;9.03;11.78
449;33 Reparatie en installatie van machines;2014 december;40.35;5.49;10.13;4.05;8.51;12.18
450;D Energievoorziening;2008 december;20.7;0.4;0.7;0.4;6.9;12.3
451;D Energievoorziening;2009 december;21.9;0.4;1.0;0.4;7.5;12.6
452;D Energievoorziening;2010 december;22.8;0.6;0.9;0.4;5.2;15.9
453;D Energievoorziening;2011 december;23.5;0.5;0.9;0.3;3.9;17.9
454;D Energievoorziening;2011 december ;26.1;0.49;0.95;0.48;3.94;20.25
455;D Energievoorziening;2012 december;25.53;0.58;0.76;0.72;3.64;19.84
456;D Energievoorziening;2012 december;26.29;0.6;0.75;0.72;4.28;19.94
457;D Energievoorziening;2013 december;26.71;0.58;0.59;0.37;3.64;21.43
458;D Energievoorziening;2013 december;26.72;0.66;0.6;0.37;3.65;21.45
459;D Energievoorziening;2014 december;25.97;0.69;0.93;0.31;3.17;20.86
460;35 Energiebedrijven;2008 december;20.7;0.4;0.7;0.4;6.9;12.3
461;35 Energiebedrijven;2009 december;21.9;0.4;1.0;0.4;7.5;12.6
462;35 Energiebedrijven;2010 december;22.8;0.6;0.9;0.4;5.2;15.9
463;35 Energiebedrijven;2011 december;23.5;0.5;0.9;0.3;3.9;17.9
464;35 Energiebedrijven;2011 december ;26.1;0.49;0.95;0.48;3.94;20.25
465;35 Energiebedrijven;2012 december;25.53;0.58;0.76;0.72;3.64;19.84
466;35 Energiebedrijven;2012 december;26.29;0.6;0.75;0.72;4.28;19.94
467;35 Energiebedrijven;2013 december;26.71;0.58;0.59;0.37;3.64;21.43
468;35 Energiebedrijven;2013 december;26.72;0.66;0.6;0.37;3.65;21.45
469;35 Energiebedrijven;2014 december;25.97;0.69;0.93;0.31;3.17;20.86
470;E Waterbedrijven en afvalbeheer;2008 december;35.9;2.3;5.6;2.6;11.7;13.6
471;E Waterbedrijven en afvalbeheer;2009 december;37.2;2.1;5.8;3.5;11.7;14.1
472;E Waterbedrijven en afvalbeheer;2010 december;37.5;2.0;5.5;3.0;12.6;14.4
473;E Waterbedrijven en afvalbeheer;2011 december;37.8;2.0;5.7;3.2;11.6;15.3
474;E Waterbedrijven en afvalbeheer;2011 december ;37.62;;5.69;2.98;11.59;
475;E Waterbedrijven en afvalbeheer;2012 december;37.57;;5.98;3.28;10.79;
476;E Waterbedrijven en afvalbeheer;2012 december;37.55;;5.99;3.3;10.77;
477;E Waterbedrijven en afvalbeheer;2013 december;31.98;;4.75;3.38;9.52;
478;E Waterbedrijven en afvalbeheer;2013 december;31.94;;4.8;3.46;9.52;
479;E Waterbedrijven en afvalbeheer;2014 december;32.84;;5.09;3.58;10.63;
480;36 Waterleidingbedrijven;2008 december;5.0;0.0;0.0;0.0;;
481;36 Waterleidingbedrijven;2009 december;5.1;0.0;0.0;0.0;;
482;36 Waterleidingbedrijven;2010 december;5.3;0.0;0.0;0.0;;
483;36 Waterleidingbedrijven;2011 december;5.2;;0.0;0.0;;
484;36 Waterleidingbedrijven;2011 december ;5.24;0.01;0.0;0.0;;
485;36 Waterleidingbedrijven;2012 december;5.3;0.03;0.0;0.0;1.13;4.14
486;36 Waterleidingbedrijven;2012 december;5.29;0.02;0.0;0.0;1.13;4.14
487;36 Waterleidingbedrijven;2013 december;5.22;;0.0;0.0;1.12;4.06
488;36 Waterleidingbedrijven;2013 december;5.22;0.04;0.0;0.0;1.12;4.06
489;36 Waterleidingbedrijven;2014 december;5.34;;;0.0;1.13;4.15
490;37 Afvalwaterinzameling en -behandeling;2008 december;4.0;;0.6;;1.4;
491;37 Afvalwaterinzameling en -behandeling;2009 december;4.4;0.1;0.7;;1.5;
492;37 Afvalwaterinzameling en -behandeling;2010 december;4.8;;0.6;;2.0;
493;37 Afvalwaterinzameling en -behandeling;2011 december;4.5;;0.5;;1.8;
494;37 Afvalwaterinzameling en -behandeling;2011 december ;4.55;;0.54;;1.78;
495;37 Afvalwaterinzameling en -behandeling;2012 december;4.48;;0.44;0.25;1.76;
496;37 Afvalwaterinzameling en -behandeling;2012 december;4.51;;0.45;0.26;1.76;
497;37 Afvalwaterinzameling en -behandeling;2013 december;3.87;;0.27;0.21;1.29;
498;37 Afvalwaterinzameling en -behandeling;2013 december;3.86;;0.3;0.21;1.29;
499;37 Afvalwaterinzameling en -behandeling;2014 december;3.85;;;0.21;1.27;
500;38 Afvalbehandeling en recycling;2008 december;25.2;1.6;4.3;2.3;7.6;9.3
501;38 Afvalbehandeling en recycling;2009 december;26.0;1.5;4.4;2.9;7.6;9.6
502;38 Afvalbehandeling en recycling;2010 december;25.7;1.5;4.1;2.7;8.5;9.0
503;38 Afvalbehandeling en recycling;2011 december;26.2;1.4;4.4;2.7;8.4;9.4
504;38 Afvalbehandeling en recycling;2011 december ;26.06;1.42;4.36;2.52;8.4;9.35
505;38 Afvalbehandeling en recycling;2012 december;26.14;1.36;4.56;2.73;7.9;9.59
506;38 Afvalbehandeling en recycling;2012 december;26.1;1.37;4.56;2.74;7.88;9.55
507;38 Afvalbehandeling en recycling;2013 december;21.37;1.11;3.66;2.9;7.11;6.43
508;38 Afvalbehandeling en recycling;2013 december;21.34;1.17;3.66;2.98;7.1;6.43
509;38 Afvalbehandeling en recycling;2014 december;21.99;1.2;3.8;3.07;8.23;5.69
510;39 Sanering en overig afvalbeheer;2008 december;1.7;;0.6;;;0.0
511;39 Sanering en overig afvalbeheer;2009 december;1.7;0.4;0.7;;;0.0
512;39 Sanering en overig afvalbeheer;2010 december;1.7;;0.8;;;0.0
513;39 Sanering en overig afvalbeheer;2011 december;1.8;0.4;0.8;;;0.0
514;39 Sanering en overig afvalbeheer;2011 december ;1.77;0.4;0.79;;;0.0
515;39 Sanering en overig afvalbeheer;2012 december;1.65;0.37;0.98;0.3;0.0;0.0
516;39 Sanering en overig afvalbeheer;2012 december;1.65;0.37;0.98;0.3;0.0;0.0
517;39 Sanering en overig afvalbeheer;2013 december;1.52;0.38;0.82;0.27;0.0;0.0
518;39 Sanering en overig afvalbeheer;2013 december;1.51;0.4;0.85;0.27;0.0;0.0
519;39 Sanering en overig afvalbeheer;2014 december;1.66;0.45;0.91;0.3;0.0;0.0
520;F Bouwnijverheid;2008 december;395.2;85.3;136.4;;64.6;
521;F Bouwnijverheid;2009 december;376.0;76.4;125.8;;63.7;
522;F Bouwnijverheid;2010 december;371.4;79.6;114.4;41.8;71.7;63.9
523;F Bouwnijverheid;2011 december;362.7;73.2;112.1;40.6;69.6;67.2
524;F Bouwnijverheid;2011 december ;360.61;71.88;112.1;;69.19;
525;F Bouwnijverheid;2012 december;340.09;64.77;103.73;37.87;60.22;73.49
526;F Bouwnijverheid;2012 december;342.68;68.48;103.92;37.83;59.46;72.99
527;F Bouwnijverheid;2013 december;314.5;62.67;90.45;33.92;51.69;72.65
528;F Bouwnijverheid;2013 december;313.59;64.77;90.61;33.86;51.84;72.51
529;F Bouwnijverheid;2014 december;302.2;64.44;85.14;32.87;49.74;70.01
530;41 Algemene bouw en projectontwikkeling;2008 december;123.2;24.7;43.2;17.2;26.9;11.1
531;41 Algemene bouw en projectontwikkeling;2009 december;113.4;23.1;38.8;;25.4;
532;41 Algemene bouw en projectontwikkeling;2010 december;109.5;24.4;36.2;14.7;26.0;8.2
533;41 Algemene bouw en projectontwikkeling;2011 december;105.6;22.5;35.4;14.8;24.7;8.2
534;41 Algemene bouw en projectontwikkeling;2011 december ;104.13;21.93;35.19;;24.22;
535;41 Algemene bouw en projectontwikkeling;2012 december;93.62;19.72;30.72;13.2;19.18;10.8
536;41 Algemene bouw en projectontwikkeling;2012 december;94.63;21.06;30.84;13.2;19.1;10.44
537;41 Algemene bouw en projectontwikkeling;2013 december;84.01;19.36;26.36;11.16;15.56;9.97
538;41 Algemene bouw en projectontwikkeling;2013 december;83.44;20.27;26.51;11.07;15.68;9.91
539;41 Algemene bouw en projectontwikkeling;2014 december;78.79;20.22;25.09;10.26;13.83;9.38
540;42 Grond-, water-  en wegenbouw;2008 december;54.2;5.7;10.8;;10.5;
541;42 Grond-, water-  en wegenbouw;2009 december;55.7;5.1;10.2;3.5;11.6;25.3
542;42 Grond-, water-  en wegenbouw;2010 december;56.0;4.9;9.9;4.4;14.4;22.3
543;42 Grond-, water-  en wegenbouw;2011 december;56.0;5.1;9.0;4.1;14.8;23.0
544;42 Grond-, water-  en wegenbouw;2011 december ;55.82;4.83;9.05;4.14;14.76;23.03
545;42 Grond-, water-  en wegenbouw;2012 december;56.16;4.17;9.16;3.81;12.66;26.35
546;42 Grond-, water-  en wegenbouw;2012 december;56.32;4.51;9.17;3.81;12.56;26.28
547;42 Grond-, water-  en wegenbouw;2013 december;54.79;4.34;8.1;3.68;10.69;27.7
548;42 Grond-, water-  en wegenbouw;2013 december;54.79;4.6;8.19;3.74;10.75;27.52
549;42 Grond-, water-  en wegenbouw;2014 december;53.19;4.35;7.36;4.12;10.05;27.32
550;43 Gespecialiseerde bouw;2008 december;217.8;54.9;82.3;21.2;27.1;32.3
551;43 Gespecialiseerde bouw;2009 december;207.0;48.2;76.9;23.5;26.6;31.7
552;43 Gespecialiseerde bouw;2010 december;205.8;50.2;68.3;22.6;31.3;33.4
553;43 Gespecialiseerde bouw;2011 december;201.1;45.7;67.6;21.6;30.2;35.9
554;43 Gespecialiseerde bouw;2011 december ;200.66;45.12;67.86;21.54;30.21;35.93
555;43 Gespecialiseerde bouw;2012 december;190.31;40.88;63.85;20.87;28.37;36.34
556;43 Gespecialiseerde bouw;2012 december;191.73;42.91;63.91;20.83;27.8;36.28
557;43 Gespecialiseerde bouw;2013 december;175.71;38.97;55.99;19.08;25.44;34.99
558;43 Gespecialiseerde bouw;2013 december;175.36;39.89;55.91;19.05;25.42;35.08
559;43 Gespecialiseerde bouw;2014 december;170.22;39.88;52.69;18.49;25.85;33.31
560;G-N Commerciële dienstverlening;2008 december;4003.8;884.6;883.5;319.0;565.1;1351.7
561;G-N Commerciële dienstverlening;2009 december;3884.8;801.8;843.1;311.5;596.1;1332.2
562;G-N Commerciële dienstverlening;2010 december;3901.4;822.1;778.9;326.9;628.4;1345.0
563;G-N Commerciële dienstverlening;2011 december;3920.0;775.3;804.5;333.6;637.8;1368.8
564;G-N Commerciële dienstverlening;2011 december ;3952.3;808.95;807.66;333.09;635.16;1367.44
565;G-N Commerciële dienstverlening;2012 december;3901.69;790.43;787.04;321.64;642.1;1360.47
566;G-N Commerciële dienstverlening;2012 december;3890.3;784.13;786.13;321.38;640.47;1358.19
567;G-N Commerciële dienstverlening;2013 december;3861.27;733.45;762.14;309.9;655.8;1348.12
568;G-N Commerciële dienstverlening;2013 december;3859.87;777.14;766.57;310.62;655.09;1350.45
569;G-N Commerciële dienstverlening;2014 december;3937.85;795.8;780.08;317.9;649.9;1394.16
570;G-I Handel, vervoer en horeca;2008 december;2013.0;524.3;518.4;155.0;246.5;568.8
571;G-I Handel, vervoer en horeca;2009 december;1968.6;473.0;504.3;155.7;259.0;576.6
572;G-I Handel, vervoer en horeca;2010 december;1991.7;469.3;473.5;175.4;290.7;582.8
573;G-I Handel, vervoer en horeca;2011 december;2026.5;456.1;492.1;178.1;299.2;601.0
574;G-I Handel, vervoer en horeca;2011 december ;2023.06;452.89;493.08;177.93;299.27;599.9
575;G-I Handel, vervoer en horeca;2012 december;2012.29;439.41;481.18;173.32;304.38;614.01
576;G-I Handel, vervoer en horeca;2012 december;2024.18;450.54;481.87;173.64;304.75;613.38
577;G-I Handel, vervoer en horeca;2013 december;2006.38;428.63;466.37;166.47;318.4;606.52
578;G-I Handel, vervoer en horeca;2013 december;1999.37;442.84;469.39;166.87;317.69;602.58
579;G-I Handel, vervoer en horeca;2014 december;2023.16;451.17;472.56;170.43;312.59;616.4
580;G Handel;2008 december;1311.4;336.6;341.8;100.9;162.9;369.1
581;G Handel;2009 december;1279.2;306.7;330.5;102.0;174.6;365.5
582;G Handel;2010 december;1294.2;295.1;316.8;113.8;192.7;375.8
583;G Handel;2011 december;1313.7;283.4;329.2;116.8;192.6;391.7
584;G Handel;2011 december ;1311.46;281.47;330.03;116.78;192.57;390.61
585;G Handel;2012 december;1301.54;271.34;317.9;114.27;196.84;401.19
586;G Handel;2012 december;1309.67;279.86;318.1;114.3;196.91;400.51
587;G Handel;2013 december;1295.68;263.75;306.47;109.09;205.3;399.72
588;G Handel;2013 december;1290.79;272.13;307.79;109.31;204.85;396.7
589;G Handel;2014 december;1304.05;273.72;304.88;110.68;206.47;408.3
590;45 Autohandel en -reparatie;2008 december;123.1;42.0;40.1;11.4;17.5;12.1
591;45 Autohandel en -reparatie;2009 december;118.1;38.4;38.8;10.9;17.4;12.6
592;45 Autohandel en -reparatie;2010 december;119.3;37.5;34.9;12.9;20.9;13.1
593;45 Autohandel en -reparatie;2011 december;121.7;35.9;35.3;13.8;21.3;15.3
594;45 Autohandel en -reparatie;2011 december ;121.8;35.77;35.5;13.85;21.35;15.32
595;45 Autohandel en -reparatie;2012 december;117.21;34.4;34.01;11.26;22.6;14.95
596;45 Autohandel en -reparatie;2012 december;118.23;35.42;33.94;11.26;22.62;14.99
597;45 Autohandel en -reparatie;2013 december;113.53;33.71;31.13;11.52;21.92;14.22
598;45 Autohandel en -reparatie;2013 december;113.33;34.52;31.19;11.51;21.9;14.21
599;45 Autohandel en -reparatie;2014 december;110.11;34.98;30.35;10.95;21.23;12.6
600;46 Groothandel en handelsbemiddeling;2008 december;469.1;115.7;158.4;54.7;85.5;54.8
601;46 Groothandel en handelsbemiddeling;2009 december;457.0;103.5;149.6;55.8;93.5;54.7
602;46 Groothandel en handelsbemiddeling;2010 december;457.5;105.6;141.5;55.1;99.6;55.7
603;46 Groothandel en handelsbemiddeling;2011 december;463.1;101.5;146.5;56.1;100.3;58.7
604;46 Groothandel en handelsbemiddeling;2011 december ;461.64;100.39;146.84;56.12;100.29;58.01
605;46 Groothandel en handelsbemiddeling;2012 december;462.19;98.93;144.39;58.54;99.34;60.99
606;46 Groothandel en handelsbemiddeling;2012 december;467.04;103.54;144.63;58.61;99.45;60.81
607;46 Groothandel en handelsbemiddeling;2013 december;462.82;97.35;142.42;56.21;102.26;58.57
608;46 Groothandel en handelsbemiddeling;2013 december;461.68;102.04;142.8;56.41;101.92;58.51
609;46 Groothandel en handelsbemiddeling;2014 december;458.0;104.0;143.26;58.1;99.91;52.74
610;47 Detailhandel (niet in auto’s);2008 december;719.2;178.9;143.4;34.8;59.9;302.3
611;47 Detailhandel (niet in auto’s);2009 december;704.1;164.9;142.1;35.3;63.6;298.2
612;47 Detailhandel (niet in auto’s);2010 december;717.4;152.0;140.4;45.8;72.2;306.9
613;47 Detailhandel (niet in auto’s);2011 december;728.9;146.0;147.4;46.9;71.0;317.7
614;47 Detailhandel (niet in auto’s);2011 december ;728.02;145.31;147.69;46.81;70.93;317.27
615;47 Detailhandel (niet in auto’s);2012 december;722.14;138.01;139.49;44.47;74.91;325.25
616;47 Detailhandel (niet in auto’s);2012 december;724.39;140.9;139.53;44.43;74.83;324.71
617;47 Detailhandel (niet in auto’s);2013 december;719.33;132.7;132.91;41.36;81.11;326.93
618;47 Detailhandel (niet in auto’s);2013 december;715.78;135.58;133.8;41.39;81.03;323.98
619;47 Detailhandel (niet in auto’s);2014 december;735.94;134.74;131.27;41.62;85.33;342.97
620;H Vervoer en opslag;2008 december;386.5;39.3;80.0;39.2;65.0;162.9
621;H Vervoer en opslag;2009 december;376.4;34.9;72.2;36.2;65.6;167.5
622;H Vervoer en opslag;2010 december;377.0;36.8;69.2;39.2;69.4;162.3
623;H Vervoer en opslag;2011 december;380.2;33.0;67.4;39.6;75.9;164.3
624;H Vervoer en opslag;2011 december ;379.67;32.42;67.55;39.55;75.9;164.24
625;H Vervoer en opslag;2012 december;374.26;30.71;64.56;36.15;75.84;167.01
626;H Vervoer en opslag;2012 december;376.03;31.87;64.66;36.11;76.17;167.23
627;H Vervoer en opslag;2013 december;369.15;29.92;62.42;36.64;76.85;161.58
628;H Vervoer en opslag;2013 december;368.55;31.11;62.47;36.75;76.71;161.51
629;H Vervoer en opslag;2014 december;364.3;31.21;63.14;38.51;72.93;158.52
630;49 Vervoer over land;2008 december;193.5;21.8;56.9;29.2;37.3;48.3
631;49 Vervoer over land;2009 december;186.5;18.7;50.4;26.9;38.3;52.1
632;49 Vervoer over land;2010 december;188.3;19.9;47.4;28.9;43.4;48.6
633;49 Vervoer over land;2011 december;187.7;16.6;45.5;29.3;45.8;50.6
634;49 Vervoer over land;2011 december ;187.4;16.14;45.68;29.21;45.83;50.53
