ID;Geslacht;Onderwijssoort;Diplomasoort;Opleidingsvorm;Perioden;Gediplomeerden_1
244;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2021/'22;41670.0
245;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2022/'23;45590.0
246;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Totaal opleidingsvorm;2023/'24;50090.0
247;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2011/'12;35070.0
248;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2012/'13;32620.0
249;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2013/'14;32440.0
250;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2014/'15;34430.0
251;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2015/'16;34070.0
252;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2016/'17;34800.0
253;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2017/'18;34840.0
254;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2018/'19;36180.0
255;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2019/'20;38030.0
256;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2020/'21;42810.0
257;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2021/'22;41470.0
258;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2022/'23;45380.0
259;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Voltijd;2023/'24;49870.0
260;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2011/'12;810.0
261;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2012/'13;590.0
262;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2013/'14;430.0
263;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2014/'15;380.0
264;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2015/'16;290.0
265;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2016/'17;220.0
266;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2017/'18;260.0
267;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2018/'19;220.0
268;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2019/'20;190.0
269;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2020/'21;250.0
270;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2021/'22;200.0
271;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2022/'23;210.0
272;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Bachelor;Deeltijd;2023/'24;220.0
273;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2011/'12;1180.0
274;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2012/'13;660.0
275;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2013/'14;270.0
276;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2014/'15;130.0
277;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2015/'16;50.0
278;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2016/'17;10.0
279;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2017/'18;0.0
280;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2018/'19;0.0
281;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2019/'20;0.0
282;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2020/'21;0.0
283;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2021/'22;0.0
284;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2022/'23;0.0
285;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Totaal opleidingsvorm;2023/'24;0.0
286;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2011/'12;1170.0
287;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2012/'13;660.0
288;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2013/'14;270.0
289;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2014/'15;130.0
290;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2015/'16;50.0
291;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2016/'17;10.0
292;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2017/'18;0.0
293;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2018/'19;0.0
294;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2019/'20;0.0
295;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2020/'21;0.0
296;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2021/'22;0.0
297;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2022/'23;0.0
298;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Voltijd;2023/'24;0.0
299;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2011/'12;10.0
300;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2012/'13;0.0
301;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2013/'14;0.0
302;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2014/'15;0.0
303;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2015/'16;0.0
304;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2016/'17;0.0
305;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2017/'18;0.0
306;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2018/'19;0.0
307;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2019/'20;0.0
308;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2020/'21;0.0
309;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2021/'22;0.0
310;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2022/'23;0.0
311;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-doctoraal;Deeltijd;2023/'24;0.0
312;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2011/'12;36560.0
313;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2012/'13;32520.0
314;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2013/'14;34320.0
315;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2014/'15;36440.0
316;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2015/'16;37270.0
317;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2016/'17;38360.0
318;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2017/'18;39960.0
319;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2018/'19;41840.0
320;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2019/'20;42640.0
321;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2020/'21;47810.0
322;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2021/'22;47900.0
323;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2022/'23;49730.0
324;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Totaal opleidingsvorm;2023/'24;50660.0
325;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2011/'12;34870.0
326;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2012/'13;31250.0
327;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2013/'14;33150.0
328;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2014/'15;35260.0
329;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2015/'16;36270.0
330;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2016/'17;37370.0
331;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2017/'18;38960.0
332;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2018/'19;40860.0
333;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2019/'20;41710.0
334;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2020/'21;46810.0
335;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2021/'22;46900.0
336;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2022/'23;48790.0
337;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Voltijd;2023/'24;49690.0
338;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2011/'12;1690.0
339;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2012/'13;1260.0
340;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2013/'14;1180.0
341;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2014/'15;1180.0
342;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2015/'16;1000.0
343;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2016/'17;990.0
344;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2017/'18;1000.0
345;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2018/'19;990.0
346;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2019/'20;920.0
347;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2020/'21;1000.0
348;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2021/'22;1000.0
349;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2022/'23;930.0
350;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Wo-master;Deeltijd;2023/'24;980.0
351;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2011/'12;4100.0
352;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2012/'13;4010.0
353;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2013/'14;4070.0
354;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2014/'15;4080.0
355;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2015/'16;4000.0
356;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2016/'17;4030.0
357;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2017/'18;4030.0
358;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2018/'19;3890.0
359;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2019/'20;3700.0
360;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2020/'21;4040.0
361;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2021/'22;3730.0
362;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2022/'23;3750.0
363;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Totaal opleidingsvorm;2023/'24;3790.0
364;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2011/'12;3870.0
365;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2012/'13;3830.0
366;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2013/'14;3920.0
367;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2014/'15;3900.0
368;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2015/'16;3860.0
369;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2016/'17;3920.0
370;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2017/'18;3910.0
371;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2018/'19;3790.0
372;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2019/'20;3600.0
373;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2020/'21;3950.0
374;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2021/'22;3650.0
375;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2022/'23;3660.0
376;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Voltijd;2023/'24;3710.0
377;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2011/'12;230.0
378;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2012/'13;190.0
379;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2013/'14;150.0
380;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2014/'15;180.0
381;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2015/'16;150.0
382;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2016/'17;120.0
383;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2017/'18;110.0
384;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2018/'19;100.0
385;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2019/'20;110.0
386;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2020/'21;80.0
387;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2021/'22;70.0
388;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2022/'23;90.0
389;Totaal mannen en vrouwen;Wetenschappelijk onderwijs;Vervolgopleidingen;Deeltijd;2023/'24;80.0
390;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2011/'12;570.0
391;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2012/'13;640.0
392;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2013/'14;660.0
393;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2014/'15;800.0
394;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2015/'16;740.0
395;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2016/'17;790.0
396;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2017/'18;970.0
397;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2018/'19;1160.0
398;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2019/'20;1520.0
399;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2020/'21;1940.0
400;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2021/'22;2310.0
401;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2022/'23;2470.0
402;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Totaal opleidingsvorm;2023/'24;2910.0
403;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2011/'12;370.0
404;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2012/'13;390.0
405;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2013/'14;410.0
406;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2014/'15;490.0
407;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2015/'16;450.0
408;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2016/'17;460.0
409;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2017/'18;540.0
410;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2018/'19;650.0
411;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2019/'20;1000.0
412;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2020/'21;1220.0
413;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2021/'22;1490.0
414;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2022/'23;1530.0
415;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Voltijd;2023/'24;1870.0
416;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2011/'12;200.0
417;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2012/'13;250.0
418;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2013/'14;250.0
419;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2014/'15;310.0
420;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2015/'16;290.0
421;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2016/'17;330.0
422;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2017/'18;440.0
423;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2018/'19;510.0
424;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2019/'20;520.0
425;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2020/'21;720.0
426;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2021/'22;820.0
427;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2022/'23;950.0
428;Mannen;Hoger beroepsonderwijs;Hbo-associate degree;Deeltijd;2023/'24;1040.0
429;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2011/'12;27780.0
430;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2012/'13;24810.0
431;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2013/'14;25620.0
432;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2014/'15;27810.0
433;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2015/'16;28470.0
434;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2016/'17;29330.0
435;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2017/'18;30040.0
436;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2018/'19;29530.0
437;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2019/'20;29360.0
438;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2020/'21;31150.0
439;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2021/'22;28240.0
440;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2022/'23;29320.0
441;Mannen;Hoger beroepsonderwijs;Bachelor;Totaal opleidingsvorm;2023/'24;30180.0
442;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2011/'12;23890.0
443;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2012/'13;21660.0
444;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2013/'14;22650.0
445;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2014/'15;25040.0
446;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2015/'16;25900.0
447;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2016/'17;27000.0
448;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2017/'18;27610.0
449;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2018/'19;27380.0
450;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2019/'20;27110.0
451;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2020/'21;28680.0
452;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2021/'22;26150.0
453;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2022/'23;27030.0
454;Mannen;Hoger beroepsonderwijs;Bachelor;Voltijd;2023/'24;27820.0
455;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2011/'12;3890.0
456;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2012/'13;3150.0
457;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2013/'14;2970.0
458;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2014/'15;2770.0
459;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2015/'16;2570.0
460;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2016/'17;2330.0
461;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2017/'18;2430.0
462;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2018/'19;2150.0
463;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2019/'20;2250.0
464;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2020/'21;2470.0
465;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2021/'22;2100.0
466;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2022/'23;2290.0
467;Mannen;Hoger beroepsonderwijs;Bachelor;Deeltijd;2023/'24;2360.0
468;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2011/'12;
469;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2012/'13;
470;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2013/'14;
471;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2014/'15;
472;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2015/'16;
473;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2016/'17;
474;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2017/'18;
475;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2018/'19;
476;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2019/'20;
477;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2020/'21;
478;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2021/'22;
479;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2022/'23;
480;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Totaal opleidingsvorm;2023/'24;
481;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2011/'12;
482;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2012/'13;
483;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2013/'14;
484;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2014/'15;
485;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2015/'16;
486;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2016/'17;
487;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2017/'18;
488;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2018/'19;
489;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2019/'20;
490;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2020/'21;
491;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2021/'22;
492;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2022/'23;
493;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Voltijd;2023/'24;
494;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2011/'12;
495;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2012/'13;
496;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2013/'14;
497;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2014/'15;
498;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2015/'16;
499;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2016/'17;
500;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2017/'18;
501;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2018/'19;
502;Mannen;Hoger beroepsonderwijs;Wo-doctoraal;Deeltijd;2019/'20;
