ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsinkomsten_1
892;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2015;9721
893;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2016 1e kwartaal;2564
894;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2016 2e kwartaal;2577
895;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2016 3e kwartaal;2115
896;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2016 4e kwartaal;2885
897;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2016;10141
898;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2017 1e kwartaal;2759
899;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2017 2e kwartaal;2753
900;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2017 3e kwartaal;2279
901;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2017 4e kwartaal;3071
902;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2017;10862
903;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2018 1e kwartaal;2762
904;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2018 2e kwartaal;2738
905;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2018 3e kwartaal;2395
906;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2018 4e kwartaal;2960
907;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2018;10855
908;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2019 1e kwartaal;2652
909;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2019 2e kwartaal;2880
910;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2019 3e kwartaal;2649
911;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2019 4e kwartaal;2909
912;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2019;11090
913;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2020 1e kwartaal;2884
914;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2020 2e kwartaal;3216
915;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2020 3e kwartaal;2897
916;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2020 4e kwartaal;3190
917;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2020;12187
918;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2021 1e kwartaal;3084
919;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2021 2e kwartaal;3388
920;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2021 3e kwartaal;3181
921;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2021 4e kwartaal;3305
922;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2021;12958
923;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2022 1e kwartaal;3156
924;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2022 2e kwartaal;3264
925;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2022 3e kwartaal;2937
926;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2022 4e kwartaal;3350
927;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2022;12707
928;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2023 1e kwartaal;3164
929;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2023 2e kwartaal;3294
930;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2023 3rd kwartaal;3109
931;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2023 4e kwartaal;3430
932;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2023;12997
933;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2024 1e kwartaal;3188
934;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2024 2e kwartaal;3360
935;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2024 3e kwartaal;3261
936;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2024 4e kwartaal;3545
937;Totaal overheidsinkomsten;Gemeenschappelijke regelingen;2024;13354
938;Totaal overheidsinkomsten;Provincies;1995;3641
939;Totaal overheidsinkomsten;Provincies;1996;3678
940;Totaal overheidsinkomsten;Provincies;1997;2559
941;Totaal overheidsinkomsten;Provincies;1998;2735
942;Totaal overheidsinkomsten;Provincies;1999 1e kwartaal;875
943;Totaal overheidsinkomsten;Provincies;1999 2e kwartaal;583
944;Totaal overheidsinkomsten;Provincies;1999 3e kwartaal;838
945;Totaal overheidsinkomsten;Provincies;1999 4e kwartaal;798
946;Totaal overheidsinkomsten;Provincies;1999;3094
947;Totaal overheidsinkomsten;Provincies;2000 1e kwartaal;836
948;Totaal overheidsinkomsten;Provincies;2000 2e kwartaal;825
949;Totaal overheidsinkomsten;Provincies;2000 3e kwartaal;839
950;Totaal overheidsinkomsten;Provincies;2000 4e kwartaal;841
951;Totaal overheidsinkomsten;Provincies;2000;3341
952;Totaal overheidsinkomsten;Provincies;2001 1e kwartaal;965
953;Totaal overheidsinkomsten;Provincies;2001 2e kwartaal;1000
954;Totaal overheidsinkomsten;Provincies;2001 3e kwartaal;955
955;Totaal overheidsinkomsten;Provincies;2001 4e kwartaal;987
956;Totaal overheidsinkomsten;Provincies;2001;3907
957;Totaal overheidsinkomsten;Provincies;2002 1e kwartaal;1020
958;Totaal overheidsinkomsten;Provincies;2002 2e kwartaal;1047
959;Totaal overheidsinkomsten;Provincies;2002 3e kwartaal;1002
960;Totaal overheidsinkomsten;Provincies;2002 4e kwartaal;1017
961;Totaal overheidsinkomsten;Provincies;2002;4086
962;Totaal overheidsinkomsten;Provincies;2003 1e kwartaal;1107
963;Totaal overheidsinkomsten;Provincies;2003 2e kwartaal;1123
964;Totaal overheidsinkomsten;Provincies;2003 3e kwartaal;1083
965;Totaal overheidsinkomsten;Provincies;2003 4e kwartaal;1063
966;Totaal overheidsinkomsten;Provincies;2003;4376
967;Totaal overheidsinkomsten;Provincies;2004 1e kwartaal;1232
968;Totaal overheidsinkomsten;Provincies;2004 2e kwartaal;1212
969;Totaal overheidsinkomsten;Provincies;2004 3e kwartaal;1135
970;Totaal overheidsinkomsten;Provincies;2004 4e kwartaal;1132
971;Totaal overheidsinkomsten;Provincies;2004;4711
972;Totaal overheidsinkomsten;Provincies;2005 1e kwartaal;1289
973;Totaal overheidsinkomsten;Provincies;2005 2e kwartaal;1259
974;Totaal overheidsinkomsten;Provincies;2005 3e kwartaal;1279
975;Totaal overheidsinkomsten;Provincies;2005 4e kwartaal;1271
976;Totaal overheidsinkomsten;Provincies;2005;5098
977;Totaal overheidsinkomsten;Provincies;2006 1e kwartaal;1385
978;Totaal overheidsinkomsten;Provincies;2006 2e kwartaal;1364
979;Totaal overheidsinkomsten;Provincies;2006 3e kwartaal;1382
980;Totaal overheidsinkomsten;Provincies;2006 4e kwartaal;1381
981;Totaal overheidsinkomsten;Provincies;2006;5512
982;Totaal overheidsinkomsten;Provincies;2007 1e kwartaal;1589
983;Totaal overheidsinkomsten;Provincies;2007 2e kwartaal;1566
984;Totaal overheidsinkomsten;Provincies;2007 3e kwartaal;1586
985;Totaal overheidsinkomsten;Provincies;2007 4e kwartaal;1578
986;Totaal overheidsinkomsten;Provincies;2007;6319
987;Totaal overheidsinkomsten;Provincies;2008 1e kwartaal;1676
988;Totaal overheidsinkomsten;Provincies;2008 2e kwartaal;1778
989;Totaal overheidsinkomsten;Provincies;2008 3e kwartaal;1533
990;Totaal overheidsinkomsten;Provincies;2008 4e kwartaal;1872
991;Totaal overheidsinkomsten;Provincies;2008;6859
992;Totaal overheidsinkomsten;Provincies;2009 1e kwartaal;1643
993;Totaal overheidsinkomsten;Provincies;2009 2e kwartaal;2073
994;Totaal overheidsinkomsten;Provincies;2009 3e kwartaal;2631
995;Totaal overheidsinkomsten;Provincies;2009 4e kwartaal;1804
996;Totaal overheidsinkomsten;Provincies;2009;8151
997;Totaal overheidsinkomsten;Provincies;2010 1e kwartaal;1721
998;Totaal overheidsinkomsten;Provincies;2010 2e kwartaal;1983
999;Totaal overheidsinkomsten;Provincies;2010 3e kwartaal;1617
1000;Totaal overheidsinkomsten;Provincies;2010 4e kwartaal;2097
1001;Totaal overheidsinkomsten;Provincies;2010;7418
1002;Totaal overheidsinkomsten;Provincies;2011 1e kwartaal;1753
1003;Totaal overheidsinkomsten;Provincies;2011 2e kwartaal;2108
1004;Totaal overheidsinkomsten;Provincies;2011 3e kwartaal;1648
1005;Totaal overheidsinkomsten;Provincies;2011 4e kwartaal;2112
1006;Totaal overheidsinkomsten;Provincies;2011;7621
1007;Totaal overheidsinkomsten;Provincies;2012 1e kwartaal;1840
1008;Totaal overheidsinkomsten;Provincies;2012 2e kwartaal;2135
1009;Totaal overheidsinkomsten;Provincies;2012 3e kwartaal;1585
1010;Totaal overheidsinkomsten;Provincies;2012 4e kwartaal;1982
1011;Totaal overheidsinkomsten;Provincies;2012;7542
1012;Totaal overheidsinkomsten;Provincies;2013 1e kwartaal;1646
1013;Totaal overheidsinkomsten;Provincies;2013 2e kwartaal;1991
1014;Totaal overheidsinkomsten;Provincies;2013 3e kwartaal;1693
1015;Totaal overheidsinkomsten;Provincies;2013 4e kwartaal;1800
1016;Totaal overheidsinkomsten;Provincies;2013;7130
1017;Totaal overheidsinkomsten;Provincies;2014 1e kwartaal;1676
1018;Totaal overheidsinkomsten;Provincies;2014 2e kwartaal;1896
1019;Totaal overheidsinkomsten;Provincies;2014 3e kwartaal;1750
1020;Totaal overheidsinkomsten;Provincies;2014 4e kwartaal;1952
1021;Totaal overheidsinkomsten;Provincies;2014;7274
1022;Totaal overheidsinkomsten;Provincies;2015 1e kwartaal;1500
1023;Totaal overheidsinkomsten;Provincies;2015 2e kwartaal;1937
1024;Totaal overheidsinkomsten;Provincies;2015 3e kwartaal;1718
1025;Totaal overheidsinkomsten;Provincies;2015 4e kwartaal;2063
1026;Totaal overheidsinkomsten;Provincies;2015;7218
1027;Totaal overheidsinkomsten;Provincies;2016 1e kwartaal;1685
1028;Totaal overheidsinkomsten;Provincies;2016 2e kwartaal;1684
1029;Totaal overheidsinkomsten;Provincies;2016 3e kwartaal;1677
1030;Totaal overheidsinkomsten;Provincies;2016 4e kwartaal;1698
1031;Totaal overheidsinkomsten;Provincies;2016;6744
1032;Totaal overheidsinkomsten;Provincies;2017 1e kwartaal;1586
1033;Totaal overheidsinkomsten;Provincies;2017 2e kwartaal;1616
1034;Totaal overheidsinkomsten;Provincies;2017 3e kwartaal;1566
1035;Totaal overheidsinkomsten;Provincies;2017 4e kwartaal;1613
1036;Totaal overheidsinkomsten;Provincies;2017;6381
1037;Totaal overheidsinkomsten;Provincies;2018 1e kwartaal;1409
1038;Totaal overheidsinkomsten;Provincies;2018 2e kwartaal;1614
1039;Totaal overheidsinkomsten;Provincies;2018 3e kwartaal;1364
1040;Totaal overheidsinkomsten;Provincies;2018 4e kwartaal;1724
1041;Totaal overheidsinkomsten;Provincies;2018;6111
1042;Totaal overheidsinkomsten;Provincies;2019 1e kwartaal;1407
1043;Totaal overheidsinkomsten;Provincies;2019 2e kwartaal;1575
1044;Totaal overheidsinkomsten;Provincies;2019 3e kwartaal;1502
1045;Totaal overheidsinkomsten;Provincies;2019 4e kwartaal;1522
1046;Totaal overheidsinkomsten;Provincies;2019;6006
1047;Totaal overheidsinkomsten;Provincies;2020 1e kwartaal;1485
1048;Totaal overheidsinkomsten;Provincies;2020 2e kwartaal;1645
1049;Totaal overheidsinkomsten;Provincies;2020 3e kwartaal;1506
1050;Totaal overheidsinkomsten;Provincies;2020 4e kwartaal;1448
1051;Totaal overheidsinkomsten;Provincies;2020;6084
1052;Totaal overheidsinkomsten;Provincies;2021 1e kwartaal;1422
1053;Totaal overheidsinkomsten;Provincies;2021 2e kwartaal;1615
1054;Totaal overheidsinkomsten;Provincies;2021 3e kwartaal;1626
1055;Totaal overheidsinkomsten;Provincies;2021 4e kwartaal;1517
1056;Totaal overheidsinkomsten;Provincies;2021;6180
1057;Totaal overheidsinkomsten;Provincies;2022 1e kwartaal;1498
1058;Totaal overheidsinkomsten;Provincies;2022 2e kwartaal;1795
1059;Totaal overheidsinkomsten;Provincies;2022 3e kwartaal;1710
1060;Totaal overheidsinkomsten;Provincies;2022 4e kwartaal;1713
1061;Totaal overheidsinkomsten;Provincies;2022;6716
1062;Totaal overheidsinkomsten;Provincies;2023 1e kwartaal;1880
1063;Totaal overheidsinkomsten;Provincies;2023 2e kwartaal;2079
1064;Totaal overheidsinkomsten;Provincies;2023 3rd kwartaal;1680
1065;Totaal overheidsinkomsten;Provincies;2023 4e kwartaal;1387
1066;Totaal overheidsinkomsten;Provincies;2023;7026
1067;Totaal overheidsinkomsten;Provincies;2024 1e kwartaal;1687
1068;Totaal overheidsinkomsten;Provincies;2024 2e kwartaal;1947
1069;Totaal overheidsinkomsten;Provincies;2024 3e kwartaal;1691
1070;Totaal overheidsinkomsten;Provincies;2024 4e kwartaal;3141
1071;Totaal overheidsinkomsten;Provincies;2024;8466
1072;Totaal overheidsinkomsten;Waterschappen;1995;1497
1073;Totaal overheidsinkomsten;Waterschappen;1996;1635
1074;Totaal overheidsinkomsten;Waterschappen;1997;1687
1075;Totaal overheidsinkomsten;Waterschappen;1998;1718
1076;Totaal overheidsinkomsten;Waterschappen;1999 1e kwartaal;488
1077;Totaal overheidsinkomsten;Waterschappen;1999 2e kwartaal;450
1078;Totaal overheidsinkomsten;Waterschappen;1999 3e kwartaal;485
1079;Totaal overheidsinkomsten;Waterschappen;1999 4e kwartaal;462
1080;Totaal overheidsinkomsten;Waterschappen;1999;1885
1081;Totaal overheidsinkomsten;Waterschappen;2000 1e kwartaal;512
1082;Totaal overheidsinkomsten;Waterschappen;2000 2e kwartaal;491
1083;Totaal overheidsinkomsten;Waterschappen;2000 3e kwartaal;518
1084;Totaal overheidsinkomsten;Waterschappen;2000 4e kwartaal;494
1085;Totaal overheidsinkomsten;Waterschappen;2000;2015
1086;Totaal overheidsinkomsten;Waterschappen;2001 1e kwartaal;539
1087;Totaal overheidsinkomsten;Waterschappen;2001 2e kwartaal;519
1088;Totaal overheidsinkomsten;Waterschappen;2001 3e kwartaal;531
1089;Totaal overheidsinkomsten;Waterschappen;2001 4e kwartaal;520
1090;Totaal overheidsinkomsten;Waterschappen;2001;2109
1091;Totaal overheidsinkomsten;Waterschappen;2002 1e kwartaal;566
1092;Totaal overheidsinkomsten;Waterschappen;2002 2e kwartaal;553
1093;Totaal overheidsinkomsten;Waterschappen;2002 3e kwartaal;562
1094;Totaal overheidsinkomsten;Waterschappen;2002 4e kwartaal;559
1095;Totaal overheidsinkomsten;Waterschappen;2002;2240
1096;Totaal overheidsinkomsten;Waterschappen;2003 1e kwartaal;573
1097;Totaal overheidsinkomsten;Waterschappen;2003 2e kwartaal;555
1098;Totaal overheidsinkomsten;Waterschappen;2003 3e kwartaal;570
1099;Totaal overheidsinkomsten;Waterschappen;2003 4e kwartaal;562
1100;Totaal overheidsinkomsten;Waterschappen;2003;2260
1101;Totaal overheidsinkomsten;Waterschappen;2004 1e kwartaal;608
1102;Totaal overheidsinkomsten;Waterschappen;2004 2e kwartaal;586
1103;Totaal overheidsinkomsten;Waterschappen;2004 3e kwartaal;600
1104;Totaal overheidsinkomsten;Waterschappen;2004 4e kwartaal;592
1105;Totaal overheidsinkomsten;Waterschappen;2004;2386
1106;Totaal overheidsinkomsten;Waterschappen;2005 1e kwartaal;619
1107;Totaal overheidsinkomsten;Waterschappen;2005 2e kwartaal;604
1108;Totaal overheidsinkomsten;Waterschappen;2005 3e kwartaal;617
1109;Totaal overheidsinkomsten;Waterschappen;2005 4e kwartaal;613
1110;Totaal overheidsinkomsten;Waterschappen;2005;2453
1111;Totaal overheidsinkomsten;Waterschappen;2006 1e kwartaal;670
1112;Totaal overheidsinkomsten;Waterschappen;2006 2e kwartaal;653
1113;Totaal overheidsinkomsten;Waterschappen;2006 3e kwartaal;662
1114;Totaal overheidsinkomsten;Waterschappen;2006 4e kwartaal;658
1115;Totaal overheidsinkomsten;Waterschappen;2006;2643
1116;Totaal overheidsinkomsten;Waterschappen;2007 1e kwartaal;674
1117;Totaal overheidsinkomsten;Waterschappen;2007 2e kwartaal;652
1118;Totaal overheidsinkomsten;Waterschappen;2007 3e kwartaal;669
1119;Totaal overheidsinkomsten;Waterschappen;2007 4e kwartaal;664
1120;Totaal overheidsinkomsten;Waterschappen;2007;2659
1121;Totaal overheidsinkomsten;Waterschappen;2008 1e kwartaal;690
1122;Totaal overheidsinkomsten;Waterschappen;2008 2e kwartaal;681
1123;Totaal overheidsinkomsten;Waterschappen;2008 3e kwartaal;732
1124;Totaal overheidsinkomsten;Waterschappen;2008 4e kwartaal;621
1125;Totaal overheidsinkomsten;Waterschappen;2008;2724
1126;Totaal overheidsinkomsten;Waterschappen;2009 1e kwartaal;729
1127;Totaal overheidsinkomsten;Waterschappen;2009 2e kwartaal;722
1128;Totaal overheidsinkomsten;Waterschappen;2009 3e kwartaal;733
1129;Totaal overheidsinkomsten;Waterschappen;2009 4e kwartaal;748
1130;Totaal overheidsinkomsten;Waterschappen;2009;2932
1131;Totaal overheidsinkomsten;Waterschappen;2010 1e kwartaal;725
1132;Totaal overheidsinkomsten;Waterschappen;2010 2e kwartaal;762
1133;Totaal overheidsinkomsten;Waterschappen;2010 3e kwartaal;752
1134;Totaal overheidsinkomsten;Waterschappen;2010 4e kwartaal;737
1135;Totaal overheidsinkomsten;Waterschappen;2010;2976
1136;Totaal overheidsinkomsten;Waterschappen;2011 1e kwartaal;704
1137;Totaal overheidsinkomsten;Waterschappen;2011 2e kwartaal;738
1138;Totaal overheidsinkomsten;Waterschappen;2011 3e kwartaal;735
1139;Totaal overheidsinkomsten;Waterschappen;2011 4e kwartaal;712
1140;Totaal overheidsinkomsten;Waterschappen;2011;2889
1141;Totaal overheidsinkomsten;Waterschappen;2012 1e kwartaal;735
1142;Totaal overheidsinkomsten;Waterschappen;2012 2e kwartaal;737
1143;Totaal overheidsinkomsten;Waterschappen;2012 3e kwartaal;717
1144;Totaal overheidsinkomsten;Waterschappen;2012 4e kwartaal;713
1145;Totaal overheidsinkomsten;Waterschappen;2012;2902
1146;Totaal overheidsinkomsten;Waterschappen;2013 1e kwartaal;774
1147;Totaal overheidsinkomsten;Waterschappen;2013 2e kwartaal;762
1148;Totaal overheidsinkomsten;Waterschappen;2013 3e kwartaal;792
1149;Totaal overheidsinkomsten;Waterschappen;2013 4e kwartaal;748
1150;Totaal overheidsinkomsten;Waterschappen;2013;3076
1151;Totaal overheidsinkomsten;Waterschappen;2014 1e kwartaal;778
1152;Totaal overheidsinkomsten;Waterschappen;2014 2e kwartaal;823
1153;Totaal overheidsinkomsten;Waterschappen;2014 3e kwartaal;852
1154;Totaal overheidsinkomsten;Waterschappen;2014 4e kwartaal;887
1155;Totaal overheidsinkomsten;Waterschappen;2014;3340
1156;Totaal overheidsinkomsten;Waterschappen;2015 1e kwartaal;849
1157;Totaal overheidsinkomsten;Waterschappen;2015 2e kwartaal;868
1158;Totaal overheidsinkomsten;Waterschappen;2015 3e kwartaal;851
1159;Totaal overheidsinkomsten;Waterschappen;2015 4e kwartaal;849
1160;Totaal overheidsinkomsten;Waterschappen;2015;3417
1161;Totaal overheidsinkomsten;Waterschappen;2016 1e kwartaal;834
1162;Totaal overheidsinkomsten;Waterschappen;2016 2e kwartaal;834
1163;Totaal overheidsinkomsten;Waterschappen;2016 3e kwartaal;830
1164;Totaal overheidsinkomsten;Waterschappen;2016 4e kwartaal;836
1165;Totaal overheidsinkomsten;Waterschappen;2016;3334
1166;Totaal overheidsinkomsten;Waterschappen;2017 1e kwartaal;817
1167;Totaal overheidsinkomsten;Waterschappen;2017 2e kwartaal;849
1168;Totaal overheidsinkomsten;Waterschappen;2017 3e kwartaal;820
1169;Totaal overheidsinkomsten;Waterschappen;2017 4e kwartaal;848
1170;Totaal overheidsinkomsten;Waterschappen;2017;3334
1171;Totaal overheidsinkomsten;Waterschappen;2018 1e kwartaal;809
1172;Totaal overheidsinkomsten;Waterschappen;2018 2e kwartaal;813
1173;Totaal overheidsinkomsten;Waterschappen;2018 3e kwartaal;800
1174;Totaal overheidsinkomsten;Waterschappen;2018 4e kwartaal;1070
1175;Totaal overheidsinkomsten;Waterschappen;2018;3492
1176;Totaal overheidsinkomsten;Waterschappen;2019 1e kwartaal;859
1177;Totaal overheidsinkomsten;Waterschappen;2019 2e kwartaal;898
1178;Totaal overheidsinkomsten;Waterschappen;2019 3e kwartaal;893
1179;Totaal overheidsinkomsten;Waterschappen;2019 4e kwartaal;923
1180;Totaal overheidsinkomsten;Waterschappen;2019;3573
1181;Totaal overheidsinkomsten;Waterschappen;2020 1e kwartaal;915
1182;Totaal overheidsinkomsten;Waterschappen;2020 2e kwartaal;902
1183;Totaal overheidsinkomsten;Waterschappen;2020 3e kwartaal;924
1184;Totaal overheidsinkomsten;Waterschappen;2020 4e kwartaal;981
1185;Totaal overheidsinkomsten;Waterschappen;2020;3722
1186;Totaal overheidsinkomsten;Waterschappen;2021 1e kwartaal;882
1187;Totaal overheidsinkomsten;Waterschappen;2021 2e kwartaal;948
1188;Totaal overheidsinkomsten;Waterschappen;2021 3e kwartaal;915
1189;Totaal overheidsinkomsten;Waterschappen;2021 4e kwartaal;1193
1190;Totaal overheidsinkomsten;Waterschappen;2021;3938
1191;Totaal overheidsinkomsten;Waterschappen;2022 1e kwartaal;952
1192;Totaal overheidsinkomsten;Waterschappen;2022 2e kwartaal;1069
1193;Totaal overheidsinkomsten;Waterschappen;2022 3e kwartaal;971
1194;Totaal overheidsinkomsten;Waterschappen;2022 4e kwartaal;1139
1195;Totaal overheidsinkomsten;Waterschappen;2022;4131
1196;Totaal overheidsinkomsten;Waterschappen;2023 1e kwartaal;997
1197;Totaal overheidsinkomsten;Waterschappen;2023 2e kwartaal;1111
1198;Totaal overheidsinkomsten;Waterschappen;2023 3rd kwartaal;1090
1199;Totaal overheidsinkomsten;Waterschappen;2023 4e kwartaal;1248
1200;Totaal overheidsinkomsten;Waterschappen;2023;4446
1201;Totaal overheidsinkomsten;Waterschappen;2024 1e kwartaal;1148
1202;Totaal overheidsinkomsten;Waterschappen;2024 2e kwartaal;1256
1203;Totaal overheidsinkomsten;Waterschappen;2024 3e kwartaal;1269
1204;Totaal overheidsinkomsten;Waterschappen;2024 4e kwartaal;1277
1205;Totaal overheidsinkomsten;Waterschappen;2024;4950
1206;Totaal overheidsinkomsten;Overige lokale overheden;1995;17879
1207;Totaal overheidsinkomsten;Overige lokale overheden;1996;18418
1208;Totaal overheidsinkomsten;Overige lokale overheden;1997;19521
1209;Totaal overheidsinkomsten;Overige lokale overheden;1998;20284
1210;Totaal overheidsinkomsten;Overige lokale overheden;1999 1e kwartaal;5708
1211;Totaal overheidsinkomsten;Overige lokale overheden;1999 2e kwartaal;4034
1212;Totaal overheidsinkomsten;Overige lokale overheden;1999 3e kwartaal;5480
1213;Totaal overheidsinkomsten;Overige lokale overheden;1999 4e kwartaal;6074
1214;Totaal overheidsinkomsten;Overige lokale overheden;1999;21296
1215;Totaal overheidsinkomsten;Overige lokale overheden;2000 1e kwartaal;5178
1216;Totaal overheidsinkomsten;Overige lokale overheden;2000 2e kwartaal;6052
1217;Totaal overheidsinkomsten;Overige lokale overheden;2000 3e kwartaal;5144
1218;Totaal overheidsinkomsten;Overige lokale overheden;2000 4e kwartaal;6150
1219;Totaal overheidsinkomsten;Overige lokale overheden;2000;22524
1220;Totaal overheidsinkomsten;Overige lokale overheden;2001 1e kwartaal;5693
1221;Totaal overheidsinkomsten;Overige lokale overheden;2001 2e kwartaal;6295
1222;Totaal overheidsinkomsten;Overige lokale overheden;2001 3e kwartaal;5642
1223;Totaal overheidsinkomsten;Overige lokale overheden;2001 4e kwartaal;6133
1224;Totaal overheidsinkomsten;Overige lokale overheden;2001;23763
1225;Totaal overheidsinkomsten;Overige lokale overheden;2002 1e kwartaal;6142
1226;Totaal overheidsinkomsten;Overige lokale overheden;2002 2e kwartaal;6766
1227;Totaal overheidsinkomsten;Overige lokale overheden;2002 3e kwartaal;6078
1228;Totaal overheidsinkomsten;Overige lokale overheden;2002 4e kwartaal;6324
1229;Totaal overheidsinkomsten;Overige lokale overheden;2002;25310
1230;Totaal overheidsinkomsten;Overige lokale overheden;2003 1e kwartaal;6728
1231;Totaal overheidsinkomsten;Overige lokale overheden;2003 2e kwartaal;7224
1232;Totaal overheidsinkomsten;Overige lokale overheden;2003 3e kwartaal;6580
1233;Totaal overheidsinkomsten;Overige lokale overheden;2003 4e kwartaal;6432
1234;Totaal overheidsinkomsten;Overige lokale overheden;2003;26964
1235;Totaal overheidsinkomsten;Overige lokale overheden;2004 1e kwartaal;7489
1236;Totaal overheidsinkomsten;Overige lokale overheden;2004 2e kwartaal;7643
1237;Totaal overheidsinkomsten;Overige lokale overheden;2004 3e kwartaal;6597
1238;Totaal overheidsinkomsten;Overige lokale overheden;2004 4e kwartaal;6699
1239;Totaal overheidsinkomsten;Overige lokale overheden;2004;28428
1240;Totaal overheidsinkomsten;Overige lokale overheden;2005 1e kwartaal;7314
1241;Totaal overheidsinkomsten;Overige lokale overheden;2005 2e kwartaal;7344
1242;Totaal overheidsinkomsten;Overige lokale overheden;2005 3e kwartaal;7299
1243;Totaal overheidsinkomsten;Overige lokale overheden;2005 4e kwartaal;7393
1244;Totaal overheidsinkomsten;Overige lokale overheden;2005;29350
1245;Totaal overheidsinkomsten;Overige lokale overheden;2006 1e kwartaal;7564
1246;Totaal overheidsinkomsten;Overige lokale overheden;2006 2e kwartaal;7588
1247;Totaal overheidsinkomsten;Overige lokale overheden;2006 3e kwartaal;7555
1248;Totaal overheidsinkomsten;Overige lokale overheden;2006 4e kwartaal;7609
1249;Totaal overheidsinkomsten;Overige lokale overheden;2006;30316
1250;Totaal overheidsinkomsten;Overige lokale overheden;2007 1e kwartaal;8037
1251;Totaal overheidsinkomsten;Overige lokale overheden;2007 2e kwartaal;8054
1252;Totaal overheidsinkomsten;Overige lokale overheden;2007 3e kwartaal;8036
1253;Totaal overheidsinkomsten;Overige lokale overheden;2007 4e kwartaal;8125
1254;Totaal overheidsinkomsten;Overige lokale overheden;2007;32252
1255;Totaal overheidsinkomsten;Overige lokale overheden;2008 1e kwartaal;8143
1256;Totaal overheidsinkomsten;Overige lokale overheden;2008 2e kwartaal;9348
1257;Totaal overheidsinkomsten;Overige lokale overheden;2008 3e kwartaal;7885
1258;Totaal overheidsinkomsten;Overige lokale overheden;2008 4e kwartaal;8992
1259;Totaal overheidsinkomsten;Overige lokale overheden;2008;34368
1260;Totaal overheidsinkomsten;Overige lokale overheden;2009 1e kwartaal;8779
1261;Totaal overheidsinkomsten;Overige lokale overheden;2009 2e kwartaal;9978
1262;Totaal overheidsinkomsten;Overige lokale overheden;2009 3e kwartaal;8823
1263;Totaal overheidsinkomsten;Overige lokale overheden;2009 4e kwartaal;8550
1264;Totaal overheidsinkomsten;Overige lokale overheden;2009;36130
1265;Totaal overheidsinkomsten;Overige lokale overheden;2010 1e kwartaal;9519
1266;Totaal overheidsinkomsten;Overige lokale overheden;2010 2e kwartaal;10147
1267;Totaal overheidsinkomsten;Overige lokale overheden;2010 3e kwartaal;8513
1268;Totaal overheidsinkomsten;Overige lokale overheden;2010 4e kwartaal;8608
1269;Totaal overheidsinkomsten;Overige lokale overheden;2010;36787
1270;Totaal overheidsinkomsten;Overige lokale overheden;2011 1e kwartaal;9733
1271;Totaal overheidsinkomsten;Overige lokale overheden;2011 2e kwartaal;10463
1272;Totaal overheidsinkomsten;Overige lokale overheden;2011 3e kwartaal;8862
1273;Totaal overheidsinkomsten;Overige lokale overheden;2011 4e kwartaal;8255
1274;Totaal overheidsinkomsten;Overige lokale overheden;2011;37313
