ID;Transacties;InstitutioneleSectoren;Perioden;Overheidsinkomsten_1
392;Totaal overheidsinkomsten;Rijksoverheid;2023 1e kwartaal;72717
393;Totaal overheidsinkomsten;Rijksoverheid;2023 2e kwartaal;69186
394;Totaal overheidsinkomsten;Rijksoverheid;2023 3rd kwartaal;67060
395;Totaal overheidsinkomsten;Rijksoverheid;2023 4e kwartaal;75242
396;Totaal overheidsinkomsten;Rijksoverheid;2023;284205
397;Totaal overheidsinkomsten;Rijksoverheid;2024 1e kwartaal;75729
398;Totaal overheidsinkomsten;Rijksoverheid;2024 2e kwartaal;78061
399;Totaal overheidsinkomsten;Rijksoverheid;2024 3e kwartaal;75059
400;Totaal overheidsinkomsten;Rijksoverheid;2024 4e kwartaal;76034
401;Totaal overheidsinkomsten;Rijksoverheid;2024;304883
402;Totaal overheidsinkomsten;Overige centrale overheid;1995;10338
403;Totaal overheidsinkomsten;Overige centrale overheid;1996;11042
404;Totaal overheidsinkomsten;Overige centrale overheid;1997;11264
405;Totaal overheidsinkomsten;Overige centrale overheid;1998;12130
406;Totaal overheidsinkomsten;Overige centrale overheid;1999 1e kwartaal;3930
407;Totaal overheidsinkomsten;Overige centrale overheid;1999 2e kwartaal;2815
408;Totaal overheidsinkomsten;Overige centrale overheid;1999 3e kwartaal;3562
409;Totaal overheidsinkomsten;Overige centrale overheid;1999 4e kwartaal;3507
410;Totaal overheidsinkomsten;Overige centrale overheid;1999;13814
411;Totaal overheidsinkomsten;Overige centrale overheid;2000 1e kwartaal;3744
412;Totaal overheidsinkomsten;Overige centrale overheid;2000 2e kwartaal;3503
413;Totaal overheidsinkomsten;Overige centrale overheid;2000 3e kwartaal;3585
414;Totaal overheidsinkomsten;Overige centrale overheid;2000 4e kwartaal;3503
415;Totaal overheidsinkomsten;Overige centrale overheid;2000;14335
416;Totaal overheidsinkomsten;Overige centrale overheid;2001 1e kwartaal;3817
417;Totaal overheidsinkomsten;Overige centrale overheid;2001 2e kwartaal;4059
418;Totaal overheidsinkomsten;Overige centrale overheid;2001 3e kwartaal;3697
419;Totaal overheidsinkomsten;Overige centrale overheid;2001 4e kwartaal;4009
420;Totaal overheidsinkomsten;Overige centrale overheid;2001;15582
421;Totaal overheidsinkomsten;Overige centrale overheid;2002 1e kwartaal;3943
422;Totaal overheidsinkomsten;Overige centrale overheid;2002 2e kwartaal;4331
423;Totaal overheidsinkomsten;Overige centrale overheid;2002 3e kwartaal;3942
424;Totaal overheidsinkomsten;Overige centrale overheid;2002 4e kwartaal;4069
425;Totaal overheidsinkomsten;Overige centrale overheid;2002;16285
426;Totaal overheidsinkomsten;Overige centrale overheid;2003 1e kwartaal;4121
427;Totaal overheidsinkomsten;Overige centrale overheid;2003 2e kwartaal;4255
428;Totaal overheidsinkomsten;Overige centrale overheid;2003 3e kwartaal;3813
429;Totaal overheidsinkomsten;Overige centrale overheid;2003 4e kwartaal;4288
430;Totaal overheidsinkomsten;Overige centrale overheid;2003;16477
431;Totaal overheidsinkomsten;Overige centrale overheid;2004 1e kwartaal;4107
432;Totaal overheidsinkomsten;Overige centrale overheid;2004 2e kwartaal;4436
433;Totaal overheidsinkomsten;Overige centrale overheid;2004 3e kwartaal;3954
434;Totaal overheidsinkomsten;Overige centrale overheid;2004 4e kwartaal;4181
435;Totaal overheidsinkomsten;Overige centrale overheid;2004;16678
436;Totaal overheidsinkomsten;Overige centrale overheid;2005 1e kwartaal;4213
437;Totaal overheidsinkomsten;Overige centrale overheid;2005 2e kwartaal;4233
438;Totaal overheidsinkomsten;Overige centrale overheid;2005 3e kwartaal;4186
439;Totaal overheidsinkomsten;Overige centrale overheid;2005 4e kwartaal;4228
440;Totaal overheidsinkomsten;Overige centrale overheid;2005;16860
441;Totaal overheidsinkomsten;Overige centrale overheid;2006 1e kwartaal;4224
442;Totaal overheidsinkomsten;Overige centrale overheid;2006 2e kwartaal;4235
443;Totaal overheidsinkomsten;Overige centrale overheid;2006 3e kwartaal;4197
444;Totaal overheidsinkomsten;Overige centrale overheid;2006 4e kwartaal;4230
445;Totaal overheidsinkomsten;Overige centrale overheid;2006;16886
446;Totaal overheidsinkomsten;Overige centrale overheid;2007 1e kwartaal;4239
447;Totaal overheidsinkomsten;Overige centrale overheid;2007 2e kwartaal;4252
448;Totaal overheidsinkomsten;Overige centrale overheid;2007 3e kwartaal;4215
449;Totaal overheidsinkomsten;Overige centrale overheid;2007 4e kwartaal;4251
450;Totaal overheidsinkomsten;Overige centrale overheid;2007;16957
451;Totaal overheidsinkomsten;Overige centrale overheid;2008 1e kwartaal;4325
452;Totaal overheidsinkomsten;Overige centrale overheid;2008 2e kwartaal;4625
453;Totaal overheidsinkomsten;Overige centrale overheid;2008 3e kwartaal;4217
454;Totaal overheidsinkomsten;Overige centrale overheid;2008 4e kwartaal;4348
455;Totaal overheidsinkomsten;Overige centrale overheid;2008;17515
456;Totaal overheidsinkomsten;Overige centrale overheid;2009 1e kwartaal;4655
457;Totaal overheidsinkomsten;Overige centrale overheid;2009 2e kwartaal;4899
458;Totaal overheidsinkomsten;Overige centrale overheid;2009 3e kwartaal;4393
459;Totaal overheidsinkomsten;Overige centrale overheid;2009 4e kwartaal;4323
460;Totaal overheidsinkomsten;Overige centrale overheid;2009;18270
461;Totaal overheidsinkomsten;Overige centrale overheid;2010 1e kwartaal;5128
462;Totaal overheidsinkomsten;Overige centrale overheid;2010 2e kwartaal;6356
463;Totaal overheidsinkomsten;Overige centrale overheid;2010 3e kwartaal;4709
464;Totaal overheidsinkomsten;Overige centrale overheid;2010 4e kwartaal;4404
465;Totaal overheidsinkomsten;Overige centrale overheid;2010;20597
466;Totaal overheidsinkomsten;Overige centrale overheid;2011 1e kwartaal;5162
467;Totaal overheidsinkomsten;Overige centrale overheid;2011 2e kwartaal;4953
468;Totaal overheidsinkomsten;Overige centrale overheid;2011 3e kwartaal;4683
469;Totaal overheidsinkomsten;Overige centrale overheid;2011 4e kwartaal;4714
470;Totaal overheidsinkomsten;Overige centrale overheid;2011;19512
471;Totaal overheidsinkomsten;Overige centrale overheid;2012 1e kwartaal;4815
472;Totaal overheidsinkomsten;Overige centrale overheid;2012 2e kwartaal;5059
473;Totaal overheidsinkomsten;Overige centrale overheid;2012 3e kwartaal;4508
474;Totaal overheidsinkomsten;Overige centrale overheid;2012 4e kwartaal;4594
475;Totaal overheidsinkomsten;Overige centrale overheid;2012;18976
476;Totaal overheidsinkomsten;Overige centrale overheid;2013 1e kwartaal;6720
477;Totaal overheidsinkomsten;Overige centrale overheid;2013 2e kwartaal;6524
478;Totaal overheidsinkomsten;Overige centrale overheid;2013 3e kwartaal;5898
479;Totaal overheidsinkomsten;Overige centrale overheid;2013 4e kwartaal;6678
480;Totaal overheidsinkomsten;Overige centrale overheid;2013;25820
481;Totaal overheidsinkomsten;Overige centrale overheid;2014 1e kwartaal;6443
482;Totaal overheidsinkomsten;Overige centrale overheid;2014 2e kwartaal;6955
483;Totaal overheidsinkomsten;Overige centrale overheid;2014 3e kwartaal;5789
484;Totaal overheidsinkomsten;Overige centrale overheid;2014 4e kwartaal;6398
485;Totaal overheidsinkomsten;Overige centrale overheid;2014;25585
486;Totaal overheidsinkomsten;Overige centrale overheid;2015 1e kwartaal;6334
487;Totaal overheidsinkomsten;Overige centrale overheid;2015 2e kwartaal;6979
488;Totaal overheidsinkomsten;Overige centrale overheid;2015 3e kwartaal;5497
489;Totaal overheidsinkomsten;Overige centrale overheid;2015 4e kwartaal;6636
490;Totaal overheidsinkomsten;Overige centrale overheid;2015;25446
491;Totaal overheidsinkomsten;Overige centrale overheid;2016 1e kwartaal;6690
492;Totaal overheidsinkomsten;Overige centrale overheid;2016 2e kwartaal;6860
493;Totaal overheidsinkomsten;Overige centrale overheid;2016 3e kwartaal;6297
494;Totaal overheidsinkomsten;Overige centrale overheid;2016 4e kwartaal;6317
495;Totaal overheidsinkomsten;Overige centrale overheid;2016;26164
496;Totaal overheidsinkomsten;Overige centrale overheid;2017 1e kwartaal;6842
497;Totaal overheidsinkomsten;Overige centrale overheid;2017 2e kwartaal;7025
498;Totaal overheidsinkomsten;Overige centrale overheid;2017 3e kwartaal;6508
499;Totaal overheidsinkomsten;Overige centrale overheid;2017 4e kwartaal;6489
500;Totaal overheidsinkomsten;Overige centrale overheid;2017;26864
501;Totaal overheidsinkomsten;Overige centrale overheid;2018 1e kwartaal;7273
502;Totaal overheidsinkomsten;Overige centrale overheid;2018 2e kwartaal;7361
503;Totaal overheidsinkomsten;Overige centrale overheid;2018 3e kwartaal;6401
504;Totaal overheidsinkomsten;Overige centrale overheid;2018 4e kwartaal;7185
505;Totaal overheidsinkomsten;Overige centrale overheid;2018;28220
506;Totaal overheidsinkomsten;Overige centrale overheid;2019 1e kwartaal;7182
507;Totaal overheidsinkomsten;Overige centrale overheid;2019 2e kwartaal;7942
508;Totaal overheidsinkomsten;Overige centrale overheid;2019 3e kwartaal;6675
509;Totaal overheidsinkomsten;Overige centrale overheid;2019 4e kwartaal;7366
510;Totaal overheidsinkomsten;Overige centrale overheid;2019;29165
511;Totaal overheidsinkomsten;Overige centrale overheid;2020 1e kwartaal;7545
512;Totaal overheidsinkomsten;Overige centrale overheid;2020 2e kwartaal;8572
513;Totaal overheidsinkomsten;Overige centrale overheid;2020 3e kwartaal;6843
514;Totaal overheidsinkomsten;Overige centrale overheid;2020 4e kwartaal;7666
515;Totaal overheidsinkomsten;Overige centrale overheid;2020;30626
516;Totaal overheidsinkomsten;Overige centrale overheid;2021 1e kwartaal;7977
517;Totaal overheidsinkomsten;Overige centrale overheid;2021 2e kwartaal;8870
518;Totaal overheidsinkomsten;Overige centrale overheid;2021 3e kwartaal;7920
519;Totaal overheidsinkomsten;Overige centrale overheid;2021 4e kwartaal;8121
520;Totaal overheidsinkomsten;Overige centrale overheid;2021;32888
521;Totaal overheidsinkomsten;Overige centrale overheid;2022 1e kwartaal;8626
522;Totaal overheidsinkomsten;Overige centrale overheid;2022 2e kwartaal;9517
523;Totaal overheidsinkomsten;Overige centrale overheid;2022 3e kwartaal;8640
524;Totaal overheidsinkomsten;Overige centrale overheid;2022 4e kwartaal;9708
525;Totaal overheidsinkomsten;Overige centrale overheid;2022;36491
526;Totaal overheidsinkomsten;Overige centrale overheid;2023 1e kwartaal;9885
527;Totaal overheidsinkomsten;Overige centrale overheid;2023 2e kwartaal;10133
528;Totaal overheidsinkomsten;Overige centrale overheid;2023 3rd kwartaal;10163
529;Totaal overheidsinkomsten;Overige centrale overheid;2023 4e kwartaal;9881
530;Totaal overheidsinkomsten;Overige centrale overheid;2023;40062
531;Totaal overheidsinkomsten;Overige centrale overheid;2024 1e kwartaal;10882
532;Totaal overheidsinkomsten;Overige centrale overheid;2024 2e kwartaal;11526
533;Totaal overheidsinkomsten;Overige centrale overheid;2024 3e kwartaal;10549
534;Totaal overheidsinkomsten;Overige centrale overheid;2024 4e kwartaal;11437
535;Totaal overheidsinkomsten;Overige centrale overheid;2024;44394
536;Totaal overheidsinkomsten;Lokale overheid;1995;70086
537;Totaal overheidsinkomsten;Lokale overheid;1996;53418
538;Totaal overheidsinkomsten;Lokale overheid;1997;56409
539;Totaal overheidsinkomsten;Lokale overheid;1998;56408
540;Totaal overheidsinkomsten;Lokale overheid;1999 1e kwartaal;14969
541;Totaal overheidsinkomsten;Lokale overheid;1999 2e kwartaal;14688
542;Totaal overheidsinkomsten;Lokale overheid;1999 3e kwartaal;14572
543;Totaal overheidsinkomsten;Lokale overheid;1999 4e kwartaal;15575
544;Totaal overheidsinkomsten;Lokale overheid;1999;59804
545;Totaal overheidsinkomsten;Lokale overheid;2000 1e kwartaal;15231
546;Totaal overheidsinkomsten;Lokale overheid;2000 2e kwartaal;16629
547;Totaal overheidsinkomsten;Lokale overheid;2000 3e kwartaal;15233
548;Totaal overheidsinkomsten;Lokale overheid;2000 4e kwartaal;16778
549;Totaal overheidsinkomsten;Lokale overheid;2000;63871
550;Totaal overheidsinkomsten;Lokale overheid;2001 1e kwartaal;16284
551;Totaal overheidsinkomsten;Lokale overheid;2001 2e kwartaal;17594
552;Totaal overheidsinkomsten;Lokale overheid;2001 3e kwartaal;16042
553;Totaal overheidsinkomsten;Lokale overheid;2001 4e kwartaal;17300
554;Totaal overheidsinkomsten;Lokale overheid;2001;67220
555;Totaal overheidsinkomsten;Lokale overheid;2002 1e kwartaal;17265
556;Totaal overheidsinkomsten;Lokale overheid;2002 2e kwartaal;18875
557;Totaal overheidsinkomsten;Lokale overheid;2002 3e kwartaal;17056
558;Totaal overheidsinkomsten;Lokale overheid;2002 4e kwartaal;17853
559;Totaal overheidsinkomsten;Lokale overheid;2002;71049
560;Totaal overheidsinkomsten;Lokale overheid;2003 1e kwartaal;19076
561;Totaal overheidsinkomsten;Lokale overheid;2003 2e kwartaal;20390
562;Totaal overheidsinkomsten;Lokale overheid;2003 3e kwartaal;18415
563;Totaal overheidsinkomsten;Lokale overheid;2003 4e kwartaal;18601
564;Totaal overheidsinkomsten;Lokale overheid;2003;76482
565;Totaal overheidsinkomsten;Lokale overheid;2004 1e kwartaal;19753
566;Totaal overheidsinkomsten;Lokale overheid;2004 2e kwartaal;20699
567;Totaal overheidsinkomsten;Lokale overheid;2004 3e kwartaal;17767
568;Totaal overheidsinkomsten;Lokale overheid;2004 4e kwartaal;18610
569;Totaal overheidsinkomsten;Lokale overheid;2004;76829
570;Totaal overheidsinkomsten;Lokale overheid;2005 1e kwartaal;19407
571;Totaal overheidsinkomsten;Lokale overheid;2005 2e kwartaal;20374
572;Totaal overheidsinkomsten;Lokale overheid;2005 3e kwartaal;19022
573;Totaal overheidsinkomsten;Lokale overheid;2005 4e kwartaal;19466
574;Totaal overheidsinkomsten;Lokale overheid;2005;78269
575;Totaal overheidsinkomsten;Lokale overheid;2006 1e kwartaal;19356
576;Totaal overheidsinkomsten;Lokale overheid;2006 2e kwartaal;21134
577;Totaal overheidsinkomsten;Lokale overheid;2006 3e kwartaal;19224
578;Totaal overheidsinkomsten;Lokale overheid;2006 4e kwartaal;20291
579;Totaal overheidsinkomsten;Lokale overheid;2006;80005
580;Totaal overheidsinkomsten;Lokale overheid;2007 1e kwartaal;20647
581;Totaal overheidsinkomsten;Lokale overheid;2007 2e kwartaal;21954
582;Totaal overheidsinkomsten;Lokale overheid;2007 3e kwartaal;21047
583;Totaal overheidsinkomsten;Lokale overheid;2007 4e kwartaal;21574
584;Totaal overheidsinkomsten;Lokale overheid;2007;85222
585;Totaal overheidsinkomsten;Lokale overheid;2008 1e kwartaal;21414
586;Totaal overheidsinkomsten;Lokale overheid;2008 2e kwartaal;23860
587;Totaal overheidsinkomsten;Lokale overheid;2008 3e kwartaal;21806
588;Totaal overheidsinkomsten;Lokale overheid;2008 4e kwartaal;21683
589;Totaal overheidsinkomsten;Lokale overheid;2008;88763
590;Totaal overheidsinkomsten;Lokale overheid;2009 1e kwartaal;22218
591;Totaal overheidsinkomsten;Lokale overheid;2009 2e kwartaal;24977
592;Totaal overheidsinkomsten;Lokale overheid;2009 3e kwartaal;23589
593;Totaal overheidsinkomsten;Lokale overheid;2009 4e kwartaal;23219
594;Totaal overheidsinkomsten;Lokale overheid;2009;94003
595;Totaal overheidsinkomsten;Lokale overheid;2010 1e kwartaal;23180
596;Totaal overheidsinkomsten;Lokale overheid;2010 2e kwartaal;25251
597;Totaal overheidsinkomsten;Lokale overheid;2010 3e kwartaal;22300
598;Totaal overheidsinkomsten;Lokale overheid;2010 4e kwartaal;22795
599;Totaal overheidsinkomsten;Lokale overheid;2010;93526
600;Totaal overheidsinkomsten;Lokale overheid;2011 1e kwartaal;23349
601;Totaal overheidsinkomsten;Lokale overheid;2011 2e kwartaal;25530
602;Totaal overheidsinkomsten;Lokale overheid;2011 3e kwartaal;22597
603;Totaal overheidsinkomsten;Lokale overheid;2011 4e kwartaal;22417
604;Totaal overheidsinkomsten;Lokale overheid;2011;93893
605;Totaal overheidsinkomsten;Lokale overheid;2012 1e kwartaal;23412
606;Totaal overheidsinkomsten;Lokale overheid;2012 2e kwartaal;25643
607;Totaal overheidsinkomsten;Lokale overheid;2012 3e kwartaal;21474
608;Totaal overheidsinkomsten;Lokale overheid;2012 4e kwartaal;22284
609;Totaal overheidsinkomsten;Lokale overheid;2012;92813
610;Totaal overheidsinkomsten;Lokale overheid;2013 1e kwartaal;21940
611;Totaal overheidsinkomsten;Lokale overheid;2013 2e kwartaal;23344
612;Totaal overheidsinkomsten;Lokale overheid;2013 3e kwartaal;20395
613;Totaal overheidsinkomsten;Lokale overheid;2013 4e kwartaal;22967
614;Totaal overheidsinkomsten;Lokale overheid;2013;88646
615;Totaal overheidsinkomsten;Lokale overheid;2014 1e kwartaal;22251
616;Totaal overheidsinkomsten;Lokale overheid;2014 2e kwartaal;24072
617;Totaal overheidsinkomsten;Lokale overheid;2014 3e kwartaal;21687
618;Totaal overheidsinkomsten;Lokale overheid;2014 4e kwartaal;21085
619;Totaal overheidsinkomsten;Lokale overheid;2014;89095
620;Totaal overheidsinkomsten;Lokale overheid;2015 1e kwartaal;24078
621;Totaal overheidsinkomsten;Lokale overheid;2015 2e kwartaal;25400
622;Totaal overheidsinkomsten;Lokale overheid;2015 3e kwartaal;22593
623;Totaal overheidsinkomsten;Lokale overheid;2015 4e kwartaal;23345
624;Totaal overheidsinkomsten;Lokale overheid;2015;95416
625;Totaal overheidsinkomsten;Lokale overheid;2016 1e kwartaal;24715
626;Totaal overheidsinkomsten;Lokale overheid;2016 2e kwartaal;25629
627;Totaal overheidsinkomsten;Lokale overheid;2016 3e kwartaal;22997
628;Totaal overheidsinkomsten;Lokale overheid;2016 4e kwartaal;23324
629;Totaal overheidsinkomsten;Lokale overheid;2016;96665
630;Totaal overheidsinkomsten;Lokale overheid;2017 1e kwartaal;24528
631;Totaal overheidsinkomsten;Lokale overheid;2017 2e kwartaal;25785
632;Totaal overheidsinkomsten;Lokale overheid;2017 3e kwartaal;23069
633;Totaal overheidsinkomsten;Lokale overheid;2017 4e kwartaal;23692
634;Totaal overheidsinkomsten;Lokale overheid;2017;97074
635;Totaal overheidsinkomsten;Lokale overheid;2018 1e kwartaal;24988
636;Totaal overheidsinkomsten;Lokale overheid;2018 2e kwartaal;25951
637;Totaal overheidsinkomsten;Lokale overheid;2018 3e kwartaal;23992
638;Totaal overheidsinkomsten;Lokale overheid;2018 4e kwartaal;24842
639;Totaal overheidsinkomsten;Lokale overheid;2018;99773
640;Totaal overheidsinkomsten;Lokale overheid;2019 1e kwartaal;25414
641;Totaal overheidsinkomsten;Lokale overheid;2019 2e kwartaal;27121
642;Totaal overheidsinkomsten;Lokale overheid;2019 3e kwartaal;25775
643;Totaal overheidsinkomsten;Lokale overheid;2019 4e kwartaal;24727
644;Totaal overheidsinkomsten;Lokale overheid;2019;103037
645;Totaal overheidsinkomsten;Lokale overheid;2020 1e kwartaal;27105
646;Totaal overheidsinkomsten;Lokale overheid;2020 2e kwartaal;29040
647;Totaal overheidsinkomsten;Lokale overheid;2020 3e kwartaal;26771
648;Totaal overheidsinkomsten;Lokale overheid;2020 4e kwartaal;27168
649;Totaal overheidsinkomsten;Lokale overheid;2020;110084
650;Totaal overheidsinkomsten;Lokale overheid;2021 1e kwartaal;28726
651;Totaal overheidsinkomsten;Lokale overheid;2021 2e kwartaal;30538
652;Totaal overheidsinkomsten;Lokale overheid;2021 3e kwartaal;29745
653;Totaal overheidsinkomsten;Lokale overheid;2021 4e kwartaal;29022
654;Totaal overheidsinkomsten;Lokale overheid;2021;118031
655;Totaal overheidsinkomsten;Lokale overheid;2022 1e kwartaal;30748
656;Totaal overheidsinkomsten;Lokale overheid;2022 2e kwartaal;31584
657;Totaal overheidsinkomsten;Lokale overheid;2022 3e kwartaal;33009
658;Totaal overheidsinkomsten;Lokale overheid;2022 4e kwartaal;32104
659;Totaal overheidsinkomsten;Lokale overheid;2022;127445
660;Totaal overheidsinkomsten;Lokale overheid;2023 1e kwartaal;32646
661;Totaal overheidsinkomsten;Lokale overheid;2023 2e kwartaal;33468
662;Totaal overheidsinkomsten;Lokale overheid;2023 3rd kwartaal;33283
663;Totaal overheidsinkomsten;Lokale overheid;2023 4e kwartaal;36217
664;Totaal overheidsinkomsten;Lokale overheid;2023;135614
665;Totaal overheidsinkomsten;Lokale overheid;2024 1e kwartaal;33094
666;Totaal overheidsinkomsten;Lokale overheid;2024 2e kwartaal;36119
667;Totaal overheidsinkomsten;Lokale overheid;2024 3e kwartaal;36444
668;Totaal overheidsinkomsten;Lokale overheid;2024 4e kwartaal;38212
669;Totaal overheidsinkomsten;Lokale overheid;2024;143869
670;Totaal overheidsinkomsten;Gemeenten;1995;48236
671;Totaal overheidsinkomsten;Gemeenten;1996;30432
672;Totaal overheidsinkomsten;Gemeenten;1997;33566
673;Totaal overheidsinkomsten;Gemeenten;1998;32101
