ID;Geslacht;Onderwijssoort;Herkomstland;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
3464;Vrouwen;Entreeopl zonder diploma (incl.extranei);Europa (exclusief Nederland);2022/'23;170;80;90;46.0
3465;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2012/'13;790;300;490;38.0
3466;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2013/'14;680;300;380;44.0
3467;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2014/'15;590;250;340;42.0
3468;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2015/'16;490;220;270;45.0
3469;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2016/'17;550;220;330;40.0
3470;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2017/'18;680;230;450;34.0
3471;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2018/'19;800;250;540;32.0
3472;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2019/'20;880;230;660;26.0
3473;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2020/'21;880;230;650;26.0
3474;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2021/'22;910;250;650;28.0
3475;Vrouwen;Entreeopl zonder diploma (incl.extranei);Buiten Europa;2022/'23;970;310;660;32.0
3476;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2012/'13;2860;720;2140;25.0
3477;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2013/'14;2800;780;2020;28.0
3478;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2014/'15;2620;720;1900;28.0
3479;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2015/'16;2490;550;1940;22.0
3480;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2016/'17;2600;480;2130;18.0
3481;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2017/'18;2820;460;2360;16.0
3482;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2018/'19;3030;500;2530;16.0
3483;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2019/'20;3390;500;2890;15.0
3484;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2020/'21;3200;490;2710;15.0
3485;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2021/'22;2860;500;2360;17.0
3486;Vrouwen;Entreeopl. met diploma (incl.extranei);Totaal;2022/'23;3010;510;2500;17.0
3487;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2012/'13;1290;400;900;31.0
3488;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2013/'14;1270;420;850;33.0
3489;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2014/'15;1150;360;790;31.0
3490;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2015/'16;1070;280;780;26.0
3491;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2016/'17;1100;240;870;21.0
3492;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2017/'18;1090;230;860;21.0
3493;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2018/'19;1150;250;900;21.0
3494;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2019/'20;1260;280;980;22.0
3495;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2020/'21;1140;240;900;21.0
3496;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2021/'22;1100;260;840;24.0
3497;Vrouwen;Entreeopl. met diploma (incl.extranei);Nederland;2022/'23;1090;260;840;24.0
3498;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2012/'13;190;60;130;30.0
3499;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2013/'14;220;70;150;33.0
3500;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2014/'15;210;60;160;26.0
3501;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2015/'16;210;50;160;25.0
3502;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2016/'17;220;60;170;25.0
3503;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2017/'18;210;50;170;21.0
3504;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2018/'19;180;40;140;20.0
3505;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2019/'20;180;40;150;20.0
3506;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2020/'21;220;40;180;20.0
3507;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2021/'22;200;40;150;21.0
3508;Vrouwen;Entreeopl. met diploma (incl.extranei);Europa (exclusief Nederland);2022/'23;230;50;180;23.0
3509;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2012/'13;1380;270;1110;19.0
3510;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2013/'14;1310;280;1030;22.0
3511;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2014/'15;1260;300;950;24.0
3512;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2015/'16;1220;220;1000;18.0
3513;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2016/'17;1280;190;1100;14.0
3514;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2017/'18;1510;180;1330;12.0
3515;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2018/'19;1710;210;1490;13.0
3516;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2019/'20;1950;190;1760;10.0
3517;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2020/'21;1840;210;1630;11.0
3518;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2021/'22;1570;190;1370;12.0
3519;Vrouwen;Entreeopl. met diploma (incl.extranei);Buiten Europa;2022/'23;1680;190;1490;12.0
3520;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2012/'13;32390;3270;29120;10.0
3521;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2013/'14;32050;3010;29050;9.0
3522;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2014/'15;30540;2630;27910;9.0
3523;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2015/'16;28500;2330;26170;8.0
3524;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2016/'17;26820;2260;24560;8.0
3525;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2017/'18;26560;2260;24300;9.0
3526;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2018/'19;26050;2400;23650;9.0
3527;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2019/'20;25400;1890;23510;7.0
3528;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2020/'21;25260;2040;23230;8.0
3529;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2021/'22;23890;2620;21270;11.0
3530;Vrouwen;Niveau 2 (inclusief extranei);Totaal;2022/'23;22260;2590;19680;12.0
3531;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2012/'13;21270;2060;19210;10.0
3532;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2013/'14;20800;1740;19050;8.0
3533;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2014/'15;19700;1590;18120;8.0
3534;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2015/'16;18240;1380;16860;8.0
3535;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2016/'17;16910;1360;15550;8.0
3536;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2017/'18;16340;1390;14940;9.0
3537;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2018/'19;15700;1460;14240;9.0
3538;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2019/'20;15060;1220;13840;8.0
3539;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2020/'21;14620;1270;13340;9.0
3540;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2021/'22;13680;1630;12050;12.0
3541;Vrouwen;Niveau 2 (inclusief extranei);Nederland;2022/'23;12730;1560;11170;12.0
3542;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2012/'13;1500;200;1300;13.0
3543;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2013/'14;1520;200;1330;13.0
3544;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2014/'15;1480;150;1330;10.0
3545;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2015/'16;1460;150;1310;10.0
3546;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2016/'17;1420;150;1270;10.0
3547;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2017/'18;1450;170;1280;12.0
3548;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2018/'19;1410;170;1240;12.0
3549;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2019/'20;1400;130;1270;9.0
3550;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2020/'21;1440;140;1300;10.0
3551;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2021/'22;1470;170;1300;11.0
3552;Vrouwen;Niveau 2 (inclusief extranei);Europa (exclusief Nederland);2022/'23;1390;220;1170;16.0
3553;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2012/'13;9630;1010;8620;10.0
3554;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2013/'14;9730;1070;8670;11.0
3555;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2014/'15;9350;890;8470;9.0
3556;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2015/'16;8790;800;8000;9.0
3557;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2016/'17;8500;750;7740;9.0
3558;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2017/'18;8770;700;8070;8.0
3559;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2018/'19;8940;770;8170;9.0
3560;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2019/'20;8940;540;8400;6.0
3561;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2020/'21;9210;630;8590;7.0
3562;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2021/'22;8750;820;7920;9.0
3563;Vrouwen;Niveau 2 (inclusief extranei);Buiten Europa;2022/'23;8140;810;7330;10.0
3564;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2012/'13;50440;1870;48570;4.0
3565;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2013/'14;48490;1510;46980;3.0
3566;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2014/'15;46850;1340;45510;3.0
3567;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2015/'16;46830;1350;45490;3.0
3568;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2016/'17;45510;1360;44150;3.0
3569;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2017/'18;43020;1430;41590;3.0
3570;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2018/'19;39110;1470;37640;4.0
3571;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2019/'20;35950;1160;34800;3.0
3572;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2020/'21;33830;1280;32550;4.0
3573;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2021/'22;31800;1640;30170;5.0
3574;Vrouwen;Niveau 3 (inclusief extranei);Totaal;2022/'23;29360;1620;27740;6.0
3575;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2012/'13;38440;1290;37150;3.0
3576;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2013/'14;36820;1070;35750;3.0
3577;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2014/'15;35340;930;34410;3.0
3578;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2015/'16;35110;950;34160;3.0
3579;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2016/'17;34170;970;33210;3.0
3580;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2017/'18;32450;1050;31400;3.0
3581;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2018/'19;29920;1070;28860;4.0
3582;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2019/'20;27860;870;26990;3.0
3583;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2020/'21;26280;960;25320;4.0
3584;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2021/'22;24990;1220;23770;5.0
3585;Vrouwen;Niveau 3 (inclusief extranei);Nederland;2022/'23;23160;1240;21910;5.0
3586;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2012/'13;1880;100;1780;5.0
3587;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2013/'14;1850;80;1780;4.0
3588;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2014/'15;1940;90;1850;5.0
3589;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2015/'16;1940;90;1860;4.0
3590;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2016/'17;1830;90;1730;5.0
3591;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2017/'18;1750;80;1670;5.0
3592;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2018/'19;1640;100;1540;6.0
3593;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2019/'20;1530;70;1460;5.0
3594;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2020/'21;1460;80;1390;5.0
3595;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2021/'22;1430;90;1340;6.0
3596;Vrouwen;Niveau 3 (inclusief extranei);Europa (exclusief Nederland);2022/'23;1340;100;1240;7.0
3597;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2012/'13;10120;470;9650;5.0
3598;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2013/'14;9810;360;9450;4.0
3599;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2014/'15;9570;320;9250;3.0
3600;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2015/'16;9780;310;9470;3.0
3601;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2016/'17;9510;300;9210;3.0
3602;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2017/'18;8820;300;8520;3.0
3603;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2018/'19;7550;310;7250;4.0
3604;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2019/'20;6570;220;6350;3.0
3605;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2020/'21;6080;240;5840;4.0
3606;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2021/'22;5380;330;5050;6.0
3607;Vrouwen;Niveau 3 (inclusief extranei);Buiten Europa;2022/'23;4870;280;4590;6.0
3608;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2012/'13;96660;2680;93980;3.0
3609;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2013/'14;99690;2430;97260;2.0
3610;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2014/'15;103690;2490;101200;2.0
3611;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2015/'16;106010;2450;103570;2.0
3612;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2016/'17;111410;2730;108680;2.0
3613;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2017/'18;114760;3110;111650;3.0
3614;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2018/'19;120300;3350;116950;3.0
3615;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2019/'20;124790;2770;122020;2.0
3616;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2020/'21;129180;3370;125810;3.0
3617;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2021/'22;127930;4930;123000;4.0
3618;Vrouwen;Niveau 4 (inclusief extranei);Totaal;2022/'23;122930;4760;118170;4.0
3619;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2012/'13;73900;1760;72140;2.0
3620;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2013/'14;76540;1560;74990;2.0
3621;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2014/'15;79730;1580;78150;2.0
3622;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2015/'16;81410;1570;79840;2.0
3623;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2016/'17;85090;1770;83330;2.0
3624;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2017/'18;86840;2020;84820;2.0
3625;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2018/'19;90180;2170;88000;2.0
3626;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2019/'20;92650;1870;90780;2.0
3627;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2020/'21;94290;2270;92020;2.0
3628;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2021/'22;91990;3200;88790;3.0
3629;Vrouwen;Niveau 4 (inclusief extranei);Nederland;2022/'23;88130;3070;85060;3.0
3630;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2012/'13;3980;140;3840;4.0
3631;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2013/'14;4280;150;4130;3.0
3632;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2014/'15;4460;150;4310;3.0
3633;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2015/'16;4690;160;4540;3.0
3634;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2016/'17;5020;180;4840;4.0
3635;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2017/'18;5300;220;5080;4.0
3636;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2018/'19;5520;260;5260;5.0
3637;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2019/'20;5780;180;5600;3.0
3638;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2020/'21;6310;220;6090;4.0
3639;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2021/'22;6490;360;6130;6.0
3640;Vrouwen;Niveau 4 (inclusief extranei);Europa (exclusief Nederland);2022/'23;6370;340;6040;5.0
3641;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2012/'13;18770;780;17990;4.0
3642;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2013/'14;18860;730;18140;4.0
3643;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2014/'15;19500;750;18750;4.0
3644;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2015/'16;19910;720;19190;4.0
3645;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2016/'17;21300;780;20520;4.0
3646;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2017/'18;22630;880;21750;4.0
3647;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2018/'19;24600;920;23680;4.0
3648;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2019/'20;26360;730;25640;3.0
3649;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2020/'21;28580;880;27700;3.0
3650;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2021/'22;29440;1360;28080;5.0
3651;Vrouwen;Niveau 4 (inclusief extranei);Buiten Europa;2022/'23;28430;1350;27080;5.0
3652;Vrouwen;Bol totaal;Totaal;2012/'13;164740;7500;157240;5.0
3653;Vrouwen;Bol totaal;Totaal;2013/'14;167660;7120;160540;4.0
3654;Vrouwen;Bol totaal;Totaal;2014/'15;170530;6630;163900;4.0
3655;Vrouwen;Bol totaal;Totaal;2015/'16;171600;6220;165370;4.0
3656;Vrouwen;Bol totaal;Totaal;2016/'17;173840;6380;167470;4.0
3657;Vrouwen;Bol totaal;Totaal;2017/'18;174250;6720;167540;4.0
3658;Vrouwen;Bol totaal;Totaal;2018/'19;174060;7030;167030;4.0
3659;Vrouwen;Bol totaal;Totaal;2019/'20;174130;5630;168510;3.0
3660;Vrouwen;Bol totaal;Totaal;2020/'21;176800;6540;170260;4.0
3661;Vrouwen;Bol totaal;Totaal;2021/'22;171960;8910;163060;5.0
3662;Vrouwen;Bol totaal;Totaal;2022/'23;161180;8500;152680;5.0
3663;Vrouwen;Bol totaal;Nederland;2012/'13;119020;4510;114510;4.0
3664;Vrouwen;Bol totaal;Nederland;2013/'14;121570;4130;117440;3.0
3665;Vrouwen;Bol totaal;Nederland;2014/'15;124080;3860;120220;3.0
3666;Vrouwen;Bol totaal;Nederland;2015/'16;124830;3710;121120;3.0
3667;Vrouwen;Bol totaal;Nederland;2016/'17;126080;3860;122220;3.0
3668;Vrouwen;Bol totaal;Nederland;2017/'18;125100;4130;120960;3.0
3669;Vrouwen;Bol totaal;Nederland;2018/'19;124020;4270;119750;3.0
3670;Vrouwen;Bol totaal;Nederland;2019/'20;123090;3520;119580;3.0
3671;Vrouwen;Bol totaal;Nederland;2020/'21;123230;4070;119170;3.0
3672;Vrouwen;Bol totaal;Nederland;2021/'22;118840;5520;113320;5.0
3673;Vrouwen;Bol totaal;Nederland;2022/'23;110720;5140;105570;5.0
3674;Vrouwen;Bol totaal;Europa (exclusief Nederland);2012/'13;6980;450;6520;6.0
3675;Vrouwen;Bol totaal;Europa (exclusief Nederland);2013/'14;7390;470;6920;6.0
3676;Vrouwen;Bol totaal;Europa (exclusief Nederland);2014/'15;7690;460;7230;6.0
3677;Vrouwen;Bol totaal;Europa (exclusief Nederland);2015/'16;7930;450;7480;6.0
3678;Vrouwen;Bol totaal;Europa (exclusief Nederland);2016/'17;8090;470;7620;6.0
3679;Vrouwen;Bol totaal;Europa (exclusief Nederland);2017/'18;8280;500;7780;6.0
3680;Vrouwen;Bol totaal;Europa (exclusief Nederland);2018/'19;8280;540;7740;6.0
3681;Vrouwen;Bol totaal;Europa (exclusief Nederland);2019/'20;8400;400;8000;5.0
3682;Vrouwen;Bol totaal;Europa (exclusief Nederland);2020/'21;8910;470;8440;5.0
3683;Vrouwen;Bol totaal;Europa (exclusief Nederland);2021/'22;9000;640;8360;7.0
3684;Vrouwen;Bol totaal;Europa (exclusief Nederland);2022/'23;8640;670;7970;8.0
3685;Vrouwen;Bol totaal;Buiten Europa;2012/'13;38740;2540;36210;7.0
3686;Vrouwen;Bol totaal;Buiten Europa;2013/'14;38710;2520;36190;7.0
3687;Vrouwen;Bol totaal;Buiten Europa;2014/'15;38750;2300;36450;6.0
3688;Vrouwen;Bol totaal;Buiten Europa;2015/'16;38840;2070;36780;5.0
3689;Vrouwen;Bol totaal;Buiten Europa;2016/'17;39680;2050;37630;5.0
3690;Vrouwen;Bol totaal;Buiten Europa;2017/'18;40870;2080;38790;5.0
3691;Vrouwen;Bol totaal;Buiten Europa;2018/'19;41770;2230;39540;5.0
3692;Vrouwen;Bol totaal;Buiten Europa;2019/'20;42640;1710;40930;4.0
3693;Vrouwen;Bol totaal;Buiten Europa;2020/'21;44660;2000;42660;4.0
3694;Vrouwen;Bol totaal;Buiten Europa;2021/'22;44130;2740;41390;6.0
3695;Vrouwen;Bol totaal;Buiten Europa;2022/'23;41830;2690;39130;6.0
3696;Vrouwen;Bbl totaal;Totaal;2012/'13;17320;1480;15840;9.0
3697;Vrouwen;Bbl totaal;Totaal;2013/'14;15000;1100;13900;7.0
3698;Vrouwen;Bbl totaal;Totaal;2014/'15;12800;900;11900;7.0
3699;Vrouwen;Bbl totaal;Totaal;2015/'16;12060;800;11260;7.0
3700;Vrouwen;Bbl totaal;Totaal;2016/'17;12260;830;11430;7.0
3701;Vrouwen;Bbl totaal;Totaal;2017/'18;12790;900;11900;7.0
3702;Vrouwen;Bbl totaal;Totaal;2018/'19;14280;1090;13190;8.0
3703;Vrouwen;Bbl totaal;Totaal;2019/'20;15200;1050;14160;7.0
3704;Vrouwen;Bbl totaal;Totaal;2020/'21;14430;1010;13420;7.0
3705;Vrouwen;Bbl totaal;Totaal;2021/'22;14260;1180;13070;8.0
3706;Vrouwen;Bbl totaal;Totaal;2022/'23;16070;1440;14630;9.0
3707;Vrouwen;Bbl totaal;Nederland;2012/'13;15280;1180;14100;8.0
3708;Vrouwen;Bbl totaal;Nederland;2013/'14;13310;890;12430;7.0
3709;Vrouwen;Bbl totaal;Nederland;2014/'15;11300;710;10600;6.0
3710;Vrouwen;Bbl totaal;Nederland;2015/'16;10640;620;10030;6.0
3711;Vrouwen;Bbl totaal;Nederland;2016/'17;10760;640;10120;6.0
3712;Vrouwen;Bbl totaal;Nederland;2017/'18;11200;690;10510;6.0
3713;Vrouwen;Bbl totaal;Nederland;2018/'19;12430;850;11580;7.0
3714;Vrouwen;Bbl totaal;Nederland;2019/'20;13190;840;12350;6.0
3715;Vrouwen;Bbl totaal;Nederland;2020/'21;12520;830;11690;7.0
3716;Vrouwen;Bbl totaal;Nederland;2021/'22;12290;930;11360;8.0
3717;Vrouwen;Bbl totaal;Nederland;2022/'23;13720;1160;12560;8.0
3718;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2012/'13;620;80;540;13.0
3719;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2013/'14;540;70;470;13.0
3720;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2014/'15;440;40;400;9.0
3721;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2015/'16;420;50;380;11.0
3722;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2016/'17;460;60;400;12.0
3723;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2017/'18;470;60;410;13.0
3724;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2018/'19;520;70;450;13.0
3725;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2019/'20;540;60;480;12.0
3726;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2020/'21;560;60;500;10.0
3727;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2021/'22;600;80;520;14.0
3728;Vrouwen;Bbl totaal;Europa (exclusief Nederland);2022/'23;730;100;630;13.0
3729;Vrouwen;Bbl totaal;Buiten Europa;2012/'13;1420;220;1200;15.0
3730;Vrouwen;Bbl totaal;Buiten Europa;2013/'14;1150;140;1010;12.0
3731;Vrouwen;Bbl totaal;Buiten Europa;2014/'15;1050;150;900;14.0
3732;Vrouwen;Bbl totaal;Buiten Europa;2015/'16;990;130;850;14.0
3733;Vrouwen;Bbl totaal;Buiten Europa;2016/'17;1040;130;910;13.0
3734;Vrouwen;Bbl totaal;Buiten Europa;2017/'18;1120;150;980;13.0
3735;Vrouwen;Bbl totaal;Buiten Europa;2018/'19;1330;170;1160;13.0
3736;Vrouwen;Bbl totaal;Buiten Europa;2019/'20;1480;150;1330;10.0
3737;Vrouwen;Bbl totaal;Buiten Europa;2020/'21;1350;130;1220;9.0
3738;Vrouwen;Bbl totaal;Buiten Europa;2021/'22;1360;170;1200;12.0
3739;Vrouwen;Bbl totaal;Buiten Europa;2022/'23;1620;190;1430;12.0
3740;Vrouwen;Extranei;Totaal;2012/'13;2020;270;1740;14.0
3741;Vrouwen;Extranei;Totaal;2013/'14;1900;230;1670;12.0
3742;Vrouwen;Extranei;Totaal;2014/'15;1620;220;1400;14.0
3743;Vrouwen;Extranei;Totaal;2015/'16;1290;200;1080;16.0
