ID;Geslacht;Onderwijssoort;Herkomstland;Perioden;Leerlingen_1;VoortijdigSchoolverlaters_2;NietVoortijdigSchoolverlaters_3;VoortijdigSchoolverlatersPercentage_4
1005;Totaal mannen en vrouwen;Bol niveau 2;Buiten Europa;2016/'17;17710;2150;15560;12.0
1006;Totaal mannen en vrouwen;Bol niveau 2;Buiten Europa;2017/'18;18150;2140;16010;12.0
1007;Totaal mannen en vrouwen;Bol niveau 2;Buiten Europa;2018/'19;18690;2400;16290;13.0
1008;Totaal mannen en vrouwen;Bol niveau 2;Buiten Europa;2019/'20;18790;1830;16950;10.0
1009;Totaal mannen en vrouwen;Bol niveau 2;Buiten Europa;2020/'21;19790;2160;17630;11.0
1010;Totaal mannen en vrouwen;Bol niveau 2;Buiten Europa;2021/'22;19080;2590;16490;14.0
1011;Totaal mannen en vrouwen;Bol niveau 2;Buiten Europa;2022/'23;17520;2480;15040;14.0
1012;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2012/'13;29360;3590;25770;12.0
1013;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2013/'14;23820;2590;21230;11.0
1014;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2014/'15;20760;2100;18660;10.0
1015;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2015/'16;19480;1990;17490;10.0
1016;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2016/'17;18840;2070;16770;11.0
1017;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2017/'18;18600;2370;16230;13.0
1018;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2018/'19;19690;2710;16980;14.0
1019;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2019/'20;20140;2490;17650;12.0
1020;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2020/'21;19750;2550;17200;13.0
1021;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2021/'22;19720;2910;16810;15.0
1022;Totaal mannen en vrouwen;Bbl niveau 2;Totaal;2022/'23;20410;2900;17510;14.0
1023;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2012/'13;25820;2870;22940;11.0
1024;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2013/'14;20990;2080;18910;10.0
1025;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2014/'15;18250;1640;16610;9.0
1026;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2015/'16;17060;1580;15480;9.0
1027;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2016/'17;16360;1600;14760;10.0
1028;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2017/'18;16060;1870;14190;12.0
1029;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2018/'19;16630;2080;14550;13.0
1030;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2019/'20;17010;1910;15100;11.0
1031;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2020/'21;16750;1970;14790;12.0
1032;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2021/'22;16580;2190;14380;13.0
1033;Totaal mannen en vrouwen;Bbl niveau 2;Nederland;2022/'23;17090;2180;14910;13.0
1034;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2012/'13;1040;170;870;16.0
1035;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2013/'14;850;150;700;17.0
1036;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2014/'15;760;120;640;16.0
1037;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2015/'16;720;110;610;16.0
1038;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2016/'17;760;120;640;16.0
1039;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2017/'18;760;140;630;18.0
1040;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2018/'19;880;170;710;19.0
1041;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2019/'20;820;130;690;16.0
1042;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2020/'21;810;150;660;18.0
1043;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2021/'22;840;180;660;21.0
1044;Totaal mannen en vrouwen;Bbl niveau 2;Europa (exclusief Nederland);2022/'23;950;190;750;20.0
1045;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2012/'13;2510;550;1960;22.0
1046;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2013/'14;1990;370;1620;19.0
1047;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2014/'15;1750;340;1410;20.0
1048;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2015/'16;1700;300;1400;18.0
1049;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2016/'17;1720;340;1370;20.0
1050;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2017/'18;1780;370;1410;21.0
1051;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2018/'19;2180;460;1720;21.0
1052;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2019/'20;2310;450;1860;19.0
1053;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2020/'21;2190;430;1750;20.0
1054;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2021/'22;2300;530;1770;23.0
1055;Totaal mannen en vrouwen;Bbl niveau 2;Buiten Europa;2022/'23;2370;530;1850;22.0
1056;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2012/'13;1790;340;1450;19.0
1057;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2013/'14;1620;260;1360;16.0
1058;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2014/'15;1460;240;1220;16.0
1059;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2015/'16;1030;200;830;20.0
1060;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2016/'17;1140;200;950;17.0
1061;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2017/'18;1080;170;910;16.0
1062;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2018/'19;1190;210;970;18.0
1063;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2019/'20;1160;190;970;17.0
1064;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2020/'21;1290;150;1140;12.0
1065;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2021/'22;1180;190;990;16.0
1066;Totaal mannen en vrouwen;Extranei niveau 2;Totaal;2022/'23;1250;210;1040;17.0
1067;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2012/'13;1380;240;1140;17.0
1068;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2013/'14;1200;180;1020;15.0
1069;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2014/'15;1060;160;890;16.0
1070;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2015/'16;760;140;620;18.0
1071;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2016/'17;780;120;660;15.0
1072;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2017/'18;780;110;670;14.0
1073;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2018/'19;860;140;710;17.0
1074;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2019/'20;840;130;710;16.0
1075;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2020/'21;970;110;860;11.0
1076;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2021/'22;910;150;760;16.0
1077;Totaal mannen en vrouwen;Extranei niveau 2;Nederland;2022/'23;910;140;770;15.0
1078;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2012/'13;80;20;60;25.0
1079;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2013/'14;70;10;60;18.0
1080;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2014/'15;50;10;40;
1081;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2015/'16;50;10;40;
1082;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2016/'17;60;10;50;21.0
1083;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2017/'18;60;10;50;
1084;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2018/'19;60;10;50;
1085;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2019/'20;60;10;60;
1086;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2020/'21;70;10;60;
1087;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2021/'22;70;10;60;17.0
1088;Totaal mannen en vrouwen;Extranei niveau 2;Europa (exclusief Nederland);2022/'23;70;10;50;18.0
1089;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2012/'13;330;80;240;25.0
1090;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2013/'14;350;60;280;18.0
1091;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2014/'15;350;60;290;18.0
1092;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2015/'16;220;50;170;24.0
1093;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2016/'17;300;70;240;21.0
1094;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2017/'18;240;50;190;21.0
1095;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2018/'19;270;60;210;23.0
1096;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2019/'20;250;50;200;20.0
1097;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2020/'21;250;30;210;13.0
1098;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2021/'22;200;30;170;15.0
1099;Totaal mannen en vrouwen;Extranei niveau 2;Buiten Europa;2022/'23;280;60;220;20.0
1100;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2012/'13;74070;3050;71020;4.0
1101;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2013/'14;73940;2770;71170;4.0
1102;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2014/'15;72600;2580;70020;4.0
1103;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2015/'16;73000;2530;70470;3.0
1104;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2016/'17;71530;2600;68920;4.0
1105;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2017/'18;67690;2750;64940;4.0
1106;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2018/'19;60970;2630;58340;4.0
1107;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2019/'20;56060;2100;53960;4.0
1108;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2020/'21;54090;2340;51750;4.0
1109;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2021/'22;50850;3020;47820;6.0
1110;Totaal mannen en vrouwen;Bol niveau 3;Totaal;2022/'23;45650;2590;43060;6.0
1111;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2012/'13;53630;1930;51710;4.0
1112;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2013/'14;53430;1770;51670;3.0
1113;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2014/'15;52580;1610;50970;3.0
1114;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2015/'16;52690;1620;51070;3.0
1115;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2016/'17;51670;1650;50030;3.0
1116;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2017/'18;48970;1760;47210;4.0
1117;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2018/'19;44540;1730;42810;4.0
1118;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2019/'20;41360;1350;40020;3.0
1119;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2020/'21;40210;1590;38620;4.0
1120;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2021/'22;38410;2080;36330;5.0
1121;Totaal mannen en vrouwen;Bol niveau 3;Nederland;2022/'23;34600;1750;32850;5.0
1122;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2012/'13;3080;160;2920;5.0
1123;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2013/'14;3120;140;2980;5.0
1124;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2014/'15;3160;160;3000;5.0
1125;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2015/'16;3130;170;2960;5.0
1126;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2016/'17;3050;170;2880;6.0
1127;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2017/'18;2950;180;2770;6.0
1128;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2018/'19;2720;170;2550;6.0
1129;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2019/'20;2640;150;2480;6.0
1130;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2020/'21;2550;160;2400;6.0
1131;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2021/'22;2460;190;2270;8.0
1132;Totaal mannen en vrouwen;Bol niveau 3;Europa (exclusief Nederland);2022/'23;2210;160;2050;7.0
1133;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2012/'13;17360;960;16400;6.0
1134;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2013/'14;17390;860;16530;5.0
1135;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2014/'15;16860;810;16050;5.0
1136;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2015/'16;17170;740;16430;4.0
1137;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2016/'17;16800;790;16020;5.0
1138;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2017/'18;15770;810;14960;5.0
1139;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2018/'19;13710;730;12980;5.0
1140;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2019/'20;12060;600;11460;5.0
1141;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2020/'21;11330;590;10730;5.0
1142;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2021/'22;9980;760;9220;8.0
1143;Totaal mannen en vrouwen;Bol niveau 3;Buiten Europa;2022/'23;8840;670;8170;8.0
1144;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2012/'13;24880;870;24010;3.0
1145;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2013/'14;22310;690;21620;3.0
1146;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2014/'15;20620;590;20030;3.0
1147;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2015/'16;21320;650;20660;3.0
1148;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2016/'17;23390;770;22620;3.0
1149;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2017/'18;25330;940;24390;4.0
1150;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2018/'19;27050;1210;25840;4.0
1151;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2019/'20;27570;1140;26430;4.0
1152;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2020/'21;26810;1220;25590;5.0
1153;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2021/'22;27190;1450;25740;5.0
1154;Totaal mannen en vrouwen;Bbl niveau 3;Totaal;2022/'23;27880;1470;26410;5.0
1155;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2012/'13;22460;710;21760;3.0
1156;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2013/'14;20210;570;19640;3.0
1157;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2014/'15;18690;490;18200;3.0
1158;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2015/'16;19370;550;18820;3.0
1159;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2016/'17;21090;650;20440;3.0
1160;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2017/'18;22730;770;21970;3.0
1161;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2018/'19;24170;1000;23170;4.0
1162;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2019/'20;24600;940;23660;4.0
1163;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2020/'21;23960;1000;22960;4.0
1164;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2021/'22;24270;1200;23060;5.0
1165;Totaal mannen en vrouwen;Bbl niveau 3;Nederland;2022/'23;24730;1200;23530;5.0
1166;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2012/'13;720;50;670;6.0
1167;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2013/'14;680;40;640;6.0
1168;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2014/'15;630;30;600;5.0
1169;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2015/'16;620;30;590;5.0
1170;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2016/'17;740;30;710;4.0
1171;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2017/'18;860;50;810;6.0
1172;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2018/'19;920;60;860;6.0
1173;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2019/'20;940;60;870;7.0
1174;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2020/'21;920;60;860;6.0
1175;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2021/'22;950;80;870;8.0
1176;Totaal mannen en vrouwen;Bbl niveau 3;Europa (exclusief Nederland);2022/'23;1060;90;970;8.0
1177;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2012/'13;1700;120;1580;7.0
1178;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2013/'14;1420;80;1340;6.0
1179;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2014/'15;1290;70;1220;5.0
1180;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2015/'16;1330;70;1260;5.0
1181;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2016/'17;1570;100;1470;6.0
1182;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2017/'18;1740;120;1620;7.0
1183;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2018/'19;1960;160;1800;8.0
1184;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2019/'20;2040;140;1900;7.0
1185;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2020/'21;1930;160;1770;8.0
1186;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2021/'22;1980;170;1800;9.0
1187;Totaal mannen en vrouwen;Bbl niveau 3;Buiten Europa;2022/'23;2100;180;1920;9.0
1188;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2012/'13;1710;130;1580;8.0
1189;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2013/'14;1650;120;1540;7.0
1190;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2014/'15;1570;140;1430;9.0
1191;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2015/'16;1280;100;1180;8.0
1192;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2016/'17;1300;110;1190;9.0
1193;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2017/'18;1340;120;1220;9.0
1194;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2018/'19;1430;120;1310;8.0
1195;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2019/'20;1310;70;1240;5.0
1196;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2020/'21;1270;80;1190;6.0
1197;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2021/'22;1200;90;1110;7.0
1198;Totaal mannen en vrouwen;Extranei niveau 3;Totaal;2022/'23;1220;110;1120;9.0
1199;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2012/'13;1360;100;1260;7.0
1200;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2013/'14;1330;90;1240;7.0
1201;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2014/'15;1250;110;1140;9.0
1202;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2015/'16;1000;70;930;7.0
1203;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2016/'17;990;70;910;8.0
1204;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2017/'18;1030;80;950;8.0
1205;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2018/'19;1140;90;1050;8.0
1206;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2019/'20;1040;40;1000;4.0
1207;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2020/'21;1010;50;960;5.0
1208;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2021/'22;980;70;910;7.0
1209;Totaal mannen en vrouwen;Extranei niveau 3;Nederland;2022/'23;1020;90;930;9.0
1210;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2012/'13;60;0;60;
1211;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2013/'14;60;0;60;
1212;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2014/'15;60;0;60;
1213;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2015/'16;50;10;50;
1214;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2016/'17;60;10;50;
1215;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2017/'18;60;10;60;
1216;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2018/'19;50;0;50;
1217;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2019/'20;40;0;40;
1218;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2020/'21;60;10;60;
1219;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2021/'22;70;10;60;
1220;Totaal mannen en vrouwen;Extranei niveau 3;Europa (exclusief Nederland);2022/'23;50;0;40;
1221;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2012/'13;280;30;260;10.0
1222;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2013/'14;260;30;230;10.0
1223;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2014/'15;260;30;230;12.0
1224;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2015/'16;220;20;200;9.0
1225;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2016/'17;260;30;230;13.0
1226;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2017/'18;250;40;210;15.0
1227;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2018/'19;240;20;220;9.0
1228;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2019/'20;220;20;200;10.0
1229;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2020/'21;190;20;170;10.0
1230;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2021/'22;160;10;150;9.0
1231;Totaal mannen en vrouwen;Extranei niveau 3;Buiten Europa;2022/'23;160;10;140;9.0
1232;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2012/'13;178650;5670;172980;3.0
1233;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2013/'14;185430;5480;179960;3.0
1234;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2014/'15;194600;5850;188750;3.0
1235;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2015/'16;199630;5920;193710;3.0
1236;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2016/'17;208400;6580;201810;3.0
1237;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2017/'18;212510;7580;204930;4.0
1238;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2018/'19;219590;8150;211440;4.0
1239;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2019/'20;224200;6870;217330;3.0
1240;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2020/'21;230780;8040;222740;3.0
1241;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2021/'22;226530;10960;215580;5.0
1242;Totaal mannen en vrouwen;Bol niveau 4;Totaal;2022/'23;214070;10140;203930;5.0
1243;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2012/'13;137440;3630;133810;3.0
1244;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2013/'14;143030;3460;139560;2.0
1245;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2014/'15;149850;3700;146160;2.0
1246;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2015/'16;153520;3780;149740;2.0
1247;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2016/'17;159410;4180;155230;3.0
1248;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2017/'18;161260;4860;156400;3.0
1249;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2018/'19;164790;5160;159630;3.0
1250;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2019/'20;166240;4340;161910;3.0
1251;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2020/'21;168340;5020;163320;3.0
1252;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2021/'22;162910;6830;156080;4.0
1253;Totaal mannen en vrouwen;Bol niveau 4;Nederland;2022/'23;152790;6180;146610;4.0
1254;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2012/'13;7300;300;6990;4.0
1255;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2013/'14;7920;320;7600;4.0
1256;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2014/'15;8540;390;8140;5.0
1257;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2015/'16;8950;370;8580;4.0
1258;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2016/'17;9490;440;9050;5.0
1259;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2017/'18;9830;520;9320;5.0
1260;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2018/'19;10280;560;9720;5.0
1261;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2019/'20;10710;440;10260;4.0
1262;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2020/'21;11430;540;10890;5.0
1263;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2021/'22;11570;760;10810;7.0
1264;Totaal mannen en vrouwen;Bol niveau 4;Europa (exclusief Nederland);2022/'23;11320;700;10620;6.0
1265;Totaal mannen en vrouwen;Bol niveau 4;Buiten Europa;2012/'13;33920;1740;32180;5.0
1266;Totaal mannen en vrouwen;Bol niveau 4;Buiten Europa;2013/'14;34490;1690;32790;5.0
1267;Totaal mannen en vrouwen;Bol niveau 4;Buiten Europa;2014/'15;36210;1760;34450;5.0
1268;Totaal mannen en vrouwen;Bol niveau 4;Buiten Europa;2015/'16;37160;1770;35390;5.0
1269;Totaal mannen en vrouwen;Bol niveau 4;Buiten Europa;2016/'17;39500;1970;37530;5.0
1270;Totaal mannen en vrouwen;Bol niveau 4;Buiten Europa;2017/'18;41430;2210;39220;5.0
1271;Totaal mannen en vrouwen;Bol niveau 4;Buiten Europa;2018/'19;44520;2440;42080;5.0
