ID;Perioden;AmerikaanseDollarPer1_1;AustralischeDollarPer100_2;BelgischeFrankPer100_3;CanadeseDollarPer1_4;DeenseKroonPer100_5;DuitseMarkPer100_6;EuropeseRekeneenheidPer1_7;FinseMarkPer100_8;FranseFrankPer100_9;GriekseDrachmePer100_10;HongKongDollarPer100_11;IersePondPer1_12;ItaliaanseLirePer10000_13;JapanseYenPer10000_14;NieuwzeelandseDollarPer100_15;NoorseKroonPer100_16;OostenrijkseShillingPer100_17;PondSterlingPer1_18;PortugeseEscudoPer100_19;SpaansePesetaPer100_20;ZuidafrikaanseRandPer1_21;ZweedseKroonPer100_22;ZwitserseFrankPer100_23
218;1978 november;2.06;;6.9;1.76;39.17;108.31;2.71;;47.35;;;;24.46;107.48;;40.7;14.81;4.04;;;;47.16;123.32
219;1978 december;2.04;;6.85;1.73;38.91;108.49;2.71;;47.23;;;;24.28;104.07;;40.06;14.82;4.05;;;;46.67;121.76
220;1978;2.16;;6.88;1.9;39.3;107.75;2.75;;48.02;;;;25.52;103.28;;41.29;14.92;4.15;;;;47.91;121.56
221;1979 januari;2.0;;6.85;1.68;38.89;107.99;2.69;;47.08;;;;23.9;101.09;;39.43;14.75;4.0;;;;45.96;119.57
222;1979 februari;2.01;;6.86;1.68;39.01;108.05;2.69;;46.96;;;;23.9;100.14;;39.37;14.76;4.02;;;;45.97;119.76
223;1979 maart;2.01;;6.83;1.71;38.68;107.97;2.72;;46.86;;;;23.88;97.34;;39.4;14.73;4.09;;;;46.01;119.51
224;1979 april;2.05;;6.82;1.78;38.83;108.12;2.74;;47.08;;;;24.28;94.85;;39.82;14.73;4.25;;;;46.65;119.37
225;1979 mei;2.08;;6.81;1.8;38.58;108.95;2.75;;47.15;;;;24.42;95.27;;40.05;14.81;4.28;;;;47.27;120.32
226;1979 juni;2.06;;6.84;1.76;38.08;109.75;2.77;;47.38;;;;24.45;94.47;;40.05;14.91;4.37;;;;47.63;121.74
227;1979 juli;2.01;;6.88;1.72;38.28;110.07;2.79;;47.29;;;;24.47;92.78;;39.8;14.99;4.54;;;;47.58;121.9
228;1979 augustus;2.01;;6.86;1.71;38.1;109.74;2.78;;47.17;;;;24.54;92.2;;39.92;15.02;4.48;;;;47.6;121.22
229;1979 september;1.98;;6.85;1.69;38.03;110.1;2.77;;47.07;;;;24.38;89.01;;39.66;15.25;4.35;;;;47.27;122.49
230;1979 oktober;1.98;;6.88;1.69;37.94;110.95;2.76;;47.28;;;;24.03;86.3;;39.95;15.41;4.26;;;;47.18;121.93
231;1979 november;1.98;;6.88;1.67;37.58;111.39;2.76;;47.48;;;;23.94;80.8;;39.36;15.49;4.21;;;;46.79;119.97
232;1979 december;1.92;;6.79;1.64;35.69;110.62;2.74;;47.17;;;;23.63;79.88;;38.53;15.37;4.22;;;;45.91;119.83
233;1979;2.01;;6.85;1.71;38.14;109.48;2.75;;47.16;;;;24.15;92.01;;39.61;15.02;4.26;;;;46.82;120.63
234;1980 januari;1.9;;6.8;1.63;35.35;110.41;2.75;;47.14;;;;23.66;80.12;;38.77;15.37;4.31;;;;45.93;119.46
235;1980 februari;1.92;;6.79;1.67;35.3;110.24;2.76;;47.04;;;;23.8;78.97;;39.46;15.38;4.41;;;;45.19;117.61
236;1980 maart;2.03;;6.78;1.73;35.15;109.71;2.76;;47.07;;;;23.62;81.69;;40.39;15.33;4.48;;;;46.71;115.15
237;1980 april;2.06;;6.83;1.74;35.23;109.71;2.77;;47.33;;;;23.53;82.21;;40.61;15.38;4.55;;;;47.1;117.05
238;1980 mei;1.97;;6.86;1.68;35.23;110.15;2.77;;47.21;;;;23.42;86.48;;40.19;17.02;4.54;;;;46.84;118.73
239;1980 juni;1.94;;6.85;1.68;35.32;109.7;2.76;;47.15;;;;23.22;89.0;;39.95;15.41;4.53;;;;46.51;118.72
240;1980 juli;1.91;;6.84;1.66;35.33;109.38;2.76;;47.15;;;;22.99;86.53;;39.68;16.28;4.53;;;;46.34;118.95
241;1980 augustus;1.95;;6.81;1.68;35.23;108.88;2.76;;47.0;;;;23.02;87.04;;40.07;15.38;4.62;;;;46.7;118.04
242;1980 september;1.94;;6.78;1.67;35.16;108.75;2.76;;46.8;;;;22.87;90.71;;40.23;15.37;4.68;;;;46.85;118.7
243;1980 oktober;2.0;;6.77;1.71;35.38;108.48;2.77;;46.93;;;;22.87;95.49;;40.78;15.34;4.83;;;;47.36;120.3
244;1980 november;2.08;;6.75;1.75;35.26;108.37;2.78;;46.88;;;;22.9;97.74;;41.49;15.29;4.99;;;;48.37;119.97
245;1980 december;2.14;;6.75;1.79;35.36;108.61;2.79;;46.91;;;;22.9;102.1;;41.46;15.32;5.02;;;;48.62;119.99
246;1980;1.99;;6.8;1.7;35.28;109.37;2.77;;47.05;;;;23.25;88.32;;40.29;15.5;4.63;;;;47.0;118.54
247;1981 januari;2.18;;6.76;1.83;35.33;108.68;2.81;;47.01;;;;22.89;108.0;;41.67;15.35;5.25;;;;49.12;119.97
248;1981 februari;2.34;;6.76;1.95;36.11;108.99;2.83;;47.02;;;;22.91;113.76;;43.19;15.4;5.36;;;;50.75;120.03
249;1981 maart;2.33;;6.75;1.96;35.21;110.65;2.82;;47.0;;;;22.64;111.81;;43.27;15.64;5.2;;;;49.74;121.24
250;1981 april;2.39;;6.78;2.01;35.25;110.94;2.82;;46.95;;;;22.26;111.49;;43.8;15.68;5.22;;;;51.09;121.63
251;1981 mei;2.54;;6.82;2.12;35.35;111.18;2.83;;46.45;;;;22.36;115.54;;44.94;15.73;5.32;;;;52.1;123.45
252;1981 juni;2.64;;6.8;2.2;35.38;111.19;2.82;;46.69;;;;22.36;117.94;;44.73;15.75;5.22;;;;52.39;127.64
253;1981 juli;2.71;;6.79;2.24;35.51;111.25;2.81;;46.83;;;;22.37;116.99;;44.53;15.81;5.09;;;;52.41;129.51
254;1981 augustus;2.78;;6.79;2.27;35.37;111.03;2.8;;46.44;;;;22.35;118.94;;44.95;15.79;5.06;;;;52.44;128.15
255;1981 september;2.61;;6.78;2.18;35.38;110.91;2.77;;46.34;;;;22.02;113.95;;43.83;15.81;4.75;;;;48.37;129.03
256;1981 oktober;2.49;;6.62;2.07;34.58;110.5;2.7;;44.22;;;;20.89;107.66;;42.1;15.78;4.58;;;;44.94;132.03
257;1981 november;2.44;;6.53;2.05;34.04;109.68;2.69;;43.47;;;;20.53;109.36;;41.98;15.64;4.64;;;;44.52;136.69
258;1981 december;2.47;;6.47;2.09;33.78;109.58;2.69;;43.27;;;;20.51;113.24;;42.81;15.63;4.72;;;;44.7;136.38
259;1981;2.49;;6.72;2.08;35.11;110.38;2.78;;45.89;;;;22.01;113.22;;43.48;15.67;5.03;;;;49.38;127.15
260;1982 januari;2.51;;6.44;2.11;33.5;109.61;2.69;;43.13;;;;20.48;112.01;;42.87;15.65;4.74;;;;44.76;136.27
261;1982 februari;2.59;;6.33;2.14;33.28;109.67;2.69;;43.13;;;;20.52;110.24;;43.48;15.64;4.79;;;;45.07;137.28
262;1982 maart;2.62;;5.9;2.15;32.7;110.03;2.66;;42.62;;;;20.25;108.73;;43.44;15.67;4.73;;;;44.89;138.75
263;1982 april;2.66;;5.88;2.17;32.62;110.93;2.66;;42.59;;;;20.17;109.04;;43.74;15.79;4.71;;;;45.02;135.82
264;1982 mei;2.56;;5.89;2.08;32.77;111.11;2.66;;42.64;;;;20.02;108.52;;43.03;15.79;4.65;;;;44.39;131.91
265;1982 juni;2.68;;5.81;2.11;32.17;110.55;2.63;;40.88;;;;19.78;106.95;;43.4;15.69;4.72;;;;44.62;129.28
266;1982 juli;2.72;;5.79;2.14;31.92;110.46;2.62;;39.75;;;;19.71;106.87;;44.23;15.69;4.72;;;;44.56;129.95
267;1982 augustus;2.73;;5.75;2.19;31.6;110.04;2.6;;39.41;;;;19.62;105.4;;40.85;15.66;4.71;;;;44.46;129.4
268;1982 september;2.74;;5.69;2.22;31.1;109.51;2.59;;38.77;;;;19.45;104.33;;39.74;15.58;4.69;;;;44.05;128.34
269;1982 oktober;2.76;;5.62;2.25;30.9;109.05;2.57;;38.58;;;;19.19;101.84;;38.46;15.52;4.68;;;;38.98;127.09
270;1982 november;2.79;;5.62;2.27;31.12;109.07;2.56;;38.61;;;;18.86;105.46;;38.49;15.54;4.55;;;;37.13;126.91
271;1982 december;2.67;;5.63;2.16;31.26;110.3;2.59;;38.96;;;;19.13;110.33;;37.99;15.69;4.33;;;;36.38;130.18
272;1982;2.67;;5.86;2.17;32.08;110.03;2.63;;40.76;;;;19.77;107.48;;41.64;15.66;4.67;;;;42.86;131.77
273;1983 januari;2.63;;5.61;2.14;31.26;110.11;2.53;;38.84;;;;19.15;113.01;;37.33;15.68;4.14;;;;35.94;133.62
274;1983 februari;2.68;;5.61;2.18;31.23;110.3;2.53;;38.89;;;;19.16;113.44;;37.65;15.7;4.1;;;;36.04;132.78
275;1983 maart;2.68;;5.66;2.18;31.3;111.37;2.52;;38.27;;;;18.81;112.86;;37.34;15.84;4.0;;;;35.9;130.14
276;1983 april;2.75;;5.66;2.23;31.71;112.64;2.55;;37.56;;;;18.89;115.71;;38.5;16.02;4.24;;;;36.71;134.14
277;1983 mei;2.77;;5.63;2.26;31.51;112.44;2.56;;37.38;;;;18.91;118.07;;39.02;15.97;4.37;;;;37.06;134.69
278;1983 juni;2.85;;5.61;2.32;31.3;112.07;2.56;;37.26;;;;18.91;118.97;;39.32;15.91;4.43;;;;37.42;135.24
279;1983 juli;2.89;;5.59;2.35;31.14;111.88;2.55;;37.22;;;;18.91;120.44;;39.54;15.91;4.43;;;;37.68;136.77
280;1983 augustus;2.99;;5.58;2.42;31.07;111.86;2.56;;37.17;;;;18.83;121.98;;40.07;15.92;4.49;;;;38.01;138.16
281;1983 september;2.98;;5.55;2.42;31.11;111.85;2.55;;37.03;;;;18.64;123.08;;40.18;15.91;4.47;;;;37.9;137.95
282;1983 oktober;2.92;;5.51;2.37;31.0;112.22;2.54;;36.82;;;;18.47;125.43;;39.88;15.96;4.37;;;;37.54;138.36
283;1983 november;3.01;;5.52;2.43;31.08;112.06;2.54;;36.83;;;;18.5;127.96;;40.27;15.92;4.44;;;;38.0;138.59
284;1983 december;3.08;;5.52;2.47;30.98;112.21;2.54;;36.79;;;;18.52;131.61;;39.98;15.88;4.42;;;;38.29;140.36
285;1983;2.85;;5.59;2.31;31.22;111.75;2.54;;37.51;;;;18.81;120.21;;39.09;15.89;4.33;;;;37.21;135.9
286;1984 januari;3.15;;5.51;2.53;31.04;112.39;2.55;;36.76;;;;18.51;135.04;;40.11;15.95;4.45;;;;38.62;141.19
287;1984 februari;3.05;;5.51;2.44;39.93;112.84;2.54;;36.66;;;;18.29;130.65;;39.62;16.01;4.39;;;;38.1;138.24
288;1984 maart;2.93;;5.52;2.31;30.8;112.89;2.53;;36.63;;;;18.15;130.03;;39.06;16.03;4.27;;;;37.91;136.56
289;1984 april;2.97;;5.52;2.32;30.68;112.8;2.52;;36.66;;;;18.22;132.21;;39.21;16.03;4.24;;;;38.01;136.18
290;1984 mei;3.09;;5.53;2.39;30.73;112.54;2.53;;36.63;;;;18.24;129.74;;39.61;16.01;4.3;;;;38.31;136.5
291;1984 juni;3.09;;5.53;2.37;30.72;112.71;2.52;;36.67;;;;18.22;132.33;;39.49;16.05;4.25;;;;38.12;135.31
292;1984 juli;3.21;;5.57;2.43;30.86;112.87;2.53;;36.77;;;;18.38;132.38;;39.18;16.09;4.24;;;;38.71;133.53
293;1984 augustus;3.25;;5.58;2.5;30.98;112.78;2.53;;36.74;;;;18.29;134.35;;39.22;16.06;4.27;;;;38.98;134.62
294;1984 september;3.41;;5.59;2.6;31.12;112.77;2.53;;36.75;;;;18.27;139.04;;39.61;16.05;4.29;;;;39.79;136.5
295;1984 oktober;3.46;;5.58;2.62;31.2;112.76;2.53;;36.76;;;;18.23;140.22;;39.07;16.05;4.22;;;;39.84;137.11
296;1984 november;3.37;;5.59;2.56;31.22;112.79;2.52;;36.77;;;;18.14;138.67;;38.74;16.0;4.19;;;;39.34;136.93
297;1984 december;3.49;;5.62;2.64;31.47;112.87;2.53;;36.84;;;;18.31;141.23;;39.0;16.07;4.16;;;;39.54;136.81
298;1984;3.21;;5.55;2.48;30.98;112.75;2.53;;36.72;;;;18.27;134.66;;39.33;16.03;4.27;;;;38.77;136.62
299;1985 januari;3.58;;5.65;2.68;31.61;112.98;2.52;;36.9;;;;18.38;140.97;;39.03;16.09;4.04;;;;39.49;134.76
300;1985 februari;3.73;;5.64;2.76;31.62;113.23;2.53;;37.05;;;;18.33;143.21;;39.43;16.12;4.09;;;;40.02;133.32
301;1985 maart;3.74;;5.62;2.7;31.6;113.07;2.53;;37.0;;;;17.96;144.85;;39.46;16.09;4.18;;;;39.71;133.03
302;1985 april;3.49;;5.61;2.55;31.49;113.07;2.54;;37.04;;;;17.71;138.71;;39.11;16.09;4.33;;;;38.85;134.84
303;1985 mei;3.52;;5.61;2.55;31.4;112.91;2.54;;37.2;;;;17.7;139.7;;39.24;16.06;4.38;;;;39.13;134.29
304;1985 juni;3.45;;5.59;2.57;31.41;112.74;2.54;;36.97;;;;17.68;138.78;;39.17;16.05;4.42;;;;39.03;134.32
305;1985 juli;3.28;;5.59;2.43;31.33;112.58;2.55;;37.01;;;;17.27;135.94;;38.87;16.02;4.52;;;;38.69;135.96
306;1985 augustus;3.14;;5.56;2.31;31.07;112.5;2.52;;36.79;;;;16.83;132.34;;38.11;16.0;4.35;;;;37.81;136.99
307;1985 september;3.19;;5.56;2.33;31.0;112.48;2.52;;36.94;;;;16.74;135.19;;38.3;16.01;4.35;;;;38.05;136.76
308;1985 oktober;2.98;;5.56;2.18;31.08;112.77;2.51;;36.97;;;;16.7;138.85;;37.7;16.05;4.24;;;;37.58;137.55
309;1985 november;2.92;;5.57;2.12;31.13;112.64;2.51;;36.95;;;;16.68;143.23;;37.45;16.02;4.21;;;;37.13;137.18
310;1985 december;2.84;;5.53;2.03;31.05;112.62;2.49;;36.8;;;;16.51;139.8;;37.09;16.02;4.11;;;;36.91;134.66
311;1985;3.32;;5.59;2.43;31.32;112.8;2.53;;36.97;;;;17.37;139.3;;38.58;16.05;4.27;;;;38.53;135.31
312;1986 januari;2.76;1.93;5.51;1.96;30.75;112.71;2.45;;36.73;;;;16.53;137.6;1.42;36.45;16.03;3.93;;1.8;1.17;36.26;133.19
313;1986 februari;2.64;1.85;5.52;1.88;30.63;112.96;2.44;;36.8;;;;16.6;142.88;1.41;36.2;16.08;3.77;;1.8;1.26;35.65;134.88
314;1986 maart;2.56;1.8;5.51;1.82;30.54;112.89;2.44;;36.7;;;;16.59;143.14;1.35;35.79;16.08;3.75;;1.79;1.26;35.34;134.06
315;1986 april;2.56;1.86;5.53;1.85;30.57;112.73;2.43;;35.59;;;;16.47;146.31;1.44;35.85;16.06;3.84;;1.78;1.25;35.43;134.74
316;1986 mei;2.51;1.82;5.52;1.82;30.44;112.6;2.42;;35.35;;;;16.42;150.33;1.42;33.81;16.02;3.82;;1.77;1.15;35.13;135.45
317;1986 juni;2.52;1.75;5.51;1.81;30.39;112.59;2.42;;35.33;;32.32;;16.41;150.18;1.38;33.11;16.02;3.79;;1.76;1.0;34.94;136.74
318;1986 juli;2.43;1.54;5.47;1.76;30.13;112.68;2.4;;35.01;;31.14;;16.41;153.0;1.3;32.48;16.03;3.66;;1.77;0.95;34.37;139.0
319;1986 augustus;2.33;1.43;5.44;1.68;29.76;112.73;2.37;;34.6;;29.76;;16.37;150.97;1.17;31.93;16.04;3.46;;1.74;0.9;33.59;139.96
320;1986 september;2.3;1.43;5.45;1.66;29.85;112.9;2.37;;34.48;;29.5;;16.36;148.93;1.11;31.41;16.06;3.39;;1.72;1.0;33.35;139.41
321;1986 oktober;2.26;1.44;5.44;1.63;29.99;113.0;2.35;;34.52;;28.98;;16.34;145.02;1.14;30.8;16.06;3.23;;1.7;1.01;32.93;138.06
322;1986 november;2.29;1.48;5.44;1.65;29.94;112.98;2.36;;34.55;;29.25;;16.33;140.53;1.18;30.39;16.05;3.26;;1.68;1.02;32.88;135.67
323;1986 december;2.25;1.49;5.43;1.63;29.9;113.03;2.35;;34.44;;28.95;;16.3;138.67;1.16;29.93;16.06;3.23;;1.67;1.01;32.61;135.03
324;1986;2.45;1.65;5.48;1.76;30.24;112.82;2.4;;35.33;;;;16.43;145.72;1.29;33.15;16.05;3.59;;1.74;1.08;34.36;136.41
325;1987 januari;2.1;1.39;5.43;1.54;29.75;112.83;2.33;;33.84;;27.07;3.02;15.92;135.57;1.13;29.26;16.03;3.16;;1.62;1.0;31.73;134.47
326;1987 februari;2.06;1.37;5.45;1.55;29.9;112.89;2.33;;33.89;;26.45;3.0;15.87;134.3;1.13;29.46;16.05;3.15;;1.6;0.99;31.71;133.72
327;1987 maart;2.07;1.42;5.45;1.57;30.0;112.94;2.34;;33.94;;26.57;3.02;15.88;136.79;1.17;29.93;16.07;3.3;;1.61;1.0;32.31;134.74
328;1987 april;2.04;1.46;5.45;1.55;29.92;112.82;2.34;;33.88;;26.22;3.01;15.82;142.96;1.18;30.2;16.05;3.33;;1.61;1.01;32.38;136.64
329;1987 mei;2.01;1.44;5.44;1.5;29.96;112.72;2.34;;33.74;;25.79;3.01;15.61;143.45;1.16;30.26;16.03;3.36;;1.61;1.01;32.22;137.23
330;1987 juni;2.05;1.47;5.43;1.53;29.9;112.64;2.34;;33.73;;26.24;3.02;15.59;141.7;1.2;30.55;16.04;3.34;;1.62;1.01;32.32;135.92
331;1987 juli;2.08;1.48;5.43;1.57;29.68;112.6;2.34;;33.82;;26.62;3.02;15.56;138.41;1.24;30.79;16.02;3.35;;1.64;1.01;32.32;135.45
332;1987 augustus;2.09;1.48;5.42;1.58;29.38;112.66;2.34;;33.75;;26.84;3.01;15.56;141.81;1.23;30.81;16.02;3.34;;1.67;1.01;32.27;136.03
333;1987 september;2.04;1.48;5.42;1.55;29.22;112.56;2.33;;33.71;;26.13;3.01;15.58;142.49;1.29;30.71;15.99;3.36;;1.68;1.0;31.99;135.87
334;1987 oktober;2.03;1.45;5.41;1.55;29.28;112.53;2.33;;33.67;;26.01;3.01;15.56;141.53;1.31;30.58;15.99;3.37;;1.71;0.99;31.92;135.66
335;1987 november;1.89;1.3;5.38;1.44;29.16;112.54;2.32;;33.14;;24.34;2.99;15.28;139.88;1.17;29.51;15.99;3.36;;1.67;0.96;31.19;137.03
336;1987 december;1.84;1.31;5.38;1.41;29.19;112.53;2.32;;33.19;;23.7;2.99;15.28;143.18;1.19;28.85;15.99;3.36;;1.66;0.94;30.97;138.23
337;1987;2.03;1.42;5.42;1.53;29.61;112.69;2.33;;33.69;;26.0;3.01;15.62;140.15;1.2;30.09;16.02;3.31;;1.64;1.0;31.94;135.9
338;1988 januari;1.86;1.32;5.37;1.44;29.26;112.36;2.32;;33.29;;23.79;2.99;15.28;145.56;1.22;29.25;15.97;3.35;;1.65;0.94;31.11;138.01
339;1988 februari;1.91;1.36;5.37;1.5;29.37;112.29;2.32;;33.23;;24.45;2.99;15.25;147.48;1.27;29.72;15.99;3.35;;1.67;0.93;31.51;136.92
340;1988 maart;1.88;1.38;5.37;1.51;29.34;112.31;2.33;;33.09;;24.18;3.0;15.18;148.21;1.25;29.77;15.98;3.45;;1.68;0.88;31.69;135.9
341;1988 april;1.88;1.4;5.36;1.52;29.22;112.18;2.33;;33.05;;24.02;3.0;15.11;150.04;1.24;30.23;15.96;3.52;;1.69;0.88;31.89;135.65
342;1988 mei;1.9;1.47;5.36;1.53;29.26;112.06;2.33;;33.09;;24.23;2.99;15.08;152.12;1.3;30.7;15.94;3.55;;1.7;0.86;32.16;134.51
343;1988 juni;1.97;1.59;5.37;1.62;29.57;112.43;2.34;;33.32;;25.21;3.01;15.14;155.02;1.38;30.92;15.98;3.51;;1.7;0.87;32.39;135.09
344;1988 juli;2.08;1.66;5.39;1.72;29.66;112.78;2.34;;33.47;;26.59;3.03;15.23;156.25;1.39;31.0;16.04;3.55;;1.7;0.87;32.8;135.75
345;1988 augustus;2.13;1.72;5.39;1.74;29.53;112.9;2.35;;33.35;;27.31;3.03;15.26;159.39;1.39;30.93;16.06;3.62;;1.72;0.87;32.91;134.61
346;1988 september;2.11;1.67;5.38;1.72;29.38;112.83;2.34;;33.17;;26.97;3.02;15.13;156.7;1.3;30.49;16.04;3.55;;1.7;0.86;32.72;133.63
347;1988 oktober;2.05;1.66;5.38;1.7;29.26;112.74;2.34;;33.05;;26.34;3.02;15.14;159.2;1.28;30.42;16.05;3.56;;1.71;0.83;32.73;133.21
348;1988 november;1.97;1.67;5.38;1.62;29.23;112.78;2.34;;33.02;;25.28;3.01;15.17;160.18;1.26;30.03;16.05;3.57;;1.71;0.82;32.42;134.39
349;1988 december;1.98;1.7;5.38;1.66;29.23;112.84;2.34;;33.04;;25.33;3.02;15.3;160.34;1.26;30.4;16.04;3.62;;1.74;0.84;32.58;134.1
350;1988;1.98;1.55;5.38;1.61;29.36;112.55;2.33;;33.18;;25.34;3.01;15.19;154.29;1.3;30.33;16.01;3.52;;1.7;0.87;32.25;135.13
351;1989 januari;2.07;1.79;5.39;1.73;29.15;112.88;2.35;;33.12;;26.43;3.02;15.39;162.65;1.29;31.0;16.06;3.67;;1.8;0.87;33.05;132.75
352;1989 februari;2.09;1.8;5.39;1.76;29.02;112.9;2.35;;33.16;;26.84;3.01;15.42;163.73;1.29;31.12;16.05;3.67;;1.81;0.85;33.1;132.72
353;1989 maart;2.1;1.71;5.39;1.76;28.95;112.83;2.35;;33.28;;26.96;3.01;15.36;161.56;1.29;30.98;16.04;3.61;;1.81;0.83;33.01;131.08
354;1989 april;2.11;1.7;5.39;1.78;29.0;112.82;2.35;;33.37;;27.13;3.01;15.39;159.76;1.29;31.06;16.03;3.59;;1.82;0.83;33.15;128.1
355;1989 mei;2.2;1.7;5.39;1.84;28.96;112.73;2.35;;33.33;;28.18;3.02;15.5;159.12;1.33;31.21;16.02;3.57;;1.81;0.82;33.4;127.05
356;1989 juni;2.23;1.69;5.38;1.86;28.92;112.65;2.33;;33.2;;28.66;3.01;15.54;154.98;1.28;31.05;16.01;3.46;;1.76;0.8;33.38;130.48
357;1989 juli;2.14;1.62;5.39;1.8;29.02;112.77;2.33;;33.25;;27.43;3.01;15.59;151.98;1.23;30.73;16.02;3.47;;1.8;0.79;33.03;130.93
358;1989 augustus;2.17;1.65;5.39;1.85;29.02;112.75;2.34;;33.38;;27.76;3.01;15.7;153.75;1.28;30.85;16.02;3.46;;1.8;0.8;33.22;130.82
359;1989 september;2.2;1.7;5.39;1.86;29.01;112.75;2.34;;33.39;;28.26;3.01;15.67;151.68;1.31;30.9;16.02;3.46;;1.8;0.79;33.33;130.42
360;1989 oktober;2.11;1.63;5.37;1.79;28.97;112.91;2.32;;33.27;;27.01;3.0;15.39;148.28;1.24;30.35;16.04;3.35;;1.78;0.79;32.68;129.2
361;1989 november;2.06;1.62;5.38;1.77;29.05;112.84;2.31;;33.19;;26.48;2.99;15.37;143.74;1.22;29.95;16.03;3.25;;1.77;0.79;32.15;127.56
362;1989 december;1.97;1.55;5.37;1.69;29.05;112.88;2.29;;33.03;;25.23;2.97;15.2;136.84;1.17;29.32;16.03;3.14;;1.75;0.76;31.25;125.23
363;1989;2.12;1.68;5.38;1.79;29.01;112.81;2.33;;33.25;;27.22;3.01;15.46;154.05;1.27;30.72;16.03;3.47;;1.79;0.81;32.91;129.74
364;1990 januari;1.91;1.5;5.38;1.63;29.09;112.78;2.29;;33.13;;24.45;2.98;15.13;131.64;1.15;29.17;16.03;3.15;;1.74;0.75;30.92;125.83
365;1990 februari;1.89;1.44;5.4;1.58;29.22;112.72;2.3;;33.19;;24.19;2.99;15.19;129.79;1.12;29.2;16.01;3.2;;1.75;0.74;30.93;126.96
366;1990 maart;1.92;1.45;5.42;1.62;29.4;112.6;2.3;;33.36;;24.56;3.0;15.27;125.39;1.12;29.13;16.0;3.12;;1.76;0.74;31.16;126.99
367;1990 april;1.9;1.45;5.44;1.63;29.51;112.56;2.3;;33.51;;24.39;3.02;15.33;120.05;1.1;29.02;16.0;3.11;;1.78;0.72;31.07;127.62
368;1990 mei;1.87;1.42;5.45;1.59;29.52;112.47;2.31;;33.41;;24.02;3.01;15.31;121.63;1.07;29.01;15.98;3.14;;1.8;0.71;30.9;131.76
369;1990 juni;1.9;1.48;5.48;1.62;29.57;112.55;2.32;;33.46;;24.36;3.02;15.33;123.17;1.1;29.29;16.0;3.24;;1.82;0.71;31.13;133.13
370;1990 juli;1.85;1.47;5.47;1.6;29.6;112.67;2.33;;33.59;;23.83;3.02;15.38;123.86;1.1;29.33;16.02;3.34;;1.84;0.7;31.05;132.64
371;1990 augustus;1.77;1.43;5.48;1.55;29.46;112.66;2.34;;33.58;;22.79;3.02;15.29;119.96;1.09;29.09;16.01;3.36;;1.82;0.69;30.64;135.18
372;1990 september;1.77;1.46;5.48;1.53;29.52;112.71;2.33;;33.65;;22.8;3.02;15.1;127.6;1.1;29.13;16.02;3.33;;1.8;0.69;30.7;135.33
373;1990 oktober;1.72;1.38;5.47;1.48;29.53;112.73;2.33;;33.66;;22.2;3.02;15.05;132.28;1.05;29.04;16.02;3.34;;1.8;0.68;30.47;134.15
374;1990 november;1.68;1.3;5.47;1.44;29.43;112.79;2.33;;33.51;;21.52;3.02;15.01;129.97;1.03;28.89;16.03;3.29;;1.78;0.67;30.15;133.37
375;1990 december;1.69;1.3;5.45;1.45;29.28;112.82;2.31;;33.22;;21.6;3.0;14.97;126.23;1.01;28.77;16.03;3.25;;1.77;0.67;30.0;131.94
376;1990;1.82;1.42;5.45;1.56;29.43;112.67;2.32;;33.44;;23.39;3.01;15.2;126.03;1.09;29.09;16.01;3.24;;1.79;0.7;30.76;131.3
377;1991 januari;1.7;132.6;5.47;1.45;29.29;112.74;2.32;46.75;33.19;1.06;21.56;3.0;15.0;127.36;100.31;28.82;16.02;3.29;1.27;1.8;0.66;30.16;133.83
378;1991 februari;1.67;130.78;5.47;1.44;29.29;112.7;2.32;46.44;33.11;1.05;21.38;3.0;15.01;127.96;100.37;28.81;16.02;3.28;1.28;1.8;0.66;30.13;131.67
379;1991 maart;1.81;139.58;5.47;1.56;29.35;112.72;2.32;47.13;33.12;1.05;23.08;3.0;15.11;131.86;107.49;28.87;16.02;3.3;1.29;1.81;0.68;30.71;130.47
380;1991 april;1.92;149.46;5.48;1.66;29.43;112.67;2.32;48.05;33.34;1.04;24.58;3.02;15.2;139.96;113.1;28.98;16.01;3.36;1.3;1.83;0.7;31.36;133.26
381;1991 mei;1.93;149.32;5.48;1.68;29.44;112.67;2.32;47.87;33.23;1.03;24.85;3.02;15.18;139.95;113.3;28.93;16.01;3.34;1.3;1.82;0.69;31.45;132.94
382;1991 juni;2.01;152.76;5.47;1.76;29.24;112.65;2.32;47.56;33.21;1.03;25.94;3.01;15.15;143.77;115.95;28.86;16.01;3.31;1.29;1.81;0.7;31.24;131.3
383;1991 juli;2.02;155.42;5.47;1.76;29.14;112.66;2.32;46.98;33.19;1.03;26.0;3.01;15.13;146.12;114.34;28.89;16.01;3.32;1.31;1.8;0.7;31.13;129.97
384;1991 augustus;1.97;153.87;5.47;1.72;29.15;112.7;2.31;46.44;33.16;1.02;25.35;3.01;15.07;143.72;112.81;28.84;16.02;3.31;1.31;1.8;0.69;31.04;129.32
385;1991 september;1.91;151.7;5.47;1.68;29.19;112.69;2.31;46.28;33.11;1.02;24.73;3.01;15.07;142.19;110.89;28.8;16.01;3.3;1.31;1.8;0.68;30.96;128.88
386;1991 oktober;1.9;151.02;5.47;1.69;29.18;112.68;2.31;46.25;33.05;1.01;24.58;3.01;15.07;145.74;107.37;28.78;16.01;3.28;1.31;1.79;0.68;30.93;128.78
