ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;BedrijfstakkenEnBranchesSBI2008;Perioden;TotaalMboGediplomeerdenMetWerk_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
8167;Mannen en vrouwen;19 jaar of jonger;1;O Openbaar bestuur en overheidsdiensten;2008/'09;260;240;30;0;230;10;20;0;210;0;20;0;20;0;0
8168;Mannen en vrouwen;19 jaar of jonger;1;P Onderwijs;2007/'08;30;30;0;0;10;10;10;0;10;10;10;0;0;0;0
8169;Mannen en vrouwen;19 jaar of jonger;1;P Onderwijs;2008/'09;20;20;0;0;10;10;10;0;0;10;10;0;0;0;0
8170;Mannen en vrouwen;19 jaar of jonger;1;86 Gezondheidszorg;2007/'08;60;60;10;0;20;10;30;0;20;10;30;0;0;0;0
8171;Mannen en vrouwen;19 jaar of jonger;1;86 Gezondheidszorg;2008/'09;60;60;0;0;20;10;30;0;20;10;30;0;0;0;0
8172;Mannen en vrouwen;19 jaar of jonger;1;87-88 Zorg en welzijn;2007/'08;60;50;10;0;40;10;20;0;30;10;20;0;10;0;0
8173;Mannen en vrouwen;19 jaar of jonger;1;87-88 Zorg en welzijn;2008/'09;70;60;10;10;30;10;20;0;30;0;20;0;10;0;0
8174;Mannen en vrouwen;19 jaar of jonger;1;R Cultuur, sport en recreatie;2007/'08;50;50;10;10;30;0;10;10;30;0;10;0;0;0;0
8175;Mannen en vrouwen;19 jaar of jonger;1;R Cultuur, sport en recreatie;2008/'09;70;50;10;0;50;10;10;0;40;10;10;0;10;0;0
8176;Mannen en vrouwen;19 jaar of jonger;1;S Overige dienstverlening;2007/'08;30;20;10;0;10;10;0;0;10;10;0;0;10;0;0
8177;Mannen en vrouwen;19 jaar of jonger;1;S Overige dienstverlening;2008/'09;30;20;10;0;10;10;10;0;10;0;10;0;0;0;0
8178;Mannen en vrouwen;19 jaar of jonger;1;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8179;Mannen en vrouwen;19 jaar of jonger;1;T Huishoudens;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8180;Mannen en vrouwen;19 jaar of jonger;1;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8181;Mannen en vrouwen;19 jaar of jonger;1;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8182;Mannen en vrouwen;19 jaar of jonger;1;SBI onbekend;2007/'08;20;20;0;0;10;10;10;0;10;0;10;0;0;0;0
8183;Mannen en vrouwen;19 jaar of jonger;1;SBI onbekend;2008/'09;20;10;10;0;10;10;10;0;0;0;10;0;0;0;0
8184;Mannen en vrouwen;19 jaar of jonger;3;0;2007/'08;3490;3050;440;60;850;1570;1010;60;720;1280;990;0;130;290;20
8185;Mannen en vrouwen;19 jaar of jonger;3;0;2008/'09;3280;2770;510;50;820;1430;970;50;680;1100;940;10;140;330;30
8186;Mannen en vrouwen;19 jaar of jonger;3;10;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
8187;Mannen en vrouwen;19 jaar of jonger;3;10;2008/'09;20;20;0;0;10;0;0;0;10;0;0;0;0;0;0
8188;Mannen en vrouwen;19 jaar of jonger;3;11;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
8189;Mannen en vrouwen;19 jaar of jonger;3;11;2008/'09;20;20;0;0;10;0;0;0;10;0;0;0;0;0;0
8190;Mannen en vrouwen;19 jaar of jonger;3;20;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8191;Mannen en vrouwen;19 jaar of jonger;3;20;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8192;Mannen en vrouwen;19 jaar of jonger;3;21;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8193;Mannen en vrouwen;19 jaar of jonger;3;21;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8194;Mannen en vrouwen;19 jaar of jonger;3;30;2007/'08;40;40;0;0;20;10;10;0;20;10;10;0;0;0;0
8195;Mannen en vrouwen;19 jaar of jonger;3;30;2008/'09;30;30;0;0;10;10;10;0;10;10;10;0;0;0;0
8196;Mannen en vrouwen;19 jaar of jonger;3;50;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8197;Mannen en vrouwen;19 jaar of jonger;3;50;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8198;Mannen en vrouwen;19 jaar of jonger;3;60;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8199;Mannen en vrouwen;19 jaar of jonger;3;60;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8200;Mannen en vrouwen;19 jaar of jonger;3;70;2007/'08;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8201;Mannen en vrouwen;19 jaar of jonger;3;70;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
8202;Mannen en vrouwen;19 jaar of jonger;3;80;2007/'08;590;570;20;20;210;140;220;20;190;140;220;0;10;0;0
8203;Mannen en vrouwen;19 jaar of jonger;3;80;2008/'09;540;520;20;20;200;130;190;10;190;130;190;0;10;0;10
8204;Mannen en vrouwen;19 jaar of jonger;3;90;2007/'08;20;20;0;0;10;10;0;0;10;10;0;0;0;0;0
8205;Mannen en vrouwen;19 jaar of jonger;3;90;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
8206;Mannen en vrouwen;19 jaar of jonger;3;I Horeca;2007/'08;110;110;0;0;40;30;30;0;40;30;30;0;0;0;0
8207;Mannen en vrouwen;19 jaar of jonger;3;I Horeca;2008/'09;120;110;10;10;40;30;40;10;30;30;40;0;0;0;0
8208;Mannen en vrouwen;19 jaar of jonger;3;J Informatie en communicatie;2007/'08;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
8209;Mannen en vrouwen;19 jaar of jonger;3;J Informatie en communicatie;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8210;Mannen en vrouwen;19 jaar of jonger;3;K Financiële dienstverlening;2007/'08;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8211;Mannen en vrouwen;19 jaar of jonger;3;K Financiële dienstverlening;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8212;Mannen en vrouwen;19 jaar of jonger;3;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8213;Mannen en vrouwen;19 jaar of jonger;3;L Verhuur en handel van onroerend goed;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8214;Mannen en vrouwen;19 jaar of jonger;3;M Specialistische zakelijke diensten;2007/'08;30;30;0;0;10;10;10;0;10;10;10;0;0;0;0
8215;Mannen en vrouwen;19 jaar of jonger;3;M Specialistische zakelijke diensten;2008/'09;30;30;0;0;10;10;10;0;10;10;10;0;0;0;0
8216;Mannen en vrouwen;19 jaar of jonger;3;N Verhuur en overige zakelijke diensten;2007/'08;260;250;10;20;120;70;50;20;120;60;50;0;10;0;0
8217;Mannen en vrouwen;19 jaar of jonger;3;N Verhuur en overige zakelijke diensten;2008/'09;190;180;10;10;100;40;50;10;90;40;50;0;10;0;0
8218;Mannen en vrouwen;19 jaar of jonger;3;O Openbaar bestuur en overheidsdiensten;2007/'08;20;20;0;0;10;10;0;0;10;10;0;0;0;0;0
8219;Mannen en vrouwen;19 jaar of jonger;3;O Openbaar bestuur en overheidsdiensten;2008/'09;20;20;0;0;10;10;10;0;10;10;10;0;0;0;0
8220;Mannen en vrouwen;19 jaar of jonger;3;P Onderwijs;2007/'08;80;80;0;0;0;10;60;0;0;10;60;0;0;0;0
8221;Mannen en vrouwen;19 jaar of jonger;3;P Onderwijs;2008/'09;70;70;0;0;0;10;60;0;0;10;60;0;0;0;0
8222;Mannen en vrouwen;19 jaar of jonger;3;Q Gezondheids- en welzijnszorg;2007/'08;1870;1650;210;20;330;940;580;20;260;810;570;0;70;130;20
8223;Mannen en vrouwen;19 jaar of jonger;3;Q Gezondheids- en welzijnszorg;2008/'09;1760;1540;220;20;340;840;560;20;290;700;530;0;50;140;30
8224;Mannen en vrouwen;19 jaar of jonger;3;R Cultuur, sport en recreatie;2007/'08;30;30;0;0;20;10;10;0;20;10;10;0;0;0;0
8225;Mannen en vrouwen;19 jaar of jonger;3;R Cultuur, sport en recreatie;2008/'09;30;30;0;0;10;10;10;0;10;10;10;0;0;0;0
8226;Mannen en vrouwen;19 jaar of jonger;3;S Overige dienstverlening;2007/'08;400;220;190;0;60;330;20;0;20;180;20;0;40;150;0
8227;Mannen en vrouwen;19 jaar of jonger;3;S Overige dienstverlening;2008/'09;410;170;240;0;80;320;20;0;20;140;20;0;60;180;0
8228;Mannen en vrouwen;19 jaar of jonger;3;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8229;Mannen en vrouwen;19 jaar of jonger;3;T Huishoudens;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8230;Mannen en vrouwen;19 jaar of jonger;3;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8231;Mannen en vrouwen;19 jaar of jonger;3;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8232;Mannen en vrouwen;19 jaar of jonger;3;SBI onbekend;2007/'08;10;10;0;0;0;10;0;0;0;10;0;0;0;0;0
8233;Mannen en vrouwen;19 jaar of jonger;3;SBI onbekend;2008/'09;10;10;0;0;0;10;0;0;0;10;0;0;0;0;0
8234;Mannen en vrouwen;19 jaar of jonger;3;31;2007/'08;20;20;0;0;20;0;0;0;10;0;0;0;0;0;0
8235;Mannen en vrouwen;19 jaar of jonger;3;31;2008/'09;20;20;0;0;10;10;0;0;10;10;0;0;0;0;0
8236;Mannen en vrouwen;19 jaar of jonger;3;32;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8237;Mannen en vrouwen;19 jaar of jonger;3;32;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8238;Mannen en vrouwen;19 jaar of jonger;3;33;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8239;Mannen en vrouwen;19 jaar of jonger;3;33;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8240;Mannen en vrouwen;19 jaar of jonger;3;34;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8241;Mannen en vrouwen;19 jaar of jonger;3;34;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8242;Mannen en vrouwen;19 jaar of jonger;3;35;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8243;Mannen en vrouwen;19 jaar of jonger;3;35;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8244;Mannen en vrouwen;19 jaar of jonger;3;36;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8245;Mannen en vrouwen;19 jaar of jonger;3;36;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8246;Mannen en vrouwen;19 jaar of jonger;3;37;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8247;Mannen en vrouwen;19 jaar of jonger;3;37;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8248;Mannen en vrouwen;19 jaar of jonger;3;38;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8249;Mannen en vrouwen;19 jaar of jonger;3;38;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8250;Mannen en vrouwen;19 jaar of jonger;3;39;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8251;Mannen en vrouwen;19 jaar of jonger;3;39;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8252;Mannen en vrouwen;19 jaar of jonger;3;40;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8253;Mannen en vrouwen;19 jaar of jonger;3;40;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8254;Mannen en vrouwen;19 jaar of jonger;3;41;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8255;Mannen en vrouwen;19 jaar of jonger;3;41;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8256;Mannen en vrouwen;19 jaar of jonger;3;42;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8257;Mannen en vrouwen;19 jaar of jonger;3;42;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8258;Mannen en vrouwen;19 jaar of jonger;3;43;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8259;Mannen en vrouwen;19 jaar of jonger;3;43;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8260;Mannen en vrouwen;19 jaar of jonger;3;51;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8261;Mannen en vrouwen;19 jaar of jonger;3;51;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8262;Mannen en vrouwen;19 jaar of jonger;3;61;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8263;Mannen en vrouwen;19 jaar of jonger;3;61;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8264;Mannen en vrouwen;19 jaar of jonger;3;71;2007/'08;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8265;Mannen en vrouwen;19 jaar of jonger;3;71;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
8266;Mannen en vrouwen;19 jaar of jonger;3;81;2007/'08;590;570;20;20;210;140;220;20;190;140;220;0;10;0;0
8267;Mannen en vrouwen;19 jaar of jonger;3;81;2008/'09;540;520;20;20;200;130;190;10;190;130;190;0;10;0;10
8268;Mannen en vrouwen;19 jaar of jonger;3;91;2007/'08;20;20;0;0;10;10;0;0;10;10;0;0;0;0;0
8269;Mannen en vrouwen;19 jaar of jonger;3;91;2008/'09;10;10;0;0;10;0;0;0;10;0;0;0;0;0;0
8270;Mannen en vrouwen;19 jaar of jonger;3;I Horeca;2007/'08;110;110;0;0;40;30;30;0;40;30;30;0;0;0;0
8271;Mannen en vrouwen;19 jaar of jonger;3;I Horeca;2008/'09;120;110;10;10;40;30;40;10;30;30;40;0;0;0;0
8272;Mannen en vrouwen;19 jaar of jonger;3;58-60 Uitgeverijen, film, radio en t.v. ;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8273;Mannen en vrouwen;19 jaar of jonger;3;58-60 Uitgeverijen, film, radio en t.v. ;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8274;Mannen en vrouwen;19 jaar of jonger;3;61 Telecommunicatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8275;Mannen en vrouwen;19 jaar of jonger;3;61 Telecommunicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8276;Mannen en vrouwen;19 jaar of jonger;3;62-63 IT- en informatiedienstverlening;2007/'08;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8277;Mannen en vrouwen;19 jaar of jonger;3;62-63 IT- en informatiedienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8278;Mannen en vrouwen;19 jaar of jonger;3;K Financiële dienstverlening;2007/'08;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8279;Mannen en vrouwen;19 jaar of jonger;3;K Financiële dienstverlening;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8280;Mannen en vrouwen;19 jaar of jonger;3;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8281;Mannen en vrouwen;19 jaar of jonger;3;L Verhuur en handel van onroerend goed;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8282;Mannen en vrouwen;19 jaar of jonger;3;69-71 Management- en technisch advies;2007/'08;30;20;0;0;10;10;10;0;10;10;10;0;0;0;0
8283;Mannen en vrouwen;19 jaar of jonger;3;69-71 Management- en technisch advies;2008/'09;30;20;0;0;0;10;10;0;0;10;10;0;0;0;0
8284;Mannen en vrouwen;19 jaar of jonger;3;72 Research;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8285;Mannen en vrouwen;19 jaar of jonger;3;72 Research;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8286;Mannen en vrouwen;19 jaar of jonger;3;73-75 Reclame, design, overige diensten;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8287;Mannen en vrouwen;19 jaar of jonger;3;73-75 Reclame, design, overige diensten;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8288;Mannen en vrouwen;19 jaar of jonger;3;N Verhuur en overige zakelijke diensten;2007/'08;260;250;10;20;120;70;50;20;120;60;50;0;10;0;0
8289;Mannen en vrouwen;19 jaar of jonger;3;N Verhuur en overige zakelijke diensten;2008/'09;190;180;10;10;100;40;50;10;90;40;50;0;10;0;0
8290;Mannen en vrouwen;19 jaar of jonger;3;O Openbaar bestuur en overheidsdiensten;2007/'08;20;20;0;0;10;10;0;0;10;10;0;0;0;0;0
8291;Mannen en vrouwen;19 jaar of jonger;3;O Openbaar bestuur en overheidsdiensten;2008/'09;20;20;0;0;10;10;10;0;10;10;10;0;0;0;0
8292;Mannen en vrouwen;19 jaar of jonger;3;P Onderwijs;2007/'08;80;80;0;0;0;10;60;0;0;10;60;0;0;0;0
8293;Mannen en vrouwen;19 jaar of jonger;3;P Onderwijs;2008/'09;70;70;0;0;0;10;60;0;0;10;60;0;0;0;0
8294;Mannen en vrouwen;19 jaar of jonger;3;86 Gezondheidszorg;2007/'08;350;320;20;0;30;40;270;0;30;30;260;0;10;10;10
8295;Mannen en vrouwen;19 jaar of jonger;3;86 Gezondheidszorg;2008/'09;280;250;30;0;20;30;220;0;20;30;210;0;10;10;10
8296;Mannen en vrouwen;19 jaar of jonger;3;87-88 Zorg en welzijn;2007/'08;1520;1330;190;20;300;900;310;20;240;770;300;0;60;120;10
8297;Mannen en vrouwen;19 jaar of jonger;3;87-88 Zorg en welzijn;2008/'09;1480;1290;200;20;320;800;340;20;280;670;330;0;50;130;10
8298;Mannen en vrouwen;19 jaar of jonger;3;R Cultuur, sport en recreatie;2007/'08;30;30;0;0;20;10;10;0;20;10;10;0;0;0;0
8299;Mannen en vrouwen;19 jaar of jonger;3;R Cultuur, sport en recreatie;2008/'09;30;30;0;0;10;10;10;0;10;10;10;0;0;0;0
8300;Mannen en vrouwen;19 jaar of jonger;3;S Overige dienstverlening;2007/'08;400;220;190;0;60;330;20;0;20;180;20;0;40;150;0
8301;Mannen en vrouwen;19 jaar of jonger;3;S Overige dienstverlening;2008/'09;410;170;240;0;80;320;20;0;20;140;20;0;60;180;0
8302;Mannen en vrouwen;19 jaar of jonger;3;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8303;Mannen en vrouwen;19 jaar of jonger;3;T Huishoudens;2008/'09;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
8304;Mannen en vrouwen;19 jaar of jonger;3;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8305;Mannen en vrouwen;19 jaar of jonger;3;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8306;Mannen en vrouwen;19 jaar of jonger;3;SBI onbekend;2007/'08;10;10;0;0;0;10;0;0;0;10;0;0;0;0;0
8307;Mannen en vrouwen;19 jaar of jonger;3;SBI onbekend;2008/'09;10;10;0;0;0;10;0;0;0;10;0;0;0;0;0
8308;Mannen en vrouwen;19 jaar of jonger;14;0;2007/'08;20;10;10;10;10;0;0;0;0;0;0;0;10;0;0
8309;Mannen en vrouwen;19 jaar of jonger;14;0;2008/'09;40;20;20;10;30;0;0;10;10;0;0;0;20;0;0
8310;Mannen en vrouwen;19 jaar of jonger;14;10;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8311;Mannen en vrouwen;19 jaar of jonger;14;10;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8312;Mannen en vrouwen;19 jaar of jonger;14;11;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8313;Mannen en vrouwen;19 jaar of jonger;14;11;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8314;Mannen en vrouwen;19 jaar of jonger;14;20;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8315;Mannen en vrouwen;19 jaar of jonger;14;20;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8316;Mannen en vrouwen;19 jaar of jonger;14;21;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8317;Mannen en vrouwen;19 jaar of jonger;14;21;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8318;Mannen en vrouwen;19 jaar of jonger;14;30;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8319;Mannen en vrouwen;19 jaar of jonger;14;30;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8320;Mannen en vrouwen;19 jaar of jonger;14;50;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8321;Mannen en vrouwen;19 jaar of jonger;14;50;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8322;Mannen en vrouwen;19 jaar of jonger;14;60;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8323;Mannen en vrouwen;19 jaar of jonger;14;60;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8324;Mannen en vrouwen;19 jaar of jonger;14;70;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8325;Mannen en vrouwen;19 jaar of jonger;14;70;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8326;Mannen en vrouwen;19 jaar of jonger;14;80;2007/'08;10;0;0;0;10;0;0;0;0;0;0;0;0;0;0
8327;Mannen en vrouwen;19 jaar of jonger;14;80;2008/'09;20;10;10;0;20;0;0;0;10;0;0;0;10;0;0
8328;Mannen en vrouwen;19 jaar of jonger;14;90;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8329;Mannen en vrouwen;19 jaar of jonger;14;90;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8330;Mannen en vrouwen;19 jaar of jonger;14;I Horeca;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8331;Mannen en vrouwen;19 jaar of jonger;14;I Horeca;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8332;Mannen en vrouwen;19 jaar of jonger;14;J Informatie en communicatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8333;Mannen en vrouwen;19 jaar of jonger;14;J Informatie en communicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8334;Mannen en vrouwen;19 jaar of jonger;14;K Financiële dienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8335;Mannen en vrouwen;19 jaar of jonger;14;K Financiële dienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8336;Mannen en vrouwen;19 jaar of jonger;14;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8337;Mannen en vrouwen;19 jaar of jonger;14;L Verhuur en handel van onroerend goed;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8338;Mannen en vrouwen;19 jaar of jonger;14;M Specialistische zakelijke diensten;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8339;Mannen en vrouwen;19 jaar of jonger;14;M Specialistische zakelijke diensten;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8340;Mannen en vrouwen;19 jaar of jonger;14;N Verhuur en overige zakelijke diensten;2007/'08;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8341;Mannen en vrouwen;19 jaar of jonger;14;N Verhuur en overige zakelijke diensten;2008/'09;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
8342;Mannen en vrouwen;19 jaar of jonger;14;O Openbaar bestuur en overheidsdiensten;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8343;Mannen en vrouwen;19 jaar of jonger;14;O Openbaar bestuur en overheidsdiensten;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8344;Mannen en vrouwen;19 jaar of jonger;14;P Onderwijs;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8345;Mannen en vrouwen;19 jaar of jonger;14;P Onderwijs;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8346;Mannen en vrouwen;19 jaar of jonger;14;Q Gezondheids- en welzijnszorg;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8347;Mannen en vrouwen;19 jaar of jonger;14;Q Gezondheids- en welzijnszorg;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8348;Mannen en vrouwen;19 jaar of jonger;14;R Cultuur, sport en recreatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8349;Mannen en vrouwen;19 jaar of jonger;14;R Cultuur, sport en recreatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8350;Mannen en vrouwen;19 jaar of jonger;14;S Overige dienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8351;Mannen en vrouwen;19 jaar of jonger;14;S Overige dienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8352;Mannen en vrouwen;19 jaar of jonger;14;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8353;Mannen en vrouwen;19 jaar of jonger;14;T Huishoudens;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8354;Mannen en vrouwen;19 jaar of jonger;14;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8355;Mannen en vrouwen;19 jaar of jonger;14;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8356;Mannen en vrouwen;19 jaar of jonger;14;SBI onbekend;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8357;Mannen en vrouwen;19 jaar of jonger;14;SBI onbekend;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8358;Mannen en vrouwen;19 jaar of jonger;14;31;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8359;Mannen en vrouwen;19 jaar of jonger;14;31;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8360;Mannen en vrouwen;19 jaar of jonger;14;32;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8361;Mannen en vrouwen;19 jaar of jonger;14;32;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8362;Mannen en vrouwen;19 jaar of jonger;14;33;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
