ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;BedrijfstakkenEnBranchesSBI2008;Perioden;TotaalMboGediplomeerdenMetWerk_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
1666;Mannen en vrouwen;Totaal leeftijd;12;33;2007/'08;40;20;30;0;30;0;10;0;10;0;10;0;20;0;0
1667;Mannen en vrouwen;Totaal leeftijd;12;33;2008/'09;20;10;10;0;10;10;0;0;0;0;0;0;10;0;0
1668;Mannen en vrouwen;Totaal leeftijd;12;34;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1669;Mannen en vrouwen;Totaal leeftijd;12;34;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1670;Mannen en vrouwen;Totaal leeftijd;12;35;2007/'08;20;0;10;0;10;0;10;0;0;0;0;0;10;0;0
1671;Mannen en vrouwen;Totaal leeftijd;12;35;2008/'09;20;0;20;0;10;10;0;0;0;0;0;0;10;10;0
1672;Mannen en vrouwen;Totaal leeftijd;12;36;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1673;Mannen en vrouwen;Totaal leeftijd;12;36;2008/'09;10;0;10;0;0;10;0;0;0;0;0;0;0;10;0
1674;Mannen en vrouwen;Totaal leeftijd;12;37;2007/'08;30;10;10;0;20;0;0;0;10;0;0;0;10;0;0
1675;Mannen en vrouwen;Totaal leeftijd;12;37;2008/'09;20;0;20;0;10;10;10;0;0;0;0;0;10;10;10
1676;Mannen en vrouwen;Totaal leeftijd;12;38;2007/'08;70;20;50;0;30;20;20;0;10;0;10;0;30;10;10
1677;Mannen en vrouwen;Totaal leeftijd;12;38;2008/'09;70;20;50;0;30;30;10;0;10;0;0;0;20;20;0
1678;Mannen en vrouwen;Totaal leeftijd;12;39;2007/'08;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1679;Mannen en vrouwen;Totaal leeftijd;12;39;2008/'09;30;0;20;0;10;20;0;0;0;0;0;0;10;20;0
1680;Mannen en vrouwen;Totaal leeftijd;12;40;2007/'08;10;0;10;0;0;0;0;0;0;0;0;0;0;0;0
1681;Mannen en vrouwen;Totaal leeftijd;12;40;2008/'09;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
1682;Mannen en vrouwen;Totaal leeftijd;12;41;2007/'08;30;10;20;0;10;10;10;0;10;0;0;0;10;10;10
1683;Mannen en vrouwen;Totaal leeftijd;12;41;2008/'09;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
1684;Mannen en vrouwen;Totaal leeftijd;12;42;2007/'08;20;0;20;0;10;0;10;0;0;0;0;0;10;0;10
1685;Mannen en vrouwen;Totaal leeftijd;12;42;2008/'09;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
1686;Mannen en vrouwen;Totaal leeftijd;12;43;2007/'08;210;20;190;100;90;10;10;0;10;0;10;100;90;10;0
1687;Mannen en vrouwen;Totaal leeftijd;12;43;2008/'09;140;20;120;40;80;10;10;0;10;0;10;40;80;10;0
1688;Mannen en vrouwen;Totaal leeftijd;12;51;2007/'08;10;0;10;0;0;10;0;0;0;0;0;0;0;10;0
1689;Mannen en vrouwen;Totaal leeftijd;12;51;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1690;Mannen en vrouwen;Totaal leeftijd;12;61;2007/'08;20;10;20;0;10;0;10;0;0;0;10;0;10;0;0
1691;Mannen en vrouwen;Totaal leeftijd;12;61;2008/'09;20;10;20;0;10;10;10;0;0;0;0;0;10;0;0
1692;Mannen en vrouwen;Totaal leeftijd;12;71;2007/'08;120;80;40;0;70;20;30;0;40;10;30;0;30;10;0
1693;Mannen en vrouwen;Totaal leeftijd;12;71;2008/'09;100;70;30;0;60;20;30;0;40;10;30;0;20;10;0
1694;Mannen en vrouwen;Totaal leeftijd;12;81;2007/'08;1800;1030;770;200;840;410;360;50;380;290;320;150;450;120;40
1695;Mannen en vrouwen;Totaal leeftijd;12;81;2008/'09;1730;1140;590;90;820;350;470;10;460;250;420;80;360;100;50
1696;Mannen en vrouwen;Totaal leeftijd;12;91;2007/'08;2150;450;1700;20;1430;240;460;0;50;70;330;20;1380;170;130
1697;Mannen en vrouwen;Totaal leeftijd;12;91;2008/'09;1500;390;1110;10;930;190;370;0;70;60;260;10;870;130;100
1698;Mannen en vrouwen;Totaal leeftijd;12;I Horeca;2007/'08;2480;1330;1150;70;680;750;990;50;310;150;830;20;370;600;160
1699;Mannen en vrouwen;Totaal leeftijd;12;I Horeca;2008/'09;2480;1210;1270;60;870;700;850;30;350;130;700;30;510;570;150
1700;Mannen en vrouwen;Totaal leeftijd;12;58-60 Uitgeverijen, film, radio en t.v. ;2007/'08;20;10;10;0;10;0;10;0;0;0;10;0;0;0;0
1701;Mannen en vrouwen;Totaal leeftijd;12;58-60 Uitgeverijen, film, radio en t.v. ;2008/'09;20;10;10;0;10;0;10;0;10;0;10;0;0;0;0
1702;Mannen en vrouwen;Totaal leeftijd;12;61 Telecommunicatie;2007/'08;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0
1703;Mannen en vrouwen;Totaal leeftijd;12;61 Telecommunicatie;2008/'09;10;10;0;0;0;0;10;0;0;0;10;0;0;0;0
1704;Mannen en vrouwen;Totaal leeftijd;12;62-63 IT- en informatiedienstverlening;2007/'08;30;20;10;0;10;10;10;0;10;0;10;0;10;0;0
1705;Mannen en vrouwen;Totaal leeftijd;12;62-63 IT- en informatiedienstverlening;2008/'09;10;10;0;0;10;0;10;0;0;0;10;0;0;0;0
1706;Mannen en vrouwen;Totaal leeftijd;12;K Financiële dienstverlening;2007/'08;60;30;20;0;20;10;30;0;10;0;30;0;10;10;0
1707;Mannen en vrouwen;Totaal leeftijd;12;K Financiële dienstverlening;2008/'09;50;30;30;0;20;10;20;0;0;0;20;0;10;10;0
1708;Mannen en vrouwen;Totaal leeftijd;12;L Verhuur en handel van onroerend goed;2007/'08;60;40;20;0;20;10;30;0;10;0;30;0;10;10;0
1709;Mannen en vrouwen;Totaal leeftijd;12;L Verhuur en handel van onroerend goed;2008/'09;40;30;10;0;10;10;20;0;10;10;20;0;0;0;0
1710;Mannen en vrouwen;Totaal leeftijd;12;69-71 Management- en technisch advies;2007/'08;160;110;50;0;60;30;70;0;30;20;70;0;30;10;0
1711;Mannen en vrouwen;Totaal leeftijd;12;69-71 Management- en technisch advies;2008/'09;160;80;80;0;60;40;50;0;30;10;40;0;30;30;10
1712;Mannen en vrouwen;Totaal leeftijd;12;72 Research;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1713;Mannen en vrouwen;Totaal leeftijd;12;72 Research;2008/'09;10;0;10;0;10;0;0;0;0;0;0;0;10;0;0
1714;Mannen en vrouwen;Totaal leeftijd;12;73-75 Reclame, design, overige diensten;2007/'08;60;30;20;0;20;10;20;0;10;10;20;0;10;10;0
1715;Mannen en vrouwen;Totaal leeftijd;12;73-75 Reclame, design, overige diensten;2008/'09;50;30;10;0;20;10;10;0;10;0;10;0;10;0;0
1716;Mannen en vrouwen;Totaal leeftijd;12;N Verhuur en overige zakelijke diensten;2007/'08;3250;1740;1510;90;2110;360;690;50;740;280;670;40;1380;80;10
1717;Mannen en vrouwen;Totaal leeftijd;12;N Verhuur en overige zakelijke diensten;2008/'09;2840;1370;1460;50;1920;330;540;20;610;230;520;30;1310;100;20
1718;Mannen en vrouwen;Totaal leeftijd;12;O Openbaar bestuur en overheidsdiensten;2007/'08;1070;370;700;20;910;60;80;20;290;20;50;0;630;50;30
1719;Mannen en vrouwen;Totaal leeftijd;12;O Openbaar bestuur en overheidsdiensten;2008/'09;1130;310;820;10;980;80;60;10;240;10;50;0;750;60;10
1720;Mannen en vrouwen;Totaal leeftijd;12;P Onderwijs;2007/'08;150;70;80;0;80;20;50;0;10;20;40;0;70;0;0
1721;Mannen en vrouwen;Totaal leeftijd;12;P Onderwijs;2008/'09;80;50;30;0;30;20;30;0;10;10;30;0;30;0;0
1722;Mannen en vrouwen;Totaal leeftijd;12;86 Gezondheidszorg;2007/'08;220;90;130;10;150;10;50;0;30;10;50;0;110;0;10
1723;Mannen en vrouwen;Totaal leeftijd;12;86 Gezondheidszorg;2008/'09;220;80;140;40;110;30;40;0;30;10;40;40;80;20;0
1724;Mannen en vrouwen;Totaal leeftijd;12;87-88 Zorg en welzijn;2007/'08;360;200;170;20;180;50;120;0;50;40;110;20;130;10;10
1725;Mannen en vrouwen;Totaal leeftijd;12;87-88 Zorg en welzijn;2008/'09;330;240;90;10;140;50;130;0;60;40;130;0;80;10;0
1726;Mannen en vrouwen;Totaal leeftijd;12;R Cultuur, sport en recreatie;2007/'08;390;340;50;10;80;90;210;10;60;70;200;0;20;20;10
1727;Mannen en vrouwen;Totaal leeftijd;12;R Cultuur, sport en recreatie;2008/'09;410;340;70;0;80;100;230;0;50;60;230;0;30;30;0
1728;Mannen en vrouwen;Totaal leeftijd;12;S Overige dienstverlening;2007/'08;960;510;460;0;150;730;80;0;40;390;80;0;110;350;0
1729;Mannen en vrouwen;Totaal leeftijd;12;S Overige dienstverlening;2008/'09;960;430;530;0;160;710;90;0;30;320;80;0;130;390;0
1730;Mannen en vrouwen;Totaal leeftijd;12;T Huishoudens;2007/'08;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1731;Mannen en vrouwen;Totaal leeftijd;12;T Huishoudens;2008/'09;10;10;0;0;0;0;10;0;0;0;10;0;0;0;0
1732;Mannen en vrouwen;Totaal leeftijd;12;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1733;Mannen en vrouwen;Totaal leeftijd;12;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1734;Mannen en vrouwen;Totaal leeftijd;12;SBI onbekend;2007/'08;100;50;50;0;40;40;20;0;10;30;10;0;30;20;0
1735;Mannen en vrouwen;Totaal leeftijd;12;SBI onbekend;2008/'09;100;70;20;0;20;40;30;0;10;30;30;0;10;10;0
1736;Mannen en vrouwen;Totaal leeftijd;13;0;2007/'08;1080;420;660;1080;0;0;0;420;0;0;0;660;0;0;0
1737;Mannen en vrouwen;Totaal leeftijd;13;0;2008/'09;980;290;690;980;0;0;0;290;0;0;0;690;0;0;0
1738;Mannen en vrouwen;Totaal leeftijd;13;10;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1739;Mannen en vrouwen;Totaal leeftijd;13;10;2008/'09;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1740;Mannen en vrouwen;Totaal leeftijd;13;11;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1741;Mannen en vrouwen;Totaal leeftijd;13;11;2008/'09;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1742;Mannen en vrouwen;Totaal leeftijd;13;20;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1743;Mannen en vrouwen;Totaal leeftijd;13;20;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1744;Mannen en vrouwen;Totaal leeftijd;13;21;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1745;Mannen en vrouwen;Totaal leeftijd;13;21;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1746;Mannen en vrouwen;Totaal leeftijd;13;30;2007/'08;200;20;190;200;0;0;0;20;0;0;0;190;0;0;0
1747;Mannen en vrouwen;Totaal leeftijd;13;30;2008/'09;520;20;500;520;0;0;0;20;0;0;0;500;0;0;0
1748;Mannen en vrouwen;Totaal leeftijd;13;50;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1749;Mannen en vrouwen;Totaal leeftijd;13;50;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1750;Mannen en vrouwen;Totaal leeftijd;13;60;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1751;Mannen en vrouwen;Totaal leeftijd;13;60;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1752;Mannen en vrouwen;Totaal leeftijd;13;70;2007/'08;20;20;10;20;0;0;0;20;0;0;0;10;0;0;0
1753;Mannen en vrouwen;Totaal leeftijd;13;70;2008/'09;20;10;10;20;0;0;0;10;0;0;0;10;0;0;0
1754;Mannen en vrouwen;Totaal leeftijd;13;80;2007/'08;100;90;20;100;0;0;0;90;0;0;0;20;0;0;0
1755;Mannen en vrouwen;Totaal leeftijd;13;80;2008/'09;80;70;20;80;0;0;0;70;0;0;0;20;0;0;0
1756;Mannen en vrouwen;Totaal leeftijd;13;90;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1757;Mannen en vrouwen;Totaal leeftijd;13;90;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1758;Mannen en vrouwen;Totaal leeftijd;13;I Horeca;2007/'08;50;50;10;50;0;0;0;50;0;0;0;10;0;0;0
1759;Mannen en vrouwen;Totaal leeftijd;13;I Horeca;2008/'09;40;30;10;40;0;0;0;30;0;0;0;10;0;0;0
1760;Mannen en vrouwen;Totaal leeftijd;13;J Informatie en communicatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1761;Mannen en vrouwen;Totaal leeftijd;13;J Informatie en communicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1762;Mannen en vrouwen;Totaal leeftijd;13;K Financiële dienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1763;Mannen en vrouwen;Totaal leeftijd;13;K Financiële dienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1764;Mannen en vrouwen;Totaal leeftijd;13;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1765;Mannen en vrouwen;Totaal leeftijd;13;L Verhuur en handel van onroerend goed;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1766;Mannen en vrouwen;Totaal leeftijd;13;M Specialistische zakelijke diensten;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1767;Mannen en vrouwen;Totaal leeftijd;13;M Specialistische zakelijke diensten;2008/'09;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0
1768;Mannen en vrouwen;Totaal leeftijd;13;N Verhuur en overige zakelijke diensten;2007/'08;210;180;30;210;0;0;0;180;0;0;0;30;0;0;0
1769;Mannen en vrouwen;Totaal leeftijd;13;N Verhuur en overige zakelijke diensten;2008/'09;150;110;40;150;0;0;0;110;0;0;0;40;0;0;0
1770;Mannen en vrouwen;Totaal leeftijd;13;O Openbaar bestuur en overheidsdiensten;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1771;Mannen en vrouwen;Totaal leeftijd;13;O Openbaar bestuur en overheidsdiensten;2008/'09;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1772;Mannen en vrouwen;Totaal leeftijd;13;P Onderwijs;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1773;Mannen en vrouwen;Totaal leeftijd;13;P Onderwijs;2008/'09;10;0;10;10;0;0;0;0;0;0;0;10;0;0;0
1774;Mannen en vrouwen;Totaal leeftijd;13;Q Gezondheids- en welzijnszorg;2007/'08;430;30;400;430;0;0;0;30;0;0;0;400;0;0;0
1775;Mannen en vrouwen;Totaal leeftijd;13;Q Gezondheids- en welzijnszorg;2008/'09;90;20;70;90;0;0;0;20;0;0;0;70;0;0;0
1776;Mannen en vrouwen;Totaal leeftijd;13;R Cultuur, sport en recreatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1777;Mannen en vrouwen;Totaal leeftijd;13;R Cultuur, sport en recreatie;2008/'09;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0
1778;Mannen en vrouwen;Totaal leeftijd;13;S Overige dienstverlening;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1779;Mannen en vrouwen;Totaal leeftijd;13;S Overige dienstverlening;2008/'09;30;0;20;30;0;0;0;0;0;0;0;20;0;0;0
1780;Mannen en vrouwen;Totaal leeftijd;13;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1781;Mannen en vrouwen;Totaal leeftijd;13;T Huishoudens;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1782;Mannen en vrouwen;Totaal leeftijd;13;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1783;Mannen en vrouwen;Totaal leeftijd;13;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1784;Mannen en vrouwen;Totaal leeftijd;13;SBI onbekend;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1785;Mannen en vrouwen;Totaal leeftijd;13;SBI onbekend;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1786;Mannen en vrouwen;Totaal leeftijd;13;31;2007/'08;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0
1787;Mannen en vrouwen;Totaal leeftijd;13;31;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1788;Mannen en vrouwen;Totaal leeftijd;13;32;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1789;Mannen en vrouwen;Totaal leeftijd;13;32;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1790;Mannen en vrouwen;Totaal leeftijd;13;33;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1791;Mannen en vrouwen;Totaal leeftijd;13;33;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1792;Mannen en vrouwen;Totaal leeftijd;13;34;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1793;Mannen en vrouwen;Totaal leeftijd;13;34;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1794;Mannen en vrouwen;Totaal leeftijd;13;35;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1795;Mannen en vrouwen;Totaal leeftijd;13;35;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1796;Mannen en vrouwen;Totaal leeftijd;13;36;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1797;Mannen en vrouwen;Totaal leeftijd;13;36;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1798;Mannen en vrouwen;Totaal leeftijd;13;37;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1799;Mannen en vrouwen;Totaal leeftijd;13;37;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1800;Mannen en vrouwen;Totaal leeftijd;13;38;2007/'08;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0
1801;Mannen en vrouwen;Totaal leeftijd;13;38;2008/'09;10;0;10;10;0;0;0;0;0;0;0;10;0;0;0
1802;Mannen en vrouwen;Totaal leeftijd;13;39;2007/'08;30;0;30;30;0;0;0;0;0;0;0;30;0;0;0
1803;Mannen en vrouwen;Totaal leeftijd;13;39;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1804;Mannen en vrouwen;Totaal leeftijd;13;40;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1805;Mannen en vrouwen;Totaal leeftijd;13;40;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1806;Mannen en vrouwen;Totaal leeftijd;13;41;2007/'08;10;0;10;10;0;0;0;0;0;0;0;10;0;0;0
1807;Mannen en vrouwen;Totaal leeftijd;13;41;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1808;Mannen en vrouwen;Totaal leeftijd;13;42;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1809;Mannen en vrouwen;Totaal leeftijd;13;42;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1810;Mannen en vrouwen;Totaal leeftijd;13;43;2007/'08;160;10;150;160;0;0;0;10;0;0;0;150;0;0;0
1811;Mannen en vrouwen;Totaal leeftijd;13;43;2008/'09;500;10;490;500;0;0;0;10;0;0;0;490;0;0;0
1812;Mannen en vrouwen;Totaal leeftijd;13;51;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1813;Mannen en vrouwen;Totaal leeftijd;13;51;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1814;Mannen en vrouwen;Totaal leeftijd;13;61;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1815;Mannen en vrouwen;Totaal leeftijd;13;61;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1816;Mannen en vrouwen;Totaal leeftijd;13;71;2007/'08;20;20;10;20;0;0;0;20;0;0;0;10;0;0;0
1817;Mannen en vrouwen;Totaal leeftijd;13;71;2008/'09;20;10;10;20;0;0;0;10;0;0;0;10;0;0;0
1818;Mannen en vrouwen;Totaal leeftijd;13;81;2007/'08;100;90;20;100;0;0;0;90;0;0;0;20;0;0;0
1819;Mannen en vrouwen;Totaal leeftijd;13;81;2008/'09;80;70;20;80;0;0;0;70;0;0;0;20;0;0;0
1820;Mannen en vrouwen;Totaal leeftijd;13;91;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1821;Mannen en vrouwen;Totaal leeftijd;13;91;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1822;Mannen en vrouwen;Totaal leeftijd;13;I Horeca;2007/'08;50;50;10;50;0;0;0;50;0;0;0;10;0;0;0
1823;Mannen en vrouwen;Totaal leeftijd;13;I Horeca;2008/'09;40;30;10;40;0;0;0;30;0;0;0;10;0;0;0
1824;Mannen en vrouwen;Totaal leeftijd;13;58-60 Uitgeverijen, film, radio en t.v. ;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1825;Mannen en vrouwen;Totaal leeftijd;13;58-60 Uitgeverijen, film, radio en t.v. ;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1826;Mannen en vrouwen;Totaal leeftijd;13;61 Telecommunicatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1827;Mannen en vrouwen;Totaal leeftijd;13;61 Telecommunicatie;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1828;Mannen en vrouwen;Totaal leeftijd;13;62-63 IT- en informatiedienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1829;Mannen en vrouwen;Totaal leeftijd;13;62-63 IT- en informatiedienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1830;Mannen en vrouwen;Totaal leeftijd;13;K Financiële dienstverlening;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1831;Mannen en vrouwen;Totaal leeftijd;13;K Financiële dienstverlening;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1832;Mannen en vrouwen;Totaal leeftijd;13;L Verhuur en handel van onroerend goed;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1833;Mannen en vrouwen;Totaal leeftijd;13;L Verhuur en handel van onroerend goed;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1834;Mannen en vrouwen;Totaal leeftijd;13;69-71 Management- en technisch advies;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1835;Mannen en vrouwen;Totaal leeftijd;13;69-71 Management- en technisch advies;2008/'09;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0
1836;Mannen en vrouwen;Totaal leeftijd;13;72 Research;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1837;Mannen en vrouwen;Totaal leeftijd;13;72 Research;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1838;Mannen en vrouwen;Totaal leeftijd;13;73-75 Reclame, design, overige diensten;2007/'08;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0
1839;Mannen en vrouwen;Totaal leeftijd;13;73-75 Reclame, design, overige diensten;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1840;Mannen en vrouwen;Totaal leeftijd;13;N Verhuur en overige zakelijke diensten;2007/'08;210;180;30;210;0;0;0;180;0;0;0;30;0;0;0
1841;Mannen en vrouwen;Totaal leeftijd;13;N Verhuur en overige zakelijke diensten;2008/'09;150;110;40;150;0;0;0;110;0;0;0;40;0;0;0
1842;Mannen en vrouwen;Totaal leeftijd;13;O Openbaar bestuur en overheidsdiensten;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1843;Mannen en vrouwen;Totaal leeftijd;13;O Openbaar bestuur en overheidsdiensten;2008/'09;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1844;Mannen en vrouwen;Totaal leeftijd;13;P Onderwijs;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1845;Mannen en vrouwen;Totaal leeftijd;13;P Onderwijs;2008/'09;10;0;10;10;0;0;0;0;0;0;0;10;0;0;0
1846;Mannen en vrouwen;Totaal leeftijd;13;86 Gezondheidszorg;2007/'08;10;0;10;10;0;0;0;0;0;0;0;10;0;0;0
1847;Mannen en vrouwen;Totaal leeftijd;13;86 Gezondheidszorg;2008/'09;10;10;10;10;0;0;0;10;0;0;0;10;0;0;0
1848;Mannen en vrouwen;Totaal leeftijd;13;87-88 Zorg en welzijn;2007/'08;420;30;400;420;0;0;0;30;0;0;0;400;0;0;0
1849;Mannen en vrouwen;Totaal leeftijd;13;87-88 Zorg en welzijn;2008/'09;80;20;70;80;0;0;0;20;0;0;0;70;0;0;0
1850;Mannen en vrouwen;Totaal leeftijd;13;R Cultuur, sport en recreatie;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1851;Mannen en vrouwen;Totaal leeftijd;13;R Cultuur, sport en recreatie;2008/'09;10;0;0;10;0;0;0;0;0;0;0;0;0;0;0
1852;Mannen en vrouwen;Totaal leeftijd;13;S Overige dienstverlening;2007/'08;10;10;0;10;0;0;0;10;0;0;0;0;0;0;0
1853;Mannen en vrouwen;Totaal leeftijd;13;S Overige dienstverlening;2008/'09;30;0;20;30;0;0;0;0;0;0;0;20;0;0;0
1854;Mannen en vrouwen;Totaal leeftijd;13;T Huishoudens;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1855;Mannen en vrouwen;Totaal leeftijd;13;T Huishoudens;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1856;Mannen en vrouwen;Totaal leeftijd;13;U Extraterritoriale organisaties;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1857;Mannen en vrouwen;Totaal leeftijd;13;U Extraterritoriale organisaties;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1858;Mannen en vrouwen;Totaal leeftijd;13;SBI onbekend;2007/'08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1859;Mannen en vrouwen;Totaal leeftijd;13;SBI onbekend;2008/'09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1860;Mannen en vrouwen;Totaal leeftijd;1a Ondersteuning in het onderwijs;0;2007/'08;1150;770;380;0;0;0;1150;0;0;0;770;0;0;0;380
1861;Mannen en vrouwen;Totaal leeftijd;1a Ondersteuning in het onderwijs;0;2008/'09;1160;760;400;0;0;0;1160;0;0;0;760;0;0;0;400
