ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
8345;Total male and female;0 year;Fijian;2017;0.0
8346;Total male and female;0 year;Fijian;2018;0.0
8347;Total male and female;0 year;Fijian;2019;0.0
8348;Total male and female;0 year;Fijian;2020;0.0
8349;Total male and female;0 year;Fijian;2021;0.0
8350;Total male and female;0 year;Fijian;2022;0.0
8351;Total male and female;0 year;Fijian;2023;0.0
8352;Total male and female;0 year;Finnish;1995;11.0
8353;Total male and female;0 year;Finnish;1996;13.0
8354;Total male and female;0 year;Finnish;1997;13.0
8355;Total male and female;0 year;Finnish;1998;8.0
8356;Total male and female;0 year;Finnish;1999;12.0
8357;Total male and female;0 year;Finnish;2000;19.0
8358;Total male and female;0 year;Finnish;2001;13.0
8359;Total male and female;0 year;Finnish;2002;14.0
8360;Total male and female;0 year;Finnish;2003;17.0
8361;Total male and female;0 year;Finnish;2004;13.0
8362;Total male and female;0 year;Finnish;2005;19.0
8363;Total male and female;0 year;Finnish;2006;10.0
8364;Total male and female;0 year;Finnish;2007;13.0
8365;Total male and female;0 year;Finnish;2008;12.0
8366;Total male and female;0 year;Finnish;2009;10.0
8367;Total male and female;0 year;Finnish;2010;20.0
8368;Total male and female;0 year;Finnish;2011;21.0
8369;Total male and female;0 year;Finnish;2012;18.0
8370;Total male and female;0 year;Finnish;2013;20.0
8371;Total male and female;0 year;Finnish;2014;24.0
8372;Total male and female;0 year;Finnish;2015;14.0
8373;Total male and female;0 year;Finnish;2016;14.0
8374;Total male and female;0 year;Finnish;2017;19.0
8375;Total male and female;0 year;Finnish;2018;12.0
8376;Total male and female;0 year;Finnish;2019;19.0
8377;Total male and female;0 year;Finnish;2020;28.0
8378;Total male and female;0 year;Finnish;2021;19.0
8379;Total male and female;0 year;Finnish;2022;20.0
8380;Total male and female;0 year;Finnish;2023;19.0
8381;Total male and female;0 year;French;1995;87.0
8382;Total male and female;0 year;French;1996;96.0
8383;Total male and female;0 year;French;1997;118.0
8384;Total male and female;0 year;French;1998;103.0
8385;Total male and female;0 year;French;1999;112.0
8386;Total male and female;0 year;French;2000;108.0
8387;Total male and female;0 year;French;2001;126.0
8388;Total male and female;0 year;French;2002;144.0
8389;Total male and female;0 year;French;2003;133.0
8390;Total male and female;0 year;French;2004;130.0
8391;Total male and female;0 year;French;2005;153.0
8392;Total male and female;0 year;French;2006;130.0
8393;Total male and female;0 year;French;2007;161.0
8394;Total male and female;0 year;French;2008;186.0
8395;Total male and female;0 year;French;2009;185.0
8396;Total male and female;0 year;French;2010;217.0
8397;Total male and female;0 year;French;2011;237.0
8398;Total male and female;0 year;French;2012;227.0
8399;Total male and female;0 year;French;2013;201.0
8400;Total male and female;0 year;French;2014;214.0
8401;Total male and female;0 year;French;2015;224.0
8402;Total male and female;0 year;French;2016;251.0
8403;Total male and female;0 year;French;2017;231.0
8404;Total male and female;0 year;French;2018;249.0
8405;Total male and female;0 year;French;2019;237.0
8406;Total male and female;0 year;French;2020;290.0
8407;Total male and female;0 year;French;2021;260.0
8408;Total male and female;0 year;French;2022;357.0
8409;Total male and female;0 year;French;2023;282.0
8410;Total male and female;0 year;Gabonese;1995;0.0
8411;Total male and female;0 year;Gabonese;1996;1.0
8412;Total male and female;0 year;Gabonese;1997;1.0
8413;Total male and female;0 year;Gabonese;1998;0.0
8414;Total male and female;0 year;Gabonese;1999;0.0
8415;Total male and female;0 year;Gabonese;2000;3.0
8416;Total male and female;0 year;Gabonese;2001;0.0
8417;Total male and female;0 year;Gabonese;2002;1.0
8418;Total male and female;0 year;Gabonese;2003;1.0
8419;Total male and female;0 year;Gabonese;2004;0.0
8420;Total male and female;0 year;Gabonese;2005;2.0
8421;Total male and female;0 year;Gabonese;2006;0.0
8422;Total male and female;0 year;Gabonese;2007;1.0
8423;Total male and female;0 year;Gabonese;2008;0.0
8424;Total male and female;0 year;Gabonese;2009;1.0
8425;Total male and female;0 year;Gabonese;2010;0.0
8426;Total male and female;0 year;Gabonese;2011;0.0
8427;Total male and female;0 year;Gabonese;2012;1.0
8428;Total male and female;0 year;Gabonese;2013;0.0
8429;Total male and female;0 year;Gabonese;2014;0.0
8430;Total male and female;0 year;Gabonese;2015;0.0
8431;Total male and female;0 year;Gabonese;2016;1.0
8432;Total male and female;0 year;Gabonese;2017;0.0
8433;Total male and female;0 year;Gabonese;2018;0.0
8434;Total male and female;0 year;Gabonese;2019;1.0
8435;Total male and female;0 year;Gabonese;2020;0.0
8436;Total male and female;0 year;Gabonese;2021;0.0
8437;Total male and female;0 year;Gabonese;2022;1.0
8438;Total male and female;0 year;Gabonese;2023;0.0
8439;Total male and female;0 year;Gambian;1995;0.0
8440;Total male and female;0 year;Gambian;1996;0.0
8441;Total male and female;0 year;Gambian;1997;0.0
8442;Total male and female;0 year;Gambian;1998;0.0
8443;Total male and female;0 year;Gambian;1999;0.0
8444;Total male and female;0 year;Gambian;2000;0.0
8445;Total male and female;0 year;Gambian;2001;0.0
8446;Total male and female;0 year;Gambian;2002;0.0
8447;Total male and female;0 year;Gambian;2003;0.0
8448;Total male and female;0 year;Gambian;2004;0.0
8449;Total male and female;0 year;Gambian;2005;1.0
8450;Total male and female;0 year;Gambian;2006;0.0
8451;Total male and female;0 year;Gambian;2007;1.0
8452;Total male and female;0 year;Gambian;2008;0.0
8453;Total male and female;0 year;Gambian;2009;1.0
8454;Total male and female;0 year;Gambian;2010;6.0
8455;Total male and female;0 year;Gambian;2011;2.0
8456;Total male and female;0 year;Gambian;2012;1.0
8457;Total male and female;0 year;Gambian;2013;2.0
8458;Total male and female;0 year;Gambian;2014;1.0
8459;Total male and female;0 year;Gambian;2015;1.0
8460;Total male and female;0 year;Gambian;2016;2.0
8461;Total male and female;0 year;Gambian;2017;4.0
8462;Total male and female;0 year;Gambian;2018;3.0
8463;Total male and female;0 year;Gambian;2019;4.0
8464;Total male and female;0 year;Gambian;2020;7.0
8465;Total male and female;0 year;Gambian;2021;3.0
8466;Total male and female;0 year;Gambian;2022;5.0
8467;Total male and female;0 year;Gambian;2023;6.0
8468;Total male and female;0 year;Georgian;1995;20.0
8469;Total male and female;0 year;Georgian;1996;18.0
8470;Total male and female;0 year;Georgian;1997;13.0
8471;Total male and female;0 year;Georgian;1998;6.0
8472;Total male and female;0 year;Georgian;1999;8.0
8473;Total male and female;0 year;Georgian;2000;7.0
8474;Total male and female;0 year;Georgian;2001;3.0
8475;Total male and female;0 year;Georgian;2002;5.0
8476;Total male and female;0 year;Georgian;2003;1.0
8477;Total male and female;0 year;Georgian;2004;4.0
8478;Total male and female;0 year;Georgian;2005;4.0
8479;Total male and female;0 year;Georgian;2006;0.0
8480;Total male and female;0 year;Georgian;2007;4.0
8481;Total male and female;0 year;Georgian;2008;2.0
8482;Total male and female;0 year;Georgian;2009;4.0
8483;Total male and female;0 year;Georgian;2010;1.0
8484;Total male and female;0 year;Georgian;2011;8.0
8485;Total male and female;0 year;Georgian;2012;6.0
8486;Total male and female;0 year;Georgian;2013;4.0
8487;Total male and female;0 year;Georgian;2014;8.0
8488;Total male and female;0 year;Georgian;2015;3.0
8489;Total male and female;0 year;Georgian;2016;5.0
8490;Total male and female;0 year;Georgian;2017;9.0
8491;Total male and female;0 year;Georgian;2018;8.0
8492;Total male and female;0 year;Georgian;2019;11.0
8493;Total male and female;0 year;Georgian;2020;7.0
8494;Total male and female;0 year;Georgian;2021;16.0
8495;Total male and female;0 year;Georgian;2022;9.0
8496;Total male and female;0 year;Georgian;2023;8.0
8497;Total male and female;0 year;German;1995;341.0
8498;Total male and female;0 year;German;1996;336.0
8499;Total male and female;0 year;German;1997;322.0
8500;Total male and female;0 year;German;1998;294.0
8501;Total male and female;0 year;German;1999;327.0
8502;Total male and female;0 year;German;2000;270.0
8503;Total male and female;0 year;German;2001;270.0
8504;Total male and female;0 year;German;2002;276.0
8505;Total male and female;0 year;German;2003;252.0
8506;Total male and female;0 year;German;2004;282.0
8507;Total male and female;0 year;German;2005;314.0
8508;Total male and female;0 year;German;2006;312.0
8509;Total male and female;0 year;German;2007;350.0
8510;Total male and female;0 year;German;2008;358.0
8511;Total male and female;0 year;German;2009;432.0
8512;Total male and female;0 year;German;2010;448.0
8513;Total male and female;0 year;German;2011;482.0
8514;Total male and female;0 year;German;2012;455.0
8515;Total male and female;0 year;German;2013;470.0
8516;Total male and female;0 year;German;2014;430.0
8517;Total male and female;0 year;German;2015;449.0
8518;Total male and female;0 year;German;2016;436.0
8519;Total male and female;0 year;German;2017;412.0
8520;Total male and female;0 year;German;2018;405.0
8521;Total male and female;0 year;German;2019;401.0
8522;Total male and female;0 year;German;2020;423.0
8523;Total male and female;0 year;German;2021;410.0
8524;Total male and female;0 year;German;2022;449.0
8525;Total male and female;0 year;German;2023;408.0
8526;Total male and female;0 year;Ghanaian;1995;52.0
8527;Total male and female;0 year;Ghanaian;1996;54.0
8528;Total male and female;0 year;Ghanaian;1997;61.0
8529;Total male and female;0 year;Ghanaian;1998;60.0
8530;Total male and female;0 year;Ghanaian;1999;64.0
8531;Total male and female;0 year;Ghanaian;2000;64.0
8532;Total male and female;0 year;Ghanaian;2001;58.0
8533;Total male and female;0 year;Ghanaian;2002;62.0
8534;Total male and female;0 year;Ghanaian;2003;46.0
8535;Total male and female;0 year;Ghanaian;2004;57.0
8536;Total male and female;0 year;Ghanaian;2005;72.0
8537;Total male and female;0 year;Ghanaian;2006;67.0
8538;Total male and female;0 year;Ghanaian;2007;69.0
8539;Total male and female;0 year;Ghanaian;2008;64.0
8540;Total male and female;0 year;Ghanaian;2009;80.0
8541;Total male and female;0 year;Ghanaian;2010;77.0
8542;Total male and female;0 year;Ghanaian;2011;88.0
8543;Total male and female;0 year;Ghanaian;2012;79.0
8544;Total male and female;0 year;Ghanaian;2013;74.0
8545;Total male and female;0 year;Ghanaian;2014;89.0
8546;Total male and female;0 year;Ghanaian;2015;86.0
8547;Total male and female;0 year;Ghanaian;2016;87.0
8548;Total male and female;0 year;Ghanaian;2017;64.0
8549;Total male and female;0 year;Ghanaian;2018;52.0
8550;Total male and female;0 year;Ghanaian;2019;62.0
8551;Total male and female;0 year;Ghanaian;2020;55.0
8552;Total male and female;0 year;Ghanaian;2021;40.0
8553;Total male and female;0 year;Ghanaian;2022;47.0
8554;Total male and female;0 year;Ghanaian;2023;46.0
8555;Total male and female;0 year;Greek;1995;59.0
8556;Total male and female;0 year;Greek;1996;62.0
8557;Total male and female;0 year;Greek;1997;45.0
8558;Total male and female;0 year;Greek;1998;41.0
8559;Total male and female;0 year;Greek;1999;46.0
8560;Total male and female;0 year;Greek;2000;42.0
8561;Total male and female;0 year;Greek;2001;43.0
8562;Total male and female;0 year;Greek;2002;41.0
8563;Total male and female;0 year;Greek;2003;39.0
8564;Total male and female;0 year;Greek;2004;26.0
8565;Total male and female;0 year;Greek;2005;54.0
8566;Total male and female;0 year;Greek;2006;39.0
8567;Total male and female;0 year;Greek;2007;44.0
8568;Total male and female;0 year;Greek;2008;44.0
8569;Total male and female;0 year;Greek;2009;44.0
8570;Total male and female;0 year;Greek;2010;43.0
8571;Total male and female;0 year;Greek;2011;65.0
8572;Total male and female;0 year;Greek;2012;70.0
8573;Total male and female;0 year;Greek;2013;98.0
8574;Total male and female;0 year;Greek;2014;119.0
8575;Total male and female;0 year;Greek;2015;128.0
8576;Total male and female;0 year;Greek;2016;130.0
8577;Total male and female;0 year;Greek;2017;161.0
8578;Total male and female;0 year;Greek;2018;180.0
8579;Total male and female;0 year;Greek;2019;209.0
8580;Total male and female;0 year;Greek;2020;229.0
8581;Total male and female;0 year;Greek;2021;249.0
8582;Total male and female;0 year;Greek;2022;272.0
8583;Total male and female;0 year;Greek;2023;267.0
8584;Total male and female;0 year;Grenadian;1995;0.0
8585;Total male and female;0 year;Grenadian;1996;0.0
8586;Total male and female;0 year;Grenadian;1997;0.0
8587;Total male and female;0 year;Grenadian;1998;0.0
8588;Total male and female;0 year;Grenadian;1999;0.0
8589;Total male and female;0 year;Grenadian;2000;0.0
8590;Total male and female;0 year;Grenadian;2001;0.0
8591;Total male and female;0 year;Grenadian;2002;0.0
8592;Total male and female;0 year;Grenadian;2003;0.0
8593;Total male and female;0 year;Grenadian;2004;0.0
8594;Total male and female;0 year;Grenadian;2005;0.0
8595;Total male and female;0 year;Grenadian;2006;0.0
8596;Total male and female;0 year;Grenadian;2007;0.0
8597;Total male and female;0 year;Grenadian;2008;0.0
8598;Total male and female;0 year;Grenadian;2009;0.0
8599;Total male and female;0 year;Grenadian;2010;0.0
8600;Total male and female;0 year;Grenadian;2011;0.0
8601;Total male and female;0 year;Grenadian;2012;0.0
8602;Total male and female;0 year;Grenadian;2013;0.0
8603;Total male and female;0 year;Grenadian;2014;0.0
8604;Total male and female;0 year;Grenadian;2015;0.0
8605;Total male and female;0 year;Grenadian;2016;0.0
8606;Total male and female;0 year;Grenadian;2017;0.0
8607;Total male and female;0 year;Grenadian;2018;0.0
8608;Total male and female;0 year;Grenadian;2019;0.0
8609;Total male and female;0 year;Grenadian;2020;0.0
8610;Total male and female;0 year;Grenadian;2021;0.0
8611;Total male and female;0 year;Grenadian;2022;0.0
8612;Total male and female;0 year;Grenadian;2023;0.0
8613;Total male and female;0 year;Guatemalan;1995;0.0
8614;Total male and female;0 year;Guatemalan;1996;0.0
8615;Total male and female;0 year;Guatemalan;1997;1.0
8616;Total male and female;0 year;Guatemalan;1998;1.0
8617;Total male and female;0 year;Guatemalan;1999;6.0
8618;Total male and female;0 year;Guatemalan;2000;16.0
8619;Total male and female;0 year;Guatemalan;2001;33.0
8620;Total male and female;0 year;Guatemalan;2002;9.0
8621;Total male and female;0 year;Guatemalan;2003;0.0
8622;Total male and female;0 year;Guatemalan;2004;1.0
8623;Total male and female;0 year;Guatemalan;2005;0.0
8624;Total male and female;0 year;Guatemalan;2006;0.0
8625;Total male and female;0 year;Guatemalan;2007;0.0
8626;Total male and female;0 year;Guatemalan;2008;0.0
8627;Total male and female;0 year;Guatemalan;2009;1.0
8628;Total male and female;0 year;Guatemalan;2010;0.0
8629;Total male and female;0 year;Guatemalan;2011;0.0
8630;Total male and female;0 year;Guatemalan;2012;1.0
8631;Total male and female;0 year;Guatemalan;2013;1.0
8632;Total male and female;0 year;Guatemalan;2014;0.0
8633;Total male and female;0 year;Guatemalan;2015;0.0
8634;Total male and female;0 year;Guatemalan;2016;0.0
8635;Total male and female;0 year;Guatemalan;2017;0.0
8636;Total male and female;0 year;Guatemalan;2018;0.0
8637;Total male and female;0 year;Guatemalan;2019;2.0
8638;Total male and female;0 year;Guatemalan;2020;0.0
8639;Total male and female;0 year;Guatemalan;2021;2.0
8640;Total male and female;0 year;Guatemalan;2022;0.0
8641;Total male and female;0 year;Guatemalan;2023;2.0
8642;Total male and female;0 year;Guinean;1995;1.0
8643;Total male and female;0 year;Guinean;1996;3.0
8644;Total male and female;0 year;Guinean;1997;1.0
8645;Total male and female;0 year;Guinean;1998;2.0
8646;Total male and female;0 year;Guinean;1999;4.0
8647;Total male and female;0 year;Guinean;2000;3.0
8648;Total male and female;0 year;Guinean;2001;4.0
8649;Total male and female;0 year;Guinean;2002;5.0
8650;Total male and female;0 year;Guinean;2003;4.0
8651;Total male and female;0 year;Guinean;2004;10.0
8652;Total male and female;0 year;Guinean;2005;10.0
8653;Total male and female;0 year;Guinean;2006;2.0
8654;Total male and female;0 year;Guinean;2007;4.0
8655;Total male and female;0 year;Guinean;2008;3.0
8656;Total male and female;0 year;Guinean;2009;5.0
8657;Total male and female;0 year;Guinean;2010;3.0
8658;Total male and female;0 year;Guinean;2011;8.0
8659;Total male and female;0 year;Guinean;2012;9.0
8660;Total male and female;0 year;Guinean;2013;8.0
8661;Total male and female;0 year;Guinean;2014;8.0
8662;Total male and female;0 year;Guinean;2015;10.0
8663;Total male and female;0 year;Guinean;2016;16.0
8664;Total male and female;0 year;Guinean;2017;20.0
8665;Total male and female;0 year;Guinean;2018;16.0
8666;Total male and female;0 year;Guinean;2019;18.0
8667;Total male and female;0 year;Guinean;2020;29.0
8668;Total male and female;0 year;Guinean;2021;21.0
8669;Total male and female;0 year;Guinean;2022;20.0
8670;Total male and female;0 year;Guinean;2023;21.0
8671;Total male and female;0 year;Citizen of Guinea-Bissau;1995;0.0
8672;Total male and female;0 year;Citizen of Guinea-Bissau;1996;1.0
8673;Total male and female;0 year;Citizen of Guinea-Bissau;1997;0.0
8674;Total male and female;0 year;Citizen of Guinea-Bissau;1998;0.0
8675;Total male and female;0 year;Citizen of Guinea-Bissau;1999;0.0
8676;Total male and female;0 year;Citizen of Guinea-Bissau;2000;0.0
8677;Total male and female;0 year;Citizen of Guinea-Bissau;2001;0.0
8678;Total male and female;0 year;Citizen of Guinea-Bissau;2002;0.0
8679;Total male and female;0 year;Citizen of Guinea-Bissau;2003;0.0
8680;Total male and female;0 year;Citizen of Guinea-Bissau;2004;0.0
8681;Total male and female;0 year;Citizen of Guinea-Bissau;2005;0.0
8682;Total male and female;0 year;Citizen of Guinea-Bissau;2006;0.0
8683;Total male and female;0 year;Citizen of Guinea-Bissau;2007;0.0
8684;Total male and female;0 year;Citizen of Guinea-Bissau;2008;0.0
8685;Total male and female;0 year;Citizen of Guinea-Bissau;2009;0.0
8686;Total male and female;0 year;Citizen of Guinea-Bissau;2010;0.0
8687;Total male and female;0 year;Citizen of Guinea-Bissau;2011;0.0
8688;Total male and female;0 year;Citizen of Guinea-Bissau;2012;0.0
8689;Total male and female;0 year;Citizen of Guinea-Bissau;2013;0.0
8690;Total male and female;0 year;Citizen of Guinea-Bissau;2014;0.0
8691;Total male and female;0 year;Citizen of Guinea-Bissau;2015;0.0
8692;Total male and female;0 year;Citizen of Guinea-Bissau;2016;0.0
8693;Total male and female;0 year;Citizen of Guinea-Bissau;2017;0.0
8694;Total male and female;0 year;Citizen of Guinea-Bissau;2018;0.0
8695;Total male and female;0 year;Citizen of Guinea-Bissau;2019;0.0
8696;Total male and female;0 year;Citizen of Guinea-Bissau;2020;0.0
8697;Total male and female;0 year;Citizen of Guinea-Bissau;2021;0.0
8698;Total male and female;0 year;Citizen of Guinea-Bissau;2022;0.0
8699;Total male and female;0 year;Citizen of Guinea-Bissau;2023;1.0
8700;Total male and female;0 year;Guyanese;1995;2.0
8701;Total male and female;0 year;Guyanese;1996;4.0
8702;Total male and female;0 year;Guyanese;1997;3.0
8703;Total male and female;0 year;Guyanese;1998;0.0
8704;Total male and female;0 year;Guyanese;1999;0.0
8705;Total male and female;0 year;Guyanese;2000;2.0
8706;Total male and female;0 year;Guyanese;2001;2.0
8707;Total male and female;0 year;Guyanese;2002;1.0
8708;Total male and female;0 year;Guyanese;2003;0.0
8709;Total male and female;0 year;Guyanese;2004;1.0
8710;Total male and female;0 year;Guyanese;2005;2.0
8711;Total male and female;0 year;Guyanese;2006;2.0
8712;Total male and female;0 year;Guyanese;2007;0.0
8713;Total male and female;0 year;Guyanese;2008;1.0
8714;Total male and female;0 year;Guyanese;2009;0.0
8715;Total male and female;0 year;Guyanese;2010;0.0
8716;Total male and female;0 year;Guyanese;2011;2.0
8717;Total male and female;0 year;Guyanese;2012;1.0
8718;Total male and female;0 year;Guyanese;2013;0.0
8719;Total male and female;0 year;Guyanese;2014;0.0
8720;Total male and female;0 year;Guyanese;2015;1.0
8721;Total male and female;0 year;Guyanese;2016;1.0
8722;Total male and female;0 year;Guyanese;2017;0.0
8723;Total male and female;0 year;Guyanese;2018;0.0
8724;Total male and female;0 year;Guyanese;2019;1.0
8725;Total male and female;0 year;Guyanese;2020;0.0
8726;Total male and female;0 year;Guyanese;2021;1.0
8727;Total male and female;0 year;Guyanese;2022;0.0
8728;Total male and female;0 year;Guyanese;2023;0.0
8729;Total male and female;0 year;Haitian;1995;1.0
8730;Total male and female;0 year;Haitian;1996;0.0
8731;Total male and female;0 year;Haitian;1997;0.0
8732;Total male and female;0 year;Haitian;1998;0.0
8733;Total male and female;0 year;Haitian;1999;1.0
8734;Total male and female;0 year;Haitian;2000;3.0
8735;Total male and female;0 year;Haitian;2001;2.0
8736;Total male and female;0 year;Haitian;2002;2.0
8737;Total male and female;0 year;Haitian;2003;0.0
8738;Total male and female;0 year;Haitian;2004;1.0
8739;Total male and female;0 year;Haitian;2005;2.0
8740;Total male and female;0 year;Haitian;2006;0.0
8741;Total male and female;0 year;Haitian;2007;1.0
8742;Total male and female;0 year;Haitian;2008;0.0
8743;Total male and female;0 year;Haitian;2009;0.0
8744;Total male and female;0 year;Haitian;2010;0.0
8745;Total male and female;0 year;Haitian;2011;1.0
8746;Total male and female;0 year;Haitian;2012;1.0
8747;Total male and female;0 year;Haitian;2013;0.0
8748;Total male and female;0 year;Haitian;2014;0.0
8749;Total male and female;0 year;Haitian;2015;0.0
8750;Total male and female;0 year;Haitian;2016;0.0
8751;Total male and female;0 year;Haitian;2017;0.0
8752;Total male and female;0 year;Haitian;2018;0.0
8753;Total male and female;0 year;Haitian;2019;0.0
8754;Total male and female;0 year;Haitian;2020;0.0
8755;Total male and female;0 year;Haitian;2021;0.0
8756;Total male and female;0 year;Haitian;2022;1.0
8757;Total male and female;0 year;Haitian;2023;0.0
8758;Total male and female;0 year;Honduran;1995;0.0
8759;Total male and female;0 year;Honduran;1996;0.0
8760;Total male and female;0 year;Honduran;1997;0.0
8761;Total male and female;0 year;Honduran;1998;0.0
8762;Total male and female;0 year;Honduran;1999;1.0
8763;Total male and female;0 year;Honduran;2000;0.0
8764;Total male and female;0 year;Honduran;2001;0.0
8765;Total male and female;0 year;Honduran;2002;0.0
8766;Total male and female;0 year;Honduran;2003;1.0
8767;Total male and female;0 year;Honduran;2004;0.0
8768;Total male and female;0 year;Honduran;2005;1.0
8769;Total male and female;0 year;Honduran;2006;0.0
8770;Total male and female;0 year;Honduran;2007;1.0
8771;Total male and female;0 year;Honduran;2008;1.0
8772;Total male and female;0 year;Honduran;2009;0.0
8773;Total male and female;0 year;Honduran;2010;1.0
8774;Total male and female;0 year;Honduran;2011;0.0
8775;Total male and female;0 year;Honduran;2012;1.0
8776;Total male and female;0 year;Honduran;2013;0.0
8777;Total male and female;0 year;Honduran;2014;0.0
8778;Total male and female;0 year;Honduran;2015;2.0
8779;Total male and female;0 year;Honduran;2016;1.0
8780;Total male and female;0 year;Honduran;2017;0.0
8781;Total male and female;0 year;Honduran;2018;2.0
8782;Total male and female;0 year;Honduran;2019;1.0
8783;Total male and female;0 year;Honduran;2020;1.0
8784;Total male and female;0 year;Honduran;2021;1.0
8785;Total male and female;0 year;Honduran;2022;1.0
8786;Total male and female;0 year;Honduran;2023;1.0
8787;Total male and female;0 year;Hungarian;1995;10.0
8788;Total male and female;0 year;Hungarian;1996;5.0
8789;Total male and female;0 year;Hungarian;1997;7.0
8790;Total male and female;0 year;Hungarian;1998;11.0
8791;Total male and female;0 year;Hungarian;1999;11.0
8792;Total male and female;0 year;Hungarian;2000;12.0
8793;Total male and female;0 year;Hungarian;2001;7.0
8794;Total male and female;0 year;Hungarian;2002;8.0
8795;Total male and female;0 year;Hungarian;2003;8.0
8796;Total male and female;0 year;Hungarian;2004;11.0
8797;Total male and female;0 year;Hungarian;2005;12.0
8798;Total male and female;0 year;Hungarian;2006;12.0
8799;Total male and female;0 year;Hungarian;2007;18.0
8800;Total male and female;0 year;Hungarian;2008;24.0
8801;Total male and female;0 year;Hungarian;2009;43.0
8802;Total male and female;0 year;Hungarian;2010;52.0
8803;Total male and female;0 year;Hungarian;2011;68.0
8804;Total male and female;0 year;Hungarian;2012;88.0
8805;Total male and female;0 year;Hungarian;2013;109.0
8806;Total male and female;0 year;Hungarian;2014;135.0
8807;Total male and female;0 year;Hungarian;2015;147.0
8808;Total male and female;0 year;Hungarian;2016;168.0
8809;Total male and female;0 year;Hungarian;2017;191.0
8810;Total male and female;0 year;Hungarian;2018;173.0
8811;Total male and female;0 year;Hungarian;2019;199.0
8812;Total male and female;0 year;Hungarian;2020;227.0
8813;Total male and female;0 year;Hungarian;2021;210.0
8814;Total male and female;0 year;Hungarian;2022;233.0
8815;Total male and female;0 year;Hungarian;2023;194.0
8816;Total male and female;0 year;Icelandic;1995;5.0
8817;Total male and female;0 year;Icelandic;1996;1.0
8818;Total male and female;0 year;Icelandic;1997;1.0
8819;Total male and female;0 year;Icelandic;1998;7.0
8820;Total male and female;0 year;Icelandic;1999;4.0
8821;Total male and female;0 year;Icelandic;2000;5.0
8822;Total male and female;0 year;Icelandic;2001;6.0
8823;Total male and female;0 year;Icelandic;2002;4.0
8824;Total male and female;0 year;Icelandic;2003;6.0
8825;Total male and female;0 year;Icelandic;2004;11.0
8826;Total male and female;0 year;Icelandic;2005;8.0
8827;Total male and female;0 year;Icelandic;2006;3.0
8828;Total male and female;0 year;Icelandic;2007;2.0
8829;Total male and female;0 year;Icelandic;2008;5.0
8830;Total male and female;0 year;Icelandic;2009;5.0
8831;Total male and female;0 year;Icelandic;2010;5.0
8832;Total male and female;0 year;Icelandic;2011;2.0
8833;Total male and female;0 year;Icelandic;2012;5.0
8834;Total male and female;0 year;Icelandic;2013;3.0
8835;Total male and female;0 year;Icelandic;2014;0.0
8836;Total male and female;0 year;Icelandic;2015;1.0
8837;Total male and female;0 year;Icelandic;2016;3.0
8838;Total male and female;0 year;Icelandic;2017;4.0
8839;Total male and female;0 year;Icelandic;2018;8.0
8840;Total male and female;0 year;Icelandic;2019;4.0
8841;Total male and female;0 year;Icelandic;2020;6.0
8842;Total male and female;0 year;Icelandic;2021;10.0
8843;Total male and female;0 year;Icelandic;2022;5.0
8844;Total male and female;0 year;Icelandic;2023;8.0
8845;Total male and female;0 year;Indian;1995;36.0
8846;Total male and female;0 year;Indian;1996;21.0
8847;Total male and female;0 year;Indian;1997;16.0
8848;Total male and female;0 year;Indian;1998;23.0
8849;Total male and female;0 year;Indian;1999;22.0
8850;Total male and female;0 year;Indian;2000;37.0
8851;Total male and female;0 year;Indian;2001;32.0
8852;Total male and female;0 year;Indian;2002;31.0
8853;Total male and female;0 year;Indian;2003;26.0
8854;Total male and female;0 year;Indian;2004;34.0
8855;Total male and female;0 year;Indian;2005;36.0
8856;Total male and female;0 year;Indian;2006;42.0
8857;Total male and female;0 year;Indian;2007;48.0
8858;Total male and female;0 year;Indian;2008;66.0
8859;Total male and female;0 year;Indian;2009;99.0
8860;Total male and female;0 year;Indian;2010;132.0
8861;Total male and female;0 year;Indian;2011;143.0
8862;Total male and female;0 year;Indian;2012;171.0
8863;Total male and female;0 year;Indian;2013;240.0
8864;Total male and female;0 year;Indian;2014;260.0
8865;Total male and female;0 year;Indian;2015;290.0
8866;Total male and female;0 year;Indian;2016;336.0
8867;Total male and female;0 year;Indian;2017;360.0
8868;Total male and female;0 year;Indian;2018;409.0
8869;Total male and female;0 year;Indian;2019;500.0
8870;Total male and female;0 year;Indian;2020;633.0
8871;Total male and female;0 year;Indian;2021;640.0
8872;Total male and female;0 year;Indian;2022;756.0
8873;Total male and female;0 year;Indian;2023;812.0
8874;Total male and female;0 year;Indonesian;1995;48.0
8875;Total male and female;0 year;Indonesian;1996;48.0
8876;Total male and female;0 year;Indonesian;1997;34.0
8877;Total male and female;0 year;Indonesian;1998;44.0
8878;Total male and female;0 year;Indonesian;1999;42.0
8879;Total male and female;0 year;Indonesian;2000;39.0
8880;Total male and female;0 year;Indonesian;2001;55.0
8881;Total male and female;0 year;Indonesian;2002;44.0
8882;Total male and female;0 year;Indonesian;2003;36.0
8883;Total male and female;0 year;Indonesian;2004;52.0
8884;Total male and female;0 year;Indonesian;2005;51.0
8885;Total male and female;0 year;Indonesian;2006;52.0
8886;Total male and female;0 year;Indonesian;2007;54.0
8887;Total male and female;0 year;Indonesian;2008;48.0
8888;Total male and female;0 year;Indonesian;2009;50.0
8889;Total male and female;0 year;Indonesian;2010;55.0
