ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
2584;Total male and female;Total;Icelandic;1998;325.0
2585;Total male and female;Total;Icelandic;1999;344.0
2586;Total male and female;Total;Icelandic;2000;372.0
2587;Total male and female;Total;Icelandic;2001;380.0
2588;Total male and female;Total;Icelandic;2002;405.0
2589;Total male and female;Total;Icelandic;2003;449.0
2590;Total male and female;Total;Icelandic;2004;444.0
2591;Total male and female;Total;Icelandic;2005;446.0
2592;Total male and female;Total;Icelandic;2006;393.0
2593;Total male and female;Total;Icelandic;2007;373.0
2594;Total male and female;Total;Icelandic;2008;394.0
2595;Total male and female;Total;Icelandic;2009;415.0
2596;Total male and female;Total;Icelandic;2010;427.0
2597;Total male and female;Total;Icelandic;2011;435.0
2598;Total male and female;Total;Icelandic;2012;431.0
2599;Total male and female;Total;Icelandic;2013;409.0
2600;Total male and female;Total;Icelandic;2014;384.0
2601;Total male and female;Total;Icelandic;2015;419.0
2602;Total male and female;Total;Icelandic;2016;466.0
2603;Total male and female;Total;Icelandic;2017;498.0
2604;Total male and female;Total;Icelandic;2018;512.0
2605;Total male and female;Total;Icelandic;2019;548.0
2606;Total male and female;Total;Icelandic;2020;583.0
2607;Total male and female;Total;Icelandic;2021;568.0
2608;Total male and female;Total;Icelandic;2022;548.0
2609;Total male and female;Total;Icelandic;2023;613.0
2610;Total male and female;Total;Indian;1995;2905.0
2611;Total male and female;Total;Indian;1996;2748.0
2612;Total male and female;Total;Indian;1997;2523.0
2613;Total male and female;Total;Indian;1998;2803.0
2614;Total male and female;Total;Indian;1999;3082.0
2615;Total male and female;Total;Indian;2000;3234.0
2616;Total male and female;Total;Indian;2001;3361.0
2617;Total male and female;Total;Indian;2002;3417.0
2618;Total male and female;Total;Indian;2003;3416.0
2619;Total male and female;Total;Indian;2004;3592.0
2620;Total male and female;Total;Indian;2005;3745.0
2621;Total male and female;Total;Indian;2006;4322.0
2622;Total male and female;Total;Indian;2007;5381.0
2623;Total male and female;Total;Indian;2008;6409.0
2624;Total male and female;Total;Indian;2009;8033.0
2625;Total male and female;Total;Indian;2010;8744.0
2626;Total male and female;Total;Indian;2011;9562.0
2627;Total male and female;Total;Indian;2012;10776.0
2628;Total male and female;Total;Indian;2013;11718.0
2629;Total male and female;Total;Indian;2014;13122.0
2630;Total male and female;Total;Indian;2015;14701.0
2631;Total male and female;Total;Indian;2016;17113.0
2632;Total male and female;Total;Indian;2017;20442.0
2633;Total male and female;Total;Indian;2018;24904.0
2634;Total male and female;Total;Indian;2019;30597.0
2635;Total male and female;Total;Indian;2020;37426.0
2636;Total male and female;Total;Indian;2021;37099.0
2637;Total male and female;Total;Indian;2022;42068.0
2638;Total male and female;Total;Indian;2023;50787.0
2639;Total male and female;Total;Indonesian;1995;8448.0
2640;Total male and female;Total;Indonesian;1996;8159.0
2641;Total male and female;Total;Indonesian;1997;7945.0
2642;Total male and female;Total;Indonesian;1998;7970.0
2643;Total male and female;Total;Indonesian;1999;8377.0
2644;Total male and female;Total;Indonesian;2000;8717.0
2645;Total male and female;Total;Indonesian;2001;9338.0
2646;Total male and female;Total;Indonesian;2002;10127.0
2647;Total male and female;Total;Indonesian;2003;10786.0
2648;Total male and female;Total;Indonesian;2004;11185.0
2649;Total male and female;Total;Indonesian;2005;11427.0
2650;Total male and female;Total;Indonesian;2006;11479.0
2651;Total male and female;Total;Indonesian;2007;11389.0
2652;Total male and female;Total;Indonesian;2008;11422.0
2653;Total male and female;Total;Indonesian;2009;11565.0
2654;Total male and female;Total;Indonesian;2010;11645.0
2655;Total male and female;Total;Indonesian;2011;11701.0
2656;Total male and female;Total;Indonesian;2012;11765.0
2657;Total male and female;Total;Indonesian;2013;11649.0
2658;Total male and female;Total;Indonesian;2014;11790.0
2659;Total male and female;Total;Indonesian;2015;12016.0
2660;Total male and female;Total;Indonesian;2016;12012.0
2661;Total male and female;Total;Indonesian;2017;12476.0
2662;Total male and female;Total;Indonesian;2018;12511.0
2663;Total male and female;Total;Indonesian;2019;12700.0
2664;Total male and female;Total;Indonesian;2020;13031.0
2665;Total male and female;Total;Indonesian;2021;12681.0
2666;Total male and female;Total;Indonesian;2022;13384.0
2667;Total male and female;Total;Indonesian;2023;14487.0
2668;Total male and female;Total;Iranian;1995;9736.0
2669;Total male and female;Total;Iranian;1996;10150.0
2670;Total male and female;Total;Iranian;1997;8634.0
2671;Total male and female;Total;Iranian;1998;7831.0
2672;Total male and female;Total;Iranian;1999;6196.0
2673;Total male and female;Total;Iranian;2000;3892.0
2674;Total male and female;Total;Iranian;2001;2833.0
2675;Total male and female;Total;Iranian;2002;2520.0
2676;Total male and female;Total;Iranian;2003;2513.0
2677;Total male and female;Total;Iranian;2004;2589.0
2678;Total male and female;Total;Iranian;2005;2685.0
2679;Total male and female;Total;Iranian;2006;2664.0
2680;Total male and female;Total;Iranian;2007;2695.0
2681;Total male and female;Total;Iranian;2008;2821.0
2682;Total male and female;Total;Iranian;2009;3045.0
2683;Total male and female;Total;Iranian;2010;3330.0
2684;Total male and female;Total;Iranian;2011;3564.0
2685;Total male and female;Total;Iranian;2012;3969.0
2686;Total male and female;Total;Iranian;2013;4531.0
2687;Total male and female;Total;Iranian;2014;4374.0
2688;Total male and female;Total;Iranian;2015;4415.0
2689;Total male and female;Total;Iranian;2016;4675.0
2690;Total male and female;Total;Iranian;2017;5886.0
2691;Total male and female;Total;Iranian;2018;6695.0
2692;Total male and female;Total;Iranian;2019;7824.0
2693;Total male and female;Total;Iranian;2020;10314.0
2694;Total male and female;Total;Iranian;2021;10701.0
2695;Total male and female;Total;Iranian;2022;11701.0
2696;Total male and female;Total;Iranian;2023;13569.0
2697;Total male and female;Total;Iraqi;1995;7527.0
2698;Total male and female;Total;Iraqi;1996;9694.0
2699;Total male and female;Total;Iraqi;1997;11355.0
2700;Total male and female;Total;Iraqi;1998;13008.0
2701;Total male and female;Total;Iraqi;1999;12747.0
2702;Total male and female;Total;Iraqi;2000;10025.0
2703;Total male and female;Total;Iraqi;2001;8639.0
2704;Total male and female;Total;Iraqi;2002;6919.0
2705;Total male and female;Total;Iraqi;2003;4771.0
2706;Total male and female;Total;Iraqi;2004;4182.0
2707;Total male and female;Total;Iraqi;2005;3852.0
2708;Total male and female;Total;Iraqi;2006;3680.0
2709;Total male and female;Total;Iraqi;2007;3628.0
2710;Total male and female;Total;Iraqi;2008;3449.0
2711;Total male and female;Total;Iraqi;2009;3528.0
2712;Total male and female;Total;Iraqi;2010;4307.0
2713;Total male and female;Total;Iraqi;2011;5041.0
2714;Total male and female;Total;Iraqi;2012;5530.0
2715;Total male and female;Total;Iraqi;2013;6083.0
2716;Total male and female;Total;Iraqi;2014;6309.0
2717;Total male and female;Total;Iraqi;2015;5850.0
2718;Total male and female;Total;Iraqi;2016;5634.0
2719;Total male and female;Total;Iraqi;2017;7136.0
2720;Total male and female;Total;Iraqi;2018;7594.0
2721;Total male and female;Total;Iraqi;2019;7823.0
2722;Total male and female;Total;Iraqi;2020;7835.0
2723;Total male and female;Total;Iraqi;2021;7309.0
2724;Total male and female;Total;Iraqi;2022;7027.0
2725;Total male and female;Total;Iraqi;2023;6912.0
2726;Total male and female;Total;Irish;1995;4183.0
2727;Total male and female;Total;Irish;1996;4036.0
2728;Total male and female;Total;Irish;1997;3937.0
2729;Total male and female;Total;Irish;1998;3974.0
2730;Total male and female;Total;Irish;1999;3755.0
2731;Total male and female;Total;Irish;2000;3842.0
2732;Total male and female;Total;Irish;2001;3990.0
2733;Total male and female;Total;Irish;2002;4149.0
2734;Total male and female;Total;Irish;2003;4192.0
2735;Total male and female;Total;Irish;2004;4214.0
2736;Total male and female;Total;Irish;2005;4096.0
2737;Total male and female;Total;Irish;2006;4052.0
2738;Total male and female;Total;Irish;2007;3903.0
2739;Total male and female;Total;Irish;2008;3900.0
2740;Total male and female;Total;Irish;2009;3975.0
2741;Total male and female;Total;Irish;2010;4186.0
2742;Total male and female;Total;Irish;2011;4346.0
2743;Total male and female;Total;Irish;2012;4638.0
2744;Total male and female;Total;Irish;2013;4665.0
2745;Total male and female;Total;Irish;2014;4799.0
2746;Total male and female;Total;Irish;2015;5064.0
2747;Total male and female;Total;Irish;2016;5338.0
2748;Total male and female;Total;Irish;2017;5722.0
2749;Total male and female;Total;Irish;2018;6198.0
2750;Total male and female;Total;Irish;2019;6873.0
2751;Total male and female;Total;Irish;2020;7823.0
2752;Total male and female;Total;Irish;2021;8250.0
2753;Total male and female;Total;Irish;2022;9254.0
2754;Total male and female;Total;Irish;2023;10241.0
2755;Total male and female;Total;Israeli;1995;1501.0
2756;Total male and female;Total;Israeli;1996;1422.0
2757;Total male and female;Total;Israeli;1997;1186.0
2758;Total male and female;Total;Israeli;1998;1247.0
2759;Total male and female;Total;Israeli;1999;1222.0
2760;Total male and female;Total;Israeli;2000;1251.0
2761;Total male and female;Total;Israeli;2001;1253.0
2762;Total male and female;Total;Israeli;2002;1332.0
2763;Total male and female;Total;Israeli;2003;1551.0
2764;Total male and female;Total;Israeli;2004;1707.0
2765;Total male and female;Total;Israeli;2005;1790.0
2766;Total male and female;Total;Israeli;2006;1714.0
2767;Total male and female;Total;Israeli;2007;1597.0
2768;Total male and female;Total;Israeli;2008;1498.0
2769;Total male and female;Total;Israeli;2009;1511.0
2770;Total male and female;Total;Israeli;2010;1474.0
2771;Total male and female;Total;Israeli;2011;1405.0
2772;Total male and female;Total;Israeli;2012;1385.0
2773;Total male and female;Total;Israeli;2013;1343.0
2774;Total male and female;Total;Israeli;2014;1318.0
2775;Total male and female;Total;Israeli;2015;1342.0
2776;Total male and female;Total;Israeli;2016;1465.0
2777;Total male and female;Total;Israeli;2017;1471.0
2778;Total male and female;Total;Israeli;2018;1537.0
2779;Total male and female;Total;Israeli;2019;1625.0
2780;Total male and female;Total;Israeli;2020;1805.0
2781;Total male and female;Total;Israeli;2021;1716.0
2782;Total male and female;Total;Israeli;2022;1790.0
2783;Total male and female;Total;Israeli;2023;2008.0
2784;Total male and female;Total;Italian;1995;17461.0
2785;Total male and female;Total;Italian;1996;17405.0
2786;Total male and female;Total;Italian;1997;17286.0
2787;Total male and female;Total;Italian;1998;17408.0
2788;Total male and female;Total;Italian;1999;17580.0
2789;Total male and female;Total;Italian;2000;17886.0
2790;Total male and female;Total;Italian;2001;18248.0
2791;Total male and female;Total;Italian;2002;18599.0
2792;Total male and female;Total;Italian;2003;18730.0
2793;Total male and female;Total;Italian;2004;18503.0
2794;Total male and female;Total;Italian;2005;18377.0
2795;Total male and female;Total;Italian;2006;18502.0
2796;Total male and female;Total;Italian;2007;18627.0
2797;Total male and female;Total;Italian;2008;19027.0
2798;Total male and female;Total;Italian;2009;20271.0
2799;Total male and female;Total;Italian;2010;21097.0
2800;Total male and female;Total;Italian;2011;21867.0
2801;Total male and female;Total;Italian;2012;22588.0
2802;Total male and female;Total;Italian;2013;23560.0
2803;Total male and female;Total;Italian;2014;25003.0
2804;Total male and female;Total;Italian;2015;27147.0
2805;Total male and female;Total;Italian;2016;29492.0
2806;Total male and female;Total;Italian;2017;32255.0
2807;Total male and female;Total;Italian;2018;35460.0
2808;Total male and female;Total;Italian;2019;39065.0
2809;Total male and female;Total;Italian;2020;43277.0
2810;Total male and female;Total;Italian;2021;45136.0
2811;Total male and female;Total;Italian;2022;49128.0
2812;Total male and female;Total;Italian;2023;53449.0
2813;Total male and female;Total;Ivorian;1995;99.0
2814;Total male and female;Total;Ivorian;1996;108.0
2815;Total male and female;Total;Ivorian;1997;97.0
2816;Total male and female;Total;Ivorian;1998;98.0
2817;Total male and female;Total;Ivorian;1999;87.0
2818;Total male and female;Total;Ivorian;2000;85.0
2819;Total male and female;Total;Ivorian;2001;88.0
2820;Total male and female;Total;Ivorian;2002;103.0
2821;Total male and female;Total;Ivorian;2003;115.0
2822;Total male and female;Total;Ivorian;2004;130.0
2823;Total male and female;Total;Ivorian;2005;165.0
2824;Total male and female;Total;Ivorian;2006;175.0
2825;Total male and female;Total;Ivorian;2007;196.0
2826;Total male and female;Total;Ivorian;2008;212.0
2827;Total male and female;Total;Ivorian;2009;226.0
2828;Total male and female;Total;Ivorian;2010;253.0
2829;Total male and female;Total;Ivorian;2011;262.0
2830;Total male and female;Total;Ivorian;2012;267.0
2831;Total male and female;Total;Ivorian;2013;267.0
2832;Total male and female;Total;Ivorian;2014;261.0
2833;Total male and female;Total;Ivorian;2015;278.0
2834;Total male and female;Total;Ivorian;2016;300.0
2835;Total male and female;Total;Ivorian;2017;293.0
2836;Total male and female;Total;Ivorian;2018;293.0
2837;Total male and female;Total;Ivorian;2019;304.0
2838;Total male and female;Total;Ivorian;2020;287.0
2839;Total male and female;Total;Ivorian;2021;263.0
2840;Total male and female;Total;Ivorian;2022;261.0
2841;Total male and female;Total;Ivorian;2023;277.0
2842;Total male and female;Total;Jamaican;1995;156.0
2843;Total male and female;Total;Jamaican;1996;153.0
2844;Total male and female;Total;Jamaican;1997;149.0
2845;Total male and female;Total;Jamaican;1998;151.0
2846;Total male and female;Total;Jamaican;1999;166.0
2847;Total male and female;Total;Jamaican;2000;181.0
2848;Total male and female;Total;Jamaican;2001;204.0
2849;Total male and female;Total;Jamaican;2002;181.0
2850;Total male and female;Total;Jamaican;2003;182.0
2851;Total male and female;Total;Jamaican;2004;165.0
2852;Total male and female;Total;Jamaican;2005;163.0
2853;Total male and female;Total;Jamaican;2006;151.0
2854;Total male and female;Total;Jamaican;2007;144.0
2855;Total male and female;Total;Jamaican;2008;136.0
2856;Total male and female;Total;Jamaican;2009;136.0
2857;Total male and female;Total;Jamaican;2010;145.0
2858;Total male and female;Total;Jamaican;2011;146.0
2859;Total male and female;Total;Jamaican;2012;163.0
2860;Total male and female;Total;Jamaican;2013;182.0
2861;Total male and female;Total;Jamaican;2014;195.0
2862;Total male and female;Total;Jamaican;2015;220.0
2863;Total male and female;Total;Jamaican;2016;276.0
2864;Total male and female;Total;Jamaican;2017;331.0
2865;Total male and female;Total;Jamaican;2018;335.0
2866;Total male and female;Total;Jamaican;2019;344.0
2867;Total male and female;Total;Jamaican;2020;364.0
2868;Total male and female;Total;Jamaican;2021;349.0
2869;Total male and female;Total;Jamaican;2022;344.0
2870;Total male and female;Total;Jamaican;2023;337.0
2871;Total male and female;Total;Japanese;1995;5299.0
2872;Total male and female;Total;Japanese;1996;5347.0
2873;Total male and female;Total;Japanese;1997;5336.0
2874;Total male and female;Total;Japanese;1998;5369.0
2875;Total male and female;Total;Japanese;1999;5460.0
2876;Total male and female;Total;Japanese;2000;5507.0
2877;Total male and female;Total;Japanese;2001;5626.0
2878;Total male and female;Total;Japanese;2002;5771.0
2879;Total male and female;Total;Japanese;2003;5747.0
2880;Total male and female;Total;Japanese;2004;5813.0
2881;Total male and female;Total;Japanese;2005;5811.0
2882;Total male and female;Total;Japanese;2006;5801.0
2883;Total male and female;Total;Japanese;2007;5736.0
2884;Total male and female;Total;Japanese;2008;5673.0
2885;Total male and female;Total;Japanese;2009;5782.0
2886;Total male and female;Total;Japanese;2010;5407.0
2887;Total male and female;Total;Japanese;2011;5318.0
2888;Total male and female;Total;Japanese;2012;5322.0
2889;Total male and female;Total;Japanese;2013;5322.0
2890;Total male and female;Total;Japanese;2014;5192.0
2891;Total male and female;Total;Japanese;2015;5255.0
2892;Total male and female;Total;Japanese;2016;5461.0
2893;Total male and female;Total;Japanese;2017;5877.0
2894;Total male and female;Total;Japanese;2018;6056.0
2895;Total male and female;Total;Japanese;2019;6239.0
2896;Total male and female;Total;Japanese;2020;6694.0
2897;Total male and female;Total;Japanese;2021;6458.0
2898;Total male and female;Total;Japanese;2022;6779.0
2899;Total male and female;Total;Japanese;2023;7318.0
2900;Total male and female;Total;Jordanian;1995;320.0
2901;Total male and female;Total;Jordanian;1996;304.0
2902;Total male and female;Total;Jordanian;1997;210.0
2903;Total male and female;Total;Jordanian;1998;209.0
2904;Total male and female;Total;Jordanian;1999;225.0
2905;Total male and female;Total;Jordanian;2000;229.0
2906;Total male and female;Total;Jordanian;2001;223.0
2907;Total male and female;Total;Jordanian;2002;235.0
2908;Total male and female;Total;Jordanian;2003;226.0
2909;Total male and female;Total;Jordanian;2004;245.0
2910;Total male and female;Total;Jordanian;2005;248.0
2911;Total male and female;Total;Jordanian;2006;239.0
2912;Total male and female;Total;Jordanian;2007;222.0
2913;Total male and female;Total;Jordanian;2008;220.0
2914;Total male and female;Total;Jordanian;2009;223.0
2915;Total male and female;Total;Jordanian;2010;212.0
2916;Total male and female;Total;Jordanian;2011;207.0
2917;Total male and female;Total;Jordanian;2012;211.0
2918;Total male and female;Total;Jordanian;2013;212.0
2919;Total male and female;Total;Jordanian;2014;200.0
2920;Total male and female;Total;Jordanian;2015;213.0
2921;Total male and female;Total;Jordanian;2016;267.0
2922;Total male and female;Total;Jordanian;2017;325.0
2923;Total male and female;Total;Jordanian;2018;405.0
2924;Total male and female;Total;Jordanian;2019;507.0
2925;Total male and female;Total;Jordanian;2020;628.0
2926;Total male and female;Total;Jordanian;2021;693.0
2927;Total male and female;Total;Jordanian;2022;772.0
2928;Total male and female;Total;Jordanian;2023;870.0
2929;Total male and female;Total;Kazakh;1995;19.0
2930;Total male and female;Total;Kazakh;1996;29.0
2931;Total male and female;Total;Kazakh;1997;59.0
2932;Total male and female;Total;Kazakh;1998;97.0
2933;Total male and female;Total;Kazakh;1999;108.0
2934;Total male and female;Total;Kazakh;2000;140.0
2935;Total male and female;Total;Kazakh;2001;178.0
2936;Total male and female;Total;Kazakh;2002;219.0
2937;Total male and female;Total;Kazakh;2003;268.0
2938;Total male and female;Total;Kazakh;2004;301.0
2939;Total male and female;Total;Kazakh;2005;314.0
2940;Total male and female;Total;Kazakh;2006;295.0
2941;Total male and female;Total;Kazakh;2007;298.0
2942;Total male and female;Total;Kazakh;2008;275.0
2943;Total male and female;Total;Kazakh;2009;292.0
2944;Total male and female;Total;Kazakh;2010;320.0
2945;Total male and female;Total;Kazakh;2011;374.0
2946;Total male and female;Total;Kazakh;2012;407.0
2947;Total male and female;Total;Kazakh;2013;417.0
2948;Total male and female;Total;Kazakh;2014;406.0
2949;Total male and female;Total;Kazakh;2015;447.0
2950;Total male and female;Total;Kazakh;2016;483.0
2951;Total male and female;Total;Kazakh;2017;536.0
2952;Total male and female;Total;Kazakh;2018;611.0
2953;Total male and female;Total;Kazakh;2019;723.0
2954;Total male and female;Total;Kazakh;2020;901.0
2955;Total male and female;Total;Kazakh;2021;913.0
2956;Total male and female;Total;Kazakh;2022;1099.0
2957;Total male and female;Total;Kazakh;2023;1263.0
2958;Total male and female;Total;Kenyan;1995;227.0
2959;Total male and female;Total;Kenyan;1996;247.0
2960;Total male and female;Total;Kenyan;1997;251.0
2961;Total male and female;Total;Kenyan;1998;306.0
2962;Total male and female;Total;Kenyan;1999;357.0
2963;Total male and female;Total;Kenyan;2000;368.0
2964;Total male and female;Total;Kenyan;2001;423.0
2965;Total male and female;Total;Kenyan;2002;412.0
2966;Total male and female;Total;Kenyan;2003;461.0
2967;Total male and female;Total;Kenyan;2004;499.0
2968;Total male and female;Total;Kenyan;2005;534.0
2969;Total male and female;Total;Kenyan;2006;575.0
2970;Total male and female;Total;Kenyan;2007;621.0
2971;Total male and female;Total;Kenyan;2008;584.0
2972;Total male and female;Total;Kenyan;2009;643.0
2973;Total male and female;Total;Kenyan;2010;703.0
2974;Total male and female;Total;Kenyan;2011;712.0
2975;Total male and female;Total;Kenyan;2012;721.0
2976;Total male and female;Total;Kenyan;2013;693.0
2977;Total male and female;Total;Kenyan;2014;682.0
2978;Total male and female;Total;Kenyan;2015;679.0
2979;Total male and female;Total;Kenyan;2016;690.0
2980;Total male and female;Total;Kenyan;2017;703.0
2981;Total male and female;Total;Kenyan;2018;727.0
2982;Total male and female;Total;Kenyan;2019;810.0
2983;Total male and female;Total;Kenyan;2020;832.0
2984;Total male and female;Total;Kenyan;2021;862.0
2985;Total male and female;Total;Kenyan;2022;949.0
2986;Total male and female;Total;Kenyan;2023;1103.0
2987;Total male and female;Total;Citizen of Kiribati;1995;0.0
2988;Total male and female;Total;Citizen of Kiribati;1996;0.0
2989;Total male and female;Total;Citizen of Kiribati;1997;1.0
2990;Total male and female;Total;Citizen of Kiribati;1998;1.0
2991;Total male and female;Total;Citizen of Kiribati;1999;1.0
2992;Total male and female;Total;Citizen of Kiribati;2000;1.0
2993;Total male and female;Total;Citizen of Kiribati;2001;1.0
2994;Total male and female;Total;Citizen of Kiribati;2002;1.0
2995;Total male and female;Total;Citizen of Kiribati;2003;1.0
2996;Total male and female;Total;Citizen of Kiribati;2004;1.0
2997;Total male and female;Total;Citizen of Kiribati;2005;1.0
2998;Total male and female;Total;Citizen of Kiribati;2006;1.0
2999;Total male and female;Total;Citizen of Kiribati;2007;1.0
3000;Total male and female;Total;Citizen of Kiribati;2008;0.0
3001;Total male and female;Total;Citizen of Kiribati;2009;0.0
3002;Total male and female;Total;Citizen of Kiribati;2010;0.0
3003;Total male and female;Total;Citizen of Kiribati;2011;0.0
3004;Total male and female;Total;Citizen of Kiribati;2012;0.0
3005;Total male and female;Total;Citizen of Kiribati;2013;0.0
3006;Total male and female;Total;Citizen of Kiribati;2014;0.0
3007;Total male and female;Total;Citizen of Kiribati;2015;0.0
3008;Total male and female;Total;Citizen of Kiribati;2016;3.0
3009;Total male and female;Total;Citizen of Kiribati;2017;0.0
3010;Total male and female;Total;Citizen of Kiribati;2018;0.0
3011;Total male and female;Total;Citizen of Kiribati;2019;0.0
3012;Total male and female;Total;Citizen of Kiribati;2020;0.0
3013;Total male and female;Total;Citizen of Kiribati;2021;0.0
3014;Total male and female;Total;Citizen of Kiribati;2022;1.0
3015;Total male and female;Total;Citizen of Kiribati;2023;1.0
3016;Total male and female;Total;Kosovar;1995;
3017;Total male and female;Total;Kosovar;1996;
3018;Total male and female;Total;Kosovar;1997;
3019;Total male and female;Total;Kosovar;1998;
3020;Total male and female;Total;Kosovar;1999;
3021;Total male and female;Total;Kosovar;2000;
3022;Total male and female;Total;Kosovar;2001;
3023;Total male and female;Total;Kosovar;2002;
3024;Total male and female;Total;Kosovar;2003;
3025;Total male and female;Total;Kosovar;2004;
3026;Total male and female;Total;Kosovar;2005;
3027;Total male and female;Total;Kosovar;2006;
3028;Total male and female;Total;Kosovar;2007;
3029;Total male and female;Total;Kosovar;2008;
3030;Total male and female;Total;Kosovar;2009;13.0
3031;Total male and female;Total;Kosovar;2010;177.0
3032;Total male and female;Total;Kosovar;2011;321.0
3033;Total male and female;Total;Kosovar;2012;451.0
3034;Total male and female;Total;Kosovar;2013;880.0
3035;Total male and female;Total;Kosovar;2014;684.0
3036;Total male and female;Total;Kosovar;2015;604.0
3037;Total male and female;Total;Kosovar;2016;599.0
3038;Total male and female;Total;Kosovar;2017;643.0
3039;Total male and female;Total;Kosovar;2018;639.0
3040;Total male and female;Total;Kosovar;2019;687.0
3041;Total male and female;Total;Kosovar;2020;685.0
3042;Total male and female;Total;Kosovar;2021;658.0
3043;Total male and female;Total;Kosovar;2022;693.0
3044;Total male and female;Total;Kosovar;2023;670.0
3045;Total male and female;Total;Kuwaiti;1995;33.0
3046;Total male and female;Total;Kuwaiti;1996;38.0
3047;Total male and female;Total;Kuwaiti;1997;37.0
3048;Total male and female;Total;Kuwaiti;1998;62.0
3049;Total male and female;Total;Kuwaiti;1999;53.0
3050;Total male and female;Total;Kuwaiti;2000;58.0
3051;Total male and female;Total;Kuwaiti;2001;61.0
3052;Total male and female;Total;Kuwaiti;2002;50.0
3053;Total male and female;Total;Kuwaiti;2003;40.0
3054;Total male and female;Total;Kuwaiti;2004;33.0
3055;Total male and female;Total;Kuwaiti;2005;28.0
3056;Total male and female;Total;Kuwaiti;2006;30.0
3057;Total male and female;Total;Kuwaiti;2007;27.0
3058;Total male and female;Total;Kuwaiti;2008;18.0
3059;Total male and female;Total;Kuwaiti;2009;16.0
3060;Total male and female;Total;Kuwaiti;2010;17.0
3061;Total male and female;Total;Kuwaiti;2011;18.0
3062;Total male and female;Total;Kuwaiti;2012;25.0
3063;Total male and female;Total;Kuwaiti;2013;33.0
3064;Total male and female;Total;Kuwaiti;2014;64.0
3065;Total male and female;Total;Kuwaiti;2015;97.0
3066;Total male and female;Total;Kuwaiti;2016;88.0
3067;Total male and female;Total;Kuwaiti;2017;68.0
3068;Total male and female;Total;Kuwaiti;2018;74.0
3069;Total male and female;Total;Kuwaiti;2019;70.0
3070;Total male and female;Total;Kuwaiti;2020;76.0
3071;Total male and female;Total;Kuwaiti;2021;64.0
3072;Total male and female;Total;Kuwaiti;2022;66.0
3073;Total male and female;Total;Kuwaiti;2023;54.0
3074;Total male and female;Total;Kyrgyz;1995;5.0
3075;Total male and female;Total;Kyrgyz;1996;1.0
3076;Total male and female;Total;Kyrgyz;1997;2.0
3077;Total male and female;Total;Kyrgyz;1998;7.0
3078;Total male and female;Total;Kyrgyz;1999;11.0
3079;Total male and female;Total;Kyrgyz;2000;14.0
3080;Total male and female;Total;Kyrgyz;2001;16.0
3081;Total male and female;Total;Kyrgyz;2002;27.0
3082;Total male and female;Total;Kyrgyz;2003;39.0
3083;Total male and female;Total;Kyrgyz;2004;48.0
3084;Total male and female;Total;Kyrgyz;2005;72.0
3085;Total male and female;Total;Kyrgyz;2006;80.0
3086;Total male and female;Total;Kyrgyz;2007;85.0
3087;Total male and female;Total;Kyrgyz;2008;90.0
3088;Total male and female;Total;Kyrgyz;2009;86.0
3089;Total male and female;Total;Kyrgyz;2010;82.0
3090;Total male and female;Total;Kyrgyz;2011;80.0
3091;Total male and female;Total;Kyrgyz;2012;90.0
3092;Total male and female;Total;Kyrgyz;2013;96.0
3093;Total male and female;Total;Kyrgyz;2014;108.0
3094;Total male and female;Total;Kyrgyz;2015;101.0
3095;Total male and female;Total;Kyrgyz;2016;111.0
3096;Total male and female;Total;Kyrgyz;2017;99.0
3097;Total male and female;Total;Kyrgyz;2018;109.0
3098;Total male and female;Total;Kyrgyz;2019;116.0
3099;Total male and female;Total;Kyrgyz;2020;147.0
3100;Total male and female;Total;Kyrgyz;2021;131.0
3101;Total male and female;Total;Kyrgyz;2022;174.0
3102;Total male and female;Total;Kyrgyz;2023;246.0
3103;Total male and female;Total;Laotian;1995;3.0
3104;Total male and female;Total;Laotian;1996;3.0
3105;Total male and female;Total;Laotian;1997;3.0
3106;Total male and female;Total;Laotian;1998;8.0
3107;Total male and female;Total;Laotian;1999;8.0
3108;Total male and female;Total;Laotian;2000;7.0
3109;Total male and female;Total;Laotian;2001;10.0
3110;Total male and female;Total;Laotian;2002;13.0
3111;Total male and female;Total;Laotian;2003;20.0
3112;Total male and female;Total;Laotian;2004;25.0
3113;Total male and female;Total;Laotian;2005;26.0
3114;Total male and female;Total;Laotian;2006;28.0
3115;Total male and female;Total;Laotian;2007;27.0
3116;Total male and female;Total;Laotian;2008;26.0
3117;Total male and female;Total;Laotian;2009;26.0
3118;Total male and female;Total;Laotian;2010;32.0
3119;Total male and female;Total;Laotian;2011;34.0
3120;Total male and female;Total;Laotian;2012;35.0
3121;Total male and female;Total;Laotian;2013;38.0
3122;Total male and female;Total;Laotian;2014;37.0
3123;Total male and female;Total;Laotian;2015;37.0
3124;Total male and female;Total;Laotian;2016;34.0
3125;Total male and female;Total;Laotian;2017;37.0
3126;Total male and female;Total;Laotian;2018;38.0
3127;Total male and female;Total;Laotian;2019;38.0
3128;Total male and female;Total;Laotian;2020;40.0
3129;Total male and female;Total;Laotian;2021;39.0
3130;Total male and female;Total;Laotian;2022;39.0
3131;Total male and female;Total;Laotian;2023;43.0
3132;Total male and female;Total;Latvian;1995;49.0
3133;Total male and female;Total;Latvian;1996;63.0
3134;Total male and female;Total;Latvian;1997;88.0
3135;Total male and female;Total;Latvian;1998;112.0
