ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
360;Breda;Totaal particulier huishouden;69.9;66.8;9.0;8.0
361;Breda;Eenpersoonshuishoudens;23.3;22.0;13.0;14.0
362;Breda;Paar zonder kinderen;21.8;21.2;3.0;4.0
363;Breda;Paar met kinderen;18.5;17.9;6.0;4.0
364;Breda;Eenoudergezin;4.2;3.9;26.0;26.0
365;Tilburg;Totaal particulier huishouden;90.6;86.8;10.0;9.0
366;Tilburg;Eenpersoonshuishoudens;28.7;27.1;15.0;14.0
367;Tilburg;Paar zonder kinderen;27.7;26.8;5.0;5.0
368;Tilburg;Paar met kinderen;25.8;24.9;6.0;4.0
369;Tilburg;Eenoudergezin;5.8;5.5;28.0;27.0
370;'s-Hertogenbosch;Totaal particulier huishouden;67.1;64.3;9.0;8.0
371;'s-Hertogenbosch;Eenpersoonshuishoudens;22.7;21.5;14.0;13.0
372;'s-Hertogenbosch;Paar zonder kinderen;19.4;18.8;4.0;4.0
373;'s-Hertogenbosch;Paar met kinderen;18.9;18.3;6.0;4.0
374;'s-Hertogenbosch;Eenoudergezin;4.0;3.7;25.0;26.0
375;Eindhoven;Totaal particulier huishouden;133.0;127.2;9.0;8.0
376;Eindhoven;Eenpersoonshuishoudens;45.1;42.6;13.0;13.0
377;Eindhoven;Paar zonder kinderen;42.2;41.0;4.0;4.0
378;Eindhoven;Paar met kinderen;34.5;33.4;5.0;4.0
379;Eindhoven;Eenoudergezin;7.4;6.9;28.0;27.0
380;Geleen/Sittard;Totaal particulier huishouden;59.2;57.0;8.0;8.0
381;Geleen/Sittard;Eenpersoonshuishoudens;16.2;15.6;15.0;14.0
382;Geleen/Sittard;Paar zonder kinderen;19.4;18.9;4.0;4.0
383;Geleen/Sittard;Paar met kinderen;18.2;17.5;5.0;3.0
384;Geleen/Sittard;Eenoudergezin;3.5;3.2;27.0;28.0
385;Heerlen;Totaal particulier huishouden;96.0;89.1;12.0;12.0
386;Heerlen;Eenpersoonshuishoudens;31.8;29.7;18.0;18.0
387;Heerlen;Paar zonder kinderen;29.9;28.1;6.0;6.0
388;Heerlen;Paar met kinderen;25.2;23.0;8.0;6.0
389;Heerlen;Eenoudergezin;6.2;5.8;31.0;32.0
390;Maastricht;Totaal particulier huishouden;52.2;49.5;12.0;12.0
391;Maastricht;Eenpersoonshuishoudens;18.8;17.6;18.0;17.0
392;Maastricht;Paar zonder kinderen;15.7;15.0;6.0;7.0
393;Maastricht;Paar met kinderen;12.5;11.9;7.0;4.0
394;Maastricht;Eenoudergezin;3.6;3.4;32.0;30.0
395;Groningen;Totaal particulier huishouden;142.3;135.7;11.0;10.0
396;Groningen;Eenpersoonshuishoudens;51.3;48.7;16.0;15.0
397;Groningen;Paar zonder kinderen;43.7;41.7;4.0;5.0
398;Groningen;Paar met kinderen;35.5;34.3;7.0;4.0
399;Groningen;Eenoudergezin;8.8;8.3;29.0;29.0
400;Leeuwarden;Totaal particulier huishouden;66.3;63.5;10.0;9.0
401;Leeuwarden;Eenpersoonshuishoudens;22.2;21.3;15.0;14.0
402;Leeuwarden;Paar zonder kinderen;20.6;19.8;4.0;4.0
403;Leeuwarden;Paar met kinderen;18.1;17.5;7.0;4.0
404;Leeuwarden;Eenoudergezin;4.0;3.7;29.0;27.0
405;Zwolle;Totaal particulier huishouden;66.4;64.4;8.0;7.0
406;Zwolle;Eenpersoonshuishoudens;20.0;19.3;12.0;12.0
407;Zwolle;Paar zonder kinderen;20.8;20.3;4.0;4.0
408;Zwolle;Paar met kinderen;20.5;20.1;5.0;3.0
409;Zwolle;Eenoudergezin;3.4;3.1;25.0;26.0
410;Enschede;Totaal particulier huishouden;126.4;121.3;10.0;9.0
411;Enschede;Eenpersoonshuishoudens;39.3;37.3;14.0;14.0
412;Enschede;Paar zonder kinderen;39.6;38.3;5.0;5.0
413;Enschede;Paar met kinderen;36.7;35.4;8.0;4.0
414;Enschede;Eenoudergezin;6.8;6.4;30.0;29.0
415;Apeldoorn;Totaal particulier huishouden;85.5;82.9;6.0;6.0
416;Apeldoorn;Eenpersoonshuishoudens;24.8;23.8;9.0;10.0
417;Apeldoorn;Paar zonder kinderen;27.2;26.7;3.0;4.0
418;Apeldoorn;Paar met kinderen;26.6;25.8;5.0;3.0
419;Apeldoorn;Eenoudergezin;4.1;3.9;21.0;21.0
420;Arnhem;Totaal particulier huishouden;146.8;141.3;9.0;8.0
421;Arnhem;Eenpersoonshuishoudens;47.2;45.0;14.0;13.0
422;Arnhem;Paar zonder kinderen;44.7;43.4;4.0;4.0
423;Arnhem;Paar met kinderen;42.1;40.7;6.0;4.0
424;Arnhem;Eenoudergezin;8.7;8.2;27.0;27.0
425;Nijmegen;Totaal particulier huishouden;113.5;108.9;10.0;9.0
426;Nijmegen;Eenpersoonshuishoudens;38.8;36.8;16.0;15.0
427;Nijmegen;Paar zonder kinderen;32.7;31.7;5.0;5.0
428;Nijmegen;Paar met kinderen;31.8;30.7;6.0;4.0
429;Nijmegen;Eenoudergezin;7.1;6.8;27.0;26.0
430;Amersfoort;Totaal particulier huishouden;104.9;101.6;6.0;6.0
431;Amersfoort;Eenpersoonshuishoudens;31.4;30.1;10.0;10.0
432;Amersfoort;Paar zonder kinderen;30.5;29.8;3.0;3.0
433;Amersfoort;Paar met kinderen;34.6;33.8;4.0;3.0
434;Amersfoort;Eenoudergezin;5.7;5.3;20.0;20.0
435;Utrecht;Totaal particulier huishouden;233.2;223.5;9.0;8.0
436;Utrecht;Eenpersoonshuishoudens;85.2;80.3;12.0;12.0
437;Utrecht;Paar zonder kinderen;65.1;63.3;3.0;3.0
438;Utrecht;Paar met kinderen;61.5;59.8;6.0;4.0
439;Utrecht;Eenoudergezin;13.9;13.2;23.0;23.0
440;Amsterdam;Totaal particulier huishouden;651.4;617.7;12.0;12.0
441;Amsterdam;Eenpersoonshuishoudens;274.8;256.4;17.0;17.0
442;Amsterdam;Paar zonder kinderen;155.8;150.2;4.0;5.0
443;Amsterdam;Paar met kinderen;143.6;138.9;8.0;5.0
444;Amsterdam;Eenoudergezin;54.6;51.3;27.0;26.0
445;Haarlem;Totaal particulier huishouden;175.0;169.1;7.0;7.0
446;Haarlem;Eenpersoonshuishoudens;60.7;57.9;11.0;11.0
447;Haarlem;Paar zonder kinderen;51.3;50.3;3.0;3.0
448;Haarlem;Paar met kinderen;48.3;47.0;4.0;3.0
449;Haarlem;Eenoudergezin;10.3;9.7;22.0;21.0
450;Leiden;Totaal particulier huishouden;134.0;129.0;7.0;6.0
451;Leiden;Eenpersoonshuishoudens;44.6;42.3;11.0;10.0
452;Leiden;Paar zonder kinderen;37.6;36.6;3.0;3.0
453;Leiden;Paar met kinderen;41.4;40.4;4.0;2.0
454;Leiden;Eenoudergezin;7.3;6.8;21.0;21.0
455;'s-Gravenhage;Totaal particulier huishouden;391.1;371.0;11.0;10.0
456;'s-Gravenhage;Eenpersoonshuishoudens;157.0;147.0;14.0;14.0
457;'s-Gravenhage;Paar zonder kinderen;100.0;96.5;4.0;5.0
458;'s-Gravenhage;Paar met kinderen;89.9;86.5;8.0;5.0
459;'s-Gravenhage;Eenoudergezin;30.0;27.8;28.0;27.0
460;Rotterdam;Totaal particulier huishouden;528.8;503.9;12.0;12.0
461;Rotterdam;Eenpersoonshuishoudens;195.2;183.6;17.0;17.0
462;Rotterdam;Paar zonder kinderen;144.7;140.5;4.0;5.0
463;Rotterdam;Paar met kinderen;128.0;123.6;8.0;5.0
464;Rotterdam;Eenoudergezin;42.4;39.2;32.0;31.0
465;Dordrecht;Totaal particulier huishouden;116.0;112.3;9.0;8.0
466;Dordrecht;Eenpersoonshuishoudens;34.3;32.9;13.0;14.0
467;Dordrecht;Paar zonder kinderen;35.3;34.6;3.0;4.0
468;Dordrecht;Paar met kinderen;36.2;35.3;5.0;3.0
469;Dordrecht;Eenoudergezin;6.9;6.5;32.0;32.0
470;Breda;Totaal particulier huishouden;124.7;119.9;8.0;7.0
471;Breda;Eenpersoonshuishoudens;36.2;34.3;13.0;13.0
472;Breda;Paar zonder kinderen;40.5;39.4;3.0;3.0
473;Breda;Paar met kinderen;37.7;36.6;5.0;3.0
474;Breda;Eenoudergezin;6.8;6.3;23.0;23.0
475;Tilburg;Totaal particulier huishouden;115.4;110.9;9.0;8.0
476;Tilburg;Eenpersoonshuishoudens;34.3;32.6;14.0;13.0
477;Tilburg;Paar zonder kinderen;35.8;34.7;4.0;5.0
478;Tilburg;Paar met kinderen;35.1;34.0;5.0;3.0
479;Tilburg;Eenoudergezin;6.9;6.5;26.0;25.0
480;'s-Hertogenbosch;Totaal particulier huishouden;77.5;74.5;8.0;8.0
481;'s-Hertogenbosch;Eenpersoonshuishoudens;24.9;23.6;14.0;13.0
482;'s-Hertogenbosch;Paar zonder kinderen;22.8;22.2;3.0;4.0
483;'s-Hertogenbosch;Paar met kinderen;22.9;22.2;5.0;3.0
484;'s-Hertogenbosch;Eenoudergezin;4.4;4.1;24.0;24.0
485;Eindhoven;Totaal particulier huishouden;165.6;158.9;8.0;7.0
486;Eindhoven;Eenpersoonshuishoudens;52.8;49.9;13.0;12.0
487;Eindhoven;Paar zonder kinderen;53.4;52.0;3.0;4.0
488;Eindhoven;Paar met kinderen;46.0;44.6;5.0;3.0
489;Eindhoven;Eenoudergezin;9.0;8.3;26.0;26.0
490;Geleen/Sittard;Totaal particulier huishouden;69.9;67.3;8.0;8.0
491;Geleen/Sittard;Eenpersoonshuishoudens;18.6;17.9;14.0;14.0
492;Geleen/Sittard;Paar zonder kinderen;23.1;22.5;4.0;4.0
493;Geleen/Sittard;Paar met kinderen;21.9;21.1;5.0;3.0
494;Geleen/Sittard;Eenoudergezin;4.0;3.7;26.0;27.0
495;Heerlen;Totaal particulier huishouden;115.9;108.0;11.0;11.0
496;Heerlen;Eenpersoonshuishoudens;36.4;34.0;17.0;17.0
497;Heerlen;Paar zonder kinderen;36.9;34.8;5.0;6.0
498;Heerlen;Paar met kinderen;32.0;29.4;7.0;5.0
499;Heerlen;Eenoudergezin;7.2;6.7;30.0;30.0
500;Maastricht;Totaal particulier huishouden;77.3;73.7;10.0;10.0
501;Maastricht;Eenpersoonshuishoudens;24.6;23.2;16.0;16.0
502;Maastricht;Paar zonder kinderen;24.3;23.4;5.0;6.0
503;Maastricht;Paar met kinderen;21.2;20.3;6.0;4.0
504;Maastricht;Eenoudergezin;4.7;4.4;28.0;27.0
505;Appingedam;Totaal particulier huishouden;5.4;5.3;9.0;8.0
506;Appingedam;Eenpersoonshuishoudens;1.7;1.6;13.0;12.0
507;Appingedam;Paar zonder kinderen;1.8;1.8;4.0;4.0
508;Appingedam;Paar met kinderen;1.5;1.4;6.0;
509;Appingedam;Eenoudergezin;0.3;0.3;34.0;31.0
510;Bedum;Totaal particulier huishouden;4.1;4.0;6.0;5.0
511;Bedum;Eenpersoonshuishoudens;1.0;1.0;9.0;
512;Bedum;Paar zonder kinderen;1.3;1.3;;
513;Bedum;Paar met kinderen;1.6;1.6;5.0;
514;Bedum;Eenoudergezin;0.2;0.2;;
515;Bellingwedde;Totaal particulier huishouden;4.1;3.9;11.0;10.0
516;Bellingwedde;Eenpersoonshuishoudens;1.1;1.0;15.0;16.0
517;Bellingwedde;Paar zonder kinderen;1.6;1.5;7.0;7.0
518;Bellingwedde;Paar met kinderen;1.2;1.1;9.0;7.0
519;Bellingwedde;Eenoudergezin;0.2;0.2;;
520;Ten Boer;Totaal particulier huishouden;2.8;2.7;7.0;5.0
521;Ten Boer;Eenpersoonshuishoudens;0.6;0.6;;
522;Ten Boer;Paar zonder kinderen;0.8;0.8;;
523;Ten Boer;Paar met kinderen;1.1;1.1;7.0;
524;Ten Boer;Eenoudergezin;0.1;0.1;;
525;Delfzijl;Totaal particulier huishouden;12.2;11.8;10.0;9.0
526;Delfzijl;Eenpersoonshuishoudens;3.5;3.3;14.0;15.0
527;Delfzijl;Paar zonder kinderen;4.2;4.1;4.0;5.0
528;Delfzijl;Paar met kinderen;3.5;3.4;8.0;4.0
529;Delfzijl;Eenoudergezin;0.7;0.6;32.0;32.0
530;Groningen;Totaal particulier huishouden;78.6;73.8;14.0;14.0
531;Groningen;Eenpersoonshuishoudens;35.3;33.1;18.0;18.0
532;Groningen;Paar zonder kinderen;21.9;20.4;6.0;6.0
533;Groningen;Paar met kinderen;13.6;13.1;9.0;6.0
534;Groningen;Eenoudergezin;5.8;5.5;33.0;33.0
535;Grootegast;Totaal particulier huishouden;4.5;4.3;7.0;7.0
536;Grootegast;Eenpersoonshuishoudens;1.0;1.0;12.0;11.0
537;Grootegast;Paar zonder kinderen;1.4;1.4;;
538;Grootegast;Paar met kinderen;1.8;1.7;6.0;
539;Grootegast;Eenoudergezin;0.2;0.2;;
540;Haren;Totaal particulier huishouden;7.9;7.7;6.0;5.0
541;Haren;Eenpersoonshuishoudens;2.5;2.4;11.0;10.0
542;Haren;Paar zonder kinderen;2.8;2.8;;
543;Haren;Paar met kinderen;2.2;2.1;;
544;Haren;Eenoudergezin;0.3;0.3;;
545;Hoogezand-Sappemeer;Totaal particulier huishouden;14.1;13.5;11.0;10.0
546;Hoogezand-Sappemeer;Eenpersoonshuishoudens;4.2;4.0;17.0;17.0
547;Hoogezand-Sappemeer;Paar zonder kinderen;4.7;4.5;5.0;6.0
548;Hoogezand-Sappemeer;Paar met kinderen;4.1;3.9;8.0;5.0
549;Hoogezand-Sappemeer;Eenoudergezin;0.8;0.7;32.0;26.0
550;Leek;Totaal particulier huishouden;7.4;7.1;7.0;6.0
551;Leek;Eenpersoonshuishoudens;1.9;1.8;8.0;8.0
552;Leek;Paar zonder kinderen;2.4;2.4;;3.0
553;Leek;Paar met kinderen;2.6;2.5;6.0;3.0
554;Leek;Eenoudergezin;0.4;0.4;25.0;25.0
555;Loppersum;Totaal particulier huishouden;4.3;4.2;8.0;6.0
556;Loppersum;Eenpersoonshuishoudens;1.1;1.1;9.0;10.0
557;Loppersum;Paar zonder kinderen;1.4;1.3;;
558;Loppersum;Paar met kinderen;1.5;1.5;6.0;
559;Loppersum;Eenoudergezin;0.2;0.2;;
560;Marum;Totaal particulier huishouden;3.8;3.7;7.0;6.0
561;Marum;Eenpersoonshuishoudens;0.9;0.8;10.0;11.0
562;Marum;Paar zonder kinderen;1.2;1.2;;
563;Marum;Paar met kinderen;1.5;1.4;6.0;
564;Marum;Eenoudergezin;0.2;0.2;;
565;Almere;Totaal particulier huishouden;61.6;59.2;8.0;7.0
566;Almere;Eenpersoonshuishoudens;15.3;14.3;13.0;13.0
567;Almere;Paar zonder kinderen;16.4;15.9;3.0;3.0
568;Almere;Paar met kinderen;22.8;22.2;5.0;3.0
569;Almere;Eenoudergezin;5.0;4.8;25.0;24.0
570;Stadskanaal;Totaal particulier huishouden;14.1;13.6;11.0;9.0
571;Stadskanaal;Eenpersoonshuishoudens;4.1;3.9;17.0;16.0
572;Stadskanaal;Paar zonder kinderen;4.9;4.7;5.0;6.0
573;Stadskanaal;Paar met kinderen;4.2;4.0;7.0;3.0
574;Stadskanaal;Eenoudergezin;0.8;0.7;32.0;32.0
575;Scheemda;Totaal particulier huishouden;5.8;5.7;7.0;6.0
576;Scheemda;Eenpersoonshuishoudens;1.4;1.4;9.0;8.0
577;Scheemda;Paar zonder kinderen;2.0;1.9;5.0;5.0
578;Scheemda;Paar met kinderen;2.0;1.9;6.0;
579;Scheemda;Eenoudergezin;0.3;0.3;;
580;Slochteren;Totaal particulier huishouden;5.9;5.7;7.0;6.0
581;Slochteren;Eenpersoonshuishoudens;1.3;1.3;11.0;9.0
582;Slochteren;Paar zonder kinderen;2.0;2.0;;
583;Slochteren;Paar met kinderen;2.1;2.0;5.0;
584;Slochteren;Eenoudergezin;0.3;0.3;28.0;
585;Veendam;Totaal particulier huishouden;11.7;11.3;10.0;9.0
586;Veendam;Eenpersoonshuishoudens;3.1;3.0;16.0;15.0
587;Veendam;Paar zonder kinderen;3.9;3.8;4.0;5.0
588;Veendam;Paar met kinderen;3.6;3.5;8.0;4.0
589;Veendam;Eenoudergezin;0.7;0.7;28.0;28.0
590;Vlagtwedde;Totaal particulier huishouden;7.0;6.7;9.0;8.0
591;Vlagtwedde;Eenpersoonshuishoudens;1.8;1.8;12.0;12.0
592;Vlagtwedde;Paar zonder kinderen;2.5;2.5;5.0;6.0
593;Vlagtwedde;Paar met kinderen;2.2;2.1;9.0;5.0
594;Vlagtwedde;Eenoudergezin;0.3;0.2;;
595;Zeewolde;Totaal particulier huishouden;7.2;6.9;8.0;6.0
596;Zeewolde;Eenpersoonshuishoudens;1.9;1.8;12.0;9.0
597;Zeewolde;Paar zonder kinderen;1.9;1.8;;
598;Zeewolde;Paar met kinderen;2.9;2.8;6.0;4.0
599;Zeewolde;Eenoudergezin;0.4;0.3;24.0;21.0
600;Skarsterlân;Totaal particulier huishouden;10.6;10.4;7.0;6.0
601;Skarsterlân;Eenpersoonshuishoudens;2.7;2.7;9.0;9.0
602;Skarsterlân;Paar zonder kinderen;3.4;3.3;3.0;3.0
603;Skarsterlân;Paar met kinderen;3.8;3.7;6.0;4.0
604;Skarsterlân;Eenoudergezin;0.5;0.5;19.0;19.0
605;Winschoten;Totaal particulier huishouden;8.6;8.3;11.0;9.0
606;Winschoten;Eenpersoonshuishoudens;3.1;2.9;14.0;13.0
607;Winschoten;Paar zonder kinderen;2.7;2.7;5.0;5.0
608;Winschoten;Paar met kinderen;2.1;2.0;7.0;4.0
609;Winschoten;Eenoudergezin;0.5;0.5;33.0;32.0
610;Winsum;Totaal particulier huishouden;5.4;5.3;8.0;7.0
611;Winsum;Eenpersoonshuishoudens;1.4;1.3;14.0;13.0
612;Winsum;Paar zonder kinderen;1.7;1.7;;
613;Winsum;Paar met kinderen;2.0;2.0;6.0;4.0
614;Winsum;Eenoudergezin;0.3;0.2;;30.0
615;Boarnsterhim;Totaal particulier huishouden;7.7;7.4;7.0;6.0
616;Boarnsterhim;Eenpersoonshuishoudens;2.1;2.0;10.0;9.0
617;Boarnsterhim;Paar zonder kinderen;2.6;2.6;3.0;4.0
618;Boarnsterhim;Paar met kinderen;2.5;2.5;5.0;
619;Boarnsterhim;Eenoudergezin;0.3;0.3;39.0;35.0
620;Zuidhorn;Totaal particulier huishouden;6.8;6.5;5.0;5.0
621;Zuidhorn;Eenpersoonshuishoudens;1.6;1.5;8.0;8.0
622;Zuidhorn;Paar zonder kinderen;2.1;2.0;;
623;Zuidhorn;Paar met kinderen;2.7;2.6;6.0;4.0
624;Zuidhorn;Eenoudergezin;0.3;0.3;;
625;Dongeradeel;Totaal particulier huishouden;9.9;9.7;11.0;9.0
626;Dongeradeel;Eenpersoonshuishoudens;2.9;2.9;17.0;16.0
627;Dongeradeel;Paar zonder kinderen;3.0;2.9;5.0;5.0
628;Dongeradeel;Paar met kinderen;3.5;3.4;11.0;5.0
629;Dongeradeel;Eenoudergezin;0.4;0.4;18.0;20.0
630;Achtkarspelen;Totaal particulier huishouden;10.8;10.4;10.0;9.0
631;Achtkarspelen;Eenpersoonshuishoudens;2.6;2.5;15.0;16.0
632;Achtkarspelen;Paar zonder kinderen;3.2;3.1;6.0;8.0
633;Achtkarspelen;Paar met kinderen;4.2;4.1;8.0;4.0
634;Achtkarspelen;Eenoudergezin;0.6;0.6;22.0;23.0
635;Ameland;Totaal particulier huishouden;1.4;1.4;7.0;5.0
636;Ameland;Eenpersoonshuishoudens;0.4;0.4;;
637;Ameland;Paar zonder kinderen;0.4;0.4;;
638;Ameland;Paar met kinderen;0.5;0.5;;
639;Ameland;Eenoudergezin;0.1;0.1;;
640;het Bildt;Totaal particulier huishouden;4.2;4.1;8.0;7.0
641;het Bildt;Eenpersoonshuishoudens;1.2;1.1;8.0;8.0
642;het Bildt;Paar zonder kinderen;1.3;1.3;;
643;het Bildt;Paar met kinderen;1.4;1.4;10.0;5.0
644;het Bildt;Eenoudergezin;0.2;0.2;;
645;Bolsward;Totaal particulier huishouden;3.9;3.8;9.0;8.0
646;Bolsward;Eenpersoonshuishoudens;1.3;1.2;13.0;12.0
647;Bolsward;Paar zonder kinderen;1.3;1.2;;6.0
648;Bolsward;Paar met kinderen;1.1;1.0;8.0;
649;Bolsward;Eenoudergezin;0.2;0.2;;
650;Dantumadeel;Totaal particulier huishouden;7.3;7.1;9.0;8.0
651;Dantumadeel;Eenpersoonshuishoudens;1.7;1.6;17.0;20.0
652;Dantumadeel;Paar zonder kinderen;2.2;2.2;4.0;5.0
653;Dantumadeel;Paar met kinderen;2.9;2.8;7.0;3.0
654;Dantumadeel;Eenoudergezin;0.3;0.3;;
655;Franekeradeel;Totaal particulier huishouden;8.4;8.1;10.0;9.0
656;Franekeradeel;Eenpersoonshuishoudens;2.5;2.4;17.0;16.0
657;Franekeradeel;Paar zonder kinderen;2.5;2.5;4.0;4.0
658;Franekeradeel;Paar met kinderen;2.7;2.6;7.0;3.0
659;Franekeradeel;Eenoudergezin;0.4;0.4;18.0;19.0
660;Harlingen;Totaal particulier huishouden;6.6;6.3;12.0;11.0
661;Harlingen;Eenpersoonshuishoudens;2.1;2.0;17.0;16.0
662;Harlingen;Paar zonder kinderen;2.0;2.0;6.0;6.0
663;Harlingen;Paar met kinderen;1.9;1.8;9.0;5.0
664;Harlingen;Eenoudergezin;0.4;0.4;35.0;33.0
665;Heerenveen;Totaal particulier huishouden;17.9;17.4;8.0;7.0
666;Heerenveen;Eenpersoonshuishoudens;5.7;5.5;12.0;12.0
667;Heerenveen;Paar zonder kinderen;5.9;5.8;4.0;4.0
668;Heerenveen;Paar met kinderen;5.1;4.9;6.0;3.0
669;Heerenveen;Eenoudergezin;0.9;0.9;26.0;25.0
670;Kollumerland c.a.;Totaal particulier huishouden;5.1;4.9;10.0;9.0
671;Kollumerland c.a.;Eenpersoonshuishoudens;1.3;1.3;16.0;19.0
672;Kollumerland c.a.;Paar zonder kinderen;1.6;1.5;5.0;5.0
673;Kollumerland c.a.;Paar met kinderen;1.9;1.8;9.0;4.0
674;Kollumerland c.a.;Eenoudergezin;0.2;0.2;;
675;Leeuwarden;Totaal particulier huishouden;40.4;38.3;12.0;11.0
676;Leeuwarden;Eenpersoonshuishoudens;16.0;15.2;17.0;17.0
677;Leeuwarden;Paar zonder kinderen;11.9;11.3;5.0;5.0
678;Leeuwarden;Paar met kinderen;8.6;8.2;8.0;4.0
679;Leeuwarden;Eenoudergezin;2.9;2.7;32.0;30.0
680;Leeuwarderadeel;Totaal particulier huishouden;3.9;3.9;6.0;5.0
681;Leeuwarderadeel;Eenpersoonshuishoudens;0.8;0.8;;
682;Leeuwarderadeel;Paar zonder kinderen;1.3;1.3;;
683;Leeuwarderadeel;Paar met kinderen;1.6;1.5;5.0;
684;Leeuwarderadeel;Eenoudergezin;0.2;0.2;;
685;Lemsterland;Totaal particulier huishouden;5.2;5.0;10.0;9.0
686;Lemsterland;Eenpersoonshuishoudens;1.3;1.3;15.0;15.0
687;Lemsterland;Paar zonder kinderen;1.8;1.7;4.0;5.0
688;Lemsterland;Paar met kinderen;1.8;1.7;7.0;5.0
689;Lemsterland;Eenoudergezin;0.3;0.2;35.0;30.0
690;Menaldumadeel;Totaal particulier huishouden;5.4;5.4;6.0;5.0
691;Menaldumadeel;Eenpersoonshuishoudens;1.2;1.2;12.0;10.0
692;Menaldumadeel;Paar zonder kinderen;1.9;1.8;;
693;Menaldumadeel;Paar met kinderen;2.1;2.1;5.0;
694;Menaldumadeel;Eenoudergezin;0.2;0.2;;
695;Ooststellingwerf;Totaal particulier huishouden;10.9;10.5;9.0;8.0
696;Ooststellingwerf;Eenpersoonshuishoudens;3.0;2.9;14.0;13.0
697;Ooststellingwerf;Paar zonder kinderen;3.6;3.5;4.0;5.0
698;Ooststellingwerf;Paar met kinderen;3.5;3.4;7.0;4.0
699;Ooststellingwerf;Eenoudergezin;0.6;0.6;25.0;24.0
700;Opsterland;Totaal particulier huishouden;11.4;11.1;7.0;7.0
701;Opsterland;Eenpersoonshuishoudens;3.0;2.9;9.0;12.0
702;Opsterland;Paar zonder kinderen;3.7;3.7;4.0;5.0
703;Opsterland;Paar met kinderen;3.9;3.8;6.0;3.0
704;Opsterland;Eenoudergezin;0.5;0.5;;
705;Schiermonnikoog;Totaal particulier huishouden;0.5;0.5;;
706;Schiermonnikoog;Eenpersoonshuishoudens;0.2;0.2;;
707;Schiermonnikoog;Paar zonder kinderen;0.1;0.1;;
708;Schiermonnikoog;Paar met kinderen;0.1;0.1;;
709;Schiermonnikoog;Eenoudergezin;;;;
710;Smallingerland;Totaal particulier huishouden;22.1;21.4;10.0;8.0
711;Smallingerland;Eenpersoonshuishoudens;6.6;6.4;15.0;15.0
712;Smallingerland;Paar zonder kinderen;7.0;6.9;4.0;4.0
713;Smallingerland;Paar met kinderen;6.6;6.4;7.0;3.0
714;Smallingerland;Eenoudergezin;1.4;1.3;27.0;25.0
715;Sneek;Totaal particulier huishouden;13.9;13.3;10.0;9.0
716;Sneek;Eenpersoonshuishoudens;4.6;4.4;15.0;14.0
717;Sneek;Paar zonder kinderen;4.2;4.1;4.0;4.0
718;Sneek;Paar met kinderen;3.9;3.7;7.0;4.0
719;Sneek;Eenoudergezin;0.9;0.8;32.0;33.0
720;Terschelling;Totaal particulier huishouden;1.9;1.8;4.0;5.0
721;Terschelling;Eenpersoonshuishoudens;0.6;0.6;;
722;Terschelling;Paar zonder kinderen;0.6;0.6;;
723;Terschelling;Paar met kinderen;0.5;0.5;;
724;Terschelling;Eenoudergezin;0.1;0.1;0.0;
725;Vlieland;Totaal particulier huishouden;0.5;0.5;;18.0
726;Vlieland;Eenpersoonshuishoudens;0.2;0.2;;
727;Vlieland;Paar zonder kinderen;0.2;0.2;;
728;Vlieland;Paar met kinderen;0.1;0.1;;
729;Vlieland;Eenoudergezin;;;0.0;0.0
730;Weststellingwerf;Totaal particulier huishouden;10.5;10.2;8.0;7.0
731;Weststellingwerf;Eenpersoonshuishoudens;2.9;2.9;12.0;12.0
732;Weststellingwerf;Paar zonder kinderen;3.5;3.4;4.0;4.0
733;Weststellingwerf;Paar met kinderen;3.3;3.2;8.0;4.0
734;Weststellingwerf;Eenoudergezin;0.5;0.5;25.0;25.0
735;Nijefurd;Totaal particulier huishouden;4.5;4.3;9.0;8.0
736;Nijefurd;Eenpersoonshuishoudens;1.4;1.3;14.0;12.0
737;Nijefurd;Paar zonder kinderen;1.4;1.4;;6.0
738;Nijefurd;Paar met kinderen;1.4;1.3;9.0;
739;Nijefurd;Eenoudergezin;0.2;0.2;;
740;Assen;Totaal particulier huishouden;25.0;24.2;10.0;8.0
741;Assen;Eenpersoonshuishoudens;8.0;7.7;15.0;14.0
742;Assen;Paar zonder kinderen;7.6;7.4;3.0;3.0
743;Assen;Paar met kinderen;7.3;7.1;6.0;3.0
744;Assen;Eenoudergezin;1.5;1.4;25.0;23.0
745;Coevorden;Totaal particulier huishouden;14.5;14.1;8.0;8.0
746;Coevorden;Eenpersoonshuishoudens;3.7;3.5;11.0;11.0
747;Coevorden;Paar zonder kinderen;5.0;4.9;4.0;4.0
748;Coevorden;Paar met kinderen;4.8;4.6;8.0;6.0
749;Coevorden;Eenoudergezin;0.6;0.6;27.0;26.0
750;Emmen;Totaal particulier huishouden;44.5;42.7;9.0;8.0
751;Emmen;Eenpersoonshuishoudens;11.8;11.3;14.0;13.0
752;Emmen;Paar zonder kinderen;14.9;14.5;4.0;5.0
753;Emmen;Paar met kinderen;14.1;13.5;7.0;4.0
754;Emmen;Eenoudergezin;2.3;2.1;28.0;28.0
755;Hoogeveen;Totaal particulier huishouden;21.2;20.6;8.0;7.0
