ID;RegioS;SamenstellingVanHetHuishouden;AantalHuishoudens_1;AantalHHBehorendeTotDoelpopulatie_2;AantalHuishoudensMetEenLaagInkomen_3;AantalHHOnderOfRondHetSocMin_4
1166;Voorst;Eenpersoonshuishoudens;1.9;1.8;5.0;6.0
1167;Voorst;Paar zonder kinderen;2.8;2.8;;3.0
1168;Voorst;Paar met kinderen;3.3;3.1;4.0;3.0
1169;Voorst;Eenoudergezin;0.3;0.3;;
1170;Vorden;Totaal particulier huishouden;3.3;3.3;6.0;6.0
1171;Vorden;Eenpersoonshuishoudens;0.8;0.8;9.0;9.0
1172;Vorden;Paar zonder kinderen;1.2;1.2;;
1173;Vorden;Paar met kinderen;1.1;1.0;;
1174;Vorden;Eenoudergezin;0.2;0.1;;
1175;Wageningen;Totaal particulier huishouden;13.3;12.6;9.0;8.0
1176;Wageningen;Eenpersoonshuishoudens;5.4;4.9;14.0;13.0
1177;Wageningen;Paar zonder kinderen;3.7;3.6;4.0;4.0
1178;Wageningen;Paar met kinderen;3.1;3.0;5.0;3.0
1179;Wageningen;Eenoudergezin;0.8;0.7;20.0;21.0
1180;Warnsveld;Totaal particulier huishouden;3.4;3.3;4.0;4.0
1181;Warnsveld;Eenpersoonshuishoudens;0.7;0.7;;
1182;Warnsveld;Paar zonder kinderen;1.1;1.1;;
1183;Warnsveld;Paar met kinderen;1.3;1.3;;
1184;Warnsveld;Eenoudergezin;0.2;0.2;;
1185;Wehl;Totaal particulier huishouden;2.3;2.3;6.0;4.0
1186;Wehl;Eenpersoonshuishoudens;0.4;0.4;;
1187;Wehl;Paar zonder kinderen;0.7;0.7;;
1188;Wehl;Paar met kinderen;1.0;1.0;;
1189;Wehl;Eenoudergezin;0.1;0.1;;
1190;Westervoort;Totaal particulier huishouden;6.1;5.9;7.0;7.0
1191;Westervoort;Eenpersoonshuishoudens;1.4;1.3;13.0;12.0
1192;Westervoort;Paar zonder kinderen;1.7;1.7;;
1193;Westervoort;Paar met kinderen;2.4;2.4;4.0;
1194;Westervoort;Eenoudergezin;0.4;0.4;31.0;31.0
1195;Winterswijk;Totaal particulier huishouden;11.5;11.1;8.0;8.0
1196;Winterswijk;Eenpersoonshuishoudens;3.1;3.1;13.0;12.0
1197;Winterswijk;Paar zonder kinderen;3.9;3.7;5.0;5.0
1198;Winterswijk;Paar met kinderen;3.7;3.5;5.0;3.0
1199;Winterswijk;Eenoudergezin;0.5;0.5;22.0;24.0
1200;Wisch;Totaal particulier huishouden;7.7;7.5;7.0;6.0
1201;Wisch;Eenpersoonshuishoudens;2.0;1.9;11.0;10.0
1202;Wisch;Paar zonder kinderen;2.6;2.5;4.0;4.0
1203;Wisch;Paar met kinderen;2.6;2.5;6.0;3.0
1204;Wisch;Eenoudergezin;0.3;0.3;;
1205;Wijchen;Totaal particulier huishouden;14.9;14.5;6.0;5.0
1206;Wijchen;Eenpersoonshuishoudens;3.4;3.3;11.0;10.0
1207;Wijchen;Paar zonder kinderen;4.5;4.4;4.0;4.0
1208;Wijchen;Paar met kinderen;5.8;5.6;3.0;2.0
1209;Wijchen;Eenoudergezin;0.8;0.8;19.0;19.0
1210;Zaltbommel;Totaal particulier huishouden;9.3;9.1;6.0;5.0
1211;Zaltbommel;Eenpersoonshuishoudens;2.0;2.0;7.0;9.0
1212;Zaltbommel;Paar zonder kinderen;2.8;2.8;3.0;3.0
1213;Zaltbommel;Paar met kinderen;3.7;3.6;6.0;4.0
1214;Zaltbommel;Eenoudergezin;0.5;0.4;17.0;17.0
1215;Zelhem;Totaal particulier huishouden;4.3;4.1;6.0;6.0
1216;Zelhem;Eenpersoonshuishoudens;0.9;0.8;11.0;12.0
1217;Zelhem;Paar zonder kinderen;1.5;1.4;;
1218;Zelhem;Paar met kinderen;1.6;1.5;5.0;
1219;Zelhem;Eenoudergezin;0.2;0.1;;
1220;Zevenaar;Totaal particulier huishouden;10.9;10.5;7.0;7.0
1221;Zevenaar;Eenpersoonshuishoudens;3.0;2.9;12.0;12.0
1222;Zevenaar;Paar zonder kinderen;3.6;3.5;3.0;3.0
1223;Zevenaar;Paar met kinderen;3.4;3.3;4.0;2.0
1224;Zevenaar;Eenoudergezin;0.7;0.6;28.0;26.0
1225;Zutphen;Totaal particulier huishouden;15.8;15.2;10.0;9.0
1226;Zutphen;Eenpersoonshuishoudens;5.6;5.4;13.0;13.0
1227;Zutphen;Paar zonder kinderen;4.5;4.3;3.0;4.0
1228;Zutphen;Paar met kinderen;4.2;4.1;8.0;4.0
1229;Zutphen;Eenoudergezin;1.1;1.0;29.0;29.0
1230;Nunspeet;Totaal particulier huishouden;9.3;9.1;6.0;4.0
1231;Nunspeet;Eenpersoonshuishoudens;2.2;2.1;11.0;7.0
1232;Nunspeet;Paar zonder kinderen;2.8;2.7;;
1233;Nunspeet;Paar met kinderen;3.6;3.6;4.0;2.0
1234;Nunspeet;Eenoudergezin;0.4;0.4;;
1235;Dronten;Totaal particulier huishouden;13.6;13.2;8.0;7.0
1236;Dronten;Eenpersoonshuishoudens;3.1;2.9;11.0;11.0
1237;Dronten;Paar zonder kinderen;4.5;4.4;4.0;4.0
1238;Dronten;Paar met kinderen;5.0;4.8;6.0;5.0
1239;Dronten;Eenoudergezin;0.7;0.7;30.0;28.0
1240;Neerijnen;Totaal particulier huishouden;4.2;4.1;6.0;5.0
1241;Neerijnen;Eenpersoonshuishoudens;0.9;0.9;11.0;10.0
1242;Neerijnen;Paar zonder kinderen;1.3;1.3;;
1243;Neerijnen;Paar met kinderen;1.7;1.6;5.0;
1244;Neerijnen;Eenoudergezin;0.2;0.2;;
1245;Abcoude;Totaal particulier huishouden;3.4;3.3;4.0;4.0
1246;Abcoude;Eenpersoonshuishoudens;0.9;0.9;;
1247;Abcoude;Paar zonder kinderen;1.0;1.0;;
1248;Abcoude;Paar met kinderen;1.2;1.2;6.0;
1249;Abcoude;Eenoudergezin;0.2;0.2;;
1250;Amerongen;Totaal particulier huishouden;2.8;2.7;7.0;6.0
1251;Amerongen;Eenpersoonshuishoudens;0.7;0.7;11.0;
1252;Amerongen;Paar zonder kinderen;0.9;0.9;;
1253;Amerongen;Paar met kinderen;0.9;0.9;8.0;
1254;Amerongen;Eenoudergezin;0.1;0.1;;
1255;Amersfoort;Totaal particulier huishouden;54.3;52.4;7.0;7.0
1256;Amersfoort;Eenpersoonshuishoudens;18.2;17.3;11.0;11.0
1257;Amersfoort;Paar zonder kinderen;15.1;14.8;3.0;3.0
1258;Amersfoort;Paar met kinderen;16.3;16.0;5.0;3.0
1259;Amersfoort;Eenoudergezin;3.2;3.0;24.0;23.0
1260;Baarn;Totaal particulier huishouden;10.3;10.1;9.0;7.0
1261;Baarn;Eenpersoonshuishoudens;3.6;3.5;16.0;13.0
1262;Baarn;Paar zonder kinderen;3.2;3.1;3.0;3.0
1263;Baarn;Paar met kinderen;2.8;2.7;4.0;3.0
1264;Baarn;Eenoudergezin;0.5;0.5;20.0;17.0
1265;De Bilt;Totaal particulier huishouden;17.9;17.4;6.0;5.0
1266;De Bilt;Eenpersoonshuishoudens;6.0;5.7;8.0;8.0
1267;De Bilt;Paar zonder kinderen;5.6;5.5;3.0;3.0
1268;De Bilt;Paar met kinderen;5.0;4.9;5.0;3.0
1269;De Bilt;Eenoudergezin;0.9;0.9;18.0;18.0
1270;Breukelen;Totaal particulier huishouden;5.7;5.5;5.0;4.0
1271;Breukelen;Eenpersoonshuishoudens;1.6;1.5;8.0;8.0
1272;Breukelen;Paar zonder kinderen;1.8;1.7;;
1273;Breukelen;Paar met kinderen;1.9;1.9;;
1274;Breukelen;Eenoudergezin;0.3;0.3;;
1275;Bunnik;Totaal particulier huishouden;5.4;5.3;5.0;5.0
1276;Bunnik;Eenpersoonshuishoudens;1.3;1.2;10.0;10.0
1277;Bunnik;Paar zonder kinderen;1.9;1.9;;
1278;Bunnik;Paar met kinderen;1.9;1.9;4.0;
1279;Bunnik;Eenoudergezin;0.2;0.2;;
1280;Bunschoten;Totaal particulier huishouden;6.5;6.4;6.0;5.0
1281;Bunschoten;Eenpersoonshuishoudens;1.3;1.2;11.0;11.0
1282;Bunschoten;Paar zonder kinderen;1.7;1.6;;
1283;Bunschoten;Paar met kinderen;3.2;3.1;5.0;3.0
1284;Bunschoten;Eenoudergezin;0.2;0.2;;
1285;Doorn;Totaal particulier huishouden;4.3;4.1;4.0;4.0
1286;Doorn;Eenpersoonshuishoudens;1.5;1.5;7.0;7.0
1287;Doorn;Paar zonder kinderen;1.3;1.3;;
1288;Doorn;Paar met kinderen;1.1;1.1;;
1289;Doorn;Eenoudergezin;0.1;0.1;;
1290;Driebergen-Rijsenburg;Totaal particulier huishouden;7.5;7.3;6.0;6.0
1291;Driebergen-Rijsenburg;Eenpersoonshuishoudens;2.4;2.3;11.0;11.0
1292;Driebergen-Rijsenburg;Paar zonder kinderen;2.3;2.2;;
1293;Driebergen-Rijsenburg;Paar met kinderen;2.3;2.2;4.0;
1294;Driebergen-Rijsenburg;Eenoudergezin;0.3;0.3;;
1295;Eemnes;Totaal particulier huishouden;3.3;3.2;7.0;6.0
1296;Eemnes;Eenpersoonshuishoudens;0.8;0.8;15.0;12.0
1297;Eemnes;Paar zonder kinderen;0.9;0.9;;
1298;Eemnes;Paar met kinderen;1.3;1.3;;
1299;Eemnes;Eenoudergezin;0.2;0.1;;
1300;Houten;Totaal particulier huishouden;13.8;13.5;5.0;4.0
1301;Houten;Eenpersoonshuishoudens;3.1;3.0;9.0;9.0
1302;Houten;Paar zonder kinderen;3.7;3.6;;2.0
1303;Houten;Paar met kinderen;5.9;5.8;3.0;2.0
1304;Houten;Eenoudergezin;0.8;0.7;16.0;18.0
1305;Leersum;Totaal particulier huishouden;3.0;2.9;6.0;8.0
1306;Leersum;Eenpersoonshuishoudens;0.9;0.8;10.0;13.0
1307;Leersum;Paar zonder kinderen;1.0;1.0;;
1308;Leersum;Paar met kinderen;0.9;0.9;;
1309;Leersum;Eenoudergezin;0.1;0.1;;
1310;Leusden;Totaal particulier huishouden;11.4;11.1;5.0;4.0
1311;Leusden;Eenpersoonshuishoudens;3.0;2.8;7.0;7.0
1312;Leusden;Paar zonder kinderen;3.5;3.4;;
1313;Leusden;Paar met kinderen;4.1;4.0;4.0;3.0
1314;Leusden;Eenoudergezin;0.7;0.6;20.0;19.0
1315;Loenen;Totaal particulier huishouden;3.3;3.2;6.0;6.0
1316;Loenen;Eenpersoonshuishoudens;0.9;0.8;13.0;12.0
1317;Loenen;Paar zonder kinderen;1.1;1.1;;
1318;Loenen;Paar met kinderen;1.1;1.1;;
1319;Loenen;Eenoudergezin;0.2;0.2;;
1320;Lopik;Totaal particulier huishouden;4.8;4.7;4.0;4.0
1321;Lopik;Eenpersoonshuishoudens;0.9;0.9;;
1322;Lopik;Paar zonder kinderen;1.4;1.4;;
1323;Lopik;Paar met kinderen;2.1;2.0;4.0;
1324;Lopik;Eenoudergezin;0.2;0.2;;
1325;Maarn;Totaal particulier huishouden;2.4;2.3;4.0;4.0
1326;Maarn;Eenpersoonshuishoudens;0.6;0.6;;
1327;Maarn;Paar zonder kinderen;0.9;0.9;;
1328;Maarn;Paar met kinderen;0.7;0.7;;
1329;Maarn;Eenoudergezin;0.1;0.1;;
1330;Maarssen;Totaal particulier huishouden;15.8;15.5;5.0;5.0
1331;Maarssen;Eenpersoonshuishoudens;4.1;3.9;8.0;10.0
1332;Maarssen;Paar zonder kinderen;4.5;4.4;3.0;3.0
1333;Maarssen;Paar met kinderen;5.7;5.6;3.0;2.0
1334;Maarssen;Eenoudergezin;1.1;1.1;15.0;13.0
1335;Montfoort;Totaal particulier huishouden;4.9;4.8;4.0;4.0
1336;Montfoort;Eenpersoonshuishoudens;1.0;1.0;;
1337;Montfoort;Paar zonder kinderen;1.5;1.5;;
1338;Montfoort;Paar met kinderen;2.0;2.0;4.0;
1339;Montfoort;Eenoudergezin;0.2;0.2;;
1340;Renswoude;Totaal particulier huishouden;1.4;1.3;;
1341;Renswoude;Eenpersoonshuishoudens;0.2;0.2;0.0;0.0
1342;Renswoude;Paar zonder kinderen;0.4;0.4;;
1343;Renswoude;Paar met kinderen;0.6;0.6;;
1344;Renswoude;Eenoudergezin;;;0.0;
1345;Rhenen;Totaal particulier huishouden;6.8;6.7;6.0;6.0
1346;Rhenen;Eenpersoonshuishoudens;1.7;1.7;7.0;7.0
1347;Rhenen;Paar zonder kinderen;2.3;2.2;4.0;4.0
1348;Rhenen;Paar met kinderen;2.2;2.2;7.0;4.0
1349;Rhenen;Eenoudergezin;0.3;0.3;;
1350;Soest;Totaal particulier huishouden;18.8;18.2;6.0;5.0
1351;Soest;Eenpersoonshuishoudens;5.9;5.7;9.0;8.0
1352;Soest;Paar zonder kinderen;5.8;5.7;2.0;3.0
1353;Soest;Paar met kinderen;5.6;5.5;4.0;3.0
1354;Soest;Eenoudergezin;1.0;0.9;13.0;12.0
1355;Utrecht;Totaal particulier huishouden;116.2;110.0;11.0;10.0
1356;Utrecht;Eenpersoonshuishoudens;50.6;47.1;14.0;13.0
1357;Utrecht;Paar zonder kinderen;30.4;29.2;4.0;5.0
1358;Utrecht;Paar met kinderen;23.7;22.9;10.0;6.0
1359;Utrecht;Eenoudergezin;7.0;6.7;28.0;29.0
1360;Veenendaal;Totaal particulier huishouden;22.9;22.3;6.0;6.0
1361;Veenendaal;Eenpersoonshuishoudens;5.8;5.6;10.0;9.0
1362;Veenendaal;Paar zonder kinderen;6.8;6.7;3.0;3.0
1363;Veenendaal;Paar met kinderen;8.6;8.4;5.0;3.0
1364;Veenendaal;Eenoudergezin;1.1;1.0;25.0;24.0
1365;Woudenberg;Totaal particulier huishouden;4.0;3.9;4.0;3.0
1366;Woudenberg;Eenpersoonshuishoudens;0.9;0.9;;
1367;Woudenberg;Paar zonder kinderen;1.2;1.2;;
1368;Woudenberg;Paar met kinderen;1.6;1.6;;
1369;Woudenberg;Eenoudergezin;0.2;0.2;;
1370;Wijk bij Duurstede;Totaal particulier huishouden;8.7;8.5;5.0;5.0
1371;Wijk bij Duurstede;Eenpersoonshuishoudens;2.0;2.0;9.0;9.0
1372;Wijk bij Duurstede;Paar zonder kinderen;2.5;2.4;3.0;3.0
1373;Wijk bij Duurstede;Paar met kinderen;3.6;3.5;3.0;
1374;Wijk bij Duurstede;Eenoudergezin;0.4;0.4;;
1375;IJsselstein;Totaal particulier huishouden;12.7;12.4;5.0;4.0
1376;IJsselstein;Eenpersoonshuishoudens;3.1;3.0;8.0;8.0
1377;IJsselstein;Paar zonder kinderen;4.0;4.0;2.0;2.0
1378;IJsselstein;Paar met kinderen;4.5;4.4;3.0;2.0
1379;IJsselstein;Eenoudergezin;0.7;0.7;21.0;20.0
1380;Zeist;Totaal particulier huishouden;25.5;24.6;8.0;7.0
1381;Zeist;Eenpersoonshuishoudens;9.5;9.1;12.0;11.0
1382;Zeist;Paar zonder kinderen;7.6;7.4;3.0;3.0
1383;Zeist;Paar met kinderen;6.4;6.2;7.0;5.0
1384;Zeist;Eenoudergezin;1.4;1.3;17.0;17.0
1385;Nieuwegein;Totaal particulier huishouden;25.8;24.9;6.0;6.0
1386;Nieuwegein;Eenpersoonshuishoudens;7.5;7.2;9.0;10.0
1387;Nieuwegein;Paar zonder kinderen;7.4;7.3;2.0;2.0
1388;Nieuwegein;Paar met kinderen;8.3;8.2;3.0;2.0
1389;Nieuwegein;Eenoudergezin;1.8;1.6;20.0;20.0
1390;Aalsmeer;Totaal particulier huishouden;9.2;8.9;5.0;5.0
1391;Aalsmeer;Eenpersoonshuishoudens;2.4;2.3;8.0;9.0
1392;Aalsmeer;Paar zonder kinderen;2.9;2.9;;
1393;Aalsmeer;Paar met kinderen;3.1;3.0;4.0;3.0
1394;Aalsmeer;Eenoudergezin;0.4;0.4;18.0;18.0
1395;Alkmaar;Totaal particulier huishouden;40.5;38.9;9.0;8.0
1396;Alkmaar;Eenpersoonshuishoudens;14.5;13.8;13.0;13.0
1397;Alkmaar;Paar zonder kinderen;11.0;10.7;3.0;3.0
1398;Alkmaar;Paar met kinderen;11.1;10.8;5.0;3.0
1399;Alkmaar;Eenoudergezin;2.9;2.7;27.0;27.0
1400;Amstelveen;Totaal particulier huishouden;34.9;33.3;6.0;5.0
1401;Amstelveen;Eenpersoonshuishoudens;14.0;13.2;9.0;8.0
1402;Amstelveen;Paar zonder kinderen;9.4;9.2;2.0;2.0
1403;Amstelveen;Paar met kinderen;8.5;8.3;3.0;3.0
1404;Amstelveen;Eenoudergezin;2.1;1.9;13.0;13.0
1405;Amsterdam;Totaal particulier huishouden;373.9;349.6;17.0;16.0
1406;Amsterdam;Eenpersoonshuishoudens;194.1;179.6;19.0;19.0
1407;Amsterdam;Paar zonder kinderen;75.3;71.5;6.0;7.0
1408;Amsterdam;Paar met kinderen;53.6;51.1;15.0;10.0
1409;Amsterdam;Eenoudergezin;36.1;33.8;30.0;29.0
1410;Andijk;Totaal particulier huishouden;2.5;2.5;5.0;6.0
1411;Andijk;Eenpersoonshuishoudens;0.7;0.7;11.0;12.0
1412;Andijk;Paar zonder kinderen;0.8;0.8;;
1413;Andijk;Paar met kinderen;0.9;0.9;;
1414;Andijk;Eenoudergezin;0.1;0.1;;
1415;Graft-De Rijp;Totaal particulier huishouden;2.5;2.4;5.0;5.0
1416;Graft-De Rijp;Eenpersoonshuishoudens;0.6;0.5;;
1417;Graft-De Rijp;Paar zonder kinderen;0.8;0.8;;
1418;Graft-De Rijp;Paar met kinderen;0.9;0.9;;
1419;Graft-De Rijp;Eenoudergezin;0.1;0.1;;
1420;Anna Paulowna;Totaal particulier huishouden;5.4;5.2;5.0;5.0
1421;Anna Paulowna;Eenpersoonshuishoudens;1.2;1.2;9.0;9.0
1422;Anna Paulowna;Paar zonder kinderen;1.8;1.7;;4.0
1423;Anna Paulowna;Paar met kinderen;2.1;2.0;4.0;
1424;Anna Paulowna;Eenoudergezin;0.2;0.2;;
1425;Beemster;Totaal particulier huishouden;3.3;3.3;5.0;5.0
1426;Beemster;Eenpersoonshuishoudens;0.8;0.8;;9.0
1427;Beemster;Paar zonder kinderen;1.1;1.0;;
1428;Beemster;Paar met kinderen;1.2;1.2;;
1429;Beemster;Eenoudergezin;0.2;0.1;;
1430;Bennebroek;Totaal particulier huishouden;2.2;2.1;4.0;5.0
1431;Bennebroek;Eenpersoonshuishoudens;0.6;0.6;;
1432;Bennebroek;Paar zonder kinderen;0.8;0.8;;
1433;Bennebroek;Paar met kinderen;0.6;0.6;;
1434;Bennebroek;Eenoudergezin;0.1;0.1;;
1435;Bergen;Totaal particulier huishouden;13.3;12.8;7.0;6.0
1436;Bergen;Eenpersoonshuishoudens;4.3;4.1;12.0;12.0
1437;Bergen;Paar zonder kinderen;4.1;4.0;3.0;4.0
1438;Bergen;Paar met kinderen;3.8;3.7;3.0;
1439;Bergen;Eenoudergezin;0.8;0.7;19.0;18.0
1440;Beverwijk;Totaal particulier huishouden;16.0;15.6;7.0;7.0
1441;Beverwijk;Eenpersoonshuishoudens;5.6;5.4;10.0;10.0
1442;Beverwijk;Paar zonder kinderen;4.8;4.7;3.0;3.0
1443;Beverwijk;Paar met kinderen;4.2;4.2;4.0;3.0
1444;Beverwijk;Eenoudergezin;1.0;1.0;29.0;28.0
1445;Blaricum;Totaal particulier huishouden;3.8;3.7;5.0;4.0
1446;Blaricum;Eenpersoonshuishoudens;1.0;1.0;;
1447;Blaricum;Paar zonder kinderen;1.3;1.2;;
1448;Blaricum;Paar met kinderen;1.2;1.2;6.0;
1449;Blaricum;Eenoudergezin;0.2;0.2;;
1450;Bloemendaal;Totaal particulier huishouden;6.8;6.6;5.0;5.0
1451;Bloemendaal;Eenpersoonshuishoudens;2.1;2.0;9.0;10.0
1452;Bloemendaal;Paar zonder kinderen;2.2;2.1;;
1453;Bloemendaal;Paar met kinderen;2.1;2.1;4.0;
1454;Bloemendaal;Eenoudergezin;0.3;0.3;;
1455;Bussum;Totaal particulier huishouden;14.0;13.5;7.0;6.0
1456;Bussum;Eenpersoonshuishoudens;5.5;5.3;10.0;10.0
1457;Bussum;Paar zonder kinderen;3.8;3.7;;
1458;Bussum;Paar met kinderen;3.5;3.4;5.0;3.0
1459;Bussum;Eenoudergezin;0.8;0.7;16.0;16.0
1460;Castricum;Totaal particulier huishouden;14.0;13.7;4.0;4.0
1461;Castricum;Eenpersoonshuishoudens;3.7;3.6;8.0;8.0
1462;Castricum;Paar zonder kinderen;4.6;4.5;;
1463;Castricum;Paar met kinderen;4.7;4.6;2.0;2.0
1464;Castricum;Eenoudergezin;0.7;0.7;15.0;15.0
1465;Diemen;Totaal particulier huishouden;10.4;9.9;8.0;8.0
1466;Diemen;Eenpersoonshuishoudens;3.7;3.5;12.0;11.0
1467;Diemen;Paar zonder kinderen;2.8;2.7;;3.0
1468;Diemen;Paar met kinderen;2.7;2.6;5.0;3.0
1469;Diemen;Eenoudergezin;0.9;0.8;19.0;18.0
1470;Edam-Volendam;Totaal particulier huishouden;10.5;10.4;5.0;5.0
1471;Edam-Volendam;Eenpersoonshuishoudens;2.5;2.5;10.0;12.0
1472;Edam-Volendam;Paar zonder kinderen;2.8;2.8;;
1473;Edam-Volendam;Paar met kinderen;4.5;4.5;3.0;2.0
1474;Edam-Volendam;Eenoudergezin;0.4;0.4;;
1475;Enkhuizen;Totaal particulier huishouden;7.2;7.0;8.0;8.0
1476;Enkhuizen;Eenpersoonshuishoudens;2.3;2.2;13.0;12.0
1477;Enkhuizen;Paar zonder kinderen;2.2;2.1;;4.0
1478;Enkhuizen;Paar met kinderen;2.2;2.1;5.0;3.0
1479;Enkhuizen;Eenoudergezin;0.4;0.4;23.0;25.0
1480;Haarlem;Totaal particulier huishouden;67.8;64.8;9.0;9.0
1481;Haarlem;Eenpersoonshuishoudens;27.7;26.1;13.0;13.0
1482;Haarlem;Paar zonder kinderen;18.3;17.7;3.0;4.0
1483;Haarlem;Paar met kinderen;15.6;15.1;6.0;4.0
1484;Haarlem;Eenoudergezin;4.3;4.0;22.0;21.0
1485;Haarlemmerliede c.a.;Totaal particulier huishouden;2.2;2.1;3.0;4.0
1486;Haarlemmerliede c.a.;Eenpersoonshuishoudens;0.6;0.6;;
1487;Haarlemmerliede c.a.;Paar zonder kinderen;0.7;0.7;;
1488;Haarlemmerliede c.a.;Paar met kinderen;0.8;0.8;;
1489;Haarlemmerliede c.a.;Eenoudergezin;0.1;0.1;;
1490;Haarlemmermeer;Totaal particulier huishouden;46.7;45.5;6.0;5.0
1491;Haarlemmermeer;Eenpersoonshuishoudens;12.0;11.5;10.0;9.0
1492;Haarlemmermeer;Paar zonder kinderen;14.1;13.8;2.0;3.0
1493;Haarlemmermeer;Paar met kinderen;16.8;16.5;3.0;2.0
1494;Haarlemmermeer;Eenoudergezin;2.6;2.5;18.0;17.0
1495;Harenkarspel;Totaal particulier huishouden;5.8;5.6;6.0;5.0
1496;Harenkarspel;Eenpersoonshuishoudens;1.4;1.4;11.0;12.0
1497;Harenkarspel;Paar zonder kinderen;1.6;1.6;;
1498;Harenkarspel;Paar met kinderen;2.3;2.2;5.0;3.0
1499;Harenkarspel;Eenoudergezin;0.3;0.3;;
1500;Heemskerk;Totaal particulier huishouden;14.7;14.4;7.0;6.0
1501;Heemskerk;Eenpersoonshuishoudens;4.1;4.0;12.0;12.0
1502;Heemskerk;Paar zonder kinderen;4.6;4.5;2.0;2.0
1503;Heemskerk;Paar met kinderen;4.7;4.7;3.0;2.0
1504;Heemskerk;Eenoudergezin;0.9;0.8;27.0;23.0
1505;Heemstede;Totaal particulier huishouden;10.8;10.5;4.0;4.0
1506;Heemstede;Eenpersoonshuishoudens;3.6;3.4;7.0;7.0
1507;Heemstede;Paar zonder kinderen;3.3;3.2;;2.0
1508;Heemstede;Paar met kinderen;3.1;3.0;3.0;
1509;Heemstede;Eenoudergezin;0.6;0.5;;
1510;Heerhugowaard;Totaal particulier huishouden;17.9;17.4;8.0;7.0
1511;Heerhugowaard;Eenpersoonshuishoudens;4.3;4.1;15.0;13.0
1512;Heerhugowaard;Paar zonder kinderen;5.5;5.3;3.0;3.0
1513;Heerhugowaard;Paar met kinderen;6.7;6.5;4.0;3.0
1514;Heerhugowaard;Eenoudergezin;1.1;1.0;28.0;26.0
1515;Heiloo;Totaal particulier huishouden;9.0;8.8;4.0;4.0
1516;Heiloo;Eenpersoonshuishoudens;2.5;2.4;6.0;6.0
1517;Heiloo;Paar zonder kinderen;3.1;3.1;3.0;3.0
1518;Heiloo;Paar met kinderen;2.9;2.8;3.0;
1519;Heiloo;Eenoudergezin;0.4;0.4;;
1520;Den Helder;Totaal particulier huishouden;26.1;25.2;9.0;8.0
1521;Den Helder;Eenpersoonshuishoudens;8.8;8.3;14.0;13.0
1522;Den Helder;Paar zonder kinderen;8.0;7.8;2.0;2.0
1523;Den Helder;Paar met kinderen;7.0;6.8;5.0;2.0
1524;Den Helder;Eenoudergezin;1.8;1.7;30.0;30.0
1525;Hilversum;Totaal particulier huishouden;37.7;36.3;7.0;7.0
1526;Hilversum;Eenpersoonshuishoudens;14.4;13.7;11.0;11.0
1527;Hilversum;Paar zonder kinderen;11.0;10.7;2.0;3.0
1528;Hilversum;Paar met kinderen;9.1;8.8;5.0;3.0
1529;Hilversum;Eenoudergezin;2.2;2.1;18.0;17.0
1530;Hoorn;Totaal particulier huishouden;27.7;26.7;9.0;8.0
1531;Hoorn;Eenpersoonshuishoudens;8.5;8.2;15.0;15.0
1532;Hoorn;Paar zonder kinderen;7.9;7.7;3.0;3.0
1533;Hoorn;Paar met kinderen;8.6;8.4;5.0;3.0
1534;Hoorn;Eenoudergezin;1.9;1.8;23.0;24.0
1535;Huizen;Totaal particulier huishouden;16.8;16.2;7.0;7.0
1536;Huizen;Eenpersoonshuishoudens;4.8;4.6;10.0;10.0
1537;Huizen;Paar zonder kinderen;4.7;4.6;3.0;3.0
1538;Huizen;Paar met kinderen;5.8;5.6;5.0;4.0
1539;Huizen;Eenoudergezin;1.2;1.1;22.0;23.0
1540;Niedorp;Totaal particulier huishouden;4.3;4.2;6.0;6.0
1541;Niedorp;Eenpersoonshuishoudens;0.9;0.8;;10.0
1542;Niedorp;Paar zonder kinderen;1.5;1.4;;
1543;Niedorp;Paar met kinderen;1.7;1.7;5.0;
1544;Niedorp;Eenoudergezin;0.2;0.2;;
1545;Landsmeer;Totaal particulier huishouden;4.1;4.0;6.0;6.0
1546;Landsmeer;Eenpersoonshuishoudens;1.0;1.0;10.0;11.0
1547;Landsmeer;Paar zonder kinderen;1.3;1.3;;
1548;Landsmeer;Paar met kinderen;1.4;1.4;;
1549;Landsmeer;Eenoudergezin;0.3;0.3;;
1550;Langedijk;Totaal particulier huishouden;9.2;9.0;6.0;5.0
1551;Langedijk;Eenpersoonshuishoudens;1.9;1.9;10.0;9.0
1552;Langedijk;Paar zonder kinderen;2.8;2.8;3.0;3.0
1553;Langedijk;Paar met kinderen;3.7;3.6;3.0;2.0
1554;Langedijk;Eenoudergezin;0.5;0.5;26.0;23.0
1555;Laren;Totaal particulier huishouden;4.6;4.4;7.0;7.0
1556;Laren;Eenpersoonshuishoudens;1.5;1.4;12.0;12.0
1557;Laren;Paar zonder kinderen;1.6;1.6;;
1558;Laren;Paar met kinderen;1.2;1.2;;
1559;Laren;Eenoudergezin;0.2;0.2;;
1560;Medemblik;Totaal particulier huishouden;3.2;3.1;7.0;7.0
1561;Medemblik;Eenpersoonshuishoudens;0.9;0.9;13.0;14.0
1562;Medemblik;Paar zonder kinderen;1.0;1.0;;
1563;Medemblik;Paar met kinderen;1.0;1.0;;
1564;Medemblik;Eenoudergezin;0.2;0.2;;
1565;Muiden;Totaal particulier huishouden;2.8;2.7;7.0;7.0
1566;Muiden;Eenpersoonshuishoudens;0.8;0.7;;
