ID;RegioS;Perioden;TotaleKosten_1;TotaalInzameling_2;ReinigenVanStratenMarktenED_3;OphalenVanAfval_4;DienstEigenGemeente_5;Derden_6;TotaalVerwerking_7;Storten_8;Verbranden_9;Composteren_10;ScheidenAchteraf_11;OverigeVerwerkingsmethoden_12;TotaalGescheidenInzameling_13;KleinChemischAfvalKCA_14;Glas_15;OudPapierEnKarton_16;KoelEnVriesapparatuur_17;OverigeKosten_18;TotaleKosten_19;TotaalInzameling_20;ReinigenVanStratenMarktenED_21;OphalenVanAfval_22;Verwerking_23;GescheidenInzameling_24;OverigeKosten_25;TotaleInkomsten_26;Afvalstoffenheffing_27;AannemenVanAfval_28;OverigeInkomsten_29;ReinigenVanMarktenEnDergelijke_30;TotaleInkomsten_31;Afvalstoffenheffing_32;OverigeInkomsten_33;DekkingspercentageMethode1_34;DekkingspercentageMethode2_35;TotaalInvesteringen_36;GrondEnStortTerreinen_37;Bedrijfsruimten_38;VervoersmiddelenExternTransport_39;VervoersmiddelenInternTransport_40;OverigeInvesteringen_41;GemeentenInPopulatie_42;GemeentenInTelling_43;InwonersInPopulatie_44;InwonersInTelling_45
121;Noord-Holland;1995;235;128;48;80;113;15;92;;;;;;11;7;;1;;4;95;51;19;33;37;5;2;180;167;11;1;1;73;68;5;76;97;;;;;;;70;71;2464;87
122;Noord-Holland;1997;250;143;44;99;120;24;87;;;;;;14;6;2.0;5;0.0;6;101;58;18;40;35;6;2;189;181;6;1;1;76;73;3;75;91;;;;;;;70;80;2475;89
123;Noord-Holland;1999;276;156;52;104;117;39;99;1.0;75.0;13.0;9.0;1.0;13;5;2.0;6;0.0;8;110;62;21;42;40;5;3;207;196;9;1;1;83;78;4;75;92;;;;;;;70;46;2503;65
124;Noord-Holland;2001;327;203;66;136;165;37;103;1.0;60.0;11.0;29.0;3.0;13;5;2.0;5;1.0;8;129;80;26;54;41;5;3;238;226;9;2;1;94;89;5;73;90;;;;;;;68;25;2535;47
125;Noord-Holland;2003;288;161;40;120;126;35;108;1.0;78.0;13.0;14.0;3.0;17;5;3.0;9;0.0;2;112;63;16;47;42;7;1;276;250;15;11;0;107;97;10;96;107;;;;;;;65;32;2573;30
126;Noord-Holland;2005;332;215;44;171;109;106;97;0.0;72.0;12.0;10.0;2.0;14;5;2.0;7;0.0;7;128;83;17;66;37;5;3;295;258;20;15;1;113;99;14;89;97;;;;;;;65;34;2599;31
127;Noord-Holland;2007;356;254;60;194;207;47;80;1.0;62.0;10.0;7.0;0.0;13;4;2.0;7;0.0;8;136;97;23;74;31;5;3;318;289;16;12;1;122;111;11;90;103;;;;;;;61;51;2613;68
128;Noord-Holland;2009;369;256;52;203;183;73;91;0.0;68.0;10.0;13.0;0.0;14;5;2.0;6;0.0;8;139;97;20;77;34;5;3;334;308;14;11;1;126;117;10;90;102;;;;;;;60;67;2646;84
129;Noord-Holland;2011;385;273;54;219;173;100;86;0.0;63.0;10.0;14.0;0.0;13;5;2.0;6;0.0;12;143;102;20;81;32;5;5;360;328;18;13;1;134;122;12;94;105;;;;;;;58;57;2691;78
130;Zuid-Holland;1993;288;151;54;97;139;11;111;;;;;;23;13;;7;;4;88;45;15;29;34;7;1;227;187;31;5;3;69;57;12;79;94;;;;;;;95;85;3296;90
131;Zuid-Holland;1995;328;172;54;118;155;17;136;;;;;;17;11;;2;;2;98;51;15;35;41;5;1;273;240;27;4;2;82;72;10;83;99;;;;;;;95;56;3331;77
132;Zuid-Holland;1997;345;176;49;127;149;27;145;;;;;;18;8;2.0;7;1.0;6;103;53;15;38;43;5;2;269;245;20;1;2;80;74;7;78;90;;;;;;;95;73;3345;84
133;Zuid-Holland;1999;350;194;48;147;150;44;132;3.0;91.0;15.0;21.0;1.0;15;6;2.0;7;0.0;9;104;58;14;43;39;4;3;267;248;16;2;1;79;73;6;76;87;;;;;;;95;54;3379;66
134;Zuid-Holland;2001;389;228;56;172;161;67;143;6.0;83.0;18.0;35.0;2.0;11;5;2.0;4;0.0;6;114;67;16;50;42;3;2;293;283;5;4;1;86;83;3;75;86;;;;;;;95;24;3421;44
135;Zuid-Holland;2003;478;323;87;236;264;59;138;1.0;99.0;17.0;16.0;4.0;11;4;2.0;4;0.0;5;139;94;25;69;40;3;2;348;324;12;9;3;101;94;7;73;86;;;;;;;91;35;3440;39
136;Zuid-Holland;2005;445;282;58;224;159;123;138;0.0;97.0;12.0;26.0;3.0;15;5;2.0;7;0.0;10;129;82;17;65;40;4;3;379;350;16;12;1;110;101;8;85;95;;;;;;;86;33;3458;38
137;Zuid-Holland;2007;459;299;60;239;180;119;135;0.0;112.0;11.0;12.0;0.0;15;5;2.0;7;0.0;10;133;87;17;69;39;4;3;413;390;12;9;1;119;113;6;90;101;;;;;;;77;60;3455;74
138;Zuid-Holland;2009;483;313;59;254;179;134;143;0.0;116.0;11.0;16.0;0.0;17;6;2.0;8;0.0;11;139;90;17;73;41;5;3;449;421;15;12;1;129;121;8;93;103;;;;;;;76;71;3482;85
139;Zuid-Holland;2011;470;307;67;240;165;142;135;0.0;109.0;11.0;15.0;0.0;16;6;3.0;8;0.0;12;133;87;19;68;38;5;4;448;416;18;13;1;127;118;9;95;107;;;;;;;72;60;3528;72
140;Zeeland;1993;15;10;3;7;7;3;3;;;;;;3;2;;1;;0;43;28;9;19;7;8;0;12;11;0;0;0;33;31;1;76;94;;;;;;;30;97;361;99
141;Zeeland;1995;24;14;3;11;10;4;8;;;;;;2;1;;0;;0;65;37;8;29;21;6;0;20;19;0;0;0;53;52;1;81;92;;;;;;;27;81;366;81
142;Zeeland;1997;32;15;2;13;15;0;14;;;;;;2;1;0.0;1;0.0;0;87;42;7;35;38;6;0;28;25;3;0;0;76;67;9;87;93;;;;;;;17;76;368;85
143;Zeeland;1999;47;25;3;22;23;2;18;9.0;4.0;4.0;0.0;0.0;2;1;0.0;1;0.0;2;126;68;8;59;47;6;5;34;28;0;5;0;92;76;16;73;66;;;;;;;17;47;371;59
144;Zeeland;2001;38;18;3;15;9;9;18;8.0;5.0;4.0;0.0;1.0;2;0;0.0;2;0.0;1;101;47;8;39;48;5;2;27;26;2;0;0;73;69;5;72;79;;;;;;;17;35;375;37
145;Zeeland;2003;44;17;4;14;12;5;22;1.0;9.0;4.0;6.0;2.0;3;0;0.0;2;0.0;2;117;46;10;36;57;8;6;35;32;1;2;1;94;84;9;80;81;;;;;;;13;46;378;55
146;Zeeland;2005;42;21;4;17;14;7;18;1.0;11.0;3.0;3.0;0.0;3;1;0.0;1;0.0;1;112;55;10;45;47;7;2;42;39;1;1;0;109;102;7;98;104;;;;;;;13;46;380;44
147;Zeeland;2007;46;24;4;20;21;3;18;1.0;12.0;3.0;2.0;0.0;3;1;0.0;1;0.0;1;121;63;11;52;48;7;3;49;46;2;1;0;128;120;8;106;113;;;;;;;13;69;380;79
148;Zeeland;2009;48;28;4;24;20;8;16;0.0;11.0;3.0;2.0;0.0;3;1;0.0;1;0.0;1;126;74;10;64;42;7;3;46;44;1;1;0;121;116;5;96;103;;;;;;;13;77;381;77
149;Zeeland;2011;48;28;3;25;17;11;16;0.0;12.0;3.0;2.0;0.0;3;1;0.0;1;0.0;1;126;73;9;64;42;7;3;51;47;3;2;0;134;122;12;107;110;;;;;;;13;69;382;76
150;Noord-Brabant;1993;108;55;15;40;32;23;38;;;;;;15;9;;5;;1;48;25;7;18;17;7;0;91;84;3;2;1;40;38;3;84;95;;;;;;;130;79;2244;82
151;Noord-Brabant;1995;147;77;18;59;49;28;57;;;;;;11;7;;2;;1;64;34;7;26;25;5;1;128;121;5;1;0;56;53;3;87;99;;;;;;;120;63;2277;78
152;Noord-Brabant;1997;177;78;16;61;53;25;78;;;;;;18;7;2.0;8;0.0;4;77;34;7;26;34;8;2;153;144;7;1;0;66;63;4;87;94;;;;;;;71;52;2304;56
153;Noord-Brabant;1999;206;89;20;69;50;38;96;28.0;36.0;17.0;4.0;10.0;16;8;1.0;7;0.0;5;88;38;9;29;41;7;2;181;169;9;2;0;77;73;5;88;96;;;;;;;70;43;2338;59
154;Noord-Brabant;2001;250;117;23;94;63;54;110;40.0;39.0;21.0;9.0;2.0;16;5;0.0;9;1.0;7;105;49;10;39;46;7;3;215;195;8;12;0;90;82;8;86;89;;;;;;;70;20;2375;20
155;Noord-Brabant;2003;250;116;24;92;60;56;105;15.0;53.0;18.0;18.0;1.0;19;6;2.0;11;0.0;11;104;48;10;38;44;8;5;206;189;10;6;0;86;79;7;82;88;;;;;;;69;33;2400;32
156;Noord-Brabant;2005;272;155;31;124;86;70;95;4.0;61.0;16.0;11.0;2.0;16;6;2.0;8;0.0;6;113;64;13;51;39;7;2;265;241;13;11;1;110;100;10;97;105;;;;;;;68;34;2411;32
157;Noord-Brabant;2007;317;203;29;174;113;90;92;8.0;59.0;15.0;9.0;0.0;16;5;2.0;8;0.0;6;131;84;12;72;38;6;3;306;246;29;29;2;126;102;25;97;96;;;;;;;68;51;2419;54
158;Noord-Brabant;2009;294;178;29;149;96;82;93;1.0;60.0;17.0;15.0;0.0;16;6;2.0;8;0.0;7;121;73;12;61;38;7;3;286;256;16;14;1;118;105;13;97;102;;;;;;;68;69;2435;77
159;Noord-Brabant;2011;289;177;36;141;87;91;88;0.0;57.0;17.0;14.0;0.0;16;6;2.0;8;0.0;8;118;72;15;58;36;7;3;293;249;23;19;1;119;101;18;101;108;;;;;;;67;63;2454;72
160;Limburg;1993;47;25;8;17;13;12;15;;;;;;7;4;;3;;1;42;22;7;15;13;6;1;44;38;6;0;0;39;34;6;94;111;;;;;;;56;75;1120;74
161;Limburg;1995;71;37;10;28;24;13;27;;;;;;5;4;;0;;1;63;33;9;25;24;5;1;56;54;1;0;0;50;48;2;79;92;;;;;;;56;71;1130;79
162;Limburg;1997;90;43;8;35;27;15;36;;;;;;8;3;0.0;4;0.0;3;79;38;7;30;32;7;2;71;68;1;2;0;62;60;2;79;84;;;;;;;56;63;1136;74
163;Limburg;1999;107;50;11;39;29;20;45;27.0;8.0;8.0;1.0;1.0;6;2;1.0;3;0.0;5;93;44;9;34;40;6;5;98;89;1;9;0;86;78;9;92;94;;;;;;;54;44;1139;58
164;Limburg;2001;125;73;13;60;36;37;42;16.0;13.0;8.0;3.0;2.0;5;2;1.0;3;0.0;4;109;64;12;52;37;5;4;99;89;8;3;0;87;78;9;79;87;;;;;;;48;23;1143;28
165;Limburg;2003;129;68;18;50;17;51;52;1.0;33.0;10.0;8.0;0.0;8;2;1.0;4;0.0;1;113;60;16;44;46;7;1;111;101;3;7;0;97;89;8;86;94;;;;;;;47;34;1142;35
166;Limburg;2005;126;75;10;66;16;59;41;4.0;25.0;6.0;5.0;1.0;7;2;1.0;4;0.0;3;111;66;9;58;36;6;2;129;125;2;2;0;114;110;4;102;109;;;;;;;47;34;1137;24
167;Limburg;2007;126;75;10;66;12;63;41;4.0;26.0;7.0;4.0;0.0;7;3;1.0;4;0.0;3;112;67;9;58;36;7;3;132;122;6;4;0;117;108;9;105;110;;;;;;;40;55;1128;55
168;Limburg;2009;124;81;13;68;29;52;32;0.0;19.0;6.0;7.0;0.0;7;2;1.0;4;0.0;3;110;72;12;61;29;6;3;134;118;9;7;0;119;105;14;108;115;;;;;;;40;78;1123;83
169;Limburg;2011;119;77;14;63;27;50;31;0.0;18.0;6.0;6.0;0.0;8;3;1.0;4;0.0;4;106;68;12;56;27;7;3;133;119;7;6;0;118;106;12;112;121;;;;;;;33;58;1123;66
170;Minder dan 5 000 inwoners;1993;13;6;1;5;2;4;5;;;;;;2;1;;1;;0;55;28;5;23;19;10;0;11;11;0;0;0;46;46;0;84;87;;;;;;;70;84;236;86
171;Minder dan 5 000 inwoners;1995;15;9;1;8;4;5;6;;;;;;1;1;;0;;0;78;42;5;38;29;7;0;14;14;0;0;0;71;69;3;92;98;;;;;;;58;55;198;56
172;Minder dan 5 000 inwoners;1997;11;5;0;5;3;2;5;;;;;;1;0;0.0;0;0.0;0;98;44;3;41;45;8;0;10;10;0;0;0;88;83;5;89;89;;;;;;;32;72;115;75
173;Minder dan 5 000 inwoners;1999;7;4;0;3;2;2;3;0.0;1.0;1.0;1.0;0.0;1;0;0.0;0;0.0;0;105;50;3;47;45;8;1;7;6;0;0;0;94;90;4;90;90;;;;;;;20;25;71;29
174;Minder dan 5 000 inwoners;2001;7;4;0;3;2;2;3;0.0;1.0;1.0;1.0;0.0;0;0;0.0;0;0.0;0;126;67;3;65;50;8;0;6;5;0;0;0;106;102;5;85;84;;;;;;;15;40;54;41
175;Minder dan 5 000 inwoners;2003;5;3;0;2;1;1;2;0.0;1.0;1.0;1.0;0.0;0;0;0.0;0;0.0;0;114;58;6;52;47;8;1;5;5;0;0;0;110;105;5;96;97;;;;;;;13;46;46;46
176;Minder dan 5 000 inwoners;2005;5;3;0;3;2;1;2;0.0;1.0;0.0;1.0;0.0;0;0;0.0;0;0.0;0;132;81;6;75;42;7;2;5;4;0;0;0;126;119;7;96;98;;;;;;;11;27;37;28
177;Minder dan 5 000 inwoners;2007;4;3;0;3;2;1;1;0.0;0.0;0.0;1.0;0.0;0;0;0.0;0;0.0;0;211;143;7;135;55;11;2;4;4;0;0;0;200;182;18;95;94;;;;;;;7;86;21;78
178;Minder dan 5 000 inwoners;2009;4;3;0;3;2;1;1;0.0;0.0;0.0;1.0;0.0;0;0;0.0;0;0.0;0;207;144;13;130;50;10;3;4;3;0;0;0;183;166;18;89;91;;;;;;;7;71;21;74
179;Minder dan 5 000 inwoners;2011;4;3;0;2;1;1;1;0.0;0.0;0.0;1.0;0.0;0;0;0.0;0;0.0;0;221;155;7;148;52;12;3;4;3;0;0;0;211;190;22;95;94;;;;;;;6;83;17;91
180;5 000 tot 10 000 inwoners;1993;70;31;5;26;9;22;28;;;;;;10;5;;4;;0;54;24;4;20;21;8;0;64;57;7;0;0;49;44;5;91;100;;;;;;;173;84;1303;84
181;5 000 tot 10 000 inwoners;1995;82;38;4;34;13;25;36;;;;;;7;5;;1;;0;64;30;3;27;29;6;0;76;75;0;0;0;60;59;0;93;98;;;;;;;167;57;1265;56
182;5 000 tot 10 000 inwoners;1997;78;34;3;31;12;22;35;;;;;;8;3;0.0;4;0.0;2;78;34;3;31;35;8;2;68;67;0;0;0;68;67;1;87;89;;;;;;;129;70;1004;70
183;5 000 tot 10 000 inwoners;1999;70;33;3;30;14;19;31;3.0;15.0;7.0;5.0;0.0;6;2;1.0;3;0.0;1;84;39;3;36;37;7;2;63;61;0;1;0;75;73;2;90;91;;;;;;;105;49;832;49
184;5 000 tot 10 000 inwoners;2001;57;28;3;26;10;18;25;3.0;10.0;6.0;5.0;1.0;4;1;1.0;2;0.0;1;90;44;4;40;39;6;1;49;47;1;2;0;77;74;3;85;87;;;;;;;80;25;632;27
185;5 000 tot 10 000 inwoners;2003;48;23;3;20;7;15;21;0.0;11.0;5.0;5.0;1.0;4;1;1.0;2;0.0;1;89;42;5;37;39;7;1;48;45;1;2;0;89;83;6;100;101;;;;;;;68;28;542;28
186;5 000 tot 10 000 inwoners;2005;46;24;2;22;8;16;17;0.0;9.0;4.0;4.0;0.0;3;1;0.0;2;0.0;1;95;51;5;46;36;7;2;48;46;1;1;0;100;96;5;105;108;;;;;;;59;29;477;28
187;5 000 tot 10 000 inwoners;2007;34;18;2;16;3;14;13;0.0;7.0;3.0;3.0;0.0;3;1;0.0;1;0.0;1;90;47;5;42;34;7;2;36;34;1;1;0;97;91;6;108;111;;;;;;;46;54;374;55
188;5 000 tot 10 000 inwoners;2009;35;19;2;17;5;14;12;0.0;7.0;3.0;3.0;0.0;3;1;0.0;1;0.0;1;95;51;5;46;34;7;3;37;35;1;1;0;101;95;7;107;110;;;;;;;45;69;370;65
189;5 000 tot 10 000 inwoners;2011;26;14;1;13;3;12;9;0.0;5.0;2.0;2.0;0.0;2;1;0.0;1;0.0;1;93;51;5;46;32;6;3;29;26;2;1;0;106;95;11;114;115;;;;;;;33;58;276;57
190;10 000 tot 20 000 inwoners;1993;168;74;15;60;38;36;68;;;;;;25;12;;10;;0;54;24;5;20;22;8;0;143;138;4;1;0;46;44;2;85;96;;;;;;;218;85;3133;85
191;10 000 tot 20 000 inwoners;1995;201;94;15;79;49;45;87;;;;;;19;11;;3;;1;65;30;5;26;28;6;0;182;180;1;1;0;59;59;1;91;98;;;;;;;215;58;3081;57
192;10 000 tot 20 000 inwoners;1997;224;93;11;83;49;44;104;;;;;;23;9;2.0;11;1.0;5;78;32;4;29;36;8;2;185;181;2;2;0;64;63;1;82;86;;;;;;;199;65;2880;65
193;10 000 tot 20 000 inwoners;1999;229;106;12;94;53;53;101;12.0;44.0;23.0;19.0;3.0;18;7;2.0;9;0.0;4;84;39;5;34;37;7;1;202;195;4;3;0;74;72;2;88;92;;;;;;;187;45;2725;45
194;10 000 tot 20 000 inwoners;2001;239;122;14;108;50;72;103;12.0;38.0;24.0;27.0;2.0;14;5;2.0;6;0.0;1;95;48;6;43;41;5;1;200;189;3;7;0;79;75;4;83;86;;;;;;;174;28;2525;29
195;10 000 tot 20 000 inwoners;2003;229;112;17;95;47;65;97;5.0;45.0;21.0;23.0;3.0;17;6;3.0;7;0.0;3;93;46;7;39;40;7;1;213;201;6;6;0;87;82;5;93;98;;;;;;;169;38;2461;39
196;10 000 tot 20 000 inwoners;2005;220;120;16;104;43;77;81;2.0;38.0;16.0;22.0;2.0;15;5;2.0;8;0.0;5;99;54;7;47;36;7;2;226;213;7;5;0;101;96;6;103;108;;;;;;;153;33;2230;33
197;10 000 tot 20 000 inwoners;2007;192;106;13;93;32;73;69;2.0;32.0;16.0;20.0;0.0;13;5;2.0;7;0.0;5;96;53;6;46;34;7;2;203;188;8;6;0;101;94;7;105;109;;;;;;;136;57;2007;56
198;10 000 tot 20 000 inwoners;2009;195;111;13;98;34;77;66;0.0;29.0;14.0;22.0;0.0;13;5;2.0;7;0.0;5;100;57;7;50;34;7;3;208;189;11;8;1;107;97;10;107;110;;;;;;;132;73;1947;71
199;10 000 tot 20 000 inwoners;2011;167;94;12;82;26;68;56;0.0;26.0;13.0;16.0;0.0;12;4;2.0;6;0.0;5;96;54;7;47;32;7;3;180;160;11;9;1;104;92;12;108;111;;;;;;;117;57;1734;56
200;20 000 tot 50 000 inwoners;1993;234;112;34;78;87;25;91;;;;;;30;14;;11;;1;60;29;9;20;23;8;0;195;182;10;2;1;50;47;3;83;92;;;;;;;130;85;3898;85
201;20 000 tot 50 000 inwoners;1995;298;146;35;111;116;30;128;;;;;;21;13;;3;;2;73;36;9;27;31;5;0;262;250;10;2;0;64;61;3;88;100;;;;;;;137;71;4084;72
202;20 000 tot 50 000 inwoners;1997;382;169;31;137;128;40;171;;;;;;34;14;4.0;15;1.0;9;83;37;7;30;37;7;2;329;309;15;4;0;72;67;5;86;92;;;;;;;155;77;4582;78
203;20 000 tot 50 000 inwoners;1999;453;209;37;172;130;80;199;30.0;88.0;40.0;33.0;8.0;33;13;4.0;16;1.0;12;92;43;8;35;40;7;2;396;368;13;15;1;81;75;6;88;92;;;;;;;167;44;4917;46
204;20 000 tot 50 000 inwoners;2001;522;264;43;221;128;136;223;31.0;76.0;47.0;62.0;6.0;30;10;4.0;15;1.0;6;99;50;8;42;42;6;1;444;419;11;14;0;85;80;5;85;90;;;;;;;174;29;5251;29
205;20 000 tot 50 000 inwoners;2003;539;267;51;216;141;127;226;12.0;105.0;42.0;59.0;8.0;34;11;5.0;17;1.0;12;100;49;9;40;42;6;2;484;453;15;16;0;89;84;6;90;96;;;;;;;177;33;5409;33
206;20 000 tot 50 000 inwoners;2005;591;323;60;263;159;164;221;7.0;104.0;40.0;64.0;5.0;35;11;5.0;18;1.0;13;106;58;11;47;39;6;2;595;552;24;18;1;106;99;8;101;108;;;;;;;180;34;5591;32
207;20 000 tot 50 000 inwoners;2007;599;345;58;288;151;194;204;8.0;111.0;38.0;48.0;0.0;35;11;5.0;18;1.0;14;103;59;10;49;35;6;2;610;559;28;21;2;105;96;9;102;108;;;;;;;188;60;5835;62
208;20 000 tot 50 000 inwoners;2009;620;361;57;304;148;213;206;1.0;111.0;38.0;57.0;0.0;36;12;5.0;18;1.0;17;106;62;10;52;35;6;3;626;585;22;17;1;107;100;7;101;108;;;;;;;189;63;5840;62
209;20 000 tot 50 000 inwoners;2011;630;374;64;310;133;242;198;0.0;99.0;39.0;60.0;0.0;38;13;6.0;19;1.0;19;105;63;11;52;33;6;3;665;592;40;31;2;111;99;12;106;112;;;;;;;191;57;5970;57
210;50 000 tot 100 000 inwoners;1993;183;93;31;61;84;9;70;;;;;;19;9;;6;;2;74;37;12;25;28;7;1;154;134;15;3;1;62;54;8;84;97;;;;;;;35;89;2501;88
211;50 000 tot 100 000 inwoners;1995;216;112;33;79;100;12;86;;;;;;16;9;;3;;2;87;45;13;32;34;6;1;186;169;15;1;1;74;68;7;86;101;;;;;;;35;100;2499;100
212;50 000 tot 100 000 inwoners;1997;224;113;28;85;92;21;89;;;;;;15;7;1.0;6;1.0;6;98;49;12;37;39;7;3;184;176;5;2;0;80;77;3;82;93;;;;;;;33;82;2301;82
213;50 000 tot 100 000 inwoners;1999;246;122;31;92;81;41;103;15.0;63.0;14.0;8.0;4.0;14;5;2.0;7;0.0;7;105;52;13;39;44;6;3;202;188;11;2;1;86;80;6;82;92;;;;;;;34;56;2350;56
214;50 000 tot 100 000 inwoners;2001;300;161;38;124;111;51;118;16.0;58.0;16.0;24.0;4.0;13;4;2.0;7;1.0;8;117;63;15;48;46;5;3;237;224;10;3;0;92;87;5;79;89;;;;;;;36;25;2570;26
215;50 000 tot 100 000 inwoners;2003;338;196;50;146;132;64;123;6.0;76.0;17.0;20.0;4.0;13;4;2.0;6;0.0;7;126;73;18;55;46;5;2;276;260;5;10;1;103;97;6;82;92;;;;;;;37;46;2685;48
216;50 000 tot 100 000 inwoners;2005;353;217;45;172;128;89;113;3.0;70.0;14.0;23.0;3.0;15;5;2.0;8;0.0;8;124;76;16;60;40;5;3;332;304;16;12;1;116;106;10;94;104;;;;;;;39;41;2854;41
217;50 000 tot 100 000 inwoners;2007;381;239;48;191;128;111;118;4.0;79.0;15.0;20.0;0.0;16;6;2.0;8;0.0;9;128;80;16;64;40;5;3;375;335;22;17;1;126;113;13;98;107;;;;;;;41;73;2969;72
218;50 000 tot 100 000 inwoners;2009;384;245;48;197;101;143;112;0.0;67.0;16.0;29.0;0.0;17;6;2.0;8;0.0;10;125;79;16;64;36;6;3;377;353;13;10;1;122;115;8;98;109;;;;;;;43;86;3083;87
219;50 000 tot 100 000 inwoners;2011;400;256;51;205;115;142;113;0.0;67.0;18.0;28.0;0.0;20;7;3.0;9;0.0;11;121;77;15;62;34;6;3;412;364;26;20;1;124;110;14;103;112;;;;;;;46;67;3314;69
220;100 000 of meer inwoners;1993;407;234;101;133;225;10;140;;;;;;25;15;;7;;8;98;55;24;32;34;6;2;277;210;51;10;6;66;50;16;68;91;;;;;;;20;90;4149;93
221;100 000 of meer inwoners;1995;455;261;102;159;250;12;168;;;;;;20;15;;1;;6;106;60;23;37;39;5;1;344;287;49;5;3;80;67;13;76;97;;;;;;;21;100;4305;100
222;100 000 of meer inwoners;1997;517;285;94;191;244;41;195;;;;;;27;13;3.0;10;1.0;10;110;61;20;41;42;6;2;363;319;37;3;5;78;68;10;70;84;;;;;;;24;88;4686;90
223;100 000 of meer inwoners;1999;563;319;100;219;255;64;204;15.0;136.0;19.0;31.0;4.0;22;10;3.0;8;1.0;17;116;66;21;45;42;4;4;420;382;31;4;2;86;79;8;75;89;;;;;;;25;84;4864;90
224;100 000 of meer inwoners;2001;653;390;120;269;320;70;222;21.0;115.0;21.0;62.0;3.0;22;8;2.0;10;2.0;19;132;79;24;54;45;4;4;482;439;31;8;3;97;89;9;74;88;;;;;;;25;32;4955;53
225;100 000 of meer inwoners;2003;680;420;119;301;341;78;224;8.0;147.0;22.0;44.0;2.0;23;7;4.0;11;0.0;14;135;83;23;60;44;5;3;563;494;41;24;4;111;98;14;83;95;;;;;;;25;36;5050;38
226;100 000 of meer inwoners;2005;727;477;112;365;270;207;211;3.0;138.0;17.0;48.0;4.0;24;8;4.0;11;1.0;15;142;93;22;71;41;5;3;575;507;37;29;2;112;99;13;79;88;;;;;;;25;56;5116;47
227;100 000 of meer inwoners;2007;798;574;126;448;425;149;185;4.0;128.0;16.0;37.0;0.0;23;7;4.0;11;1.0;16;155;111;24;87;36;4;3;657;585;36;34;2;128;114;14;82;92;;;;;;;25;76;5152;84
228;100 000 of meer inwoners;2009;816;568;119;449;428;140;207;0.0;145.0;16.0;46.0;0.0;24;9;4.0;11;1.0;18;156;109;23;86;40;5;3;712;623;48;38;3;136;119;17;87;96;;;;;;;25;100;5225;100
229;100 000 of meer inwoners;2011;796;565;130;435;395;170;186;0.0;129.0;14.0;42.0;0.0;24;9;4.0;11;0.0;22;149;106;24;81;35;5;4;718;641;41;33;2;134;120;14;90;102;;;;;;;25;96;5345;98
230;Niet stedelijk;1993;152;66;10;57;26;40;61;;;;;;25;12;;10;;0;54;23;3;20;21;9;0;136;127;8;1;0;48;45;3;89;94;;;;;;;313;85;2840;85
231;Niet stedelijk;1995;180;83;10;73;36;47;79;;;;;;16;10;;3;;1;65;29;3;26;29;6;0;165;162;2;1;0;59;59;1;91;97;;;;;;;294;59;2775;59
232;Niet stedelijk;1997;208;84;8;76;41;43;100;;;;;;20;9;2.0;10;1.0;4;80;32;3;29;38;8;1;179;172;5;2;0;69;66;2;86;88;;;;;;;238;65;2602;65
233;Niet stedelijk;1999;215;99;7;92;50;50;96;13.0;36.0;23.0;22.0;2.0;16;6;2.0;8;0.0;4;89;41;3;38;40;7;2;188;177;3;8;0;78;73;5;88;86;;;;;;;197;46;2418;47
234;Niet stedelijk;2001;213;108;9;99;40;69;91;15.0;26.0;23.0;24.0;3.0;12;4;2.0;6;0.0;1;96;49;4;45;41;5;1;180;169;3;7;0;81;76;5;84;85;;;;;;;169;27;2218;29
235;Niet stedelijk;2003;198;87;9;77;30;57;93;6.0;39.0;20.0;23.0;4.0;16;6;2.0;7;0.0;2;91;40;4;36;43;7;1;195;182;4;9;0;90;84;6;98;99;;;;;;;158;35;2164;35
236;Niet stedelijk;2005;202;103;10;93;32;71;81;3.0;28.0;17.0;31.0;2.0;14;4;2.0;8;0.0;4;97;49;5;45;39;7;2;217;197;11;8;1;104;95;10;107;108;;;;;;;146;32;2085;32
237;Niet stedelijk;2007;191;100;9;91;31;69;73;2.0;25.0;16.0;29.0;0.0;13;4;2.0;7;0.0;4;95;50;4;45;36;7;2;202;184;10;7;1;100;91;9;106;107;;;;;;;130;62;2014;63
238;Niet stedelijk;2009;199;107;10;98;26;81;72;0.0;25.0;17.0;31.0;0.0;15;5;2.0;8;0.0;5;100;54;5;49;36;7;3;214;195;10;8;1;107;98;9;107;108;;;;;;;128;72;1996;68
239;Niet stedelijk;2011;177;95;8;87;25;70;64;0.0;24.0;16.0;24.0;0.0;13;4;2.0;7;0.0;5;98;52;5;48;36;7;3;195;176;11;8;1;108;97;11;110;111;;;;;;;111;59;1814;56
240;Weinig stedelijk;1993;171;78;19;59;46;31;69;;;;;;24;11;;10;;1;54;24;5;19;22;8;0;147;134;10;2;0;46;43;4;86;95;;;;;;;188;86;3169;87
241;Weinig stedelijk;1995;214;100;19;81;63;37;95;;;;;;18;11;;3;;1;66;31;6;25;29;5;0;193;187;5;1;0;59;58;2;91;99;;;;;;;191;59;3248;63
242;Weinig stedelijk;1997;260;108;14;94;67;41;120;;;;;;26;10;3.0;12;1.0;6;79;33;4;29;36;8;2;223;210;10;3;0;67;63;4;86;89;;;;;;;185;76;3322;75
