ID;BedrijfstakkenBranchesSBI2008;Perioden;OutputBasisprijzen_1;IntermediairVerbruik_2;BrutoToegevoegdeWaardeBasisprijzen_3;OutputBasisprijzen_4;IntermediairVerbruik_5;BrutoToegevoegdeWaardeBasisprijzen_6;OutputBasisprijzen_7;IntermediairVerbruik_8;BrutoToegevoegdeWaardeBasisprijzen_9;OutputBasisprijzen_10;IntermediairVerbruik_11;BrutoToegevoegdeWaardeBasisprijzen_12;Totaal_13;Lonen_14;SocialePremiesTLVWerkgevers_15;Bruto_16;VerbruikVanVasteActiva_17;Netto_18;Saldo_19;NietProductgebondenBelastingen_20;NietProductgebondenSubsidies_21;BrutoToegevoegdeWaardeBasisprijzen_22
999;29-30 Transportmiddelenindustrie;2008;15530.0;11017.0;4513.0;17484.0;12846.0;4724.0;3.2;3.8;1.8;88.8;85.8;95.5;1739.0;1359.0;380.0;2809.0;670.0;2139.0;-35.0;15.0;50.0;4513.0
1000;29-30 Transportmiddelenindustrie;2009;11182.0;8098.0;3084.0;12744.0;9427.0;3385.0;-27.1;-26.6;-28.3;87.7;85.9;91.1;1759.0;1394.0;365.0;1434.0;664.0;770.0;-109.0;21.0;130.0;3084.0
1001;29-30 Transportmiddelenindustrie;2010;12435.0;8850.0;3585.0;14060.0;10086.0;4032.0;10.3;7.0;19.1;88.4;87.7;88.9;1730.0;1365.0;365.0;1903.0;653.0;1250.0;-48.0;22.0;70.0;3585.0
1002;29-30 Transportmiddelenindustrie;2011;13369.0;9770.0;3599.0;14973.0;10912.0;4125.0;6.5;8.2;2.3;89.3;89.5;87.2;1810.0;1429.0;381.0;1816.0;640.0;1176.0;-27.0;23.0;50.0;3599.0
1003;29-30 Transportmiddelenindustrie;2012;13278.0;10075.0;3203.0;14739.0;11113.0;3679.0;-1.6;1.8;-10.8;90.1;90.7;87.1;1827.0;1430.0;397.0;1396.0;638.0;758.0;-20.0;17.0;37.0;3203.0
1004;29-30 Transportmiddelenindustrie;2013;13397.0;10113.0;3284.0;14732.0;11131.0;3653.0;-0.1;0.2;-0.7;90.9;90.9;89.9;1830.0;1446.0;384.0;1466.0;638.0;828.0;-12.0;21.0;33.0;3284.0
1005;29-30 Transportmiddelenindustrie;2014;14489.0;11303.0;3186.0;15891.0;12407.0;3536.0;7.9;11.5;-3.2;91.2;91.1;90.1;1923.0;1491.0;432.0;1284.0;645.0;639.0;-21.0;18.0;39.0;3186.0
1006;29-30 Transportmiddelenindustrie;2015;18027.0;14578.0;3449.0;19556.0;15856.0;3758.0;23.1;27.8;6.3;92.2;91.9;91.8;2018.0;1586.0;432.0;1455.0;650.0;805.0;-24.0;17.0;41.0;3449.0
1007;29-30 Transportmiddelenindustrie;2016;19678.0;16136.0;3542.0;21468.0;17562.0;3969.0;9.8;10.8;5.6;91.7;91.9;89.2;2139.0;1670.0;469.0;1440.0;644.0;796.0;-37.0;17.0;54.0;3542.0
1008;29-30 Transportmiddelenindustrie;2017;21778.0;17668.0;4110.0;23732.0;19067.0;4745.0;10.5;8.6;19.5;91.8;92.7;86.6;2220.0;1735.0;485.0;1918.0;646.0;1272.0;-28.0;18.0;46.0;4110.0
1009;29-30 Transportmiddelenindustrie;2018;25053.0;20761.0;4292.0;26778.0;22089.0;4739.0;12.8;15.8;-0.1;93.6;94.0;90.6;2438.0;1887.0;551.0;1883.0;659.0;1224.0;-29.0;16.0;45.0;4292.0
1010;29-30 Transportmiddelenindustrie;2019;25946.0;21480.0;4466.0;27068.0;22523.0;4588.0;1.1;2.0;-3.2;95.9;95.4;97.3;2642.0;2038.0;604.0;1856.0;676.0;1180.0;-32.0;19.0;51.0;4466.0
1011;29-30 Transportmiddelenindustrie;2020;21668.0;17433.0;4235.0;22217.0;18137.0;4108.0;-17.9;-19.5;-10.5;97.5;96.1;103.1;2719.0;2087.0;632.0;1797.0;688.0;1109.0;-281.0;20.0;301.0;4235.0
1012;29-30 Transportmiddelenindustrie;2021;21385.0;17052.0;4333.0;21385.0;17052.0;4333.0;-3.7;-6.0;5.5;100.0;100.0;100.0;2712.0;2080.0;632.0;1743.0;717.0;1026.0;-122.0;21.0;143.0;4333.0
1013;29-30 Transportmiddelenindustrie;2022;25363.0;20486.0;4877.0;24113.0;19097.0;5016.0;12.8;12.0;15.8;105.2;107.3;97.2;2821.0;2147.0;674.0;2140.0;772.0;1368.0;-84.0;19.0;103.0;4877.0
1014;29-30 Transportmiddelenindustrie;2023;26884.0;21048.0;5836.0;24176.0;19057.0;5128.0;0.3;-0.2;2.2;111.2;110.4;113.8;3037.0;2325.0;712.0;2824.0;;;-25.0;19.0;44.0;5836.0
1015;29 Auto- en aanhangwagenindustrie;1995;3375.0;2228.0;1147.0;4843.0;3229.0;1709.0;;;;69.7;69.0;67.1;696.0;582.0;114.0;453.0;309.0;144.0;-2.0;3.0;5.0;1147.0
1016;29 Auto- en aanhangwagenindustrie;1996;4138.0;2936.0;1202.0;5753.0;4139.0;1718.0;18.8;28.2;0.5;71.9;70.9;70.0;754.0;627.0;127.0;449.0;335.0;114.0;-1.0;3.0;4.0;1202.0
1017;29 Auto- en aanhangwagenindustrie;1997;5196.0;3737.0;1459.0;7078.0;5189.0;2015.0;23.0;25.4;17.3;73.4;72.0;72.4;812.0;686.0;126.0;649.0;342.0;307.0;-2.0;3.0;5.0;1459.0
1018;29 Auto- en aanhangwagenindustrie;1998;6375.0;4462.0;1913.0;8547.0;6136.0;2562.0;20.7;18.2;27.1;74.6;72.7;74.7;872.0;682.0;190.0;1046.0;351.0;695.0;-5.0;2.0;7.0;1913.0
1019;29 Auto- en aanhangwagenindustrie;1999;6975.0;4772.0;2203.0;9208.0;6464.0;2903.0;7.7;5.4;13.3;75.8;73.8;75.9;945.0;725.0;220.0;1252.0;366.0;886.0;6.0;13.0;7.0;2203.0
1020;29 Auto- en aanhangwagenindustrie;2000;7224.0;5065.0;2159.0;9367.0;6644.0;2887.0;1.7;2.8;-0.5;77.1;76.2;74.8;977.0;741.0;236.0;1175.0;381.0;794.0;7.0;13.0;6.0;2159.0
1021;29 Auto- en aanhangwagenindustrie;2001;7254.0;5226.0;2028.0;9406.0;6740.0;2829.0;0.4;1.4;-2.0;77.1;77.5;71.7;972.0;751.0;221.0;1047.0;393.0;654.0;9.0;17.0;8.0;2028.0
1022;29 Auto- en aanhangwagenindustrie;2002;7094.0;5118.0;1976.0;9091.0;6466.0;2787.0;-3.3;-4.1;-1.5;78.0;79.2;70.9;958.0;733.0;225.0;1028.0;403.0;625.0;-10.0;18.0;28.0;1976.0
1023;29 Auto- en aanhangwagenindustrie;2003;7069.0;5034.0;2035.0;8989.0;6342.0;2813.0;-1.1;-1.9;0.9;78.6;79.4;72.3;971.0;745.0;226.0;1064.0;402.0;662.0;0.0;7.0;7.0;2035.0
1024;29 Auto- en aanhangwagenindustrie;2004;7371.0;5184.0;2187.0;9006.0;6323.0;2853.0;0.2;-0.3;1.4;81.8;82.0;76.7;948.0;729.0;219.0;1244.0;406.0;838.0;-5.0;7.0;12.0;2187.0
1025;29 Auto- en aanhangwagenindustrie;2005;7015.0;4967.0;2048.0;8549.0;5978.0;2734.0;-5.1;-5.5;-4.2;82.1;83.1;74.9;911.0;712.0;199.0;1142.0;412.0;730.0;-5.0;4.0;9.0;2048.0
1026;29 Auto- en aanhangwagenindustrie;2006;7397.0;5271.0;2126.0;8927.0;6288.0;2804.0;4.4;5.2;2.5;82.9;83.8;75.8;925.0;721.0;204.0;1207.0;419.0;788.0;-6.0;5.0;11.0;2126.0
1027;29 Auto- en aanhangwagenindustrie;2007;8249.0;5893.0;2356.0;9765.0;6844.0;3104.0;9.4;8.8;10.7;84.5;86.1;75.9;904.0;700.0;204.0;1462.0;428.0;1034.0;-10.0;5.0;15.0;2356.0
1028;29 Auto- en aanhangwagenindustrie;2008;8434.0;5987.0;2447.0;9691.0;6796.0;3077.0;-0.8;-0.7;-0.9;87.0;88.1;79.5;968.0;750.0;218.0;1501.0;439.0;1062.0;-22.0;6.0;28.0;2447.0
1029;29 Auto- en aanhangwagenindustrie;2009;4355.0;3211.0;1144.0;5051.0;3653.0;1481.0;-47.9;-46.3;-51.9;86.2;87.9;77.2;897.0;704.0;193.0;326.0;439.0;-113.0;-79.0;7.0;86.0;1144.0
1030;29 Auto- en aanhangwagenindustrie;2010;5919.0;4205.0;1714.0;6777.0;4684.0;2235.0;34.2;28.2;50.9;87.3;89.8;76.7;826.0;643.0;183.0;913.0;433.0;480.0;-25.0;9.0;34.0;1714.0
1031;29 Auto- en aanhangwagenindustrie;2011;7351.0;5268.0;2083.0;8274.0;5764.0;2674.0;22.1;23.1;19.7;88.8;91.4;77.9;862.0;670.0;192.0;1232.0;424.0;808.0;-11.0;10.0;21.0;2083.0
1032;29 Auto- en aanhangwagenindustrie;2012;6710.0;4944.0;1766.0;7475.0;5351.0;2248.0;-9.7;-7.2;-15.9;89.8;92.4;78.6;887.0;687.0;200.0;889.0;421.0;468.0;-10.0;7.0;17.0;1766.0
1033;29 Auto- en aanhangwagenindustrie;2013;6419.0;4701.0;1718.0;7099.0;5075.0;2143.0;-5.0;-5.2;-4.6;90.4;92.6;80.2;857.0;666.0;191.0;870.0;419.0;451.0;-9.0;7.0;16.0;1718.0
1034;29 Auto- en aanhangwagenindustrie;2014;7124.0;5448.0;1676.0;7891.0;5897.0;2086.0;11.2;16.2;-2.7;90.3;92.4;80.3;901.0;688.0;213.0;789.0;422.0;367.0;-14.0;7.0;21.0;1676.0
1035;29 Auto- en aanhangwagenindustrie;2015;10402.0;8376.0;2026.0;11399.0;9093.0;2354.0;44.5;54.2;12.8;91.3;92.1;86.1;985.0;760.0;225.0;1056.0;426.0;630.0;-15.0;8.0;23.0;2026.0
1036;29 Auto- en aanhangwagenindustrie;2016;12724.0;10511.0;2213.0;14105.0;11419.0;2732.0;23.7;25.6;16.1;90.2;92.0;81.0;1080.0;831.0;249.0;1154.0;424.0;730.0;-21.0;10.0;31.0;2213.0
1037;29 Auto- en aanhangwagenindustrie;2017;14717.0;12153.0;2564.0;16137.0;13128.0;3053.0;14.4;15.0;11.7;91.2;92.6;84.0;1170.0;900.0;270.0;1407.0;429.0;978.0;-13.0;11.0;24.0;2564.0
1038;29 Auto- en aanhangwagenindustrie;2018;17675.0;14774.0;2901.0;19045.0;15688.0;3389.0;18.0;19.5;11.0;92.8;94.2;85.6;1339.0;1020.0;319.0;1578.0;443.0;1135.0;-16.0;8.0;24.0;2901.0
1039;29 Auto- en aanhangwagenindustrie;2019;17368.0;14433.0;2935.0;18246.0;15170.0;3094.0;-4.2;-3.3;-8.7;95.2;95.1;94.9;1439.0;1092.0;347.0;1513.0;458.0;1055.0;-17.0;12.0;29.0;2935.0
1040;29 Auto- en aanhangwagenindustrie;2020;13346.0;10733.0;2613.0;13766.0;11174.0;2606.0;-24.6;-26.3;-15.8;97.0;96.1;100.3;1499.0;1140.0;359.0;1288.0;468.0;820.0;-174.0;12.0;186.0;2613.0
1041;29 Auto- en aanhangwagenindustrie;2021;13156.0;10369.0;2787.0;13156.0;10369.0;2787.0;-4.4;-7.2;7.0;100.0;100.0;100.0;1507.0;1146.0;361.0;1323.0;496.0;827.0;-43.0;9.0;52.0;2787.0
1042;29 Auto- en aanhangwagenindustrie;2022;15733.0;12653.0;3080.0;14864.0;11924.0;2940.0;13.0;15.0;5.5;105.8;106.1;104.8;1576.0;1191.0;385.0;1523.0;545.0;978.0;-19.0;10.0;29.0;3080.0
1043;29 Auto- en aanhangwagenindustrie;2023;17753.0;13762.0;3991.0;15797.0;12586.0;3212.0;6.3;5.6;9.3;112.4;109.3;124.3;1677.0;1277.0;400.0;2330.0;;;-16.0;10.0;26.0;3991.0
1044;30 Overige transportmiddelenindustrie;1995;2888.0;1923.0;965.0;4010.0;2950.0;999.0;;;;72.0;65.2;96.6;552.0;470.0;82.0;438.0;167.0;271.0;-25.0;1.0;26.0;965.0
1045;30 Overige transportmiddelenindustrie;1996;2854.0;2040.0;814.0;4003.0;3127.0;874.0;-0.2;6.0;-12.4;71.3;65.2;93.1;517.0;440.0;77.0;307.0;166.0;141.0;-10.0;2.0;12.0;814.0
1046;30 Overige transportmiddelenindustrie;1997;3153.0;2215.0;938.0;4352.0;3369.0;972.0;8.7;7.7;11.2;72.4;65.7;96.5;503.0;434.0;69.0;456.0;141.0;315.0;-21.0;2.0;23.0;938.0
1047;30 Overige transportmiddelenindustrie;1998;3789.0;2771.0;1018.0;5011.0;4093.0;973.0;15.1;21.5;0.1;75.6;67.7;104.6;561.0;450.0;111.0;485.0;146.0;339.0;-28.0;2.0;30.0;1018.0
1048;30 Overige transportmiddelenindustrie;1999;3875.0;2855.0;1020.0;5022.0;4137.0;953.0;0.2;1.1;-2.1;77.2;69.0;107.0;594.0;469.0;125.0;451.0;159.0;292.0;-25.0;0.0;25.0;1020.0
1049;30 Overige transportmiddelenindustrie;2000;4024.0;3148.0;876.0;5109.0;4399.0;847.0;1.7;6.3;-11.2;78.8;71.6;103.5;626.0;487.0;139.0;272.0;175.0;97.0;-22.0;1.0;23.0;876.0
1050;30 Overige transportmiddelenindustrie;2001;4925.0;3467.0;1458.0;6133.0;4717.0;1406.0;20.0;7.2;66.1;80.3;73.5;103.7;670.0;530.0;140.0;807.0;199.0;608.0;-19.0;2.0;21.0;1458.0
1051;30 Overige transportmiddelenindustrie;2002;4901.0;3375.0;1526.0;5918.0;4504.0;1391.0;-3.5;-4.5;-1.1;82.8;74.9;109.7;698.0;554.0;144.0;867.0;222.0;645.0;-39.0;3.0;42.0;1526.0
1052;30 Overige transportmiddelenindustrie;2003;4699.0;3250.0;1449.0;5589.0;4298.0;1283.0;-5.6;-4.6;-7.7;84.1;75.6;112.9;677.0;538.0;139.0;787.0;230.0;557.0;-15.0;3.0;18.0;1449.0
1053;30 Overige transportmiddelenindustrie;2004;4715.0;3223.0;1492.0;5554.0;4229.0;1304.0;-0.6;-1.6;1.6;84.9;76.2;114.4;668.0;526.0;142.0;838.0;235.0;603.0;-14.0;5.0;19.0;1492.0
1054;30 Overige transportmiddelenindustrie;2005;4819.0;3311.0;1508.0;5600.0;4271.0;1310.0;0.8;1.0;0.5;86.1;77.5;115.1;622.0;506.0;116.0;899.0;237.0;662.0;-13.0;5.0;18.0;1508.0
1055;30 Overige transportmiddelenindustrie;2006;4939.0;3485.0;1454.0;5659.0;4422.0;1252.0;1.1;3.5;-4.4;87.3;78.8;116.1;634.0;504.0;130.0;829.0;237.0;592.0;-9.0;8.0;17.0;1454.0
1056;30 Overige transportmiddelenindustrie;2007;6365.0;4476.0;1889.0;7163.0;5520.0;1637.0;26.6;24.8;30.7;88.9;81.1;115.4;696.0;554.0;142.0;1203.0;236.0;967.0;-10.0;8.0;18.0;1889.0
1057;30 Overige transportmiddelenindustrie;2008;7096.0;5030.0;2066.0;7763.0;6058.0;1721.0;8.4;9.7;5.1;91.4;83.0;120.1;771.0;609.0;162.0;1308.0;231.0;1077.0;-13.0;9.0;22.0;2066.0
1058;30 Overige transportmiddelenindustrie;2009;6827.0;4887.0;1940.0;7573.0;5862.0;1712.0;-2.4;-3.2;-0.5;90.1;83.4;113.3;862.0;690.0;172.0;1108.0;225.0;883.0;-30.0;14.0;44.0;1940.0
1059;30 Overige transportmiddelenindustrie;2010;6516.0;4645.0;1871.0;7204.0;5454.0;1718.0;-4.9;-7.0;0.4;90.4;85.2;108.9;904.0;722.0;182.0;990.0;220.0;770.0;-23.0;13.0;36.0;1871.0
1060;30 Overige transportmiddelenindustrie;2011;6018.0;4502.0;1516.0;6652.0;5166.0;1485.0;-7.7;-5.3;-13.6;90.5;87.1;102.1;948.0;759.0;189.0;584.0;216.0;368.0;-16.0;13.0;29.0;1516.0
1061;30 Overige transportmiddelenindustrie;2012;6568.0;5131.0;1437.0;7206.0;5807.0;1429.0;8.3;12.4;-3.8;91.1;88.4;100.5;940.0;743.0;197.0;507.0;217.0;290.0;-10.0;10.0;20.0;1437.0
1062;30 Overige transportmiddelenindustrie;2013;6978.0;5412.0;1566.0;7568.0;6113.0;1488.0;5.0;5.3;4.1;92.2;88.5;105.2;973.0;780.0;193.0;596.0;219.0;377.0;-3.0;14.0;17.0;1566.0
1063;30 Overige transportmiddelenindustrie;2014;7365.0;5855.0;1510.0;7935.0;6562.0;1432.0;4.8;7.3;-3.8;92.8;89.2;105.4;1022.0;803.0;219.0;495.0;223.0;272.0;-7.0;11.0;18.0;1510.0
1064;30 Overige transportmiddelenindustrie;2015;7625.0;6202.0;1423.0;8123.0;6775.0;1418.0;2.4;3.2;-1.0;93.9;91.5;100.4;1033.0;826.0;207.0;399.0;224.0;175.0;-9.0;9.0;18.0;1423.0
1065;30 Overige transportmiddelenindustrie;2016;6954.0;5625.0;1329.0;7371.0;6148.0;1286.0;-9.3;-9.3;-9.3;94.3;91.5;103.3;1059.0;839.0;220.0;286.0;220.0;66.0;-16.0;7.0;23.0;1329.0
1066;30 Overige transportmiddelenindustrie;2017;7061.0;5515.0;1546.0;7628.0;5940.0;1704.0;3.5;-3.4;32.5;92.6;92.8;90.7;1050.0;835.0;215.0;511.0;217.0;294.0;-15.0;7.0;22.0;1546.0
1067;30 Overige transportmiddelenindustrie;2018;7378.0;5987.0;1391.0;7782.0;6403.0;1388.0;2.0;7.8;-18.6;94.8;93.5;100.2;1099.0;867.0;232.0;305.0;216.0;89.0;-13.0;8.0;21.0;1391.0
1068;30 Overige transportmiddelenindustrie;2019;8578.0;7047.0;1531.0;8850.0;7362.0;1504.0;13.7;15.0;8.3;96.9;95.7;101.8;1203.0;946.0;257.0;343.0;218.0;125.0;-15.0;7.0;22.0;1531.0
1069;30 Overige transportmiddelenindustrie;2020;8322.0;6700.0;1622.0;8452.0;6964.0;1500.0;-4.5;-5.4;-0.3;98.5;96.2;108.2;1220.0;947.0;273.0;509.0;220.0;289.0;-107.0;8.0;115.0;1622.0
1070;30 Overige transportmiddelenindustrie;2021;8229.0;6683.0;1546.0;8229.0;6683.0;1546.0;-2.6;-4.0;3.1;100.0;100.0;100.0;1205.0;934.0;271.0;420.0;221.0;199.0;-79.0;12.0;91.0;1546.0
1071;30 Overige transportmiddelenindustrie;2022;9630.0;7833.0;1797.0;9249.0;7173.0;2076.0;12.4;7.3;34.3;104.1;109.2;86.6;1245.0;956.0;289.0;617.0;227.0;390.0;-65.0;9.0;74.0;1797.0
1072;30 Overige transportmiddelenindustrie;2023;9131.0;7286.0;1845.0;8363.0;6490.0;1873.0;-9.6;-9.5;-9.8;109.2;112.3;98.5;1360.0;1048.0;312.0;494.0;;;-9.0;9.0;18.0;1845.0
1073;31-33 Overige industrie en reparatie;1995;8931.0;5270.0;3661.0;13737.0;7975.0;5926.0;;;;65.0;66.1;61.8;2326.0;1996.0;330.0;1345.0;623.0;722.0;-10.0;3.0;13.0;3661.0
1074;31-33 Overige industrie en reparatie;1996;9269.0;5438.0;3831.0;14187.0;8193.0;6167.0;3.3;2.7;4.1;65.3;66.4;62.1;2278.0;1968.0;310.0;1565.0;628.0;937.0;-12.0;5.0;17.0;3831.0
1075;31-33 Overige industrie en reparatie;1997;9820.0;5837.0;3983.0;14899.0;8669.0;6407.0;5.0;5.8;3.9;65.9;67.3;62.2;2306.0;2023.0;283.0;1697.0;628.0;1069.0;-20.0;8.0;28.0;3983.0
1076;31-33 Overige industrie en reparatie;1998;10925.0;6267.0;4658.0;16284.0;9179.0;7324.0;9.3;5.9;14.3;67.1;68.3;63.6;2500.0;2036.0;464.0;2191.0;636.0;1555.0;-33.0;7.0;40.0;4658.0
1077;31-33 Overige industrie en reparatie;1999;11303.0;6511.0;4792.0;16714.0;9369.0;7572.0;2.6;2.1;3.4;67.6;69.5;63.3;2666.0;2158.0;508.0;2153.0;648.0;1505.0;-27.0;10.0;37.0;4792.0
1078;31-33 Overige industrie en reparatie;2000;11878.0;6980.0;4898.0;17271.0;9684.0;7822.0;3.3;3.4;3.3;68.8;72.1;62.6;2880.0;2255.0;625.0;2043.0;668.0;1375.0;-25.0;12.0;37.0;4898.0
1079;31-33 Overige industrie en reparatie;2001;12232.0;7103.0;5129.0;17700.0;9640.0;8344.0;2.5;-0.5;6.7;69.1;73.7;61.5;3003.0;2400.0;603.0;2149.0;685.0;1464.0;-23.0;16.0;39.0;5129.0
1080;31-33 Overige industrie en reparatie;2002;12083.0;6925.0;5158.0;17327.0;9364.0;8255.0;-2.1;-2.9;-1.1;69.7;74.0;62.5;3038.0;2429.0;609.0;2166.0;698.0;1468.0;-46.0;15.0;61.0;5158.0
1081;31-33 Overige industrie en reparatie;2003;11777.0;6836.0;4941.0;16733.0;9184.0;7805.0;-3.4;-1.9;-5.4;70.4;74.4;63.3;2999.0;2391.0;608.0;1962.0;695.0;1267.0;-20.0;18.0;38.0;4941.0
1082;31-33 Overige industrie en reparatie;2004;11906.0;7090.0;4816.0;16789.0;9295.0;7737.0;0.3;1.2;-0.9;70.9;76.3;62.2;2955.0;2343.0;612.0;1883.0;694.0;1189.0;-22.0;18.0;40.0;4816.0
1083;31-33 Overige industrie en reparatie;2005;12590.0;7531.0;5059.0;17336.0;9664.0;7908.0;3.3;4.0;2.2;72.6;77.9;64.0;2923.0;2341.0;582.0;2162.0;692.0;1470.0;-26.0;20.0;46.0;5059.0
1084;31-33 Overige industrie en reparatie;2006;13045.0;7924.0;5121.0;17670.0;10011.0;7865.0;1.9;3.6;-0.5;73.8;79.2;65.1;2954.0;2366.0;588.0;2196.0;698.0;1498.0;-29.0;19.0;48.0;5121.0
1085;31-33 Overige industrie en reparatie;2007;13845.0;8558.0;5287.0;18528.0;10540.0;8194.0;4.9;5.3;4.2;74.7;81.2;64.5;3125.0;2502.0;623.0;2187.0;713.0;1474.0;-25.0;21.0;46.0;5287.0
1086;31-33 Overige industrie en reparatie;2008;14523.0;8960.0;5563.0;18984.0;10761.0;8445.0;2.5;2.1;3.1;76.5;83.3;65.9;3288.0;2619.0;669.0;2301.0;740.0;1561.0;-26.0;22.0;48.0;5563.0
1087;31-33 Overige industrie en reparatie;2009;13053.0;7976.0;5077.0;16774.0;9564.0;7390.0;-11.6;-11.1;-12.5;77.8;83.4;68.7;3249.0;2543.0;706.0;1864.0;766.0;1098.0;-36.0;27.0;63.0;5077.0
1088;31-33 Overige industrie en reparatie;2010;13245.0;8226.0;5019.0;16731.0;9666.0;7218.0;-0.3;1.1;-2.3;79.2;85.1;69.5;3211.0;2550.0;661.0;1839.0;785.0;1054.0;-31.0;30.0;61.0;5019.0
1089;31-33 Overige industrie en reparatie;2011;13648.0;8363.0;5285.0;16846.0;9656.0;7362.0;0.7;-0.1;2.0;81.0;86.6;71.8;3268.0;2555.0;713.0;2050.0;789.0;1261.0;-33.0;30.0;63.0;5285.0
1090;31-33 Overige industrie en reparatie;2012;14011.0;8531.0;5480.0;17016.0;9753.0;7437.0;1.0;1.0;1.0;82.3;87.5;73.7;3351.0;2636.0;715.0;2161.0;798.0;1363.0;-32.0;24.0;56.0;5480.0
1091;31-33 Overige industrie en reparatie;2013;13482.0;8340.0;5142.0;16246.0;9496.0;6882.0;-4.5;-2.6;-7.5;83.0;87.8;74.7;3293.0;2606.0;687.0;1869.0;807.0;1062.0;-20.0;27.0;47.0;5142.0
1092;31-33 Overige industrie en reparatie;2014;13923.0;8647.0;5276.0;16524.0;9828.0;6799.0;1.7;3.5;-1.2;84.3;88.0;77.6;3344.0;2596.0;748.0;1946.0;812.0;1134.0;-14.0;30.0;44.0;5276.0
1093;31-33 Overige industrie en reparatie;2015;14859.0;9421.0;5438.0;17201.0;10615.0;6643.0;4.1;8.0;-2.3;86.4;88.8;81.9;3437.0;2706.0;731.0;2012.0;812.0;1200.0;-11.0;26.0;37.0;5438.0
1094;31-33 Overige industrie en reparatie;2016;15154.0;9644.0;5510.0;17351.0;10896.0;6495.0;0.9;2.7;-2.2;87.3;88.5;84.8;3609.0;2831.0;778.0;1924.0;802.0;1122.0;-23.0;22.0;45.0;5510.0
1095;31-33 Overige industrie en reparatie;2017;16290.0;10203.0;6087.0;18360.0;11249.0;7167.0;5.8;3.2;10.3;88.7;90.7;84.9;3844.0;3017.0;827.0;2268.0;804.0;1464.0;-25.0;24.0;49.0;6087.0
1096;31-33 Overige industrie en reparatie;2018;17459.0;10905.0;6554.0;19535.0;11801.0;7804.0;6.4;4.9;8.9;89.4;92.4;84.0;4069.0;3177.0;892.0;2507.0;816.0;1691.0;-22.0;28.0;50.0;6554.0
1097;31-33 Overige industrie en reparatie;2019;18208.0;11615.0;6593.0;19596.0;12320.0;7298.0;0.3;4.4;-6.5;92.9;94.3;90.3;4252.0;3291.0;961.0;2354.0;830.0;1524.0;-13.0;32.0;45.0;6593.0
1098;31-33 Overige industrie en reparatie;2020;17637.0;11106.0;6531.0;18374.0;11771.0;6614.0;-6.2;-4.5;-9.4;96.0;94.4;98.7;4273.0;3278.0;995.0;2540.0;830.0;1710.0;-282.0;25.0;307.0;6531.0
1099;31-33 Overige industrie en reparatie;2021;18728.0;11735.0;6993.0;18728.0;11735.0;6993.0;1.9;-0.3;5.7;100.0;100.0;100.0;4374.0;3355.0;1019.0;2859.0;826.0;2033.0;-240.0;32.0;272.0;6993.0
1100;31-33 Overige industrie en reparatie;2022;21067.0;13420.0;7647.0;19666.0;12184.0;7482.0;5.0;3.8;7.0;107.1;110.1;102.2;4659.0;3550.0;1109.0;3140.0;862.0;2278.0;-152.0;40.0;192.0;7647.0
1101;31-33 Overige industrie en reparatie;2023;22954.0;13935.0;9019.0;20184.0;12534.0;7648.0;2.6;2.9;2.2;113.7;111.2;117.9;4966.0;3810.0;1156.0;4072.0;;;-19.0;43.0;62.0;9019.0
1102;31-32 Meubel- en overige industrie;1995;4395.0;2480.0;1915.0;6252.0;3654.0;2651.0;;;;70.3;67.9;72.2;1079.0;944.0;135.0;839.0;403.0;436.0;-3.0;2.0;5.0;1915.0
1103;31-32 Meubel- en overige industrie;1996;4701.0;2621.0;2080.0;6618.0;3867.0;2806.0;5.8;5.8;5.8;71.0;67.8;74.1;1091.0;972.0;119.0;997.0;405.0;592.0;-8.0;4.0;12.0;2080.0
1104;31-32 Meubel- en overige industrie;1997;5081.0;2811.0;2270.0;7091.0;4089.0;3057.0;7.1;5.7;8.9;71.7;68.8;74.3;1119.0;1014.0;105.0;1165.0;404.0;761.0;-14.0;6.0;20.0;2270.0
1105;31-32 Meubel- en overige industrie;1998;5505.0;3028.0;2477.0;7600.0;4347.0;3308.0;7.2;6.3;8.2;72.4;69.6;74.9;1188.0;1004.0;184.0;1309.0;413.0;896.0;-20.0;4.0;24.0;2477.0
1106;31-32 Meubel- en overige industrie;1999;5914.0;3187.0;2727.0;8190.0;4517.0;3721.0;7.8;3.9;12.5;72.2;70.6;73.3;1292.0;1082.0;210.0;1454.0;424.0;1030.0;-19.0;5.0;24.0;2727.0
1107;31-32 Meubel- en overige industrie;2000;6232.0;3375.0;2857.0;8506.0;4610.0;3942.0;3.9;2.1;5.9;73.3;73.2;72.5;1421.0;1129.0;292.0;1456.0;441.0;1015.0;-20.0;6.0;26.0;2857.0
1108;31-32 Meubel- en overige industrie;2001;6163.0;3333.0;2830.0;8406.0;4490.0;3963.0;-1.2;-2.6;0.5;73.3;74.2;71.4;1480.0;1193.0;287.0;1369.0;456.0;913.0;-19.0;8.0;27.0;2830.0
1109;31-32 Meubel- en overige industrie;2002;6037.0;3261.0;2776.0;8217.0;4392.0;3871.0;-2.3;-2.2;-2.3;73.5;74.3;71.7;1484.0;1203.0;281.0;1315.0;468.0;847.0;-23.0;7.0;30.0;2776.0
1110;31-32 Meubel- en overige industrie;2003;5801.0;3150.0;2651.0;7820.0;4245.0;3617.0;-4.8;-3.3;-6.6;74.2;74.2;73.3;1449.0;1166.0;283.0;1217.0;471.0;746.0;-15.0;10.0;25.0;2651.0
