ID;Brandstofsoort;LeeftijdVoertuig;Eigendomssituatie;Perioden;TotaalKilometersInNederland_1;KilometersDoorNederlandseVoertuigen_2;KilometersDoorBuitenlandseVoertuigen_3;TotaalKilometers_4;KilometersInNederland_5;KilometersInHetBuitenland_6;TotaalGemiddeldJaarkilometrage_7;GemiddeldJaarkilometrageInNederland_8;GemiddeldJaarkilometrageInBuitenland_9;NederlandsePersonenautoSInGebruik_10
585;Diesel;Voertuig 9 jaar of ouder;Particulier;2021;7291.5;7041.0;250.5;7925.7;7041.0;884.7;14964;13294;1670;529641
586;Diesel;Voertuig 9 jaar of ouder;Particulier;2022;7644.6;7278.6;366.0;8533.3;7278.6;1254.7;16007;13653;2354;533108
587;Diesel;Voertuig 9 jaar of ouder;Particulier;2023;7507.4;7123.4;384.0;8376.9;7123.4;1253.5;15887;13510;2377;527278
588;Diesel;Voertuig 9 jaar of ouder;Bedrijf;2018;429.3;407.5;21.8;472.5;407.5;65.0;17693;15260;2434;26702
589;Diesel;Voertuig 9 jaar of ouder;Bedrijf;2019;431.7;409.6;22.1;479.8;409.6;70.2;17431;14881;2551;27526
590;Diesel;Voertuig 9 jaar of ouder;Bedrijf;2020;374.8;361.2;13.6;407.2;361.2;46.0;13831;12268;1563;29439
591;Diesel;Voertuig 9 jaar of ouder;Bedrijf;2021;439.8;424.7;15.1;478.1;424.7;53.4;15183;13488;1695;31488
592;Diesel;Voertuig 9 jaar of ouder;Bedrijf;2022;500.9;476.9;24.0;559.1;476.9;82.2;17113;14597;2516;32670
593;Diesel;Voertuig 9 jaar of ouder;Bedrijf;2023;539.9;512.2;27.6;602.4;512.2;90.1;17655;15013;2642;34120
594;LPG;Totaal leeftijd voertuig;Totaal;2018;1880.0;1784.6;95.5;2069.2;1784.6;284.6;15557;13417;2140;133007
595;LPG;Totaal leeftijd voertuig;Totaal;2019;1652.0;1567.3;84.7;1836.0;1567.3;268.6;15122;12909;2213;121413
596;LPG;Totaal leeftijd voertuig;Totaal;2020;1261.9;1216.1;45.8;1371.0;1216.1;154.9;12190;10812;1377;112472
597;LPG;Totaal leeftijd voertuig;Totaal;2021;1245.3;1202.5;42.8;1353.6;1202.5;151.1;12679;11264;1415;106761
598;LPG;Totaal leeftijd voertuig;Totaal;2022;1241.3;1181.9;59.4;1385.6;1181.9;203.7;13477;11495;1982;102811
599;LPG;Totaal leeftijd voertuig;Totaal;2023;1225.6;1163.0;62.7;1367.6;1163.0;204.6;13575;11544;2031;100740
600;LPG;Totaal leeftijd voertuig;Particulier;2018;1819.3;1726.9;92.4;2002.3;1726.9;275.4;15470;13342;2128;129432
601;LPG;Totaal leeftijd voertuig;Particulier;2019;1595.9;1514.1;81.8;1773.6;1514.1;259.5;15018;12821;2197;118094
602;LPG;Totaal leeftijd voertuig;Particulier;2020;1212.6;1168.6;44.1;1317.5;1168.6;148.9;12091;10725;1366;108958
603;LPG;Totaal leeftijd voertuig;Particulier;2021;1189.6;1148.8;40.9;1293.1;1148.8;144.3;12547;11146;1400;103063
604;LPG;Totaal leeftijd voertuig;Particulier;2022;1173.3;1117.1;56.2;1309.7;1117.1;192.6;13269;11318;1951;98706
605;LPG;Totaal leeftijd voertuig;Particulier;2023;1145.8;1087.2;58.6;1278.5;1087.2;191.3;13291;11302;1989;96191
606;LPG;Totaal leeftijd voertuig;Bedrijf;2018;60.8;57.7;3.1;66.9;57.7;9.2;18713;16139;2574;3575
607;LPG;Totaal leeftijd voertuig;Bedrijf;2019;56.1;53.3;2.9;62.4;53.3;9.1;18794;16044;2750;3319
608;LPG;Totaal leeftijd voertuig;Bedrijf;2020;49.3;47.5;1.8;53.6;47.5;6.1;15244;13521;1722;3514
609;LPG;Totaal leeftijd voertuig;Bedrijf;2021;55.7;53.8;1.9;60.5;53.8;6.8;16362;14536;1826;3698
610;LPG;Totaal leeftijd voertuig;Bedrijf;2022;68.0;64.7;3.3;75.9;64.7;11.2;18485;15767;2718;4105
611;LPG;Totaal leeftijd voertuig;Bedrijf;2023;79.9;75.8;4.1;89.1;75.8;13.3;19593;16661;2932;4549
612;LPG;Voertuig 0 jaar oud;Totaal;2018;14.0;13.3;0.7;15.4;13.3;2.1;14954;12897;2057;1031
613;LPG;Voertuig 0 jaar oud;Totaal;2019;8.3;7.9;0.4;9.2;7.9;1.4;17537;14971;2566;526
614;LPG;Voertuig 0 jaar oud;Totaal;2020;12.3;11.9;0.4;13.4;11.9;1.5;6695;5939;757;2002
615;LPG;Voertuig 0 jaar oud;Totaal;2021;18.9;18.2;0.6;20.5;18.2;2.3;9190;8164;1026;2233
616;LPG;Voertuig 0 jaar oud;Totaal;2022;19.9;19.0;1.0;22.3;19.0;3.3;9713;8285;1428;2292
617;LPG;Voertuig 0 jaar oud;Totaal;2023;22.0;20.9;1.1;24.6;20.9;3.7;10387;8833;1554;2364
618;LPG;Voertuig 0 jaar oud;Particulier;2018;10.8;10.3;0.5;11.9;10.3;1.6;14431;12446;1985;825
619;LPG;Voertuig 0 jaar oud;Particulier;2019;5.4;5.1;0.3;6.0;5.1;0.9;15915;13586;2329;378
620;LPG;Voertuig 0 jaar oud;Particulier;2020;9.2;8.8;0.3;10.0;8.8;1.1;6449;5720;729;1547
621;LPG;Voertuig 0 jaar oud;Particulier;2021;13.5;13.1;0.5;14.7;13.1;1.6;8532;7580;952;1726
622;LPG;Voertuig 0 jaar oud;Particulier;2022;15.0;14.3;0.7;16.7;14.3;2.5;9141;7797;1344;1830
623;LPG;Voertuig 0 jaar oud;Particulier;2023;13.1;12.4;0.7;14.6;12.4;2.2;8478;7209;1269;1718
624;LPG;Voertuig 0 jaar oud;Bedrijf;2018;3.2;3.0;0.2;3.5;3.0;0.5;17049;14703;2345;206
625;LPG;Voertuig 0 jaar oud;Bedrijf;2019;2.9;2.7;0.1;3.2;2.7;0.5;21683;18510;3173;148
626;LPG;Voertuig 0 jaar oud;Bedrijf;2020;3.2;3.0;0.1;3.4;3.0;0.4;7532;6681;851;456
627;LPG;Voertuig 0 jaar oud;Bedrijf;2021;5.3;5.1;0.2;5.8;5.1;0.6;11429;10154;1276;507
628;LPG;Voertuig 0 jaar oud;Bedrijf;2022;5.0;4.7;0.2;5.5;4.7;0.8;11977;10215;1761;463
629;LPG;Voertuig 0 jaar oud;Bedrijf;2023;9.0;8.5;0.5;10.0;8.5;1.5;15467;13152;2314;646
630;LPG;Voertuig 1 jaar oud;Totaal;2018;28.9;27.4;1.5;31.8;27.4;4.4;23888;20602;3286;1332
631;LPG;Voertuig 1 jaar oud;Totaal;2019;24.1;22.9;1.2;26.8;22.9;3.9;24926;21279;3647;1075
632;LPG;Voertuig 1 jaar oud;Totaal;2020;10.7;10.3;0.4;11.6;10.3;1.3;20723;18381;2342;562
633;LPG;Voertuig 1 jaar oud;Totaal;2021;34.1;32.9;1.2;37.1;32.9;4.1;18073;16056;2017;2051
634;LPG;Voertuig 1 jaar oud;Totaal;2022;42.5;40.5;2.0;47.4;40.5;7.0;20290;17307;2984;2338
635;LPG;Voertuig 1 jaar oud;Totaal;2023;44.5;42.2;2.3;49.6;42.2;7.4;20960;17824;3136;2368
636;LPG;Voertuig 1 jaar oud;Particulier;2018;25.7;24.4;1.3;28.3;24.4;3.9;23159;19974;3186;1221
637;LPG;Voertuig 1 jaar oud;Particulier;2019;19.7;18.7;1.0;21.9;18.7;3.2;23378;19957;3421;937
638;LPG;Voertuig 1 jaar oud;Particulier;2020;7.0;6.8;0.3;7.6;6.8;0.9;18121;16073;2048;422
639;LPG;Voertuig 1 jaar oud;Particulier;2021;26.9;25.9;0.9;29.2;25.9;3.3;16837;14957;1879;1735
640;LPG;Voertuig 1 jaar oud;Particulier;2022;31.8;30.3;1.5;35.5;30.3;5.2;18429;15719;2710;1926
641;LPG;Voertuig 1 jaar oud;Particulier;2023;33.4;31.7;1.7;37.3;31.7;5.6;19137;16273;2863;1948
642;LPG;Voertuig 1 jaar oud;Bedrijf;2018;3.2;3.1;0.2;3.6;3.1;0.5;31869;27486;4384;111
643;LPG;Voertuig 1 jaar oud;Bedrijf;2019;4.4;4.2;0.2;4.9;4.2;0.7;35410;30229;5181;138
644;LPG;Voertuig 1 jaar oud;Bedrijf;2020;3.7;3.5;0.1;4.0;3.5;0.5;28582;25353;3230;140
645;LPG;Voertuig 1 jaar oud;Bedrijf;2021;7.2;7.0;0.2;7.9;7.0;0.9;24865;22089;2775;316
646;LPG;Voertuig 1 jaar oud;Bedrijf;2022;10.7;10.2;0.5;11.9;10.2;1.8;29004;24739;4265;412
647;LPG;Voertuig 1 jaar oud;Bedrijf;2023;11.1;10.5;0.6;12.4;10.5;1.8;29420;25018;4402;420
648;LPG;Voertuig 2 jaar oud;Totaal;2018;21.7;20.6;1.1;23.9;20.6;3.3;22801;19664;3136;1050
649;LPG;Voertuig 2 jaar oud;Totaal;2019;28.6;27.2;1.5;31.8;27.2;4.7;23652;20191;3461;1345
650;LPG;Voertuig 2 jaar oud;Totaal;2020;20.7;20.0;0.8;22.5;20.0;2.5;20765;18419;2346;1085
651;LPG;Voertuig 2 jaar oud;Totaal;2021;11.5;11.1;0.4;12.5;11.1;1.4;20435;18154;2281;613
652;LPG;Voertuig 2 jaar oud;Totaal;2022;36.3;34.5;1.7;40.5;34.5;6.0;19783;16874;2909;2047
653;LPG;Voertuig 2 jaar oud;Totaal;2023;44.2;42.0;2.3;49.4;42.0;7.4;20352;17307;3045;2425
654;LPG;Voertuig 2 jaar oud;Particulier;2018;19.7;18.7;1.0;21.7;18.7;3.0;22445;19357;3087;966
655;LPG;Voertuig 2 jaar oud;Particulier;2019;26.0;24.7;1.3;28.9;24.7;4.2;23021;19652;3368;1257
656;LPG;Voertuig 2 jaar oud;Particulier;2020;17.2;16.6;0.6;18.7;16.6;2.1;19518;17313;2205;960
657;LPG;Voertuig 2 jaar oud;Particulier;2021;8.4;8.1;0.3;9.1;8.1;1.0;18910;16799;2111;483
658;LPG;Voertuig 2 jaar oud;Particulier;2022;29.1;27.7;1.4;32.5;27.7;4.8;18562;15832;2729;1751
659;LPG;Voertuig 2 jaar oud;Particulier;2023;34.4;32.7;1.8;38.4;32.7;5.7;18644;15854;2790;2060
660;LPG;Voertuig 2 jaar oud;Bedrijf;2018;2.0;1.9;0.1;2.2;1.9;0.3;26933;23228;3705;83
661;LPG;Voertuig 2 jaar oud;Bedrijf;2019;2.6;2.4;0.1;2.9;2.4;0.4;32698;27914;4784;88
662;LPG;Voertuig 2 jaar oud;Bedrijf;2020;3.5;3.4;0.1;3.8;3.4;0.4;30309;26884;3425;125
663;LPG;Voertuig 2 jaar oud;Bedrijf;2021;3.1;3.0;0.1;3.4;3.0;0.4;26112;23197;2915;130
664;LPG;Voertuig 2 jaar oud;Bedrijf;2022;7.2;6.8;0.3;8.0;6.8;1.2;27015;23042;3972;296
665;LPG;Voertuig 2 jaar oud;Bedrijf;2023;9.8;9.3;0.5;11.0;9.3;1.6;29987;25500;4487;365
666;LPG;Voertuig 3 jaar oud;Totaal;2018;11.7;11.1;0.6;12.9;11.1;1.8;21434;18486;2948;601
667;LPG;Voertuig 3 jaar oud;Totaal;2019;21.5;20.4;1.1;23.9;20.4;3.5;22275;19016;3259;1072
668;LPG;Voertuig 3 jaar oud;Totaal;2020;23.4;22.5;0.8;25.4;22.5;2.9;18544;16448;2095;1370
669;LPG;Voertuig 3 jaar oud;Totaal;2021;19.9;19.2;0.7;21.6;19.2;2.4;19073;16944;2129;1133
670;LPG;Voertuig 3 jaar oud;Totaal;2022;12.7;12.1;0.6;14.2;12.1;2.1;20687;17645;3042;686
671;LPG;Voertuig 3 jaar oud;Totaal;2023;37.2;35.3;1.9;41.5;35.3;6.2;19837;16869;2968;2092
672;LPG;Voertuig 3 jaar oud;Particulier;2018;10.4;9.8;0.5;11.4;9.8;1.6;20994;18106;2888;544
673;LPG;Voertuig 3 jaar oud;Particulier;2019;19.6;18.6;1.0;21.8;18.6;3.2;21924;18716;3208;994
674;LPG;Voertuig 3 jaar oud;Particulier;2020;21.3;20.5;0.8;23.1;20.5;2.6;18040;16002;2038;1280
675;LPG;Voertuig 3 jaar oud;Particulier;2021;17.2;16.6;0.6;18.7;16.6;2.1;18338;16291;2047;1021
676;LPG;Voertuig 3 jaar oud;Particulier;2022;9.5;9.1;0.5;10.6;9.1;1.6;19266;16433;2833;553
677;LPG;Voertuig 3 jaar oud;Particulier;2023;30.8;29.3;1.6;34.4;29.3;5.2;18743;15938;2805;1836
678;LPG;Voertuig 3 jaar oud;Bedrijf;2018;1.3;1.3;0.1;1.5;1.3;0.2;25578;22059;3518;58
679;LPG;Voertuig 3 jaar oud;Bedrijf;2019;1.9;1.8;0.1;2.1;1.8;0.3;26774;22856;3918;78
680;LPG;Voertuig 3 jaar oud;Bedrijf;2020;2.1;2.0;0.1;2.3;2.0;0.3;25735;22827;2908;90
681;LPG;Voertuig 3 jaar oud;Bedrijf;2021;2.6;2.6;0.1;2.9;2.6;0.3;25813;22931;2881;111
682;LPG;Voertuig 3 jaar oud;Bedrijf;2022;3.2;3.0;0.2;3.5;3.0;0.5;26562;22656;3906;134
683;LPG;Voertuig 3 jaar oud;Bedrijf;2023;6.3;6.0;0.3;7.1;6.0;1.1;27711;23564;4146;255
684;LPG;Voertuig 4 jaar oud;Totaal;2018;24.7;23.4;1.3;27.1;23.4;3.7;20524;17701;2823;1323
685;LPG;Voertuig 4 jaar oud;Totaal;2019;11.7;11.1;0.6;13.0;11.1;1.9;20898;17841;3058;620
686;LPG;Voertuig 4 jaar oud;Totaal;2020;17.6;16.9;0.6;19.1;16.9;2.2;17705;15705;2001;1079
687;LPG;Voertuig 4 jaar oud;Totaal;2021;22.9;22.1;0.8;24.9;22.1;2.8;17485;15534;1952;1426
688;LPG;Voertuig 4 jaar oud;Totaal;2022;22.3;21.2;1.1;24.9;21.2;3.7;20002;17061;2941;1243
689;LPG;Voertuig 4 jaar oud;Totaal;2023;13.2;12.5;0.7;14.7;12.5;2.2;19710;16760;2949;748
690;LPG;Voertuig 4 jaar oud;Particulier;2018;23.3;22.1;1.2;25.6;22.1;3.5;20427;17617;2810;1256
691;LPG;Voertuig 4 jaar oud;Particulier;2019;10.9;10.3;0.6;12.1;10.3;1.8;20887;17831;3056;580
692;LPG;Voertuig 4 jaar oud;Particulier;2020;16.2;15.6;0.6;17.6;15.6;2.0;17355;15394;1961;1016
693;LPG;Voertuig 4 jaar oud;Particulier;2021;21.4;20.7;0.7;23.3;20.7;2.6;17181;15263;1918;1356
694;LPG;Voertuig 4 jaar oud;Particulier;2022;19.6;18.6;0.9;21.9;18.6;3.2;19287;16451;2836;1133
695;LPG;Voertuig 4 jaar oud;Particulier;2023;10.4;9.9;0.5;11.6;9.9;1.7;18735;15932;2803;619
696;LPG;Voertuig 4 jaar oud;Bedrijf;2018;1.4;1.3;0.1;1.5;1.3;0.2;22348;19274;3074;67
697;LPG;Voertuig 4 jaar oud;Bedrijf;2019;0.8;0.7;0.0;0.9;0.7;0.1;21059;17977;3081;40
698;LPG;Voertuig 4 jaar oud;Bedrijf;2020;1.3;1.3;0.0;1.5;1.3;0.2;23390;20747;2643;63
699;LPG;Voertuig 4 jaar oud;Bedrijf;2021;1.5;1.5;0.1;1.6;1.5;0.2;23356;20749;2607;70
700;LPG;Voertuig 4 jaar oud;Bedrijf;2022;2.7;2.6;0.1;3.0;2.6;0.4;27393;23365;4028;110
701;LPG;Voertuig 4 jaar oud;Bedrijf;2023;2.8;2.7;0.1;3.2;2.7;0.5;24367;20721;3646;129
702;LPG;Voertuig 5 jaar oud;Totaal;2018;39.3;37.3;2.0;43.3;37.3;6.0;18665;16097;2567;2319
703;LPG;Voertuig 5 jaar oud;Totaal;2019;24.2;23.0;1.2;26.9;23.0;3.9;19815;16916;2899;1360
704;LPG;Voertuig 5 jaar oud;Totaal;2020;10.1;9.8;0.4;11.0;9.8;1.2;17105;15172;1933;643
705;LPG;Voertuig 5 jaar oud;Totaal;2021;18.5;17.9;0.6;20.1;17.9;2.2;17840;15848;1991;1128
706;LPG;Voertuig 5 jaar oud;Totaal;2022;25.8;24.6;1.2;28.8;24.6;4.2;19098;16290;2808;1509
707;LPG;Voertuig 5 jaar oud;Totaal;2023;23.7;22.5;1.2;26.4;22.5;4.0;20021;17026;2996;1319
708;LPG;Voertuig 5 jaar oud;Particulier;2018;37.5;35.6;1.9;41.3;35.6;5.7;18476;15934;2541;2233
709;LPG;Voertuig 5 jaar oud;Particulier;2019;23.4;22.2;1.2;26.0;22.2;3.8;19885;16975;2910;1308
710;LPG;Voertuig 5 jaar oud;Particulier;2020;9.6;9.3;0.4;10.5;9.3;1.2;17060;15132;1928;614
711;LPG;Voertuig 5 jaar oud;Particulier;2021;17.6;17.0;0.6;19.1;17.0;2.1;17701;15725;1976;1080
712;LPG;Voertuig 5 jaar oud;Particulier;2022;24.6;23.4;1.2;27.4;23.4;4.0;18921;16139;2782;1451
713;LPG;Voertuig 5 jaar oud;Particulier;2023;21.3;20.2;1.1;23.7;20.2;3.6;19480;16565;2915;1218
714;LPG;Voertuig 5 jaar oud;Bedrijf;2018;1.8;1.7;0.1;2.0;1.7;0.3;23580;20336;3244;86
715;LPG;Voertuig 5 jaar oud;Bedrijf;2019;0.9;0.8;0.0;0.9;0.8;0.1;18078;15433;2645;52
716;LPG;Voertuig 5 jaar oud;Bedrijf;2020;0.5;0.5;0.0;0.5;0.5;0.1;18063;16022;2041;29
717;LPG;Voertuig 5 jaar oud;Bedrijf;2021;0.9;0.9;0.0;1.0;0.9;0.1;20954;18615;2339;48
718;LPG;Voertuig 5 jaar oud;Bedrijf;2022;1.2;1.2;0.1;1.4;1.2;0.2;23485;20032;3453;58
719;LPG;Voertuig 5 jaar oud;Bedrijf;2023;2.4;2.3;0.1;2.7;2.3;0.4;26581;22604;3977;101
720;LPG;Voertuig 6 jaar oud;Totaal;2018;141.3;134.1;7.2;155.5;134.1;21.4;17035;14692;2343;9130
721;LPG;Voertuig 6 jaar oud;Totaal;2019;38.9;36.9;2.0;43.2;36.9;6.3;18496;15790;2706;2337
722;LPG;Voertuig 6 jaar oud;Totaal;2020;20.5;19.8;0.7;22.3;19.8;2.5;16387;14535;1852;1360
723;LPG;Voertuig 6 jaar oud;Totaal;2021;10.8;10.4;0.4;11.7;10.4;1.3;16997;15100;1897;690
724;LPG;Voertuig 6 jaar oud;Totaal;2022;20.2;19.3;1.0;22.6;19.3;3.3;19163;16346;2818;1179
725;LPG;Voertuig 6 jaar oud;Totaal;2023;26.5;25.1;1.4;29.6;25.1;4.4;19069;16216;2853;1550
726;LPG;Voertuig 6 jaar oud;Particulier;2018;138.0;131.0;7.0;151.9;131.0;20.9;17046;14701;2345;8909
727;LPG;Voertuig 6 jaar oud;Particulier;2019;37.9;36.0;1.9;42.2;36.0;6.2;18396;15704;2692;2291
728;LPG;Voertuig 6 jaar oud;Particulier;2020;19.8;19.1;0.7;21.5;19.1;2.4;16275;14436;1839;1324
729;LPG;Voertuig 6 jaar oud;Particulier;2021;10.4;10.1;0.4;11.3;10.1;1.3;16986;15090;1896;667
730;LPG;Voertuig 6 jaar oud;Particulier;2022;19.5;18.5;0.9;21.7;18.5;3.2;19069;16265;2804;1140
731;LPG;Voertuig 6 jaar oud;Particulier;2023;25.6;24.3;1.3;28.6;24.3;4.3;18988;16147;2841;1507
732;LPG;Voertuig 6 jaar oud;Bedrijf;2018;3.3;3.2;0.2;3.7;3.2;0.5;16597;14314;2283;221
733;LPG;Voertuig 6 jaar oud;Bedrijf;2019;1.0;0.9;0.0;1.1;0.9;0.2;23541;20097;3445;46
734;LPG;Voertuig 6 jaar oud;Bedrijf;2020;0.7;0.7;0.0;0.7;0.7;0.1;20537;18216;2321;36
735;LPG;Voertuig 6 jaar oud;Bedrijf;2021;0.4;0.3;0.0;0.4;0.3;0.0;17311;15379;1932;23
736;LPG;Voertuig 6 jaar oud;Bedrijf;2022;0.8;0.7;0.0;0.9;0.7;0.1;21927;18703;3224;39
737;LPG;Voertuig 6 jaar oud;Bedrijf;2023;0.8;0.8;0.0;0.9;0.8;0.1;21919;18639;3280;43
738;LPG;Voertuig 7 jaar oud;Totaal;2018;121.5;115.3;6.2;133.7;115.3;18.4;16527;14253;2273;8090
739;LPG;Voertuig 7 jaar oud;Totaal;2019;136.1;129.1;7.0;151.3;129.1;22.1;16694;14251;2443;9061
740;LPG;Voertuig 7 jaar oud;Totaal;2020;32.6;31.4;1.2;35.4;31.4;4.0;15129;13419;1710;2342
741;LPG;Voertuig 7 jaar oud;Totaal;2021;21.3;20.6;0.7;23.2;20.6;2.6;16631;14775;1856;1395
742;LPG;Voertuig 7 jaar oud;Totaal;2022;12.5;11.9;0.6;14.0;11.9;2.1;18498;15778;2720;756
743;LPG;Voertuig 7 jaar oud;Totaal;2023;20.5;19.4;1.0;22.8;19.4;3.4;18829;16012;2818;1212
744;LPG;Voertuig 7 jaar oud;Particulier;2018;119.2;113.2;6.1;131.2;113.2;18.1;16500;14230;2270;7954
745;LPG;Voertuig 7 jaar oud;Particulier;2019;133.7;126.8;6.9;148.6;126.8;21.7;16718;14272;2446;8888
746;LPG;Voertuig 7 jaar oud;Particulier;2020;32.0;30.8;1.2;34.7;30.8;3.9;15046;13346;1700;2308
747;LPG;Voertuig 7 jaar oud;Particulier;2021;20.9;20.2;0.7;22.7;20.2;2.5;16630;14773;1856;1367
748;LPG;Voertuig 7 jaar oud;Particulier;2022;12.2;11.6;0.6;13.6;11.6;2.0;18511;15790;2722;734
749;LPG;Voertuig 7 jaar oud;Particulier;2023;19.8;18.8;1.0;22.1;18.8;3.3;18765;15957;2808;1178
750;LPG;Voertuig 7 jaar oud;Bedrijf;2018;2.2;2.1;0.1;2.5;2.1;0.3;18110;15619;2491;136
751;LPG;Voertuig 7 jaar oud;Bedrijf;2019;2.4;2.3;0.1;2.7;2.3;0.4;15473;13209;2264;173
752;LPG;Voertuig 7 jaar oud;Bedrijf;2020;0.7;0.6;0.0;0.7;0.6;0.1;20718;18377;2341;34
753;LPG;Voertuig 7 jaar oud;Bedrijf;2021;0.4;0.4;0.0;0.5;0.4;0.1;16716;14850;1866;28
754;LPG;Voertuig 7 jaar oud;Bedrijf;2022;0.4;0.3;0.0;0.4;0.3;0.1;18035;15383;2652;22
755;LPG;Voertuig 7 jaar oud;Bedrijf;2023;0.6;0.6;0.0;0.7;0.6;0.1;21060;17909;3151;34
756;LPG;Voertuig 8 jaar oud;Totaal;2018;79.8;75.8;4.1;87.9;75.8;12.1;17973;15501;2472;4888
757;LPG;Voertuig 8 jaar oud;Totaal;2019;116.8;110.8;6.0;129.8;110.8;19.0;16233;13858;2375;7993
758;LPG;Voertuig 8 jaar oud;Totaal;2020;112.4;108.3;4.1;122.1;108.3;13.8;13620;12081;1539;8964
759;LPG;Voertuig 8 jaar oud;Totaal;2021;33.1;32.0;1.1;36.0;32.0;4.0;15285;13579;1706;2356
760;LPG;Voertuig 8 jaar oud;Totaal;2022;22.8;21.7;1.1;25.5;21.7;3.7;17765;15153;2612;1434
761;LPG;Voertuig 8 jaar oud;Totaal;2023;13.3;12.6;0.7;14.8;12.6;2.2;18530;15757;2773;798
762;LPG;Voertuig 8 jaar oud;Particulier;2018;78.7;74.7;4.0;86.6;74.7;11.9;18003;15527;2476;4811
763;LPG;Voertuig 8 jaar oud;Particulier;2019;115.1;109.2;5.9;127.9;109.2;18.7;16228;13853;2374;7882
764;LPG;Voertuig 8 jaar oud;Particulier;2020;110.5;106.5;4.0;120.1;106.5;13.6;13618;12079;1539;8816
765;LPG;Voertuig 8 jaar oud;Particulier;2021;32.6;31.5;1.1;35.5;31.5;4.0;15239;13538;1701;2327
766;LPG;Voertuig 8 jaar oud;Particulier;2022;22.5;21.4;1.1;25.1;21.4;3.7;17802;15184;2618;1409
767;LPG;Voertuig 8 jaar oud;Particulier;2023;12.8;12.2;0.7;14.3;12.2;2.1;18412;15657;2755;777
768;LPG;Voertuig 8 jaar oud;Bedrijf;2018;1.1;1.1;0.1;1.2;1.1;0.2;16102;13887;2215;77
769;LPG;Voertuig 8 jaar oud;Bedrijf;2019;1.7;1.6;0.1;1.8;1.6;0.3;16628;14195;2433;111
770;LPG;Voertuig 8 jaar oud;Bedrijf;2020;1.9;1.8;0.1;2.0;1.8;0.2;13721;12170;1550;148
771;LPG;Voertuig 8 jaar oud;Bedrijf;2021;0.5;0.5;0.0;0.5;0.5;0.1;19008;16886;2122;29
772;LPG;Voertuig 8 jaar oud;Bedrijf;2022;0.3;0.3;0.0;0.4;0.3;0.1;15645;13345;2300;25
773;LPG;Voertuig 8 jaar oud;Bedrijf;2023;0.4;0.4;0.0;0.5;0.4;0.1;22933;19501;3432;21
774;LPG;Voertuig 9 jaar of ouder;Totaal;2018;1397.1;1326.1;70.9;1537.6;1326.1;211.5;14893;12845;2049;103243
775;LPG;Voertuig 9 jaar of ouder;Totaal;2019;1241.9;1178.2;63.7;1380.1;1178.2;201.9;14373;12270;2103;96024
776;LPG;Voertuig 9 jaar of ouder;Totaal;2020;1001.6;965.2;36.4;1088.1;965.2;123.0;11692;10371;1321;93065
777;LPG;Voertuig 9 jaar of ouder;Totaal;2021;1054.2;1018.0;36.2;1145.9;1018.0;127.9;12225;10860;1365;93736
778;LPG;Voertuig 9 jaar of ouder;Totaal;2022;1026.2;977.0;49.1;1145.5;977.0;168.4;12823;10938;1886;89327
779;LPG;Voertuig 9 jaar of ouder;Totaal;2023;980.7;930.5;50.2;1094.2;930.5;163.7;12744;10837;1907;85864
780;LPG;Voertuig 9 jaar of ouder;Particulier;2018;1356.0;1287.1;68.9;1492.4;1287.1;205.3;14818;12780;2038;100714
781;LPG;Voertuig 9 jaar of ouder;Particulier;2019;1204.1;1142.4;61.7;1338.2;1142.4;195.8;14300;12208;2092;93579
782;LPG;Voertuig 9 jaar of ouder;Particulier;2020;969.8;934.5;35.2;1053.6;934.5;119.0;11620;10307;1313;90672
783;LPG;Voertuig 9 jaar of ouder;Particulier;2021;1020.6;985.5;35.1;1109.4;985.5;123.8;12151;10794;1356;91300
784;LPG;Voertuig 9 jaar of ouder;Particulier;2022;989.6;942.2;47.4;1104.6;942.2;162.4;12729;10857;1872;86779
785;LPG;Voertuig 9 jaar of ouder;Particulier;2023;944.1;895.8;48.3;1053.4;895.8;157.6;12642;10750;1892;83329
786;LPG;Voertuig 9 jaar of ouder;Bedrijf;2018;41.1;39.0;2.1;45.2;39.0;6.2;17877;15418;2459;2529
787;LPG;Voertuig 9 jaar of ouder;Bedrijf;2019;37.7;35.8;1.9;41.9;35.8;6.1;17150;14640;2509;2445
788;LPG;Voertuig 9 jaar of ouder;Bedrijf;2020;31.8;30.7;1.2;34.6;30.7;3.9;14441;12809;1632;2393
789;LPG;Voertuig 9 jaar of ouder;Bedrijf;2021;33.6;32.5;1.2;36.5;32.5;4.1;14998;13324;1674;2436
790;LPG;Voertuig 9 jaar of ouder;Bedrijf;2022;36.6;34.8;1.8;40.9;34.8;6.0;16034;13677;2358;2548
791;LPG;Voertuig 9 jaar of ouder;Bedrijf;2023;36.6;34.7;1.9;40.8;34.7;6.1;16094;13686;2408;2535
