ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;TotaalBevolkingsgroep_1;k_0Tot5_2;k_5Tot15_3;k_15Tot50_4;MeerDan50_5;Eenpersoonshuishouden_6;PaarZonderKinderen_7;PaarMetKinderen_8;Eenouderhuishouden_9;InstitutioneelHuishouden_10;OverigeTypenHuishouden_11;OnbekendTypeHuishouden_12;HeeftGeenWerk_13;HeeftWelWerk_14;HeeftGeenUitkering_15;HeeftWelUitkering_16;TotaalBevolkingsgroep_17;k_0Tot5_18;k_5Tot15_19;k_15Tot50_20;MeerDan50_21;Eenpersoonshuishouden_22;PaarZonderKinderen_23;PaarMetKinderen_24;Eenouderhuishouden_25;InstitutioneelHuishouden_26;OverigeTypenHuishouden_27;OnbekendTypeHuishouden_28;HeeftGeenWerk_29;HeeftWelWerk_30;HeeftGeenUitkering_31;HeeftWelUitkering_32
2377;Dominicaanse Republiek;45 tot 80 jaar;Totaal mannen en vrouwen;2000;;;;;;;;;;;;;;;;;1.1;;3.6;;;3.0;;;;;;;1.5;;;1.9
2378;Dominicaanse Republiek;45 tot 80 jaar;Totaal mannen en vrouwen;2001;1.7;;;;;2.4;;;;;;;1.6;;;1.9;3.6;;7.0;2.0;4.4;4.3;;4.5;;;15.5;;1.8;7.2;5.0;2.2
2379;Dominicaanse Republiek;45 tot 80 jaar;Totaal mannen en vrouwen;2002;1.7;;;2.5;;;;;;;;;1.6;;;1.9;4.6;;;8.0;3.6;6.1;;5.9;2.7;;;22.5;3.9;6.0;5.1;4.1
2380;Dominicaanse Republiek;45 tot 80 jaar;Totaal mannen en vrouwen;2003;1.6;;;;2.8;;;;;;;;1.5;;;1.9;3.8;;3.0;1.7;7.4;1.8;2.8;5.6;5.4;25.0;;;4.0;3.3;3.1;4.3
2381;Dominicaanse Republiek;45 tot 80 jaar;Totaal mannen en vrouwen;2004;1.9;;;;2.8;;;;3.3;;;;2.0;;1.8;2.1;3.3;;10.8;1.8;2.5;1.7;2.7;2.4;2.5;;8.3;26.1;3.4;3.1;3.1;3.6
2382;Dominicaanse Republiek;45 tot 80 jaar;Totaal mannen en vrouwen;2005;2.4;;;2.3;2.7;1.9;;;3.5;;;;2.6;;1.7;3.0;3.5;;3.4;3.1;4.3;1.2;4.3;5.3;2.9;28.3;;;3.2;4.2;2.9;4.1
2383;Dominicaanse Republiek;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;2.1;;;;;;;;;;;;;;;;3.2;;;;;;;;;;;;;;;
2384;Dominicaanse Republiek;45 tot 80 jaar;Mannen;1999;;;;;;;;;;;;;;;;;1.6;;8.3;;;4.8;;;;;;;3.6;;;3.8
2385;Dominicaanse Republiek;45 tot 80 jaar;Mannen;2000;;;;;;;;;;;;;;;;;1.4;;7.1;;;5.6;;;;;;;2.6;;;2.9
2386;Dominicaanse Republiek;45 tot 80 jaar;Mannen;2001;;;;;;;;;;;;;;;;;6.0;;13.3;2.6;7.1;7.1;;6.3;;;33.3;;2.2;10.5;8.7;2.6
2387;Dominicaanse Republiek;45 tot 80 jaar;Mannen;2002;;;;;;;;;;;;;;;;;8.3;;;15.0;6.1;13.3;;8.1;;;;50.0;8.0;8.7;8.8;7.7
2388;Dominicaanse Republiek;45 tot 80 jaar;Mannen;2003;;;;;;;;;;;;;;;;;6.5;;5.6;2.3;12.5;2.9;5.6;7.5;16.7;25.0;;;8.1;4.3;5.3;7.8
2389;Dominicaanse Republiek;45 tot 80 jaar;Mannen;2004;;;;;;;;;;;;;;;;;5.1;;22.2;2.1;2.2;2.9;5.3;2.4;;;14.3;50.0;5.7;4.2;4.3;6.1
2390;Dominicaanse Republiek;45 tot 80 jaar;Mannen;2005;;;;;;;;;;;;;;;;;4.9;;5.6;4.0;6.1;;7.4;7.0;;33.3;;;4.2;5.8;4.2;5.8
2391;Dominicaanse Republiek;45 tot 80 jaar;Mannen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2392;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;1999;1.5;;;;;;;;;;;;1.6;;;;1.5;;;;;;;;;;;;1.6;;;1.6
2393;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;0.9;;;;;;;;;;;;;;;
2394;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;2001;1.3;;;;;;;;;;;;1.5;;;1.8;1.3;;;;;2.0;;;;;;;1.5;;;1.8
2395;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;2002;1.1;;;;;;;;;;;;1.3;;;;1.1;;;;;;;;3.4;;;;1.3;;;1.5
2396;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;2003;1.1;;;;;;;;;;;;1.0;;;1.5;1.1;;;;;;;;;;;;1.0;;;1.5
2397;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;2004;1.6;;;;2.9;;;;3.4;;;;1.7;;;1.8;1.6;;;1.5;2.9;;;;3.4;;;;1.7;;1.5;1.8
2398;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;2005;2.2;;;2.2;2.4;2.0;;;3.6;;;;2.4;;;2.9;2.2;;;2.2;2.4;2.0;;;3.6;;;;2.4;;1.4;2.9
2399;Dominicaanse Republiek;45 tot 80 jaar;Vrouwen;2006*;1.9;;;;;;;;;;;;;;;;1.9;;;;;;;;;;;;;;;
2400;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;1999;4.7;2.7;3.7;4.8;6.3;7.0;2.2;3.1;4.7;24.4;8.1;5.2;4.8;4.4;4.2;5.6;5.1;2.3;5.4;4.8;6.1;7.2;2.3;3.1;4.9;15.6;11.6;5.8;5.4;4.6;4.6;5.9
2401;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;2000;4.2;2.4;3.3;4.0;5.8;6.6;2.3;2.9;3.5;23.0;6.1;5.6;4.0;4.5;4.1;4.4;4.2;2.8;4.2;3.3;5.9;6.7;2.1;2.6;3.4;16.5;6.6;;4.2;4.2;3.9;4.7
2402;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;2001;4.6;2.6;4.3;4.6;5.5;6.5;3.0;3.3;4.5;;7.1;4.5;5.0;3.8;4.4;4.9;5.3;2.8;6.2;4.5;6.5;6.9;2.9;4.5;4.1;14.6;11.6;4.9;4.9;6.0;5.8;4.5
2403;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;2002;5.0;2.7;4.3;4.9;6.5;6.3;2.4;3.9;5.5;19.6;7.4;6.6;5.7;3.7;5.1;4.8;6.2;2.9;3.7;7.4;7.1;8.4;2.2;5.7;5.4;11.4;7.8;11.7;6.5;5.6;6.5;5.6
2404;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;2003;5.7;3.4;5.0;5.3;7.6;7.3;2.9;4.5;6.1;23.3;6.2;6.8;6.0;5.0;5.6;5.9;6.3;3.1;5.5;5.3;9.2;6.8;3.7;6.1;6.6;23.8;4.9;7.4;6.8;5.4;6.2;6.5
2405;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;2004;6.7;4.6;6.3;7.1;7.2;9.0;3.6;4.8;6.8;22.1;9.6;10.2;7.5;4.8;6.6;6.9;6.6;4.5;9.7;6.2;6.0;7.5;4.5;4.5;6.2;16.4;10.9;19.1;7.4;5.2;6.5;6.8
2406;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;2005;6.1;3.8;5.7;6.6;6.5;7.2;3.2;4.6;6.7;16.4;6.8;12.7;6.9;4.2;5.6;7.2;6.1;3.4;6.0;6.3;6.7;5.9;4.6;5.6;6.5;21.8;5.4;11.5;6.7;4.9;5.6;7.0
2407;Dominicaanse Republiek;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;6.0;;;;;;;;;;;;;;;;6.0;;;;;;;;;;;;;;;
2408;Dominicaanse Republiek;12 tot 80 jaar;Mannen;1999;12.0;7.9;11.1;12.6;12.9;15.0;9.0;7.9;11.9;33.3;15.9;;13.6;10.1;10.3;17.9;8.3;;9.8;8.0;8.7;11.1;4.9;4.4;11.2;;18.3;;10.7;6.2;7.1;10.7
2409;Dominicaanse Republiek;12 tot 80 jaar;Mannen;2000;11.5;9.7;8.6;11.2;14.4;14.4;10.1;7.4;10.7;29.7;17.3;;12.0;10.9;10.3;16.5;7.3;7.4;7.6;5.5;9.3;11.1;3.9;3.7;8.4;16.4;11.6;;8.5;5.9;6.5;8.7
2410;Dominicaanse Republiek;12 tot 80 jaar;Mannen;2001;10.7;9.7;10.8;11.0;10.7;12.7;11.2;7.4;11.7;;11.8;;12.6;8.4;10.3;12.9;8.7;7.2;11.2;7.0;9.8;10.5;5.4;6.8;8.5;;17.6;;8.6;8.9;9.6;6.9
2411;Dominicaanse Republiek;12 tot 80 jaar;Mannen;2002;12.4;10.2;10.9;11.5;15.3;14.9;9.0;10.1;12.5;26.3;13.5;13.1;15.0;8.7;12.0;14.8;10.7;6.5;6.0;12.8;11.6;14.4;4.0;9.1;9.8;12.4;13.2;20.6;12.6;8.5;10.9;10.4
2412;Dominicaanse Republiek;12 tot 80 jaar;Mannen;2003;13.0;7.9;12.0;12.9;15.4;16.4;8.2;10.2;12.8;26.8;12.0;16.8;14.6;10.4;12.2;16.7;10.5;5.3;9.5;8.9;14.1;11.1;6.8;9.3;13.5;24.6;7.9;12.6;12.5;7.7;10.1;11.4
2413;Dominicaanse Republiek;12 tot 80 jaar;Mannen;2004;14.9;11.3;15.4;15.4;15.1;19.2;13.1;9.6;14.7;25.0;19.2;18.0;16.7;11.6;13.9;19.8;10.6;8.6;18.0;9.6;8.2;12.0;8.7;6.0;10.9;15.5;16.3;31.4;12.5;7.7;10.0;11.8
2414;Dominicaanse Republiek;12 tot 80 jaar;Mannen;2005;13.4;9.8;13.3;13.6;14.1;15.0;9.5;9.5;14.9;22.0;12.0;25.5;16.3;8.0;11.8;20.1;9.5;6.0;10.1;9.3;10.2;8.9;8.0;8.1;12.5;25.6;7.2;16.2;11.4;6.8;8.7;11.3
2415;Dominicaanse Republiek;12 tot 80 jaar;Mannen;2006*;13.2;;;;;;;;;;;;;;;;9.4;;;;;;;;;;;;;;;
2416;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;1999;2.0;;;1.9;3.4;2.5;;1.2;3.0;;;;2.5;;1.5;2.9;1.9;;;1.6;3.1;2.2;;;2.6;;;;2.2;;1.5;2.3
2417;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;2000;1.3;;1.4;1.1;1.9;2.0;;0.9;1.5;;;;1.6;;1.0;1.8;1.2;;;1.0;2.0;1.7;;;;;;;1.3;;0.9;1.6
2418;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;2001;2.1;;1.8;2.0;3.2;3.0;;1.5;2.7;;;;2.6;1.1;1.5;3.4;1.9;;1.7;1.8;2.7;2.5;;;2.3;;;;2.2;;1.3;2.7
2419;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;2002;2.0;;1.7;2.2;2.4;1.4;;1.0;3.5;;;;2.4;1.0;1.4;3.0;1.7;;;2.0;2.0;;;;3.4;;;;2.0;;1.2;2.3
2420;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;2003;2.6;2.1;2.1;2.2;3.9;2.1;1.6;1.9;4.1;;;;2.8;2.0;2.0;3.6;2.2;;1.7;1.8;3.2;1.5;;1.7;3.8;;;;2.3;1.9;1.8;2.7
2421;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;2004;3.2;2.3;2.1;3.5;3.8;2.9;;2.6;4.4;;;;3.9;1.2;2.6;4.1;2.7;;1.7;2.8;3.5;1.9;;2.5;4.1;;;;3.2;1.2;2.4;3.2
2422;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;2005;2.9;1.8;2.3;3.4;3.0;2.7;1.4;2.3;4.2;;;;3.2;2.0;2.1;4.2;2.7;;2.2;3.1;2.8;2.4;;2.0;4.1;;;;3.0;1.8;2.0;3.7
2423;Dominicaanse Republiek;12 tot 80 jaar;Vrouwen;2006*;2.8;;;;;;;;;;;;;;;;2.5;;;;;;;;;;;;;;;
2424;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;1999;6.8;5.4;5.8;7.1;7.9;10.9;;4.0;6.9;;;;7.3;5.6;5.9;11.4;7.2;;6.4;7.5;8.1;11.4;;4.2;7.2;;;;7.6;6.1;6.2;12.1
2425;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;2000;7.1;5.1;6.5;7.8;7.4;10.3;;4.8;6.2;;;;6.7;7.9;6.9;7.7;7.6;;6.7;8.3;8.0;11.1;;5.1;6.6;;;;7.1;8.6;7.4;8.5
2426;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;2001;7.0;5.4;8.1;7.0;6.8;9.8;7.5;4.5;7.4;;14.1;;7.3;6.5;6.6;9.4;7.3;;8.4;7.5;6.9;10.2;;4.8;7.7;;;;7.5;7.0;7.0;9.7
2427;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;2002;7.4;4.9;8.5;7.1;8.2;8.9;;6.1;7.3;;;9.2;8.2;5.6;7.3;8.3;7.8;;8.9;7.5;8.6;9.4;;6.4;7.6;;;;8.5;6.0;7.6;9.0
2428;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;2003;7.6;5.1;8.0;6.5;10.3;9.6;;6.0;8.0;;;;7.8;7.2;7.7;7.3;7.9;;8.2;6.9;10.7;10.1;;6.1;8.3;;;;8.1;7.5;8.0;7.9
2429;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;2004;9.9;5.6;10.2;10.5;10.8;15.1;;6.4;9.8;;15.6;12.2;10.1;9.4;9.5;13.3;10.2;;10.5;10.8;11.1;15.7;;6.5;9.9;;;;10.3;9.8;9.7;13.8
2430;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;2005;9.0;7.0;9.7;9.1;9.0;9.6;;6.1;9.8;22.7;;16.4;9.9;6.1;8.1;15.3;9.2;7.2;10.1;9.3;9.3;10.0;;6.4;9.9;;;17.1;10.2;6.3;8.3;16.0
2431;Dominicaanse Republiek;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;8.3;;;;;;;;;;;;;;;;8.6;;;;;;;;;;;;;;;
2432;Dominicaanse Republiek;12 tot 25 jaar;Mannen;1999;11.0;;12.1;11.8;9.6;14.9;;7.2;11.0;;;;11.8;9.4;9.6;19.4;11.0;;12.1;11.8;9.6;14.9;;7.2;11.0;;;;11.9;9.4;9.6;19.4
2433;Dominicaanse Republiek;12 tot 25 jaar;Mannen;2000;12.4;9.4;9.9;13.8;13.8;16.0;;8.3;10.9;;;;11.3;14.6;11.8;18.1;12.6;;10.0;13.9;14.1;16.0;;8.5;11.0;;;;11.7;14.5;12.0;
2434;Dominicaanse Republiek;12 tot 25 jaar;Mannen;2001;11.1;10.1;12.6;12.4;8.2;12.4;;7.8;12.5;;;;11.6;10.1;10.9;12.8;11.2;;12.6;12.5;8.3;12.4;;7.9;12.5;;;;11.8;10.1;11.0;
2435;Dominicaanse Republiek;12 tot 25 jaar;Mannen;2002;12.7;9.6;13.2;12.2;14.4;13.8;;10.5;12.7;;;;14.1;9.8;12.2;18.8;12.8;;13.2;12.3;14.6;13.7;;10.6;13.0;;;;14.2;9.8;12.3;
2436;Dominicaanse Republiek;12 tot 25 jaar;Mannen;2003;12.3;;12.3;11.8;15.2;14.4;;8.9;12.9;;;;12.8;11.0;11.9;16.9;12.4;;12.3;11.9;15.2;14.4;;9.0;13.1;;;;13.0;10.9;12.0;
2437;Dominicaanse Republiek;12 tot 25 jaar;Mannen;2004;16.1;8.7;15.2;17.2;18.3;23.5;;10.8;15.2;;23.6;;16.0;16.3;15.5;22.7;16.2;;15.4;17.5;18.3;23.4;;10.9;15.3;;;;16.2;16.3;15.6;22.8
2438;Dominicaanse Republiek;12 tot 25 jaar;Mannen;2005;14.5;11.9;15.2;14.4;15.1;15.4;;10.5;14.8;;;28.3;16.1;9.6;13.1;27.7;14.7;;15.6;14.4;15.3;15.5;;10.9;14.9;;;28.9;16.5;9.6;13.2;27.9
2439;Dominicaanse Republiek;12 tot 25 jaar;Mannen;2006*;13.7;;;;;;;;;;;;;;;;13.9;;;;;;;;;;;;;;;
2440;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;1999;3.2;;;3.0;6.4;;;;3.9;;;;3.8;;2.4;6.5;3.2;;;;;;;;;;;;3.8;;;
2441;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;2000;2.3;;;;;;;;;;;;2.9;;2.0;;2.3;;;;;;;;;;;;2.8;;;
2442;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;2001;3.5;;;2.5;5.7;6.5;;;4.0;;;;3.9;;2.4;8.1;3.4;;;;;;;;;;;;3.7;;2.4;
2443;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;2002;2.6;;;2.7;;;;;3.1;;;;3.1;;2.3;;2.6;;;;;;;;;;;;3.1;;2.3;
2444;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;2003;3.3;;;;5.6;;;3.3;3.9;;;;3.4;;3.4;;3.3;;;;;;;;;;;;3.4;;3.4;
2445;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;2004;3.9;;4.5;4.0;3.9;;;2.6;4.9;;;;4.6;;3.2;8.0;3.9;;;3.9;;;;;4.8;;;;4.5;;3.2;
2446;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;2005;3.5;;;4.1;3.0;;;;5.4;;;;3.8;;2.8;7.4;3.5;;;4.1;;;;;5.4;;;;3.8;;2.8;
2447;Dominicaanse Republiek;12 tot 25 jaar;Vrouwen;2006*;2.9;;;;;;;;;;;;;;;;2.9;;;;;;;;;;;;;;;
2448;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;1999;1.9;1.4;2.5;3.1;;7.9;;1.3;3.0;10.5;;;1.6;3.1;1.9;;1.9;1.4;2.5;3.1;4.9;8.0;;1.3;3.0;10.5;;5.9;1.7;3.1;1.9;5.2
2449;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2000;1.7;1.4;1.9;3.1;;;;1.3;2.7;8.3;;;1.4;2.9;1.7;;1.7;1.4;1.9;3.1;;4.7;;1.3;2.7;8.3;;;1.4;2.9;1.7;4.8
2450;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2001;1.7;1.2;2.0;2.7;;;;1.1;3.3;;;;1.3;3.0;1.6;;1.7;1.2;2.0;2.7;7.8;6.4;;1.1;3.3;3.8;;4.7;1.3;3.1;1.6;4.2
2451;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2002;1.8;1.2;2.3;3.3;;;;1.2;3.2;9.2;;;1.8;2.1;1.8;;1.8;1.2;2.3;3.3;6.4;4.1;;1.2;3.2;9.2;;4.3;1.8;2.1;1.8;3.7
2452;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2003;2.1;1.8;2.2;2.8;;;;1.5;3.6;8.9;;;2.1;2.4;2.1;;2.1;1.8;2.2;2.8;5.5;6.5;;1.5;3.6;8.9;;4.1;2.1;2.4;2.1;
2453;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2004;2.7;1.9;3.3;4.3;;;;1.7;4.4;16.7;;;2.5;3.3;2.6;5.9;2.7;1.9;3.3;4.3;2.8;5.1;14.3;1.7;4.4;16.7;;6.3;2.5;3.3;2.6;5.9
2454;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2005;2.7;2.0;3.4;3.9;;;;1.8;4.6;14.6;;;2.5;3.9;2.7;5.4;2.7;2.0;3.4;3.9;3.1;4.4;;1.8;4.6;14.6;;5.3;2.5;3.9;2.7;5.4
2455;Duitsland;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;2.7;;;;;;;;;;;;;;;;2.7;;;;;;;;;;;;;;;
2456;Duitsland;12 tot 18 jaar;Mannen;1999;3.2;2.3;4.2;4.2;;;;2.3;4.8;13.5;;;2.7;5.1;3.1;;3.2;2.3;4.2;4.2;9.4;15.8;;2.3;4.8;13.5;;8.5;2.7;5.1;3.1;9.1
2457;Duitsland;12 tot 18 jaar;Mannen;2000;2.8;2.3;3.0;5.1;;;;2.2;4.4;;;;2.3;5.1;2.8;;2.8;2.3;3.0;5.1;;10.6;;2.2;4.4;8.7;;;2.3;5.1;2.8;8.8
2458;Duitsland;12 tot 18 jaar;Mannen;2001;2.8;1.9;3.2;4.7;;;;1.8;5.3;;;;2.1;5.1;2.7;;2.8;1.9;3.2;4.7;12.5;10.9;;1.8;5.3;4.7;;7.1;2.1;5.1;2.7;7.8
2459;Duitsland;12 tot 18 jaar;Mannen;2002;2.8;1.7;3.5;5.5;;;;1.9;5.0;10.5;;;2.6;3.7;2.8;;2.8;1.7;3.5;5.5;9.8;;;1.9;5.0;10.5;;8.2;2.6;3.7;2.8;7.2
2460;Duitsland;12 tot 18 jaar;Mannen;2003;3.2;2.7;3.4;4.2;;;;2.2;5.3;12.8;;;3.0;4.0;3.2;;3.2;2.7;3.4;4.2;9.7;8.3;;2.2;5.3;12.8;;;3.0;4.0;3.2;
2461;Duitsland;12 tot 18 jaar;Mannen;2004;4.2;2.9;5.6;6.2;;;;2.7;6.8;22.9;;;4.0;5.3;4.1;9.7;4.2;2.9;5.6;6.2;;7.7;;2.7;6.8;22.9;;9.7;4.0;5.3;4.1;9.7
2462;Duitsland;12 tot 18 jaar;Mannen;2005;4.0;3.3;5.0;4.7;;;;2.8;6.4;21.3;;;3.7;5.9;4.0;;4.0;3.3;5.0;4.7;;8.2;;2.8;6.4;21.3;;;3.7;5.9;4.0;6.6
2463;Duitsland;12 tot 18 jaar;Mannen;2006*;4.0;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;
2464;Duitsland;12 tot 18 jaar;Vrouwen;1999;0.7;0.5;0.7;2.0;;;;0.4;1.3;;;;0.6;1.0;0.7;;0.7;0.5;0.7;2.0;;;;0.4;1.3;;;;0.6;1.0;0.7;
2465;Duitsland;12 tot 18 jaar;Vrouwen;2000;0.6;0.4;0.7;;;;;0.4;0.9;;;;0.5;;0.5;;0.6;0.4;0.7;1.1;;;;0.4;0.9;7.6;;;0.5;0.7;0.5;
2466;Duitsland;12 tot 18 jaar;Vrouwen;2001;0.6;0.4;0.8;;;;;0.3;1.3;;;;0.5;0.8;0.6;;0.6;0.4;0.8;;;;;0.3;1.3;;;;0.5;0.8;0.6;
2467;Duitsland;12 tot 18 jaar;Vrouwen;2002;0.8;0.5;1.1;;;;;0.6;1.2;;;;0.9;;0.8;;0.8;0.5;1.1;1.0;;;;0.6;1.2;;;;0.9;0.4;0.8;
2468;Duitsland;12 tot 18 jaar;Vrouwen;2003;1.0;0.9;1.1;1.4;;;;0.8;1.7;;;;1.1;;1.1;;1.0;0.9;1.1;1.4;;;;0.8;1.7;;;;1.1;0.7;1.1;
2469;Duitsland;12 tot 18 jaar;Vrouwen;2004;1.1;0.8;0.9;2.4;;;;0.6;1.7;;;;1.1;1.2;1.1;;1.1;0.8;0.9;2.4;;;;0.6;1.7;7.6;;;1.1;1.2;1.1;
2470;Duitsland;12 tot 18 jaar;Vrouwen;2005;1.4;0.6;1.8;3.0;;;;0.8;2.6;;;;1.3;1.7;1.3;;1.4;0.6;1.8;3.0;;;;0.8;2.6;;;;1.3;1.7;1.3;
2471;Duitsland;12 tot 18 jaar;Vrouwen;2006*;1.3;;;;;;;;;;;;;;;;1.3;;;;;;;;;;;;;;;
2472;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;1999;2.7;2.5;2.9;2.6;;3.2;1.2;2.3;4.4;5.3;;5.7;2.8;2.6;2.3;6.5;2.8;2.6;3.0;2.7;3.1;3.4;1.3;2.3;4.5;5.5;2.7;5.9;2.9;2.7;2.4;6.7
2473;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2000;2.7;2.7;2.3;3.0;3.4;3.2;1.2;2.4;4.2;6.0;;4.6;2.5;2.7;2.4;5.3;2.8;2.8;2.4;3.2;3.6;3.3;1.3;2.4;4.3;6.1;1.9;4.8;2.6;2.9;2.5;5.5
2474;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2001;2.5;2.4;2.4;3.2;;2.7;1.1;2.3;4.3;;3.3;3.9;2.6;2.5;2.3;4.7;2.7;2.5;2.5;3.3;;2.8;1.2;2.4;4.4;6.0;3.4;4.1;2.7;2.6;2.5;4.9
2475;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2002;2.8;2.6;2.9;3.1;2.4;2.7;1.3;3.0;3.5;6.7;3.1;3.6;3.4;2.5;2.5;6.3;2.9;2.7;3.0;3.2;2.6;2.8;1.4;3.1;3.7;6.9;3.2;3.8;3.6;2.6;2.6;6.6
2476;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2003;3.1;2.8;3.4;3.1;2.9;2.9;1.1;2.9;5.3;10.9;2.8;4.9;3.8;2.7;2.7;7.3;3.3;3.0;3.6;3.2;3.1;3.1;1.2;3.1;5.6;11.3;3.0;5.2;4.0;2.9;2.8;7.6
2477;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2004;3.1;3.2;3.1;3.1;2.9;2.7;1.9;2.9;5.4;12.6;;4.0;3.7;2.8;2.8;7.1;3.3;3.4;3.2;3.3;3.0;2.9;2.0;3.0;5.7;13.2;1.4;4.3;3.9;2.9;2.9;7.4
2478;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2005;3.3;3.4;3.3;3.1;2.3;3.0;1.8;3.2;5.6;6.2;2.4;3.1;3.6;3.0;2.9;7.3;3.5;3.6;3.5;3.3;2.4;3.2;1.9;3.4;5.9;6.5;2.6;3.3;3.8;3.2;3.1;7.8
2479;Duitsland;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;3.6;;;;;;;;;;;;;;;;3.8;;;;;;;;;;;;;;;
2480;Duitsland;18 tot 25 jaar;Mannen;1999;4.8;4.6;5.2;4.8;;6.3;3.1;3.7;6.7;;;10.9;5.3;4.6;4.3;11.3;4.8;4.6;5.2;4.8;;6.3;3.1;3.7;6.7;7.9;4.9;10.9;5.3;4.6;4.3;11.3
2481;Duitsland;18 tot 25 jaar;Mannen;2000;4.8;4.9;4.3;5.3;;6.5;2.5;3.8;6.7;;;9.4;4.4;4.9;4.4;9.3;4.8;4.9;4.3;5.3;7.0;6.5;2.5;3.8;6.7;7.8;3.5;9.4;4.4;4.9;4.4;9.3
2482;Duitsland;18 tot 25 jaar;Mannen;2001;4.7;4.3;4.6;6.2;;5.3;2.7;3.8;7.0;;6.1;7.9;5.2;4.5;4.4;8.0;4.7;4.3;4.6;6.2;;5.3;2.7;3.8;7.0;9.5;6.1;7.9;5.2;4.5;4.4;8.0
2483;Duitsland;18 tot 25 jaar;Mannen;2002;5.0;4.5;5.1;5.8;6.2;5.3;3.2;4.8;5.4;;5.7;7.1;6.2;4.4;4.5;10.6;5.0;4.5;5.1;5.8;6.2;5.3;3.2;4.8;5.4;9.7;5.7;7.1;6.2;4.4;4.5;10.6
2484;Duitsland;18 tot 25 jaar;Mannen;2003;5.7;5.1;6.3;5.9;6.1;5.7;2.7;4.7;8.8;15.9;5.9;10.2;7.2;4.9;5.0;12.3;5.7;5.1;6.3;5.9;6.1;5.7;2.7;4.7;8.8;15.9;5.9;10.2;7.2;4.9;5.0;12.3
