ID;Overheidsinstellingen;Toepassingssectoren;Bestrijdingsmiddelen;Perioden;GebruikInKgWerkzameStof_1
4479;Rail Infrabeheer;Totaal toepassingssectoren;Dicamba;2018;0
4480;Rail Infrabeheer;Totaal toepassingssectoren;Dichlobenil;1992;130
4481;Rail Infrabeheer;Totaal toepassingssectoren;Dichlobenil;1995;0
4482;Rail Infrabeheer;Totaal toepassingssectoren;Dichlobenil;2001;0
4483;Rail Infrabeheer;Totaal toepassingssectoren;Dichlobenil;2005;33
4484;Rail Infrabeheer;Totaal toepassingssectoren;Dichlobenil;2009;0
4485;Rail Infrabeheer;Totaal toepassingssectoren;Dichlobenil;2013;0
4486;Rail Infrabeheer;Totaal toepassingssectoren;Dichlobenil;2018;0
4487;Rail Infrabeheer;Totaal toepassingssectoren;Diuron;1992;5274
4488;Rail Infrabeheer;Totaal toepassingssectoren;Diuron;1995;0
4489;Rail Infrabeheer;Totaal toepassingssectoren;Diuron;2001;0
4490;Rail Infrabeheer;Totaal toepassingssectoren;Diuron;2005;0
4491;Rail Infrabeheer;Totaal toepassingssectoren;Diuron;2009;0
4492;Rail Infrabeheer;Totaal toepassingssectoren;Diuron;2013;0
4493;Rail Infrabeheer;Totaal toepassingssectoren;Diuron;2018;0
4494;Rail Infrabeheer;Totaal toepassingssectoren;Fluroxypyr-meptyl;1992;0
4495;Rail Infrabeheer;Totaal toepassingssectoren;Fluroxypyr-meptyl;1995;0
4496;Rail Infrabeheer;Totaal toepassingssectoren;Fluroxypyr-meptyl;2001;0
4497;Rail Infrabeheer;Totaal toepassingssectoren;Fluroxypyr-meptyl;2005;0
4498;Rail Infrabeheer;Totaal toepassingssectoren;Fluroxypyr-meptyl;2009;0
4499;Rail Infrabeheer;Totaal toepassingssectoren;Fluroxypyr-meptyl;2013;0
4500;Rail Infrabeheer;Totaal toepassingssectoren;Fluroxypyr-meptyl;2018;7
4501;Rail Infrabeheer;Totaal toepassingssectoren;Glyfosaat;1992;662
4502;Rail Infrabeheer;Totaal toepassingssectoren;Glyfosaat;1995;3734
4503;Rail Infrabeheer;Totaal toepassingssectoren;Glyfosaat;2001;3212
4504;Rail Infrabeheer;Totaal toepassingssectoren;Glyfosaat;2005;3465
4505;Rail Infrabeheer;Totaal toepassingssectoren;Glyfosaat;2009;2623
4506;Rail Infrabeheer;Totaal toepassingssectoren;Glyfosaat;2013;2042
4507;Rail Infrabeheer;Totaal toepassingssectoren;Glyfosaat;2018;1871
4508;Rail Infrabeheer;Totaal toepassingssectoren;Glufosinaat-ammonium;1992;5
4509;Rail Infrabeheer;Totaal toepassingssectoren;Glufosinaat-ammonium;1995;0
4510;Rail Infrabeheer;Totaal toepassingssectoren;Glufosinaat-ammonium;2001;82
4511;Rail Infrabeheer;Totaal toepassingssectoren;Glufosinaat-ammonium;2005;95
4512;Rail Infrabeheer;Totaal toepassingssectoren;Glufosinaat-ammonium;2009;0
4513;Rail Infrabeheer;Totaal toepassingssectoren;Glufosinaat-ammonium;2013;1
4514;Rail Infrabeheer;Totaal toepassingssectoren;Glufosinaat-ammonium;2018;0
4515;Rail Infrabeheer;Totaal toepassingssectoren;MCPA;1992;193
4516;Rail Infrabeheer;Totaal toepassingssectoren;MCPA;1995;1146
4517;Rail Infrabeheer;Totaal toepassingssectoren;MCPA;2001;2320
4518;Rail Infrabeheer;Totaal toepassingssectoren;MCPA;2005;2221
4519;Rail Infrabeheer;Totaal toepassingssectoren;MCPA;2009;1166
4520;Rail Infrabeheer;Totaal toepassingssectoren;MCPA;2013;1472
4521;Rail Infrabeheer;Totaal toepassingssectoren;MCPA;2018;1225
4522;Rail Infrabeheer;Totaal toepassingssectoren;Mecoprop-P;1992;0
4523;Rail Infrabeheer;Totaal toepassingssectoren;Mecoprop-P;1995;0
4524;Rail Infrabeheer;Totaal toepassingssectoren;Mecoprop-P;2001;0
4525;Rail Infrabeheer;Totaal toepassingssectoren;Mecoprop-P;2005;0
4526;Rail Infrabeheer;Totaal toepassingssectoren;Mecoprop-P;2009;0
4527;Rail Infrabeheer;Totaal toepassingssectoren;Mecoprop-P;2013;0
4528;Rail Infrabeheer;Totaal toepassingssectoren;Mecoprop-P;2018;1
4529;Rail Infrabeheer;Totaal toepassingssectoren;Simazin;1992;248
4530;Rail Infrabeheer;Totaal toepassingssectoren;Simazin;1995;0
4531;Rail Infrabeheer;Totaal toepassingssectoren;Simazin;2001;0
4532;Rail Infrabeheer;Totaal toepassingssectoren;Simazin;2005;0
4533;Rail Infrabeheer;Totaal toepassingssectoren;Simazin;2009;0
4534;Rail Infrabeheer;Totaal toepassingssectoren;Simazin;2013;0
4535;Rail Infrabeheer;Totaal toepassingssectoren;Simazin;2018;0
4536;Rail Infrabeheer;Totaal toepassingssectoren;Triclopyr;1992;0
4537;Rail Infrabeheer;Totaal toepassingssectoren;Triclopyr;1995;0
4538;Rail Infrabeheer;Totaal toepassingssectoren;Triclopyr;2001;0
4539;Rail Infrabeheer;Totaal toepassingssectoren;Triclopyr;2005;0
4540;Rail Infrabeheer;Totaal toepassingssectoren;Triclopyr;2009;0
4541;Rail Infrabeheer;Totaal toepassingssectoren;Triclopyr;2013;0
4542;Rail Infrabeheer;Totaal toepassingssectoren;Triclopyr;2018;57
4543;Rail Infrabeheer;Totaal toepassingssectoren;Overige herbiciden;1992;7
4544;Rail Infrabeheer;Totaal toepassingssectoren;Overige herbiciden;1995;5
4545;Rail Infrabeheer;Totaal toepassingssectoren;Overige herbiciden;2001;0
4546;Rail Infrabeheer;Totaal toepassingssectoren;Overige herbiciden;2005;134
4547;Rail Infrabeheer;Totaal toepassingssectoren;Overige herbiciden;2009;9
4548;Rail Infrabeheer;Totaal toepassingssectoren;Overige herbiciden;2013;21
4549;Rail Infrabeheer;Totaal toepassingssectoren;Overige herbiciden;2018;32
4550;Rail Infrabeheer;Totaal toepassingssectoren;Overige insecticiden;1992;0
4551;Rail Infrabeheer;Totaal toepassingssectoren;Overige insecticiden;1995;0
4552;Rail Infrabeheer;Totaal toepassingssectoren;Overige insecticiden;2001;0
4553;Rail Infrabeheer;Totaal toepassingssectoren;Overige insecticiden;2005;0
4554;Rail Infrabeheer;Totaal toepassingssectoren;Overige insecticiden;2009;0
4555;Rail Infrabeheer;Totaal toepassingssectoren;Overige insecticiden;2013;0
4556;Rail Infrabeheer;Totaal toepassingssectoren;Overige insecticiden;2018;0
4557;Rail Infrabeheer;Waterlopen en vijvers;Totaal;1992;0
4558;Rail Infrabeheer;Waterlopen en vijvers;Totaal;1995;0
4559;Rail Infrabeheer;Waterlopen en vijvers;Totaal;2001;0
4560;Rail Infrabeheer;Waterlopen en vijvers;Totaal;2005;0
4561;Rail Infrabeheer;Waterlopen en vijvers;Totaal;2009;0
4562;Rail Infrabeheer;Waterlopen en vijvers;Totaal;2013;0
4563;Rail Infrabeheer;Waterlopen en vijvers;Totaal;2018;0
4564;Rail Infrabeheer;Waterlopen en vijvers;Herbiciden;1992;0
4565;Rail Infrabeheer;Waterlopen en vijvers;Herbiciden;1995;0
4566;Rail Infrabeheer;Waterlopen en vijvers;Herbiciden;2001;0
4567;Rail Infrabeheer;Waterlopen en vijvers;Herbiciden;2005;0
4568;Rail Infrabeheer;Waterlopen en vijvers;Herbiciden;2009;0
4569;Rail Infrabeheer;Waterlopen en vijvers;Herbiciden;2013;0
4570;Rail Infrabeheer;Waterlopen en vijvers;Herbiciden;2018;0
4571;Rail Infrabeheer;Waterlopen en vijvers;Insecticiden;1992;0
4572;Rail Infrabeheer;Waterlopen en vijvers;Insecticiden;1995;0
4573;Rail Infrabeheer;Waterlopen en vijvers;Insecticiden;2001;0
4574;Rail Infrabeheer;Waterlopen en vijvers;Insecticiden;2005;0
4575;Rail Infrabeheer;Waterlopen en vijvers;Insecticiden;2009;0
4576;Rail Infrabeheer;Waterlopen en vijvers;Insecticiden;2013;0
4577;Rail Infrabeheer;Waterlopen en vijvers;Insecticiden;2018;0
4578;Rail Infrabeheer;Waterlopen en vijvers;Fungiciden;1992;0
4579;Rail Infrabeheer;Waterlopen en vijvers;Fungiciden;1995;0
4580;Rail Infrabeheer;Waterlopen en vijvers;Fungiciden;2001;0
4581;Rail Infrabeheer;Waterlopen en vijvers;Fungiciden;2005;0
4582;Rail Infrabeheer;Waterlopen en vijvers;Fungiciden;2009;0
4583;Rail Infrabeheer;Waterlopen en vijvers;Fungiciden;2013;0
4584;Rail Infrabeheer;Waterlopen en vijvers;Fungiciden;2018;0
4585;Rail Infrabeheer;Waterlopen en vijvers;Overige stoffen;1992;0
4586;Rail Infrabeheer;Waterlopen en vijvers;Overige stoffen;1995;0
4587;Rail Infrabeheer;Waterlopen en vijvers;Overige stoffen;2001;0
4588;Rail Infrabeheer;Waterlopen en vijvers;Overige stoffen;2005;0
4589;Rail Infrabeheer;Waterlopen en vijvers;Overige stoffen;2009;0
4590;Rail Infrabeheer;Waterlopen en vijvers;Overige stoffen;2013;0
4591;Rail Infrabeheer;Waterlopen en vijvers;Overige stoffen;2018;0
4592;Rail Infrabeheer;Waterlopen en vijvers;2,4-D;1992;0
4593;Rail Infrabeheer;Waterlopen en vijvers;2,4-D;1995;0
4594;Rail Infrabeheer;Waterlopen en vijvers;2,4-D;2001;0
4595;Rail Infrabeheer;Waterlopen en vijvers;2,4-D;2005;0
4596;Rail Infrabeheer;Waterlopen en vijvers;2,4-D;2009;0
4597;Rail Infrabeheer;Waterlopen en vijvers;2,4-D;2013;0
4598;Rail Infrabeheer;Waterlopen en vijvers;2,4-D;2018;0
4599;Rail Infrabeheer;Waterlopen en vijvers;Amitrol;1992;0
4600;Rail Infrabeheer;Waterlopen en vijvers;Amitrol;1995;0
4601;Rail Infrabeheer;Waterlopen en vijvers;Amitrol;2001;0
4602;Rail Infrabeheer;Waterlopen en vijvers;Amitrol;2005;0
4603;Rail Infrabeheer;Waterlopen en vijvers;Amitrol;2009;0
4604;Rail Infrabeheer;Waterlopen en vijvers;Amitrol;2013;0
4605;Rail Infrabeheer;Waterlopen en vijvers;Amitrol;2018;0
4606;Rail Infrabeheer;Waterlopen en vijvers;Dalapon;1992;0
4607;Rail Infrabeheer;Waterlopen en vijvers;Dalapon;1995;0
4608;Rail Infrabeheer;Waterlopen en vijvers;Dalapon;2001;0
4609;Rail Infrabeheer;Waterlopen en vijvers;Dalapon;2005;0
4610;Rail Infrabeheer;Waterlopen en vijvers;Dalapon;2009;0
4611;Rail Infrabeheer;Waterlopen en vijvers;Dalapon;2013;0
4612;Rail Infrabeheer;Waterlopen en vijvers;Dalapon;2018;0
4613;Rail Infrabeheer;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;1992;0
4614;Rail Infrabeheer;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;1995;0
4615;Rail Infrabeheer;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2001;0
4616;Rail Infrabeheer;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2005;0
4617;Rail Infrabeheer;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2009;0
4618;Rail Infrabeheer;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2013;0
4619;Rail Infrabeheer;Waterlopen en vijvers;Bacillus thuringiensis subsp. aizawai;2018;0
4620;Rail Infrabeheer;Waterlopen en vijvers;Dicamba;1992;0
4621;Rail Infrabeheer;Waterlopen en vijvers;Dicamba;1995;0
4622;Rail Infrabeheer;Waterlopen en vijvers;Dicamba;2001;0
4623;Rail Infrabeheer;Waterlopen en vijvers;Dicamba;2005;0
4624;Rail Infrabeheer;Waterlopen en vijvers;Dicamba;2009;0
4625;Rail Infrabeheer;Waterlopen en vijvers;Dicamba;2013;0
4626;Rail Infrabeheer;Waterlopen en vijvers;Dicamba;2018;0
4627;Rail Infrabeheer;Waterlopen en vijvers;Dichlobenil;1992;0
4628;Rail Infrabeheer;Waterlopen en vijvers;Dichlobenil;1995;0
4629;Rail Infrabeheer;Waterlopen en vijvers;Dichlobenil;2001;0
4630;Rail Infrabeheer;Waterlopen en vijvers;Dichlobenil;2005;0
4631;Rail Infrabeheer;Waterlopen en vijvers;Dichlobenil;2009;0
4632;Rail Infrabeheer;Waterlopen en vijvers;Dichlobenil;2013;0
4633;Rail Infrabeheer;Waterlopen en vijvers;Dichlobenil;2018;0
4634;Rail Infrabeheer;Waterlopen en vijvers;Diuron;1992;0
4635;Rail Infrabeheer;Waterlopen en vijvers;Diuron;1995;0
4636;Rail Infrabeheer;Waterlopen en vijvers;Diuron;2001;0
4637;Rail Infrabeheer;Waterlopen en vijvers;Diuron;2005;0
4638;Rail Infrabeheer;Waterlopen en vijvers;Diuron;2009;0
4639;Rail Infrabeheer;Waterlopen en vijvers;Diuron;2013;0
4640;Rail Infrabeheer;Waterlopen en vijvers;Diuron;2018;0
4641;Rail Infrabeheer;Waterlopen en vijvers;Fluroxypyr-meptyl;1992;0
4642;Rail Infrabeheer;Waterlopen en vijvers;Fluroxypyr-meptyl;1995;0
4643;Rail Infrabeheer;Waterlopen en vijvers;Fluroxypyr-meptyl;2001;0
4644;Rail Infrabeheer;Waterlopen en vijvers;Fluroxypyr-meptyl;2005;0
4645;Rail Infrabeheer;Waterlopen en vijvers;Fluroxypyr-meptyl;2009;0
4646;Rail Infrabeheer;Waterlopen en vijvers;Fluroxypyr-meptyl;2013;0
4647;Rail Infrabeheer;Waterlopen en vijvers;Fluroxypyr-meptyl;2018;0
4648;Rail Infrabeheer;Waterlopen en vijvers;Glyfosaat;1992;0
4649;Rail Infrabeheer;Waterlopen en vijvers;Glyfosaat;1995;0
4650;Rail Infrabeheer;Waterlopen en vijvers;Glyfosaat;2001;0
4651;Rail Infrabeheer;Waterlopen en vijvers;Glyfosaat;2005;0
4652;Rail Infrabeheer;Waterlopen en vijvers;Glyfosaat;2009;0
4653;Rail Infrabeheer;Waterlopen en vijvers;Glyfosaat;2013;0
4654;Rail Infrabeheer;Waterlopen en vijvers;Glyfosaat;2018;0
4655;Rail Infrabeheer;Waterlopen en vijvers;Glufosinaat-ammonium;1992;0
4656;Rail Infrabeheer;Waterlopen en vijvers;Glufosinaat-ammonium;1995;0
4657;Rail Infrabeheer;Waterlopen en vijvers;Glufosinaat-ammonium;2001;0
4658;Rail Infrabeheer;Waterlopen en vijvers;Glufosinaat-ammonium;2005;0
4659;Rail Infrabeheer;Waterlopen en vijvers;Glufosinaat-ammonium;2009;0
4660;Rail Infrabeheer;Waterlopen en vijvers;Glufosinaat-ammonium;2013;0
4661;Rail Infrabeheer;Waterlopen en vijvers;Glufosinaat-ammonium;2018;0
4662;Rail Infrabeheer;Waterlopen en vijvers;MCPA;1992;0
4663;Rail Infrabeheer;Waterlopen en vijvers;MCPA;1995;0
4664;Rail Infrabeheer;Waterlopen en vijvers;MCPA;2001;0
4665;Rail Infrabeheer;Waterlopen en vijvers;MCPA;2005;0
4666;Rail Infrabeheer;Waterlopen en vijvers;MCPA;2009;0
4667;Rail Infrabeheer;Waterlopen en vijvers;MCPA;2013;0
4668;Rail Infrabeheer;Waterlopen en vijvers;MCPA;2018;0
4669;Rail Infrabeheer;Waterlopen en vijvers;Mecoprop-P;1992;0
4670;Rail Infrabeheer;Waterlopen en vijvers;Mecoprop-P;1995;0
4671;Rail Infrabeheer;Waterlopen en vijvers;Mecoprop-P;2001;0
4672;Rail Infrabeheer;Waterlopen en vijvers;Mecoprop-P;2005;0
4673;Rail Infrabeheer;Waterlopen en vijvers;Mecoprop-P;2009;0
4674;Rail Infrabeheer;Waterlopen en vijvers;Mecoprop-P;2013;0
4675;Rail Infrabeheer;Waterlopen en vijvers;Mecoprop-P;2018;0
4676;Rail Infrabeheer;Waterlopen en vijvers;Simazin;1992;0
4677;Rail Infrabeheer;Waterlopen en vijvers;Simazin;1995;0
4678;Rail Infrabeheer;Waterlopen en vijvers;Simazin;2001;0
4679;Rail Infrabeheer;Waterlopen en vijvers;Simazin;2005;0
4680;Rail Infrabeheer;Waterlopen en vijvers;Simazin;2009;0
4681;Rail Infrabeheer;Waterlopen en vijvers;Simazin;2013;0
4682;Rail Infrabeheer;Waterlopen en vijvers;Simazin;2018;0
4683;Rail Infrabeheer;Waterlopen en vijvers;Triclopyr;1992;0
4684;Rail Infrabeheer;Waterlopen en vijvers;Triclopyr;1995;0
4685;Rail Infrabeheer;Waterlopen en vijvers;Triclopyr;2001;0
4686;Rail Infrabeheer;Waterlopen en vijvers;Triclopyr;2005;0
4687;Rail Infrabeheer;Waterlopen en vijvers;Triclopyr;2009;0
4688;Rail Infrabeheer;Waterlopen en vijvers;Triclopyr;2013;0
4689;Rail Infrabeheer;Waterlopen en vijvers;Triclopyr;2018;0
4690;Rail Infrabeheer;Waterlopen en vijvers;Overige herbiciden;1992;0
4691;Rail Infrabeheer;Waterlopen en vijvers;Overige herbiciden;1995;0
4692;Rail Infrabeheer;Waterlopen en vijvers;Overige herbiciden;2001;0
4693;Rail Infrabeheer;Waterlopen en vijvers;Overige herbiciden;2005;0
4694;Rail Infrabeheer;Waterlopen en vijvers;Overige herbiciden;2009;0
4695;Rail Infrabeheer;Waterlopen en vijvers;Overige herbiciden;2013;0
4696;Rail Infrabeheer;Waterlopen en vijvers;Overige herbiciden;2018;0
4697;Rail Infrabeheer;Waterlopen en vijvers;Overige insecticiden;1992;0
4698;Rail Infrabeheer;Waterlopen en vijvers;Overige insecticiden;1995;0
4699;Rail Infrabeheer;Waterlopen en vijvers;Overige insecticiden;2001;0
4700;Rail Infrabeheer;Waterlopen en vijvers;Overige insecticiden;2005;0
4701;Rail Infrabeheer;Waterlopen en vijvers;Overige insecticiden;2009;0
4702;Rail Infrabeheer;Waterlopen en vijvers;Overige insecticiden;2013;0
4703;Rail Infrabeheer;Waterlopen en vijvers;Overige insecticiden;2018;0
4704;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Totaal;1992;0
4705;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Totaal;1995;0
4706;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Totaal;2001;0
4707;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Totaal;2005;0
4708;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Totaal;2009;0
4709;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Totaal;2013;0
4710;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Totaal;2018;0
4711;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Herbiciden;1992;0
4712;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Herbiciden;1995;0
4713;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Herbiciden;2001;0
4714;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Herbiciden;2005;0
4715;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Herbiciden;2009;0
4716;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Herbiciden;2013;0
4717;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Herbiciden;2018;0
4718;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Insecticiden;1992;0
4719;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Insecticiden;1995;0
4720;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Insecticiden;2001;0
4721;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Insecticiden;2005;0
4722;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Insecticiden;2009;0
4723;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Insecticiden;2013;0
4724;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Insecticiden;2018;0
4725;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fungiciden;1992;0
4726;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fungiciden;1995;0
4727;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fungiciden;2001;0
4728;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fungiciden;2005;0
4729;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fungiciden;2009;0
4730;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fungiciden;2013;0
4731;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fungiciden;2018;0
4732;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige stoffen;1992;0
4733;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige stoffen;1995;0
4734;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige stoffen;2001;0
4735;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige stoffen;2005;0
4736;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige stoffen;2009;0
4737;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige stoffen;2013;0
4738;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige stoffen;2018;0
4739;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;2,4-D;1992;0
4740;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;2,4-D;1995;0
4741;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;2,4-D;2001;0
4742;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;2,4-D;2005;0
4743;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;2,4-D;2009;0
4744;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;2,4-D;2013;0
4745;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;2,4-D;2018;0
4746;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Amitrol;1992;0
4747;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Amitrol;1995;0
4748;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Amitrol;2001;0
4749;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Amitrol;2005;0
4750;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Amitrol;2009;0
4751;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Amitrol;2013;0
4752;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Amitrol;2018;0
4753;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dalapon;1992;0
4754;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dalapon;1995;0
4755;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dalapon;2001;0
4756;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dalapon;2005;0
4757;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dalapon;2009;0
4758;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dalapon;2013;0
4759;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dalapon;2018;0
4760;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1992;0
4761;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1995;0
4762;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2001;0
4763;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2005;0
4764;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2009;0
4765;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2013;0
4766;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2018;0
4767;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dicamba;1992;0
4768;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dicamba;1995;0
4769;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dicamba;2001;0
4770;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dicamba;2005;0
4771;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dicamba;2009;0
4772;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dicamba;2013;0
4773;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dicamba;2018;0
4774;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dichlobenil;1992;0
4775;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dichlobenil;1995;0
4776;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dichlobenil;2001;0
4777;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dichlobenil;2005;0
4778;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dichlobenil;2009;0
4779;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dichlobenil;2013;0
4780;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Dichlobenil;2018;0
4781;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Diuron;1992;0
4782;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Diuron;1995;0
4783;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Diuron;2001;0
4784;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Diuron;2005;0
4785;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Diuron;2009;0
4786;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Diuron;2013;0
4787;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Diuron;2018;0
4788;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;1992;0
4789;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;1995;0
4790;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2001;0
4791;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2005;0
4792;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2009;0
4793;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2013;0
4794;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Fluroxypyr-meptyl;2018;0
4795;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glyfosaat;1992;0
4796;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glyfosaat;1995;0
4797;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glyfosaat;2001;0
4798;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glyfosaat;2005;0
4799;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glyfosaat;2009;0
4800;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glyfosaat;2013;0
4801;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glyfosaat;2018;0
4802;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;1992;0
4803;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;1995;0
4804;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2001;0
4805;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2005;0
4806;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2009;0
4807;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2013;0
4808;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Glufosinaat-ammonium;2018;0
4809;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;MCPA;1992;0
4810;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;MCPA;1995;0
4811;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;MCPA;2001;0
4812;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;MCPA;2005;0
4813;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;MCPA;2009;0
4814;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;MCPA;2013;0
