ID;Overheidsinstellingen;Toepassingssectoren;Bestrijdingsmiddelen;Perioden;GebruikInKgWerkzameStof_1
4815;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;MCPA;2018;0
4816;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Mecoprop-P;1992;0
4817;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Mecoprop-P;1995;0
4818;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Mecoprop-P;2001;0
4819;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Mecoprop-P;2005;0
4820;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Mecoprop-P;2009;0
4821;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Mecoprop-P;2013;0
4822;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Mecoprop-P;2018;0
4823;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Simazin;1992;0
4824;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Simazin;1995;0
4825;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Simazin;2001;0
4826;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Simazin;2005;0
4827;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Simazin;2009;0
4828;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Simazin;2013;0
4829;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Simazin;2018;0
4830;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Triclopyr;1992;0
4831;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Triclopyr;1995;0
4832;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Triclopyr;2001;0
4833;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Triclopyr;2005;0
4834;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Triclopyr;2009;0
4835;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Triclopyr;2013;0
4836;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Triclopyr;2018;0
4837;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige herbiciden;1992;0
4838;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige herbiciden;1995;0
4839;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige herbiciden;2001;0
4840;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige herbiciden;2005;0
4841;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige herbiciden;2009;0
4842;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige herbiciden;2013;0
4843;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige herbiciden;2018;0
4844;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige insecticiden;1992;0
4845;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige insecticiden;1995;0
4846;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige insecticiden;2001;0
4847;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige insecticiden;2005;0
4848;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige insecticiden;2009;0
4849;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige insecticiden;2013;0
4850;Rail Infrabeheer;Beplantingen binnen de bebouwde kom;Overige insecticiden;2018;0
4851;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Totaal;1992;0
4852;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Totaal;1995;0
4853;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Totaal;2001;0
4854;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Totaal;2005;0
4855;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Totaal;2009;0
4856;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Totaal;2013;0
4857;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Totaal;2018;0
4858;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Herbiciden;1992;0
4859;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Herbiciden;1995;0
4860;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Herbiciden;2001;0
4861;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Herbiciden;2005;0
4862;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Herbiciden;2009;0
4863;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Herbiciden;2013;0
4864;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Herbiciden;2018;0
4865;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Insecticiden;1992;0
4866;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Insecticiden;1995;0
4867;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Insecticiden;2001;0
4868;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Insecticiden;2005;0
4869;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Insecticiden;2009;0
4870;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Insecticiden;2013;0
4871;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Insecticiden;2018;0
4872;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fungiciden;1992;0
4873;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fungiciden;1995;0
4874;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fungiciden;2001;0
4875;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fungiciden;2005;0
4876;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fungiciden;2009;0
4877;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fungiciden;2013;0
4878;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fungiciden;2018;0
4879;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige stoffen;1992;0
4880;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige stoffen;1995;0
4881;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige stoffen;2001;0
4882;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige stoffen;2005;0
4883;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige stoffen;2009;0
4884;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige stoffen;2013;0
4885;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige stoffen;2018;0
4886;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;2,4-D;1992;0
4887;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;2,4-D;1995;0
4888;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;2,4-D;2001;0
4889;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;2,4-D;2005;0
4890;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;2,4-D;2009;0
4891;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;2,4-D;2013;0
4892;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;2,4-D;2018;0
4893;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Amitrol;1992;0
4894;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Amitrol;1995;0
4895;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Amitrol;2001;0
4896;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Amitrol;2005;0
4897;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Amitrol;2009;0
4898;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Amitrol;2013;0
4899;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Amitrol;2018;0
4900;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dalapon;1992;0
4901;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dalapon;1995;0
4902;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dalapon;2001;0
4903;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dalapon;2005;0
4904;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dalapon;2009;0
4905;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dalapon;2013;0
4906;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dalapon;2018;0
4907;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1992;0
4908;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Bacillus thuringiensis subsp. aizawai;1995;0
4909;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2001;0
4910;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2005;0
4911;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2009;0
4912;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2013;0
4913;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Bacillus thuringiensis subsp. aizawai;2018;0
4914;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dicamba;1992;0
4915;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dicamba;1995;0
4916;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dicamba;2001;0
4917;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dicamba;2005;0
4918;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dicamba;2009;0
4919;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dicamba;2013;0
4920;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dicamba;2018;0
4921;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dichlobenil;1992;0
4922;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dichlobenil;1995;0
4923;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dichlobenil;2001;0
4924;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dichlobenil;2005;0
4925;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dichlobenil;2009;0
4926;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dichlobenil;2013;0
4927;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Dichlobenil;2018;0
4928;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Diuron;1992;0
4929;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Diuron;1995;0
4930;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Diuron;2001;0
4931;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Diuron;2005;0
4932;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Diuron;2009;0
4933;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Diuron;2013;0
4934;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Diuron;2018;0
4935;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fluroxypyr-meptyl;1992;0
4936;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fluroxypyr-meptyl;1995;0
4937;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fluroxypyr-meptyl;2001;0
4938;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fluroxypyr-meptyl;2005;0
4939;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fluroxypyr-meptyl;2009;0
4940;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fluroxypyr-meptyl;2013;0
4941;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Fluroxypyr-meptyl;2018;0
4942;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glyfosaat;1992;0
4943;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glyfosaat;1995;0
4944;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glyfosaat;2001;0
4945;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glyfosaat;2005;0
4946;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glyfosaat;2009;0
4947;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glyfosaat;2013;0
4948;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glyfosaat;2018;0
4949;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glufosinaat-ammonium;1992;0
4950;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glufosinaat-ammonium;1995;0
4951;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glufosinaat-ammonium;2001;0
4952;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glufosinaat-ammonium;2005;0
4953;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glufosinaat-ammonium;2009;0
4954;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glufosinaat-ammonium;2013;0
4955;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Glufosinaat-ammonium;2018;0
4956;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;MCPA;1992;0
4957;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;MCPA;1995;0
4958;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;MCPA;2001;0
4959;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;MCPA;2005;0
4960;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;MCPA;2009;0
4961;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;MCPA;2013;0
4962;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;MCPA;2018;0
4963;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Mecoprop-P;1992;0
4964;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Mecoprop-P;1995;0
4965;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Mecoprop-P;2001;0
4966;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Mecoprop-P;2005;0
4967;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Mecoprop-P;2009;0
4968;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Mecoprop-P;2013;0
4969;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Mecoprop-P;2018;0
4970;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Simazin;1992;0
4971;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Simazin;1995;0
4972;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Simazin;2001;0
4973;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Simazin;2005;0
4974;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Simazin;2009;0
4975;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Simazin;2013;0
4976;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Simazin;2018;0
4977;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Triclopyr;1992;0
4978;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Triclopyr;1995;0
4979;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Triclopyr;2001;0
4980;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Triclopyr;2005;0
4981;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Triclopyr;2009;0
4982;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Triclopyr;2013;0
4983;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Triclopyr;2018;0
4984;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige herbiciden;1992;0
4985;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige herbiciden;1995;0
4986;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige herbiciden;2001;0
4987;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige herbiciden;2005;0
4988;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige herbiciden;2009;0
4989;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige herbiciden;2013;0
4990;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige herbiciden;2018;0
4991;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige insecticiden;1992;0
4992;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige insecticiden;1995;0
4993;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige insecticiden;2001;0
4994;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige insecticiden;2005;0
4995;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige insecticiden;2009;0
4996;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige insecticiden;2013;0
4997;Rail Infrabeheer;Beplantingen buiten de bebouwde kom;Overige insecticiden;2018;0
4998;Rail Infrabeheer;Bossen en natuurterreinen;Totaal;1992;0
4999;Rail Infrabeheer;Bossen en natuurterreinen;Totaal;1995;0
5000;Rail Infrabeheer;Bossen en natuurterreinen;Totaal;2001;0
5001;Rail Infrabeheer;Bossen en natuurterreinen;Totaal;2005;0
5002;Rail Infrabeheer;Bossen en natuurterreinen;Totaal;2009;0
5003;Rail Infrabeheer;Bossen en natuurterreinen;Totaal;2013;0
5004;Rail Infrabeheer;Bossen en natuurterreinen;Totaal;2018;0
5005;Rail Infrabeheer;Bossen en natuurterreinen;Herbiciden;1992;0
5006;Rail Infrabeheer;Bossen en natuurterreinen;Herbiciden;1995;0
5007;Rail Infrabeheer;Bossen en natuurterreinen;Herbiciden;2001;0
5008;Rail Infrabeheer;Bossen en natuurterreinen;Herbiciden;2005;0
5009;Rail Infrabeheer;Bossen en natuurterreinen;Herbiciden;2009;0
5010;Rail Infrabeheer;Bossen en natuurterreinen;Herbiciden;2013;0
5011;Rail Infrabeheer;Bossen en natuurterreinen;Herbiciden;2018;0
5012;Rail Infrabeheer;Bossen en natuurterreinen;Insecticiden;1992;0
5013;Rail Infrabeheer;Bossen en natuurterreinen;Insecticiden;1995;0
5014;Rail Infrabeheer;Bossen en natuurterreinen;Insecticiden;2001;0
5015;Rail Infrabeheer;Bossen en natuurterreinen;Insecticiden;2005;0
5016;Rail Infrabeheer;Bossen en natuurterreinen;Insecticiden;2009;0
5017;Rail Infrabeheer;Bossen en natuurterreinen;Insecticiden;2013;0
5018;Rail Infrabeheer;Bossen en natuurterreinen;Insecticiden;2018;0
5019;Rail Infrabeheer;Bossen en natuurterreinen;Fungiciden;1992;0
5020;Rail Infrabeheer;Bossen en natuurterreinen;Fungiciden;1995;0
5021;Rail Infrabeheer;Bossen en natuurterreinen;Fungiciden;2001;0
5022;Rail Infrabeheer;Bossen en natuurterreinen;Fungiciden;2005;0
5023;Rail Infrabeheer;Bossen en natuurterreinen;Fungiciden;2009;0
5024;Rail Infrabeheer;Bossen en natuurterreinen;Fungiciden;2013;0
5025;Rail Infrabeheer;Bossen en natuurterreinen;Fungiciden;2018;0
5026;Rail Infrabeheer;Bossen en natuurterreinen;Overige stoffen;1992;0
5027;Rail Infrabeheer;Bossen en natuurterreinen;Overige stoffen;1995;0
5028;Rail Infrabeheer;Bossen en natuurterreinen;Overige stoffen;2001;0
5029;Rail Infrabeheer;Bossen en natuurterreinen;Overige stoffen;2005;0
5030;Rail Infrabeheer;Bossen en natuurterreinen;Overige stoffen;2009;0
5031;Rail Infrabeheer;Bossen en natuurterreinen;Overige stoffen;2013;0
5032;Rail Infrabeheer;Bossen en natuurterreinen;Overige stoffen;2018;0
5033;Rail Infrabeheer;Bossen en natuurterreinen;2,4-D;1992;0
5034;Rail Infrabeheer;Bossen en natuurterreinen;2,4-D;1995;0
5035;Rail Infrabeheer;Bossen en natuurterreinen;2,4-D;2001;0
5036;Rail Infrabeheer;Bossen en natuurterreinen;2,4-D;2005;0
5037;Rail Infrabeheer;Bossen en natuurterreinen;2,4-D;2009;0
5038;Rail Infrabeheer;Bossen en natuurterreinen;2,4-D;2013;0
5039;Rail Infrabeheer;Bossen en natuurterreinen;2,4-D;2018;0
5040;Rail Infrabeheer;Bossen en natuurterreinen;Amitrol;1992;0
5041;Rail Infrabeheer;Bossen en natuurterreinen;Amitrol;1995;0
5042;Rail Infrabeheer;Bossen en natuurterreinen;Amitrol;2001;0
5043;Rail Infrabeheer;Bossen en natuurterreinen;Amitrol;2005;0
5044;Rail Infrabeheer;Bossen en natuurterreinen;Amitrol;2009;0
5045;Rail Infrabeheer;Bossen en natuurterreinen;Amitrol;2013;0
5046;Rail Infrabeheer;Bossen en natuurterreinen;Amitrol;2018;0
5047;Rail Infrabeheer;Bossen en natuurterreinen;Dalapon;1992;0
5048;Rail Infrabeheer;Bossen en natuurterreinen;Dalapon;1995;0
5049;Rail Infrabeheer;Bossen en natuurterreinen;Dalapon;2001;0
5050;Rail Infrabeheer;Bossen en natuurterreinen;Dalapon;2005;0
5051;Rail Infrabeheer;Bossen en natuurterreinen;Dalapon;2009;0
5052;Rail Infrabeheer;Bossen en natuurterreinen;Dalapon;2013;0
5053;Rail Infrabeheer;Bossen en natuurterreinen;Dalapon;2018;0
5054;Rail Infrabeheer;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;1992;0
5055;Rail Infrabeheer;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;1995;0
5056;Rail Infrabeheer;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2001;0
5057;Rail Infrabeheer;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2005;0
5058;Rail Infrabeheer;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2009;0
5059;Rail Infrabeheer;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2013;0
5060;Rail Infrabeheer;Bossen en natuurterreinen;Bacillus thuringiensis subsp. aizawai;2018;0
5061;Rail Infrabeheer;Bossen en natuurterreinen;Dicamba;1992;0
5062;Rail Infrabeheer;Bossen en natuurterreinen;Dicamba;1995;0
5063;Rail Infrabeheer;Bossen en natuurterreinen;Dicamba;2001;0
5064;Rail Infrabeheer;Bossen en natuurterreinen;Dicamba;2005;0
5065;Rail Infrabeheer;Bossen en natuurterreinen;Dicamba;2009;0
5066;Rail Infrabeheer;Bossen en natuurterreinen;Dicamba;2013;0
5067;Rail Infrabeheer;Bossen en natuurterreinen;Dicamba;2018;0
5068;Rail Infrabeheer;Bossen en natuurterreinen;Dichlobenil;1992;0
5069;Rail Infrabeheer;Bossen en natuurterreinen;Dichlobenil;1995;0
5070;Rail Infrabeheer;Bossen en natuurterreinen;Dichlobenil;2001;0
5071;Rail Infrabeheer;Bossen en natuurterreinen;Dichlobenil;2005;0
5072;Rail Infrabeheer;Bossen en natuurterreinen;Dichlobenil;2009;0
5073;Rail Infrabeheer;Bossen en natuurterreinen;Dichlobenil;2013;0
5074;Rail Infrabeheer;Bossen en natuurterreinen;Dichlobenil;2018;0
5075;Rail Infrabeheer;Bossen en natuurterreinen;Diuron;1992;0
5076;Rail Infrabeheer;Bossen en natuurterreinen;Diuron;1995;0
5077;Rail Infrabeheer;Bossen en natuurterreinen;Diuron;2001;0
5078;Rail Infrabeheer;Bossen en natuurterreinen;Diuron;2005;0
5079;Rail Infrabeheer;Bossen en natuurterreinen;Diuron;2009;0
5080;Rail Infrabeheer;Bossen en natuurterreinen;Diuron;2013;0
5081;Rail Infrabeheer;Bossen en natuurterreinen;Diuron;2018;0
5082;Rail Infrabeheer;Bossen en natuurterreinen;Fluroxypyr-meptyl;1992;0
5083;Rail Infrabeheer;Bossen en natuurterreinen;Fluroxypyr-meptyl;1995;0
5084;Rail Infrabeheer;Bossen en natuurterreinen;Fluroxypyr-meptyl;2001;0
5085;Rail Infrabeheer;Bossen en natuurterreinen;Fluroxypyr-meptyl;2005;0
5086;Rail Infrabeheer;Bossen en natuurterreinen;Fluroxypyr-meptyl;2009;0
5087;Rail Infrabeheer;Bossen en natuurterreinen;Fluroxypyr-meptyl;2013;0
5088;Rail Infrabeheer;Bossen en natuurterreinen;Fluroxypyr-meptyl;2018;0
5089;Rail Infrabeheer;Bossen en natuurterreinen;Glyfosaat;1992;0
5090;Rail Infrabeheer;Bossen en natuurterreinen;Glyfosaat;1995;0
5091;Rail Infrabeheer;Bossen en natuurterreinen;Glyfosaat;2001;0
5092;Rail Infrabeheer;Bossen en natuurterreinen;Glyfosaat;2005;0
5093;Rail Infrabeheer;Bossen en natuurterreinen;Glyfosaat;2009;0
5094;Rail Infrabeheer;Bossen en natuurterreinen;Glyfosaat;2013;0
5095;Rail Infrabeheer;Bossen en natuurterreinen;Glyfosaat;2018;0
5096;Rail Infrabeheer;Bossen en natuurterreinen;Glufosinaat-ammonium;1992;0
5097;Rail Infrabeheer;Bossen en natuurterreinen;Glufosinaat-ammonium;1995;0
5098;Rail Infrabeheer;Bossen en natuurterreinen;Glufosinaat-ammonium;2001;0
5099;Rail Infrabeheer;Bossen en natuurterreinen;Glufosinaat-ammonium;2005;0
5100;Rail Infrabeheer;Bossen en natuurterreinen;Glufosinaat-ammonium;2009;0
5101;Rail Infrabeheer;Bossen en natuurterreinen;Glufosinaat-ammonium;2013;0
5102;Rail Infrabeheer;Bossen en natuurterreinen;Glufosinaat-ammonium;2018;0
5103;Rail Infrabeheer;Bossen en natuurterreinen;MCPA;1992;0
5104;Rail Infrabeheer;Bossen en natuurterreinen;MCPA;1995;0
5105;Rail Infrabeheer;Bossen en natuurterreinen;MCPA;2001;0
5106;Rail Infrabeheer;Bossen en natuurterreinen;MCPA;2005;0
