ID;Geslacht;Leeftijd;TypeZorg;Herkomstgroepering;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
4100;Mannen;18 tot 65 jaar;3;Marokko;2009;115;0.11;2;18;0.02
4101;Mannen;18 tot 65 jaar;3;Marokko;2010;110;0.1;3;28;0.03
4102;Mannen;18 tot 65 jaar;3;Turkije;2004;180;0.16;4;20;0.03
4103;Mannen;18 tot 65 jaar;3;Turkije;2005;205;0.18;3;14;0.02
4104;Mannen;18 tot 65 jaar;3;Turkije;2006;195;0.17;3;15;0.03
4105;Mannen;18 tot 65 jaar;3;Turkije;2007;205;0.17;3;14;0.02
4106;Mannen;18 tot 65 jaar;3;Turkije;2008;210;0.17;3;16;0.03
4107;Mannen;18 tot 65 jaar;3;Turkije;2009;180;0.14;3;17;0.03
4108;Mannen;18 tot 65 jaar;3;Turkije;2010;150;0.12;2;15;0.02
4109;Mannen;18 tot 65 jaar;3;Suriname;2004;185;0.18;2;13;0.02
4110;Mannen;18 tot 65 jaar;3;Suriname;2005;210;0.2;4;19;0.04
4111;Mannen;18 tot 65 jaar;3;Suriname;2006;200;0.19;5;23;0.04
4112;Mannen;18 tot 65 jaar;3;Suriname;2007;165;0.16;3;18;0.03
4113;Mannen;18 tot 65 jaar;3;Suriname;2008;180;0.17;3;18;0.03
4114;Mannen;18 tot 65 jaar;3;Suriname;2009;140;0.13;3;22;0.03
4115;Mannen;18 tot 65 jaar;3;Suriname;2010;115;0.1;3;23;0.02
4116;Mannen;18 tot 65 jaar;3;Nederlandse Antillen en Aruba;2004;75;0.19;2;31;0.06
4117;Mannen;18 tot 65 jaar;3;Nederlandse Antillen en Aruba;2005;75;0.19;4;56;0.11
4118;Mannen;18 tot 65 jaar;3;Nederlandse Antillen en Aruba;2006;90;0.23;2;17;0.04
4119;Mannen;18 tot 65 jaar;3;Nederlandse Antillen en Aruba;2007;70;0.17;1;19;0.03
4120;Mannen;18 tot 65 jaar;3;Nederlandse Antillen en Aruba;2008;75;0.18;1;16;0.03
4121;Mannen;18 tot 65 jaar;3;Nederlandse Antillen en Aruba;2009;65;0.15;1;22;0.03
4122;Mannen;18 tot 65 jaar;3;Nederlandse Antillen en Aruba;2010;35;0.08;1;18;0.01
4123;Mannen;18 tot 65 jaar;3;Overige niet-westers;2004;225;0.13;4;19;0.02
4124;Mannen;18 tot 65 jaar;3;Overige niet-westers;2005;250;0.14;4;18;0.02
4125;Mannen;18 tot 65 jaar;3;Overige niet-westers;2006;240;0.14;4;15;0.02
4126;Mannen;18 tot 65 jaar;3;Overige niet-westers;2007;265;0.15;5;19;0.03
4127;Mannen;18 tot 65 jaar;3;Overige niet-westers;2008;250;0.13;5;20;0.03
4128;Mannen;18 tot 65 jaar;3;Overige niet-westers;2009;180;0.09;3;17;0.02
4129;Mannen;18 tot 65 jaar;3;Overige niet-westers;2010;170;0.08;4;23;0.02
4130;Mannen;18 tot 65 jaar;4;Totaal herkomstgroeperingen;2004;5545;0.11;760;137;0.15
4131;Mannen;18 tot 65 jaar;4;Totaal herkomstgroeperingen;2005;2955;0.06;436;148;0.08
4132;Mannen;18 tot 65 jaar;4;Totaal herkomstgroeperingen;2006;2065;0.04;350;170;0.07
4133;Mannen;18 tot 65 jaar;4;Totaal herkomstgroeperingen;2007;1605;0.03;324;201;0.06
4134;Mannen;18 tot 65 jaar;4;Totaal herkomstgroeperingen;2008;2060;0.04;429;208;0.08
4135;Mannen;18 tot 65 jaar;4;Totaal herkomstgroeperingen;2009;2520;0.05;561;223;0.11
4136;Mannen;18 tot 65 jaar;4;Totaal herkomstgroeperingen;2010;3100;0.06;710;229;0.14
4137;Mannen;18 tot 65 jaar;4;Autochtoon;2004;4625;0.11;647;140;0.15
4138;Mannen;18 tot 65 jaar;4;Autochtoon;2005;2465;0.06;370;150;0.09
4139;Mannen;18 tot 65 jaar;4;Autochtoon;2006;1745;0.04;302;173;0.07
4140;Mannen;18 tot 65 jaar;4;Autochtoon;2007;1365;0.03;276;203;0.07
4141;Mannen;18 tot 65 jaar;4;Autochtoon;2008;1750;0.04;364;208;0.09
4142;Mannen;18 tot 65 jaar;4;Autochtoon;2009;2140;0.05;475;222;0.11
4143;Mannen;18 tot 65 jaar;4;Autochtoon;2010;2615;0.06;597;229;0.14
4144;Mannen;18 tot 65 jaar;4;Totaal allochtoon;2004;920;0.09;114;123;0.11
4145;Mannen;18 tot 65 jaar;4;Totaal allochtoon;2005;490;0.05;66;135;0.07
4146;Mannen;18 tot 65 jaar;4;Totaal allochtoon;2006;315;0.03;49;154;0.05
4147;Mannen;18 tot 65 jaar;4;Totaal allochtoon;2007;245;0.02;47;194;0.05
4148;Mannen;18 tot 65 jaar;4;Totaal allochtoon;2008;310;0.03;65;210;0.06
4149;Mannen;18 tot 65 jaar;4;Totaal allochtoon;2009;380;0.04;86;228;0.08
4150;Mannen;18 tot 65 jaar;4;Totaal allochtoon;2010;490;0.05;112;230;0.11
4151;Mannen;18 tot 65 jaar;4;Westerse allochtoon;2004;515;0.11;67;129;0.14
4152;Mannen;18 tot 65 jaar;4;Westerse allochtoon;2005;290;0.06;41;140;0.09
4153;Mannen;18 tot 65 jaar;4;Westerse allochtoon;2006;190;0.04;28;146;0.06
4154;Mannen;18 tot 65 jaar;4;Westerse allochtoon;2007;140;0.03;24;172;0.05
4155;Mannen;18 tot 65 jaar;4;Westerse allochtoon;2008;185;0.04;40;216;0.09
4156;Mannen;18 tot 65 jaar;4;Westerse allochtoon;2009;215;0.05;49;225;0.1
4157;Mannen;18 tot 65 jaar;4;Westerse allochtoon;2010;270;0.06;66;245;0.14
4158;Mannen;18 tot 65 jaar;4;Totaal Niet-westerse allochtoon;2004;405;0.08;47;116;0.09
4159;Mannen;18 tot 65 jaar;4;Totaal Niet-westerse allochtoon;2005;200;0.04;25;127;0.05
4160;Mannen;18 tot 65 jaar;4;Totaal Niet-westerse allochtoon;2006;125;0.02;21;165;0.04
4161;Mannen;18 tot 65 jaar;4;Totaal Niet-westerse allochtoon;2007;100;0.02;23;224;0.04
4162;Mannen;18 tot 65 jaar;4;Totaal Niet-westerse allochtoon;2008;125;0.02;25;201;0.04
4163;Mannen;18 tot 65 jaar;4;Totaal Niet-westerse allochtoon;2009;160;0.03;38;233;0.07
4164;Mannen;18 tot 65 jaar;4;Totaal Niet-westerse allochtoon;2010;220;0.04;46;210;0.08
4165;Mannen;18 tot 65 jaar;4;Marokko;2004;35;0.04;4;111;0.04
4166;Mannen;18 tot 65 jaar;4;Marokko;2005;20;0.02;2;105;0.02
4167;Mannen;18 tot 65 jaar;4;Marokko;2006;20;0.02;3;162;0.03
4168;Mannen;18 tot 65 jaar;4;Marokko;2007;15;0.01;4;304;0.04
4169;Mannen;18 tot 65 jaar;4;Marokko;2008;15;0.02;5;269;0.05
4170;Mannen;18 tot 65 jaar;4;Marokko;2009;20;0.02;5;232;0.05
4171;Mannen;18 tot 65 jaar;4;Marokko;2010;20;0.02;6;264;0.05
4172;Mannen;18 tot 65 jaar;4;Turkije;2004;60;0.05;7;116;0.06
4173;Mannen;18 tot 65 jaar;4;Turkije;2005;25;0.02;3;106;0.02
4174;Mannen;18 tot 65 jaar;4;Turkije;2006;20;0.02;4;185;0.04
4175;Mannen;18 tot 65 jaar;4;Turkije;2007;15;0.01;6;423;0.05
4176;Mannen;18 tot 65 jaar;4;Turkije;2008;15;0.01;3;232;0.02
4177;Mannen;18 tot 65 jaar;4;Turkije;2009;20;0.01;4;217;0.03
4178;Mannen;18 tot 65 jaar;4;Turkije;2010;20;0.01;5;240;0.04
4179;Mannen;18 tot 65 jaar;4;Suriname;2004;165;0.16;20;117;0.19
4180;Mannen;18 tot 65 jaar;4;Suriname;2005;75;0.07;11;152;0.11
4181;Mannen;18 tot 65 jaar;4;Suriname;2006;30;0.03;5;151;0.04
4182;Mannen;18 tot 65 jaar;4;Suriname;2007;30;0.03;5;161;0.04
4183;Mannen;18 tot 65 jaar;4;Suriname;2008;40;0.04;7;168;0.06
4184;Mannen;18 tot 65 jaar;4;Suriname;2009;60;0.05;14;236;0.13
4185;Mannen;18 tot 65 jaar;4;Suriname;2010;80;0.07;17;211;0.15
4186;Mannen;18 tot 65 jaar;4;Nederlandse Antillen en Aruba;2004;45;0.11;5;109;0.12
4187;Mannen;18 tot 65 jaar;4;Nederlandse Antillen en Aruba;2005;15;0.04;2;159;0.06
4188;Mannen;18 tot 65 jaar;4;Nederlandse Antillen en Aruba;2006;10;0.03;3;263;0.07
4189;Mannen;18 tot 65 jaar;4;Nederlandse Antillen en Aruba;2007;10;0.02;2;243;0.05
4190;Mannen;18 tot 65 jaar;4;Nederlandse Antillen en Aruba;2008;10;0.03;3;287;0.08
4191;Mannen;18 tot 65 jaar;4;Nederlandse Antillen en Aruba;2009;15;0.04;4;266;0.1
4192;Mannen;18 tot 65 jaar;4;Nederlandse Antillen en Aruba;2010;25;0.06;5;176;0.11
4193;Mannen;18 tot 65 jaar;4;Overige niet-westers;2004;100;0.06;12;117;0.07
4194;Mannen;18 tot 65 jaar;4;Overige niet-westers;2005;65;0.04;7;107;0.04
4195;Mannen;18 tot 65 jaar;4;Overige niet-westers;2006;45;0.02;6;142;0.04
4196;Mannen;18 tot 65 jaar;4;Overige niet-westers;2007;40;0.02;6;171;0.04
4197;Mannen;18 tot 65 jaar;4;Overige niet-westers;2008;40;0.02;7;171;0.04
4198;Mannen;18 tot 65 jaar;4;Overige niet-westers;2009;45;0.02;10;225;0.05
4199;Mannen;18 tot 65 jaar;4;Overige niet-westers;2010;70;0.03;14;197;0.07
4200;Mannen;18 tot 65 jaar;5;Totaal herkomstgroeperingen;2004;910;0.02;99;109;0.02
4201;Mannen;18 tot 65 jaar;5;Totaal herkomstgroeperingen;2005;1450;0.03;164;113;0.03
4202;Mannen;18 tot 65 jaar;5;Totaal herkomstgroeperingen;2006;1625;0.03;201;124;0.04
4203;Mannen;18 tot 65 jaar;5;Totaal herkomstgroeperingen;2007;1205;0.02;162;135;0.03
4204;Mannen;18 tot 65 jaar;5;Totaal herkomstgroeperingen;2008;955;0.02;134;140;0.03
4205;Mannen;18 tot 65 jaar;5;Totaal herkomstgroeperingen;2009;815;0.02;123;151;0.02
4206;Mannen;18 tot 65 jaar;5;Totaal herkomstgroeperingen;2010;730;0.01;118;162;0.02
4207;Mannen;18 tot 65 jaar;5;Autochtoon;2004;770;0.02;82;107;0.02
4208;Mannen;18 tot 65 jaar;5;Autochtoon;2005;1200;0.03;138;115;0.03
4209;Mannen;18 tot 65 jaar;5;Autochtoon;2006;1375;0.03;172;125;0.04
4210;Mannen;18 tot 65 jaar;5;Autochtoon;2007;975;0.02;131;135;0.03
4211;Mannen;18 tot 65 jaar;5;Autochtoon;2008;780;0.02;109;139;0.03
4212;Mannen;18 tot 65 jaar;5;Autochtoon;2009;670;0.02;103;154;0.02
4213;Mannen;18 tot 65 jaar;5;Autochtoon;2010;600;0.01;95;158;0.02
4214;Mannen;18 tot 65 jaar;5;Totaal allochtoon;2004;140;0.01;17;122;0.02
4215;Mannen;18 tot 65 jaar;5;Totaal allochtoon;2005;250;0.03;26;104;0.03
4216;Mannen;18 tot 65 jaar;5;Totaal allochtoon;2006;245;0.03;29;117;0.03
4217;Mannen;18 tot 65 jaar;5;Totaal allochtoon;2007;230;0.02;31;133;0.03
4218;Mannen;18 tot 65 jaar;5;Totaal allochtoon;2008;175;0.02;25;144;0.02
4219;Mannen;18 tot 65 jaar;5;Totaal allochtoon;2009;145;0.01;20;137;0.02
4220;Mannen;18 tot 65 jaar;5;Totaal allochtoon;2010;130;0.01;23;180;0.02
4221;Mannen;18 tot 65 jaar;5;Westerse allochtoon;2004;95;0.02;13;136;0.03
4222;Mannen;18 tot 65 jaar;5;Westerse allochtoon;2005;140;0.03;14;98;0.03
4223;Mannen;18 tot 65 jaar;5;Westerse allochtoon;2006;140;0.03;16;116;0.04
4224;Mannen;18 tot 65 jaar;5;Westerse allochtoon;2007;120;0.03;14;113;0.03
4225;Mannen;18 tot 65 jaar;5;Westerse allochtoon;2008;95;0.02;12;131;0.03
4226;Mannen;18 tot 65 jaar;5;Westerse allochtoon;2009;75;0.02;8;108;0.02
4227;Mannen;18 tot 65 jaar;5;Westerse allochtoon;2010;65;0.01;10;142;0.02
4228;Mannen;18 tot 65 jaar;5;Totaal Niet-westerse allochtoon;2004;45;0.01;4;91;0.01
4229;Mannen;18 tot 65 jaar;5;Totaal Niet-westerse allochtoon;2005;110;0.02;12;113;0.02
4230;Mannen;18 tot 65 jaar;5;Totaal Niet-westerse allochtoon;2006;110;0.02;13;118;0.02
4231;Mannen;18 tot 65 jaar;5;Totaal Niet-westerse allochtoon;2007;110;0.02;17;157;0.03
4232;Mannen;18 tot 65 jaar;5;Totaal Niet-westerse allochtoon;2008;80;0.01;13;161;0.02
4233;Mannen;18 tot 65 jaar;5;Totaal Niet-westerse allochtoon;2009;70;0.01;12;168;0.02
4234;Mannen;18 tot 65 jaar;5;Totaal Niet-westerse allochtoon;2010;60;0.01;14;222;0.02
4235;Mannen;18 tot 65 jaar;5;Marokko;2004;5;0.01;0;52;0.0
4236;Mannen;18 tot 65 jaar;5;Marokko;2005;20;0.02;2;104;0.02
4237;Mannen;18 tot 65 jaar;5;Marokko;2006;5;0.01;1;196;0.01
4238;Mannen;18 tot 65 jaar;5;Marokko;2007;10;0.01;1;137;0.01
4239;Mannen;18 tot 65 jaar;5;Marokko;2008;5;0.0;1;227;0.01
4240;Mannen;18 tot 65 jaar;5;Marokko;2009;5;0.01;1;133;0.01
4241;Mannen;18 tot 65 jaar;5;Marokko;2010;10;0.01;1;137;0.01
4242;Mannen;18 tot 65 jaar;5;Turkije;2004;5;0.0;0;67;0.0
4243;Mannen;18 tot 65 jaar;5;Turkije;2005;15;0.01;1;80;0.01
4244;Mannen;18 tot 65 jaar;5;Turkije;2006;10;0.01;1;107;0.01
4245;Mannen;18 tot 65 jaar;5;Turkije;2007;5;0.01;1;113;0.01
4246;Mannen;18 tot 65 jaar;5;Turkije;2008;5;0.0;0;94;0.0
4247;Mannen;18 tot 65 jaar;5;Turkije;2009;5;0.0;1;106;0.0
4248;Mannen;18 tot 65 jaar;5;Turkije;2010;0;0.0;1;321;0.01
4249;Mannen;18 tot 65 jaar;5;Suriname;2004;15;0.01;1;69;0.01
4250;Mannen;18 tot 65 jaar;5;Suriname;2005;35;0.03;5;126;0.04
4251;Mannen;18 tot 65 jaar;5;Suriname;2006;40;0.04;4;115;0.04
4252;Mannen;18 tot 65 jaar;5;Suriname;2007;45;0.04;6;134;0.06
4253;Mannen;18 tot 65 jaar;5;Suriname;2008;35;0.03;5;159;0.05
4254;Mannen;18 tot 65 jaar;5;Suriname;2009;25;0.02;5;180;0.04
4255;Mannen;18 tot 65 jaar;5;Suriname;2010;20;0.02;4;175;0.03
4256;Mannen;18 tot 65 jaar;5;Nederlandse Antillen en Aruba;2004;5;0.02;1;164;0.03
4257;Mannen;18 tot 65 jaar;5;Nederlandse Antillen en Aruba;2005;15;0.04;2;108;0.04
4258;Mannen;18 tot 65 jaar;5;Nederlandse Antillen en Aruba;2006;15;0.03;2;137;0.05
4259;Mannen;18 tot 65 jaar;5;Nederlandse Antillen en Aruba;2007;15;0.04;3;187;0.07
4260;Mannen;18 tot 65 jaar;5;Nederlandse Antillen en Aruba;2008;10;0.03;2;200;0.05
4261;Mannen;18 tot 65 jaar;5;Nederlandse Antillen en Aruba;2009;5;0.02;2;222;0.04
4262;Mannen;18 tot 65 jaar;5;Nederlandse Antillen en Aruba;2010;10;0.02;3;255;0.06
4263;Mannen;18 tot 65 jaar;5;Overige niet-westers;2004;15;0.01;1;104;0.01
4264;Mannen;18 tot 65 jaar;5;Overige niet-westers;2005;25;0.02;3;122;0.02
4265;Mannen;18 tot 65 jaar;5;Overige niet-westers;2006;40;0.02;4;106;0.02
4266;Mannen;18 tot 65 jaar;5;Overige niet-westers;2007;35;0.02;7;182;0.04
4267;Mannen;18 tot 65 jaar;5;Overige niet-westers;2008;25;0.01;4;148;0.02
4268;Mannen;18 tot 65 jaar;5;Overige niet-westers;2009;30;0.01;5;164;0.02
4269;Mannen;18 tot 65 jaar;5;Overige niet-westers;2010;20;0.01;5;284;0.03
4270;Mannen;18 tot 65 jaar;6;Totaal herkomstgroeperingen;2004;4555;0.09;534;117;0.1
4271;Mannen;18 tot 65 jaar;6;Totaal herkomstgroeperingen;2005;5320;0.1;492;93;0.09
4272;Mannen;18 tot 65 jaar;6;Totaal herkomstgroeperingen;2006;5485;0.11;524;96;0.1
4273;Mannen;18 tot 65 jaar;6;Totaal herkomstgroeperingen;2007;6500;0.13;666;102;0.13
4274;Mannen;18 tot 65 jaar;6;Totaal herkomstgroeperingen;2008;6555;0.13;671;102;0.13
4275;Mannen;18 tot 65 jaar;6;Totaal herkomstgroeperingen;2009;6010;0.11;622;104;0.12
4276;Mannen;18 tot 65 jaar;6;Totaal herkomstgroeperingen;2010;5870;0.11;639;109;0.12
4277;Mannen;18 tot 65 jaar;6;Autochtoon;2004;3815;0.09;456;120;0.11
4278;Mannen;18 tot 65 jaar;6;Autochtoon;2005;4420;0.1;408;92;0.1
4279;Mannen;18 tot 65 jaar;6;Autochtoon;2006;4630;0.11;434;94;0.1
4280;Mannen;18 tot 65 jaar;6;Autochtoon;2007;5495;0.13;555;101;0.13
4281;Mannen;18 tot 65 jaar;6;Autochtoon;2008;5495;0.13;553;101;0.13
4282;Mannen;18 tot 65 jaar;6;Autochtoon;2009;5125;0.12;526;103;0.13
4283;Mannen;18 tot 65 jaar;6;Autochtoon;2010;4970;0.12;530;107;0.13
4284;Mannen;18 tot 65 jaar;6;Totaal allochtoon;2004;740;0.07;77;104;0.08
4285;Mannen;18 tot 65 jaar;6;Totaal allochtoon;2005;895;0.09;84;94;0.08
4286;Mannen;18 tot 65 jaar;6;Totaal allochtoon;2006;855;0.09;90;105;0.09
4287;Mannen;18 tot 65 jaar;6;Totaal allochtoon;2007;1005;0.1;111;111;0.11
4288;Mannen;18 tot 65 jaar;6;Totaal allochtoon;2008;1065;0.1;118;111;0.12
4289;Mannen;18 tot 65 jaar;6;Totaal allochtoon;2009;885;0.08;97;109;0.09
4290;Mannen;18 tot 65 jaar;6;Totaal allochtoon;2010;895;0.08;109;122;0.1
4291;Mannen;18 tot 65 jaar;6;Westerse allochtoon;2004;415;0.09;48;114;0.1
4292;Mannen;18 tot 65 jaar;6;Westerse allochtoon;2005;530;0.12;46;87;0.1
4293;Mannen;18 tot 65 jaar;6;Westerse allochtoon;2006;470;0.1;45;97;0.1
4294;Mannen;18 tot 65 jaar;6;Westerse allochtoon;2007;550;0.12;54;98;0.12
4295;Mannen;18 tot 65 jaar;6;Westerse allochtoon;2008;585;0.13;64;108;0.14
4296;Mannen;18 tot 65 jaar;6;Westerse allochtoon;2009;505;0.11;48;95;0.1
4297;Mannen;18 tot 65 jaar;6;Westerse allochtoon;2010;495;0.11;51;103;0.11
4298;Mannen;18 tot 65 jaar;6;Totaal Niet-westerse allochtoon;2004;325;0.06;30;92;0.06
4299;Mannen;18 tot 65 jaar;6;Totaal Niet-westerse allochtoon;2005;365;0.07;38;103;0.07
4300;Mannen;18 tot 65 jaar;6;Totaal Niet-westerse allochtoon;2006;385;0.07;44;115;0.08
4301;Mannen;18 tot 65 jaar;6;Totaal Niet-westerse allochtoon;2007;450;0.08;57;127;0.11
4302;Mannen;18 tot 65 jaar;6;Totaal Niet-westerse allochtoon;2008;475;0.09;54;114;0.1
4303;Mannen;18 tot 65 jaar;6;Totaal Niet-westerse allochtoon;2009;375;0.07;48;129;0.08
4304;Mannen;18 tot 65 jaar;6;Totaal Niet-westerse allochtoon;2010;400;0.07;58;145;0.1
4305;Mannen;18 tot 65 jaar;6;Marokko;2004;55;0.06;6;99;0.06
4306;Mannen;18 tot 65 jaar;6;Marokko;2005;75;0.08;10;129;0.1
4307;Mannen;18 tot 65 jaar;6;Marokko;2006;95;0.1;15;157;0.15
4308;Mannen;18 tot 65 jaar;6;Marokko;2007;85;0.09;19;220;0.2
4309;Mannen;18 tot 65 jaar;6;Marokko;2008;95;0.1;14;148;0.14
4310;Mannen;18 tot 65 jaar;6;Marokko;2009;65;0.07;14;205;0.13
4311;Mannen;18 tot 65 jaar;6;Marokko;2010;65;0.06;18;267;0.17
4312;Mannen;18 tot 65 jaar;6;Turkije;2004;60;0.05;5;77;0.04
4313;Mannen;18 tot 65 jaar;6;Turkije;2005;70;0.06;6;80;0.05
4314;Mannen;18 tot 65 jaar;6;Turkije;2006;75;0.06;7;89;0.06
4315;Mannen;18 tot 65 jaar;6;Turkije;2007;85;0.07;10;121;0.09
4316;Mannen;18 tot 65 jaar;6;Turkije;2008;85;0.07;8;102;0.07
4317;Mannen;18 tot 65 jaar;6;Turkije;2009;70;0.06;8;108;0.06
4318;Mannen;18 tot 65 jaar;6;Turkije;2010;80;0.06;8;100;0.06
4319;Mannen;18 tot 65 jaar;6;Suriname;2004;80;0.08;7;89;0.07
4320;Mannen;18 tot 65 jaar;6;Suriname;2005;90;0.09;10;104;0.09
4321;Mannen;18 tot 65 jaar;6;Suriname;2006;85;0.08;8;98;0.08
4322;Mannen;18 tot 65 jaar;6;Suriname;2007;115;0.11;13;115;0.12
4323;Mannen;18 tot 65 jaar;6;Suriname;2008;145;0.13;17;121;0.16
4324;Mannen;18 tot 65 jaar;6;Suriname;2009;90;0.08;10;108;0.09
4325;Mannen;18 tot 65 jaar;6;Suriname;2010;100;0.09;11;113;0.1
4326;Mannen;18 tot 65 jaar;6;Nederlandse Antillen en Aruba;2004;35;0.09;3;100;0.09
4327;Mannen;18 tot 65 jaar;6;Nederlandse Antillen en Aruba;2005;35;0.09;3;99;0.08
4328;Mannen;18 tot 65 jaar;6;Nederlandse Antillen en Aruba;2006;40;0.11;4;97;0.1
4329;Mannen;18 tot 65 jaar;6;Nederlandse Antillen en Aruba;2007;50;0.12;4;73;0.09
4330;Mannen;18 tot 65 jaar;6;Nederlandse Antillen en Aruba;2008;45;0.11;3;71;0.08
4331;Mannen;18 tot 65 jaar;6;Nederlandse Antillen en Aruba;2009;30;0.07;2;63;0.05
4332;Mannen;18 tot 65 jaar;6;Nederlandse Antillen en Aruba;2010;30;0.06;3;107;0.07
4333;Mannen;18 tot 65 jaar;6;Overige niet-westers;2004;90;0.05;9;96;0.05
4334;Mannen;18 tot 65 jaar;6;Overige niet-westers;2005;95;0.05;10;101;0.05
4335;Mannen;18 tot 65 jaar;6;Overige niet-westers;2006;90;0.05;11;117;0.06
4336;Mannen;18 tot 65 jaar;6;Overige niet-westers;2007;120;0.07;11;97;0.06
4337;Mannen;18 tot 65 jaar;6;Overige niet-westers;2008;110;0.06;11;103;0.06
4338;Mannen;18 tot 65 jaar;6;Overige niet-westers;2009;115;0.06;15;132;0.08
4339;Mannen;18 tot 65 jaar;6;Overige niet-westers;2010;125;0.06;18;144;0.09
4340;Mannen;18 tot 65 jaar;7;Totaal herkomstgroeperingen;2004;3795;0.07;1013;267;0.19
4341;Mannen;18 tot 65 jaar;7;Totaal herkomstgroeperingen;2005;3970;0.08;1103;278;0.21
4342;Mannen;18 tot 65 jaar;7;Totaal herkomstgroeperingen;2006;3985;0.08;1178;295;0.23
4343;Mannen;18 tot 65 jaar;7;Totaal herkomstgroeperingen;2007;3320;0.06;1051;316;0.2
4344;Mannen;18 tot 65 jaar;7;Totaal herkomstgroeperingen;2008;2895;0.06;1017;351;0.2
4345;Mannen;18 tot 65 jaar;7;Totaal herkomstgroeperingen;2009;2495;0.05;901;361;0.17
4346;Mannen;18 tot 65 jaar;7;Totaal herkomstgroeperingen;2010;2375;0.05;857;361;0.16
4347;Mannen;18 tot 65 jaar;7;Autochtoon;2004;3175;0.07;858;271;0.2
4348;Mannen;18 tot 65 jaar;7;Autochtoon;2005;3340;0.08;947;284;0.22
4349;Mannen;18 tot 65 jaar;7;Autochtoon;2006;3360;0.08;1005;299;0.24
4350;Mannen;18 tot 65 jaar;7;Autochtoon;2007;2805;0.07;898;320;0.21
4351;Mannen;18 tot 65 jaar;7;Autochtoon;2008;2450;0.06;867;354;0.21
4352;Mannen;18 tot 65 jaar;7;Autochtoon;2009;2095;0.05;762;363;0.18
4353;Mannen;18 tot 65 jaar;7;Autochtoon;2010;1945;0.05;704;362;0.17
4354;Mannen;18 tot 65 jaar;7;Totaal allochtoon;2004;625;0.06;154;247;0.16
4355;Mannen;18 tot 65 jaar;7;Totaal allochtoon;2005;630;0.06;157;249;0.16
4356;Mannen;18 tot 65 jaar;7;Totaal allochtoon;2006;625;0.06;173;276;0.18
4357;Mannen;18 tot 65 jaar;7;Totaal allochtoon;2007;515;0.05;153;296;0.16
4358;Mannen;18 tot 65 jaar;7;Totaal allochtoon;2008;445;0.04;150;337;0.15
4359;Mannen;18 tot 65 jaar;7;Totaal allochtoon;2009;400;0.04;140;349;0.13
4360;Mannen;18 tot 65 jaar;7;Totaal allochtoon;2010;430;0.04;153;357;0.14
4361;Mannen;18 tot 65 jaar;7;Westerse allochtoon;2004;365;0.08;86;236;0.19
4362;Mannen;18 tot 65 jaar;7;Westerse allochtoon;2005;365;0.08;91;247;0.2
4363;Mannen;18 tot 65 jaar;7;Westerse allochtoon;2006;370;0.08;99;269;0.22
4364;Mannen;18 tot 65 jaar;7;Westerse allochtoon;2007;300;0.07;87;292;0.19
4365;Mannen;18 tot 65 jaar;7;Westerse allochtoon;2008;250;0.05;81;323;0.18
4366;Mannen;18 tot 65 jaar;7;Westerse allochtoon;2009;225;0.05;75;335;0.16
4367;Mannen;18 tot 65 jaar;7;Westerse allochtoon;2010;255;0.05;84;330;0.18
4368;Mannen;18 tot 65 jaar;7;Totaal Niet-westerse allochtoon;2004;260;0.05;68;262;0.13
4369;Mannen;18 tot 65 jaar;7;Totaal Niet-westerse allochtoon;2005;265;0.05;66;251;0.12
4370;Mannen;18 tot 65 jaar;7;Totaal Niet-westerse allochtoon;2006;260;0.05;74;286;0.14
4371;Mannen;18 tot 65 jaar;7;Totaal Niet-westerse allochtoon;2007;220;0.04;66;302;0.12
4372;Mannen;18 tot 65 jaar;7;Totaal Niet-westerse allochtoon;2008;195;0.03;69;357;0.12
4373;Mannen;18 tot 65 jaar;7;Totaal Niet-westerse allochtoon;2009;175;0.03;64;368;0.11
4374;Mannen;18 tot 65 jaar;7;Totaal Niet-westerse allochtoon;2010;175;0.03;69;396;0.12
4375;Mannen;18 tot 65 jaar;7;Marokko;2004;25;0.03;8;303;0.08
4376;Mannen;18 tot 65 jaar;7;Marokko;2005;25;0.02;5;207;0.05
4377;Mannen;18 tot 65 jaar;7;Marokko;2006;25;0.03;7;242;0.07
4378;Mannen;18 tot 65 jaar;7;Marokko;2007;20;0.02;7;346;0.07
4379;Mannen;18 tot 65 jaar;7;Marokko;2008;20;0.02;5;262;0.05
4380;Mannen;18 tot 65 jaar;7;Marokko;2009;10;0.01;4;454;0.04
4381;Mannen;18 tot 65 jaar;7;Marokko;2010;10;0.01;4;397;0.04
4382;Mannen;18 tot 65 jaar;7;Turkije;2004;30;0.03;8;262;0.07
4383;Mannen;18 tot 65 jaar;7;Turkije;2005;45;0.04;10;233;0.09
4384;Mannen;18 tot 65 jaar;7;Turkije;2006;35;0.03;10;274;0.09
4385;Mannen;18 tot 65 jaar;7;Turkije;2007;25;0.02;8;314;0.07
4386;Mannen;18 tot 65 jaar;7;Turkije;2008;20;0.02;6;334;0.05
4387;Mannen;18 tot 65 jaar;7;Turkije;2009;15;0.01;5;359;0.04
4388;Mannen;18 tot 65 jaar;7;Turkije;2010;20;0.02;7;353;0.06
