ID;Geslacht;Leeftijd;TypeZorg;Herkomstgroepering;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
1538;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige niet-westers;2009;845;0.21;28;33;0.07
1539;Totaal mannen en vrouwen;18 tot 65 jaar;Totaal verpleging;Overige niet-westers;2010;815;0.2;33;40;0.08
1540;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal herkomstgroeperingen;2004;232675;13.24;29925;129;17.03
1541;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal herkomstgroeperingen;2005;224910;12.6;29881;133;16.75
1542;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal herkomstgroeperingen;2006;225855;12.5;30963;137;17.13
1543;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal herkomstgroeperingen;2007;223450;12.16;30369;136;16.53
1544;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal herkomstgroeperingen;2008;223885;11.91;30427;136;16.19
1545;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal herkomstgroeperingen;2009;221295;11.48;30944;140;16.05
1546;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal herkomstgroeperingen;2010;220840;11.24;31189;141;15.87
1547;Totaal mannen en vrouwen;65 tot 80 jaar;0;Autochtoon;2004;205775;13.34;26447;129;17.14
1548;Totaal mannen en vrouwen;65 tot 80 jaar;0;Autochtoon;2005;197965;12.7;26266;133;16.85
1549;Totaal mannen en vrouwen;65 tot 80 jaar;0;Autochtoon;2006;197750;12.57;27011;137;17.17
1550;Totaal mannen en vrouwen;65 tot 80 jaar;0;Autochtoon;2007;194770;12.22;26404;136;16.57
1551;Totaal mannen en vrouwen;65 tot 80 jaar;0;Autochtoon;2008;194175;11.93;26332;136;16.18
1552;Totaal mannen en vrouwen;65 tot 80 jaar;0;Autochtoon;2009;191185;11.46;26666;139;15.98
1553;Totaal mannen en vrouwen;65 tot 80 jaar;0;Autochtoon;2010;189610;11.17;26661;141;15.71
1554;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal allochtoon;2004;26900;12.57;3478;129;16.25
1555;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal allochtoon;2005;26945;11.97;3615;134;16.05
1556;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal allochtoon;2006;28105;12.02;3952;141;16.9
1557;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal allochtoon;2007;28680;11.8;3965;138;16.32
1558;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal allochtoon;2008;29710;11.8;4095;138;16.27
1559;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal allochtoon;2009;30110;11.58;4279;142;16.45
1560;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal allochtoon;2010;31230;11.63;4527;145;16.87
1561;Totaal mannen en vrouwen;65 tot 80 jaar;0;Westerse allochtoon;2004;21850;12.84;2820;129;16.58
1562;Totaal mannen en vrouwen;65 tot 80 jaar;0;Westerse allochtoon;2005;21510;12.21;2870;133;16.29
1563;Totaal mannen en vrouwen;65 tot 80 jaar;0;Westerse allochtoon;2006;21915;12.1;3040;139;16.78
1564;Totaal mannen en vrouwen;65 tot 80 jaar;0;Westerse allochtoon;2007;21910;11.78;2982;136;16.04
1565;Totaal mannen en vrouwen;65 tot 80 jaar;0;Westerse allochtoon;2008;22270;11.72;3063;138;16.11
1566;Totaal mannen en vrouwen;65 tot 80 jaar;0;Westerse allochtoon;2009;22235;11.47;3144;141;16.22
1567;Totaal mannen en vrouwen;65 tot 80 jaar;0;Westerse allochtoon;2010;22465;11.39;3194;142;16.2
1568;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal Niet-westerse allochtoon;2004;5050;11.5;658;130;14.99
1569;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal Niet-westerse allochtoon;2005;5440;11.09;745;137;15.19
1570;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal Niet-westerse allochtoon;2006;6190;11.75;912;147;17.31
1571;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal Niet-westerse allochtoon;2007;6770;11.87;983;145;17.23
1572;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal Niet-westerse allochtoon;2008;7440;12.07;1032;139;16.76
1573;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal Niet-westerse allochtoon;2009;7880;11.9;1135;144;17.14
1574;Totaal mannen en vrouwen;65 tot 80 jaar;0;Totaal Niet-westerse allochtoon;2010;8765;12.3;1333;152;18.72
1575;Totaal mannen en vrouwen;65 tot 80 jaar;0;Marokko;2004;415;4.54;37;89;4.03
1576;Totaal mannen en vrouwen;65 tot 80 jaar;0;Marokko;2005;495;4.5;62;124;5.59
1577;Totaal mannen en vrouwen;65 tot 80 jaar;0;Marokko;2006;710;5.92;122;172;10.16
1578;Totaal mannen en vrouwen;65 tot 80 jaar;0;Marokko;2007;910;6.83;163;179;12.21
1579;Totaal mannen en vrouwen;65 tot 80 jaar;0;Marokko;2008;1020;7.04;165;162;11.43
1580;Totaal mannen en vrouwen;65 tot 80 jaar;0;Marokko;2009;1125;7.26;207;184;13.36
1581;Totaal mannen en vrouwen;65 tot 80 jaar;0;Marokko;2010;1290;7.95;250;194;15.44
1582;Totaal mannen en vrouwen;65 tot 80 jaar;0;Turkije;2004;760;7.65;67;88;6.74
1583;Totaal mannen en vrouwen;65 tot 80 jaar;0;Turkije;2005;910;7.78;89;98;7.65
1584;Totaal mannen en vrouwen;65 tot 80 jaar;0;Turkije;2006;1080;8.42;124;114;9.63
1585;Totaal mannen en vrouwen;65 tot 80 jaar;0;Turkije;2007;1280;9.12;146;114;10.36
1586;Totaal mannen en vrouwen;65 tot 80 jaar;0;Turkije;2008;1495;9.88;169;113;11.16
1587;Totaal mannen en vrouwen;65 tot 80 jaar;0;Turkije;2009;1590;9.84;185;116;11.45
1588;Totaal mannen en vrouwen;65 tot 80 jaar;0;Turkije;2010;1835;10.65;229;125;13.28
1589;Totaal mannen en vrouwen;65 tot 80 jaar;0;Suriname;2004;2665;20.9;414;156;32.5
1590;Totaal mannen en vrouwen;65 tot 80 jaar;0;Suriname;2005;2730;20.38;435;159;32.44
1591;Totaal mannen en vrouwen;65 tot 80 jaar;0;Suriname;2006;2955;20.78;484;164;34.04
1592;Totaal mannen en vrouwen;65 tot 80 jaar;0;Suriname;2007;3085;20.48;484;157;32.1
1593;Totaal mannen en vrouwen;65 tot 80 jaar;0;Suriname;2008;3220;20.19;487;151;30.49
1594;Totaal mannen en vrouwen;65 tot 80 jaar;0;Suriname;2009;3280;19.39;502;153;29.68
1595;Totaal mannen en vrouwen;65 tot 80 jaar;0;Suriname;2010;3435;18.82;556;162;30.47
1596;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederlandse Antillen en Aruba;2004;330;11.84;38;114;13.44
1597;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederlandse Antillen en Aruba;2005;370;12.34;45;120;14.84
1598;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederlandse Antillen en Aruba;2006;425;13.35;56;132;17.66
1599;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederlandse Antillen en Aruba;2007;425;12.31;59;139;17.1
1600;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederlandse Antillen en Aruba;2008;460;11.99;67;144;17.26
1601;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederlandse Antillen en Aruba;2009;485;11.32;72;148;16.75
1602;Totaal mannen en vrouwen;65 tot 80 jaar;0;Nederlandse Antillen en Aruba;2010;620;12.76;88;143;18.21
1603;Totaal mannen en vrouwen;65 tot 80 jaar;0;Overige niet-westers;2004;880;9.45;102;116;10.99
1604;Totaal mannen en vrouwen;65 tot 80 jaar;0;Overige niet-westers;2005;930;9.39;115;123;11.55
1605;Totaal mannen en vrouwen;65 tot 80 jaar;0;Overige niet-westers;2006;1020;9.75;126;124;12.05
1606;Totaal mannen en vrouwen;65 tot 80 jaar;0;Overige niet-westers;2007;1065;9.58;132;124;11.83
1607;Totaal mannen en vrouwen;65 tot 80 jaar;0;Overige niet-westers;2008;1245;10.17;145;117;11.88
1608;Totaal mannen en vrouwen;65 tot 80 jaar;0;Overige niet-westers;2009;1395;10.46;169;121;12.65
1609;Totaal mannen en vrouwen;65 tot 80 jaar;0;Overige niet-westers;2010;1585;10.8;210;132;14.29
1610;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal herkomstgroeperingen;2004;72545;4.13;7031;97;4.0
1611;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal herkomstgroeperingen;2005;90880;5.09;9916;109;5.56
1612;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal herkomstgroeperingen;2006;95595;5.29;10672;112;5.91
1613;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal herkomstgroeperingen;2007;95475;5.2;10790;113;5.87
1614;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal herkomstgroeperingen;2008;95660;5.09;10929;114;5.82
1615;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal herkomstgroeperingen;2009;95550;4.96;11327;119;5.87
1616;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal herkomstgroeperingen;2010;93000;4.73;11241;121;5.72
1617;Totaal mannen en vrouwen;65 tot 80 jaar;1;Autochtoon;2004;64380;4.17;6241;97;4.05
1618;Totaal mannen en vrouwen;65 tot 80 jaar;1;Autochtoon;2005;79455;5.1;8658;109;5.55
1619;Totaal mannen en vrouwen;65 tot 80 jaar;1;Autochtoon;2006;83130;5.28;9273;112;5.89
1620;Totaal mannen en vrouwen;65 tot 80 jaar;1;Autochtoon;2007;82705;5.19;9356;113;5.87
1621;Totaal mannen en vrouwen;65 tot 80 jaar;1;Autochtoon;2008;82415;5.06;9442;115;5.8
1622;Totaal mannen en vrouwen;65 tot 80 jaar;1;Autochtoon;2009;81820;4.9;9730;119;5.83
1623;Totaal mannen en vrouwen;65 tot 80 jaar;1;Autochtoon;2010;78970;4.65;9569;121;5.64
1624;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal allochtoon;2004;8170;3.82;790;97;3.69
1625;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal allochtoon;2005;11430;5.08;1258;110;5.59
1626;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal allochtoon;2006;12465;5.33;1400;112;5.99
1627;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal allochtoon;2007;12765;5.25;1434;112;5.9
1628;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal allochtoon;2008;13250;5.26;1487;112;5.91
1629;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal allochtoon;2009;13725;5.28;1596;116;6.14
1630;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal allochtoon;2010;14030;5.23;1672;119;6.23
1631;Totaal mannen en vrouwen;65 tot 80 jaar;1;Westerse allochtoon;2004;6890;4.05;670;97;3.94
1632;Totaal mannen en vrouwen;65 tot 80 jaar;1;Westerse allochtoon;2005;9050;5.14;1000;110;5.67
1633;Totaal mannen en vrouwen;65 tot 80 jaar;1;Westerse allochtoon;2006;9650;5.33;1091;113;6.02
1634;Totaal mannen en vrouwen;65 tot 80 jaar;1;Westerse allochtoon;2007;9655;5.19;1093;113;5.88
1635;Totaal mannen en vrouwen;65 tot 80 jaar;1;Westerse allochtoon;2008;9800;5.16;1128;115;5.93
1636;Totaal mannen en vrouwen;65 tot 80 jaar;1;Westerse allochtoon;2009;9910;5.11;1183;119;6.1
1637;Totaal mannen en vrouwen;65 tot 80 jaar;1;Westerse allochtoon;2010;9780;4.96;1194;122;6.05
1638;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal Niet-westerse allochtoon;2004;1275;2.91;121;95;2.75
1639;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal Niet-westerse allochtoon;2005;2380;4.85;258;109;5.27
1640;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal Niet-westerse allochtoon;2006;2815;5.34;309;110;5.86
1641;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal Niet-westerse allochtoon;2007;3110;5.45;341;110;5.97
1642;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal Niet-westerse allochtoon;2008;3450;5.6;359;104;5.83
1643;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal Niet-westerse allochtoon;2009;3815;5.76;413;108;6.24
1644;Totaal mannen en vrouwen;65 tot 80 jaar;1;Totaal Niet-westerse allochtoon;2010;4250;5.96;478;113;6.71
1645;Totaal mannen en vrouwen;65 tot 80 jaar;1;Marokko;2004;30;0.35;2;67;0.24
1646;Totaal mannen en vrouwen;65 tot 80 jaar;1;Marokko;2005;75;0.69;7;97;0.67
1647;Totaal mannen en vrouwen;65 tot 80 jaar;1;Marokko;2006;120;1.02;10;83;0.85
1648;Totaal mannen en vrouwen;65 tot 80 jaar;1;Marokko;2007;155;1.18;17;111;1.3
1649;Totaal mannen en vrouwen;65 tot 80 jaar;1;Marokko;2008;200;1.38;19;95;1.31
1650;Totaal mannen en vrouwen;65 tot 80 jaar;1;Marokko;2009;245;1.57;26;109;1.71
1651;Totaal mannen en vrouwen;65 tot 80 jaar;1;Marokko;2010;300;1.86;35;117;2.17
1652;Totaal mannen en vrouwen;65 tot 80 jaar;1;Turkije;2004;150;1.52;12;79;1.19
1653;Totaal mannen en vrouwen;65 tot 80 jaar;1;Turkije;2005;320;2.73;28;88;2.4
1654;Totaal mannen en vrouwen;65 tot 80 jaar;1;Turkije;2006;385;3.01;37;95;2.87
1655;Totaal mannen en vrouwen;65 tot 80 jaar;1;Turkije;2007;465;3.32;43;92;3.07
1656;Totaal mannen en vrouwen;65 tot 80 jaar;1;Turkije;2008;545;3.6;47;86;3.09
1657;Totaal mannen en vrouwen;65 tot 80 jaar;1;Turkije;2009;610;3.77;57;94;3.55
1658;Totaal mannen en vrouwen;65 tot 80 jaar;1;Turkije;2010;770;4.46;74;96;4.3
1659;Totaal mannen en vrouwen;65 tot 80 jaar;1;Suriname;2004;770;6.05;79;103;6.24
1660;Totaal mannen en vrouwen;65 tot 80 jaar;1;Suriname;2005;1435;10.69;171;119;12.75
1661;Totaal mannen en vrouwen;65 tot 80 jaar;1;Suriname;2006;1655;11.63;197;119;13.88
1662;Totaal mannen en vrouwen;65 tot 80 jaar;1;Suriname;2007;1790;11.88;211;118;14.0
1663;Totaal mannen en vrouwen;65 tot 80 jaar;1;Suriname;2008;1890;11.85;214;113;13.41
1664;Totaal mannen en vrouwen;65 tot 80 jaar;1;Suriname;2009;1995;11.78;233;117;13.79
1665;Totaal mannen en vrouwen;65 tot 80 jaar;1;Suriname;2010;2070;11.35;253;122;13.89
1666;Totaal mannen en vrouwen;65 tot 80 jaar;1;Nederlandse Antillen en Aruba;2004;80;2.89;7;84;2.42
1667;Totaal mannen en vrouwen;65 tot 80 jaar;1;Nederlandse Antillen en Aruba;2005;150;5.04;14;92;4.61
1668;Totaal mannen en vrouwen;65 tot 80 jaar;1;Nederlandse Antillen en Aruba;2006;170;5.35;17;98;5.25
1669;Totaal mannen en vrouwen;65 tot 80 jaar;1;Nederlandse Antillen en Aruba;2007;175;5.07;17;99;5.01
1670;Totaal mannen en vrouwen;65 tot 80 jaar;1;Nederlandse Antillen en Aruba;2008;200;5.19;19;97;5.05
1671;Totaal mannen en vrouwen;65 tot 80 jaar;1;Nederlandse Antillen en Aruba;2009;230;5.39;22;95;5.11
1672;Totaal mannen en vrouwen;65 tot 80 jaar;1;Nederlandse Antillen en Aruba;2010;280;5.76;28;100;5.78
1673;Totaal mannen en vrouwen;65 tot 80 jaar;1;Overige niet-westers;2004;240;2.6;21;85;2.21
1674;Totaal mannen en vrouwen;65 tot 80 jaar;1;Overige niet-westers;2005;400;4.02;38;95;3.83
1675;Totaal mannen en vrouwen;65 tot 80 jaar;1;Overige niet-westers;2006;480;4.61;48;99;4.56
1676;Totaal mannen en vrouwen;65 tot 80 jaar;1;Overige niet-westers;2007;520;4.68;52;99;4.65
1677;Totaal mannen en vrouwen;65 tot 80 jaar;1;Overige niet-westers;2008;615;5.01;60;98;4.92
1678;Totaal mannen en vrouwen;65 tot 80 jaar;1;Overige niet-westers;2009;740;5.54;74;101;5.57
1679;Totaal mannen en vrouwen;65 tot 80 jaar;1;Overige niet-westers;2010;825;5.63;87;106;5.95
1680;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2004;12340;0.7;1443;117;0.82
1681;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2005;10100;0.57;1043;103;0.58
1682;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2006;11230;0.62;888;79;0.49
1683;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2007;17225;0.94;1083;63;0.59
1684;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2008;23370;1.24;1408;60;0.75
1685;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2009;27420;1.42;1701;62;0.88
1686;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2010;31870;1.62;2037;64;1.04
1687;Totaal mannen en vrouwen;65 tot 80 jaar;2;Autochtoon;2004;10950;0.71;1334;122;0.86
1688;Totaal mannen en vrouwen;65 tot 80 jaar;2;Autochtoon;2005;9020;0.58;969;107;0.62
1689;Totaal mannen en vrouwen;65 tot 80 jaar;2;Autochtoon;2006;10065;0.64;821;82;0.52
1690;Totaal mannen en vrouwen;65 tot 80 jaar;2;Autochtoon;2007;15280;0.96;977;64;0.61
1691;Totaal mannen en vrouwen;65 tot 80 jaar;2;Autochtoon;2008;20560;1.26;1230;60;0.76
1692;Totaal mannen en vrouwen;65 tot 80 jaar;2;Autochtoon;2009;23900;1.43;1461;61;0.88
1693;Totaal mannen en vrouwen;65 tot 80 jaar;2;Autochtoon;2010;27645;1.63;1715;62;1.01
1694;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2004;1385;0.65;109;78;0.51
1695;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2005;1085;0.48;74;69;0.33
1696;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2006;1170;0.5;68;58;0.29
1697;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2007;1945;0.8;106;55;0.44
1698;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2008;2810;1.12;179;64;0.71
1699;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2009;3520;1.35;240;68;0.92
1700;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2010;4225;1.57;322;76;1.2
1701;Totaal mannen en vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2004;1145;0.67;95;83;0.56
1702;Totaal mannen en vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2005;900;0.51;64;71;0.36
1703;Totaal mannen en vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2006;1005;0.55;58;57;0.32
1704;Totaal mannen en vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2007;1600;0.86;86;54;0.46
1705;Totaal mannen en vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2008;2175;1.15;124;57;0.65
1706;Totaal mannen en vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2009;2645;1.36;161;61;0.83
1707;Totaal mannen en vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2010;3130;1.59;201;64;1.02
1708;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2004;240;0.55;14;56;0.31
1709;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2005;180;0.37;10;55;0.2
1710;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2006;165;0.31;10;60;0.19
1711;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2007;345;0.61;20;58;0.35
1712;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2008;635;1.03;54;85;0.88
1713;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2009;875;1.32;79;90;1.19
1714;Totaal mannen en vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2010;1095;1.54;121;111;1.7
1715;Totaal mannen en vrouwen;65 tot 80 jaar;2;Marokko;2004;30;0.32;1;43;0.14
1716;Totaal mannen en vrouwen;65 tot 80 jaar;2;Marokko;2005;20;0.19;1;71;0.14
1717;Totaal mannen en vrouwen;65 tot 80 jaar;2;Marokko;2006;35;0.28;2;75;0.21
1718;Totaal mannen en vrouwen;65 tot 80 jaar;2;Marokko;2007;95;0.71;8;86;0.61
1719;Totaal mannen en vrouwen;65 tot 80 jaar;2;Marokko;2008;160;1.09;18;114;1.24
1720;Totaal mannen en vrouwen;65 tot 80 jaar;2;Marokko;2009;195;1.27;28;141;1.79
1721;Totaal mannen en vrouwen;65 tot 80 jaar;2;Marokko;2010;310;1.91;46;148;2.83
1722;Totaal mannen en vrouwen;65 tot 80 jaar;2;Turkije;2004;50;0.49;2;36;0.18
1723;Totaal mannen en vrouwen;65 tot 80 jaar;2;Turkije;2005;40;0.34;1;32;0.11
1724;Totaal mannen en vrouwen;65 tot 80 jaar;2;Turkije;2006;45;0.37;2;44;0.16
1725;Totaal mannen en vrouwen;65 tot 80 jaar;2;Turkije;2007;100;0.72;4;44;0.32
1726;Totaal mannen en vrouwen;65 tot 80 jaar;2;Turkije;2008;195;1.3;17;89;1.16
1727;Totaal mannen en vrouwen;65 tot 80 jaar;2;Turkije;2009;290;1.79;23;81;1.45
1728;Totaal mannen en vrouwen;65 tot 80 jaar;2;Turkije;2010;295;1.72;28;95;1.64
1729;Totaal mannen en vrouwen;65 tot 80 jaar;2;Suriname;2004;100;0.79;6;60;0.48
1730;Totaal mannen en vrouwen;65 tot 80 jaar;2;Suriname;2005;60;0.44;3;58;0.26
1731;Totaal mannen en vrouwen;65 tot 80 jaar;2;Suriname;2006;40;0.28;4;96;0.27
1732;Totaal mannen en vrouwen;65 tot 80 jaar;2;Suriname;2007;80;0.52;4;53;0.28
1733;Totaal mannen en vrouwen;65 tot 80 jaar;2;Suriname;2008;140;0.89;9;66;0.59
1734;Totaal mannen en vrouwen;65 tot 80 jaar;2;Suriname;2009;185;1.1;13;72;0.79
1735;Totaal mannen en vrouwen;65 tot 80 jaar;2;Suriname;2010;245;1.35;24;95;1.29
1736;Totaal mannen en vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2004;15;0.53;1;59;0.32
1737;Totaal mannen en vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2005;15;0.5;0;33;0.16
1738;Totaal mannen en vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2006;10;0.28;0;34;0.09
1739;Totaal mannen en vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2007;20;0.55;1;51;0.28
1740;Totaal mannen en vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2008;30;0.83;3;84;0.7
1741;Totaal mannen en vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2009;45;1.02;2;46;0.47
1742;Totaal mannen en vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2010;65;1.3;3;49;0.63
1743;Totaal mannen en vrouwen;65 tot 80 jaar;2;Overige niet-westers;2004;45;0.51;4;76;0.39
1744;Totaal mannen en vrouwen;65 tot 80 jaar;2;Overige niet-westers;2005;45;0.46;3;71;0.33
1745;Totaal mannen en vrouwen;65 tot 80 jaar;2;Overige niet-westers;2006;35;0.33;1;34;0.11
1746;Totaal mannen en vrouwen;65 tot 80 jaar;2;Overige niet-westers;2007;55;0.48;2;41;0.2
1747;Totaal mannen en vrouwen;65 tot 80 jaar;2;Overige niet-westers;2008;105;0.86;7;63;0.54
1748;Totaal mannen en vrouwen;65 tot 80 jaar;2;Overige niet-westers;2009;155;1.18;12;79;0.93
1749;Totaal mannen en vrouwen;65 tot 80 jaar;2;Overige niet-westers;2010;180;1.21;20;114;1.38
1750;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2004;26645;1.52;608;23;0.35
1751;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2005;22525;1.26;354;16;0.2
1752;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2006;22690;1.26;357;16;0.2
1753;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2007;20600;1.12;333;16;0.18
1754;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2008;18560;0.99;302;16;0.16
1755;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2009;15410;0.8;251;16;0.13
1756;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2010;14355;0.73;237;16;0.12
1757;Totaal mannen en vrouwen;65 tot 80 jaar;3;Autochtoon;2004;23640;1.53;550;23;0.36
1758;Totaal mannen en vrouwen;65 tot 80 jaar;3;Autochtoon;2005;19775;1.27;308;16;0.2
1759;Totaal mannen en vrouwen;65 tot 80 jaar;3;Autochtoon;2006;19760;1.26;302;15;0.19
1760;Totaal mannen en vrouwen;65 tot 80 jaar;3;Autochtoon;2007;17795;1.12;279;16;0.18
1761;Totaal mannen en vrouwen;65 tot 80 jaar;3;Autochtoon;2008;16010;0.98;253;16;0.16
1762;Totaal mannen en vrouwen;65 tot 80 jaar;3;Autochtoon;2009;13265;0.8;209;16;0.13
1763;Totaal mannen en vrouwen;65 tot 80 jaar;3;Autochtoon;2010;12260;0.72;190;16;0.11
1764;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2004;3000;1.4;58;19;0.27
1765;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2005;2750;1.22;47;17;0.21
1766;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2006;2935;1.25;56;19;0.24
1767;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2007;2800;1.15;54;19;0.22
1768;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2008;2545;1.01;49;19;0.2
1769;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2009;2145;0.82;42;20;0.16
1770;Totaal mannen en vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2010;2090;0.78;47;22;0.17
1771;Totaal mannen en vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2004;2460;1.45;45;18;0.27
1772;Totaal mannen en vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2005;2140;1.21;33;15;0.19
1773;Totaal mannen en vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2006;2205;1.22;36;16;0.2
1774;Totaal mannen en vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2007;2060;1.11;34;17;0.18
1775;Totaal mannen en vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2008;1845;0.97;30;17;0.16
1776;Totaal mannen en vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2009;1540;0.8;25;16;0.13
