ID;Leeftijd;Jaar;Mannen_1;Vrouwen_2;Mannen_3;Vrouwen_4
564;92;1996;2208.0;7461.0;534.0;1611.0
565;92;1997;2194.0;7809.0;536.0;1721.0
566;92;1998;2279.0;8087.0;602.0;1741.0
567;92;1999;2292.0;8304.0;622.0;1790.0
568;92;2000;2211.0;8518.0;561.0;1865.0
569;92;2001;2374.0;8637.0;;
570;93;1996;1634.0;5729.0;469.0;1369.0
571;93;1997;1671.0;5841.0;455.0;1380.0
572;93;1998;1660.0;6074.0;421.0;1399.0
573;93;1999;1673.0;6336.0;494.0;1553.0
574;93;2000;1666.0;6513.0;464.0;1521.0
575;93;2001;1646.0;6644.0;;
576;94;1996;1184.0;4341.0;363.0;1054.0
577;94;1997;1165.0;4351.0;341.0;1120.0
578;94;1998;1214.0;4447.0;340.0;1131.0
579;94;1999;1233.0;4675.0;364.0;1192.0
580;94;2000;1175.0;4776.0;355.0;1203.0
581;94;2001;1202.0;4987.0;;
582;95;1996;763.0;2866.0;222.0;823.0
583;95;1997;819.0;3282.0;278.0;908.0
584;95;1998;825.0;3221.0;263.0;926.0
585;95;1999;871.0;3309.0;275.0;970.0
586;95;2000;868.0;3481.0;282.0;948.0
587;95;2001;819.0;3574.0;;
588;96;1996;548.0;2097.0;182.0;644.0
589;96;1997;538.0;2042.0;184.0;594.0
590;96;1998;537.0;2364.0;170.0;679.0
591;96;1999;559.0;2288.0;208.0;694.0
592;96;2000;596.0;2339.0;182.0;722.0
593;96;2001;588.0;2534.0;;
594;97;1996;305.0;1385.0;104.0;437.0
595;97;1997;364.0;1449.0;129.0;461.0
596;97;1998;350.0;1440.0;124.0;463.0
597;97;1999;367.0;1679.0;133.0;589.0
598;97;2000;351.0;1592.0;133.0;493.0
599;97;2001;413.0;1613.0;;
600;98;1996;208.0;925.0;72.0;302.0
601;98;1997;199.0;949.0;74.0;323.0
602;98;1998;235.0;981.0;83.0;345.0
603;98;1999;224.0;971.0;93.0;358.0
604;98;2000;235.0;1087.0;98.0;368.0
605;98;2001;218.0;1098.0;;
606;99;1996;140.0;589.0;64.0;222.0
607;99;1997;135.0;621.0;47.0;229.0
608;99;1998;123.0;620.0;50.0;225.0
609;99;1999;152.0;634.0;61.0;228.0
610;99;2000;131.0;612.0;53.0;220.0
611;99;2001;136.0;719.0;;
612;100 jaar;1996;83.0;352.0;38.0;136.0
613;100 jaar;1997;76.0;367.0;38.0;136.0
614;100 jaar;1998;87.0;391.0;48.0;153.0
615;100 jaar;1999;74.0;391.0;35.0;155.0
616;100 jaar;2000;90.0;406.0;36.0;168.0
617;100 jaar;2001;77.0;392.0;;
618;101 jaar;1996;50.0;204.0;26.0;82.0
619;101 jaar;1997;44.0;215.0;21.0;95.0
620;101 jaar;1998;38.0;227.0;23.0;98.0
621;101 jaar;1999;39.0;238.0;19.0;102.0
622;101 jaar;2000;39.0;236.0;14.0;93.0
623;101 jaar;2001;54.0;238.0;;
624;102 jaar;1996;30.0;105.0;19.0;36.0
625;102 jaar;1997;24.0;120.0;10.0;47.0
626;102 jaar;1998;23.0;119.0;14.0;50.0
627;102 jaar;1999;15.0;129.0;8.0;59.0
628;102 jaar;2000;20.0;135.0;14.0;63.0
629;102 jaar;2001;25.0;144.0;;
630;103 jaar;1996;14.0;54.0;7.0;22.0
631;103 jaar;1997;11.0;69.0;6.0;29.0
632;103 jaar;1998;14.0;72.0;7.0;25.0
633;103 jaar;1999;9.0;69.0;7.0;36.0
634;103 jaar;2000;7.0;71.0;3.0;41.0
635;103 jaar;2001;6.0;72.0;;
636;104 jaar;1996;11.0;28.0;5.0;14.0
637;104 jaar;1997;7.0;32.0;3.0;15.0
638;104 jaar;1998;5.0;40.0;0.0;20.0
639;104 jaar;1999;7.0;47.0;1.0;23.0
640;104 jaar;2000;2.0;33.0;2.0;16.0
641;104 jaar;2001;4.0;29.0;;
642;105 jaar of ouder;1996;4.0;35.0;1.0;17.0
643;105 jaar of ouder;1997;9.0;32.0;5.0;14.0
644;105 jaar of ouder;1998;8.0;35.0;3.0;22.0
645;105 jaar of ouder;1999;10.0;33.0;4.0;10.0
646;105 jaar of ouder;2000;12.0;47.0;5.0;24.0
647;105 jaar of ouder;2001;7.0;40.0;;
