ID;Geslacht;HoogstGevolgdeOpleiding;Perioden;TotaalHaltJongeren_1;TotaalMisdrijvenHalt_2;GeweldsmisdrijvenHalt_3;VernielingEnOpenbareOrdeHalt_4;VermogensmisdrijvenHalt_5;OverigeMisdrijvenHalt_6;TotaalOvertredingenHalt_7;BaldadigheidHalt_8;OvertredingLeerplichtwetHalt_9;VuurwerkovertredingenHalt_10;OverigeOvertredingenHalt_11;OnbekendMisdrijfOfOvertreding_12;TotaalHaltJongeren_13;TotaalMisdrijvenHalt_14;GeweldsmisdrijvenHalt_15;VernielingEnOpenbareOrdeHalt_16;VermogensmisdrijvenHalt_17;OverigeMisdrijvenHalt_18;TotaalOvertredingenHalt_19;BaldadigheidHalt_20;OvertredingLeerplichtwetHalt_21;VuurwerkovertredingenHalt_22;OverigeOvertredingenHalt_23;OnbekendMisdrijfOfOvertreding_24
121;Mannen;Mbo;2006;1670.0;990.0;0.0;570.0;420.0;0.0;550.0;210.0;0.0;270.0;70.0;130.0;202.0;120.0;;69.0;51.0;;67.0;25.0;;33.0;8.0;16.0
122;Mannen;Mbo;2007;1320.0;760.0;0.0;470.0;280.0;0.0;470.0;150.0;0.0;290.0;30.0;90.0;151.0;86.0;;52.0;33.0;;54.0;17.0;;34.0;4.0;11.0
123;Mannen;Mbo;2008;1250.0;700.0;10.0;430.0;260.0;0.0;480.0;140.0;20.0;280.0;30.0;70.0;143.0;80.0;1.0;48.0;30.0;;55.0;17.0;3.0;32.0;3.0;9.0
124;Mannen;Mbo;2009;1180.0;640.0;10.0;340.0;290.0;10.0;490.0;120.0;30.0;190.0;150.0;50.0;139.0;76.0;1.0;39.0;35.0;1.0;57.0;15.0;4.0;22.0;16.0;6.0
125;Mannen;Mbo;2010;1110.0;470.0;10.0;230.0;210.0;20.0;640.0;200.0;70.0;170.0;210.0;0.0;135.0;57.0;2.0;27.0;25.0;2.0;79.0;22.0;8.0;22.0;26.0;
126;Mannen;Mbo;2011;1290.0;480.0;10.0;220.0;220.0;30.0;810.0;240.0;100.0;120.0;350.0;0.0;162.0;58.0;1.0;27.0;26.0;4.0;104.0;29.0;14.0;16.0;46.0;
127;Mannen;Mbo;2012;1210.0;470.0;10.0;190.0;200.0;60.0;740.0;250.0;150.0;110.0;240.0;0.0;152.0;57.0;2.0;22.0;26.0;8.0;95.0;30.0;20.0;13.0;31.0;
128;Mannen;Mbo;2013;1310.0;490.0;40.0;160.0;180.0;110.0;820.0;210.0;200.0;110.0;300.0;0.0;163.0;60.0;5.0;19.0;24.0;13.0;103.0;23.0;27.0;13.0;39.0;
129;Mannen;Mbo;2014;;;;;;;;;;;;;;;;;;;;;;;;
130;Mannen;Havo, vwo;2005;;;;;;;;;;;;;;;;;;;;;;;;
131;Mannen;Havo, vwo;2006;4730.0;2460.0;0.0;1370.0;1090.0;0.0;1890.0;660.0;0.0;1070.0;160.0;370.0;168.0;87.0;;49.0;39.0;;67.0;23.0;;38.0;6.0;13.0
132;Mannen;Havo, vwo;2007;5400.0;2570.0;10.0;1490.0;1070.0;0.0;2380.0;780.0;10.0;1500.0;90.0;460.0;190.0;90.0;0.0;52.0;38.0;;84.0;27.0;0.0;53.0;3.0;16.0
133;Mannen;Havo, vwo;2008;5180.0;2600.0;30.0;1400.0;1150.0;20.0;2350.0;630.0;310.0;1320.0;100.0;240.0;182.0;91.0;1.0;49.0;40.0;1.0;83.0;22.0;11.0;46.0;3.0;8.0
134;Mannen;Havo, vwo;2009;5010.0;2280.0;30.0;1090.0;1150.0;10.0;2560.0;640.0;380.0;1120.0;420.0;180.0;173.0;78.0;1.0;37.0;40.0;0.0;88.0;22.0;13.0;39.0;14.0;6.0
135;Mannen;Havo, vwo;2010;4190.0;1670.0;20.0;640.0;960.0;60.0;2520.0;770.0;420.0;860.0;480.0;0.0;142.0;57.0;1.0;22.0;32.0;2.0;86.0;26.0;14.0;29.0;16.0;
136;Mannen;Havo, vwo;2011;4220.0;1460.0;20.0;490.0;880.0;70.0;2760.0;880.0;440.0;740.0;710.0;0.0;141.0;49.0;1.0;16.0;29.0;2.0;92.0;29.0;15.0;25.0;24.0;
137;Mannen;Havo, vwo;2012;4170.0;1550.0;30.0;540.0;860.0;120.0;2630.0;880.0;480.0;640.0;630.0;0.0;138.0;51.0;1.0;18.0;29.0;4.0;87.0;29.0;16.0;21.0;21.0;
138;Mannen;Havo, vwo;2013;3760.0;1260.0;90.0;350.0;640.0;180.0;2500.0;740.0;500.0;630.0;630.0;0.0;124.0;42.0;3.0;11.0;21.0;6.0;83.0;24.0;17.0;21.0;21.0;
139;Mannen;Havo, vwo;2014;;;;;;;;;;;;;;;;;;;;;;;;
140;Mannen;Hbo, wo;2005;;;;;;;;;;;;;;;;;;;;;;;;
141;Mannen;Hbo, wo;2006;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;6.0;;;;;;;;;;
142;Mannen;Hbo, wo;2007;50.0;30.0;0.0;20.0;20.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;41.0;30.0;;16.0;15.0;;7.0;;;;;
143;Mannen;Hbo, wo;2008;60.0;40.0;0.0;20.0;10.0;0.0;20.0;10.0;0.0;10.0;0.0;10.0;58.0;32.0;;18.0;13.0;;19.0;15.0;;;;7.0
144;Mannen;Hbo, wo;2009;60.0;40.0;0.0;20.0;20.0;0.0;30.0;10.0;0.0;10.0;10.0;0.0;49.0;26.0;;17.0;9.0;;24.0;;;9.0;11.0;
145;Mannen;Hbo, wo;2010;50.0;30.0;0.0;10.0;20.0;0.0;20.0;0.0;0.0;0.0;10.0;0.0;38.0;20.0;;6.0;13.0;;18.0;;;;11.0;
146;Mannen;Hbo, wo;2011;70.0;30.0;0.0;20.0;10.0;0.0;40.0;20.0;0.0;10.0;20.0;0.0;56.0;22.0;;11.0;8.0;;34.0;12.0;;;16.0;
147;Mannen;Hbo, wo;2012;60.0;40.0;0.0;30.0;10.0;10.0;20.0;10.0;0.0;0.0;10.0;0.0;51.0;35.0;;18.0;10.0;;17.0;7.0;;;9.0;
148;Mannen;Hbo, wo;2013;60.0;30.0;0.0;10.0;10.0;10.0;20.0;10.0;0.0;0.0;10.0;0.0;40.0;21.0;;12.0;;6.0;19.0;;;;13.0;
149;Mannen;Hbo, wo;2014;;;;;;;;;;;;;;;;;;;;;;;;
150;Mannen;Opleiding onbekend;2005;17200.0;8740.0;0.0;4230.0;4510.0;0.0;7150.0;1850.0;0.0;4880.0;430.0;1310.0;;;;;;;;;;;;
151;Mannen;Opleiding onbekend;2006;1560.0;790.0;0.0;380.0;410.0;0.0;650.0;150.0;0.0;460.0;40.0;110.0;384.0;210.0;;84.0;126.0;;145.0;40.0;;95.0;11.0;29.0
152;Mannen;Opleiding onbekend;2007;1260.0;500.0;0.0;240.0;260.0;0.0;660.0;120.0;0.0;520.0;20.0;100.0;317.0;161.0;;77.0;84.0;;133.0;33.0;;96.0;;24.0
153;Mannen;Opleiding onbekend;2008;890.0;350.0;0.0;160.0;190.0;0.0;510.0;90.0;50.0;350.0;20.0;30.0;186.0;108.0;;47.0;58.0;;74.0;25.0;;45.0;;
154;Mannen;Opleiding onbekend;2009;690.0;280.0;0.0;120.0;160.0;0.0;390.0;50.0;30.0;260.0;50.0;10.0;187.0;102.0;;45.0;55.0;;85.0;20.0;8.0;40.0;16.0;
155;Mannen;Opleiding onbekend;2010;490.0;210.0;10.0;50.0;140.0;10.0;260.0;40.0;30.0;150.0;40.0;20.0;135.0;77.0;;23.0;48.0;;58.0;15.0;6.0;27.0;11.0;
156;Mannen;Opleiding onbekend;2011;500.0;190.0;0.0;70.0;120.0;0.0;290.0;70.0;40.0;110.0;70.0;20.0;184.0;83.0;;23.0;56.0;;101.0;30.0;13.0;32.0;26.0;
157;Mannen;Opleiding onbekend;2012;400.0;160.0;0.0;40.0;110.0;10.0;210.0;50.0;50.0;70.0;40.0;30.0;157.0;79.0;;17.0;54.0;6.0;79.0;22.0;19.0;21.0;17.0;
158;Mannen;Opleiding onbekend;2013;380.0;170.0;10.0;30.0;110.0;20.0;200.0;50.0;50.0;60.0;50.0;10.0;155.0;83.0;7.0;16.0;46.0;15.0;72.0;17.0;16.0;12.0;26.0;
159;Mannen;Opleiding onbekend;2014;12300.0;4940.0;430.0;1170.0;2600.0;750.0;7350.0;1950.0;1660.0;1830.0;1920.0;0.0;193.0;77.0;7.0;18.0;40.0;12.0;115.0;31.0;26.0;29.0;30.0;
160;Vrouwen;Totaal opleidingen;2005;5030.0;3950.0;0.0;400.0;3550.0;0.0;480.0;200.0;0.0;210.0;80.0;600.0;;;;;;;;;;;;
161;Vrouwen;Totaal opleidingen;2006;5030.0;3940.0;0.0;410.0;3530.0;0.0;420.0;170.0;0.0;170.0;80.0;670.0;80.0;62.0;;6.0;56.0;;6.0;3.0;;2.0;1.0;11.0
162;Vrouwen;Totaal opleidingen;2007;5570.0;4200.0;10.0;450.0;3730.0;0.0;560.0;200.0;50.0;260.0;50.0;810.0;90.0;68.0;0.0;7.0;61.0;;9.0;3.0;1.0;4.0;1.0;13.0
163;Vrouwen;Totaal opleidingen;2008;5520.0;3960.0;50.0;530.0;3360.0;10.0;1360.0;230.0;830.0;210.0;110.0;200.0;90.0;65.0;1.0;9.0;55.0;0.0;22.0;4.0;14.0;3.0;2.0;3.0
164;Vrouwen;Totaal opleidingen;2009;5440.0;3770.0;40.0;330.0;3400.0;10.0;1580.0;160.0;870.0;150.0;400.0;80.0;90.0;62.0;1.0;5.0;56.0;0.0;26.0;3.0;15.0;2.0;7.0;1.0
165;Vrouwen;Totaal opleidingen;2010;4620.0;2920.0;30.0;140.0;2710.0;50.0;1700.0;220.0;950.0;100.0;430.0;10.0;77.0;49.0;1.0;2.0;45.0;1.0;28.0;4.0;16.0;2.0;7.0;
166;Vrouwen;Totaal opleidingen;2011;4650.0;2660.0;40.0;150.0;2420.0;50.0;1990.0;270.0;1020.0;80.0;630.0;0.0;77.0;44.0;1.0;3.0;40.0;1.0;33.0;4.0;17.0;1.0;10.0;
167;Vrouwen;Totaal opleidingen;2012;4680.0;2520.0;70.0;140.0;2130.0;180.0;2140.0;330.0;1200.0;70.0;540.0;20.0;77.0;41.0;1.0;2.0;35.0;3.0;36.0;5.0;20.0;1.0;9.0;
168;Vrouwen;Totaal opleidingen;2013;4440.0;2350.0;150.0;120.0;1900.0;180.0;2090.0;270.0;1170.0;80.0;570.0;0.0;73.0;38.0;3.0;2.0;31.0;3.0;35.0;4.0;20.0;1.0;9.0;
169;Vrouwen;Totaal opleidingen;2014;4290.0;2400.0;200.0;100.0;1870.0;220.0;1890.0;170.0;1060.0;50.0;620.0;0.0;70.0;39.0;3.0;2.0;31.0;4.0;31.0;3.0;18.0;1.0;10.0;
170;Vrouwen;Basisonderwijs;2005;;;;;;;;;;;;;;;;;;;;;;;;
171;Vrouwen;Basisonderwijs;2006;330.0;260.0;0.0;50.0;200.0;0.0;50.0;20.0;0.0;30.0;10.0;20.0;86.0;66.0;;13.0;53.0;;13.0;4.0;;7.0;1.0;6.0
172;Vrouwen;Basisonderwijs;2007;380.0;290.0;0.0;50.0;230.0;0.0;50.0;10.0;0.0;40.0;0.0;30.0;111.0;85.0;;15.0;70.0;;16.0;4.0;;10.0;;10.0
173;Vrouwen;Basisonderwijs;2008;290.0;220.0;10.0;40.0;170.0;0.0;60.0;20.0;10.0;20.0;0.0;10.0;96.0;74.0;3.0;13.0;59.0;;19.0;8.0;4.0;5.0;;3.0
174;Vrouwen;Basisonderwijs;2009;250.0;180.0;0.0;20.0;150.0;0.0;70.0;20.0;10.0;30.0;20.0;0.0;92.0;67.0;;9.0;56.0;;25.0;6.0;4.0;9.0;6.0;
175;Vrouwen;Basisonderwijs;2010;140.0;120.0;0.0;10.0;100.0;0.0;30.0;10.0;10.0;10.0;10.0;0.0;57.0;47.0;;4.0;42.0;;10.0;3.0;3.0;2.0;2.0;
176;Vrouwen;Basisonderwijs;2011;150.0;120.0;0.0;10.0;110.0;0.0;30.0;10.0;0.0;10.0;10.0;0.0;63.0;50.0;;5.0;43.0;;13.0;5.0;;2.0;4.0;
177;Vrouwen;Basisonderwijs;2012;120.0;100.0;0.0;10.0;80.0;0.0;20.0;10.0;10.0;10.0;0.0;0.0;49.0;40.0;;4.0;34.0;;9.0;2.0;3.0;2.0;;
178;Vrouwen;Basisonderwijs;2013;150.0;100.0;10.0;10.0;90.0;0.0;40.0;20.0;10.0;10.0;10.0;0.0;64.0;46.0;3.0;3.0;38.0;;18.0;9.0;3.0;4.0;2.0;
179;Vrouwen;Basisonderwijs;2014;;;;;;;;;;;;;;;;;;;;;;;;
180;Vrouwen;Vmbo;2005;;;;;;;;;;;;;;;;;;;;;;;;
181;Vrouwen;Vmbo;2006;2320.0;1730.0;0.0;180.0;1550.0;0.0;190.0;80.0;0.0;70.0;40.0;400.0;150.0;112.0;;12.0;100.0;;12.0;5.0;;4.0;2.0;26.0
182;Vrouwen;Vmbo;2007;2610.0;1870.0;10.0;210.0;1650.0;0.0;240.0;90.0;30.0;110.0;20.0;500.0;170.0;122.0;0.0;13.0;108.0;;16.0;6.0;2.0;7.0;1.0;32.0
183;Vrouwen;Vmbo;2008;2680.0;1820.0;20.0;270.0;1520.0;10.0;780.0;110.0;530.0;90.0;50.0;90.0;178.0;121.0;2.0;18.0;101.0;1.0;52.0;7.0;35.0;6.0;3.0;6.0
184;Vrouwen;Vmbo;2009;2590.0;1720.0;20.0;170.0;1530.0;0.0;830.0;70.0;540.0;50.0;180.0;40.0;175.0;116.0;1.0;11.0;103.0;;56.0;5.0;36.0;4.0;12.0;2.0
185;Vrouwen;Vmbo;2010;2240.0;1320.0;10.0;60.0;1220.0;20.0;920.0;100.0;600.0;50.0;170.0;0.0;153.0;90.0;1.0;4.0;83.0;2.0;63.0;7.0;41.0;3.0;12.0;
186;Vrouwen;Vmbo;2011;2200.0;1190.0;20.0;60.0;1080.0;20.0;1020.0;120.0;610.0;30.0;260.0;0.0;148.0;80.0;2.0;4.0;72.0;2.0;68.0;8.0;41.0;2.0;17.0;
187;Vrouwen;Vmbo;2012;2310.0;1130.0;40.0;60.0;970.0;70.0;1180.0;180.0;730.0;40.0;240.0;0.0;151.0;74.0;3.0;4.0;63.0;4.0;77.0;12.0;48.0;2.0;16.0;
188;Vrouwen;Vmbo;2013;2270.0;1150.0;90.0;60.0;920.0;80.0;1120.0;130.0;720.0;30.0;250.0;0.0;145.0;73.0;6.0;4.0;58.0;5.0;72.0;8.0;46.0;2.0;16.0;
189;Vrouwen;Vmbo;2014;;;;;;;;;;;;;;;;;;;;;;;;
190;Vrouwen;Voortgezet speciaal onderwijs;2005;;;;;;;;;;;;;;;;;;;;;;;;
191;Vrouwen;Voortgezet speciaal onderwijs;2006;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;21.0;;;20.0;;;;;;;
192;Vrouwen;Voortgezet speciaal onderwijs;2007;140.0;90.0;0.0;10.0;80.0;0.0;20.0;10.0;0.0;10.0;0.0;20.0;115.0;76.0;;10.0;65.0;;20.0;4.0;;9.0;;20.0
193;Vrouwen;Voortgezet speciaal onderwijs;2008;210.0;160.0;0.0;20.0;130.0;0.0;50.0;0.0;30.0;10.0;0.0;10.0;171.0;127.0;;18.0;108.0;;39.0;;24.0;8.0;;5.0
194;Vrouwen;Voortgezet speciaal onderwijs;2009;230.0;160.0;0.0;20.0;140.0;0.0;60.0;10.0;30.0;10.0;10.0;0.0;186.0;131.0;;12.0;117.0;;52.0;6.0;25.0;11.0;11.0;
195;Vrouwen;Voortgezet speciaal onderwijs;2010;210.0;150.0;0.0;10.0;130.0;0.0;60.0;10.0;30.0;10.0;10.0;0.0;171.0;119.0;;8.0;105.0;;51.0;10.0;28.0;4.0;9.0;
196;Vrouwen;Voortgezet speciaal onderwijs;2011;210.0;140.0;0.0;10.0;130.0;0.0;70.0;10.0;40.0;10.0;10.0;0.0;172.0;116.0;;6.0;107.0;;56.0;10.0;33.0;6.0;7.0;
197;Vrouwen;Voortgezet speciaal onderwijs;2012;270.0;170.0;10.0;10.0;150.0;10.0;110.0;10.0;80.0;0.0;10.0;0.0;216.0;132.0;6.0;6.0;116.0;4.0;84.0;9.0;66.0;;7.0;
198;Vrouwen;Voortgezet speciaal onderwijs;2013;240.0;150.0;10.0;10.0;120.0;10.0;90.0;10.0;60.0;10.0;10.0;0.0;179.0;115.0;6.0;8.0;93.0;8.0;64.0;8.0;43.0;6.0;7.0;
199;Vrouwen;Voortgezet speciaal onderwijs;2014;;;;;;;;;;;;;;;;;;;;;;;;
200;Vrouwen;Mbo;2005;;;;;;;;;;;;;;;;;;;;;;;;
201;Vrouwen;Mbo;2006;440.0;360.0;0.0;40.0;330.0;0.0;20.0;10.0;0.0;10.0;10.0;50.0;55.0;46.0;;4.0;41.0;;3.0;1.0;;1.0;1.0;7.0
202;Vrouwen;Mbo;2007;350.0;290.0;0.0;30.0;260.0;0.0;20.0;10.0;0.0;10.0;10.0;30.0;44.0;37.0;;3.0;33.0;;3.0;1.0;;1.0;1.0;4.0
203;Vrouwen;Mbo;2008;340.0;300.0;10.0;30.0;270.0;0.0;30.0;10.0;10.0;10.0;0.0;10.0;44.0;38.0;1.0;3.0;33.0;;4.0;2.0;1.0;1.0;;2.0
204;Vrouwen;Mbo;2009;400.0;300.0;10.0;20.0;270.0;0.0;90.0;10.0;20.0;10.0;50.0;10.0;51.0;39.0;1.0;2.0;35.0;;11.0;1.0;3.0;1.0;6.0;1.0
205;Vrouwen;Mbo;2010;360.0;240.0;0.0;10.0;220.0;10.0;110.0;10.0;50.0;0.0;50.0;0.0;46.0;31.0;;2.0;28.0;;15.0;1.0;6.0;;7.0;
206;Vrouwen;Mbo;2011;390.0;240.0;0.0;10.0;220.0;0.0;150.0;20.0;60.0;0.0;70.0;0.0;53.0;32.0;;2.0;29.0;;21.0;3.0;8.0;;9.0;
207;Vrouwen;Mbo;2012;420.0;280.0;10.0;10.0;230.0;30.0;140.0;20.0;60.0;0.0;50.0;0.0;56.0;37.0;1.0;2.0;31.0;3.0;19.0;3.0;9.0;;7.0;
208;Vrouwen;Mbo;2013;450.0;260.0;10.0;10.0;210.0;30.0;190.0;20.0;100.0;0.0;70.0;0.0;59.0;34.0;2.0;1.0;27.0;4.0;25.0;2.0;13.0;;10.0;
209;Vrouwen;Mbo;2014;;;;;;;;;;;;;;;;;;;;;;;;
210;Vrouwen;Havo, vwo;2005;;;;;;;;;;;;;;;;;;;;;;;;
211;Vrouwen;Havo, vwo;2006;1510.0;1250.0;0.0;100.0;1150.0;0.0;110.0;50.0;0.0;40.0;20.0;150.0;51.0;42.0;;3.0;39.0;;4.0;2.0;;1.0;1.0;5.0
212;Vrouwen;Havo, vwo;2007;1790.0;1440.0;0.0;120.0;1320.0;0.0;170.0;70.0;10.0;70.0;20.0;180.0;60.0;48.0;;4.0;44.0;;6.0;2.0;0.0;2.0;1.0;6.0
213;Vrouwen;Havo, vwo;2008;1720.0;1270.0;20.0;150.0;1100.0;0.0;380.0;70.0;210.0;60.0;40.0;70.0;57.0;42.0;1.0;5.0;37.0;;13.0;2.0;7.0;2.0;1.0;2.0
214;Vrouwen;Havo, vwo;2009;1760.0;1250.0;10.0;90.0;1150.0;0.0;480.0;60.0;260.0;40.0;130.0;30.0;58.0;41.0;0.0;3.0;38.0;;16.0;2.0;8.0;1.0;4.0;1.0
215;Vrouwen;Havo, vwo;2010;1500.0;990.0;0.0;40.0;930.0;10.0;520.0;80.0;240.0;30.0;170.0;0.0;49.0;32.0;;1.0;30.0;0.0;17.0;3.0;8.0;1.0;5.0;
216;Vrouwen;Havo, vwo;2011;1540.0;880.0;10.0;60.0;810.0;10.0;660.0;90.0;280.0;30.0;270.0;0.0;50.0;28.0;0.0;2.0;26.0;0.0;21.0;3.0;9.0;1.0;9.0;
217;Vrouwen;Havo, vwo;2012;1400.0;760.0;20.0;40.0;640.0;70.0;640.0;110.0;300.0;20.0;210.0;0.0;45.0;24.0;0.0;1.0;20.0;2.0;21.0;3.0;10.0;1.0;7.0;
218;Vrouwen;Havo, vwo;2013;1220.0;610.0;30.0;30.0;510.0;40.0;610.0;90.0;280.0;20.0;220.0;0.0;39.0;19.0;1.0;1.0;16.0;1.0;20.0;3.0;9.0;1.0;7.0;
219;Vrouwen;Havo, vwo;2014;;;;;;;;;;;;;;;;;;;;;;;;
220;Vrouwen;Hbo, wo;2005;;;;;;;;;;;;;;;;;;;;;;;;
221;Vrouwen;Hbo, wo;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;
222;Vrouwen;Hbo, wo;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;
223;Vrouwen;Hbo, wo;2008;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;8.0;;;7.0;;;;;;;
224;Vrouwen;Hbo, wo;2009;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;6.0;;;6.0;;;;;;;
225;Vrouwen;Hbo, wo;2010;20.0;10.0;0.0;0.0;10.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;15.0;12.0;;;11.0;;;;;;;
226;Vrouwen;Hbo, wo;2011;10.0;10.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;;;;;;;;;;;
227;Vrouwen;Hbo, wo;2012;20.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;10.0;0.0;14.0;6.0;;;;;7.0;;;;6.0;
228;Vrouwen;Hbo, wo;2013;20.0;10.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0;0.0;0.0;0.0;10.0;6.0;;;;;4.0;;;;;
229;Vrouwen;Hbo, wo;2014;;;;;;;;;;;;;;;;;;;;;;;;
230;Vrouwen;Opleiding onbekend;2005;5030.0;3950.0;0.0;400.0;3550.0;0.0;480.0;200.0;0.0;210.0;80.0;600.0;;;;;;;;;;;;
231;Vrouwen;Opleiding onbekend;2006;420.0;330.0;0.0;40.0;290.0;0.0;50.0;10.0;0.0;30.0;10.0;40.0;125.0;108.0;;8.0;99.0;;7.0;;;;;11.0
232;Vrouwen;Opleiding onbekend;2007;300.0;220.0;0.0;30.0;190.0;0.0;40.0;10.0;0.0;30.0;0.0;40.0;119.0;105.0;;19.0;86.0;;;;;;;
233;Vrouwen;Opleiding onbekend;2008;260.0;180.0;0.0;20.0;160.0;0.0;70.0;10.0;30.0;20.0;10.0;10.0;55.0;47.0;;;40.0;;;;;;;
234;Vrouwen;Opleiding onbekend;2009;200.0;150.0;0.0;10.0;140.0;0.0;50.0;0.0;20.0;10.0;10.0;0.0;66.0;56.0;;;48.0;;10.0;;;;;
235;Vrouwen;Opleiding onbekend;2010;160.0;100.0;0.0;0.0;90.0;0.0;60.0;10.0;20.0;10.0;20.0;10.0;65.0;45.0;;;42.0;;20.0;;;;10.0;
236;Vrouwen;Opleiding onbekend;2011;140.0;80.0;0.0;0.0;80.0;0.0;50.0;10.0;20.0;0.0;20.0;0.0;52.0;42.0;;;42.0;;10.0;;;;;
237;Vrouwen;Opleiding onbekend;2012;140.0;70.0;0.0;0.0;70.0;0.0;50.0;10.0;20.0;10.0;10.0;20.0;43.0;35.0;;;35.0;;;;;;;
238;Vrouwen;Opleiding onbekend;2013;100.0;60.0;10.0;0.0;50.0;0.0;30.0;0.0;10.0;10.0;10.0;0.0;50.0;36.0;;;22.0;;14.0;;10.0;;;
239;Vrouwen;Opleiding onbekend;2014;4290.0;2400.0;200.0;100.0;1870.0;220.0;1890.0;170.0;1060.0;50.0;620.0;0.0;70.0;39.0;3.0;2.0;31.0;4.0;31.0;3.0;18.0;1.0;10.0;
