ID;Leeftijd;Marges;RegioS;ErvarenGezondheidGoedZeerGoed_1;AngstOfDepressiegevoelensAfg4Wk_2;PsychischeKlachtenAfgelopen4Weken_3;EenOfMeerLangdurigeAandoeningen_4;Ondergewicht_5;NormaalGewicht_6;Overgewicht_7;MatigOvergewicht_8;ErnstigOvergewichtObesitas_9;VoldoetAanBeweegrichtlijn_10;WekelijkseSporters_11;Mantelzorger_12;ZwaarBelasteMantelzorgers_13;UrenMantelzorgPerWeek_14;Rokers_15;VoldoetAanRichtlijnAlcoholgebruik_16;OvermatigeDrinkersOnderBevolking_17
474;Totaal;Ondergrens 95%-interval;Doetinchem;70.2;36.3;14.4;30.4;0.2;42.1;49.2;29.5;17.1;42.9;49.7;15.0;10.5;5.9;11.0;34.9;5.4
475;Totaal;Ondergrens 95%-interval;Dongen;65.2;38.7;15.0;29.0;1.2;36.9;51.9;31.0;17.9;41.4;50.6;12.2;17.8;6.7;9.6;36.1;4.7
476;Totaal;Ondergrens 95%-interval;Dordrecht;62.9;50.6;24.4;32.5;1.2;41.2;51.3;32.7;16.7;42.5;45.3;12.7;15.5;10.1;14.6;47.8;5.2
477;Totaal;Ondergrens 95%-interval;Drechterland;68.5;39.3;15.0;25.6;0.8;44.5;45.4;31.9;11.2;48.2;50.9;9.0;;;10.5;33.5;7.5
478;Totaal;Ondergrens 95%-interval;Drimmelen;65.1;34.8;14.0;29.6;0.9;36.8;53.1;35.6;14.8;36.7;48.8;14.2;10.6;10.1;11.4;31.6;6.0
479;Totaal;Ondergrens 95%-interval;Dronten;68.9;37.1;15.4;29.0;1.0;34.2;54.7;38.1;13.7;39.4;41.9;12.0;12.7;12.0;11.7;40.6;3.0
480;Totaal;Ondergrens 95%-interval;Druten;64.2;37.7;14.4;30.4;0.6;38.2;50.7;35.3;12.6;38.8;45.2;14.7;6.3;6.5;12.6;35.6;4.4
481;Totaal;Ondergrens 95%-interval;Duiven;67.7;38.4;12.2;26.6;0.2;35.9;53.9;34.6;16.2;46.0;47.7;8.7;;;10.8;36.9;3.2
482;Totaal;Ondergrens 95%-interval;Echt-Susteren;61.1;45.6;18.6;31.6;0.3;39.0;51.9;33.3;15.8;36.5;43.6;14.2;11.5;6.8;12.0;43.7;5.1
483;Totaal;Ondergrens 95%-interval;Edam-Volendam;66.3;41.0;15.9;25.3;0.4;46.9;43.2;29.1;11.8;41.9;49.7;11.6;16.0;9.3;11.0;29.4;4.0
484;Totaal;Ondergrens 95%-interval;Ede;70.8;41.4;15.9;29.6;1.0;46.1;47.1;33.9;11.8;46.6;47.3;13.0;14.0;8.5;13.7;45.3;4.7
485;Totaal;Ondergrens 95%-interval;Eemnes;72.4;33.8;12.2;24.3;0.4;44.0;46.2;35.1;8.9;45.2;57.4;9.7;14.5;6.7;10.7;30.1;8.2
486;Totaal;Ondergrens 95%-interval;Eemsdelta;57.2;44.2;17.5;36.2;0.5;37.2;53.1;31.9;18.3;39.1;33.5;12.6;6.7;6.4;17.1;42.4;4.1
487;Totaal;Ondergrens 95%-interval;Eersel;66.8;36.0;13.7;29.9;0.9;41.1;47.8;35.0;10.2;42.3;49.3;11.0;8.4;3.9;8.5;32.0;6.2
488;Totaal;Ondergrens 95%-interval;Eijsden-Margraten;70.4;37.5;13.1;28.7;2.1;41.0;47.5;34.3;11.0;40.0;50.8;12.2;9.8;7.2;9.3;35.8;6.2
489;Totaal;Ondergrens 95%-interval;Eindhoven;67.1;48.2;22.4;29.2;2.3;51.1;41.4;29.0;11.3;47.0;53.8;9.8;16.9;10.7;16.3;38.5;6.1
490;Totaal;Ondergrens 95%-interval;Elburg;71.9;40.7;14.9;26.8;0.2;38.8;52.3;34.6;15.0;38.1;41.9;13.7;10.6;5.0;14.1;40.9;3.7
491;Totaal;Ondergrens 95%-interval;Emmen;63.0;40.9;14.5;33.1;1.2;27.4;62.5;34.7;24.1;39.4;38.6;12.4;21.1;9.7;16.6;38.1;5.3
492;Totaal;Ondergrens 95%-interval;Enkhuizen;65.1;42.9;19.4;29.2;1.0;40.2;49.6;33.2;13.8;45.6;44.4;9.6;;;13.5;32.1;7.0
493;Totaal;Ondergrens 95%-interval;Enschede;64.6;47.1;21.9;29.7;1.2;46.4;45.1;28.4;14.8;48.3;52.3;8.8;13.4;8.4;17.0;37.9;6.0
494;Totaal;Ondergrens 95%-interval;Epe;68.7;39.2;13.6;29.0;1.0;41.6;48.5;31.9;14.1;42.0;47.8;14.6;9.2;5.8;12.4;40.1;5.2
495;Totaal;Ondergrens 95%-interval;Ermelo;70.6;38.3;15.3;32.8;0.7;45.2;45.0;31.5;11.2;49.4;46.6;14.2;12.3;8.1;11.9;45.8;5.4
496;Totaal;Ondergrens 95%-interval;Etten-Leur;66.9;45.1;17.5;29.8;1.2;41.3;50.6;33.8;14.7;38.9;49.9;11.6;13.0;8.0;11.2;37.5;5.4
497;Totaal;Ondergrens 95%-interval;De Fryske Marren;70.8;34.6;11.0;24.3;1.2;45.3;44.2;28.8;13.0;41.7;43.1;12.2;10.3;8.7;12.4;32.1;8.2
498;Totaal;Ondergrens 95%-interval;Geertruidenberg;61.2;42.6;16.9;30.5;1.2;33.7;55.5;36.3;16.3;32.1;44.2;12.3;11.5;7.0;10.2;34.8;5.2
499;Totaal;Ondergrens 95%-interval;Geldrop-Mierlo;63.1;40.8;14.9;32.4;0.4;40.4;50.1;34.3;13.1;40.1;52.0;12.5;18.3;5.8;10.5;35.4;4.4
500;Totaal;Ondergrens 95%-interval;Gemert-Bakel;67.9;38.1;13.8;27.5;1.0;39.8;49.8;33.9;13.3;41.2;46.6;15.1;12.4;6.3;9.2;30.6;5.3
501;Totaal;Ondergrens 95%-interval;Gennep;64.9;38.3;13.9;34.1;0.9;40.3;49.3;32.5;14.1;42.2;49.8;13.5;6.2;5.6;11.7;33.8;5.4
502;Totaal;Ondergrens 95%-interval;Gilze en Rijen;64.0;39.3;13.9;30.4;0.8;37.4;52.6;35.1;14.7;42.4;50.4;12.4;13.2;9.1;10.6;37.1;4.6
503;Totaal;Ondergrens 95%-interval;Goeree-Overflakkee;67.3;41.0;15.9;32.7;0.3;36.5;54.2;33.3;18.2;38.7;37.2;13.5;13.7;6.8;11.6;47.3;3.1
504;Totaal;Ondergrens 95%-interval;Goes;66.0;41.9;16.3;29.1;1.3;43.5;46.3;31.2;12.9;40.8;44.2;11.0;5.6;4.7;14.1;42.7;4.3
505;Totaal;Ondergrens 95%-interval;Goirle;67.9;39.4;15.0;28.3;0.8;37.1;53.7;35.2;16.1;39.1;52.9;11.4;8.0;6.2;9.9;37.3;6.3
506;Totaal;Ondergrens 95%-interval;Gooise Meren;76.0;40.4;15.1;23.7;1.0;51.7;38.6;29.4;7.4;43.6;59.4;10.8;14.3;7.9;13.0;32.7;6.4
507;Totaal;Ondergrens 95%-interval;Gorinchem;66.0;44.1;18.9;26.4;0.9;41.1;48.3;32.7;12.9;40.5;49.9;12.3;8.7;7.7;14.2;43.6;4.6
508;Totaal;Ondergrens 95%-interval;Gouda;66.2;46.0;21.6;34.7;1.7;44.6;46.5;31.5;13.2;44.6;52.1;11.7;14.7;8.0;12.5;42.8;5.1
509;Totaal;Ondergrens 95%-interval;'s-Gravenhage (gemeente);63.9;52.9;28.2;33.3;1.9;47.6;47.4;31.8;14.7;48.0;52.4;11.2;20.9;12.1;17.9;48.1;5.4
510;Totaal;Ondergrens 95%-interval;Groningen (gemeente);68.3;50.0;23.1;28.9;1.9;55.3;38.1;26.4;10.6;57.0;59.7;9.7;17.1;9.4;18.4;33.6;8.9
511;Totaal;Ondergrens 95%-interval;Gulpen-Wittem;65.4;42.3;15.6;30.9;0.6;43.6;46.7;32.7;11.7;32.9;42.4;11.8;12.8;8.1;11.5;36.9;6.2
512;Totaal;Ondergrens 95%-interval;Haaksbergen;72.9;37.6;13.2;27.4;0.5;42.0;48.9;34.8;11.7;48.8;57.4;11.6;6.3;5.4;10.9;30.0;6.7
513;Totaal;Ondergrens 95%-interval;Haarlem;70.6;43.6;18.8;26.7;0.8;49.7;41.0;28.6;10.5;47.9;57.4;9.1;9.7;8.2;16.5;33.9;6.1
514;Totaal;Ondergrens 95%-interval;Haarlemmermeer;65.2;40.8;16.1;30.8;0.6;43.8;47.5;31.9;13.3;39.1;52.9;11.4;10.7;8.2;10.5;40.8;4.6
515;Totaal;Ondergrens 95%-interval;Halderberge;57.8;42.5;18.3;27.8;0.8;33.3;54.7;34.8;16.1;32.4;43.7;11.7;13.6;6.8;16.2;37.1;6.3
516;Totaal;Ondergrens 95%-interval;Hardenberg;70.2;36.1;11.1;26.5;0.5;41.3;50.3;32.3;15.6;41.0;47.6;11.3;6.1;4.9;14.6;35.8;7.0
517;Totaal;Ondergrens 95%-interval;Harderwijk;65.5;41.4;16.5;29.5;1.4;41.6;47.3;32.1;12.8;47.0;48.3;12.3;14.5;10.1;11.6;40.4;3.9
518;Totaal;Ondergrens 95%-interval;Hardinxveld-Giessendam;70.7;38.7;14.5;25.7;0.7;41.1;47.7;29.8;15.0;34.9;38.6;11.2;;;6.9;47.6;2.6
519;Totaal;Ondergrens 95%-interval;Harlingen;63.8;35.5;11.3;31.3;0.2;35.0;55.0;34.4;17.3;46.4;38.1;9.6;;;15.3;40.2;4.5
520;Totaal;Ondergrens 95%-interval;Hattem;72.5;33.4;11.9;26.2;1.5;46.6;43.2;30.1;11.1;44.3;49.1;12.7;11.7;6.5;12.7;40.1;5.1
521;Totaal;Ondergrens 95%-interval;Heemskerk;67.8;41.1;16.9;30.2;1.0;42.1;48.5;33.6;12.7;44.1;50.4;14.5;10.6;7.0;10.6;36.7;4.9
522;Totaal;Ondergrens 95%-interval;Heemstede;74.0;34.3;12.4;28.1;1.1;53.8;37.2;27.5;8.0;52.0;63.9;13.8;11.3;6.6;9.4;32.8;7.4
523;Totaal;Ondergrens 95%-interval;Heerde;70.3;35.7;13.4;31.8;0.3;43.8;47.8;33.1;12.5;39.4;42.8;14.6;11.6;9.0;10.6;45.6;5.9
524;Totaal;Ondergrens 95%-interval;Heerenveen;69.2;37.3;13.6;30.7;0.6;44.7;46.5;32.8;11.5;43.9;45.2;8.6;6.4;7.0;11.9;39.2;5.8
525;Totaal;Ondergrens 95%-interval;Heerlen;54.0;52.8;28.2;41.3;0.5;36.8;55.5;31.6;21.4;34.6;40.1;12.4;12.4;7.0;17.6;48.7;4.4
526;Totaal;Ondergrens 95%-interval;Heeze-Leende;69.4;33.3;13.0;25.9;0.5;46.7;43.1;32.6;8.5;39.9;56.0;13.4;8.9;5.2;8.3;31.4;6.1
527;Totaal;Ondergrens 95%-interval;Heiloo;70.2;40.8;18.3;28.3;0.9;55.4;34.6;26.7;6.3;53.5;58.8;10.6;7.7;5.0;7.3;30.3;5.9
528;Totaal;Ondergrens 95%-interval;Den Helder;62.4;45.7;18.9;35.9;0.8;37.0;54.3;33.2;18.5;45.0;42.9;12.0;17.5;7.6;18.5;36.8;5.9
529;Totaal;Ondergrens 95%-interval;Hellendoorn;70.9;38.1;12.8;24.8;0.4;45.3;45.2;30.9;12.0;49.7;51.4;13.7;4.8;6.8;9.2;33.1;6.1
530;Totaal;Ondergrens 95%-interval;Hellevoetsluis;63.8;41.4;17.8;32.0;0.6;35.6;54.9;32.1;19.9;41.2;42.9;11.1;5.3;6.7;13.8;45.8;4.1
531;Totaal;Ondergrens 95%-interval;Helmond;62.5;43.9;17.6;32.4;1.4;37.5;52.9;34.3;16.2;37.0;43.2;12.8;10.7;9.3;19.2;38.4;5.9
532;Totaal;Ondergrens 95%-interval;Hendrik-Ido-Ambacht;65.8;39.0;16.8;27.6;0.7;36.3;53.1;37.4;12.8;33.6;43.6;11.1;9.5;8.5;7.7;45.7;2.3
533;Totaal;Ondergrens 95%-interval;Hengelo (O.);63.8;42.3;18.5;31.5;0.9;40.3;49.6;35.6;11.7;46.2;46.3;12.2;8.2;5.8;15.4;32.5;5.1
534;Totaal;Ondergrens 95%-interval;'s-Hertogenbosch;69.1;45.9;19.2;30.0;0.8;48.1;45.9;31.9;12.7;42.7;55.1;11.6;12.7;8.3;14.4;33.7;6.5
535;Totaal;Ondergrens 95%-interval;Heumen;69.5;35.9;11.1;28.9;0.6;44.8;44.5;31.3;10.7;48.1;51.2;12.7;9.7;6.3;10.0;34.4;6.2
536;Totaal;Ondergrens 95%-interval;Heusden;67.5;39.9;14.5;27.6;0.3;41.2;50.3;33.8;14.1;41.0;53.6;11.5;11.4;8.1;9.9;32.5;7.1
537;Totaal;Ondergrens 95%-interval;Hillegom;64.3;46.2;18.1;26.9;0.1;45.8;44.7;30.5;11.6;43.0;49.6;14.3;11.8;9.0;13.6;35.1;7.5
538;Totaal;Ondergrens 95%-interval;Hilvarenbeek;69.2;34.8;12.9;28.4;1.1;43.3;46.5;31.9;12.4;40.9;53.8;13.4;13.0;5.2;9.0;30.2;8.6
539;Totaal;Ondergrens 95%-interval;Hilversum;71.0;45.4;19.5;27.4;0.8;51.4;41.1;30.1;9.5;48.8;56.0;9.0;12.8;7.4;13.2;37.1;6.0
540;Totaal;Ondergrens 95%-interval;Hoeksche Waard;69.3;39.7;14.8;32.9;0.8;41.4;51.1;34.0;15.2;35.1;44.5;14.8;9.8;6.8;12.0;43.7;3.6
541;Totaal;Ondergrens 95%-interval;Hof van Twente;71.0;37.7;10.9;28.3;0.6;43.3;49.7;33.7;14.3;46.0;51.4;13.4;10.7;7.8;13.1;32.1;9.1
542;Totaal;Ondergrens 95%-interval;Het Hogeland;67.9;41.3;16.6;32.7;1.4;42.8;45.8;28.4;14.9;44.5;38.0;14.2;6.6;5.1;17.3;41.3;4.6
543;Totaal;Ondergrens 95%-interval;Hollands Kroon;64.4;41.4;15.6;30.3;1.0;39.9;49.2;30.9;15.8;44.6;45.1;11.5;13.9;7.6;12.5;36.0;5.3
544;Totaal;Ondergrens 95%-interval;Hoogeveen;65.5;36.1;14.8;30.7;1.3;37.9;51.2;34.8;13.7;37.6;38.1;10.5;12.0;7.5;16.7;38.5;5.6
545;Totaal;Ondergrens 95%-interval;Hoorn;69.6;45.8;17.0;27.0;0.4;47.5;44.0;30.6;11.5;47.7;53.3;9.9;13.6;8.3;12.0;39.9;5.5
546;Totaal;Ondergrens 95%-interval;Horst aan de Maas;70.7;38.2;16.1;25.9;0.7;43.1;46.3;33.2;10.8;40.0;52.2;9.7;8.7;;8.8;28.8;4.6
547;Totaal;Ondergrens 95%-interval;Houten;73.6;37.3;12.3;30.0;1.2;49.0;41.1;29.5;9.7;52.0;61.7;12.8;9.4;9.0;8.0;41.1;2.8
548;Totaal;Ondergrens 95%-interval;Huizen;66.9;45.9;15.3;30.1;1.2;46.8;43.2;31.3;9.8;43.6;49.7;11.6;12.1;7.2;11.0;39.1;5.6
549;Totaal;Ondergrens 95%-interval;Hulst;61.5;46.4;20.0;29.3;1.6;41.4;47.9;33.7;11.9;33.5;42.3;10.4;7.3;8.8;12.8;33.6;5.5
550;Totaal;Ondergrens 95%-interval;IJsselstein;65.2;41.5;17.3;29.5;0.6;40.3;49.8;33.2;14.1;39.9;48.8;12.7;10.0;5.4;9.4;40.6;5.2
551;Totaal;Ondergrens 95%-interval;Kaag en Braassem;69.1;37.7;12.6;26.3;1.0;47.6;41.8;29.5;10.2;38.4;52.8;13.1;12.1;5.7;10.4;31.6;6.3
552;Totaal;Ondergrens 95%-interval;Kampen;67.3;42.3;17.6;27.5;0.1;44.2;46.1;30.9;12.7;45.5;42.3;11.3;10.2;5.0;12.9;43.0;3.4
553;Totaal;Ondergrens 95%-interval;Kapelle;72.8;33.8;11.1;25.3;1.6;43.9;45.8;31.5;12.2;40.8;41.5;12.0;9.4;7.2;8.7;48.7;3.8
554;Totaal;Ondergrens 95%-interval;Katwijk;66.1;39.8;14.4;27.9;0.4;39.2;52.5;30.1;19.8;46.1;45.2;10.0;10.8;6.6;13.9;36.9;5.6
555;Totaal;Ondergrens 95%-interval;Kerkrade;57.4;45.3;21.3;37.1;0.5;36.2;53.7;34.1;16.6;30.0;38.7;11.0;;;18.4;45.1;2.8
556;Totaal;Ondergrens 95%-interval;Koggenland;74.4;35.7;12.3;24.3;0.7;48.3;41.7;30.0;9.6;51.0;57.7;8.8;;;12.0;27.4;7.0
557;Totaal;Ondergrens 95%-interval;Krimpen aan den IJssel;64.3;43.2;19.9;32.3;0.2;41.2;49.8;34.8;12.7;32.8;42.0;12.6;12.6;5.6;13.3;44.3;4.4
558;Totaal;Ondergrens 95%-interval;Krimpenerwaard;69.2;40.5;15.1;28.8;0.9;40.1;52.3;35.7;14.7;39.8;44.3;12.3;9.9;8.3;12.3;43.6;5.2
559;Totaal;Ondergrens 95%-interval;Laarbeek;68.6;34.6;13.3;30.0;0.2;42.6;47.7;32.1;12.9;45.2;50.3;15.2;9.6;5.7;10.6;33.3;5.1
560;Totaal;Ondergrens 95%-interval;Land van Cuijk;69.4;37.6;15.0;31.5;1.1;45.1;49.0;35.3;12.4;46.3;52.5;13.6;16.6;10.2;11.3;40.2;5.3
561;Totaal;Ondergrens 95%-interval;Landgraaf;59.0;47.2;21.1;40.0;1.8;34.8;54.2;35.3;16.3;32.3;39.6;15.3;16.7;8.4;16.5;45.2;2.9
562;Totaal;Ondergrens 95%-interval;Landsmeer;72.3;40.1;15.7;24.2;0.5;46.3;43.4;31.7;9.6;40.5;55.5;16.0;14.1;8.4;12.1;31.8;4.5
563;Totaal;Ondergrens 95%-interval;Lansingerland;72.5;36.9;12.4;26.2;1.2;43.8;44.4;32.0;9.9;45.7;57.2;8.0;;;8.2;37.8;4.3
564;Totaal;Ondergrens 95%-interval;Laren (NH.);73.1;36.8;11.6;27.5;1.3;50.7;38.6;28.9;7.7;48.3;57.6;12.4;12.8;7.3;11.6;27.5;8.7
565;Totaal;Ondergrens 95%-interval;Leeuwarden;70.1;43.5;19.0;28.4;1.6;46.8;45.9;33.0;11.5;47.9;51.2;10.5;15.6;8.0;18.2;39.8;6.0
566;Totaal;Ondergrens 95%-interval;Leiden;69.6;50.2;21.2;29.7;1.8;53.5;38.6;27.2;10.1;54.2;59.4;9.1;19.6;9.7;16.0;37.0;7.8
567;Totaal;Ondergrens 95%-interval;Leiderdorp;66.2;40.3;15.8;29.2;1.2;44.9;44.4;29.2;12.9;49.1;57.0;12.4;11.8;7.0;10.7;36.6;5.1
568;Totaal;Ondergrens 95%-interval;Leidschendam-Voorburg;69.5;45.7;19.0;31.3;1.6;49.1;44.4;31.4;11.7;45.5;55.4;12.4;14.1;7.9;12.7;41.1;5.4
569;Totaal;Ondergrens 95%-interval;Lelystad;61.5;43.4;19.2;32.0;0.6;36.8;53.0;31.8;18.0;41.3;45.4;9.0;;;13.2;48.9;3.2
570;Totaal;Ondergrens 95%-interval;Leudal;67.4;43.2;15.4;31.1;1.2;44.8;44.6;31.5;10.9;40.2;44.0;11.8;7.7;5.7;10.2;38.0;4.0
571;Totaal;Ondergrens 95%-interval;Leusden;71.0;38.1;13.6;31.5;0.6;51.8;39.7;29.1;8.9;47.6;56.8;12.0;16.2;7.5;10.2;38.3;6.2
572;Totaal;Ondergrens 95%-interval;Lingewaard;67.2;39.8;14.3;30.4;0.3;43.1;47.8;31.5;13.8;48.0;54.3;12.1;13.3;6.8;9.7;32.4;4.4
573;Totaal;Ondergrens 95%-interval;Lisse;69.5;38.8;13.1;31.3;0.7;43.9;45.6;31.8;11.3;39.1;49.2;11.3;8.1;4.8;10.0;38.1;5.7
574;Totaal;Ondergrens 95%-interval;Lochem;75.2;34.0;12.6;26.2;0.5;46.5;44.9;34.4;8.8;44.7;53.9;14.0;8.3;6.0;10.1;33.1;6.4
575;Totaal;Ondergrens 95%-interval;Loon op Zand;63.9;42.0;16.1;30.2;0.4;40.9;50.5;31.3;16.9;36.1;48.4;12.1;9.6;7.6;12.2;33.7;5.4
576;Totaal;Ondergrens 95%-interval;Lopik;71.4;33.8;14.2;24.2;1.0;41.2;47.9;31.6;13.6;41.4;43.0;14.9;6.0;6.3;10.4;34.8;6.7
577;Totaal;Ondergrens 95%-interval;Losser;65.6;39.5;19.5;27.8;0.2;37.1;54.0;34.2;17.0;43.7;49.8;12.4;8.9;6.9;9.8;33.1;6.3
578;Totaal;Ondergrens 95%-interval;Maasdriel;67.0;38.2;13.7;29.5;0.8;38.2;49.9;31.3;15.8;33.4;41.1;10.7;9.9;7.0;10.9;34.5;3.7
579;Totaal;Ondergrens 95%-interval;Maasgouw;65.2;41.3;16.3;32.5;0.5;45.8;44.6;31.7;10.8;36.0;44.7;14.8;13.1;8.3;11.4;38.4;4.0
580;Totaal;Ondergrens 95%-interval;Maashorst;69.7;41.0;16.0;29.2;0.8;44.1;49.5;34.5;13.4;42.4;53.4;12.5;12.7;8.2;12.4;34.9;5.3
581;Totaal;Ondergrens 95%-interval;Maassluis;62.7;46.1;19.7;33.2;0.8;36.5;53.6;33.7;16.9;37.7;44.5;11.2;16.2;7.8;10.5;41.6;3.6
582;Totaal;Ondergrens 95%-interval;Maastricht;63.7;53.4;26.0;31.9;0.8;48.8;40.9;26.1;12.5;43.8;49.4;10.9;7.9;10.3;17.1;37.1;7.6
583;Totaal;Ondergrens 95%-interval;Medemblik;66.5;40.1;14.4;27.4;0.7;45.3;45.7;31.8;11.8;44.3;49.0;10.9;10.8;8.0;11.2;32.6;8.0
584;Totaal;Ondergrens 95%-interval;Meerssen;64.6;39.9;16.8;34.0;0.5;41.5;49.1;31.8;14.8;37.1;43.1;11.7;16.6;13.8;10.1;38.6;3.7
585;Totaal;Ondergrens 95%-interval;Meierijstad;69.5;38.1;14.8;29.4;0.9;45.2;47.6;32.5;13.4;40.9;53.6;12.3;10.3;8.0;13.0;34.4;6.8
586;Totaal;Ondergrens 95%-interval;Meppel;63.5;41.0;17.9;30.1;0.7;38.1;51.1;34.8;13.2;46.5;49.5;11.2;11.5;5.8;9.8;37.4;5.0
587;Totaal;Ondergrens 95%-interval;Middelburg (Z.);68.6;39.7;15.7;30.8;0.7;47.1;43.5;30.6;10.8;48.7;43.9;12.1;8.1;5.9;13.2;44.1;4.4
588;Totaal;Ondergrens 95%-interval;Midden-Delfland;73.4;33.1;12.5;23.5;0.8;50.5;40.1;26.8;11.3;51.5;62.4;11.2;4.0;4.2;10.5;32.6;5.9
589;Totaal;Ondergrens 95%-interval;Midden-Drenthe;67.7;38.8;12.9;31.1;0.3;36.5;54.3;38.4;13.3;43.7;44.3;10.7;7.2;;14.8;35.1;4.7
590;Totaal;Ondergrens 95%-interval;Midden-Groningen;64.5;44.0;16.6;30.1;1.0;34.1;55.3;34.8;17.4;39.8;37.5;10.9;;;16.2;43.6;3.7
591;Totaal;Ondergrens 95%-interval;Moerdijk;65.0;41.1;17.2;28.0;1.0;38.1;51.0;31.0;17.3;34.4;44.6;10.5;11.7;7.1;14.6;39.9;7.0
592;Totaal;Ondergrens 95%-interval;Molenlanden;70.9;44.3;16.0;28.0;1.3;41.3;47.7;30.3;14.8;41.2;45.1;12.5;12.1;6.4;10.3;42.6;5.2
593;Totaal;Ondergrens 95%-interval;Montferland;64.9;39.7;15.8;30.1;1.2;39.6;50.0;32.1;15.3;41.8;48.9;11.4;14.9;7.9;10.2;34.3;5.4
594;Totaal;Ondergrens 95%-interval;Montfoort;69.1;35.8;13.1;27.5;0.4;48.4;42.7;29.4;11.2;41.8;52.0;11.8;10.7;4.5;11.2;35.4;4.5
595;Totaal;Ondergrens 95%-interval;Mook en Middelaar;64.5;42.2;16.0;33.1;0.8;48.7;41.3;29.0;10.1;44.2;54.3;14.1;15.1;7.6;7.8;37.3;4.3
596;Totaal;Ondergrens 95%-interval;Neder-Betuwe;67.4;37.2;14.0;27.1;0.9;31.9;58.1;38.0;17.2;33.7;32.1;13.8;6.0;5.9;13.6;53.0;3.5
597;Totaal;Ondergrens 95%-interval;Nederweert;67.8;34.8;11.9;25.2;0.9;44.5;45.1;31.5;11.3;40.7;48.2;14.5;10.2;6.0;7.9;36.8;5.5
598;Totaal;Ondergrens 95%-interval;Nieuwegein;65.8;43.5;17.2;31.9;1.5;42.8;46.6;30.5;13.8;39.3;47.1;12.2;11.1;9.4;12.5;44.1;4.4
599;Totaal;Ondergrens 95%-interval;Nieuwkoop;71.1;34.9;12.6;25.3;0.8;44.8;44.8;31.3;11.1;41.4;53.5;12.8;15.6;7.0;10.3;36.7;4.5
600;Totaal;Ondergrens 95%-interval;Nijkerk;71.7;38.1;12.9;29.5;0.8;42.2;47.6;32.0;13.2;43.9;52.7;13.3;9.8;6.3;12.5;34.9;4.8
601;Totaal;Ondergrens 95%-interval;Nijmegen;67.6;51.1;23.9;28.6;2.5;53.8;36.6;25.9;9.4;51.4;59.1;10.3;17.5;8.2;13.1;35.4;7.2
602;Totaal;Ondergrens 95%-interval;Nissewaard;62.5;42.9;18.3;32.6;0.2;35.6;55.0;33.1;18.9;38.9;41.6;9.2;;;15.1;46.8;2.5
603;Totaal;Ondergrens 95%-interval;Noardeast-Fryslân;67.8;38.8;14.4;27.2;0.7;46.1;44.5;30.5;12.0;38.9;38.1;11.8;5.5;6.2;14.7;38.4;6.0
604;Totaal;Ondergrens 95%-interval;Noord-Beveland;65.8;37.2;13.4;36.8;0.6;39.9;50.5;34.6;13.3;39.7;40.3;11.7;11.8;6.1;10.7;38.5;6.3
605;Totaal;Ondergrens 95%-interval;Noordenveld;68.4;37.7;11.2;28.3;0.7;43.3;47.1;32.2;12.5;45.1;48.2;12.8;8.8;8.2;9.6;38.4;4.6
606;Totaal;Ondergrens 95%-interval;Noordoostpolder;66.5;34.6;14.6;28.3;1.2;44.0;44.9;30.9;11.6;38.8;45.7;10.0;7.8;8.7;12.6;37.4;4.4
607;Totaal;Ondergrens 95%-interval;Noordwijk;70.2;40.7;17.4;25.8;1.1;41.0;46.8;32.0;12.2;46.7;56.9;11.3;12.9;5.7;12.3;29.7;8.9
608;Totaal;Ondergrens 95%-interval;Nuenen, Gerwen en Nederwetten;70.8;34.9;12.1;29.4;0.4;47.9;40.4;30.7;7.4;41.0;51.8;10.5;17.5;6.1;8.4;30.2;3.8
609;Totaal;Ondergrens 95%-interval;Nunspeet;70.7;35.2;14.9;28.4;0.6;43.1;46.7;32.8;11.5;40.6;41.9;13.4;7.6;6.4;10.4;44.4;2.8
610;Totaal;Ondergrens 95%-interval;Oegstgeest;70.3;39.1;14.6;28.6;0.8;54.8;35.9;23.9;10.0;51.4;59.1;11.9;15.9;8.1;9.6;34.7;5.8
611;Totaal;Ondergrens 95%-interval;Oirschot;65.1;36.2;12.8;28.0;0.5;44.6;46.1;30.7;13.0;41.4;51.1;13.2;14.0;8.9;11.6;26.0;8.1
612;Totaal;Ondergrens 95%-interval;Oisterwijk;72.0;38.5;14.0;26.2;0.7;45.4;47.0;33.5;11.8;43.1;56.5;13.4;20.3;8.8;11.1;31.8;7.2
613;Totaal;Ondergrens 95%-interval;Oldambt;62.9;40.7;20.2;29.3;0.5;27.5;62.5;36.6;22.2;37.3;39.2;9.1;;;16.9;44.9;3.6
614;Totaal;Ondergrens 95%-interval;Oldebroek;66.8;39.7;15.2;29.7;0.7;33.4;57.0;36.7;17.2;38.5;39.4;14.7;13.5;10.4;11.6;46.3;5.2
615;Totaal;Ondergrens 95%-interval;Oldenzaal;67.3;41.2;14.9;26.9;0.4;40.2;50.7;34.7;13.5;48.1;52.8;12.3;6.5;5.6;12.7;28.4;7.1
616;Totaal;Ondergrens 95%-interval;Olst-Wijhe;67.3;41.6;15.0;29.2;0.3;40.7;50.6;31.5;16.3;42.6;47.3;13.6;10.3;5.7;13.3;32.8;6.3
617;Totaal;Ondergrens 95%-interval;Ommen;74.4;34.5;10.9;23.7;0.3;45.0;45.3;29.7;13.1;45.2;41.8;10.4;;;7.2;37.5;6.3
