ID;AantalVertrekken;AantalPersonenPerVertrek;MetOfZonderBedsteden;Regio;Woningen_1
1288;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 50001 - 100000 inw.;6661
1289;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Eindhoven;3961
1290;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Tilburg;2700
1291;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 20001 - 50000 inw.;4679
1292;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Bergen op Zoom;585
1293;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Breda;1246
1294;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Helmond;900
1295;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;'s-Hertogenbosch;1542
1296;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Roosendaal en Nispen;406
1297;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 10001 - 20000 inw.;2608
1298;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 5001 - 10000 inw.;4813
1299;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 2001 - 5000 inw.;5437
1300;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 1001 - 2000 inw.;1428
1301;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Noord-Brabant, gem. 501 - 1000 inw.;338
1302;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 50001 - 100000 inw.;3921
1303;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Maastricht;3921
1304;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 20001 - 50000 inw.;6355
1305;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Heerlen;2419
1306;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Kerkrade;2834
1307;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Venlo;1102
1308;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 10001 - 20000 inw.;6305
1309;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 5001 - 10000 inw.;5057
1310;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 2001 - 5000 inw.;6657
1311;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 1001 - 2000 inw.;3283
1312;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 501 - 1000 inw.;498
1313;Totaal aantal woningen;Won. met meer dan 1 t/m 2 pers./vertrek;Woningen zonder bedsteden;Limburg, gem. 500 en minder inw.;75
1314;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Nederland;114959
1315;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Groningen (provincie);10417
1316;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Friesland;11229
1317;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Drenthe;7847
1318;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel;8070
1319;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland;12301
1320;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht (provincie);4219
1321;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland;13692
1322;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland;23008
1323;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland;5242
1324;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant;14901
1325;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg;4033
1326;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met meer dan 100000 inwoners;15622
1327;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 50001 - 100000 inwoners;5719
1328;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 20001 - 50000 inwoners;9090
1329;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 10001 - 20000 inwoners;20767
1330;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 5001 - 10000 inwoners;25825
1331;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 2001 - 5000 inwoners;27578
1332;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 1001 - 2000 inwoners;7842
1333;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 501 - 1000 inwoners;2302
1334;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gemeenten met 500 of minder inwoners;214
1335;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Groningen, gem. 100001 en meer inw.;1116
1336;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Groningen;1116
1337;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Groningen, gem. 10001 - 20000 inw.;2851
1338;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Groningen, gem. 5001 - 10000 inw.;3002
1339;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Groningen, gem. 2001 - 5000 inw.;3044
1340;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Groningen, gem. 1001 - 2000 inw.;404
1341;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Friesland, gem. 20001 - 50000 inw.;659
1342;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Leeuwarden;659
1343;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Friesland, gem. 10001 - 20000 inw.;6456
1344;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Friesland, gem. 5001 - 10000 inw.;3223
1345;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Friesland, gem. 2001 - 5000 inw.;746
1346;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Friesland, gem. 1001 - 2000 inw.;99
1347;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Friesland, gem. 501 - 1000 inw.;46
1348;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 20001 - 50000 inw.;1346
1349;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Emmen;1346
1350;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 10001 - 20000 inw.;1459
1351;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 5001 - 10000 inw.;2354
1352;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 2001 - 5000 inw.;2541
1353;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 1001 - 2000 inw.;147
1354;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 50001 - 100000 inw.;178
1355;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Enschede;178
1356;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 20001 - 50000 inw.;1210
1357;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Almelo;307
1358;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Deventer;211
1359;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Hengelo (O.);111
1360;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Lonneker;196
1361;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zwolle;385
1362;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 10001 - 20000 inw.;1455
1363;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 5001 - 10000 inw.;3498
1364;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 2001 - 5000 inw.;1412
1365;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 1001 - 2000 inw.;173
1366;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 501 - 1000 inw.;144
1367;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 50001 - 100000 inw.;1597
1368;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Apeldoorn;642
1369;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Arnhem;513
1370;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Nijmegen;442
1371;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 20001 - 50000 inw.;691
1372;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Ede;475
1373;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Rheden;216
1374;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 10001 - 20000 inw.;2816
1375;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 5001 - 10000 inw.;3585
1376;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 2001 - 5000 inw.;2733
1377;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 1001 - 2000 inw.;846
1378;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 501 - 1000 inw.;29
1379;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 500 en minder inw.;4
1380;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 100001 en meer inw.;1060
1381;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht;1060
1382;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 20001 - 50000 inw.;362
1383;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Amersfoort;261
1384;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeist;101
1385;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 10001 - 20000 inw.;254
1386;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 5001 - 10000 inw.;295
1387;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 2001 - 5000 inw.;1517
1388;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 1001 - 2000 inw.;480
1389;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 501 - 1000 inw.;213
1390;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 500 en minder inw.;38
1391;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 100001 en meer inw.;5686
1392;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Amsterdam;5185
1393;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Haarlem;501
1394;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 50001 - 100000 inw.;209
1395;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Hilversum;209
1396;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 20001 - 50000 inw.;1512
1397;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Alkmaar;139
1398;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Bussum;65
1399;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Haarlemmermeer;644
1400;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Helder (Den);188
1401;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Velsen;210
1402;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zaandam;266
1403;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 10001 - 20000 inw.;310
1404;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 5001 - 10000 inw.;1836
1405;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 2001 - 5000 inw.;2854
1406;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 1001 - 2000 inw.;1011
1407;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 501 - 1000 inw.;235
1408;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 500 en minder inw.;39
1409;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 100001 en meer inw.;7760
1410;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;'s-Gravenhage;1703
1411;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Rotterdam;6057
1412;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 50001 - 100000 inw.;2065
1413;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Delft;332
1414;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Dordrecht;429
1415;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Leiden;713
1416;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Schiedam;591
1417;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 20001 - 50000 inw.;602
1418;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Gouda;184
1419;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Vlaardingen;418
1420;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 10001 - 20000 inw.;2395
1421;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 5001 - 10000 inw.;2839
1422;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 2001 - 5000 inw.;4997
1423;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 1001 - 2000 inw.;1661
1424;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 501 - 1000 inw.;625
1425;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 500 en minder inw.;64
1426;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 20001 - 50000 inw.;151
1427;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Vlissingen;151
1428;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 10001 - 20000 inw.;341
1429;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 5001 - 10000 inw.;437
1430;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 2001 - 5000 inw.;2311
1431;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 1001 - 2000 inw.;1263
1432;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 501 - 1000 inw.;683
1433;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 500 en minder inw.;56
1434;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 50001 - 100000 inw.;902
1435;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Eindhoven;372
1436;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Tilburg;530
1437;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 20001 - 50000 inw.;1940
1438;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Bergen op Zoom;252
1439;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Breda;460
1440;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Helmond;303
1441;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;'s-Hertogenbosch;504
1442;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Roosendaal en Nispen;421
1443;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 10001 - 20000 inw.;1746
1444;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 5001 - 10000 inw.;4130
1445;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 2001 - 5000 inw.;4593
1446;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 1001 - 2000 inw.;1349
1447;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 501 - 1000 inw.;241
1448;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg, gem. 50001 - 100000 inw.;768
1449;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Maastricht;768
1450;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg, gem. 20001 - 50000 inw.;617
1451;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Heerlen;257
1452;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Kerkrade;279
1453;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Venlo;81
1454;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg, gem. 10001 - 20000 inw.;684
1455;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg, gem. 5001 - 10000 inw.;626
1456;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg, gem. 2001 - 5000 inw.;830
1457;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg, gem. 1001 - 2000 inw.;409
1458;Totaal aantal woningen;Won. met meer dan 2 t/m 3 pers./vertrek;Totaal aantal woningen;Limburg, gem. 501 - 1000 inw.;86
