ID;Vervoerstroom;ContainerGrootte;Perioden;OvergeslagenContainers_1;BrutoplusgewichtOvergeslagenContainers_2
340;Aanvoer naar Nederland;20 voet containers;2015;1378;21954
341;Aanvoer naar Nederland;20 voet containers;2016 1e kwartaal;345;5660
342;Aanvoer naar Nederland;20 voet containers;2016 2e kwartaal;338;5495
343;Aanvoer naar Nederland;20 voet containers;2016 3e kwartaal;353;5470
344;Aanvoer naar Nederland;20 voet containers;2016 4e kwartaal;343;5582
345;Aanvoer naar Nederland;20 voet containers;2016;1379;22207
346;Aanvoer naar Nederland;20 voet containers;2017 1e kwartaal;358;5884
347;Aanvoer naar Nederland;20 voet containers;2017 2e kwartaal;378;6226
348;Aanvoer naar Nederland;20 voet containers;2017 3e kwartaal;409;6609
349;Aanvoer naar Nederland;20 voet containers;2017 4e kwartaal;388;6451
350;Aanvoer naar Nederland;20 voet containers;2017;1532;25170
351;Aanvoer naar Nederland;20 voet containers;2018 1e kwartaal;383;6583
352;Aanvoer naar Nederland;20 voet containers;2018 2e kwartaal;388;6708
353;Aanvoer naar Nederland;20 voet containers;2018 3e kwartaal;403;6630
354;Aanvoer naar Nederland;20 voet containers;2018 4e kwartaal;397;6756
355;Aanvoer naar Nederland;20 voet containers;2018;1570;26676
356;Aanvoer naar Nederland;20 voet containers;2019 1e kwartaal;405;6891
357;Aanvoer naar Nederland;20 voet containers;2019 2e kwartaal;403;6808
358;Aanvoer naar Nederland;20 voet containers;2019 3e kwartaal;391;6421
359;Aanvoer naar Nederland;20 voet containers;2019 4e kwartaal;369;6235
360;Aanvoer naar Nederland;20 voet containers;2019;1569;26356
361;Aanvoer naar Nederland;20 voet containers;2020 1e kwartaal;358;6154
362;Aanvoer naar Nederland;20 voet containers;2020 2e kwartaal;346;6083
363;Aanvoer naar Nederland;20 voet containers;2020 3e kwartaal;345;5841
364;Aanvoer naar Nederland;20 voet containers;2020 4e kwartaal;331;5597
365;Aanvoer naar Nederland;20 voet containers;2020;1380;23674
366;Aanvoer naar Nederland;20 voet containers;2021 1e kwartaal;375;6240
367;Aanvoer naar Nederland;20 voet containers;2021 2e kwartaal;364;6308
368;Aanvoer naar Nederland;20 voet containers;2021 3e kwartaal;363;6124
369;Aanvoer naar Nederland;20 voet containers;2021 4e kwartaal;341;5928
370;Aanvoer naar Nederland;20 voet containers;2021;1442;24600
371;Aanvoer naar Nederland;20 voet containers;2022 1e kwartaal;327;5815
372;Aanvoer naar Nederland;20 voet containers;2022 2e kwartaal;324;5675
373;Aanvoer naar Nederland;20 voet containers;2022 3e kwartaal;324;5627
374;Aanvoer naar Nederland;20 voet containers;2022 4e kwartaal;287;4921
375;Aanvoer naar Nederland;20 voet containers;2022;1262;22037
376;Aanvoer naar Nederland;20 voet containers;2023 1e kwartaal;309;5459
377;Aanvoer naar Nederland;20 voet containers;2023 2e kwartaal;324;5795
378;Aanvoer naar Nederland;20 voet containers;2023 3e kwartaal;328;5770
379;Aanvoer naar Nederland;20 voet containers;2023 4e kwartaal;311;5619
380;Aanvoer naar Nederland;20 voet containers;2023;1272;22643
381;Aanvoer naar Nederland;20 voet containers;2024 1e kwartaal;307;5435
382;Aanvoer naar Nederland;20 voet containers;2024 2e kwartaal;332;6012
383;Aanvoer naar Nederland;20 voet containers;2024 3e kwartaal;315;5565
384;Aanvoer naar Nederland;40 voet containers;2015 1e kwartaal;1148;9626
385;Aanvoer naar Nederland;40 voet containers;2015 2e kwartaal;1102;9542
386;Aanvoer naar Nederland;40 voet containers;2015 3e kwartaal;1092;9000
387;Aanvoer naar Nederland;40 voet containers;2015 4e kwartaal;1026;8642
388;Aanvoer naar Nederland;40 voet containers;2015;4367;36809
389;Aanvoer naar Nederland;40 voet containers;2016 1e kwartaal;1114;9474
390;Aanvoer naar Nederland;40 voet containers;2016 2e kwartaal;1066;9198
391;Aanvoer naar Nederland;40 voet containers;2016 3e kwartaal;1133;9328
392;Aanvoer naar Nederland;40 voet containers;2016 4e kwartaal;1137;9718
393;Aanvoer naar Nederland;40 voet containers;2016;4449;37718
394;Aanvoer naar Nederland;40 voet containers;2017 1e kwartaal;1212;10588
395;Aanvoer naar Nederland;40 voet containers;2017 2e kwartaal;1257;11028
396;Aanvoer naar Nederland;40 voet containers;2017 3e kwartaal;1270;10924
397;Aanvoer naar Nederland;40 voet containers;2017 4e kwartaal;1289;10994
398;Aanvoer naar Nederland;40 voet containers;2017;5028;43535
399;Aanvoer naar Nederland;40 voet containers;2018 1e kwartaal;1332;11604
400;Aanvoer naar Nederland;40 voet containers;2018 2e kwartaal;1365;12241
401;Aanvoer naar Nederland;40 voet containers;2018 3e kwartaal;1398;11861
402;Aanvoer naar Nederland;40 voet containers;2018 4e kwartaal;1371;11805
403;Aanvoer naar Nederland;40 voet containers;2018;5467;47512
404;Aanvoer naar Nederland;40 voet containers;2019 1e kwartaal;1431;12372
405;Aanvoer naar Nederland;40 voet containers;2019 2e kwartaal;1439;12849
406;Aanvoer naar Nederland;40 voet containers;2019 3e kwartaal;1444;12323
407;Aanvoer naar Nederland;40 voet containers;2019 4e kwartaal;1374;11974
408;Aanvoer naar Nederland;40 voet containers;2019;5689;49518
409;Aanvoer naar Nederland;40 voet containers;2020 1e kwartaal;1420;12795
410;Aanvoer naar Nederland;40 voet containers;2020 2e kwartaal;1339;12414
411;Aanvoer naar Nederland;40 voet containers;2020 3e kwartaal;1448;12665
412;Aanvoer naar Nederland;40 voet containers;2020 4e kwartaal;1482;12708
413;Aanvoer naar Nederland;40 voet containers;2020;5688;50582
414;Aanvoer naar Nederland;40 voet containers;2021 1e kwartaal;1465;12815
415;Aanvoer naar Nederland;40 voet containers;2021 2e kwartaal;1535;13671
416;Aanvoer naar Nederland;40 voet containers;2021 3e kwartaal;1550;13438
417;Aanvoer naar Nederland;40 voet containers;2021 4e kwartaal;1489;12780
418;Aanvoer naar Nederland;40 voet containers;2021;6039;52704
419;Aanvoer naar Nederland;40 voet containers;2022 1e kwartaal;1458;12587
420;Aanvoer naar Nederland;40 voet containers;2022 2e kwartaal;1471;12913
421;Aanvoer naar Nederland;40 voet containers;2022 3e kwartaal;1498;12809
422;Aanvoer naar Nederland;40 voet containers;2022 4e kwartaal;1335;11338
423;Aanvoer naar Nederland;40 voet containers;2022;5762;49647
424;Aanvoer naar Nederland;40 voet containers;2023 1e kwartaal;1293;11249
425;Aanvoer naar Nederland;40 voet containers;2023 2e kwartaal;1347;11909
426;Aanvoer naar Nederland;40 voet containers;2023 3e kwartaal;1370;11888
427;Aanvoer naar Nederland;40 voet containers;2023 4e kwartaal;1264;10862
428;Aanvoer naar Nederland;40 voet containers;2023;5275;45907
429;Aanvoer naar Nederland;40 voet containers;2024 1e kwartaal;1321;11506
430;Aanvoer naar Nederland;40 voet containers;2024 2e kwartaal;1421;12705
431;Aanvoer naar Nederland;40 voet containers;2024 3e kwartaal;1458;12563
432;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2015 1e kwartaal;11;84
433;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2015 2e kwartaal;9;74
434;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2015 3e kwartaal;10;79
435;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2015 4e kwartaal;10;80
436;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2015;40;316
437;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2016 1e kwartaal;10;82
438;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2016 2e kwartaal;10;86
439;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2016 3e kwartaal;11;88
440;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2016 4e kwartaal;10;81
441;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2016;41;336
442;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2017 1e kwartaal;11;86
443;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2017 2e kwartaal;11;90
444;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2017 3e kwartaal;11;89
445;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2017 4e kwartaal;11;88
446;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2017;43;353
447;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2018 1e kwartaal;11;89
448;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2018 2e kwartaal;11;91
449;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2018 3e kwartaal;12;103
450;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2018 4e kwartaal;11;94
451;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2018;45;378
452;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2019 1e kwartaal;12;104
453;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2019 2e kwartaal;12;131
454;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2019 3e kwartaal;12;122
455;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2019 4e kwartaal;11;109
456;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2019;47;465
457;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2020 1e kwartaal;11;115
458;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2020 2e kwartaal;11;111
459;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2020 3e kwartaal;11;106
460;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2020 4e kwartaal;13;122
461;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2020;46;455
462;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2021 1e kwartaal;11;101
463;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2021 2e kwartaal;11;103
464;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2021 3e kwartaal;10;94
465;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2021 4e kwartaal;11;92
466;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2021;44;390
467;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2022 1e kwartaal;11;101
468;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2022 2e kwartaal;11;94
469;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2022 3e kwartaal;10;83
470;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2022 4e kwartaal;10;74
471;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2022;42;351
472;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2023 1e kwartaal;9;68
473;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2023 2e kwartaal;9;66
474;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2023 3e kwartaal;8;59
475;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2023 4e kwartaal;9;57
476;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2023;35;250
477;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2024 1e kwartaal;9;54
478;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2024 2e kwartaal;9;68
479;Aanvoer naar Nederland;Containers tussen 20 en 40 voet;2024 3e kwartaal;9;58
480;Aanvoer naar Nederland;Containers > 40 voet;2015 1e kwartaal;169;997
481;Aanvoer naar Nederland;Containers > 40 voet;2015 2e kwartaal;179;1103
482;Aanvoer naar Nederland;Containers > 40 voet;2015 3e kwartaal;186;1172
483;Aanvoer naar Nederland;Containers > 40 voet;2015 4e kwartaal;187;1124
484;Aanvoer naar Nederland;Containers > 40 voet;2015;721;4396
485;Aanvoer naar Nederland;Containers > 40 voet;2016 1e kwartaal;173;1076
486;Aanvoer naar Nederland;Containers > 40 voet;2016 2e kwartaal;181;1130
487;Aanvoer naar Nederland;Containers > 40 voet;2016 3e kwartaal;194;1137
488;Aanvoer naar Nederland;Containers > 40 voet;2016 4e kwartaal;195;1149
489;Aanvoer naar Nederland;Containers > 40 voet;2016;743;4492
490;Aanvoer naar Nederland;Containers > 40 voet;2017 1e kwartaal;186;1112
491;Aanvoer naar Nederland;Containers > 40 voet;2017 2e kwartaal;189;1192
492;Aanvoer naar Nederland;Containers > 40 voet;2017 3e kwartaal;199;1189
493;Aanvoer naar Nederland;Containers > 40 voet;2017 4e kwartaal;204;1190
494;Aanvoer naar Nederland;Containers > 40 voet;2017;778;4682
495;Aanvoer naar Nederland;Containers > 40 voet;2018 1e kwartaal;191;1141
496;Aanvoer naar Nederland;Containers > 40 voet;2018 2e kwartaal;204;1189
497;Aanvoer naar Nederland;Containers > 40 voet;2018 3e kwartaal;205;1163
498;Aanvoer naar Nederland;Containers > 40 voet;2018 4e kwartaal;217;1196
499;Aanvoer naar Nederland;Containers > 40 voet;2018;817;4689
500;Aanvoer naar Nederland;Containers > 40 voet;2019 1e kwartaal;208;1213
501;Aanvoer naar Nederland;Containers > 40 voet;2019 2e kwartaal;209;1209
502;Aanvoer naar Nederland;Containers > 40 voet;2019 3e kwartaal;206;1189
503;Aanvoer naar Nederland;Containers > 40 voet;2019 4e kwartaal;231;1276
504;Aanvoer naar Nederland;Containers > 40 voet;2019;854;4886
505;Aanvoer naar Nederland;Containers > 40 voet;2020 1e kwartaal;193;1115
506;Aanvoer naar Nederland;Containers > 40 voet;2020 2e kwartaal;198;1107
507;Aanvoer naar Nederland;Containers > 40 voet;2020 3e kwartaal;208;1145
508;Aanvoer naar Nederland;Containers > 40 voet;2020 4e kwartaal;218;1212
509;Aanvoer naar Nederland;Containers > 40 voet;2020;817;4579
510;Aanvoer naar Nederland;Containers > 40 voet;2021 1e kwartaal;197;1151
511;Aanvoer naar Nederland;Containers > 40 voet;2021 2e kwartaal;221;1278
512;Aanvoer naar Nederland;Containers > 40 voet;2021 3e kwartaal;217;1242
513;Aanvoer naar Nederland;Containers > 40 voet;2021 4e kwartaal;215;1228
514;Aanvoer naar Nederland;Containers > 40 voet;2021;849;4898
515;Aanvoer naar Nederland;Containers > 40 voet;2022 1e kwartaal;208;1156
516;Aanvoer naar Nederland;Containers > 40 voet;2022 2e kwartaal;219;1227
517;Aanvoer naar Nederland;Containers > 40 voet;2022 3e kwartaal;216;1154
518;Aanvoer naar Nederland;Containers > 40 voet;2022 4e kwartaal;213;1125
519;Aanvoer naar Nederland;Containers > 40 voet;2022;857;4662
520;Aanvoer naar Nederland;Containers > 40 voet;2023 1e kwartaal;199;1030
521;Aanvoer naar Nederland;Containers > 40 voet;2023 2e kwartaal;199;1053
522;Aanvoer naar Nederland;Containers > 40 voet;2023 3e kwartaal;201;1047
523;Aanvoer naar Nederland;Containers > 40 voet;2023 4e kwartaal;195;1048
524;Aanvoer naar Nederland;Containers > 40 voet;2023;794;4178
525;Aanvoer naar Nederland;Containers > 40 voet;2024 1e kwartaal;214;1060
526;Aanvoer naar Nederland;Containers > 40 voet;2024 2e kwartaal;206;1139
527;Aanvoer naar Nederland;Containers > 40 voet;2024 3e kwartaal;204;1118
528;Aanvoer naar Nederland;Containers met onbekende omvang;2015 1e kwartaal;0;0
529;Aanvoer naar Nederland;Containers met onbekende omvang;2015 2e kwartaal;0;0
530;Aanvoer naar Nederland;Containers met onbekende omvang;2015 3e kwartaal;0;0
531;Aanvoer naar Nederland;Containers met onbekende omvang;2015 4e kwartaal;0;0
532;Aanvoer naar Nederland;Containers met onbekende omvang;2015;0;0
533;Aanvoer naar Nederland;Containers met onbekende omvang;2016 1e kwartaal;0;0
534;Aanvoer naar Nederland;Containers met onbekende omvang;2016 2e kwartaal;0;0
535;Aanvoer naar Nederland;Containers met onbekende omvang;2016 3e kwartaal;0;0
536;Aanvoer naar Nederland;Containers met onbekende omvang;2016 4e kwartaal;0;0
537;Aanvoer naar Nederland;Containers met onbekende omvang;2016;0;0
538;Aanvoer naar Nederland;Containers met onbekende omvang;2017 1e kwartaal;0;0
539;Aanvoer naar Nederland;Containers met onbekende omvang;2017 2e kwartaal;0;0
540;Aanvoer naar Nederland;Containers met onbekende omvang;2017 3e kwartaal;0;0
541;Aanvoer naar Nederland;Containers met onbekende omvang;2017 4e kwartaal;0;0
542;Aanvoer naar Nederland;Containers met onbekende omvang;2017;0;0
543;Aanvoer naar Nederland;Containers met onbekende omvang;2018 1e kwartaal;0;0
544;Aanvoer naar Nederland;Containers met onbekende omvang;2018 2e kwartaal;0;0
545;Aanvoer naar Nederland;Containers met onbekende omvang;2018 3e kwartaal;0;0
546;Aanvoer naar Nederland;Containers met onbekende omvang;2018 4e kwartaal;0;0
547;Aanvoer naar Nederland;Containers met onbekende omvang;2018;0;0
548;Aanvoer naar Nederland;Containers met onbekende omvang;2019 1e kwartaal;0;0
549;Aanvoer naar Nederland;Containers met onbekende omvang;2019 2e kwartaal;0;0
550;Aanvoer naar Nederland;Containers met onbekende omvang;2019 3e kwartaal;0;0
551;Aanvoer naar Nederland;Containers met onbekende omvang;2019 4e kwartaal;0;0
552;Aanvoer naar Nederland;Containers met onbekende omvang;2019;0;0
553;Aanvoer naar Nederland;Containers met onbekende omvang;2020 1e kwartaal;0;0
554;Aanvoer naar Nederland;Containers met onbekende omvang;2020 2e kwartaal;0;0
555;Aanvoer naar Nederland;Containers met onbekende omvang;2020 3e kwartaal;0;0
556;Aanvoer naar Nederland;Containers met onbekende omvang;2020 4e kwartaal;0;1
557;Aanvoer naar Nederland;Containers met onbekende omvang;2020;0;1
558;Aanvoer naar Nederland;Containers met onbekende omvang;2021 1e kwartaal;0;0
559;Aanvoer naar Nederland;Containers met onbekende omvang;2021 2e kwartaal;0;0
560;Aanvoer naar Nederland;Containers met onbekende omvang;2021 3e kwartaal;0;0
561;Aanvoer naar Nederland;Containers met onbekende omvang;2021 4e kwartaal;0;0
562;Aanvoer naar Nederland;Containers met onbekende omvang;2021;0;0
563;Aanvoer naar Nederland;Containers met onbekende omvang;2022 1e kwartaal;0;0
564;Aanvoer naar Nederland;Containers met onbekende omvang;2022 2e kwartaal;0;0
565;Aanvoer naar Nederland;Containers met onbekende omvang;2022 3e kwartaal;0;0
566;Aanvoer naar Nederland;Containers met onbekende omvang;2022 4e kwartaal;0;0
567;Aanvoer naar Nederland;Containers met onbekende omvang;2022;0;0
568;Aanvoer naar Nederland;Containers met onbekende omvang;2023 1e kwartaal;0;0
569;Aanvoer naar Nederland;Containers met onbekende omvang;2023 2e kwartaal;0;0
570;Aanvoer naar Nederland;Containers met onbekende omvang;2023 3e kwartaal;0;0
571;Aanvoer naar Nederland;Containers met onbekende omvang;2023 4e kwartaal;0;0
572;Aanvoer naar Nederland;Containers met onbekende omvang;2023;0;0
573;Aanvoer naar Nederland;Containers met onbekende omvang;2024 1e kwartaal;0;0
574;Aanvoer naar Nederland;Containers met onbekende omvang;2024 2e kwartaal;0;0
575;Aanvoer naar Nederland;Containers met onbekende omvang;2024 3e kwartaal;0;0
576;Afvoer naar buitenland;Totaal overgeslagen containers;2015 1e kwartaal;1525;16548
577;Afvoer naar buitenland;Totaal overgeslagen containers;2015 2e kwartaal;1535;17315
578;Afvoer naar buitenland;Totaal overgeslagen containers;2015 3e kwartaal;1495;16215
579;Afvoer naar buitenland;Totaal overgeslagen containers;2015 4e kwartaal;1455;16141
580;Afvoer naar buitenland;Totaal overgeslagen containers;2015;6010;66220
581;Afvoer naar buitenland;Totaal overgeslagen containers;2016 1e kwartaal;1459;15761
582;Afvoer naar buitenland;Totaal overgeslagen containers;2016 2e kwartaal;1559;16801
583;Afvoer naar buitenland;Totaal overgeslagen containers;2016 3e kwartaal;1571;16708
584;Afvoer naar buitenland;Totaal overgeslagen containers;2016 4e kwartaal;1569;17179
585;Afvoer naar buitenland;Totaal overgeslagen containers;2016;6158;66450
586;Afvoer naar buitenland;Totaal overgeslagen containers;2017 1e kwartaal;1618;17706
587;Afvoer naar buitenland;Totaal overgeslagen containers;2017 2e kwartaal;1710;18293
588;Afvoer naar buitenland;Totaal overgeslagen containers;2017 3e kwartaal;1773;19117
589;Afvoer naar buitenland;Totaal overgeslagen containers;2017 4e kwartaal;1763;19327
590;Afvoer naar buitenland;Totaal overgeslagen containers;2017;6864;74443
591;Afvoer naar buitenland;Totaal overgeslagen containers;2018 1e kwartaal;1718;18286
592;Afvoer naar buitenland;Totaal overgeslagen containers;2018 2e kwartaal;1786;19178
593;Afvoer naar buitenland;Totaal overgeslagen containers;2018 3e kwartaal;1831;19533
594;Afvoer naar buitenland;Totaal overgeslagen containers;2018 4e kwartaal;1865;20050
595;Afvoer naar buitenland;Totaal overgeslagen containers;2018;7200;77048
596;Afvoer naar buitenland;Totaal overgeslagen containers;2019 1e kwartaal;1869;19590
597;Afvoer naar buitenland;Totaal overgeslagen containers;2019 2e kwartaal;1894;20086
598;Afvoer naar buitenland;Totaal overgeslagen containers;2019 3e kwartaal;1795;19459
599;Afvoer naar buitenland;Totaal overgeslagen containers;2019 4e kwartaal;1881;20218
600;Afvoer naar buitenland;Totaal overgeslagen containers;2019;7438;79353
601;Afvoer naar buitenland;Totaal overgeslagen containers;2020 1e kwartaal;1820;19574
602;Afvoer naar buitenland;Totaal overgeslagen containers;2020 2e kwartaal;1737;18540
603;Afvoer naar buitenland;Totaal overgeslagen containers;2020 3e kwartaal;1957;20031
604;Afvoer naar buitenland;Totaal overgeslagen containers;2020 4e kwartaal;1908;20813
605;Afvoer naar buitenland;Totaal overgeslagen containers;2020;7422;78957
606;Afvoer naar buitenland;Totaal overgeslagen containers;2021 1e kwartaal;1863;19379
607;Afvoer naar buitenland;Totaal overgeslagen containers;2021 2e kwartaal;1966;20642
608;Afvoer naar buitenland;Totaal overgeslagen containers;2021 3e kwartaal;1958;20051
609;Afvoer naar buitenland;Totaal overgeslagen containers;2021 4e kwartaal;1927;19451
610;Afvoer naar buitenland;Totaal overgeslagen containers;2021;7714;79524
611;Afvoer naar buitenland;Totaal overgeslagen containers;2022 1e kwartaal;1845;17729
612;Afvoer naar buitenland;Totaal overgeslagen containers;2022 2e kwartaal;1797;17108
613;Afvoer naar buitenland;Totaal overgeslagen containers;2022 3e kwartaal;1886;17642
614;Afvoer naar buitenland;Totaal overgeslagen containers;2022 4e kwartaal;1870;17028
615;Afvoer naar buitenland;Totaal overgeslagen containers;2022;7398;69507
616;Afvoer naar buitenland;Totaal overgeslagen containers;2023 1e kwartaal;1637;15487
617;Afvoer naar buitenland;Totaal overgeslagen containers;2023 2e kwartaal;1751;15636
618;Afvoer naar buitenland;Totaal overgeslagen containers;2023 3e kwartaal;1773;16224
619;Afvoer naar buitenland;Totaal overgeslagen containers;2023 4e kwartaal;1644;15915
620;Afvoer naar buitenland;Totaal overgeslagen containers;2023;6805;63262
621;Afvoer naar buitenland;Totaal overgeslagen containers;2024 1e kwartaal;1637;15974
622;Afvoer naar buitenland;Totaal overgeslagen containers;2024 2e kwartaal;1717;16275
623;Afvoer naar buitenland;Totaal overgeslagen containers;2024 3e kwartaal;1778;16168
624;Afvoer naar buitenland;20 voet containers;2015 1e kwartaal;333;4155
625;Afvoer naar buitenland;20 voet containers;2015 2e kwartaal;330;4497
626;Afvoer naar buitenland;20 voet containers;2015 3e kwartaal;354;4378
627;Afvoer naar buitenland;20 voet containers;2015 4e kwartaal;309;4178
628;Afvoer naar buitenland;20 voet containers;2015;1326;17209
629;Afvoer naar buitenland;20 voet containers;2016 1e kwartaal;304;4005
630;Afvoer naar buitenland;20 voet containers;2016 2e kwartaal;333;4230
631;Afvoer naar buitenland;20 voet containers;2016 3e kwartaal;336;4139
632;Afvoer naar buitenland;20 voet containers;2016 4e kwartaal;315;4117
633;Afvoer naar buitenland;20 voet containers;2016;1287;16491
634;Afvoer naar buitenland;20 voet containers;2017 1e kwartaal;324;4124
635;Afvoer naar buitenland;20 voet containers;2017 2e kwartaal;358;4358
636;Afvoer naar buitenland;20 voet containers;2017 3e kwartaal;371;4532
637;Afvoer naar buitenland;20 voet containers;2017 4e kwartaal;370;4509
638;Afvoer naar buitenland;20 voet containers;2017;1423;17523
639;Afvoer naar buitenland;20 voet containers;2018 1e kwartaal;342;4260
640;Afvoer naar buitenland;20 voet containers;2018 2e kwartaal;351;4373
641;Afvoer naar buitenland;20 voet containers;2018 3e kwartaal;394;4549
642;Afvoer naar buitenland;20 voet containers;2018 4e kwartaal;381;4678
643;Afvoer naar buitenland;20 voet containers;2018;1467;17861
644;Afvoer naar buitenland;20 voet containers;2019 1e kwartaal;380;4539
645;Afvoer naar buitenland;20 voet containers;2019 2e kwartaal;389;4536
646;Afvoer naar buitenland;20 voet containers;2019 3e kwartaal;413;4244
647;Afvoer naar buitenland;20 voet containers;2019 4e kwartaal;359;4101
648;Afvoer naar buitenland;20 voet containers;2019;1541;17420
649;Afvoer naar buitenland;20 voet containers;2020 1e kwartaal;335;3765
650;Afvoer naar buitenland;20 voet containers;2020 2e kwartaal;344;3773
651;Afvoer naar buitenland;20 voet containers;2020 3e kwartaal;295;3818
652;Afvoer naar buitenland;20 voet containers;2020 4e kwartaal;347;3897
653;Afvoer naar buitenland;20 voet containers;2020;1321;15254
654;Afvoer naar buitenland;20 voet containers;2021 1e kwartaal;343;3955
655;Afvoer naar buitenland;20 voet containers;2021 2e kwartaal;352;4026
656;Afvoer naar buitenland;20 voet containers;2021 3e kwartaal;355;4042
657;Afvoer naar buitenland;20 voet containers;2021 4e kwartaal;332;3987
658;Afvoer naar buitenland;20 voet containers;2021;1382;16011
659;Afvoer naar buitenland;20 voet containers;2022 1e kwartaal;301;3713
660;Afvoer naar buitenland;20 voet containers;2022 2e kwartaal;294;3549
661;Afvoer naar buitenland;20 voet containers;2022 3e kwartaal;318;3760
662;Afvoer naar buitenland;20 voet containers;2022 4e kwartaal;279;3320
663;Afvoer naar buitenland;20 voet containers;2022;1192;14341
664;Afvoer naar buitenland;20 voet containers;2023 1e kwartaal;282;3228
665;Afvoer naar buitenland;20 voet containers;2023 2e kwartaal;322;3306
666;Afvoer naar buitenland;20 voet containers;2023 3e kwartaal;274;3080
667;Afvoer naar buitenland;20 voet containers;2023 4e kwartaal;273;3012
668;Afvoer naar buitenland;20 voet containers;2023;1151;12625
669;Afvoer naar buitenland;20 voet containers;2024 1e kwartaal;289;3117
670;Afvoer naar buitenland;20 voet containers;2024 2e kwartaal;349;3192
671;Afvoer naar buitenland;20 voet containers;2024 3e kwartaal;293;3063
672;Afvoer naar buitenland;40 voet containers;2015 1e kwartaal;985;10126
673;Afvoer naar buitenland;40 voet containers;2015 2e kwartaal;991;10479
674;Afvoer naar buitenland;40 voet containers;2015 3e kwartaal;906;9266
675;Afvoer naar buitenland;40 voet containers;2015 4e kwartaal;923;9523
676;Afvoer naar buitenland;40 voet containers;2015;3805;39393
677;Afvoer naar buitenland;40 voet containers;2016 1e kwartaal;942;9402
678;Afvoer naar buitenland;40 voet containers;2016 2e kwartaal;989;9945
679;Afvoer naar buitenland;40 voet containers;2016 3e kwartaal;998;9958
680;Afvoer naar buitenland;40 voet containers;2016 4e kwartaal;1008;10398
681;Afvoer naar buitenland;40 voet containers;2016;3938;39703
682;Afvoer naar buitenland;40 voet containers;2017 1e kwartaal;1063;11068
683;Afvoer naar buitenland;40 voet containers;2017 2e kwartaal;1107;11246
684;Afvoer naar buitenland;40 voet containers;2017 3e kwartaal;1159;11893
685;Afvoer naar buitenland;40 voet containers;2017 4e kwartaal;1146;12101
686;Afvoer naar buitenland;40 voet containers;2017;4475;46308
687;Afvoer naar buitenland;40 voet containers;2018 1e kwartaal;1144;11484
688;Afvoer naar buitenland;40 voet containers;2018 2e kwartaal;1197;12177
689;Afvoer naar buitenland;40 voet containers;2018 3e kwartaal;1179;12149
690;Afvoer naar buitenland;40 voet containers;2018 4e kwartaal;1225;12590
691;Afvoer naar buitenland;40 voet containers;2018;4744;48400
692;Afvoer naar buitenland;40 voet containers;2019 1e kwartaal;1232;12273
693;Afvoer naar buitenland;40 voet containers;2019 2e kwartaal;1250;12900
