ID;Perioden;Totaal1564JaarBeroepsbevolking_1;Mannen1564JaarBeroepsbevolking_2;Vrouwen1564JaarBeroepsbevolking_3;MannenEnVrouwenAlleLeeftijden_4;MannenEnVrouwenJongerDan14Jaar_5;MannenEnVrouwen1419Jaar_6;MannenEnVrouwen2024Jaar_7;MannenEnVrouwen2539Jaar_8;MannenEnVrouwen4049Jaar_9;MannenEnVrouwen5064Jaar_10;MannenEnVrouwen65JaarEnOuder_11;MannenAlleLeeftijden_12;MannenJongerDan14Jaar_13;Mannen1419Jaar_14;Mannen2024Jaar_15;Mannen2539Jaar_16;Mannen4049Jaar_17;Mannen5064Jaar_18;Mannen65JaarEnOuder_19;VrouwenAlleLeeftijden_20;VrouwenJongerDan14Jaar_21;Vrouwen1419Jaar_22;Vrouwen2024Jaar_23;Vrouwen2539Jaar_24;Vrouwen4049Jaar_25;Vrouwen5064Jaar_26;Vrouwen65JaarEnOuder_27;Totaal1564JaarWerkzameBeroepsbev_28;Mannen1564JaarWerkzameBeroepsbev_29;Vrouwen1564JaarWerkzameBeroepsbev_30;AlleLeeftijdenMannenEnVrouwen_31;LandbouwEnVisserij_32;Delfstoffenwinning_33;Industrie_34;OpenbareNutsbedrijven_35;BouwnijverheidEnInstallatiebedrijven_36;HandelEnHoreca_37;TransportOpslagEnCommunicatie_38;BankVerzekeringswezenZakelijkeDienst_39;DienstverleningTotaal_40;OverigeEconomischeActiviteiten_41;HuiselijkeDiensten_42;AlleLeeftijdenMannen_43;LandbouwEnVisserij_44;Delfstoffenwinning_45;Industrie_46;OpenbareNutsbedrijven_47;BouwnijverheidEnInstallatiebedrijven_48;HandelEnHoreca_49;TransportOpslagEnCommunicatie_50;BankVerzekeringswezenZakelijkeDienst_51;DienstverleningTotaal_52;HuiselijkeDiensten_53;OverigeEconomischeActiviteiten_54;AlleLeeftijdenVrouwen_55;LandbouwEnVisserij_56;Delfstoffenwinning_57;Industrie_58;OpenbareNutsbedrijven_59;BouwnijverheidEnInstallatiebedrijven_60;HandelEnHoreca_61;TransportOpslagEnCommunicatie_62;BankVerzekeringswezenZakelijkeDienst_63;DienstverleningTotaal_64;HuiselijkeDiensten_65;OverigeEconomischeActiviteiten_66;LandbouwEnVisserij_67;Delfstoffenwinning_68;Industrie_69;OpenbareNutsbedrijven_70;BouwnijverheidEnInstallatiebedrijven_71;HandelEnHoreca_72;TransportOpslagEnCommunicatie_73;BankVerzekeringswezenZakelijkeDienst_74;DienstverleningTotaal_75;HuiselijkeDiensten_76;OverigeEconomischeActiviteiten_77;LandbouwEnVisserij_78;Delfstoffenwinning_79;Industrie_80;OpenbareNutsbedrijven_81;BouwnijverheidEnInstallatiebedrijven_82;HandelEnHoreca_83;TransportOpslagEnCommunicatie_84;BankVerzekeringswezenZakelijkeDienst_85;DienstverleningTotaal_86;HuiselijkeDiensten_87;OverigeEconomischeActiviteiten_88;LandbouwEnVisserij_89;Delfstoffenwinning_90;Industrie_91;OpenbareNutsbedrijven_92;BouwnijverheidEnInstallatiebedrijven_93;HandelEnHoreca_94;TransportOpslagEnCommunicatie_95;BankVerzekeringswezenZakelijkeDienst_96;DienstverleningTotaal_97;HuiselijkeDiensten_98;OverigeEconomischeActiviteiten_99;WerklozeBeroepsbevolkingTotaal_100;WerklozeBeroepsbevolkingMannen_101;WerklozeBeroepsbevolkingVrouwen_102;BeroepsdeelnemingTotaal_103;Beroepsdeelneming1419Jaar_104;Beroepsdeelneming2024Jaar_105;Beroepsdeelneming2539Jaar_106;Beroepsdeelneming4049Jaar_107;Beroepsdeelneming5064Jaar_108;Beroepsdeelneming65JaarEnOuder_109;BeroepsdeelnemingTotaalMannen_110;Beroepsdeelneming1419JaarMannen_111;Beroepsdeelneming2024JaarMannen_112;Beroepsdeelneming2539JaarMannen_113;Beroepsdeelneming4049JaarMannen_114;Beroepsdeelneming5064JaarMannen_115;Beroepsdeelneming65JaarEnOuderMan_116;BeroepsdeelnemingTotaalVrouwen_117;Beroepsdeelneming1419JaarVrouwen_118;Beroepsdeelneming2024JaarVrouwen_119;Beroepsdeelneming2539JaarVrouwen_120;Beroepsdeelneming4049JaarVrouwen_121;Beroepsdeelneming5064JaarVrouwen_122;Beroepsdeelneming65JaarEnOuderVrouw_123;GeregistreerdeWerklozenTotaal_124;GeregistreerdeWerklozenMannen_125;GeregistreerdeWerklozenVrouwen_126;GeregistreerdeWerklozenBeroepsbev_127;Banen_128;Arbeidsjaren_129;Banen_130;Arbeidsjaren_131;ArbeidsduurVoltijdersInUren_132;ArbeidsvolumeInUren_133;Banen_134;Arbeidsjaren_135;PerWeekOvereengekomenArbeidsduur_136;VakantiedagenPerJaar_137;TewerkgesteldenOpAanvullendeWerken_138;IndexcijfersCaoLonenTotaal_139;IndexCaoLonenTotaalPartBedrijven_140;IndexCaoLonenLandbouwEnVisserij_141;IndexCaoLonenIndustrie_142;IndexCaoLonenBouwnijverheid_143;IndexCaoLonenFinZakelijkeDienst_144;IndexCaoLonenOverheid_145;IndexCaoLonenGesubsidieerdeSector_146;UurloonNijverheidsarbeiders_147;MaandloonTotaal_148;MaandloonMannen_149;MaandloonVrouwen_150;MaandloonNijverheid_151;MaandloonHandel_152;MaandloonTransport_153;MaandloonBankEnVerzekeringswezen_154;MaandloonOverigeDienstverlening_155;LandbouwVisserijNijverheidEnOverig_156;BrutoUurloonNijverheidsarbeiders_157;LoonkostenPerGewerktUurNijverheid_158;Minimumloon_159
30;1961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;21.0;18.0;3.0;;4610.0;4224.0;3673.0;3481.0;2190.0;7624.0;937.0;743.0;46.5;;4.1;37.0;37.0;37.0;38.0;;40.0;34.0;;1.1;;;;;;;;;;1.4;;
31;1962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;21.0;17.0;4.0;;4742.0;4319.0;3810.0;3586.0;2135.0;7653.0;932.0;733.0;45.5;;2.9;40.0;40.0;39.0;40.0;;42.0;38.0;;1.2;;;;;;;;;;1.5;;
32;1963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;24.0;20.0;4.0;;4844.0;4384.0;3918.0;3661.0;2102.0;7698.0;926.0;723.0;45.0;;1.8;43.0;42.0;42.0;43.0;;45.0;41.0;;1.3;;;;;;;;;;1.7;;
33;1964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;21.0;17.0;4.0;;4968.0;4469.0;4047.0;3755.0;2084.0;7825.0;922.0;714.0;45.0;;2.0;50.0;49.0;48.0;50.0;;51.0;49.0;;1.5;;;;;;;;;;2.0;;196.0
34;1965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;25.0;22.0;4.0;;5052.0;4516.0;4140.0;3814.0;2080.0;7935.0;912.0;702.0;45.0;;2.2;55.0;54.0;51.0;55.0;;56.0;54.0;;1.6;;;;;;;;;;2.1;;216.0
35;1966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;36.0;31.0;4.0;;5134.0;4561.0;4228.0;3868.0;2080.0;8047.0;906.0;692.0;45.0;;1.8;60.0;59.0;56.0;60.0;;61.0;60.0;;1.7;;;;;;;;;;2.5;;236.0
36;1967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;75.0;68.0;7.0;;5164.0;4557.0;4262.0;3873.0;2071.0;8022.0;902.0;684.0;44.5;;2.8;64.0;63.0;61.0;64.0;;64.0;64.0;;1.9;;;;;;;;;;2.7;;248.0
37;1968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;68.0;61.0;8.0;;5258.0;4612.0;4367.0;3941.0;2048.0;8071.0;891.0;671.0;44.0;;2.2;67.0;67.0;64.0;68.0;;68.0;67.0;;2.0;;;;;;;;;;2.9;;258.0
38;1969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;49.0;42.0;7.0;;5390.0;4700.0;4509.0;4041.0;2030.0;8201.0;882.0;659.0;43.5;;2.2;73.0;73.0;70.0;74.0;;74.0;73.0;;2.2;;;;;;;;;;3.3;;275.0
39;1970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;44.0;36.0;8.0;0.9;5469.0;4763.0;4596.0;4115.0;2007.0;8257.0;873.0;648.0;43.0;;;80.0;79.0;79.0;80.0;;80.0;80.0;;2.5;;;;;;;;;;3.8;;310.0
40;1971;;;;4835.0;;10.6;17.7;32.4;18.5;19.1;1.7;3590.0;;6.8;14.7;35.5;20.1;21.1;1.9;1244.0;;21.8;26.3;23.3;13.9;13.2;1.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;49.5;38.4;70.9;62.0;59.2;49.6;6.3;73.6;35.4;85.1;97.2;96.4;85.1;11.4;25.3;41.5;55.9;23.9;22.8;17.0;2.2;62.0;51.0;11.0;1.3;5519.0;4793.0;4653.0;4155.0;1986.0;8253.0;866.0;638.0;42.5;;;89.0;88.0;87.0;89.0;;89.0;89.0;;2.9;;;;;;;;;;4.5;;327.0
41;1972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;108.0;91.0;17.0;2.3;5481.0;4748.0;4621.0;4118.0;1969.0;8109.0;860.0;629.0;42.5;;;100.0;100.0;100.0;100.0;100.0;100.0;100.0;;3.2;606.0;647.0;372.0;623.0;533.0;657.0;637.0;;;5.0;;369.0
42;1973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;110.0;88.0;21.0;2.3;5511.0;4756.0;4662.0;4139.0;1951.0;8077.0;849.0;617.0;42.0;;;112.0;112.0;111.0;112.0;111.0;114.0;111.0;;3.7;686.0;731.0;435.0;702.0;588.0;759.0;765.0;;;6.0;;427.0
43;1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;135.0;107.0;28.0;2.8;5543.0;4765.0;4702.0;4158.0;1907.0;7930.0;841.0;607.0;41.0;;;128.0;128.0;126.0;128.0;126.0;131.0;127.0;;4.3;796.0;842.0;531.0;806.0;700.0;867.0;885.0;;;7.1;;476.0
44;1975;;;;4927.0;;8.0;15.9;37.8;18.7;18.4;1.3;3608.0;;5.1;12.7;40.3;20.0;20.5;1.4;1319.0;;15.4;24.3;31.3;15.2;12.8;1.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;47.6;28.0;69.7;64.2;60.6;46.4;4.3;70.1;25.8;79.7;96.6;94.9;79.2;8.0;25.4;29.7;58.2;29.5;26.4;16.6;1.7;195.0;153.0;42.0;4.0;5541.0;4746.0;4713.0;4152.0;1876.0;7789.0;829.0;594.0;40.0;;;144.0;144.0;151.0;143.0;140.0;148.0;143.0;;4.9;897.0;946.0;618.0;908.0;785.0;1005.0;977.0;;;8.1;8.8;569.0
45;1976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;;;0.0;211.0;160.0;51.0;4.3;5577.0;4753.0;4761.0;4172.0;1865.0;7780.0;816.0;581.0;40.0;;;157.0;157.0;167.0;156.0;152.0;160.0;156.0;;5.3;972.0;1022.0;668.0;987.0;854.0;1080.0;1040.0;;;8.6;9.6;653.0
46;1977;;;;4973.0;;6.6;16.1;39.7;18.6;18.1;1.0;3635.0;;4.2;12.6;41.7;20.0;20.3;1.1;1338.0;;12.4;24.7;34.4;15.2;12.5;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;46.5;22.7;69.7;64.7;60.5;45.1;3.2;68.5;20.9;78.2;96.0;93.9;77.4;6.2;24.9;23.5;58.9;31.4;26.8;16.1;1.2;204.0;145.0;58.0;4.1;5614.0;4776.0;4819.0;4213.0;1860.0;7836.0;795.0;563.0;40.0;;;169.0;169.0;180.0;167.0;162.0;176.0;166.0;;5.8;1084.0;1140.0;751.0;1091.0;962.0;1219.0;1158.0;1308.0;;9.4;10.4;698.0
47;1978;;;;4978.0;;6.3;15.9;40.5;18.7;17.6;0.9;3615.0;;4.2;12.4;42.5;20.1;19.8;1.0;1363.0;;11.4;24.4;35.6;15.4;12.4;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;46.0;21.4;68.6;64.5;60.5;43.8;3.0;67.2;20.3;76.1;95.2;92.9;74.5;5.8;25.0;21.8;58.8;32.2;27.7;16.2;1.1;201.0;134.0;67.0;4.1;5680.0;4817.0;4891.0;4263.0;1852.0;7893.0;789.0;555.0;40.0;;;179.0;180.0;190.0;176.0;173.0;195.0;176.0;;6.2;1152.0;1215.0;800.0;1162.0;1013.0;1302.0;1235.0;1388.0;;10.0;11.4;759.0
48;1979;;;;4996.0;;6.2;15.9;41.1;18.8;17.1;0.9;3604.0;;4.3;12.3;43.0;20.2;19.3;1.0;1392.0;;10.8;24.2;36.6;15.7;12.1;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;45.5;21.0;67.9;64.4;60.4;42.5;2.8;66.2;20.4;74.5;94.2;91.8;71.7;5.3;25.1;20.6;58.7;33.0;28.5;16.1;1.0;194.0;123.0;71.0;3.9;5796.0;4896.0;5006.0;4345.0;1843.0;8006.0;789.0;551.0;40.0;;;188.0;190.0;201.0;184.0;191.0;206.0;182.0;;6.6;1227.0;1298.0;842.0;1241.0;1080.0;1373.0;1310.0;1443.0;;;12.3;795.0
49;1980;;;;5103.0;;6.6;16.0;41.5;18.7;16.5;0.7;3626.0;;4.7;12.5;43.2;20.1;18.8;0.8;1477.0;;10.9;23.6;37.9;15.6;11.4;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;194.0;95.0;99.0;47.5;27.4;69.7;66.5;61.2;41.6;2.4;68.6;26.9;76.0;95.1;92.0;70.3;4.7;27.1;26.7;60.8;36.4;30.2;16.1;0.8;217.0;141.0;76.0;4.3;5862.0;4932.0;5070.0;4383.0;1839.0;8061.0;792.0;549.0;40.0;30.5;;195.0;199.0;210.0;192.0;200.0;215.0;186.0;100.0;6.9;1288.0;1357.0;898.0;1296.0;1149.0;1414.0;1384.0;1497.0;;;13.0;829.0
50;1981;;;;5184.0;;6.1;16.3;42.5;18.7;15.8;0.6;3639.0;;4.4;12.4;44.0;20.4;18.2;0.6;1545.0;;10.3;25.4;38.9;14.8;10.2;0.4;;;;4877.0;245.0;8.0;1191.0;32.0;370.0;840.0;332.0;534.0;1070.0;254.0;9.0;3471.0;206.0;8.0;996.0;29.0;355.0;521.0;285.0;319.0;545.0;1.0;206.0;1406.0;38.0;1.0;195.0;3.0;15.0;319.0;47.0;216.0;525.0;8.0;47.0;5.0;0.2;24.4;0.6;7.6;17.2;6.8;11.0;21.9;0.2;5.2;5.9;0.2;28.7;0.8;10.2;15.0;8.2;9.2;15.7;0.0;5.9;2.7;0.1;13.9;0.2;1.1;22.7;3.3;15.3;37.3;0.6;3.4;307.0;168.0;139.0;47.9;25.7;70.6;66.5;61.4;40.2;2.0;67.9;25.2;74.2;94.0;91.5;67.4;3.8;28.3;26.3;66.9;37.4;29.7;14.9;0.7;317.0;217.0;100.0;6.1;5829.0;4870.0;5039.0;4326.0;1834.0;7934.0;790.0;544.0;39.9;29.1;;200.0;206.0;222.0;199.0;220.0;221.0;185.0;102.0;7.3;1357.0;1432.0;938.0;1367.0;1203.0;1467.0;1469.0;1528.0;;;13.7;854.0
51;1982;;;;5223.0;;5.6;16.2;43.1;18.9;15.6;0.6;3640.0;;4.0;12.4;44.5;20.5;17.9;0.7;1583.0;;9.2;25.1;39.9;15.3;10.1;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;437.0;255.0;182.0;47.7;23.7;70.0;66.9;61.8;39.4;2.0;67.2;23.3;73.0;93.7;91.1;65.5;3.8;28.6;24.0;66.9;38.6;30.9;15.1;0.7;468.0;333.0;135.0;9.0;5731.0;4748.0;4946.0;4211.0;1829.0;7700.0;785.0;537.0;39.9;28.8;;213.0;221.0;240.0;213.0;249.0;235.0;190.0;108.0;7.7;1447.0;1526.0;1009.0;1463.0;1280.0;1541.0;1575.0;1585.0;;;14.5;898.0
52;1983;;;;5262.0;;5.0;16.2;43.8;19.1;15.3;0.6;3642.0;;3.7;12.4;45.0;20.7;17.6;0.7;1620.0;;8.0;24.9;41.0;15.7;10.0;0.4;;;;4729.0;246.0;8.0;1087.0;30.0;295.0;798.0;324.0;529.0;1133.0;279.0;5.0;3313.0;202.0;7.0;910.0;28.0;281.0;494.0;274.0;315.0;575.0;1.0;228.0;1416.0;45.0;1.0;178.0;3.0;13.0;303.0;50.0;214.0;559.0;4.0;50.0;5.2;0.2;23.0;0.6;6.2;16.9;6.8;11.2;24.0;0.1;5.9;6.1;0.2;27.5;0.8;8.5;14.9;8.3;9.5;17.3;0.0;6.9;3.2;0.1;12.6;0.2;0.9;21.4;3.5;15.1;39.4;0.3;3.6;533.0;329.0;204.0;47.5;21.6;69.4;67.3;62.2;38.7;2.0;66.5;21.5;71.8;93.4;90.8;63.6;3.8;28.9;21.6;66.9;39.8;32.1;15.2;0.7;612.0;446.0;166.0;11.7;5667.0;4658.0;4884.0;4125.0;1812.0;7476.0;783.0;533.0;39.6;27.8;;214.0;227.0;249.0;218.0;258.0;241.0;182.0;109.0;7.8;1469.0;1547.0;1034.0;1492.0;1298.0;1561.0;1579.0;1559.0;;;15.2;930.0
53;1984;;;;5291.0;;4.6;16.1;44.3;19.7;14.8;0.5;3645.0;;3.4;12.3;45.3;21.3;17.2;0.6;1646.0;;7.4;24.4;42.0;16.2;9.7;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;534.0;324.0;210.0;47.2;20.1;68.4;67.5;62.5;37.5;1.9;65.8;19.9;70.8;92.9;90.8;61.5;3.5;29.0;20.4;65.9;40.8;32.7;14.8;0.6;591.0;425.0;166.0;11.2;5718.0;4672.0;4930.0;4139.0;1795.0;7432.0;788.0;533.0;39.3;29.8;;213.0;228.0;249.0;219.0;258.0;242.0;179.0;106.0;7.9;1483.0;1556.0;1048.0;1497.0;1314.0;1583.0;1593.0;1557.0;1500.0;;15.6;902.0
54;1985;;;;5320.0;;4.3;15.9;44.7;20.2;14.4;0.5;3647.0;;3.1;12.2;45.5;21.8;16.7;0.6;1673.0;;6.8;23.9;43.0;16.7;9.3;0.3;;;;4838.0;243.0;11.0;1074.0;30.0;297.0;826.0;331.0;550.0;1170.0;306.0;6.0;3364.0;198.0;10.0;895.0;27.0;283.0;506.0;277.0;329.0;592.0;1.0;246.0;1474.0;44.0;1.0;179.0;3.0;14.0;320.0;54.0;221.0;578.0;5.0;60.0;5.0;0.2;22.2;0.6;6.1;17.1;6.8;11.4;24.2;0.1;6.3;5.9;0.3;26.6;0.8;8.4;15.0;8.2;9.8;17.6;0.0;7.3;3.0;0.1;12.2;0.2;0.9;21.7;3.7;15.0;39.2;0.3;4.1;482.0;283.0;199.0;46.8;18.7;67.4;67.8;62.8;36.3;1.7;65.1;18.3;69.7;92.5;90.8;59.4;3.3;29.1;19.1;65.0;41.9;33.3;14.3;0.6;511.0;358.0;153.0;9.7;5824.0;4762.0;5029.0;4228.0;1770.0;7482.0;795.0;534.0;38.8;30.8;;215.0;231.0;253.0;222.0;259.0;247.0;178.0;106.0;8.0;1508.0;1581.0;1070.0;1514.0;1337.0;1591.0;1618.0;1546.0;1514.0;;16.4;902.0
55;1986;;;;5553.0;;4.6;15.5;44.5;20.7;14.0;0.6;3722.0;;3.5;12.1;45.0;22.2;16.3;0.8;1831.0;;6.9;22.4;43.3;17.6;9.4;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;475.0;248.0;227.0;48.3;21.5;68.5;69.6;64.6;36.6;2.2;65.6;21.5;70.7;92.4;91.0;58.5;4.2;37.0;21.5;66.1;45.8;37.0;15.7;0.8;474.0;310.0;164.0;8.6;5962.0;4861.0;5160.0;4325.0;1754.0;7588.0;802.0;535.0;38.7;30.8;;217.0;234.0;255.0;225.0;262.0;250.0;179.0;106.0;8.1;1532.0;1606.0;1091.0;1532.0;1375.0;1606.0;1709.0;1573.0;1538.0;;17.2;902.0
56;1987;5743.0;3763.0;1980.0;5787.0;;5.0;15.1;44.2;21.2;13.7;0.8;3798.0;;3.9;12.1;44.5;22.6;16.0;0.9;1989.0;;7.0;20.9;43.6;18.6;9.4;0.5;5257.0;3536.0;1721.0;5302.0;243.0;12.0;1154.0;32.0;280.0;916.0;352.0;596.0;1374.0;344.0;12.0;3571.0;190.0;11.0;948.0;29.0;266.0;543.0;287.0;344.0;689.0;1.0;265.0;1730.0;53.0;2.0;206.0;3.0;14.0;372.0;64.0;253.0;685.0;11.0;79.0;4.6;0.2;21.8;0.6;5.3;17.3;6.6;11.3;25.9;0.2;6.5;5.3;0.3;26.6;0.8;7.4;15.2;8.0;9.6;19.3;0.0;7.4;3.1;0.1;11.9;0.2;0.8;21.5;3.7;14.6;39.6;0.6;4.6;486.0;226.0;259.0;49.7;24.2;69.6;71.5;66.5;36.9;2.7;66.1;24.6;71.8;92.2;91.2;57.6;5.2;33.7;23.8;67.3;49.7;40.8;17.1;1.0;456.0;278.0;178.0;7.9;6082.0;4944.0;5271.0;4406.0;1746.0;7694.0;811.0;538.0;38.6;29.8;;218.0;235.0;257.0;226.0;259.0;251.0;181.0;107.0;8.3;1553.0;1630.0;1113.0;1557.0;1386.0;1622.0;1734.0;1603.0;1561.0;;17.6;902.0
57;1988;5867.0;3797.0;2070.0;5908.0;;4.8;14.6;44.1;22.2;13.6;0.7;3830.0;;3.9;11.7;44.1;23.5;15.9;0.9;2078.0;;6.5;20.1;44.1;19.7;9.2;0.4;5378.0;3564.0;1814.0;5418.0;243.0;13.0;1154.0;30.0;290.0;956.0;360.0;605.0;1465.0;301.0;7.0;3597.0;186.0;11.0;944.0;27.0;272.0;565.0;291.0;338.0;729.0;1.0;234.0;1821.0;56.0;2.0;211.0;3.0;17.0;392.0;70.0;268.0;737.0;7.0;66.0;4.5;0.2;21.3;0.6;5.3;17.7;6.6;11.2;27.0;0.1;5.6;5.2;0.3;26.2;0.7;7.6;15.7;8.1;9.4;20.3;0.0;6.5;3.1;0.1;11.6;0.2;1.0;21.5;3.8;14.7;40.5;0.4;3.6;490.0;233.0;257.0;50.2;24.3;69.1;72.7;67.2;37.2;2.4;65.9;25.1;70.2;92.2;90.5;57.7;4.8;34.8;23.5;68.0;52.3;42.9;17.5;0.8;453.0;281.0;173.0;7.7;6213.0;5030.0;5390.0;4486.0;1743.0;7817.0;823.0;544.0;38.6;28.9;;220.0;237.0;260.0;229.0;261.0;251.0;182.0;108.0;8.4;1577.0;1659.0;1144.0;1581.0;1394.0;1658.0;1782.0;1622.0;1585.0;;17.3;902.0
58;1989;5929.0;3825.0;2104.0;5969.0;;4.4;14.2;44.6;22.8;13.4;0.7;3858.0;;3.7;11.3;44.3;24.3;15.6;0.8;2111.0;;5.8;19.5;45.2;20.0;9.2;0.3;5477.0;3619.0;1858.0;5517.0;241.0;11.0;1189.0;30.0;292.0;969.0;375.0;604.0;1515.0;290.0;7.0;3652.0;185.0;9.0;973.0;27.0;277.0;577.0;302.0;340.0;736.0;1.0;226.0;1865.0;56.0;2.0;216.0;3.0;16.0;392.0;73.0;264.0;779.0;6.0;64.0;4.4;0.2;21.6;0.6;5.3;17.6;6.8;11.0;27.5;0.1;5.3;5.1;0.2;26.7;0.7;7.6;15.8;8.3;9.3;20.2;0.0;6.2;3.0;0.1;11.6;0.2;0.9;21.0;3.9;14.2;41.8;0.3;3.4;452.0;206.0;246.0;50.3;23.5;68.0;73.4;67.4;37.0;2.3;65.9;24.8;69.0;92.3;90.7;56.7;4.6;35.1;22.1;66.9;53.7;43.0;17.8;0.7;407.0;244.0;163.0;6.9;6368.0;5130.0;5536.0;4583.0;1739.0;7972.0;833.0;546.0;38.6;29.0;;223.0;240.0;265.0;232.0;268.0;253.0;185.0;110.0;8.6;1609.0;1691.0;1176.0;1615.0;1420.0;1705.0;1801.0;1664.0;1618.0;;17.6;902.0
