ID;EconomicSectorsSIC2008;Regions;Periods;GDPVolumeChanges_1;GrossValueAddedVolumeChanges_2
7057;B-E Industry (no construction), energy;Noord-Friesland (CR);1997;;-6.8
7058;B-E Industry (no construction), energy;Noord-Friesland (CR);1998;;1.8
7059;B-E Industry (no construction), energy;Noord-Friesland (CR);1999;;-0.6
7060;B-E Industry (no construction), energy;Noord-Friesland (CR);2000;;0.9
7061;B-E Industry (no construction), energy;Noord-Friesland (CR);2001;;11.0
7062;B-E Industry (no construction), energy;Noord-Friesland (CR);2002;;3.6
7063;B-E Industry (no construction), energy;Noord-Friesland (CR);2003;;-1.3
7064;B-E Industry (no construction), energy;Noord-Friesland (CR);2004;;1.7
7065;B-E Industry (no construction), energy;Noord-Friesland (CR);2005;;-2.0
7066;B-E Industry (no construction), energy;Noord-Friesland (CR);2006;;0.1
7067;B-E Industry (no construction), energy;Noord-Friesland (CR);2007;;2.7
7068;B-E Industry (no construction), energy;Noord-Friesland (CR);2008;;-0.6
7069;B-E Industry (no construction), energy;Noord-Friesland (CR);2009;;0.9
7070;B-E Industry (no construction), energy;Noord-Friesland (CR);2010;;2.9
7071;B-E Industry (no construction), energy;Noord-Friesland (CR);2011;;-2.8
7072;B-E Industry (no construction), energy;Noord-Friesland (CR);2012;;-4.5
7073;B-E Industry (no construction), energy;Noord-Friesland (CR);2013;;3.4
7074;B-E Industry (no construction), energy;Noord-Friesland (CR);2014;;-4.3
7075;B-E Industry (no construction), energy;Noord-Friesland (CR);2015;;0.8
7076;B-E Industry (no construction), energy;Noord-Friesland (CR);2016;;-4.9
7077;B-E Industry (no construction), energy;Noord-Friesland (CR);2017;;-2.7
7078;B-E Industry (no construction), energy;Noord-Friesland (CR);2018;;-1.3
7079;B-E Industry (no construction), energy;Noord-Friesland (CR);2019;;0.9
7080;B-E Industry (no construction), energy;Noord-Friesland (CR);2020;;-3.0
7081;B-E Industry (no construction), energy;Noord-Friesland (CR);2021;;2.0
7082;B-E Industry (no construction), energy;Noord-Friesland (CR);2022;;
7083;B-E Industry (no construction), energy;Noord-Friesland (CR);2023;;
7084;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);1996;;5.6
7085;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);1997;;-0.3
7086;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);1998;;4.3
7087;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);1999;;8.8
7088;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2000;;2.4
7089;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2001;;19.6
7090;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2002;;-10.6
7091;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2003;;12.0
7092;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2004;;3.0
7093;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2005;;-1.6
7094;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2006;;-2.9
7095;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2007;;10.1
7096;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2008;;-1.3
7097;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2009;;-11.5
7098;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2010;;2.3
7099;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2011;;-2.6
7100;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2012;;-4.5
7101;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2013;;2.0
7102;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2014;;15.4
7103;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2015;;4.4
7104;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2016;;-0.5
7105;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2017;;7.2
7106;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2018;;3.3
7107;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2019;;4.0
7108;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2020;;3.5
7109;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2021;;2.5
7110;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2022;;
7111;B-E Industry (no construction), energy;Zuidwest-Friesland (CR);2023;;
7112;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);1996;;7.1
7113;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);1997;;3.8
7114;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);1998;;8.1
7115;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);1999;;9.3
7116;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2000;;9.3
7117;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2001;;0.4
7118;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2002;;-0.6
7119;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2003;;1.1
7120;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2004;;3.4
7121;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2005;;0.8
7122;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2006;;2.7
7123;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2007;;4.4
7124;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2008;;-7.0
7125;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2009;;-0.7
7126;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2010;;3.6
7127;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2011;;13.0
7128;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2012;;-0.7
7129;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2013;;-2.4
7130;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2014;;7.0
7131;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2015;;-7.5
7132;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2016;;-4.1
7133;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2017;;4.0
7134;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2018;;-1.6
7135;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2019;;5.1
7136;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2020;;0.9
7137;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2021;;1.7
7138;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2022;;
7139;B-E Industry (no construction), energy;Zuidoost-Friesland (CR);2023;;
7140;B-E Industry (no construction), energy;Noord-Drenthe (CR);1996;;6.2
7141;B-E Industry (no construction), energy;Noord-Drenthe (CR);1997;;-5.2
7142;B-E Industry (no construction), energy;Noord-Drenthe (CR);1998;;14.2
7143;B-E Industry (no construction), energy;Noord-Drenthe (CR);1999;;8.1
7144;B-E Industry (no construction), energy;Noord-Drenthe (CR);2000;;-3.7
7145;B-E Industry (no construction), energy;Noord-Drenthe (CR);2001;;6.6
7146;B-E Industry (no construction), energy;Noord-Drenthe (CR);2002;;-3.7
7147;B-E Industry (no construction), energy;Noord-Drenthe (CR);2003;;5.6
7148;B-E Industry (no construction), energy;Noord-Drenthe (CR);2004;;-5.6
7149;B-E Industry (no construction), energy;Noord-Drenthe (CR);2005;;-3.0
7150;B-E Industry (no construction), energy;Noord-Drenthe (CR);2006;;-6.0
7151;B-E Industry (no construction), energy;Noord-Drenthe (CR);2007;;0.6
7152;B-E Industry (no construction), energy;Noord-Drenthe (CR);2008;;0.4
7153;B-E Industry (no construction), energy;Noord-Drenthe (CR);2009;;-10.2
7154;B-E Industry (no construction), energy;Noord-Drenthe (CR);2010;;6.5
7155;B-E Industry (no construction), energy;Noord-Drenthe (CR);2011;;0.0
7156;B-E Industry (no construction), energy;Noord-Drenthe (CR);2012;;-3.9
7157;B-E Industry (no construction), energy;Noord-Drenthe (CR);2013;;5.1
7158;B-E Industry (no construction), energy;Noord-Drenthe (CR);2014;;-1.6
7159;B-E Industry (no construction), energy;Noord-Drenthe (CR);2015;;9.7
7160;B-E Industry (no construction), energy;Noord-Drenthe (CR);2016;;-2.9
7161;B-E Industry (no construction), energy;Noord-Drenthe (CR);2017;;-8.7
7162;B-E Industry (no construction), energy;Noord-Drenthe (CR);2018;;4.6
7163;B-E Industry (no construction), energy;Noord-Drenthe (CR);2019;;1.9
7164;B-E Industry (no construction), energy;Noord-Drenthe (CR);2020;;4.3
7165;B-E Industry (no construction), energy;Noord-Drenthe (CR);2021;;-10.5
7166;B-E Industry (no construction), energy;Noord-Drenthe (CR);2022;;
7167;B-E Industry (no construction), energy;Noord-Drenthe (CR);2023;;
7168;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);1996;;5.2
7169;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);1997;;-3.0
7170;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);1998;;2.7
7171;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);1999;;1.8
7172;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2000;;-3.7
7173;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2001;;1.1
7174;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2002;;6.0
7175;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2003;;-0.9
7176;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2004;;0.5
7177;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2005;;-6.3
7178;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2006;;7.5
7179;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2007;;2.6
7180;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2008;;0.8
7181;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2009;;-8.7
7182;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2010;;6.2
7183;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2011;;-5.6
7184;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2012;;-4.4
7185;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2013;;5.3
7186;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2014;;-8.3
7187;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2015;;-8.9
7188;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2016;;1.2
7189;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2017;;-1.1
7190;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2018;;6.2
7191;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2019;;-12.3
7192;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2020;;-5.7
7193;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2021;;6.5
7194;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2022;;
7195;B-E Industry (no construction), energy;Zuidoost-Drenthe (CR);2023;;
7196;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);1996;;3.2
7197;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);1997;;-3.3
7198;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);1998;;0.8
7199;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);1999;;-6.2
7200;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2000;;-1.2
7201;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2001;;6.9
7202;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2002;;2.4
7203;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2003;;-0.4
7204;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2004;;3.9
7205;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2005;;12.3
7206;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2006;;4.4
7207;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2007;;0.0
7208;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2008;;-3.2
7209;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2009;;-7.9
7210;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2010;;6.4
7211;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2011;;-2.8
7212;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2012;;1.0
7213;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2013;;-2.5
7214;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2014;;1.5
7215;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2015;;4.4
7216;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2016;;-3.3
7217;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2017;;7.0
7218;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2018;;-1.7
7219;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2019;;7.0
7220;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2020;;-1.2
7221;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2021;;7.0
7222;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2022;;
7223;B-E Industry (no construction), energy;Zuidwest-Drenthe (CR);2023;;
7224;B-E Industry (no construction), energy;Noord-Overijssel (CR);1996;;4.7
7225;B-E Industry (no construction), energy;Noord-Overijssel (CR);1997;;11.5
7226;B-E Industry (no construction), energy;Noord-Overijssel (CR);1998;;5.5
7227;B-E Industry (no construction), energy;Noord-Overijssel (CR);1999;;2.4
7228;B-E Industry (no construction), energy;Noord-Overijssel (CR);2000;;0.9
7229;B-E Industry (no construction), energy;Noord-Overijssel (CR);2001;;8.0
7230;B-E Industry (no construction), energy;Noord-Overijssel (CR);2002;;-6.4
7231;B-E Industry (no construction), energy;Noord-Overijssel (CR);2003;;3.3
7232;B-E Industry (no construction), energy;Noord-Overijssel (CR);2004;;6.8
7233;B-E Industry (no construction), energy;Noord-Overijssel (CR);2005;;7.1
7234;B-E Industry (no construction), energy;Noord-Overijssel (CR);2006;;0.5
7235;B-E Industry (no construction), energy;Noord-Overijssel (CR);2007;;-2.3
7236;B-E Industry (no construction), energy;Noord-Overijssel (CR);2008;;22.7
7237;B-E Industry (no construction), energy;Noord-Overijssel (CR);2009;;-27.3
7238;B-E Industry (no construction), energy;Noord-Overijssel (CR);2010;;-4.9
7239;B-E Industry (no construction), energy;Noord-Overijssel (CR);2011;;5.6
7240;B-E Industry (no construction), energy;Noord-Overijssel (CR);2012;;5.7
7241;B-E Industry (no construction), energy;Noord-Overijssel (CR);2013;;5.5
7242;B-E Industry (no construction), energy;Noord-Overijssel (CR);2014;;7.7
7243;B-E Industry (no construction), energy;Noord-Overijssel (CR);2015;;32.1
7244;B-E Industry (no construction), energy;Noord-Overijssel (CR);2016;;-2.1
7245;B-E Industry (no construction), energy;Noord-Overijssel (CR);2017;;5.5
7246;B-E Industry (no construction), energy;Noord-Overijssel (CR);2018;;4.5
7247;B-E Industry (no construction), energy;Noord-Overijssel (CR);2019;;-0.6
7248;B-E Industry (no construction), energy;Noord-Overijssel (CR);2020;;-3.4
7249;B-E Industry (no construction), energy;Noord-Overijssel (CR);2021;;11.8
7250;B-E Industry (no construction), energy;Noord-Overijssel (CR);2022;;
7251;B-E Industry (no construction), energy;Noord-Overijssel (CR);2023;;
7252;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);1996;;7.0
7253;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);1997;;-0.9
7254;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);1998;;4.8
7255;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);1999;;6.5
7256;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2000;;4.2
7257;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2001;;6.0
7258;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2002;;4.5
7259;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2003;;0.3
7260;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2004;;10.4
7261;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2005;;-7.6
7262;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2006;;3.8
7263;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2007;;-3.3
7264;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2008;;-2.9
7265;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2009;;8.7
7266;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2010;;-0.9
7267;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2011;;5.9
7268;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2012;;-12.3
7269;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2013;;-0.3
7270;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2014;;5.1
7271;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2015;;2.9
7272;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2016;;3.0
7273;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2017;;1.2
7274;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2018;;4.3
7275;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2019;;0.9
7276;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2020;;-3.2
7277;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2021;;1.1
7278;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2022;;
7279;B-E Industry (no construction), energy;Zuidwest-Overijssel (CR);2023;;
7280;B-E Industry (no construction), energy;Twente (CR);1996;;3.9
7281;B-E Industry (no construction), energy;Twente (CR);1997;;-0.9
7282;B-E Industry (no construction), energy;Twente (CR);1998;;2.2
7283;B-E Industry (no construction), energy;Twente (CR);1999;;3.9
7284;B-E Industry (no construction), energy;Twente (CR);2000;;4.6
7285;B-E Industry (no construction), energy;Twente (CR);2001;;5.7
7286;B-E Industry (no construction), energy;Twente (CR);2002;;0.1
7287;B-E Industry (no construction), energy;Twente (CR);2003;;3.7
7288;B-E Industry (no construction), energy;Twente (CR);2004;;-1.4
7289;B-E Industry (no construction), energy;Twente (CR);2005;;2.4
7290;B-E Industry (no construction), energy;Twente (CR);2006;;2.6
7291;B-E Industry (no construction), energy;Twente (CR);2007;;7.1
7292;B-E Industry (no construction), energy;Twente (CR);2008;;-1.8
7293;B-E Industry (no construction), energy;Twente (CR);2009;;4.2
7294;B-E Industry (no construction), energy;Twente (CR);2010;;-0.1
7295;B-E Industry (no construction), energy;Twente (CR);2011;;0.5
7296;B-E Industry (no construction), energy;Twente (CR);2012;;-5.9
7297;B-E Industry (no construction), energy;Twente (CR);2013;;2.9
7298;B-E Industry (no construction), energy;Twente (CR);2014;;1.6
7299;B-E Industry (no construction), energy;Twente (CR);2015;;3.6
7300;B-E Industry (no construction), energy;Twente (CR);2016;;-3.1
7301;B-E Industry (no construction), energy;Twente (CR);2017;;3.9
7302;B-E Industry (no construction), energy;Twente (CR);2018;;3.0
7303;B-E Industry (no construction), energy;Twente (CR);2019;;1.9
7304;B-E Industry (no construction), energy;Twente (CR);2020;;-1.1
7305;B-E Industry (no construction), energy;Twente (CR);2021;;4.8
7306;B-E Industry (no construction), energy;Twente (CR);2022;;
7307;B-E Industry (no construction), energy;Twente (CR);2023;;
7308;B-E Industry (no construction), energy;Veluwe (CR);1996;;3.3
7309;B-E Industry (no construction), energy;Veluwe (CR);1997;;3.9
7310;B-E Industry (no construction), energy;Veluwe (CR);1998;;2.9
7311;B-E Industry (no construction), energy;Veluwe (CR);1999;;2.1
7312;B-E Industry (no construction), energy;Veluwe (CR);2000;;0.5
7313;B-E Industry (no construction), energy;Veluwe (CR);2001;;17.6
7314;B-E Industry (no construction), energy;Veluwe (CR);2002;;-0.8
7315;B-E Industry (no construction), energy;Veluwe (CR);2003;;-1.1
7316;B-E Industry (no construction), energy;Veluwe (CR);2004;;5.8
7317;B-E Industry (no construction), energy;Veluwe (CR);2005;;-1.6
7318;B-E Industry (no construction), energy;Veluwe (CR);2006;;8.8
7319;B-E Industry (no construction), energy;Veluwe (CR);2007;;5.9
7320;B-E Industry (no construction), energy;Veluwe (CR);2008;;-2.8
7321;B-E Industry (no construction), energy;Veluwe (CR);2009;;-5.1
7322;B-E Industry (no construction), energy;Veluwe (CR);2010;;-0.5
7323;B-E Industry (no construction), energy;Veluwe (CR);2011;;13.8
7324;B-E Industry (no construction), energy;Veluwe (CR);2012;;-4.2
7325;B-E Industry (no construction), energy;Veluwe (CR);2013;;5.4
7326;B-E Industry (no construction), energy;Veluwe (CR);2014;;2.1
7327;B-E Industry (no construction), energy;Veluwe (CR);2015;;4.9
7328;B-E Industry (no construction), energy;Veluwe (CR);2016;;-0.8
7329;B-E Industry (no construction), energy;Veluwe (CR);2017;;3.1
7330;B-E Industry (no construction), energy;Veluwe (CR);2018;;7.1
7331;B-E Industry (no construction), energy;Veluwe (CR);2019;;2.2
7332;B-E Industry (no construction), energy;Veluwe (CR);2020;;-2.0
7333;B-E Industry (no construction), energy;Veluwe (CR);2021;;9.0
7334;B-E Industry (no construction), energy;Veluwe (CR);2022;;
7335;B-E Industry (no construction), energy;Veluwe (CR);2023;;
7336;B-E Industry (no construction), energy;Achterhoek (CR);1996;;2.8
7337;B-E Industry (no construction), energy;Achterhoek (CR);1997;;2.1
7338;B-E Industry (no construction), energy;Achterhoek (CR);1998;;3.3
7339;B-E Industry (no construction), energy;Achterhoek (CR);1999;;1.9
7340;B-E Industry (no construction), energy;Achterhoek (CR);2000;;3.8
7341;B-E Industry (no construction), energy;Achterhoek (CR);2001;;3.9
7342;B-E Industry (no construction), energy;Achterhoek (CR);2002;;-1.8
7343;B-E Industry (no construction), energy;Achterhoek (CR);2003;;1.1
7344;B-E Industry (no construction), energy;Achterhoek (CR);2004;;1.6
7345;B-E Industry (no construction), energy;Achterhoek (CR);2005;;5.1
7346;B-E Industry (no construction), energy;Achterhoek (CR);2006;;-3.1
7347;B-E Industry (no construction), energy;Achterhoek (CR);2007;;8.7
7348;B-E Industry (no construction), energy;Achterhoek (CR);2008;;-0.4
7349;B-E Industry (no construction), energy;Achterhoek (CR);2009;;-0.8
7350;B-E Industry (no construction), energy;Achterhoek (CR);2010;;-4.3
7351;B-E Industry (no construction), energy;Achterhoek (CR);2011;;5.4
7352;B-E Industry (no construction), energy;Achterhoek (CR);2012;;-4.1
7353;B-E Industry (no construction), energy;Achterhoek (CR);2013;;0.4
7354;B-E Industry (no construction), energy;Achterhoek (CR);2014;;11.4
7355;B-E Industry (no construction), energy;Achterhoek (CR);2015;;8.6
7356;B-E Industry (no construction), energy;Achterhoek (CR);2016;;2.4
7357;B-E Industry (no construction), energy;Achterhoek (CR);2017;;2.6
7358;B-E Industry (no construction), energy;Achterhoek (CR);2018;;4.9
7359;B-E Industry (no construction), energy;Achterhoek (CR);2019;;1.5
7360;B-E Industry (no construction), energy;Achterhoek (CR);2020;;-1.3
7361;B-E Industry (no construction), energy;Achterhoek (CR);2021;;9.0
7362;B-E Industry (no construction), energy;Achterhoek (CR);2022;;
7363;B-E Industry (no construction), energy;Achterhoek (CR);2023;;
7364;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);1996;;1.4
7365;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);1997;;-3.8
7366;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);1998;;8.6
7367;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);1999;;2.9
7368;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2000;;5.5
7369;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2001;;0.7
7370;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2002;;-2.4
7371;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2003;;1.2
7372;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2004;;-4.3
7373;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2005;;-1.6
7374;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2006;;4.0
7375;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2007;;-3.1
7376;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2008;;-7.2
7377;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2009;;-0.3
7378;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2010;;2.9
7379;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2011;;10.5
7380;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2012;;-8.6
7381;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2013;;4.0
7382;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2014;;4.6
7383;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2015;;39.5
7384;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2016;;2.8
7385;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2017;;7.4
7386;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2018;;7.0
7387;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2019;;3.9
7388;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2020;;-5.0
7389;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2021;;13.3
7390;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2022;;
7391;B-E Industry (no construction), energy;Arnhem/Nijmegen (CR);2023;;
7392;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);1996;;7.0
7393;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);1997;;-2.1
7394;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);1998;;11.3
7395;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);1999;;13.0
7396;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2000;;2.4
7397;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2001;;7.0
7398;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2002;;-3.2
7399;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2003;;-10.7
7400;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2004;;2.4
7401;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2005;;-5.3
7402;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2006;;3.9
7403;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2007;;9.2
7404;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2008;;15.4
7405;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2009;;-10.9
7406;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2010;;-7.7
7407;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2011;;-1.4
7408;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2012;;-0.1
7409;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2013;;0.5
7410;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2014;;5.2
7411;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2015;;-1.5
7412;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2016;;2.3
7413;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2017;;7.0
7414;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2018;;4.1
7415;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2019;;2.5
7416;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2020;;3.4
7417;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2021;;9.4
7418;B-E Industry (no construction), energy;Zuidwest-Gelderland (CR);2022;;
