ID;WisselingWerkgever;PositieInWerkkringVoorgaandePeriode;Persoonskenmerken;Perioden;Werknemer_1
1743;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2016 4e kwartaal;793.0
1744;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 1e kwartaal;791.0
1745;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 2e kwartaal;809.0
1746;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 3e kwartaal;798.0
1747;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2017 4e kwartaal;812.0
1748;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 1e kwartaal;832.0
1749;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 2e kwartaal;810.0
1750;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 3e kwartaal;811.0
1751;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2018 4e kwartaal;844.0
1752;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 1e kwartaal;820.0
1753;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 2e kwartaal;827.0
1754;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 3e kwartaal;818.0
1755;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2019 4e kwartaal;798.0
1756;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 1e kwartaal;802.0
1757;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 2e kwartaal;817.0
1758;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 3e kwartaal;852.0
1759;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2020 4e kwartaal;818.0
1760;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 1e kwartaal;
1761;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 2e kwartaal;886.0
1762;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 3e kwartaal;830.0
1763;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2021 4e kwartaal;824.0
1764;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 1e kwartaal;838.0
1765;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 2e kwartaal;850.0
1766;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 3e kwartaal;839.0
1767;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2022 4e kwartaal;851.0
1768;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 1e kwartaal;880.0
1769;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 2e kwartaal;883.0
1770;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2023  3e kwartaal;889.0
1771;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2023 4e kwartaal;909.0
1772;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 1e kwartaal;915.0
1773;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 2e kwartaal;905.0
1774;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 3e kwartaal;897.0
1775;Geen wisseling: vaste arbeidsrelatie;Totaal;1 Basisonderwijs, vmbo, mbo1;2024 4e kwartaal;895.0
1776;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2013 1e kwartaal;2042.0
1777;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2013 2e kwartaal;2029.0
1778;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2013 3e kwartaal;1995.0
1779;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2013 4e kwartaal;1992.0
1780;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2014 1e kwartaal;1980.0
1781;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2014 2e kwartaal;1960.0
1782;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2014 3e kwartaal;1969.0
1783;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2014 4e kwartaal;1964.0
1784;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2015 1e kwartaal;1930.0
1785;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2015 2e kwartaal;1920.0
1786;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2015 3e kwartaal;1904.0
1787;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2015 4e kwartaal;1921.0
1788;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2016 1e kwartaal;1919.0
1789;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2016 2e kwartaal;1925.0
1790;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2016 3e kwartaal;1933.0
1791;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2016 4e kwartaal;1923.0
1792;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2017 1e kwartaal;1944.0
1793;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2017 2e kwartaal;1926.0
1794;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2017 3e kwartaal;1961.0
1795;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2017 4e kwartaal;1938.0
1796;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2018 1e kwartaal;1906.0
1797;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2018 2e kwartaal;1939.0
1798;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2018 3e kwartaal;1941.0
1799;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2018 4e kwartaal;1929.0
1800;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2019 1e kwartaal;1978.0
1801;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2019 2e kwartaal;1983.0
1802;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2019 3e kwartaal;1991.0
1803;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2019 4e kwartaal;2013.0
1804;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2020 1e kwartaal;2027.0
1805;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2020 2e kwartaal;2024.0
1806;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2020 3e kwartaal;2058.0
1807;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2020 4e kwartaal;2060.0
1808;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2021 1e kwartaal;
1809;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2021 2e kwartaal;2026.0
1810;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2021 3e kwartaal;2051.0
1811;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2021 4e kwartaal;2044.0
1812;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2022 1e kwartaal;2012.0
1813;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2022 2e kwartaal;2019.0
1814;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2022 3e kwartaal;1990.0
1815;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2022 4e kwartaal;2006.0
1816;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2023 1e kwartaal;1994.0
1817;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2023 2e kwartaal;2004.0
1818;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2023  3e kwartaal;2045.0
1819;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2023 4e kwartaal;2031.0
1820;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2024 1e kwartaal;2043.0
1821;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2024 2e kwartaal;2030.0
1822;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2024 3e kwartaal;2051.0
1823;Geen wisseling: vaste arbeidsrelatie;Totaal;2 Havo, vwo, mbo2-4;2024 4e kwartaal;2064.0
1824;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2013 1e kwartaal;1660.0
1825;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2013 2e kwartaal;1673.0
1826;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2013 3e kwartaal;1671.0
1827;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2013 4e kwartaal;1651.0
1828;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2014 1e kwartaal;1648.0
1829;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2014 2e kwartaal;1655.0
1830;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2014 3e kwartaal;1672.0
1831;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2014 4e kwartaal;1693.0
1832;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2015 1e kwartaal;1725.0
1833;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2015 2e kwartaal;1737.0
1834;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2015 3e kwartaal;1767.0
1835;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2015 4e kwartaal;1766.0
1836;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2016 1e kwartaal;1779.0
1837;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2016 2e kwartaal;1774.0
1838;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2016 3e kwartaal;1776.0
1839;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2016 4e kwartaal;1802.0
1840;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2017 1e kwartaal;1790.0
1841;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2017 2e kwartaal;1802.0
1842;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2017 3e kwartaal;1828.0
1843;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2017 4e kwartaal;1843.0
1844;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2018 1e kwartaal;1879.0
1845;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2018 2e kwartaal;1911.0
1846;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2018 3e kwartaal;1967.0
1847;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2018 4e kwartaal;1966.0
1848;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2019 1e kwartaal;1997.0
1849;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2019 2e kwartaal;2032.0
1850;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2019 3e kwartaal;2062.0
1851;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2019 4e kwartaal;2104.0
1852;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2020 1e kwartaal;2156.0
1853;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2020 2e kwartaal;2168.0
1854;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2020 3e kwartaal;2145.0
1855;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2020 4e kwartaal;2155.0
1856;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2021 1e kwartaal;
1857;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2021 2e kwartaal;2221.0
1858;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2021 3e kwartaal;2240.0
1859;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2021 4e kwartaal;2296.0
1860;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2022 1e kwartaal;2329.0
1861;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2022 2e kwartaal;2313.0
1862;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2022 3e kwartaal;2378.0
1863;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2022 4e kwartaal;2403.0
1864;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2023 1e kwartaal;2376.0
1865;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2023 2e kwartaal;2397.0
1866;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2023  3e kwartaal;2400.0
1867;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2023 4e kwartaal;2428.0
1868;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2024 1e kwartaal;2407.0
1869;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2024 2e kwartaal;2455.0
1870;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2024 3e kwartaal;2484.0
1871;Geen wisseling: vaste arbeidsrelatie;Totaal;3 Hbo, wo;2024 4e kwartaal;2466.0
1872;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2013 1e kwartaal;54.0
1873;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2013 2e kwartaal;56.0
1874;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2013 3e kwartaal;62.0
1875;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2013 4e kwartaal;66.0
1876;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2014 1e kwartaal;64.0
1877;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2014 2e kwartaal;43.0
1878;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2014 3e kwartaal;31.0
1879;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2014 4e kwartaal;30.0
1880;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2015 1e kwartaal;34.0
1881;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2015 2e kwartaal;35.0
1882;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2015 3e kwartaal;34.0
1883;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2015 4e kwartaal;33.0
1884;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2016 1e kwartaal;34.0
1885;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2016 2e kwartaal;41.0
1886;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2016 3e kwartaal;46.0
1887;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2016 4e kwartaal;49.0
1888;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2017 1e kwartaal;51.0
1889;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2017 2e kwartaal;47.0
1890;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2017 3e kwartaal;46.0
1891;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2017 4e kwartaal;51.0
1892;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2018 1e kwartaal;57.0
1893;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2018 2e kwartaal;59.0
1894;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2018 3e kwartaal;49.0
1895;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2018 4e kwartaal;55.0
1896;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2019 1e kwartaal;53.0
1897;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2019 2e kwartaal;54.0
1898;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2019 3e kwartaal;53.0
1899;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2019 4e kwartaal;62.0
1900;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2020 1e kwartaal;59.0
1901;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2020 2e kwartaal;68.0
1902;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2020 3e kwartaal;66.0
1903;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2020 4e kwartaal;67.0
1904;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2021 1e kwartaal;
1905;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2021 2e kwartaal;29.0
1906;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2021 3e kwartaal;30.0
1907;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2021 4e kwartaal;27.0
1908;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2022 1e kwartaal;22.0
1909;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2022 2e kwartaal;26.0
1910;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2022 3e kwartaal;26.0
1911;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2022 4e kwartaal;22.0
1912;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2023 1e kwartaal;21.0
1913;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2023 2e kwartaal;21.0
1914;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2023  3e kwartaal;16.0
1915;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2023 4e kwartaal;16.0
1916;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2024 1e kwartaal;17.0
1917;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2024 2e kwartaal;16.0
1918;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2024 3e kwartaal;16.0
1919;Geen wisseling: vaste arbeidsrelatie;Totaal;Onderwijsniveau: onbekend;2024 4e kwartaal;18.0
1920;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 1e kwartaal;4557.0
1921;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 2e kwartaal;4550.0
1922;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 3e kwartaal;4519.0
1923;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2013 4e kwartaal;4484.0
1924;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 1e kwartaal;4418.0
1925;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 2e kwartaal;4410.0
1926;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 3e kwartaal;4391.0
1927;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2014 4e kwartaal;4414.0
1928;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 1e kwartaal;4405.0
1929;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 2e kwartaal;4410.0
1930;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 3e kwartaal;4369.0
1931;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2015 4e kwartaal;4362.0
1932;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 1e kwartaal;4371.0
1933;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 2e kwartaal;4400.0
1934;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 3e kwartaal;4401.0
1935;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2016 4e kwartaal;4416.0
1936;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 1e kwartaal;4402.0
1937;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 2e kwartaal;4422.0
1938;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 3e kwartaal;4424.0
1939;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2017 4e kwartaal;4450.0
1940;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 1e kwartaal;4491.0
1941;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 2e kwartaal;4498.0
1942;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 3e kwartaal;4545.0
1943;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2018 4e kwartaal;4596.0
1944;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 1e kwartaal;4638.0
1945;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 2e kwartaal;4684.0
1946;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 3e kwartaal;4707.0
1947;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2019 4e kwartaal;4745.0
1948;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 1e kwartaal;4803.0
1949;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 2e kwartaal;4865.0
1950;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 3e kwartaal;4913.0
1951;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2020 4e kwartaal;4930.0
1952;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 1e kwartaal;
1953;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 2e kwartaal;4957.0
1954;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 3e kwartaal;4969.0
1955;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2021 4e kwartaal;5005.0
1956;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 1e kwartaal;5021.0
1957;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 2e kwartaal;5061.0
1958;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 3e kwartaal;5022.0
1959;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2022 4e kwartaal;5089.0
1960;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 1e kwartaal;5109.0
1961;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 2e kwartaal;5123.0
1962;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2023  3e kwartaal;5157.0
1963;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2023 4e kwartaal;5201.0
1964;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 1e kwartaal;5212.0
1965;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 2e kwartaal;5229.0
1966;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 3e kwartaal;5255.0
1967;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Totaal personen;2024 4e kwartaal;5283.0
1968;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 1e kwartaal;2444.0
1969;Geen wisseling: vaste arbeidsrelatie;Werknemer met vaste arbeidsrelatie;Geslacht: Mannen;2013 2e kwartaal;2440.0
