ID;BedrijfsactiviteitenSBI93;Perioden;RealisatieToegenomen_1;RealisatieGelijkGebleven_2;RealisatieAfgenomen_3;RealisatieSaldo_4;VerwachteProductieToenemen_5;VerwachteProductieGelijkBlijven_6;VerwachteProductieAfnemen_7;VerwachteProductieSaldo_8;Bezettingsgraad_9;ProductiecapaciteitTeGroot_10;ProductiecapaciteitVoldoende_11;ProductiecapaciteitTeKlein_12;ProductiecapaciteitSaldo_13;GeenProductiebelemmeringen_14;BelemmeringDoorOnvoldoendeVraag_15;BelemmeringDoorPersoneelstekort_16;BelemmeringDoorGebrekAanCapaciteit_17;BelemmeringDoorAndereOorzaken_18;OrderontvangstToegenomen_19;OrderontvangstGelijkGebleven_20;OrderontvangstAfgenomen_21;OrderontvangstSaldo_22;OrderontvangstToegenomen_23;OrderontvangstGelijkGebleven_24;OrderontvangstAfgenomen_25;OrderontvangstSaldo_26;OrderontvangstToegenomen_27;OrderontvangstGelijkGebleven_28;OrderontvangstAfgenomen_29;OrderontvangstSaldo_30;OordeelOrderontvangstGroot_31;OordeelOrderontvangstNormaal_32;OordeelOrderontvangstKlein_33;OordeelOrderontvangstSaldo_34;BasisindexcijferJuli2000100_35;OordeelOrderpositieGroot_36;OordeelOrderpositieNormaal_37;OordeelOrderpositieKlein_38;OordeelOrderpositieSaldo_39;BuitenlandseOrderpositieGroot_40;BuitenlandseOrderpositieNormaal_41;BuitenlandseOrderpositieKlein_42;BuitenlandseOrderpositieSaldo_43;VerkoopprijzenStijgen_44;VerkoopprijzenBlijvenGelijk_45;VerkoopprijzenDalen_46;VerkoopprijzenSaldo_47;VoorradenEindproductTeGroot_48;VoorradenEindproductVoldoende_49;VoorradenEindproductTeKlein_50;VoorradenEindproductSaldo_51;ConcurrentiepositieVerbeterd_52;ConcurrentiepositieOngewijzigd_53;ConcurrentiepositieVerslechterd_54;ConcurrentiepositieSaldo_55;ConcurrentiepositieVerbeterd_56;ConcurrentiepositieOngewijzigd_57;ConcurrentiepositieVerslechterd_58;ConcurrentiepositieSaldo_59;ConcurrentiepositieVerbeterd_60;ConcurrentiepositieOngewijzigd_61;ConcurrentiepositieVerslechterd_62;ConcurrentiepositieSaldo_63;AfzetBuitenlandToenemen_64;AfzetBuitenlandGelijkBlijven_65;AfzetBuitenlandAfnemen_66;AfzetBuitenlandSaldo_67;PersoneelssterkteToenemen_68;PersoneelssterkteGelijkBlijven_69;PersoneelssterkteAfnemen_70;PersoneelssterkteSaldo_71;RealisatieProductie_72;VerwachtingProductie_73;OordeelProductiecapaciteit_74;OrdersTotaal_75;OrdersBinnenland_76;OrdersBuitenland_77;OordeelOrderontvangst_78;OordeelTotaleOrderpositie_79;OordeelOrderpositieBuitenland_80;Verkoopprijzen_81;VoorradenEindproduct_82;NederlandseMarkt_83;BinnenEU_84;BuitenEU_85;AfzetBuitenland_86;Personeelssterkte_87
3484;150;2006 juni;13.0;84.0;3.0;10.0;1.0;95.0;4.0;-3.0;;;;;;;;;;;18.0;78.0;4.0;14.0;9.0;82.0;9.0;0.0;29.0;70.0;1.0;28.0;2.0;96.0;2.0;0.0;109.4;8.0;92.0;0.0;8.0;11.0;93.0;1.0;10.0;2.0;94.0;4.0;-2.0;8.0;89.0;3.0;5.0;;;;;;;;;;;;;;;;;1.0;86.0;13.0;-12.0;10.0;-3.0;;14.0;0.0;28.0;0.0;8.0;10.0;-2.0;5.0;;;;;-12.0
3485;150;2006 juli;14.0;77.0;9.0;5.0;8.0;87.0;5.0;3.0;82.4;4.0;94.0;2.0;2.0;90.0;3.0;0.0;2.0;5.0;14.0;69.0;17.0;-3.0;1.0;75.0;24.0;-23.0;23.0;57.0;20.0;3.0;2.0;97.0;1.0;1.0;113.0;6.0;93.0;1.0;5.0;7.0;97.0;1.0;6.0;0.0;96.0;4.0;-4.0;7.0;90.0;3.0;4.0;1.0;92.0;7.0;-6.0;1.0;98.0;1.0;0.0;17.0;82.0;1.0;16.0;5.0;95.0;0.0;5.0;2.0;90.0;8.0;-6.0;5.0;3.0;2.0;-3.0;-23.0;3.0;1.0;5.0;6.0;-4.0;4.0;-6.0;0.0;16.0;5.0;-6.0
3486;150;2006 augustus;10.0;84.0;6.0;4.0;15.0;75.0;10.0;5.0;;;;;;;;;;;16.0;79.0;5.0;11.0;9.0;85.0;6.0;3.0;22.0;77.0;1.0;21.0;0.0;96.0;4.0;-4.0;116.0;2.0;95.0;3.0;-1.0;4.0;97.0;4.0;0.0;5.0;95.0;0.0;5.0;7.0;90.0;3.0;4.0;;;;;;;;;;;;;;;;;2.0;97.0;1.0;1.0;4.0;5.0;;11.0;3.0;21.0;-4.0;-1.0;0.0;5.0;4.0;;;;;1.0
3487;150;2006 september;11.0;69.0;20.0;-9.0;26.0;72.0;2.0;24.0;;;;;;;;;;;13.0;71.0;16.0;-3.0;6.0;69.0;25.0;-19.0;18.0;76.0;6.0;12.0;4.0;92.0;4.0;0.0;117.0;4.0;93.0;3.0;1.0;6.0;92.0;4.0;2.0;17.0;83.0;0.0;17.0;6.0;90.0;4.0;2.0;;;;;;;;;;;;;;;;;17.0;74.0;9.0;8.0;-9.0;24.0;;-3.0;-19.0;12.0;0.0;1.0;2.0;17.0;2.0;;;;;8.0
3488;150;2006 oktober;33.0;58.0;9.0;24.0;29.0;69.0;2.0;27.0;82.0;2.0;93.0;5.0;-3.0;96.0;0.0;1.0;1.0;2.0;28.0;64.0;8.0;20.0;24.0;61.0;15.0;9.0;30.0;66.0;4.0;26.0;2.0;96.0;2.0;0.0;122.0;5.0;95.0;0.0;5.0;5.0;100.0;0.0;5.0;6.0;90.0;4.0;2.0;8.0;85.0;7.0;1.0;2.0;90.0;8.0;-6.0;4.0;95.0;1.0;3.0;1.0;99.0;0.0;1.0;9.0;86.0;5.0;4.0;1.0;95.0;4.0;-3.0;24.0;27.0;-3.0;20.0;9.0;26.0;0.0;5.0;5.0;2.0;1.0;-6.0;3.0;1.0;4.0;-3.0
3489;150;2006 november;24.0;70.0;6.0;18.0;17.0;83.0;0.0;17.0;;;;;;;;;;;16.0;73.0;11.0;5.0;33.0;58.0;9.0;24.0;12.0;77.0;11.0;1.0;4.0;96.0;0.0;4.0;117.8;4.0;96.0;0.0;4.0;6.0;99.0;0.0;6.0;15.0;82.0;3.0;12.0;7.0;80.0;13.0;-6.0;;;;;;;;;;;;;;;;;14.0;83.0;3.0;11.0;18.0;17.0;;5.0;24.0;1.0;4.0;4.0;6.0;12.0;-6.0;;;;;11.0
3490;150;2006 december;25.0;57.0;18.0;7.0;18.0;71.0;11.0;7.0;;;;;;;;;;;17.0;76.0;7.0;10.0;20.0;70.0;10.0;10.0;22.0;71.0;7.0;15.0;1.0;98.0;1.0;0.0;120.8;3.0;97.0;0.0;3.0;5.0;99.0;1.0;4.0;23.0;73.0;4.0;19.0;6.0;83.0;11.0;-5.0;;;;;;;;;;;;;;;;;7.0;86.0;7.0;0.0;7.0;7.0;;10.0;10.0;15.0;0.0;3.0;4.0;19.0;-5.0;;;;;0.0
3491;150;2007 januari;3.0;73.0;24.0;-21.0;10.0;83.0;7.0;3.0;82.5;1.0;95.0;4.0;-3.0;96.0;2.0;0.0;0.0;2.0;15.0;64.0;21.0;-6.0;13.0;63.0;24.0;-11.0;22.0;53.0;25.0;-3.0;2.0;98.0;0.0;2.0;117.8;1.0;98.0;1.0;0.0;5.0;100.0;0.0;5.0;30.0;66.0;4.0;26.0;4.0;85.0;11.0;-7.0;20.0;80.0;0.0;20.0;4.0;96.0;0.0;4.0;4.0;92.0;4.0;0.0;7.0;85.0;8.0;-1.0;18.0;78.0;4.0;14.0;-21.0;3.0;-3.0;-6.0;-11.0;-3.0;2.0;0.0;5.0;26.0;-7.0;20.0;4.0;0.0;-1.0;14.0
3492;150;2007 februari;14.0;72.0;14.0;0.0;14.0;80.0;6.0;8.0;;;;;;;;;;;15.0;52.0;33.0;-18.0;13.0;47.0;40.0;-27.0;12.0;66.0;22.0;-10.0;5.0;95.0;0.0;5.0;118.3;3.0;97.0;0.0;3.0;5.0;99.0;1.0;4.0;17.0;79.0;4.0;13.0;4.0;80.0;16.0;-12.0;;;;;;;;;;;;;;;;;10.0;90.0;0.0;10.0;0.0;8.0;;-18.0;-27.0;-10.0;5.0;3.0;4.0;13.0;-12.0;;;;;10.0
3493;150;2007 maart;16.0;73.0;11.0;5.0;25.0;75.0;0.0;25.0;;;;;;;;;;;17.0;75.0;8.0;9.0;19.0;71.0;10.0;9.0;16.0;78.0;6.0;10.0;1.0;98.0;1.0;0.0;116.2;3.0;97.0;0.0;3.0;6.0;98.0;1.0;5.0;4.0;92.0;4.0;0.0;4.0;85.0;11.0;-7.0;;;;;;;;;;;;;;;;;7.0;88.0;5.0;2.0;5.0;25.0;;9.0;9.0;10.0;0.0;3.0;5.0;0.0;-7.0;;;;;2.0
3494;150;2007 april;22.0;75.0;3.0;19.0;29.0;68.0;3.0;26.0;81.7;2.0;98.0;0.0;2.0;90.0;0.0;0.0;0.0;10.0;14.0;79.0;7.0;7.0;17.0;70.0;13.0;4.0;21.0;77.0;2.0;19.0;4.0;94.0;2.0;2.0;117.9;4.0;91.0;5.0;-1.0;5.0;99.0;1.0;4.0;1.0;95.0;4.0;-3.0;6.0;87.0;7.0;-1.0;4.0;96.0;0.0;4.0;2.0;93.0;5.0;-3.0;0.0;94.0;6.0;-6.0;15.0;80.0;5.0;10.0;2.0;94.0;4.0;-2.0;19.0;26.0;2.0;7.0;4.0;19.0;2.0;-1.0;4.0;-3.0;-1.0;4.0;-3.0;-6.0;10.0;-2.0
3495;150;2007 mei;15.0;69.0;16.0;-1.0;10.0;84.0;6.0;4.0;;;;;;;;;;;10.0;82.0;8.0;2.0;11.0;79.0;10.0;1.0;11.0;82.0;7.0;4.0;1.0;94.0;5.0;-4.0;118.5;1.0;98.0;1.0;0.0;1.0;99.0;2.0;-1.0;1.0;99.0;0.0;1.0;7.0;85.0;8.0;-1.0;;;;;;;;;;;;;;;;;2.0;97.0;1.0;1.0;-1.0;4.0;;2.0;1.0;4.0;-4.0;0.0;-1.0;1.0;-1.0;;;;;1.0
3496;150;2007 juni;14.0;66.0;20.0;-6.0;8.0;89.0;3.0;5.0;;;;;;;;;;;6.0;78.0;16.0;-10.0;6.0;76.0;18.0;-12.0;6.0;82.0;12.0;-6.0;1.0;95.0;4.0;-3.0;117.7;1.0;97.0;2.0;-1.0;1.0;99.0;2.0;-1.0;9.0;86.0;5.0;4.0;4.0;87.0;9.0;-5.0;;;;;;;;;;;;;;;;;1.0;86.0;13.0;-12.0;-6.0;5.0;;-10.0;-12.0;-6.0;-3.0;-1.0;-1.0;4.0;-5.0;;;;;-12.0
3497;150;2007 juli;26.0;62.0;12.0;14.0;11.0;89.0;0.0;11.0;79.2;2.0;97.0;1.0;1.0;94.0;0.0;1.0;2.0;3.0;18.0;71.0;11.0;7.0;21.0;69.0;10.0;11.0;6.0;84.0;10.0;-4.0;2.0;97.0;1.0;1.0;115.8;1.0;98.0;1.0;0.0;1.0;100.0;1.0;0.0;14.0;77.0;9.0;5.0;5.0;83.0;12.0;-7.0;4.0;95.0;1.0;3.0;1.0;98.0;1.0;0.0;1.0;98.0;1.0;0.0;5.0;94.0;1.0;4.0;5.0;85.0;10.0;-5.0;14.0;11.0;1.0;7.0;11.0;-4.0;1.0;0.0;0.0;5.0;-7.0;3.0;0.0;0.0;4.0;-5.0
3498;150;2007 augustus;31.0;60.0;9.0;22.0;18.0;81.0;1.0;17.0;;;;;;;;;;;19.0;73.0;8.0;11.0;6.0;80.0;14.0;-8.0;22.0;77.0;1.0;21.0;2.0;97.0;1.0;1.0;116.4;2.0;97.0;1.0;1.0;1.0;102.0;2.0;-1.0;18.0;80.0;2.0;16.0;14.0;77.0;9.0;5.0;;;;;;;;;;;;;;;;;13.0;85.0;2.0;11.0;22.0;17.0;;11.0;-8.0;21.0;1.0;1.0;-1.0;16.0;5.0;;;;;11.0
3499;150;2007 september;13.0;74.0;13.0;0.0;15.0;85.0;0.0;15.0;;;;;;;;;;;5.0;75.0;20.0;-15.0;3.0;72.0;25.0;-22.0;7.0;84.0;9.0;-2.0;1.0;98.0;1.0;0.0;117.4;9.0;91.0;0.0;9.0;1.0;103.0;1.0;0.0;13.0;77.0;10.0;3.0;13.0;78.0;9.0;4.0;;;;;;;;;;;;;;;;;17.0;72.0;11.0;6.0;0.0;15.0;;-15.0;-22.0;-2.0;0.0;9.0;0.0;3.0;4.0;;;;;6.0
3500;150;2007 oktober;24.0;76.0;0.0;24.0;11.0;87.0;2.0;9.0;84.0;1.0;98.0;1.0;0.0;93.0;0.0;4.0;1.0;2.0;17.0;78.0;5.0;12.0;22.0;71.0;7.0;15.0;14.0;82.0;4.0;10.0;2.0;96.0;2.0;0.0;151.1;4.0;96.0;0.0;4.0;2.0;103.0;0.0;2.0;29.0;65.0;6.0;23.0;18.0;77.0;5.0;13.0;0.0;100.0;0.0;0.0;2.0;98.0;0.0;2.0;0.0;99.0;1.0;-1.0;3.0;94.0;3.0;0.0;12.0;86.0;2.0;10.0;24.0;9.0;0.0;12.0;15.0;10.0;0.0;4.0;2.0;23.0;13.0;0.0;2.0;-1.0;0.0;10.0
3501;150;2007 november;18.0;74.0;8.0;10.0;10.0;73.0;17.0;-7.0;;;;;;;;;;;20.0;75.0;5.0;15.0;24.0;72.0;4.0;20.0;14.0;79.0;7.0;7.0;4.0;95.0;1.0;3.0;147.0;4.0;96.0;0.0;4.0;1.0;104.0;0.0;1.0;31.0;62.0;7.0;24.0;4.0;91.0;5.0;-1.0;;;;;;;;;;;;;;;;;0.0;92.0;8.0;-8.0;10.0;-7.0;;15.0;20.0;7.0;3.0;4.0;1.0;24.0;-1.0;;;;;-8.0
3502;150;2007 december;16.0;77.0;7.0;9.0;3.0;89.0;8.0;-5.0;;;;;;;;;;;15.0;75.0;10.0;5.0;4.0;86.0;10.0;-6.0;20.0;71.0;9.0;11.0;3.0;92.0;5.0;-2.0;137.1;4.0;91.0;5.0;-1.0;4.0;98.0;3.0;1.0;34.0;52.0;14.0;20.0;7.0;82.0;11.0;-4.0;;;;;;;;;;;;;;;;;9.0;78.0;13.0;-4.0;9.0;-5.0;;5.0;-6.0;11.0;-2.0;-1.0;1.0;20.0;-4.0;;;;;-4.0
3503;150;2008 januari;2.0;81.0;17.0;-15.0;16.0;79.0;5.0;11.0;82.6;1.0;97.0;2.0;-1.0;83.0;7.0;2.0;1.0;7.0;7.0;79.0;14.0;-7.0;5.0;80.0;15.0;-10.0;22.0;63.0;15.0;7.0;2.0;91.0;7.0;-5.0;134.1;2.0;93.0;5.0;-3.0;4.0;97.0;4.0;0.0;21.0;76.0;3.0;18.0;4.0;88.0;8.0;-4.0;2.0;98.0;0.0;2.0;2.0;98.0;0.0;2.0;1.0;98.0;1.0;0.0;6.0;91.0;3.0;3.0;2.0;88.0;10.0;-8.0;-15.0;11.0;-1.0;-7.0;-10.0;7.0;-5.0;-3.0;0.0;18.0;-4.0;2.0;2.0;0.0;3.0;-8.0
3504;150;2008 februari;5.0;82.0;13.0;-8.0;3.0;90.0;7.0;-4.0;;;;;;;;;;;4.0;78.0;18.0;-14.0;1.0;78.0;21.0;-20.0;5.0;81.0;14.0;-9.0;3.0;90.0;7.0;-4.0;138.9;1.0;90.0;9.0;-8.0;1.0;98.0;6.0;-5.0;6.0;88.0;6.0;0.0;5.0;87.0;8.0;-3.0;;;;;;;;;;;;;;;;;4.0;83.0;13.0;-9.0;-8.0;-4.0;;-14.0;-20.0;-9.0;-4.0;-8.0;-5.0;0.0;-3.0;;;;;-9.0
3505;150;2008 maart;15.0;79.0;6.0;9.0;10.0;82.0;8.0;2.0;;;;;;;;;;;19.0;69.0;12.0;7.0;29.0;62.0;9.0;20.0;10.0;74.0;16.0;-6.0;2.0;91.0;7.0;-5.0;143.1;1.0;90.0;9.0;-8.0;1.0;98.0;6.0;-5.0;29.0;68.0;3.0;26.0;5.0;89.0;6.0;-1.0;;;;;;;;;;;;;;;;;3.0;91.0;6.0;-3.0;9.0;2.0;;7.0;20.0;-6.0;-5.0;-8.0;-5.0;26.0;-1.0;;;;;-3.0
3506;150;2008 april;10.0;88.0;2.0;8.0;2.0;90.0;8.0;-6.0;86.4;1.0;97.0;2.0;-1.0;89.0;7.0;1.0;1.0;2.0;14.0;81.0;5.0;9.0;16.0;81.0;3.0;13.0;13.0;81.0;6.0;7.0;2.0;94.0;4.0;-2.0;140.9;1.0;97.0;2.0;-1.0;0.0;102.0;3.0;-3.0;6.0;92.0;2.0;4.0;7.0;92.0;1.0;6.0;1.0;99.0;0.0;1.0;1.0;99.0;0.0;1.0;1.0;98.0;1.0;0.0;10.0;84.0;6.0;4.0;5.0;93.0;2.0;3.0;8.0;-6.0;-1.0;9.0;13.0;7.0;-2.0;-1.0;-3.0;4.0;6.0;1.0;1.0;0.0;4.0;3.0
3507;150;2008 mei;16.0;77.0;7.0;9.0;8.0;87.0;5.0;3.0;;;;;;;;;;;6.0;80.0;14.0;-8.0;20.0;64.0;16.0;4.0;3.0;86.0;11.0;-8.0;1.0;96.0;3.0;-2.0;139.9;1.0;95.0;4.0;-3.0;1.0;98.0;3.0;-2.0;5.0;90.0;5.0;0.0;7.0;90.0;3.0;4.0;;;;;;;;;;;;;;;;;7.0;89.0;4.0;3.0;9.0;3.0;;-8.0;4.0;-8.0;-2.0;-3.0;-2.0;0.0;4.0;;;;;3.0
3508;150;2008 juni;11.0;77.0;12.0;-1.0;10.0;86.0;4.0;6.0;;;;;;;;;;;20.0;66.0;14.0;6.0;8.0;75.0;17.0;-9.0;26.0;63.0;11.0;15.0;4.0;93.0;3.0;1.0;142.2;2.0;96.0;2.0;0.0;3.0;96.0;3.0;0.0;14.0;85.0;1.0;13.0;6.0;90.0;4.0;2.0;;;;;;;;;;;;;;;;;7.0;88.0;5.0;2.0;-1.0;6.0;;6.0;-9.0;15.0;1.0;0.0;0.0;13.0;2.0;;;;;2.0
3509;150;2008 juli;8.0;88.0;4.0;4.0;2.0;93.0;5.0;-3.0;85.9;2.0;93.0;5.0;-3.0;94.0;2.0;0.0;2.0;2.0;11.0;84.0;5.0;6.0;13.0;83.0;4.0;9.0;8.0;86.0;6.0;2.0;1.0;93.0;6.0;-5.0;141.3;0.0;95.0;5.0;-5.0;0.0;96.0;6.0;-6.0;19.0;81.0;0.0;19.0;6.0;90.0;4.0;2.0;0.0;100.0;0.0;0.0;0.0;99.0;1.0;-1.0;0.0;98.0;2.0;-2.0;10.0;90.0;0.0;10.0;11.0;88.0;1.0;10.0;4.0;-3.0;-3.0;6.0;9.0;2.0;-5.0;-5.0;-6.0;19.0;2.0;0.0;-1.0;-2.0;10.0;10.0
3510;150;2008 augustus;14.0;67.0;19.0;-5.0;20.0;78.0;2.0;18.0;;;;;;;;;;;21.0;71.0;8.0;13.0;34.0;46.0;20.0;14.0;25.0;53.0;22.0;3.0;3.0;94.0;3.0;0.0;137.9;0.0;94.0;6.0;-6.0;0.0;95.0;7.0;-7.0;9.0;77.0;14.0;-5.0;25.0;72.0;3.0;22.0;;;;;;;;;;;;;;;;;8.0;92.0;0.0;8.0;-5.0;18.0;;13.0;14.0;3.0;0.0;-6.0;-7.0;-5.0;22.0;;;;;8.0
3511;150;2008 september;0.0;83.0;17.0;-17.0;15.0;82.0;3.0;12.0;;;;;;;;;;;6.0;85.0;9.0;-3.0;4.0;79.0;17.0;-13.0;13.0;82.0;5.0;8.0;1.0;92.0;7.0;-6.0;142.6;1.0;94.0;5.0;-4.0;0.0;97.0;5.0;-5.0;22.0;77.0;1.0;21.0;10.0;87.0;3.0;7.0;;;;;;;;;;;;;;;;;6.0;94.0;0.0;6.0;-17.0;12.0;;-3.0;-13.0;8.0;-6.0;-4.0;-5.0;21.0;7.0;;;;;6.0
3512;150;2008 oktober;6.0;83.0;11.0;-5.0;7.0;90.0;3.0;4.0;85.8;3.0;93.0;4.0;-1.0;80.0;2.0;3.0;0.0;15.0;13.0;81.0;6.0;7.0;;;;;;;;;;;;;143.5;1.0;92.0;7.0;-6.0;1.0;93.0;8.0;-7.0;15.0;81.0;4.0;11.0;9.0;87.0;4.0;5.0;4.0;94.0;2.0;2.0;2.0;95.0;3.0;-1.0;2.0;97.0;1.0;1.0;9.0;83.0;8.0;1.0;1.0;99.0;0.0;1.0;-5.0;4.0;-1.0;7.0;;;;-6.0;-7.0;11.0;5.0;2.0;-1.0;1.0;1.0;1.0
3513;150;2008 november;13.0;74.0;13.0;0.0;28.0;57.0;15.0;13.0;;;;;;;;;;;15.0;77.0;8.0;7.0;;;;;;;;;;;;;126.7;2.0;84.0;14.0;-12.0;1.0;83.0;18.0;-17.0;15.0;69.0;16.0;-1.0;8.0;89.0;3.0;5.0;;;;;;;;;;;;;;;;;8.0;82.0;10.0;-2.0;0.0;13.0;;7.0;;;;-12.0;-17.0;-1.0;5.0;;;;;-2.0
3514;150;2008 december;13.0;79.0;8.0;5.0;4.0;88.0;8.0;-4.0;;;;;;;;;;;12.0;68.0;20.0;-8.0;;;;;;;;;;;;;125.3;3.0;89.0;8.0;-5.0;2.0;90.0;10.0;-8.0;15.0;82.0;3.0;12.0;9.0;88.0;3.0;6.0;;;;;;;;;;;;;;;;;2.0;98.0;0.0;2.0;5.0;-4.0;;-8.0;;;;-5.0;-8.0;12.0;6.0;;;;;2.0
3515;150;2009 januari;27.0;56.0;17.0;10.0;5.0;67.0;28.0;-23.0;86.8;3.0;94.0;3.0;0.0;83.0;14.0;3.0;0.0;0.0;24.0;46.0;30.0;-6.0;;;;;;;;;;;;;124.5;0.0;93.0;7.0;-7.0;0.0;93.0;9.0;-9.0;14.0;74.0;12.0;2.0;9.0;86.0;5.0;4.0;7.0;91.0;2.0;5.0;1.0;93.0;6.0;-5.0;0.0;93.0;7.0;-7.0;11.0;70.0;19.0;-8.0;26.0;72.0;2.0;24.0;10.0;-23.0;0.0;-6.0;;;;-7.0;-9.0;2.0;4.0;5.0;-5.0;-7.0;-8.0;24.0
3516;150;2009 februari;16.0;67.0;17.0;-1.0;7.0;88.0;5.0;2.0;;;;;;;;;;;13.0;64.0;23.0;-10.0;;;;;;;;;;;;;121.1;0.0;78.0;22.0;-22.0;0.0;71.0;30.0;-30.0;4.0;75.0;21.0;-17.0;8.0;89.0;3.0;5.0;;;;;;;;;;;;;;;;;2.0;83.0;15.0;-13.0;-1.0;2.0;;-10.0;;;;-22.0;-30.0;-17.0;5.0;;;;;-13.0
3517;150;2009 maart;11.0;52.0;37.0;-26.0;8.0;87.0;5.0;3.0;;;;;;;;;;;13.0;36.0;51.0;-38.0;;;;;;;;;;;;;119.3;0.0;58.0;42.0;-42.0;1.0;58.0;43.0;-42.0;2.0;64.0;34.0;-32.0;21.0;77.0;2.0;19.0;;;;;;;;;;;;;;;;;16.0;68.0;16.0;0.0;-26.0;3.0;;-38.0;;;;-42.0;-42.0;-32.0;19.0;;;;;0.0
3518;150;2009 april;1.0;54.0;45.0;-44.0;33.0;60.0;7.0;26.0;83.8;19.0;79.0;2.0;17.0;78.0;22.0;0.0;0.0;0.0;4.0;48.0;48.0;-44.0;;;;;;;;;;;;;120.1;0.0;71.0;29.0;-29.0;0.0;64.0;38.0;-38.0;0.0;79.0;21.0;-21.0;21.0;77.0;2.0;19.0;6.0;93.0;1.0;5.0;0.0;96.0;4.0;-4.0;0.0;76.0;24.0;-24.0;5.0;77.0;18.0;-13.0;4.0;81.0;15.0;-11.0;-44.0;26.0;17.0;-44.0;;;;-29.0;-38.0;-21.0;19.0;5.0;-4.0;-24.0;-13.0;-11.0
3519;150;2009 mei;3.0;64.0;33.0;-30.0;17.0;56.0;27.0;-10.0;;;;;;;;;;;6.0;74.0;20.0;-14.0;;;;;;;;;;;;;119.0;1.0;69.0;30.0;-29.0;0.0;65.0;37.0;-37.0;1.0;79.0;20.0;-19.0;32.0;66.0;2.0;30.0;;;;;;;;;;;;;;;;;1.0;81.0;18.0;-17.0;-30.0;-10.0;;-14.0;;;;-29.0;-37.0;-19.0;30.0;;;;;-17.0
3520;150;2009 juni;5.0;68.0;27.0;-22.0;10.0;68.0;22.0;-12.0;;;;;;;;;;;9.0;73.0;18.0;-9.0;;;;;;;;;;;;;122.2;2.0;73.0;25.0;-23.0;1.0;83.0;15.0;-14.0;2.0;67.0;31.0;-29.0;19.0;77.0;4.0;15.0;;;;;;;;;;;;;;;;;5.0;90.0;5.0;0.0;-22.0;-12.0;;-9.0;;;;-23.0;-14.0;-29.0;15.0;;;;;0.0
3521;150;2009 juli;15.0;38.0;47.0;-32.0;3.0;80.0;17.0;-14.0;81.5;19.0;78.0;3.0;16.0;64.0;33.0;0.0;2.0;1.0;23.0;66.0;11.0;12.0;;;;;;;;;;;;;121.7;2.0;75.0;23.0;-21.0;2.0;85.0;15.0;-13.0;16.0;65.0;19.0;-3.0;17.0;79.0;4.0;13.0;3.0;74.0;23.0;-20.0;2.0;93.0;5.0;-3.0;0.0;99.0;1.0;-1.0;7.0;92.0;1.0;6.0;11.0;83.0;6.0;5.0;-32.0;-14.0;16.0;12.0;;;;-21.0;-13.0;-3.0;13.0;-20.0;-3.0;-1.0;6.0;5.0
3522;150;2009 augustus;5.0;80.0;15.0;-10.0;13.0;79.0;8.0;5.0;;;;;;;;;;;10.0;78.0;12.0;-2.0;;;;;;;;;;;;;120.9;2.0;88.0;10.0;-8.0;2.0;72.0;28.0;-26.0;2.0;89.0;9.0;-7.0;13.0;84.0;3.0;10.0;;;;;;;;;;;;;;;;;6.0;87.0;7.0;-1.0;-10.0;5.0;;-2.0;;;;-8.0;-26.0;-7.0;10.0;;;;;-1.0
3523;150;2009 september;7.0;85.0;8.0;-1.0;16.0;78.0;6.0;10.0;;;;;;;;;;;3.0;89.0;8.0;-5.0;;;;;;;;;;;;;118.6;0.0;85.0;15.0;-15.0;2.0;81.0;18.0;-16.0;0.0;76.0;24.0;-24.0;6.0;91.0;3.0;3.0;;;;;;;;;;;;;;;;;8.0;80.0;12.0;-4.0;-1.0;10.0;;-5.0;;;;-15.0;-16.0;-24.0;3.0;;;;;-4.0
3524;150;2009 oktober;28.0;67.0;5.0;23.0;10.0;83.0;7.0;3.0;81.4;22.0;75.0;3.0;19.0;49.0;48.0;1.0;1.0;1.0;8.0;84.0;8.0;0.0;;;;;;;;;;;;;118.5;0.0;75.0;25.0;-25.0;0.0;70.0;34.0;-34.0;0.0;70.0;30.0;-30.0;14.0;83.0;3.0;11.0;5.0;93.0;2.0;3.0;2.0;88.0;10.0;-8.0;0.0;81.0;19.0;-19.0;3.0;88.0;9.0;-6.0;2.0;81.0;17.0;-15.0;23.0;3.0;19.0;0.0;;;;-25.0;-34.0;-30.0;11.0;3.0;-8.0;-19.0;-6.0;-15.0
3525;150;2009 november;19.0;76.0;5.0;14.0;11.0;82.0;7.0;4.0;;;;;;;;;;;11.0;81.0;8.0;3.0;;;;;;;;;;;;;119.8;0.0;81.0;19.0;-19.0;0.0;77.0;27.0;-27.0;2.0;57.0;41.0;-39.0;14.0;84.0;2.0;12.0;;;;;;;;;;;;;;;;;5.0;72.0;23.0;-18.0;14.0;4.0;;3.0;;;;-19.0;-27.0;-39.0;12.0;;;;;-18.0
3526;150;2009 december;27.0;68.0;5.0;22.0;3.0;87.0;10.0;-7.0;;;;;;;;;;;23.0;73.0;4.0;19.0;;;;;;;;;;;;;119.1;0.0;89.0;11.0;-11.0;0.0;74.0;27.0;-27.0;1.0;49.0;50.0;-49.0;10.0;87.0;3.0;7.0;;;;;;;;;;;;;;;;;5.0;69.0;26.0;-21.0;22.0;-7.0;;19.0;;;;-11.0;-27.0;-49.0;7.0;;;;;-21.0
