ID;BedrijfsactiviteitenSBI93;Perioden;RealisatieToegenomen_1;RealisatieGelijkGebleven_2;RealisatieAfgenomen_3;RealisatieSaldo_4;VerwachteProductieToenemen_5;VerwachteProductieGelijkBlijven_6;VerwachteProductieAfnemen_7;VerwachteProductieSaldo_8;Bezettingsgraad_9;ProductiecapaciteitTeGroot_10;ProductiecapaciteitVoldoende_11;ProductiecapaciteitTeKlein_12;ProductiecapaciteitSaldo_13;GeenProductiebelemmeringen_14;BelemmeringDoorOnvoldoendeVraag_15;BelemmeringDoorPersoneelstekort_16;BelemmeringDoorGebrekAanCapaciteit_17;BelemmeringDoorAndereOorzaken_18;OrderontvangstToegenomen_19;OrderontvangstGelijkGebleven_20;OrderontvangstAfgenomen_21;OrderontvangstSaldo_22;OrderontvangstToegenomen_23;OrderontvangstGelijkGebleven_24;OrderontvangstAfgenomen_25;OrderontvangstSaldo_26;OrderontvangstToegenomen_27;OrderontvangstGelijkGebleven_28;OrderontvangstAfgenomen_29;OrderontvangstSaldo_30;OordeelOrderontvangstGroot_31;OordeelOrderontvangstNormaal_32;OordeelOrderontvangstKlein_33;OordeelOrderontvangstSaldo_34;BasisindexcijferJuli2000100_35;OordeelOrderpositieGroot_36;OordeelOrderpositieNormaal_37;OordeelOrderpositieKlein_38;OordeelOrderpositieSaldo_39;BuitenlandseOrderpositieGroot_40;BuitenlandseOrderpositieNormaal_41;BuitenlandseOrderpositieKlein_42;BuitenlandseOrderpositieSaldo_43;VerkoopprijzenStijgen_44;VerkoopprijzenBlijvenGelijk_45;VerkoopprijzenDalen_46;VerkoopprijzenSaldo_47;VoorradenEindproductTeGroot_48;VoorradenEindproductVoldoende_49;VoorradenEindproductTeKlein_50;VoorradenEindproductSaldo_51;ConcurrentiepositieVerbeterd_52;ConcurrentiepositieOngewijzigd_53;ConcurrentiepositieVerslechterd_54;ConcurrentiepositieSaldo_55;ConcurrentiepositieVerbeterd_56;ConcurrentiepositieOngewijzigd_57;ConcurrentiepositieVerslechterd_58;ConcurrentiepositieSaldo_59;ConcurrentiepositieVerbeterd_60;ConcurrentiepositieOngewijzigd_61;ConcurrentiepositieVerslechterd_62;ConcurrentiepositieSaldo_63;AfzetBuitenlandToenemen_64;AfzetBuitenlandGelijkBlijven_65;AfzetBuitenlandAfnemen_66;AfzetBuitenlandSaldo_67;PersoneelssterkteToenemen_68;PersoneelssterkteGelijkBlijven_69;PersoneelssterkteAfnemen_70;PersoneelssterkteSaldo_71;RealisatieProductie_72;VerwachtingProductie_73;OordeelProductiecapaciteit_74;OrdersTotaal_75;OrdersBinnenland_76;OrdersBuitenland_77;OordeelOrderontvangst_78;OordeelTotaleOrderpositie_79;OordeelOrderpositieBuitenland_80;Verkoopprijzen_81;VoorradenEindproduct_82;NederlandseMarkt_83;BinnenEU_84;BuitenEU_85;AfzetBuitenland_86;Personeelssterkte_87
940;1510d VV consumentengoederen;1999 maart;20.0;65.0;15.0;5.0;26.0;68.0;6.0;20.0;;;;;;;;;;;23.0;63.0;14.0;9.0;21.0;66.0;13.0;8.0;22.0;62.0;16.0;6.0;5.0;79.0;16.0;-11.0;92.4;3.0;82.0;15.0;-12.0;3.0;84.0;13.0;-10.0;14.0;79.0;7.0;7.0;10.0;88.0;2.0;8.0;;;;;;;;;;;;;;;;;12.0;81.0;7.0;5.0;5.0;20.0;;9.0;8.0;6.0;-11.0;-12.0;-10.0;7.0;8.0;;;;;5.0
941;1510d VV consumentengoederen;1999 april;23.0;72.0;5.0;18.0;22.0;70.0;8.0;14.0;84.6;9.0;88.0;3.0;6.0;82.0;10.0;4.0;1.0;3.0;30.0;63.0;7.0;23.0;23.0;70.0;7.0;16.0;31.0;62.0;7.0;24.0;7.0;80.0;13.0;-6.0;93.2;5.0;82.0;13.0;-8.0;4.0;80.0;16.0;-12.0;13.0;79.0;8.0;5.0;9.0;89.0;2.0;7.0;13.0;85.0;2.0;11.0;16.0;82.0;2.0;14.0;15.0;83.0;2.0;13.0;23.0;71.0;6.0;17.0;12.0;82.0;6.0;6.0;18.0;14.0;6.0;23.0;16.0;24.0;-6.0;-8.0;-12.0;5.0;7.0;11.0;14.0;13.0;17.0;6.0
942;1510d VV consumentengoederen;1999 mei;16.0;70.0;14.0;2.0;20.0;70.0;10.0;10.0;;;;;;;;;;;19.0;65.0;16.0;3.0;16.0;69.0;15.0;1.0;19.0;67.0;14.0;5.0;5.0;81.0;14.0;-9.0;93.5;4.0;84.0;12.0;-8.0;4.0;84.0;12.0;-8.0;12.0;83.0;5.0;7.0;9.0;89.0;2.0;7.0;;;;;;;;;;;;;;;;;11.0;83.0;6.0;5.0;2.0;10.0;;3.0;1.0;5.0;-9.0;-8.0;-8.0;7.0;7.0;;;;;5.0
943;1510d VV consumentengoederen;1999 juni;17.0;70.0;13.0;4.0;18.0;73.0;9.0;9.0;;;;;;;;;;;21.0;66.0;13.0;8.0;19.0;66.0;15.0;4.0;27.0;61.0;12.0;15.0;4.0;81.0;15.0;-11.0;93.6;2.0;85.0;13.0;-11.0;4.0;83.0;13.0;-9.0;14.0;78.0;8.0;6.0;7.0;91.0;2.0;5.0;;;;;;;;;;;;;;;;;11.0;82.0;7.0;4.0;4.0;9.0;;8.0;4.0;15.0;-11.0;-11.0;-9.0;6.0;5.0;;;;;4.0
944;1510d VV consumentengoederen;1999 juli;22.0;68.0;10.0;12.0;20.0;67.0;13.0;7.0;84.3;8.0;89.0;3.0;5.0;84.0;6.0;5.0;1.0;4.0;25.0;59.0;16.0;9.0;22.0;63.0;15.0;7.0;24.0;59.0;17.0;7.0;6.0;80.0;14.0;-8.0;91.9;5.0;81.0;14.0;-9.0;4.0;82.0;14.0;-10.0;16.0;74.0;10.0;6.0;8.0;89.0;3.0;5.0;11.0;85.0;4.0;7.0;14.0;78.0;8.0;6.0;16.0;75.0;9.0;7.0;22.0;67.0;11.0;11.0;10.0;83.0;7.0;3.0;12.0;7.0;5.0;9.0;7.0;7.0;-8.0;-9.0;-10.0;6.0;5.0;7.0;6.0;7.0;11.0;3.0
945;1510d VV consumentengoederen;1999 augustus;13.0;72.0;15.0;-2.0;21.0;71.0;8.0;13.0;;;;;;;;;;;18.0;68.0;14.0;4.0;17.0;68.0;15.0;2.0;19.0;67.0;14.0;5.0;6.0;82.0;12.0;-6.0;92.5;4.0;82.0;14.0;-10.0;5.0;82.0;13.0;-8.0;20.0;75.0;5.0;15.0;9.0;87.0;4.0;5.0;;;;;;;;;;;;;;;;;9.0;83.0;8.0;1.0;-2.0;13.0;;4.0;2.0;5.0;-6.0;-10.0;-8.0;15.0;5.0;;;;;1.0
946;1510d VV consumentengoederen;1999 september;17.0;71.0;12.0;5.0;32.0;62.0;6.0;26.0;;;;;;;;;;;29.0;58.0;13.0;16.0;25.0;59.0;16.0;9.0;30.0;62.0;8.0;22.0;9.0;81.0;10.0;-1.0;95.7;7.0;83.0;10.0;-3.0;7.0;85.0;8.0;-1.0;13.0;84.0;3.0;10.0;7.0;88.0;5.0;2.0;;;;;;;;;;;;;;;;;9.0;83.0;8.0;1.0;5.0;26.0;;16.0;9.0;22.0;-1.0;-3.0;-1.0;10.0;2.0;;;;;1.0
947;1510d VV consumentengoederen;1999 oktober;28.0;63.0;9.0;19.0;32.0;61.0;7.0;25.0;84.6;5.0;90.0;5.0;0.0;82.0;5.0;8.0;1.0;4.0;36.0;56.0;8.0;28.0;32.0;57.0;11.0;21.0;35.0;61.0;4.0;31.0;11.0;80.0;9.0;2.0;97.5;8.0;83.0;9.0;-1.0;7.0;86.0;7.0;0.0;12.0;84.0;4.0;8.0;6.0;90.0;4.0;2.0;16.0;79.0;5.0;11.0;15.0;81.0;4.0;11.0;14.0;82.0;4.0;10.0;24.0;74.0;2.0;22.0;8.0;83.0;9.0;-1.0;19.0;25.0;0.0;28.0;21.0;31.0;2.0;-1.0;0.0;8.0;2.0;11.0;11.0;10.0;22.0;-1.0
948;1510d VV consumentengoederen;1999 november;22.0;67.0;11.0;11.0;25.0;68.0;7.0;18.0;;;;;;;;;;;27.0;63.0;10.0;17.0;23.0;64.0;13.0;10.0;29.0;63.0;8.0;21.0;8.0;83.0;9.0;-1.0;99.1;7.0;83.0;10.0;-3.0;7.0;84.0;9.0;-2.0;10.0;87.0;3.0;7.0;6.0;91.0;3.0;3.0;;;;;;;;;;;;;;;;;8.0;84.0;8.0;0.0;11.0;18.0;;17.0;10.0;21.0;-1.0;-3.0;-2.0;7.0;3.0;;;;;0.0
949;1510d VV consumentengoederen;1999 december;25.0;68.0;7.0;18.0;17.0;73.0;10.0;7.0;;;;;;;;;;;28.0;62.0;10.0;18.0;22.0;66.0;12.0;10.0;28.0;65.0;7.0;21.0;9.0;82.0;9.0;0.0;100.3;7.0;82.0;11.0;-4.0;7.0;84.0;9.0;-2.0;17.0;80.0;3.0;14.0;5.0;91.0;4.0;1.0;;;;;;;;;;;;;;;;;9.0;84.0;7.0;2.0;18.0;7.0;;18.0;10.0;21.0;0.0;-4.0;-2.0;14.0;1.0;;;;;2.0
950;1510d VV consumentengoederen;2000 januari;15.0;75.0;10.0;5.0;18.0;68.0;14.0;4.0;85.1;5.0;92.0;3.0;2.0;85.0;4.0;6.0;1.0;4.0;22.0;66.0;12.0;10.0;17.0;72.0;11.0;6.0;28.0;62.0;10.0;18.0;11.0;80.0;9.0;2.0;100.5;8.0;82.0;10.0;-2.0;8.0;84.0;8.0;0.0;17.0;80.0;3.0;14.0;6.0;89.0;5.0;1.0;13.0;85.0;2.0;11.0;17.0;81.0;2.0;15.0;15.0;80.0;5.0;10.0;23.0;70.0;7.0;16.0;9.0;85.0;6.0;3.0;5.0;4.0;2.0;10.0;6.0;18.0;2.0;-2.0;0.0;14.0;1.0;11.0;15.0;10.0;16.0;3.0
951;1510d VV consumentengoederen;2000 februari;12.0;66.0;22.0;-10.0;26.0;67.0;7.0;19.0;;;;;;;;;;;17.0;65.0;18.0;-1.0;11.0;69.0;20.0;-9.0;20.0;66.0;14.0;6.0;7.0;82.0;11.0;-4.0;99.4;7.0;83.0;10.0;-3.0;7.0;84.0;9.0;-2.0;15.0;81.0;4.0;11.0;6.0;91.0;3.0;3.0;;;;;;;;;;;;;;;;;9.0;85.0;6.0;3.0;-10.0;19.0;;-1.0;-9.0;6.0;-4.0;-3.0;-2.0;11.0;3.0;;;;;3.0
952;1510d VV consumentengoederen;2000 maart;22.0;72.0;6.0;16.0;30.0;64.0;6.0;24.0;;;;;;;;;;;29.0;63.0;8.0;21.0;25.0;67.0;8.0;17.0;27.0;68.0;5.0;22.0;8.0;82.0;10.0;-2.0;100.2;7.0;83.0;10.0;-3.0;8.0;84.0;8.0;0.0;14.0;84.0;2.0;12.0;6.0;90.0;4.0;2.0;;;;;;;;;;;;;;;;;9.0;86.0;5.0;4.0;16.0;24.0;;21.0;17.0;22.0;-2.0;-3.0;0.0;12.0;2.0;;;;;4.0
953;1510d VV consumentengoederen;2000 april;25.0;70.0;5.0;20.0;22.0;75.0;3.0;19.0;85.0;5.0;89.0;6.0;-1.0;86.0;3.0;6.0;2.0;3.0;26.0;69.0;5.0;21.0;24.0;70.0;6.0;18.0;25.0;72.0;3.0;22.0;10.0;82.0;8.0;2.0;101.2;7.0;84.0;9.0;-2.0;9.0;85.0;6.0;3.0;13.0;86.0;1.0;12.0;6.0;91.0;3.0;3.0;10.0;86.0;4.0;6.0;15.0;82.0;3.0;12.0;12.0;85.0;3.0;9.0;23.0;75.0;2.0;21.0;9.0;86.0;5.0;4.0;20.0;19.0;-1.0;21.0;18.0;22.0;2.0;-2.0;3.0;12.0;3.0;6.0;12.0;9.0;21.0;4.0
954;1510d VV consumentengoederen;2000 mei;13.0;77.0;10.0;3.0;17.0;74.0;9.0;8.0;;;;;;;;;;;11.0;76.0;13.0;-2.0;12.0;74.0;14.0;-2.0;7.0;84.0;9.0;-2.0;9.0;82.0;9.0;0.0;100.0;7.0;85.0;8.0;-1.0;6.0;88.0;6.0;0.0;14.0;85.0;1.0;13.0;5.0;91.0;4.0;1.0;;;;;;;;;;;;;;;;;9.0;84.0;7.0;2.0;3.0;8.0;;-2.0;-2.0;-2.0;0.0;-1.0;0.0;13.0;1.0;;;;;2.0
955;1510d VV consumentengoederen;2000 juni;16.0;75.0;9.0;7.0;9.0;83.0;8.0;1.0;;;;;;;;;;;16.0;73.0;11.0;5.0;14.0;69.0;17.0;-3.0;21.0;75.0;4.0;17.0;10.0;81.0;9.0;1.0;100.5;8.0;82.0;10.0;-2.0;7.0;86.0;7.0;0.0;20.0;76.0;4.0;16.0;5.0;89.0;6.0;-1.0;;;;;;;;;;;;;;;;;8.0;84.0;8.0;0.0;7.0;1.0;;5.0;-3.0;17.0;1.0;-2.0;0.0;16.0;-1.0;;;;;0.0
956;1510d VV consumentengoederen;2000 juli;12.0;69.0;19.0;-7.0;10.0;66.0;24.0;-14.0;84.3;7.0;86.0;7.0;0.0;81.0;7.0;6.0;3.0;3.0;14.0;67.0;19.0;-5.0;14.0;63.0;23.0;-9.0;11.0;78.0;11.0;0.0;8.0;80.0;12.0;-4.0;100.0;9.0;84.0;7.0;2.0;7.0;88.0;5.0;2.0;13.0;81.0;6.0;7.0;6.0;86.0;8.0;-2.0;10.0;84.0;6.0;4.0;27.0;71.0;2.0;25.0;22.0;72.0;6.0;16.0;29.0;66.0;5.0;24.0;8.0;82.0;10.0;-2.0;-7.0;-14.0;0.0;-5.0;-9.0;0.0;-4.0;2.0;2.0;7.0;-2.0;4.0;25.0;16.0;24.0;-2.0
957;1510d VV consumentengoederen;2000 augustus;7.0;70.0;23.0;-16.0;22.0;69.0;9.0;13.0;;;;;;;;;;;18.0;64.0;18.0;0.0;21.0;60.0;19.0;2.0;12.0;78.0;10.0;2.0;9.0;82.0;9.0;0.0;101.4;6.0;86.0;8.0;-2.0;5.0;89.0;6.0;-1.0;21.0;77.0;2.0;19.0;5.0;88.0;7.0;-2.0;;;;;;;;;;;;;;;;;9.0;83.0;8.0;1.0;-16.0;13.0;;0.0;2.0;2.0;0.0;-2.0;-1.0;19.0;-2.0;;;;;1.0
958;1510d VV consumentengoederen;2000 september;20.0;67.0;13.0;7.0;21.0;74.0;5.0;16.0;;;;;;;;;;;26.0;65.0;9.0;17.0;30.0;57.0;13.0;17.0;16.0;78.0;6.0;10.0;9.0;84.0;7.0;2.0;101.8;8.0;84.0;8.0;0.0;6.0;91.0;3.0;3.0;14.0;86.0;0.0;14.0;5.0;88.0;7.0;-2.0;;;;;;;;;;;;;;;;;10.0;83.0;7.0;3.0;7.0;16.0;;17.0;17.0;10.0;2.0;0.0;3.0;14.0;-2.0;;;;;3.0
959;1510d VV consumentengoederen;2000 oktober;27.0;65.0;8.0;19.0;23.0;69.0;8.0;15.0;84.4;4.0;92.0;4.0;0.0;79.0;3.0;11.0;3.0;4.0;28.0;64.0;8.0;20.0;38.0;56.0;6.0;32.0;16.0;78.0;6.0;10.0;8.0;85.0;7.0;1.0;102.1;9.0;82.0;9.0;0.0;7.0;89.0;4.0;3.0;17.0;81.0;2.0;15.0;5.0;89.0;6.0;-1.0;15.0;82.0;3.0;12.0;22.0;77.0;1.0;21.0;18.0;80.0;2.0;16.0;30.0;65.0;5.0;25.0;11.0;84.0;5.0;6.0;19.0;15.0;0.0;20.0;32.0;10.0;1.0;0.0;3.0;15.0;-1.0;12.0;21.0;16.0;25.0;6.0
960;1510d VV consumentengoederen;2000 november;18.0;73.0;9.0;9.0;16.0;76.0;8.0;8.0;;;;;;;;;;;21.0;71.0;8.0;13.0;24.0;66.0;10.0;14.0;13.0;82.0;5.0;8.0;6.0;86.0;8.0;-2.0;102.2;9.0;83.0;8.0;1.0;7.0;89.0;4.0;3.0;18.0;80.0;2.0;16.0;5.0;89.0;6.0;-1.0;0.0;;;;;;;;;;;;;;;;11.0;83.0;6.0;5.0;9.0;8.0;;13.0;14.0;8.0;-2.0;1.0;3.0;16.0;-1.0;;;;;5.0
961;1510d VV consumentengoederen;2000 december;22.0;72.0;6.0;16.0;16.0;66.0;18.0;-2.0;;;;;;;;;;;16.0;72.0;12.0;4.0;19.0;70.0;11.0;8.0;10.0;82.0;8.0;2.0;8.0;83.0;9.0;-1.0;101.8;8.0;84.0;8.0;0.0;6.0;88.0;6.0;0.0;23.0;72.0;5.0;18.0;6.0;90.0;4.0;2.0;0.0;;;;;;;;;;;;;;;;10.0;83.0;7.0;3.0;16.0;-2.0;;4.0;8.0;2.0;-1.0;0.0;0.0;18.0;2.0;;;;;3.0
962;1510d VV consumentengoederen;2001 januari;17.0;73.0;10.0;7.0;14.0;61.0;25.0;-11.0;85.2;6.0;90.0;4.0;2.0;78.0;3.0;11.0;2.0;6.0;13.0;68.0;19.0;-6.0;15.0;66.0;19.0;-4.0;9.0;71.0;20.0;-11.0;8.0;82.0;10.0;-2.0;100.9;8.0;83.0;9.0;-1.0;5.0;85.0;8.0;-3.0;29.0;60.0;11.0;18.0;8.0;88.0;4.0;4.0;8.0;88.0;4.0;4.0;4.0;94.0;2.0;2.0;4.0;93.0;3.0;1.0;13.0;78.0;9.0;4.0;10.0;79.0;11.0;-1.0;7.0;-11.0;2.0;-6.0;-4.0;-11.0;-2.0;-1.0;-3.0;18.0;4.0;4.0;2.0;1.0;4.0;-1.0
963;1510d VV consumentengoederen;2001 februari;9.0;67.0;24.0;-15.0;19.0;69.0;12.0;7.0;;;;;;;;;;;15.0;61.0;24.0;-9.0;15.0;58.0;27.0;-12.0;13.0;68.0;19.0;-6.0;8.0;81.0;11.0;-3.0;100.7;6.0;85.0;9.0;-3.0;7.0;82.0;9.0;-2.0;16.0;77.0;7.0;9.0;9.0;88.0;3.0;6.0;;;;;;;;;;;;;;;;;13.0;76.0;11.0;2.0;-15.0;7.0;;-9.0;-12.0;-6.0;-3.0;-3.0;-2.0;9.0;6.0;;;;;2.0
964;1510d VV consumentengoederen;2001 maart;15.0;73.0;12.0;3.0;18.0;76.0;6.0;12.0;;;;;;;;;;;13.0;77.0;10.0;3.0;16.0;73.0;11.0;5.0;8.0;84.0;8.0;0.0;8.0;81.0;11.0;-3.0;100.7;7.0;82.0;11.0;-4.0;6.0;82.0;10.0;-4.0;8.0;82.0;10.0;-2.0;8.0;89.0;3.0;5.0;;;;;;;;;;;;;;;;;16.0;73.0;11.0;5.0;3.0;12.0;;3.0;5.0;0.0;-3.0;-4.0;-4.0;-2.0;5.0;;;;;5.0
965;1510d VV consumentengoederen;2001 april;18.0;73.0;9.0;9.0;18.0;75.0;7.0;11.0;84.2;5.0;89.0;6.0;-1.0;80.0;7.0;4.0;1.0;8.0;17.0;69.0;14.0;3.0;21.0;63.0;16.0;5.0;11.0;75.0;14.0;-3.0;6.0;79.0;15.0;-9.0;100.2;5.0;80.0;15.0;-10.0;7.0;78.0;11.0;-4.0;8.0;83.0;9.0;-1.0;8.0;87.0;5.0;3.0;5.0;84.0;11.0;-6.0;3.0;86.0;11.0;-8.0;1.0;92.0;7.0;-6.0;12.0;75.0;13.0;-1.0;19.0;70.0;11.0;8.0;9.0;11.0;-1.0;3.0;5.0;-3.0;-9.0;-10.0;-4.0;-1.0;3.0;-6.0;-8.0;-6.0;-1.0;8.0
966;1510d VV consumentengoederen;2001 mei;12.0;76.0;12.0;0.0;13.0;82.0;5.0;8.0;;;;;;;;;;;11.0;73.0;16.0;-5.0;12.0;74.0;14.0;-2.0;8.0;75.0;17.0;-9.0;4.0;78.0;18.0;-14.0;100.1;3.0;79.0;18.0;-15.0;4.0;79.0;13.0;-9.0;7.0;88.0;5.0;2.0;11.0;84.0;5.0;6.0;;;;;;;;;;;;;;;;;15.0;74.0;11.0;4.0;0.0;8.0;;-5.0;-2.0;-9.0;-14.0;-15.0;-9.0;2.0;6.0;;;;;4.0
967;1510d VV consumentengoederen;2001 juni;15.0;79.0;6.0;9.0;13.0;77.0;10.0;3.0;;;;;;;;;;;16.0;75.0;9.0;7.0;17.0;74.0;9.0;8.0;13.0;77.0;10.0;3.0;7.0;79.0;14.0;-7.0;100.8;5.0;80.0;15.0;-10.0;4.0;81.0;12.0;-8.0;8.0;87.0;5.0;3.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;12.0;78.0;10.0;2.0;9.0;3.0;;7.0;8.0;3.0;-7.0;-10.0;-8.0;3.0;3.0;;;;;2.0
968;1510d VV consumentengoederen;2001 juli;14.0;75.0;11.0;3.0;13.0;77.0;10.0;3.0;85.0;7.0;88.0;5.0;2.0;77.0;9.0;8.0;2.0;4.0;14.0;72.0;14.0;0.0;14.0;72.0;14.0;0.0;12.0;75.0;13.0;-1.0;8.0;77.0;15.0;-7.0;99.7;4.0;82.0;14.0;-10.0;5.0;77.0;15.0;-10.0;9.0;83.0;8.0;1.0;9.0;86.0;5.0;4.0;8.0;81.0;11.0;-3.0;3.0;88.0;9.0;-6.0;2.0;91.0;7.0;-5.0;10.0;79.0;11.0;-1.0;8.0;83.0;9.0;-1.0;3.0;3.0;2.0;0.0;0.0;-1.0;-7.0;-10.0;-10.0;1.0;4.0;-3.0;-6.0;-5.0;-1.0;-1.0
969;1510d VV consumentengoederen;2001 augustus;7.0;75.0;18.0;-11.0;19.0;74.0;7.0;12.0;;;;;;;;;;;16.0;71.0;13.0;3.0;18.0;67.0;15.0;3.0;10.0;79.0;11.0;-1.0;8.0;76.0;16.0;-8.0;99.3;3.0;82.0;15.0;-12.0;4.0;79.0;14.0;-10.0;13.0;83.0;4.0;9.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;7.0;82.0;11.0;-4.0;-11.0;12.0;;3.0;3.0;-1.0;-8.0;-12.0;-10.0;9.0;3.0;;;;;-4.0
970;1510d VV consumentengoederen;2001 september;11.0;69.0;20.0;-9.0;25.0;69.0;6.0;19.0;;;;;;;;;;;15.0;75.0;10.0;5.0;20.0;69.0;11.0;9.0;8.0;83.0;9.0;-1.0;9.0;74.0;17.0;-8.0;100.6;4.0;80.0;16.0;-12.0;5.0;78.0;14.0;-9.0;11.0;87.0;2.0;9.0;9.0;86.0;5.0;4.0;;;;;;;;;;;;;;;;;7.0;80.0;13.0;-6.0;-9.0;19.0;;5.0;9.0;-1.0;-8.0;-12.0;-9.0;9.0;4.0;;;;;-6.0
971;1510d VV consumentengoederen;2001 oktober;30.0;62.0;8.0;22.0;17.0;74.0;9.0;8.0;84.3;9.0;87.0;4.0;5.0;78.0;10.0;8.0;2.0;2.0;20.0;65.0;15.0;5.0;25.0;63.0;12.0;13.0;14.0;69.0;17.0;-3.0;7.0;72.0;21.0;-14.0;99.7;3.0;78.0;19.0;-16.0;6.0;75.0;16.0;-10.0;8.0;86.0;6.0;2.0;10.0;86.0;4.0;6.0;6.0;90.0;4.0;2.0;3.0;90.0;7.0;-4.0;3.0;93.0;4.0;-1.0;8.0;77.0;15.0;-7.0;6.0;79.0;15.0;-9.0;22.0;8.0;5.0;5.0;13.0;-3.0;-14.0;-16.0;-10.0;2.0;6.0;2.0;-4.0;-1.0;-7.0;-9.0
972;1510d VV consumentengoederen;2001 november;27.0;63.0;10.0;17.0;19.0;64.0;17.0;2.0;;;;;;;;;;;22.0;65.0;13.0;9.0;28.0;59.0;13.0;15.0;14.0;72.0;14.0;0.0;6.0;75.0;19.0;-13.0;99.9;3.0;77.0;20.0;-17.0;5.0;75.0;17.0;-12.0;12.0;80.0;8.0;4.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;6.0;78.0;16.0;-10.0;17.0;2.0;;9.0;15.0;0.0;-13.0;-17.0;-12.0;4.0;6.0;;;;;-10.0
973;1510d VV consumentengoederen;2001 december;21.0;63.0;16.0;5.0;10.0;70.0;20.0;-10.0;;;;;;;;;;;15.0;66.0;19.0;-4.0;15.0;69.0;16.0;-1.0;12.0;66.0;22.0;-10.0;8.0;70.0;22.0;-14.0;100.3;5.0;75.0;20.0;-15.0;4.0;76.0;17.0;-13.0;17.0;78.0;5.0;12.0;12.0;84.0;4.0;8.0;;;;;;;;;;;;;;;;;7.0;77.0;16.0;-9.0;5.0;-10.0;;-4.0;-1.0;-10.0;-14.0;-15.0;-13.0;12.0;8.0;;;;;-9.0
974;1510d VV consumentengoederen;2002 januari;13.0;72.0;15.0;-2.0;12.0;66.0;22.0;-10.0;84.5;7.0;89.0;4.0;3.0;85.0;6.0;2.0;4.0;3.0;15.0;72.0;13.0;2.0;17.0;71.0;12.0;5.0;13.0;72.0;15.0;-2.0;7.0;75.0;18.0;-11.0;99.5;2.0;78.0;20.0;-18.0;5.0;76.0;15.0;-10.0;17.0;70.0;13.0;4.0;9.0;86.0;5.0;4.0;17.0;73.0;10.0;7.0;5.0;91.0;4.0;1.0;5.0;88.0;7.0;-2.0;18.0;75.0;7.0;11.0;7.0;76.0;17.0;-10.0;-2.0;-10.0;3.0;2.0;5.0;-2.0;-11.0;-18.0;-10.0;4.0;4.0;7.0;1.0;-2.0;11.0;-10.0
975;1510d VV consumentengoederen;2002 februari;16.0;64.0;20.0;-4.0;15.0;74.0;11.0;4.0;;;;;;;;;;;17.0;65.0;18.0;-1.0;19.0;59.0;22.0;-3.0;14.0;74.0;12.0;2.0;6.0;75.0;19.0;-13.0;99.5;6.0;79.0;15.0;-9.0;7.0;77.0;13.0;-6.0;11.0;82.0;7.0;4.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;7.0;77.0;16.0;-9.0;-4.0;4.0;;-1.0;-3.0;2.0;-13.0;-9.0;-6.0;4.0;3.0;;;;;-9.0
976;1510d VV consumentengoederen;2002 maart;13.0;68.0;19.0;-6.0;18.0;69.0;13.0;5.0;;;;;;;;;;;11.0;68.0;21.0;-10.0;13.0;69.0;18.0;-5.0;8.0;70.0;22.0;-14.0;4.0;74.0;22.0;-18.0;98.8;5.0;76.0;19.0;-14.0;6.0;74.0;17.0;-11.0;15.0;79.0;6.0;9.0;8.0;87.0;5.0;3.0;;;;;;;;;;;;;;;;;6.0;78.0;16.0;-10.0;-6.0;5.0;;-10.0;-5.0;-14.0;-18.0;-14.0;-11.0;9.0;3.0;;;;;-10.0
977;1510d VV consumentengoederen;2002 april;29.0;56.0;15.0;14.0;21.0;66.0;13.0;8.0;83.9;9.0;86.0;5.0;4.0;81.0;9.0;3.0;2.0;5.0;21.0;67.0;12.0;9.0;24.0;62.0;14.0;10.0;16.0;74.0;10.0;6.0;6.0;78.0;16.0;-10.0;99.6;6.0;79.0;15.0;-9.0;7.0;78.0;12.0;-5.0;12.0;81.0;7.0;5.0;8.0;88.0;4.0;4.0;12.0;83.0;5.0;7.0;10.0;85.0;5.0;5.0;8.0;86.0;6.0;2.0;9.0;83.0;8.0;1.0;5.0;79.0;16.0;-11.0;14.0;8.0;4.0;9.0;10.0;6.0;-10.0;-9.0;-5.0;5.0;4.0;7.0;5.0;2.0;1.0;-11.0
978;1510d VV consumentengoederen;2002 mei;14.0;71.0;15.0;-1.0;15.0;68.0;17.0;-2.0;;;;;;;;;;;12.0;67.0;21.0;-9.0;17.0;60.0;23.0;-6.0;7.0;76.0;17.0;-10.0;4.0;77.0;19.0;-15.0;99.4;5.0;75.0;20.0;-15.0;7.0;79.0;11.0;-4.0;16.0;75.0;9.0;7.0;10.0;86.0;4.0;6.0;;;;;;;;;;;;;;;;;5.0;79.0;16.0;-11.0;-1.0;-2.0;;-9.0;-6.0;-10.0;-15.0;-15.0;-4.0;7.0;6.0;;;;;-11.0
