ID;Leeftijd;Marges;RegioS;ErvarenGezondheidGoedZeerGoed_1;EenOfMeerLangdurigeAandoeningen_2;EenOfMeerLichamelijkeBeperkingen_3;BeperkingInHoren_4;BeperkingInZien_5;BeperkingInBewegen_6;Ondergewicht_7;NormaalGewicht_8;Overgewicht_9;MatigOvergewicht_10;ErnstigOvergewichtObesitas_11;VoldoetAanBeweegrichtlijn_12;WekelijksSporter_13;Mantelzorger_14;ZwaarBelasteMantelzorgers_15;UrenMantelzorgPerWeek_16;Rokers_17;VoldoetAanRichtlijnAlcoholgebruik_18;ZwareDrinker_19;OvermatigDrinker_20
1086;Totaal;Bovengrens 95%-interval;Steenbergen;83.7;36.1;19.6;9.5;8.2;12.7;3.6;45.1;62.6;40.1;26.8;46.2;49.2;14.4;16.7;14.1;17.4;49.3;9.3;8.6
1087;Totaal;Bovengrens 95%-interval;Steenwijkerland;83.5;35.3;15.8;5.0;5.2;10.8;1.6;47.0;57.9;41.5;18.6;53.3;48.3;18.1;17.4;16.7;19.0;44.8;11.7;9.5
1088;Totaal;Bovengrens 95%-interval;Stein (L.);74.8;42.3;21.4;7.6;7.5;14.8;2.4;41.8;61.7;43.9;19.9;49.2;49.6;18.9;21.0;14.6;20.1;47.5;9.0;6.7
1089;Totaal;Bovengrens 95%-interval;Stichtse Vecht;82.6;34.2;15.2;6.5;7.3;8.6;2.7;54.6;50.6;37.8;15.4;;;18.1;15.1;20.7;16.4;43.2;8.9;8.8
1090;Totaal;Bovengrens 95%-interval;Súdwest-Fryslân;82.5;35.9;14.7;4.5;5.7;9.4;2.4;54.1;49.6;36.2;15.1;58.3;49.9;14.0;21.2;16.1;22.2;41.4;11.2;9.5
1091;Totaal;Bovengrens 95%-interval;Terneuzen;76.3;36.1;19.0;6.9;6.9;12.5;2.2;46.5;55.4;38.7;18.0;46.8;43.2;16.7;18.1;14.6;18.5;49.4;8.2;7.5
1092;Totaal;Bovengrens 95%-interval;Terschelling;86.2;34.7;14.9;6.5;8.6;7.6;4.7;51.0;59.1;44.9;19.0;77.1;53.3;12.2;;;22.8;40.8;21.5;20.7
1093;Totaal;Bovengrens 95%-interval;Texel;81.3;36.4;14.2;5.2;5.1;9.4;3.6;52.0;53.8;40.9;15.5;63.9;53.1;16.1;15.4;11.3;17.1;47.3;12.6;9.9
1094;Totaal;Bovengrens 95%-interval;Teylingen;87.3;34.0;11.9;6.4;4.0;6.1;1.0;57.3;50.5;39.7;13.2;54.0;60.9;16.0;23.4;12.8;14.2;44.2;10.3;9.8
1095;Totaal;Bovengrens 95%-interval;Tholen;81.3;37.2;19.7;8.7;7.2;12.4;2.1;47.2;59.6;44.8;17.6;50.7;40.2;19.6;12.8;12.8;21.6;57.2;9.6;7.1
1096;Totaal;Bovengrens 95%-interval;Tiel;78.2;36.3;18.6;5.3;7.5;12.4;1.1;47.1;58.3;39.9;20.9;48.2;44.6;16.4;23.9;14.5;25.7;53.6;8.3;6.6
1097;Totaal;Bovengrens 95%-interval;Tilburg;79.9;34.3;17.6;5.9;7.9;11.7;2.8;49.1;53.5;35.7;19.4;51.4;56.1;13.6;19.6;15.6;19.7;44.2;10.4;7.0
1098;Totaal;Bovengrens 95%-interval;Tubbergen;87.6;30.0;15.0;5.5;6.7;8.1;1.8;50.9;55.2;41.2;16.8;57.3;58.8;20.7;15.9;12.2;18.8;33.6;21.5;15.5
1099;Totaal;Bovengrens 95%-interval;Twenterand;81.8;35.2;19.9;8.6;7.4;12.5;2.1;41.6;61.8;40.0;24.0;50.1;44.4;19.9;19.2;17.8;19.6;43.9;12.3;8.6
1100;Totaal;Bovengrens 95%-interval;Tynaarlo;84.2;36.6;12.7;3.7;4.6;8.9;3.7;55.9;49.5;36.7;15.1;57.1;59.6;14.4;25.2;21.3;17.4;44.4;7.8;8.8
1101;Totaal;Bovengrens 95%-interval;Tytsjerksteradiel;83.9;38.2;14.6;6.0;5.0;10.1;3.2;53.9;52.2;39.6;15.2;56.2;47.0;15.7;16.2;8.9;17.9;46.3;11.7;8.7
1102;Totaal;Bovengrens 95%-interval;Uden;80.9;34.3;17.1;5.1;7.4;12.1;2.2;51.2;53.5;39.2;16.2;52.4;59.2;15.0;21.6;15.1;17.1;41.1;13.9;8.7
1103;Totaal;Bovengrens 95%-interval;Uitgeest;88.2;30.7;11.3;3.9;6.0;6.5;4.2;54.6;50.8;38.8;14.5;66.7;63.3;19.6;17.0;13.6;16.0;35.7;12.7;8.6
1104;Totaal;Bovengrens 95%-interval;Uithoorn;82.1;32.4;15.5;4.5;6.2;10.0;2.8;53.7;50.1;37.1;14.9;49.0;60.2;12.7;22.3;18.7;17.9;43.0;9.6;7.9
1105;Totaal;Bovengrens 95%-interval;Urk;86.8;27.3;15.6;6.4;7.1;7.7;5.1;56.2;50.6;36.9;16.8;54.5;49.0;19.2;18.1;18.2;27.3;58.3;12.0;10.0
1106;Totaal;Bovengrens 95%-interval;Utrecht (gemeente);84.0;27.5;11.9;4.2;5.0;7.8;2.6;61.4;38.8;29.2;10.4;61.2;65.3;9.7;17.2;12.7;19.2;38.7;10.6;7.1
1107;Totaal;Bovengrens 95%-interval;Utrechtse Heuvelrug;84.5;35.7;15.0;6.0;6.5;8.8;4.0;55.2;47.1;34.8;14.1;;;17.2;16.2;12.7;14.7;48.8;6.3;6.3
1108;Totaal;Bovengrens 95%-interval;Vaals;74.8;44.7;22.0;7.1;9.6;15.8;3.2;50.1;57.4;40.2;20.7;46.5;48.8;18.5;;;24.0;47.5;10.6;6.7
1109;Totaal;Bovengrens 95%-interval;Valkenburg aan de Geul;77.8;39.2;21.4;6.9;8.3;13.0;2.3;50.8;53.9;40.0;16.0;48.2;47.5;18.3;23.6;11.2;21.2;44.1;9.9;8.8
1110;Totaal;Bovengrens 95%-interval;Valkenswaard;82.3;38.7;17.5;7.2;5.9;11.3;2.2;53.2;54.6;40.5;17.2;52.3;55.9;19.8;22.9;17.0;23.8;43.5;12.7;9.8
1111;Totaal;Bovengrens 95%-interval;Veendam;81.7;36.1;18.4;5.1;6.8;14.0;3.0;40.9;65.8;44.0;25.6;47.5;45.0;16.2;21.1;16.6;22.7;54.8;10.2;6.4
1112;Totaal;Bovengrens 95%-interval;Veenendaal;79.5;34.1;15.7;5.2;6.2;10.3;2.5;48.3;53.6;37.3;17.7;;;16.2;17.0;12.7;16.3;54.8;5.0;4.3
1113;Totaal;Bovengrens 95%-interval;Veere;84.1;30.9;12.1;3.8;5.0;7.5;2.6;55.7;49.6;38.0;13.9;59.6;47.1;16.2;24.8;13.0;14.4;49.0;9.0;9.0
1114;Totaal;Bovengrens 95%-interval;Veldhoven;83.2;32.8;13.7;5.2;5.5;8.5;2.1;55.8;50.4;38.2;14.5;52.9;59.9;20.8;14.1;17.5;13.9;45.4;11.9;7.9
1115;Totaal;Bovengrens 95%-interval;Velsen;78.3;36.3;17.0;4.8;7.2;10.6;2.3;51.6;51.1;36.3;16.2;57.6;53.9;17.5;16.2;12.7;18.9;42.3;10.7;8.3
1116;Totaal;Bovengrens 95%-interval;Venlo;77.1;38.4;21.6;7.5;9.5;12.9;2.3;47.7;55.4;38.4;18.6;54.6;48.6;16.9;16.5;16.0;20.9;42.8;9.5;7.2
1117;Totaal;Bovengrens 95%-interval;Venray;78.5;37.3;19.1;6.5;8.6;11.5;2.5;47.7;57.0;41.5;17.8;56.0;58.8;16.5;18.0;10.2;18.2;42.8;10.9;6.8
1118;Totaal;Bovengrens 95%-interval;Vijfheerenlanden;81.1;33.6;17.3;7.9;7.0;10.7;2.0;51.5;55.1;39.5;18.5;;;18.2;22.3;25.2;22.8;53.9;7.6;5.9
1119;Totaal;Bovengrens 95%-interval;Vlaardingen;81.7;35.4;17.9;5.7;7.9;12.8;2.5;47.3;59.3;44.0;18.6;49.4;48.7;13.6;19.3;26.6;20.9;54.4;6.6;6.4
1120;Totaal;Bovengrens 95%-interval;Vlieland;;;;;;;;;;;;;;;;;;;;
1121;Totaal;Bovengrens 95%-interval;Vlissingen;77.5;43.0;21.7;7.6;9.0;13.1;3.2;49.0;57.5;41.3;19.4;59.8;48.7;19.5;20.9;15.2;23.0;54.7;5.5;5.7
1122;Totaal;Bovengrens 95%-interval;Voerendaal;76.9;42.7;18.0;5.8;7.7;12.0;3.5;47.6;58.1;43.9;17.0;53.2;54.5;19.4;20.7;11.3;16.4;47.2;8.7;6.9
1123;Totaal;Bovengrens 95%-interval;Voorschoten;87.6;37.1;12.8;4.9;4.9;9.4;4.4;55.0;51.1;39.9;13.9;59.8;62.3;18.3;26.9;13.1;18.0;43.3;10.6;8.0
1124;Totaal;Bovengrens 95%-interval;Voorst;82.9;37.1;17.3;4.9;7.3;11.8;2.1;49.4;56.3;39.2;19.7;56.1;53.1;15.4;24.1;13.1;17.0;43.7;10.1;10.2
1125;Totaal;Bovengrens 95%-interval;Vught;84.7;36.0;16.2;6.9;5.7;10.5;2.8;56.7;48.7;35.9;15.2;59.1;66.4;14.8;17.4;12.2;15.6;40.5;11.2;8.2
1126;Totaal;Bovengrens 95%-interval;Waadhoeke;82.8;35.4;13.9;4.6;5.1;9.1;1.9;47.4;57.8;40.4;20.0;55.2;48.6;15.7;14.6;12.9;20.0;44.2;11.2;10.0
1127;Totaal;Bovengrens 95%-interval;Waalre;82.3;34.5;13.6;4.4;4.5;9.3;2.1;54.4;52.0;38.3;16.4;61.3;61.5;18.0;23.8;10.7;10.9;45.9;9.1;8.0
1128;Totaal;Bovengrens 95%-interval;Waalwijk;82.8;36.7;21.1;8.5;9.3;14.0;3.2;48.4;58.6;41.5;20.3;49.8;56.1;16.8;18.1;14.0;19.3;51.2;8.2;6.4
1129;Totaal;Bovengrens 95%-interval;Waddinxveen;84.5;37.7;16.5;6.3;5.9;11.3;3.0;49.5;57.8;40.8;20.3;53.2;51.8;18.5;32.9;17.8;16.2;54.0;6.7;6.5
1130;Totaal;Bovengrens 95%-interval;Wageningen;85.7;34.7;13.0;5.1;6.3;7.8;6.1;63.3;38.5;30.3;9.7;66.4;66.2;11.2;23.6;14.7;17.5;44.9;13.3;9.2
1131;Totaal;Bovengrens 95%-interval;Wassenaar;82.6;35.6;15.6;5.2;7.4;9.9;3.0;54.7;48.5;36.5;13.7;55.3;58.2;16.8;17.5;13.5;14.0;44.9;9.2;9.9
1132;Totaal;Bovengrens 95%-interval;Waterland;85.9;33.8;13.4;4.9;6.3;8.6;2.5;55.9;50.1;38.2;14.2;54.5;59.8;18.0;15.7;12.0;15.4;40.6;11.3;9.2
1133;Totaal;Bovengrens 95%-interval;Weert;78.6;36.5;20.0;7.1;8.3;12.1;2.0;51.0;52.1;38.3;15.3;56.4;53.6;18.0;16.0;9.5;17.5;46.1;10.3;6.9
1134;Totaal;Bovengrens 95%-interval;Weesp;84.6;37.0;11.6;3.5;4.7;8.3;2.3;55.6;51.9;36.8;18.2;52.4;57.1;15.9;23.3;13.7;18.8;46.1;7.4;8.0
1135;Totaal;Bovengrens 95%-interval;West Betuwe;80.1;35.0;15.8;5.8;6.8;8.6;2.3;45.4;59.2;43.7;17.7;50.4;49.4;17.2;20.3;15.1;19.1;48.2;8.3;6.5
1136;Totaal;Bovengrens 95%-interval;West Maas en Waal;81.3;34.9;18.9;8.6;6.4;9.8;1.6;49.0;57.0;41.8;17.8;51.4;50.7;16.3;13.9;15.7;18.1;43.7;10.6;6.9
1137;Totaal;Bovengrens 95%-interval;Westerkwartier;82.7;33.0;13.0;3.9;4.7;9.6;1.7;49.5;55.7;39.9;17.9;47.8;46.3;14.4;18.6;16.8;17.9;47.9;8.2;6.4
1138;Totaal;Bovengrens 95%-interval;Westerveld;83.2;34.7;16.4;6.3;5.7;9.7;3.6;51.1;55.8;44.2;14.4;54.0;49.9;17.4;18.0;19.7;17.4;47.2;11.0;11.0
1139;Totaal;Bovengrens 95%-interval;Westervoort;81.1;41.1;20.6;7.4;7.6;12.8;4.0;47.1;58.6;39.5;22.1;54.0;53.5;20.4;22.3;20.5;23.7;50.6;10.3;8.2
1140;Totaal;Bovengrens 95%-interval;Westerwolde;79.0;38.3;18.8;7.1;6.6;13.1;3.7;43.9;62.2;42.3;23.3;50.4;39.5;18.5;18.7;18.6;22.7;51.7;9.3;5.8
1141;Totaal;Bovengrens 95%-interval;Westland;82.9;31.9;13.9;4.9;4.9;8.8;1.8;52.6;50.7;38.5;13.6;52.9;57.3;17.8;13.3;12.4;15.1;40.4;10.0;6.6
1142;Totaal;Bovengrens 95%-interval;Weststellingwerf;84.2;38.2;16.3;5.6;5.5;9.9;2.5;50.2;56.6;41.8;17.5;54.8;48.4;14.1;17.0;16.4;22.6;46.9;10.7;10.1
1143;Totaal;Bovengrens 95%-interval;Westvoorne;80.7;37.9;17.7;4.5;6.9;11.6;2.1;52.3;54.4;42.1;15.1;49.6;52.6;20.6;26.2;12.7;15.5;49.6;9.1;7.8
1144;Totaal;Bovengrens 95%-interval;Wierden;84.9;31.8;17.3;5.2;7.5;10.8;1.4;49.8;56.5;38.9;20.3;53.1;51.0;21.8;15.7;11.6;15.7;42.6;10.1;8.1
1145;Totaal;Bovengrens 95%-interval;Wijchen;79.5;36.4;17.1;5.6;6.9;10.3;2.3;50.1;54.5;38.1;18.5;55.0;55.8;17.0;25.0;20.5;18.0;44.1;10.8;6.7
1146;Totaal;Bovengrens 95%-interval;Wijdemeren;84.8;35.7;14.1;5.2;6.5;9.1;4.0;51.7;54.0;40.3;16.4;50.7;53.2;15.5;16.1;10.4;16.1;43.8;13.5;12.1
1147;Totaal;Bovengrens 95%-interval;Wijk bij Duurstede;83.9;39.0;16.3;6.8;3.8;11.8;4.1;57.5;50.7;36.7;17.7;;;19.0;26.0;14.3;23.5;44.2;12.6;11.2
1148;Totaal;Bovengrens 95%-interval;Winterswijk;81.8;39.4;16.8;6.4;6.7;10.4;2.6;50.0;55.4;37.3;20.8;56.8;48.2;16.7;14.7;15.6;19.0;41.9;11.6;7.7
1149;Totaal;Bovengrens 95%-interval;Woensdrecht;78.4;39.4;19.3;7.3;9.3;12.4;3.2;44.0;61.5;43.1;21.6;49.9;53.4;19.1;15.0;14.0;17.4;49.6;10.1;7.0
1150;Totaal;Bovengrens 95%-interval;Woerden;82.9;33.5;12.0;4.8;4.4;7.1;2.4;53.8;49.5;36.9;14.4;;;15.5;17.6;12.8;15.6;45.2;7.9;6.3
1151;Totaal;Bovengrens 95%-interval;De Wolden;85.4;37.6;15.5;7.3;4.7;9.6;3.0;48.7;58.3;43.2;18.3;49.6;50.0;16.0;17.4;14.6;17.7;39.7;14.4;10.8
1152;Totaal;Bovengrens 95%-interval;Wormerland;84.2;34.2;16.9;6.2;7.3;9.9;2.9;50.1;55.9;40.1;18.5;52.6;56.9;17.2;17.6;23.8;17.6;41.4;11.5;9.2
1153;Totaal;Bovengrens 95%-interval;Woudenberg;85.4;32.0;14.9;5.7;6.1;7.9;1.9;56.8;50.0;38.6;14.0;;;19.4;19.8;11.6;14.5;52.9;7.3;5.9
1154;Totaal;Bovengrens 95%-interval;Zaanstad;77.9;35.5;16.9;5.0;7.3;10.6;1.7;47.2;54.0;37.2;17.6;48.5;47.2;14.0;18.5;14.1;20.5;47.4;8.7;6.5
1155;Totaal;Bovengrens 95%-interval;Zaltbommel;80.6;36.7;17.6;6.9;6.8;9.7;2.9;48.0;57.6;40.9;19.3;46.2;47.8;16.7;20.5;12.9;23.8;48.9;12.9;9.3
1156;Totaal;Bovengrens 95%-interval;Zandvoort;82.3;38.4;20.4;6.9;8.5;13.5;3.0;56.8;49.3;35.8;16.0;54.1;53.8;18.0;27.5;22.4;22.9;44.0;12.8;12.1
1157;Totaal;Bovengrens 95%-interval;Zeewolde;86.0;30.9;11.7;5.1;5.1;7.5;3.6;51.2;55.2;41.1;17.2;53.7;58.7;13.8;18.6;12.8;19.0;53.2;9.4;8.2
1158;Totaal;Bovengrens 95%-interval;Zeist;80.5;34.9;14.2;4.6;5.8;9.4;2.5;56.2;45.1;32.6;13.7;;;14.7;17.0;12.5;15.3;47.5;7.2;6.7
1159;Totaal;Bovengrens 95%-interval;Zevenaar;79.5;40.0;18.8;8.2;7.8;10.5;3.7;44.4;60.4;39.8;23.5;56.0;50.0;19.3;13.9;13.5;20.5;45.8;11.0;10.6
1160;Totaal;Bovengrens 95%-interval;Zoetermeer;79.2;37.9;18.9;6.4;8.1;11.6;2.7;48.3;54.1;38.5;17.1;45.6;48.7;14.9;19.7;17.1;16.4;55.1;5.7;4.9
1161;Totaal;Bovengrens 95%-interval;Zoeterwoude;88.7;31.8;13.5;5.0;6.9;7.4;2.4;53.0;53.6;40.8;15.5;58.9;59.3;19.5;12.7;9.9;16.5;44.5;9.5;8.2
1162;Totaal;Bovengrens 95%-interval;Zuidplas;86.5;35.0;16.0;9.2;7.8;9.1;2.7;51.7;56.2;43.3;16.3;46.8;56.3;17.4;19.7;16.4;16.0;54.8;9.3;8.6
1163;Totaal;Bovengrens 95%-interval;Zundert;81.7;34.5;16.8;6.6;6.6;10.3;1.5;48.7;59.1;42.6;19.9;52.7;51.6;17.7;18.0;11.4;15.5;40.8;15.2;11.7
1164;Totaal;Bovengrens 95%-interval;Zutphen;82.5;38.4;16.7;5.1;5.5;11.2;3.2;54.4;51.5;36.2;18.0;57.7;53.0;18.3;18.9;15.5;20.1;50.3;10.0;6.8
1165;Totaal;Bovengrens 95%-interval;Zwartewaterland;85.4;34.6;14.4;5.3;4.6;9.6;3.5;46.1;59.2;38.6;23.4;50.0;44.8;17.9;19.0;12.8;21.4;46.3;11.8;9.9
1166;Totaal;Bovengrens 95%-interval;Zwijndrecht;78.0;37.6;17.5;5.8;7.0;12.2;3.6;44.7;60.1;40.7;22.2;44.1;45.4;17.8;24.7;13.3;17.8;52.1;8.0;7.4
1167;Totaal;Bovengrens 95%-interval;Zwolle;84.8;34.9;14.9;4.6;6.1;8.6;3.5;55.3;49.0;37.9;13.1;57.8;57.6;15.4;18.7;14.8;20.4;41.5;9.5;7.3
1168;Totaal;Bovengrens 95%-interval;Friese Waddeneilanden (CG);85.5;33.9;15.0;6.2;7.7;8.5;4.3;51.1;55.2;42.3;15.9;74.0;47.8;12.2;;;24.2;39.7;16.8;15.2
1169;Totaal;Bovengrens 95%-interval;GGD Groningen (GG);78.9;33.1;14.3;4.0;5.2;9.8;2.3;49.4;51.5;35.4;16.9;51.1;47.4;13.0;13.6;13.4;20.9;44.2;9.3;7.1
1170;Totaal;Bovengrens 95%-interval;GGD Drenthe (GG);80.4;36.8;16.0;5.5;5.6;10.1;1.7;46.8;55.0;39.2;17.0;50.6;46.1;14.2;16.7;16.7;18.5;44.7;8.5;7.3
1171;Totaal;Bovengrens 95%-interval;GGD IJsselland (GG);82.7;32.4;14.1;4.7;5.5;8.2;1.9;49.7;51.4;36.9;15.3;52.9;50.5;14.8;15.2;11.5;18.5;42.0;9.7;7.1
1172;Totaal;Bovengrens 95%-interval;GGD Twente (GG);81.0;32.2;16.6;5.4;6.4;10.6;1.5;46.7;54.4;38.0;17.2;53.3;49.9;17.4;13.2;11.6;18.3;41.5;11.1;8.4
1173;Totaal;Bovengrens 95%-interval;GGD Noord- en Oost-Gelderland (GG);80.8;34.4;14.8;4.8;4.8;9.5;1.8;47.1;53.4;37.2;16.9;52.2;50.2;16.1;14.1;11.5;16.0;44.4;9.1;6.7
1174;Totaal;Bovengrens 95%-interval;Veiligh. en Gez. Gelderland-Midden (GG);81.8;34.6;15.6;5.2;6.2;9.1;2.1;50.8;49.9;34.7;15.9;55.3;53.1;15.3;17.1;12.7;18.4;45.0;9.1;7.0
1175;Totaal;Bovengrens 95%-interval;GGD Gelderland-Zuid (GG);77.4;33.9;13.8;4.5;5.1;8.2;1.9;49.6;50.7;36.1;15.2;50.4;52.3;13.7;17.0;12.6;18.9;42.5;9.4;6.6
1176;Totaal;Bovengrens 95%-interval;GGD Flevoland (GG);79.7;34.9;15.5;4.7;6.2;9.4;2.7;47.3;55.0;39.8;16.7;48.7;49.3;14.9;22.3;16.6;18.5;54.6;6.9;4.9
1177;Totaal;Bovengrens 95%-interval;GGD Regio Utrecht (GG);81.5;30.7;12.4;4.2;4.6;7.6;2.0;54.4;44.9;32.7;12.6;;;13.6;14.2;12.1;15.6;42.9;7.6;6.0
1178;Totaal;Bovengrens 95%-interval;GGD Hollands-Noorden (GG);80.6;32.6;13.1;4.1;4.9;8.3;2.1;50.3;49.7;36.1;14.2;54.9;53.4;13.6;15.7;12.3;15.9;40.5;9.8;7.4
1179;Totaal;Bovengrens 95%-interval;GGD Kennemerland (GG);81.2;32.1;13.8;4.1;5.4;8.6;2.0;52.4;47.6;34.5;13.6;57.8;56.9;14.9;15.4;12.6;15.4;40.8;8.2;7.0
1180;Totaal;Bovengrens 95%-interval;GGD Amsterdam (GG);80.5;29.3;15.0;4.5;6.9;9.6;2.9;58.3;41.1;29.8;11.9;56.4;59.4;10.4;18.6;14.8;21.2;42.0;11.1;7.4
1181;Totaal;Bovengrens 95%-interval;GGD Gooi en Vechtstreek (GG);82.8;32.7;12.2;3.5;4.5;8.0;2.6;53.7;46.9;34.8;12.9;50.5;54.0;14.7;17.8;14.6;17.6;40.6;8.7;7.9
1182;Totaal;Bovengrens 95%-interval;GGD Hollands-Midden (GG);83.0;32.5;12.5;4.3;4.5;7.7;2.0;51.4;48.6;34.9;14.3;51.3;53.2;13.6;15.2;12.1;15.3;43.6;8.4;7.1
1183;Totaal;Bovengrens 95%-interval;GGD Rotterdam-Rijnmond (GG);77.5;33.0;17.1;5.0;7.1;11.4;1.9;47.1;52.8;36.1;17.3;44.9;49.0;12.1;16.3;14.6;18.9;50.8;7.6;5.8
1184;Totaal;Bovengrens 95%-interval;Dienst Gezondheid & Jeugd ZHZ (GG);80.1;33.6;14.9;4.8;5.1;9.8;2.1;46.8;53.8;37.4;17.2;46.5;46.9;15.7;16.0;12.5;15.4;51.3;7.0;5.5
1185;Totaal;Bovengrens 95%-interval;GGD Zeeland (GG);77.8;34.7;16.1;5.3;5.7;10.1;1.8;47.7;52.9;38.4;15.2;51.5;44.3;16.5;12.9;11.9;17.0;49.6;7.0;6.2
1186;Totaal;Bovengrens 95%-interval;GGD West-Brabant (GG);78.9;32.3;15.9;5.4;6.1;9.9;2.2;46.2;53.8;37.6;16.9;48.6;51.6;15.2;14.3;12.4;16.1;43.4;8.7;6.4
1187;Totaal;Bovengrens 95%-interval;GGD Hart voor Brabant (GG);79.7;32.5;15.6;5.2;6.1;9.8;1.8;48.7;51.3;36.1;15.7;50.1;55.9;14.3;14.1;11.7;16.1;40.6;9.9;6.5
1188;Totaal;Bovengrens 95%-interval;GGD Brabant-Zuidoost (GG);79.7;32.2;14.7;4.6;5.9;8.9;1.8;50.4;49.8;35.4;14.9;51.9;54.8;15.0;14.8;12.7;15.5;40.7;10.0;7.0
1189;Totaal;Bovengrens 95%-interval;GGD Limburg-Noord (GG);77.2;36.2;17.4;5.7;6.6;10.4;1.8;46.9;53.3;37.7;16.1;52.9;49.6;16.6;14.4;11.2;17.5;42.4;9.1;6.5
1190;Totaal;Bovengrens 95%-interval;GGD Zuid-Limburg (GG);73.1;38.8;20.1;6.5;7.2;13.4;2.1;44.8;54.6;36.8;18.3;45.0;45.3;16.1;15.9;12.0;19.9;45.6;7.7;6.1
1191;Totaal;Bovengrens 95%-interval;GGD Haaglanden (GG);78.6;32.9;17.2;5.4;7.3;11.1;2.3;52.0;47.9;34.0;14.4;50.4;52.7;13.2;15.4;12.9;17.1;49.0;7.4;5.4
1192;Totaal;Bovengrens 95%-interval;GGD Fryslân (GG);81.4;33.8;13.4;4.0;4.8;8.7;1.9;48.4;51.9;37.3;15.2;54.6;47.1;12.8;12.4;12.8;18.5;42.3;9.7;7.9
1193;Totaal;Bovengrens 95%-interval;GGD Zaanstreek/Waterland (GG);79.7;34.5;15.2;4.0;6.5;9.3;1.6;47.7;53.4;37.3;16.9;47.9;48.7;13.8;19.2;14.3;18.4;43.7;8.8;6.6
1194;18 tot 65 jaar;Waarde;Nederland;82.8;27.5;10.7;3.5;4.8;5.6;1.9;51.4;46.7;32.8;13.9;54.2;55.9;13.2;13.7;9.8;18.9;40.2;9.2;5.9
1195;18 tot 65 jaar;Waarde;Noord-Nederland (LD);83.0;28.5;9.3;2.9;3.9;4.9;1.8;49.5;48.7;33.8;14.9;55.3;51.3;12.3;11.5;10.4;21.3;37.5;9.9;7.1
1196;18 tot 65 jaar;Waarde;Oost-Nederland (LD);83.1;27.8;10.5;3.5;4.5;5.1;1.7;49.8;48.5;34.0;14.5;54.6;54.5;14.5;13.9;9.4;19.4;40.2;9.7;6.2
1197;18 tot 65 jaar;Waarde;West-Nederland (LD);83.1;26.6;10.7;3.5;4.9;5.7;2.1;53.3;44.6;31.7;13.0;;;12.2;14.2;10.2;18.5;41.7;8.6;5.6
1198;18 tot 65 jaar;Waarde;Zuid-Nederland (LD);81.6;28.7;11.7;4.0;5.2;6.0;1.9;49.5;48.6;33.6;15.0;52.3;56.6;14.6;13.5;9.1;18.2;37.7;9.8;5.9
1199;18 tot 65 jaar;Waarde;Groningen (PV);81.5;27.7;9.6;2.8;4.0;5.3;2.1;51.0;46.9;31.9;15.1;54.2;51.7;12.0;10.3;9.7;22.6;38.1;9.8;6.6
1200;18 tot 65 jaar;Waarde;Fryslân (PV);84.1;28.0;8.5;2.6;3.5;4.4;1.8;49.7;48.5;34.4;14.1;57.6;51.5;11.6;10.7;9.2;20.7;36.4;10.6;7.9
1201;18 tot 65 jaar;Waarde;Drenthe (PV);83.5;30.2;10.1;3.6;4.2;5.0;1.3;47.5;51.2;35.5;15.6;53.7;50.6;13.5;13.9;12.7;20.4;38.2;8.9;6.5
1202;18 tot 65 jaar;Waarde;Overijssel (PV);84.5;26.4;10.8;3.6;4.8;5.2;1.5;49.7;48.8;34.3;14.5;55.6;54.0;15.2;11.8;8.5;20.0;36.6;11.1;7.3
1203;18 tot 65 jaar;Waarde;Flevoland (PV);80.3;29.6;11.4;3.2;4.9;5.7;2.0;46.7;51.2;36.7;14.6;48.1;50.5;13.1;17.8;12.4;18.4;51.7;6.2;3.7
1204;18 tot 65 jaar;Waarde;Gelderland (PV);83.0;28.2;10.2;3.4;4.3;5.0;1.8;50.5;47.8;33.2;14.6;55.4;55.7;14.4;14.3;9.4;19.3;39.7;9.6;6.1
1205;18 tot 65 jaar;Waarde;Utrecht (PV);84.4;25.5;8.6;3.1;3.7;4.3;1.9;56.7;41.4;30.0;11.3;;;12.5;13.4;9.4;16.7;39.2;7.9;5.2
1206;18 tot 65 jaar;Waarde;Noord-Holland (PV);83.6;25.8;10.2;3.1;4.9;5.3;2.3;55.2;42.5;30.6;11.9;57.7;59.8;11.6;15.3;10.7;19.5;37.7;10.1;6.3
1207;18 tot 65 jaar;Waarde;Zuid-Holland (PV);82.4;27.4;11.8;3.9;5.4;6.5;1.9;51.1;47.0;32.7;14.3;51.3;55.0;12.1;14.1;10.4;18.3;45.4;7.7;5.1
1208;18 tot 65 jaar;Waarde;Zeeland (PV);80.9;29.6;11.5;3.9;4.6;5.8;1.7;48.9;49.4;35.3;14.0;54.9;48.6;15.9;10.9;8.4;19.1;45.6;7.3;5.3
1209;18 tot 65 jaar;Waarde;Noord-Brabant (PV);82.6;27.4;11.0;3.7;5.1;5.6;1.8;50.3;47.9;33.4;14.5;52.6;58.5;13.9;13.3;9.3;17.0;37.1;10.1;5.9
1210;18 tot 65 jaar;Waarde;Limburg (PV);79.4;31.6;13.5;4.7;5.7;7.0;2.0;47.7;50.3;34.2;16.1;51.5;51.9;16.0;13.9;8.7;21.0;39.2;9.1;5.8
