ID;RegioS;SamenstellingVanHetHuishouden;Totaal_1;Totaal_2;HuishoudensMetEenLaagInkomen_3;HuishOnderOfRondHetSociaalMinimum_4;Totaal_5;HuishMetEenLangdurigLaagInkomen_6;HuishLangdurigOnderOfRondSocMin_7
1492;Korendijk;Paar zonder kinderen;1.4;1.4;6.0;6.0;1.3;;
1493;Korendijk;Paar met kinderen;1.5;1.5;;;1.3;;
1494;Korendijk;Eenoudergezin;0.2;0.2;;;0.1;;
1495;Krimpen aan den IJssel;Totaal particulier huishouden;11.2;10.9;7.0;6.0;10.1;1.0;2.0
1496;Krimpen aan den IJssel;Eenpersoonshuishouden;2.7;2.6;13.0;12.0;2.5;3.0;4.0
1497;Krimpen aan den IJssel;Paar zonder kinderen;3.7;3.6;3.0;3.0;3.5;;
1498;Krimpen aan den IJssel;Paar met kinderen;3.8;3.7;3.0;2.0;3.4;;
1499;Krimpen aan den IJssel;Eenoudergezin;0.7;0.7;20.0;23.0;0.5;;
1500;Laarbeek;Totaal particulier huishouden;8.4;8.1;7.0;7.0;7.4;2.0;2.0
1501;Laarbeek;Eenpersoonshuishouden;1.9;1.8;17.0;17.0;1.6;6.0;5.0
1502;Laarbeek;Paar zonder kinderen;2.7;2.7;4.0;4.0;2.6;;
1503;Laarbeek;Paar met kinderen;3.1;3.0;4.0;3.0;2.7;;
1504;Laarbeek;Eenoudergezin;0.4;0.3;;;0.2;;
1505;Landerd;Totaal particulier huishouden;5.4;5.3;6.0;5.0;4.9;;
1506;Landerd;Eenpersoonshuishouden;1.2;1.1;14.0;13.0;1.1;;
1507;Landerd;Paar zonder kinderen;1.5;1.5;;;1.4;;
1508;Landerd;Paar met kinderen;2.2;2.2;3.0;;2.0;;
1509;Landerd;Eenoudergezin;0.2;0.2;;;0.2;;
1510;Landgraaf;Totaal particulier huishouden;16.8;15.9;10.0;9.0;14.2;4.0;3.0
1511;Landgraaf;Eenpersoonshuishouden;4.7;4.4;19.0;17.0;4.0;7.0;7.0
1512;Landgraaf;Paar zonder kinderen;5.6;5.5;4.0;4.0;5.0;2.0;
1513;Landgraaf;Paar met kinderen;5.0;4.6;6.0;4.0;4.1;2.0;
1514;Landgraaf;Eenoudergezin;1.0;1.0;24.0;26.0;0.8;;10.0
1515;Landsmeer;Totaal particulier huishouden;4.2;4.1;6.0;5.0;3.7;;
1516;Landsmeer;Eenpersoonshuishouden;1.0;1.0;13.0;10.0;0.9;;
1517;Landsmeer;Paar zonder kinderen;1.4;1.3;;;1.3;;
1518;Landsmeer;Paar met kinderen;1.4;1.4;;;1.2;;
1519;Landsmeer;Eenoudergezin;0.3;0.3;;;0.2;;
1520;Langedijk;Totaal particulier huishouden;9.8;9.6;7.0;6.0;8.8;1.0;1.0
1521;Langedijk;Eenpersoonshuishouden;2.2;2.1;13.0;11.0;2.0;;
1522;Langedijk;Paar zonder kinderen;3.0;3.0;3.0;3.0;2.9;;
1523;Langedijk;Paar met kinderen;3.8;3.7;4.0;2.0;3.3;;
1524;Langedijk;Eenoudergezin;0.5;0.5;23.0;24.0;0.4;;
1525;Laren (NH.);Totaal particulier huishouden;4.7;4.5;8.0;7.0;4.0;;
1526;Laren (NH.);Eenpersoonshuishouden;1.6;1.5;11.0;10.0;1.3;;
1527;Laren (NH.);Paar zonder kinderen;1.5;1.5;5.0;5.0;1.4;;
1528;Laren (NH.);Paar met kinderen;1.2;1.2;7.0;6.0;1.0;;
1529;Laren (NH.);Eenoudergezin;0.2;0.2;;;0.2;;
1530;Leek;Totaal particulier huishouden;7.3;7.1;7.0;7.0;6.5;1.0;1.0
1531;Leek;Eenpersoonshuishouden;1.7;1.7;11.0;10.0;1.5;;
1532;Leek;Paar zonder kinderen;2.5;2.5;;;2.3;;
1533;Leek;Paar met kinderen;2.5;2.4;6.0;4.0;2.2;;
1534;Leek;Eenoudergezin;0.4;0.4;24.0;27.0;0.3;;
1535;Leerdam;Totaal particulier huishouden;8.0;7.8;7.0;6.0;7.1;2.0;1.0
1536;Leerdam;Eenpersoonshuishouden;2.2;2.1;12.0;11.0;2.0;4.0;
1537;Leerdam;Paar zonder kinderen;2.3;2.2;;;2.1;;
1538;Leerdam;Paar met kinderen;2.8;2.7;4.0;3.0;2.5;;
1539;Leerdam;Eenoudergezin;0.4;0.4;20.0;20.0;0.3;;
1540;Leeuwarden;Totaal particulier huishouden;40.7;38.4;15.0;13.0;33.1;5.0;4.0
1541;Leeuwarden;Eenpersoonshuishouden;16.8;15.6;21.0;19.0;13.5;8.0;7.0
1542;Leeuwarden;Paar zonder kinderen;11.2;10.9;5.0;4.0;9.7;1.0;1.0
1543;Leeuwarden;Paar met kinderen;8.8;8.5;9.0;5.0;7.2;3.0;
1544;Leeuwarden;Eenoudergezin;2.9;2.6;36.0;37.0;2.0;12.0;14.0
1545;Leeuwarderadeel;Totaal particulier huishouden;4.0;3.9;8.0;7.0;3.6;;
1546;Leeuwarderadeel;Eenpersoonshuishouden;0.8;0.8;17.0;16.0;0.7;;
1547;Leeuwarderadeel;Paar zonder kinderen;1.4;1.4;;;1.3;;
1548;Leeuwarderadeel;Paar met kinderen;1.5;1.4;;;1.3;;
1549;Leeuwarderadeel;Eenoudergezin;0.2;0.2;;;0.2;;
1550;Leiden;Totaal particulier huishouden;50.5;47.7;10.0;9.0;40.3;4.0;4.0
1551;Leiden;Eenpersoonshuishouden;21.0;19.2;15.0;14.0;15.9;6.0;6.0
1552;Leiden;Paar zonder kinderen;12.9;12.7;4.0;4.0;10.9;1.0;1.0
1553;Leiden;Paar met kinderen;12.1;11.6;6.0;4.0;10.2;2.0;1.0
1554;Leiden;Eenoudergezin;2.9;2.7;26.0;28.0;2.2;12.0;12.0
1555;Leiderdorp;Totaal particulier huishouden;10.8;10.5;6.0;5.0;9.7;2.0;2.0
1556;Leiderdorp;Eenpersoonshuishouden;3.3;3.1;8.0;8.0;2.9;4.0;4.0
1557;Leiderdorp;Paar zonder kinderen;3.2;3.2;;2.0;3.0;;
1558;Leiderdorp;Paar met kinderen;3.5;3.4;4.0;2.0;3.1;;
1559;Leiderdorp;Eenoudergezin;0.6;0.6;21.0;21.0;0.5;;
1560;Leidschendam-Voorburg;Totaal particulier huishouden;33.6;32.4;8.0;7.0;29.1;2.0;2.0
1561;Leidschendam-Voorburg;Eenpersoonshuishouden;12.9;12.3;10.0;10.0;11.4;4.0;4.0
1562;Leidschendam-Voorburg;Paar zonder kinderen;9.9;9.8;3.0;2.0;9.1;;1.0
1563;Leidschendam-Voorburg;Paar met kinderen;7.9;7.6;6.0;4.0;6.5;2.0;
1564;Leidschendam-Voorburg;Eenoudergezin;2.0;1.8;20.0;20.0;1.5;7.0;6.0
1565;Lelystad;Totaal particulier huishouden;29.3;28.0;12.0;10.0;24.2;3.0;3.0
1566;Lelystad;Eenpersoonshuishouden;8.6;8.1;21.0;18.0;6.9;7.0;7.0
1567;Lelystad;Paar zonder kinderen;8.3;8.2;4.0;4.0;7.6;;1.0
1568;Lelystad;Paar met kinderen;9.0;8.7;8.0;4.0;7.4;2.0;
1569;Lelystad;Eenoudergezin;2.1;1.9;27.0;27.0;1.5;8.0;10.0
1570;Lemsterland;Totaal particulier huishouden;5.4;5.2;12.0;10.0;4.6;2.0;2.0
1571;Lemsterland;Eenpersoonshuishouden;1.4;1.3;19.0;17.0;1.2;;
1572;Lemsterland;Paar zonder kinderen;1.7;1.7;6.0;6.0;1.6;;
1573;Lemsterland;Paar met kinderen;1.8;1.8;9.0;7.0;1.5;;
1574;Lemsterland;Eenoudergezin;0.2;0.2;;36.0;0.2;;
1575;Leusden;Totaal particulier huishouden;11.4;11.2;5.0;4.0;10.3;1.0;1.0
1576;Leusden;Eenpersoonshuishouden;3.0;2.9;8.0;8.0;2.7;;
1577;Leusden;Paar zonder kinderen;3.5;3.5;2.0;2.0;3.3;;
1578;Leusden;Paar met kinderen;4.0;4.0;3.0;2.0;3.6;;
1579;Leusden;Eenoudergezin;0.6;0.6;18.0;19.0;0.5;;
1580;Liemeer;Totaal particulier huishouden;2.3;2.3;5.0;4.0;2.0;;
1581;Liemeer;Eenpersoonshuishouden;0.5;0.5;;;0.5;;
1582;Liemeer;Paar zonder kinderen;0.6;0.6;;;0.6;;
1583;Liemeer;Paar met kinderen;1.0;0.9;;;0.8;;
1584;Liemeer;Eenoudergezin;0.1;0.1;;;;;
1585;Liesveld;Totaal particulier huishouden;3.5;3.4;4.0;4.0;3.2;;
1586;Liesveld;Eenpersoonshuishouden;0.7;0.7;;;0.7;;
1587;Liesveld;Paar zonder kinderen;1.1;1.1;;;1.0;;
1588;Liesveld;Paar met kinderen;1.5;1.4;;;1.3;;
1589;Liesveld;Eenoudergezin;0.1;0.1;;;0.1;;
1590;Lingewaal;Totaal particulier huishouden;4.0;3.9;5.0;5.0;3.6;;
1591;Lingewaal;Eenpersoonshuishouden;0.8;0.7;;;0.7;;
1592;Lingewaal;Paar zonder kinderen;1.3;1.3;;;1.2;;
1593;Lingewaal;Paar met kinderen;1.6;1.6;;;1.4;;
1594;Lingewaal;Eenoudergezin;0.2;0.2;;;0.2;;
1595;Lingewaard;Totaal particulier huishouden;16.9;16.6;6.0;6.0;15.1;1.0;1.0
1596;Lingewaard;Eenpersoonshuishouden;3.7;3.6;14.0;13.0;3.4;3.0;3.0
1597;Lingewaard;Paar zonder kinderen;5.6;5.5;2.0;2.0;5.2;;
1598;Lingewaard;Paar met kinderen;6.3;6.2;5.0;3.0;5.5;;
1599;Lingewaard;Eenoudergezin;0.8;0.8;18.0;18.0;0.6;;
1600;Lisse;Totaal particulier huishouden;8.9;8.6;5.0;5.0;7.9;1.0;1.0
1601;Lisse;Eenpersoonshuishouden;2.5;2.5;11.0;10.0;2.2;;
1602;Lisse;Paar zonder kinderen;2.8;2.8;3.0;3.0;2.6;;
1603;Lisse;Paar met kinderen;2.9;2.8;3.0;;2.5;;
1604;Lisse;Eenoudergezin;0.5;0.4;;;0.3;;
1605;Lith;Totaal particulier huishouden;2.3;2.2;9.0;7.0;2.0;;
1606;Lith;Eenpersoonshuishouden;0.3;0.3;;;0.3;;
1607;Lith;Paar zonder kinderen;0.7;0.7;;;0.6;;
1608;Lith;Paar met kinderen;1.1;1.1;8.0;;0.9;;
1609;Lith;Eenoudergezin;0.1;0.1;;;0.1;;
1610;Littenseradiel;Totaal particulier huishouden;4.0;3.9;8.0;6.0;3.5;;
1611;Littenseradiel;Eenpersoonshuishouden;0.8;0.8;10.0;9.0;0.7;;
1612;Littenseradiel;Paar zonder kinderen;1.2;1.2;;;1.1;;
1613;Littenseradiel;Paar met kinderen;1.6;1.6;7.0;4.0;1.4;;
1614;Littenseradiel;Eenoudergezin;0.2;0.2;;;0.2;;
1615;Lochem;Totaal particulier huishouden;13.1;12.9;7.0;6.0;11.9;2.0;2.0
1616;Lochem;Eenpersoonshuishouden;3.3;3.2;12.0;11.0;3.1;4.0;4.0
1617;Lochem;Paar zonder kinderen;4.7;4.6;3.0;3.0;4.4;;
1618;Lochem;Paar met kinderen;4.1;4.0;5.0;4.0;3.6;;
1619;Lochem;Eenoudergezin;0.5;0.4;21.0;21.0;0.3;;
1620;Loenen;Totaal particulier huishouden;3.4;3.3;7.0;6.0;3.0;;
1621;Loenen;Eenpersoonshuishouden;0.9;0.9;12.0;9.0;0.9;;
1622;Loenen;Paar zonder kinderen;1.0;1.0;;;1.0;;
1623;Loenen;Paar met kinderen;1.1;1.1;;;1.0;;
1624;Loenen;Eenoudergezin;0.2;0.2;;;0.1;;
1625;Loon op Zand;Totaal particulier huishouden;8.9;8.6;6.0;6.0;8.0;1.0;1.0
1626;Loon op Zand;Eenpersoonshuishouden;2.0;1.9;12.0;14.0;1.8;;
1627;Loon op Zand;Paar zonder kinderen;2.9;2.9;3.0;3.0;2.7;;
1628;Loon op Zand;Paar met kinderen;3.2;3.1;3.0;;2.8;;
1629;Loon op Zand;Eenoudergezin;0.4;0.4;21.0;23.0;0.3;;
1630;Lopik;Totaal particulier huishouden;5.0;4.8;5.0;4.0;4.3;;
1631;Lopik;Eenpersoonshuishouden;1.1;1.0;10.0;8.0;0.9;;
1632;Lopik;Paar zonder kinderen;1.4;1.4;;;1.3;;
1633;Lopik;Paar met kinderen;2.1;2.0;3.0;;1.8;;
1634;Lopik;Eenoudergezin;0.2;0.2;;;0.2;;
1635;Loppersum;Totaal particulier huishouden;4.4;4.3;10.0;9.0;3.9;3.0;2.0
1636;Loppersum;Eenpersoonshuishouden;1.2;1.1;14.0;15.0;1.0;;
1637;Loppersum;Paar zonder kinderen;1.4;1.4;;;1.3;;
1638;Loppersum;Paar met kinderen;1.5;1.4;9.0;6.0;1.3;;
1639;Loppersum;Eenoudergezin;0.3;0.2;;;0.2;;
1640;Losser;Totaal particulier huishouden;8.5;8.2;8.0;7.0;7.5;2.0;2.0
1641;Losser;Eenpersoonshuishouden;1.9;1.7;18.0;14.0;1.6;6.0;5.0
1642;Losser;Paar zonder kinderen;2.9;2.8;3.0;4.0;2.7;;
1643;Losser;Paar met kinderen;2.9;2.8;5.0;3.0;2.5;;
1644;Losser;Eenoudergezin;0.4;0.4;24.0;25.0;0.3;;
1645;Maarssen;Totaal particulier huishouden;16.0;15.5;7.0;6.0;14.1;1.0;1.0
1646;Maarssen;Eenpersoonshuishouden;4.2;4.0;12.0;11.0;3.7;3.0;3.0
1647;Maarssen;Paar zonder kinderen;4.7;4.7;3.0;3.0;4.4;;
1648;Maarssen;Paar met kinderen;5.6;5.5;5.0;3.0;4.9;;
1649;Maarssen;Eenoudergezin;1.1;1.0;14.0;15.0;0.8;;
1650;Maasbracht;Totaal particulier huishouden;5.6;5.4;7.0;7.0;4.9;;2.0
1651;Maasbracht;Eenpersoonshuishouden;1.4;1.3;13.0;12.0;1.2;;
1652;Maasbracht;Paar zonder kinderen;1.8;1.8;;5.0;1.7;;
1653;Maasbracht;Paar met kinderen;1.8;1.7;4.0;;1.6;;
1654;Maasbracht;Eenoudergezin;0.3;0.3;;;0.2;;
1655;Maasbree;Totaal particulier huishouden;4.8;4.7;5.0;4.0;4.3;;
1656;Maasbree;Eenpersoonshuishouden;0.9;0.8;11.0;12.0;0.8;;
1657;Maasbree;Paar zonder kinderen;1.6;1.6;;;1.5;;
1658;Maasbree;Paar met kinderen;2.0;1.9;;;1.7;;
1659;Maasbree;Eenoudergezin;0.2;0.2;;;0.2;;
1660;Maasdonk;Totaal particulier huishouden;4.0;3.9;6.0;6.0;3.6;;
1661;Maasdonk;Eenpersoonshuishouden;0.8;0.8;14.0;13.0;0.7;;
1662;Maasdonk;Paar zonder kinderen;1.2;1.2;;;1.1;;
1663;Maasdonk;Paar met kinderen;1.7;1.7;;;1.5;;
1664;Maasdonk;Eenoudergezin;0.2;0.2;;;0.2;;
1665;Maasdriel;Totaal particulier huishouden;8.8;8.6;7.0;6.0;7.8;1.0;1.0
1666;Maasdriel;Eenpersoonshuishouden;2.0;1.9;11.0;11.0;1.8;;
1667;Maasdriel;Paar zonder kinderen;2.5;2.5;3.0;4.0;2.3;;
1668;Maasdriel;Paar met kinderen;3.5;3.5;5.0;3.0;3.1;;
1669;Maasdriel;Eenoudergezin;0.4;0.4;;;0.3;;
1670;Maassluis;Totaal particulier huishouden;13.4;13.0;8.0;8.0;11.8;3.0;2.0
1671;Maassluis;Eenpersoonshuishouden;3.9;3.8;11.0;11.0;3.6;5.0;5.0
1672;Maassluis;Paar zonder kinderen;4.1;4.0;2.0;3.0;3.8;;
1673;Maassluis;Paar met kinderen;4.0;3.9;7.0;4.0;3.4;2.0;
1674;Maassluis;Eenoudergezin;0.9;0.8;32.0;34.0;0.7;;
1675;Maastricht;Totaal particulier huishouden;51.9;49.4;14.0;12.0;42.8;5.0;4.0
1676;Maastricht;Eenpersoonshuishouden;19.8;18.6;21.0;18.0;16.2;8.0;7.0
1677;Maastricht;Paar zonder kinderen;15.1;14.8;6.0;6.0;13.3;2.0;2.0
1678;Maastricht;Paar met kinderen;11.9;11.4;8.0;5.0;9.7;3.0;1.0
1679;Maastricht;Eenoudergezin;3.3;3.0;30.0;33.0;2.4;10.0;10.0
1680;Margraten;Totaal particulier huishouden;5.2;5.1;7.0;6.0;4.6;;
1681;Margraten;Eenpersoonshuishouden;1.1;1.1;14.0;14.0;1.0;;
1682;Margraten;Paar zonder kinderen;1.8;1.8;;;1.7;;
1683;Margraten;Paar met kinderen;1.9;1.9;5.0;;1.7;;
1684;Margraten;Eenoudergezin;0.2;0.2;;;0.2;;
1685;Marum;Totaal particulier huishouden;3.8;3.7;10.0;8.0;3.4;3.0;
1686;Marum;Eenpersoonshuishouden;0.9;0.8;16.0;14.0;0.8;;
1687;Marum;Paar zonder kinderen;1.2;1.2;;;1.2;;
1688;Marum;Paar met kinderen;1.4;1.4;7.0;5.0;1.2;;
1689;Marum;Eenoudergezin;0.2;0.2;;;0.2;;
1690;Medemblik;Totaal particulier huishouden;3.4;3.3;9.0;9.0;3.0;;
1691;Medemblik;Eenpersoonshuishouden;1.1;1.0;17.0;15.0;1.0;;
1692;Medemblik;Paar zonder kinderen;1.0;1.0;;;0.9;;
1693;Medemblik;Paar met kinderen;1.0;1.0;;;0.9;;
1694;Medemblik;Eenoudergezin;0.2;0.1;;;0.1;;
1695;Meerlo-Wanssum;Totaal particulier huishouden;2.9;2.8;6.0;5.0;2.6;;
1696;Meerlo-Wanssum;Eenpersoonshuishouden;0.6;0.5;;;0.5;;
1697;Meerlo-Wanssum;Paar zonder kinderen;1.0;1.0;;;1.0;;
1698;Meerlo-Wanssum;Paar met kinderen;1.2;1.1;;;1.0;;
1699;Meerlo-Wanssum;Eenoudergezin;0.1;0.1;;;0.1;;
1700;Meerssen;Totaal particulier huishouden;8.2;8.0;8.0;7.0;7.2;2.0;2.0
1701;Meerssen;Eenpersoonshuishouden;2.1;2.0;14.0;14.0;1.9;4.0;
1702;Meerssen;Paar zonder kinderen;2.9;2.9;3.0;4.0;2.7;;
1703;Meerssen;Paar met kinderen;2.5;2.5;6.0;5.0;2.2;;
1704;Meerssen;Eenoudergezin;0.4;0.4;20.0;22.0;0.3;;
1705;Meijel;Totaal particulier huishouden;2.2;2.1;5.0;5.0;1.9;;
1706;Meijel;Eenpersoonshuishouden;0.4;0.4;;;0.4;;
1707;Meijel;Paar zonder kinderen;0.7;0.7;;;0.7;;
1708;Meijel;Paar met kinderen;0.9;0.9;;;0.8;;
1709;Meijel;Eenoudergezin;0.1;0.1;;;;;
1710;Menaldumadeel;Totaal particulier huishouden;5.5;5.4;8.0;8.0;4.9;;
1711;Menaldumadeel;Eenpersoonshuishouden;1.4;1.4;17.0;19.0;1.3;;
1712;Menaldumadeel;Paar zonder kinderen;1.8;1.8;;;1.6;;
1713;Menaldumadeel;Paar met kinderen;2.0;2.0;5.0;;1.8;;
1714;Menaldumadeel;Eenoudergezin;0.3;0.2;;;0.2;;
1715;Menterwolde;Totaal particulier huishouden;5.1;5.0;10.0;8.0;4.5;3.0;2.0
1716;Menterwolde;Eenpersoonshuishouden;1.2;1.2;19.0;15.0;1.1;7.0;
1717;Menterwolde;Paar zonder kinderen;1.7;1.7;5.0;5.0;1.6;;
1718;Menterwolde;Paar met kinderen;1.8;1.7;7.0;5.0;1.5;;
1719;Menterwolde;Eenoudergezin;0.2;0.2;;;0.2;;
1720;Meppel;Totaal particulier huishouden;13.0;12.5;9.0;8.0;11.2;2.0;2.0
1721;Meppel;Eenpersoonshuishouden;4.3;4.1;16.0;15.0;3.7;4.0;3.0
1722;Meppel;Paar zonder kinderen;3.8;3.8;2.0;2.0;3.5;;
1723;Meppel;Paar met kinderen;3.9;3.7;4.0;3.0;3.3;;
1724;Meppel;Eenoudergezin;0.6;0.5;26.0;27.0;0.4;;
1725;Middelburg (Z.);Totaal particulier huishouden;20.2;19.6;10.0;8.0;17.6;3.0;3.0
1726;Middelburg (Z.);Eenpersoonshuishouden;6.8;6.5;17.0;14.0;6.0;6.0;5.0
1727;Middelburg (Z.);Paar zonder kinderen;6.2;6.1;3.0;3.0;5.8;;
1728;Middelburg (Z.);Paar met kinderen;5.6;5.4;4.0;2.0;4.7;;
1729;Middelburg (Z.);Eenoudergezin;1.2;1.1;28.0;31.0;0.8;;11.0
1730;Middelharnis;Totaal particulier huishouden;6.9;6.8;6.0;5.0;6.2;;
1731;Middelharnis;Eenpersoonshuishouden;1.8;1.8;10.0;10.0;1.6;;
1732;Middelharnis;Paar zonder kinderen;2.2;2.2;;;2.1;;
1733;Middelharnis;Paar met kinderen;2.4;2.4;4.0;3.0;2.1;;
1734;Middelharnis;Eenoudergezin;0.3;0.3;;;0.2;;
1735;Midden-Delfland;Totaal particulier huishouden;6.4;6.3;6.0;5.0;5.8;1.0;2.0
1736;Midden-Delfland;Eenpersoonshuishouden;1.4;1.4;9.0;9.0;1.3;;
1737;Midden-Delfland;Paar zonder kinderen;2.0;2.0;;;1.9;;
1738;Midden-Delfland;Paar met kinderen;2.7;2.6;6.0;5.0;2.4;;
1739;Midden-Delfland;Eenoudergezin;0.2;0.2;;;0.2;;
1740;Midden-Drenthe;Totaal particulier huishouden;13.3;13.0;8.0;8.0;12.0;2.0;2.0
1741;Midden-Drenthe;Eenpersoonshuishouden;3.3;3.2;14.0;14.0;3.0;3.0;3.0
1742;Midden-Drenthe;Paar zonder kinderen;4.4;4.4;3.0;3.0;4.2;;
1743;Midden-Drenthe;Paar met kinderen;4.6;4.5;7.0;5.0;4.0;;
1744;Midden-Drenthe;Eenoudergezin;0.6;0.6;26.0;27.0;0.5;;
1745;Mill en Sint Hubert;Totaal particulier huishouden;4.2;4.1;7.0;7.0;3.8;;
1746;Mill en Sint Hubert;Eenpersoonshuishouden;0.8;0.8;17.0;17.0;0.8;;
1747;Mill en Sint Hubert;Paar zonder kinderen;1.4;1.4;;;1.3;;
1748;Mill en Sint Hubert;Paar met kinderen;1.6;1.5;5.0;;1.4;;
1749;Mill en Sint Hubert;Eenoudergezin;0.2;0.2;;;0.2;;
1750;Millingen aan de Rijn;Totaal particulier huishouden;2.3;2.2;7.0;6.0;2.0;;
1751;Millingen aan de Rijn;Eenpersoonshuishouden;0.5;0.5;;;0.4;;
1752;Millingen aan de Rijn;Paar zonder kinderen;0.7;0.7;;;0.7;;
1753;Millingen aan de Rijn;Paar met kinderen;0.9;0.8;;;0.8;;
1754;Millingen aan de Rijn;Eenoudergezin;0.1;0.1;;;0.1;;
1755;Moerdijk;Totaal particulier huishouden;14.8;14.5;7.0;6.0;13.3;2.0;2.0
1756;Moerdijk;Eenpersoonshuishouden;3.7;3.6;12.0;11.0;3.3;3.0;3.0
1757;Moerdijk;Paar zonder kinderen;5.1;5.1;3.0;3.0;4.8;;
1758;Moerdijk;Paar met kinderen;5.0;4.9;4.0;3.0;4.5;;
1759;Moerdijk;Eenoudergezin;0.6;0.6;22.0;24.0;0.5;;
1760;Montferland;Totaal particulier huishouden;13.6;13.1;7.0;7.0;11.9;2.0;2.0
1761;Montferland;Eenpersoonshuishouden;3.1;2.9;14.0;14.0;2.7;3.0;4.0
1762;Montferland;Paar zonder kinderen;4.3;4.3;4.0;4.0;4.0;;
1763;Montferland;Paar met kinderen;4.8;4.6;5.0;3.0;4.1;;
1764;Montferland;Eenoudergezin;0.6;0.6;24.0;23.0;0.5;;
1765;Montfoort;Totaal particulier huishouden;5.0;4.9;5.0;5.0;4.5;;
1766;Montfoort;Eenpersoonshuishouden;1.1;1.1;8.0;9.0;1.0;;
1767;Montfoort;Paar zonder kinderen;1.5;1.5;;;1.4;;
1768;Montfoort;Paar met kinderen;2.1;2.0;;;1.8;;
1769;Montfoort;Eenoudergezin;0.2;0.2;;;0.2;;
1770;Mook en Middelaar;Totaal particulier huishouden;3.3;3.2;7.0;6.0;2.9;;
1771;Mook en Middelaar;Eenpersoonshuishouden;0.8;0.8;13.0;11.0;0.7;;
1772;Mook en Middelaar;Paar zonder kinderen;1.2;1.2;;;1.1;;
1773;Mook en Middelaar;Paar met kinderen;1.1;1.0;;;0.9;;
1774;Mook en Middelaar;Eenoudergezin;0.2;0.2;;;0.1;;
1775;Moordrecht;Totaal particulier huishouden;3.0;2.9;8.0;7.0;2.6;;
1776;Moordrecht;Eenpersoonshuishouden;0.6;0.6;16.0;16.0;0.6;;
1777;Moordrecht;Paar zonder kinderen;0.9;0.9;;;0.8;;
1778;Moordrecht;Paar met kinderen;1.2;1.2;;;1.1;;
1779;Moordrecht;Eenoudergezin;0.1;0.1;;;0.1;;
1780;Muiden;Totaal particulier huishouden;2.7;2.7;7.0;7.0;2.4;;
1781;Muiden;Eenpersoonshuishouden;0.8;0.8;13.0;14.0;0.7;;
1782;Muiden;Paar zonder kinderen;0.8;0.8;;;0.8;;
1783;Muiden;Paar met kinderen;0.9;0.8;;;0.8;;
1784;Muiden;Eenoudergezin;0.2;0.2;;;0.1;;
1785;Naarden;Totaal particulier huishouden;7.1;6.9;6.0;5.0;6.2;1.0;1.0
1786;Naarden;Eenpersoonshuishouden;2.2;2.1;9.0;8.0;1.9;4.0;
1787;Naarden;Paar zonder kinderen;2.1;2.1;;;2.0;;
1788;Naarden;Paar met kinderen;2.2;2.2;5.0;4.0;1.9;;
1789;Naarden;Eenoudergezin;0.4;0.3;;;0.3;;
1790;Neder-Betuwe;Totaal particulier huishouden;7.6;7.5;6.0;6.0;6.7;1.0;
1791;Neder-Betuwe;Eenpersoonshuishouden;1.5;1.4;12.0;13.0;1.3;;
1792;Neder-Betuwe;Paar zonder kinderen;2.1;2.1;;4.0;2.0;;
1793;Neder-Betuwe;Paar met kinderen;3.3;3.3;5.0;3.0;2.8;;
1794;Neder-Betuwe;Eenoudergezin;0.4;0.4;;;0.3;;
1795;Nederlek;Totaal particulier huishouden;6.0;5.8;5.0;5.0;5.4;;
1796;Nederlek;Eenpersoonshuishouden;1.6;1.5;11.0;10.0;1.4;;
1797;Nederlek;Paar zonder kinderen;2.0;1.9;;;1.9;;
1798;Nederlek;Paar met kinderen;2.0;2.0;;;1.8;;
1799;Nederlek;Eenoudergezin;0.3;0.2;;;0.2;;
1800;Nederweert;Totaal particulier huishouden;6.2;6.1;6.0;5.0;5.6;;
1801;Nederweert;Eenpersoonshuishouden;1.2;1.2;9.0;10.0;1.1;;
1802;Nederweert;Paar zonder kinderen;2.1;2.1;;;2.0;;
1803;Nederweert;Paar met kinderen;2.4;2.4;5.0;4.0;2.1;;
1804;Nederweert;Eenoudergezin;0.3;0.3;;;0.2;;
1805;Neerijnen;Totaal particulier huishouden;4.4;4.3;7.0;6.0;3.9;;
1806;Neerijnen;Eenpersoonshuishouden;1.0;0.9;12.0;11.0;0.9;;
1807;Neerijnen;Paar zonder kinderen;1.3;1.3;;;1.3;;
1808;Neerijnen;Paar met kinderen;1.7;1.7;6.0;;1.4;;
1809;Neerijnen;Eenoudergezin;0.2;0.2;;;0.2;;
1810;Niedorp;Totaal particulier huishouden;4.4;4.3;8.0;7.0;4.0;;
1811;Niedorp;Eenpersoonshuishouden;0.9;0.9;19.0;18.0;0.8;;
1812;Niedorp;Paar zonder kinderen;1.5;1.5;;;1.4;;
1813;Niedorp;Paar met kinderen;1.7;1.7;5.0;;1.5;;
1814;Niedorp;Eenoudergezin;0.2;0.2;;;0.1;;
1815;Nieuwegein;Totaal particulier huishouden;25.9;25.1;7.0;6.0;22.6;2.0;2.0
1816;Nieuwegein;Eenpersoonshuishouden;7.8;7.4;13.0;11.0;6.6;4.0;4.0
1817;Nieuwegein;Paar zonder kinderen;7.6;7.5;2.0;2.0;7.0;;
1818;Nieuwegein;Paar met kinderen;7.9;7.7;4.0;2.0;7.0;;
1819;Nieuwegein;Eenoudergezin;1.8;1.6;24.0;24.0;1.3;8.0;9.0
