ID;BedrijfstakkenBranchesSBI2008;Perioden;Arbeidsinkomensquote_1;BeloningWerknemers_2;ToegerekendArbeidsinkomen_3;NettoExploitatieoverschotGemengdIn_4;TotaleBeloningVanArbeid_5;TotaleBeloningVanArbeidEnKapitaal_6
386;K Financiële dienstverlening;2004;49.5;15704;397;16817;16101;32521
387;K Financiële dienstverlening;2005;49.5;16266;393;17373;16659;33639
388;K Financiële dienstverlening;2006;52.3;16970;453;16321;17423;33291
389;K Financiële dienstverlening;2007;56.5;18342;478;14949;18820;33291
390;K Financiële dienstverlening;2008;57.8;18606;425;14341;19031;32947
391;K Financiële dienstverlening;2009;45.8;17921;401;22046;18322;39967
392;K Financiële dienstverlening;2010;38.6;17733;432;29350;18165;47083
393;K Financiële dienstverlening;2011;39.0;17982;428;29228;18410;47210
394;K Financiële dienstverlening;2012;37.2;17871;429;31326;18300;49197
395;K Financiële dienstverlening;2013;40.8;18817;403;28316;19220;47133
396;K Financiële dienstverlening;2014;38.9;18798;420;30584;19218;49382
397;K Financiële dienstverlening;2015;37.6;18254;456;31516;18710;49770
398;K Financiële dienstverlening;2016;40.5;18403;491;28269;18894;46672
399;K Financiële dienstverlening;2017;41.4;18162;487;26914;18649;45076
400;K Financiële dienstverlening;2018;41.4;17861;498;26437;18359;44298
401;K Financiële dienstverlening;2019;41.3;18192;528;27107;18720;45299
402;K Financiële dienstverlening;2020;42.5;19051;562;27113;19613;46164
403;K Financiële dienstverlening;2021;47.8;20369;541;23397;20910;43766
404;K Financiële dienstverlening;2022;49.1;21189;512;23016;21701;44205
405;K Financiële dienstverlening;2023;52.9;22664;523;21141;23187;43805
406;L Verhuur en handel van onroerend goed;1995;32.5;1746;2297;10699;4043;12445
407;L Verhuur en handel van onroerend goed;1996;30.4;1846;2201;11446;4047;13292
408;L Verhuur en handel van onroerend goed;1997;27.6;1941;2087;12647;4028;14588
409;L Verhuur en handel van onroerend goed;1998;26.4;2192;1956;13500;4148;15692
410;L Verhuur en handel van onroerend goed;1999;25.3;2404;1732;13965;4136;16369
411;L Verhuur en handel van onroerend goed;2000;23.9;2671;1457;14617;4128;17288
412;L Verhuur en handel van onroerend goed;2001;39.9;2740;1186;7104;3926;9844
413;L Verhuur en handel van onroerend goed;2002;36.6;2949;865;7484;3814;10433
414;L Verhuur en handel van onroerend goed;2003;32.0;3205;563;8568;3768;11773
415;L Verhuur en handel van onroerend goed;2004;26.2;3171;284;10037;3455;13208
416;L Verhuur en handel van onroerend goed;2005;24.8;3223;2;9789;3225;13012
417;L Verhuur en handel van onroerend goed;2006;17.7;3304;-333;13507;2971;16811
418;L Verhuur en handel van onroerend goed;2007;13.8;3485;-659;17048;2826;20533
419;L Verhuur en handel van onroerend goed;2008;13.3;3715;-1039;16354;2676;20069
420;L Verhuur en handel van onroerend goed;2009;26.3;3744;-1320;5481;2424;9225
421;L Verhuur en handel van onroerend goed;2010;32.2;3641;-1505;3000;2136;6641
422;L Verhuur en handel van onroerend goed;2011;27.9;3673;-1416;4413;2257;8086
423;L Verhuur en handel van onroerend goed;2012;61.4;3654;-1300;180;2354;3834
424;L Verhuur en handel van onroerend goed;2013;41.9;3587;-1400;1635;2187;5222
425;L Verhuur en handel van onroerend goed;2014;32.1;3537;-1443;2984;2094;6521
426;L Verhuur en handel van onroerend goed;2015;27.6;3471;-1412;3977;2059;7448
427;L Verhuur en handel van onroerend goed;2016;26.7;3505;-1351;4550;2154;8055
428;L Verhuur en handel van onroerend goed;2017;20.3;3587;-1302;7665;2285;11252
429;L Verhuur en handel van onroerend goed;2018;18.4;3761;-1349;9340;2412;13101
430;L Verhuur en handel van onroerend goed;2019;22.0;3942;-1263;8251;2679;12193
431;L Verhuur en handel van onroerend goed;2020;21.0;4115;-1773;7048;2342;11163
432;L Verhuur en handel van onroerend goed;2021;15.4;4199;-2398;7506;1801;11705
433;L Verhuur en handel van onroerend goed;2022;7.2;4451;-3041;15149;1410;19600
434;L Verhuur en handel van onroerend goed;2023;4.5;4728;-3236;28722;1492;33450
435;M-N Zakelijke dienstverlening;1995;87.3;22236;3579;7336;25815;29572
436;M-N Zakelijke dienstverlening;1996;85.0;24500;4019;9047;28519;33547
437;M-N Zakelijke dienstverlening;1997;85.9;27371;4396;9630;31767;37001
438;M-N Zakelijke dienstverlening;1998;86.0;30148;4789;10472;34937;40620
439;M-N Zakelijke dienstverlening;1999;85.7;33137;5323;11753;38460;44890
440;M-N Zakelijke dienstverlening;2000;87.3;36876;5754;11936;42630;48812
441;M-N Zakelijke dienstverlening;2001;84.2;39021;6411;14929;45432;53950
442;M-N Zakelijke dienstverlening;2002;85.8;39880;6354;14003;46234;53883
443;M-N Zakelijke dienstverlening;2003;86.8;40180;6314;13390;46494;53570
444;M-N Zakelijke dienstverlening;2004;85.9;40911;6437;14226;47348;55137
445;M-N Zakelijke dienstverlening;2005;84.3;42387;6602;15717;48989;58104
446;M-N Zakelijke dienstverlening;2006;82.2;45269;6954;18252;52223;63521
447;M-N Zakelijke dienstverlening;2007;81.9;49520;7411;19959;56931;69479
448;M-N Zakelijke dienstverlening;2008;81.6;53278;7858;21611;61136;74889
449;M-N Zakelijke dienstverlening;2009;81.9;52029;7830;21019;59859;73048
450;M-N Zakelijke dienstverlening;2010;81.5;50869;7786;21088;58655;71957
451;M-N Zakelijke dienstverlening;2011;81.9;52877;8557;22145;61434;75022
452;M-N Zakelijke dienstverlening;2012;82.9;53558;8878;21767;62436;75325
453;M-N Zakelijke dienstverlening;2013;83.5;53797;9013;21407;62810;75204
454;M-N Zakelijke dienstverlening;2014;82.8;55627;9764;23393;65391;79020
455;M-N Zakelijke dienstverlening;2015;78.8;57294;10694;29032;67988;86326
456;M-N Zakelijke dienstverlening;2016;78.6;60678;12173;31970;72851;92648
457;M-N Zakelijke dienstverlening;2017;78.1;64225;12877;34512;77102;98737
458;M-N Zakelijke dienstverlening;2018;78.8;68669;14062;36278;82731;104947
459;M-N Zakelijke dienstverlening;2019;77.0;71874;14293;39972;86167;111846
460;M-N Zakelijke dienstverlening;2020;80.1;71488;14529;35944;86017;107432
461;M-N Zakelijke dienstverlening;2021;75.4;75020;15223;44668;90243;119688
462;M-N Zakelijke dienstverlening;2022;74.7;82027;16304;49616;98331;131643
463;M-N Zakelijke dienstverlening;2023;72.4;87738;17964;58262;105702;146000
464;M Specialistische zakelijke diensten;1995;86.3;14101;2583;5242;16684;19343
465;M Specialistische zakelijke diensten;1996;84.3;15015;2855;6183;17870;21198
466;M Specialistische zakelijke diensten;1997;84.5;16577;3107;6729;19684;23306
467;M Specialistische zakelijke diensten;1998;85.7;17817;3309;6830;21126;24647
468;M Specialistische zakelijke diensten;1999;85.1;19623;3671;7759;23294;27382
469;M Specialistische zakelijke diensten;2000;87.4;22281;3989;7775;26270;30056
470;M Specialistische zakelijke diensten;2001;85.4;24036;4458;9345;28494;33381
471;M Specialistische zakelijke diensten;2002;86.5;25071;4428;9039;29499;34110
472;M Specialistische zakelijke diensten;2003;87.3;25610;4367;8724;29977;34334
473;M Specialistische zakelijke diensten;2004;85.4;25934;4449;9652;30383;35586
474;M Specialistische zakelijke diensten;2005;83.1;26433;4678;11016;31111;37449
475;M Specialistische zakelijke diensten;2006;80.3;27607;4978;12993;32585;40600
476;M Specialistische zakelijke diensten;2007;79.4;29379;5320;14350;34699;43729
477;M Specialistische zakelijke diensten;2008;79.9;31668;5675;15069;37343;46737
478;M Specialistische zakelijke diensten;2009;82.0;32076;5458;13700;37534;45776
479;M Specialistische zakelijke diensten;2010;80.0;30930;5315;14376;36245;45306
480;M Specialistische zakelijke diensten;2011;80.3;31677;5841;15066;37518;46743
481;M Specialistische zakelijke diensten;2012;83.0;32265;6163;14009;38428;46274
482;M Specialistische zakelijke diensten;2013;84.3;32258;6317;13490;38575;45748
483;M Specialistische zakelijke diensten;2014;83.1;32947;6916;15003;39863;47950
484;M Specialistische zakelijke diensten;2015;78.7;32640;7800;18753;40440;51393
485;M Specialistische zakelijke diensten;2016;79.8;33943;8583;19363;42526;53306
486;M Specialistische zakelijke diensten;2017;79.5;35171;9148;20560;44319;55731
487;M Specialistische zakelijke diensten;2018;80.3;36899;10050;21583;46949;58482
488;M Specialistische zakelijke diensten;2019;81.6;39029;10951;22185;49980;61214
489;M Specialistische zakelijke diensten;2020;80.6;40592;11186;23670;51778;64262
490;M Specialistische zakelijke diensten;2021;76.2;42317;11373;28125;53690;70442
491;M Specialistische zakelijke diensten;2022;76.4;46147;11898;29827;58045;75974
492;M Specialistische zakelijke diensten;2023;74.8;50234;13036;34398;63270;84632
493;N Verhuur en overige zakelijke diensten;1995;89.3;8135;996;2094;9131;10229
494;N Verhuur en overige zakelijke diensten;1996;86.2;9485;1164;2864;10649;12349
495;N Verhuur en overige zakelijke diensten;1997;88.2;10794;1289;2901;12083;13695
496;N Verhuur en overige zakelijke diensten;1998;86.5;12331;1480;3642;13811;15973
497;N Verhuur en overige zakelijke diensten;1999;86.6;13514;1652;3994;15166;17508
498;N Verhuur en overige zakelijke diensten;2000;87.2;14595;1765;4161;16360;18756
499;N Verhuur en overige zakelijke diensten;2001;82.3;14985;1953;5584;16938;20569
500;N Verhuur en overige zakelijke diensten;2002;84.6;14809;1926;4964;16735;19773
501;N Verhuur en overige zakelijke diensten;2003;85.9;14570;1947;4666;16517;19236
502;N Verhuur en overige zakelijke diensten;2004;86.8;14977;1988;4574;16965;19551
503;N Verhuur en overige zakelijke diensten;2005;86.6;15954;1924;4701;17878;20655
504;N Verhuur en overige zakelijke diensten;2006;85.7;17662;1976;5259;19638;22921
505;N Verhuur en overige zakelijke diensten;2007;86.3;20141;2091;5609;22232;25750
506;N Verhuur en overige zakelijke diensten;2008;84.5;21610;2183;6542;23793;28152
507;N Verhuur en overige zakelijke diensten;2009;81.9;19953;2372;7319;22325;27272
508;N Verhuur en overige zakelijke diensten;2010;84.1;19939;2471;6712;22410;26651
509;N Verhuur en overige zakelijke diensten;2011;84.6;21200;2716;7079;23916;28279
510;N Verhuur en overige zakelijke diensten;2012;82.6;21293;2715;7758;24008;29051
511;N Verhuur en overige zakelijke diensten;2013;82.3;21539;2696;7917;24235;29456
512;N Verhuur en overige zakelijke diensten;2014;82.2;22680;2848;8390;25528;31070
513;N Verhuur en overige zakelijke diensten;2015;78.9;24654;2894;10279;27548;34933
514;N Verhuur en overige zakelijke diensten;2016;77.1;26735;3590;12607;30325;39342
515;N Verhuur en overige zakelijke diensten;2017;76.2;29054;3729;13952;32783;43006
516;N Verhuur en overige zakelijke diensten;2018;77.0;31770;4012;14695;35782;46465
517;N Verhuur en overige zakelijke diensten;2019;71.5;32845;3342;17787;36187;50632
518;N Verhuur en overige zakelijke diensten;2020;79.3;30896;3343;12274;34239;43170
519;N Verhuur en overige zakelijke diensten;2021;74.2;32703;3850;16543;36553;49246
520;N Verhuur en overige zakelijke diensten;2022;72.4;35880;4406;19789;40286;55669
521;N Verhuur en overige zakelijke diensten;2023;69.1;37504;4928;23864;42432;61368
522;O-Q Overheid en zorg;1995;100.3;46062;2301;2179;48363;48241
523;O-Q Overheid en zorg;1996;100.9;47016;2341;1916;49357;48932
524;O-Q Overheid en zorg;1997;100.3;48882;2519;2383;51401;51265
525;O-Q Overheid en zorg;1998;101.1;51887;2631;2018;54518;53905
526;O-Q Overheid en zorg;1999;101.4;54842;2749;1939;57591;56781
527;O-Q Overheid en zorg;2000;101.4;58180;2883;2056;61063;60236
528;O-Q Overheid en zorg;2001;101.0;63151;3300;2654;66451;65805
529;O-Q Overheid en zorg;2002;99.2;68876;3467;4076;72343;72952
530;O-Q Overheid en zorg;2003;100.1;73883;3717;3610;77600;77493
531;O-Q Overheid en zorg;2004;100.0;76153;3986;3984;80139;80137
532;O-Q Overheid en zorg;2005;100.5;77950;4228;3824;82178;81774
533;O-Q Overheid en zorg;2006;100.2;80311;4548;4366;84859;84677
534;O-Q Overheid en zorg;2007;100.4;83776;5062;4676;88838;88452
535;O-Q Overheid en zorg;2008;100.3;89051;5809;5507;94860;94558
536;O-Q Overheid en zorg;2009;99.3;93912;6806;7561;100718;101473
537;O-Q Overheid en zorg;2010;100.1;97206;7822;7667;105028;104873
538;O-Q Overheid en zorg;2011;101.2;98981;8116;6796;107097;105777
539;O-Q Overheid en zorg;2012;100.8;100736;8063;7245;108799;107981
540;O-Q Overheid en zorg;2013;100.2;101512;7754;7580;109266;109092
541;O-Q Overheid en zorg;2014;99.7;101947;8073;8375;110020;110322
542;O-Q Overheid en zorg;2015;98.3;101727;6898;8796;108625;110523
543;O-Q Overheid en zorg;2016;98.4;104170;7883;9654;112053;113824
544;O-Q Overheid en zorg;2017;98.6;106959;7995;9647;114954;116606
545;O-Q Overheid en zorg;2018;98.5;111701;8449;10297;120150;121998
546;O-Q Overheid en zorg;2019;99.1;118405;9017;10211;127422;128616
547;O-Q Overheid en zorg;2020;99.3;126319;9406;10344;135725;136663
548;O-Q Overheid en zorg;2021;99.1;131077;11724;13000;142801;144077
549;O-Q Overheid en zorg;2022;100.1;140090;12563;12407;152653;152497
550;O-Q Overheid en zorg;2023;99.8;151114;13414;13691;164528;164805
551;O Openbaar bestuur en overheidsdiensten;1995;100.0;18152;0;0;18152;18152
552;O Openbaar bestuur en overheidsdiensten;1996;100.0;18015;0;0;18015;18015
553;O Openbaar bestuur en overheidsdiensten;1997;100.0;18753;0;0;18753;18753
554;O Openbaar bestuur en overheidsdiensten;1998;100.0;19448;0;0;19448;19448
555;O Openbaar bestuur en overheidsdiensten;1999;100.0;20522;0;0;20522;20522
556;O Openbaar bestuur en overheidsdiensten;2000;100.0;21893;0;0;21893;21893
557;O Openbaar bestuur en overheidsdiensten;2001;100.0;23691;0;0;23691;23691
558;O Openbaar bestuur en overheidsdiensten;2002;100.0;25485;0;0;25485;25485
559;O Openbaar bestuur en overheidsdiensten;2003;100.0;27007;0;0;27007;27007
560;O Openbaar bestuur en overheidsdiensten;2004;100.0;27446;0;0;27446;27446
561;O Openbaar bestuur en overheidsdiensten;2005;100.0;27677;0;0;27677;27677
562;O Openbaar bestuur en overheidsdiensten;2006;100.0;28026;0;0;28026;28026
563;O Openbaar bestuur en overheidsdiensten;2007;100.0;29071;0;0;29071;29071
564;O Openbaar bestuur en overheidsdiensten;2008;100.0;30499;0;0;30499;30499
565;O Openbaar bestuur en overheidsdiensten;2009;100.0;32218;0;0;32218;32218
566;O Openbaar bestuur en overheidsdiensten;2010;100.0;33075;0;0;33075;33075
567;O Openbaar bestuur en overheidsdiensten;2011;100.0;32837;0;0;32837;32837
568;O Openbaar bestuur en overheidsdiensten;2012;100.0;33204;0;0;33204;33204
569;O Openbaar bestuur en overheidsdiensten;2013;100.0;33190;0;0;33190;33190
570;O Openbaar bestuur en overheidsdiensten;2014;100.0;33066;0;0;33066;33066
571;O Openbaar bestuur en overheidsdiensten;2015;100.0;32859;0;0;32859;32859
572;O Openbaar bestuur en overheidsdiensten;2016;100.0;33458;0;0;33458;33458
573;O Openbaar bestuur en overheidsdiensten;2017;100.0;34353;0;0;34353;34353
574;O Openbaar bestuur en overheidsdiensten;2018;100.0;35821;0;0;35821;35821
575;O Openbaar bestuur en overheidsdiensten;2019;100.0;37842;0;0;37842;37842
576;O Openbaar bestuur en overheidsdiensten;2020;100.0;39533;0;0;39533;39533
577;O Openbaar bestuur en overheidsdiensten;2021;100.0;40957;0;0;40957;40957
578;O Openbaar bestuur en overheidsdiensten;2022;100.0;44196;0;0;44196;44196
579;O Openbaar bestuur en overheidsdiensten;2023;100.0;47824;0;0;47824;47824
580;P Onderwijs;1995;102.8;11880;524;184;12404;12064
581;P Onderwijs;1996;103.1;12205;550;164;12755;12369
582;P Onderwijs;1997;102.7;12685;598;247;13283;12932
583;P Onderwijs;1998;103.1;13409;666;248;14075;13657
584;P Onderwijs;1999;103.1;14076;693;247;14769;14323
585;P Onderwijs;2000;103.2;14705;711;226;15416;14931
586;P Onderwijs;2001;102.6;15496;803;391;16299;15887
587;P Onderwijs;2002;102.3;16659;866;467;17525;17126
588;P Onderwijs;2003;102.8;17481;841;341;18322;17822
589;P Onderwijs;2004;102.6;18024;828;353;18852;18377
590;P Onderwijs;2005;102.8;18500;859;324;19359;18824
591;P Onderwijs;2006;102.4;19205;852;373;20057;19578
592;P Onderwijs;2007;102.3;20033;873;396;20906;20429
593;P Onderwijs;2008;102.5;21555;892;339;22447;21894
594;P Onderwijs;2009;102.1;22635;866;374;23501;23009
595;P Onderwijs;2010;102.4;23116;800;238;23916;23354
596;P Onderwijs;2011;102.6;23342;874;259;24216;23601
597;P Onderwijs;2012;102.6;23439;922;314;24361;23753
598;P Onderwijs;2013;101.7;23357;923;519;24280;23876
599;P Onderwijs;2014;100.8;23527;998;799;24525;24326
600;P Onderwijs;2015;99.8;23828;1131;1181;24959;25009
601;P Onderwijs;2016;99.2;24527;1273;1479;25800;26006
602;P Onderwijs;2017;98.4;25065;1398;1819;26463;26884
603;P Onderwijs;2018;98.6;26210;1555;1936;27765;28146
604;P Onderwijs;2019;98.7;27268;1728;2105;28996;29373
605;P Onderwijs;2020;99.5;29075;1582;1741;30657;30816
606;P Onderwijs;2021;100.3;30269;2138;2051;32407;32320
607;P Onderwijs;2022;100.4;33336;2409;2267;35745;35603
608;P Onderwijs;2023;100.1;36211;2644;2588;38855;38799
609;Q Gezondheids- en welzijnszorg;1995;98.8;16030;1777;1995;17807;18025
610;Q Gezondheids- en welzijnszorg;1996;100.2;16796;1791;1752;18587;18548
611;Q Gezondheids- en welzijnszorg;1997;98.9;17444;1921;2136;19365;19580
612;Q Gezondheids- en welzijnszorg;1998;100.9;19030;1965;1770;20995;20800
613;Q Gezondheids- en welzijnszorg;1999;101.7;20244;2056;1692;22300;21936
614;Q Gezondheids- en welzijnszorg;2000;101.5;21582;2172;1830;23754;23412
615;Q Gezondheids- en welzijnszorg;2001;100.9;23964;2497;2263;26461;26227
616;Q Gezondheids- en welzijnszorg;2002;96.7;26732;2601;3609;29333;30341
617;Q Gezondheids- en welzijnszorg;2003;98.8;29395;2876;3269;32271;32664
618;Q Gezondheids- en welzijnszorg;2004;98.6;30683;3158;3631;33841;34314
619;Q Gezondheids- en welzijnszorg;2005;99.6;31773;3369;3500;35142;35273
620;Q Gezondheids- en welzijnszorg;2006;99.2;33080;3696;3993;36776;37073
621;Q Gezondheids- en welzijnszorg;2007;99.8;34672;4189;4280;38861;38952
622;Q Gezondheids- en welzijnszorg;2008;99.4;36997;4917;5168;41914;42165
623;Q Gezondheids- en welzijnszorg;2009;97.3;39059;5940;7187;44999;46246
624;Q Gezondheids- en welzijnszorg;2010;99.2;41015;7022;7429;48037;48444
625;Q Gezondheids- en welzijnszorg;2011;101.4;42802;7242;6537;50044;49339
626;Q Gezondheids- en welzijnszorg;2012;100.4;44093;7141;6931;51234;51024
627;Q Gezondheids- en welzijnszorg;2013;99.6;44965;6831;7061;51796;52026
628;Q Gezondheids- en welzijnszorg;2014;99.1;45354;7075;7576;52429;52930
629;Q Gezondheids- en welzijnszorg;2015;96.5;45040;5767;7615;50807;52655
630;Q Gezondheids- en welzijnszorg;2016;97.1;46185;6610;8175;52795;54360
631;Q Gezondheids- en welzijnszorg;2017;97.8;47541;6597;7828;54138;55369
632;Q Gezondheids- en welzijnszorg;2018;97.5;49670;6894;8361;56564;58031
633;Q Gezondheids- en welzijnszorg;2019;98.7;53295;7289;8106;60584;61401
634;Q Gezondheids- en welzijnszorg;2020;98.8;57711;7824;8603;65535;66314
635;Q Gezondheids- en welzijnszorg;2021;98.1;59851;9586;10949;69437;70800
636;Q Gezondheids- en welzijnszorg;2022;100.0;62558;10154;10140;72712;72698
637;Q Gezondheids- en welzijnszorg;2023;99.6;67079;10770;11103;77849;78182
638;R-U Cultuur, recreatie, overige diensten;1995;98.0;4349;1865;1989;6214;6338
639;R-U Cultuur, recreatie, overige diensten;1996;96.7;4507;1904;2126;6411;6633
640;R-U Cultuur, recreatie, overige diensten;1997;92.7;4758;2061;2598;6819;7356
641;R-U Cultuur, recreatie, overige diensten;1998;93.2;5138;2220;2754;7358;7892
642;R-U Cultuur, recreatie, overige diensten;1999;93.2;5464;2417;2992;7881;8456
643;R-U Cultuur, recreatie, overige diensten;2000;94.1;5963;2537;3070;8500;9033
644;R-U Cultuur, recreatie, overige diensten;2001;93.3;6275;2745;3396;9020;9671
645;R-U Cultuur, recreatie, overige diensten;2002;92.5;6549;2919;3684;9468;10233
646;R-U Cultuur, recreatie, overige diensten;2003;92.5;6746;2922;3708;9668;10454
647;R-U Cultuur, recreatie, overige diensten;2004;91.5;6887;2945;3856;9832;10743
648;R-U Cultuur, recreatie, overige diensten;2005;90.7;6978;3004;4029;9982;11007
649;R-U Cultuur, recreatie, overige diensten;2006;89.9;7169;3064;4213;10233;11382
650;R-U Cultuur, recreatie, overige diensten;2007;89.4;7497;3201;4464;10698;11961
651;R-U Cultuur, recreatie, overige diensten;2008;90.0;7906;3318;4560;11224;12466
652;R-U Cultuur, recreatie, overige diensten;2009;91.0;8261;3321;4471;11582;12732
653;R-U Cultuur, recreatie, overige diensten;2010;90.4;8519;3424;4695;11943;13214
654;R-U Cultuur, recreatie, overige diensten;2011;88.6;8735;3391;4944;12126;13679
655;R-U Cultuur, recreatie, overige diensten;2012;89.1;8660;3493;4981;12153;13641
656;R-U Cultuur, recreatie, overige diensten;2013;89.2;8503;3591;5062;12094;13565
657;R-U Cultuur, recreatie, overige diensten;2014;89.3;8623;3830;5316;12453;13939
658;R-U Cultuur, recreatie, overige diensten;2015;86.2;8542;3859;5851;12401;14393
659;R-U Cultuur, recreatie, overige diensten;2016;86.9;8902;4095;6057;12997;14959
660;R-U Cultuur, recreatie, overige diensten;2017;88.4;9297;4434;6239;13731;15536
661;R-U Cultuur, recreatie, overige diensten;2018;89.8;9830;4711;6368;14541;16198
662;R-U Cultuur, recreatie, overige diensten;2019;90.2;10436;4983;6651;15419;17087
663;R-U Cultuur, recreatie, overige diensten;2020;94.1;10608;4194;5114;14802;15722
664;R-U Cultuur, recreatie, overige diensten;2021;89.3;10886;4286;6104;15172;16990
665;R-U Cultuur, recreatie, overige diensten;2022;89.5;11648;5139;7107;16787;18755
666;R-U Cultuur, recreatie, overige diensten;2023;88.8;12645;5853;8177;18498;20822
667;R Cultuur, sport en recreatie;1995;88.0;1865;579;913;2444;2778
668;R Cultuur, sport en recreatie;1996;85.2;1911;648;1092;2559;3003
669;R Cultuur, sport en recreatie;1997;79.0;2008;723;1450;2731;3458
670;R Cultuur, sport en recreatie;1998;80.2;2184;753;1479;2937;3663
671;R Cultuur, sport en recreatie;1999;80.1;2337;810;1591;3147;3928
672;R Cultuur, sport en recreatie;2000;81.5;2553;812;1574;3365;4127
673;R Cultuur, sport en recreatie;2001;81.1;2735;888;1730;3623;4465
674;R Cultuur, sport en recreatie;2002;80.1;2894;956;1914;3850;4808
675;R Cultuur, sport en recreatie;2003;79.9;3019;972;1977;3991;4996
676;R Cultuur, sport en recreatie;2004;78.1;3048;1018;2159;4066;5207
677;R Cultuur, sport en recreatie;2005;76.7;3098;1035;2288;4133;5386
678;R Cultuur, sport en recreatie;2006;75.6;3175;1076;2445;4251;5620
679;R Cultuur, sport en recreatie;2007;75.2;3335;1119;2586;4454;5921
680;R Cultuur, sport en recreatie;2008;76.2;3518;1147;2607;4665;6125
681;R Cultuur, sport en recreatie;2009;77.1;3609;1178;2602;4787;6211
682;R Cultuur, sport en recreatie;2010;75.6;3663;1239;2824;4902;6487
683;R Cultuur, sport en recreatie;2011;74.4;3693;1305;3029;4998;6722
684;R Cultuur, sport en recreatie;2012;75.1;3695;1376;3054;5071;6749
685;R Cultuur, sport en recreatie;2013;76.1;3629;1433;3026;5062;6655
686;R Cultuur, sport en recreatie;2014;76.2;3698;1579;3227;5277;6925
687;R Cultuur, sport en recreatie;2015;73.5;3648;1728;3662;5376;7310
688;R Cultuur, sport en recreatie;2016;74.6;3782;1856;3771;5638;7553
689;R Cultuur, sport en recreatie;2017;76.1;3939;1998;3865;5937;7804
690;R Cultuur, sport en recreatie;2018;78.8;4183;2134;3836;6317;8019
691;R Cultuur, sport en recreatie;2019;81.1;4507;2268;3850;6775;8357
692;R Cultuur, sport en recreatie;2020;93.4;4435;2036;2496;6471;6931
693;R Cultuur, sport en recreatie;2021;79.9;4524;1426;2921;5950;7445
694;R Cultuur, sport en recreatie;2022;77.7;5021;1919;3913;6940;8934
695;R Cultuur, sport en recreatie;2023;76.3;5510;2282;4697;7792;10207
696;S Overige dienstverlening;1995;106.0;2444;1286;1076;3730;3520
697;S Overige dienstverlening;1996;106.2;2554;1256;1034;3810;3588
698;S Overige dienstverlening;1997;104.9;2707;1338;1148;4045;3855
699;S Overige dienstverlening;1998;104.6;2886;1467;1275;4353;4161
700;S Overige dienstverlening;1999;104.6;3046;1607;1401;4653;4447
701;S Overige dienstverlening;2000;104.8;3314;1725;1496;5039;4810
702;S Overige dienstverlening;2001;103.8;3426;1857;1666;5283;5092
703;S Overige dienstverlening;2002;103.7;3513;1963;1770;5476;5283
704;S Overige dienstverlening;2003;104.1;3553;1950;1731;5503;5284
705;S Overige dienstverlening;2004;104.3;3614;1927;1697;5541;5311
706;S Overige dienstverlening;2005;104.3;3619;1969;1741;5588;5360
707;S Overige dienstverlening;2006;104.0;3691;1988;1768;5679;5459
708;S Overige dienstverlening;2007;103.6;3850;2082;1878;5932;5728
709;S Overige dienstverlening;2008;103.6;4031;2171;1953;6202;5984
710;S Overige dienstverlening;2009;104.5;4241;2143;1869;6384;6110
711;S Overige dienstverlening;2010;105.0;4392;2185;1871;6577;6263
712;S Overige dienstverlening;2011;102.6;4558;2086;1915;6644;6473
713;S Overige dienstverlening;2012;103.0;4440;2117;1927;6557;6367
714;S Overige dienstverlening;2013;101.9;4358;2158;2036;6516;6394
715;S Overige dienstverlening;2014;102.5;4408;2251;2089;6659;6497
716;S Overige dienstverlening;2015;99.1;4327;2131;2189;6458;6516
717;S Overige dienstverlening;2016;99.3;4493;2239;2286;6732;6779
718;S Overige dienstverlening;2017;100.9;4656;2436;2374;7092;7030
719;S Overige dienstverlening;2018;100.6;4881;2577;2532;7458;7413
720;S Overige dienstverlening;2019;98.9;5079;2715;2801;7794;7880
721;S Overige dienstverlening;2020;94.1;5219;2158;2618;7377;7837
722;S Overige dienstverlening;2021;96.2;5339;2860;3183;8199;8522
723;S Overige dienstverlening;2022;100.3;5583;3220;3194;8803;8777
724;S Overige dienstverlening;2023;101.0;5963;3571;3480;9534;9443
725;T Huishoudens;1995;100.0;40;0;0;40;40
726;T Huishoudens;1996;100.0;42;0;0;42;42
727;T Huishoudens;1997;100.0;43;0;0;43;43
728;T Huishoudens;1998;100.0;68;0;0;68;68
729;T Huishoudens;1999;100.0;81;0;0;81;81
730;T Huishoudens;2000;100.0;96;0;0;96;96
731;T Huishoudens;2001;100.0;114;0;0;114;114
732;T Huishoudens;2002;100.0;142;0;0;142;142
733;T Huishoudens;2003;100.0;174;0;0;174;174
734;T Huishoudens;2004;100.0;225;0;0;225;225
735;T Huishoudens;2005;100.0;261;0;0;261;261
736;T Huishoudens;2006;100.0;303;0;0;303;303
737;T Huishoudens;2007;100.0;312;0;0;312;312
738;T Huishoudens;2008;100.0;357;0;0;357;357
739;T Huishoudens;2009;100.0;411;0;0;411;411
740;T Huishoudens;2010;100.0;464;0;0;464;464
741;T Huishoudens;2011;100.0;484;0;0;484;484
742;T Huishoudens;2012;100.0;525;0;0;525;525
743;T Huishoudens;2013;100.0;516;0;0;516;516
744;T Huishoudens;2014;100.0;517;0;0;517;517
745;T Huishoudens;2015;100.0;567;0;0;567;567
746;T Huishoudens;2016;100.0;627;0;0;627;627
747;T Huishoudens;2017;100.0;702;0;0;702;702
748;T Huishoudens;2018;100.0;766;0;0;766;766
