ID;Gewassen;BiologischeBestrijders;Periode;AantalBedrijvenMetToepassing_1;PercentageVanBedrijvenMetToepassing_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;PercentageOppervlakteTovVorigeMeting_5;Januari_6;Februari_7;Maart_8;April_9;Mei_10;Juni_11;Juli_12;Augustus_13;September_14;Oktober_15;November_16;December_17;Aantal_18;Januari_19;Februari_20;Maart_21;April_22;Mei_23;Juni_24;Juli_25;Augustus_26;September_27;Oktober_28;November_29;December_30;AantalPerBedrijf_31;DoseringPerBedrijf_32;AantalPerHa_33;DoseringPerHa_34;PercentageVanTotaalPerGewas_35;PercentageVanTotaalPerSoort_36
3006;Potplanten - bloei;Sluipwesp tegen bladluis (Aphi. Colem.);2000;109.0;12.3;128.0;20.9;;6.0;18.2;12.9;16.7;7.9;7.9;7.9;7.9;8.8;7.9;6.0;0.0;1699.0;1.2;15.1;18.1;8.1;9.8;7.4;11.1;12.3;8.3;6.1;2.5;0.0;1.9;15.7;2.8;13.3;0.4;34.9
3007;Potplanten - bloei;Sluipwesp tegen bladluis (Aphi. Colem.);2004;74.0;9.4;117.0;16.8;-19.6;15.0;15.4;15.4;15.6;15.4;15.4;11.6;11.6;11.2;1.3;0.0;0.0;2003.0;11.7;6.7;12.6;17.4;11.3;10.4;10.0;10.0;9.6;0.2;0.0;0.0;2.5;26.9;2.9;17.1;0.2;86.0
3008;Potplanten - bloei;Sluipwesp tegen bladluis (Aphidius ervi);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3009;Potplanten - bloei;Sluipwesp tegen bladluis (Aphidius ervi);1998;31.0;3.3;18.0;3.2;;0.0;1.2;1.2;1.2;0.5;2.5;0.5;0.0;0.0;0.0;0.5;0.5;83.0;0.0;6.4;8.5;4.3;8.5;61.7;2.1;0.0;0.0;0.0;6.4;2.1;0.1;2.7;0.1;4.6;0.0;43.1
3010;Potplanten - bloei;Sluipwesp tegen bladluis (Aphidius ervi);2000;47.0;5.3;26.0;4.3;;1.6;0.0;2.3;2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;14.3;0.0;57.1;28.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.1;1.4;0.0;19.4
3011;Potplanten - bloei;Sluipwesp tegen bladluis (Aphidius ervi);2004;45.0;5.7;37.0;5.2;21.2;3.8;3.8;3.8;4.0;3.8;3.8;3.8;0.0;0.0;1.3;3.8;0.0;144.0;7.6;9.1;51.5;6.1;6.1;12.1;3.0;0.0;0.0;1.5;3.0;0.0;0.2;3.2;0.2;3.9;0.0;82.4
3012;Potplanten - bloei;Sluipwesp tegen mineervlieg (Diglyphus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3013;Potplanten - bloei;Sluipwesp tegen mineervlieg (Diglyphus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3014;Potplanten - bloei;Sluipwesp tegen mineervlieg (Diglyphus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3015;Potplanten - bloei;Sluipwesp tegen mineervlieg (Diglyphus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3016;Potplanten - bloei;Sluipwesp tegen mineervlieg (Opius);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3017;Potplanten - bloei;Sluipwesp tegen mineervlieg (Opius);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3018;Potplanten - bloei;Sluipwesp tegen mineervlieg (Opius);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3019;Potplanten - bloei;Sluipwesp tegen mineervlieg (Opius);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3020;Potplanten - bloei;Sluipwesp tegen rups (Trichogramma);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3021;Potplanten - bloei;Sluipwesp tegen rups (Trichogramma);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3022;Potplanten - bloei;Sluipwesp tegen rups (Trichogramma);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3023;Potplanten - bloei;Sluipwesp tegen rups (Trichogramma);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3024;Potplanten - bloei;Sluipwesp tegen witte vlieg (Encarsia);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3025;Potplanten - bloei;Sluipwesp tegen witte vlieg (Encarsia);1998;41.0;4.4;18.0;3.3;;0.7;2.0;1.3;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;530.0;5.3;13.2;15.9;41.7;0.0;0.0;0.0;0.0;0.0;0.0;23.8;0.0;0.6;12.9;0.9;28.9;0.1;20.8
3026;Potplanten - bloei;Sluipwesp tegen witte vlieg (Encarsia);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3027;Potplanten - bloei;Sluipwesp tegen witte vlieg (Encarsia);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3028;Potplanten - bloei;Sluipwesp tegen witte vlieg (Californ.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3029;Potplanten - bloei;Sluipwesp tegen witte vlieg (Californ.);1998;21.0;2.2;8.0;1.4;;0.7;0.7;0.0;1.4;1.4;1.4;1.4;0.7;0.7;0.7;0.0;0.0;2423.0;1.7;2.6;0.0;7.0;10.4;8.7;43.5;5.2;15.7;5.2;0.0;0.0;2.6;117.5;4.3;302.6;0.2;40.8
3030;Potplanten - bloei;Sluipwesp tegen witte vlieg (Californ.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3031;Potplanten - bloei;Sluipwesp tegen witte vlieg (Californ.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3032;Potplanten - bloei;Sluipwesp tegen witte vlieg (Eremicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3033;Potplanten - bloei;Sluipwesp tegen witte vlieg (Eremicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3034;Potplanten - bloei;Sluipwesp tegen witte vlieg (Eremicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3035;Potplanten - bloei;Sluipwesp tegen witte vlieg (Eremicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3036;Potplanten - bloei;Sluipwesp tegen witte vlieg (Mundus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3037;Potplanten - bloei;Sluipwesp tegen witte vlieg (Mundus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3038;Potplanten - bloei;Sluipwesp tegen witte vlieg (Mundus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3039;Potplanten - bloei;Sluipwesp tegen witte vlieg (Mundus);2004;15.0;1.9;26.0;3.7;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.7;3.7;0.0;0.0;0.0;366.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.6;71.4;0.0;0.0;0.0;0.5;24.6;0.5;14.0;0.0;64.3
3040;Potplanten - bloei;Sluipwespen t. witte vlieg (Enc./Eret.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3041;Potplanten - bloei;Sluipwespen t. witte vlieg (Enc./Eret.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3042;Potplanten - bloei;Sluipwespen t. witte vlieg (Enc./Eret.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3043;Potplanten - bloei;Sluipwespen t. witte vlieg (Enc./Eret.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3044;Potplanten - bloei;Sluipwespen tegen witte vlieg (Eretm.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3045;Potplanten - bloei;Sluipwespen tegen witte vlieg (Eretm.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3046;Potplanten - bloei;Sluipwespen tegen witte vlieg (Eretm.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3047;Potplanten - bloei;Sluipwespen tegen witte vlieg (Eretm.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3048;Potplanten - bloei;Sluipwesp tegen wolluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3049;Potplanten - bloei;Sluipwesp tegen wolluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3050;Potplanten - bloei;Sluipwesp tegen wolluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3051;Potplanten - bloei;Sluipwesp tegen wolluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3052;Potplanten - bloei;Sluipwesp tegen dopluis (Microterys);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3053;Potplanten - bloei;Sluipwesp tegen dopluis (Microterys);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3054;Potplanten - bloei;Sluipwesp tegen dopluis (Microterys);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3055;Potplanten - bloei;Sluipwesp tegen dopluis (Microterys);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3056;Potplanten - bloei;Vlindereieren tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3057;Potplanten - bloei;Vlindereieren tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3058;Potplanten - bloei;Vlindereieren tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3059;Potplanten - bloei;Vlindereieren tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3060;Potplanten - bloei;Zweefvlieg tegen bladluis (Episyrphus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3061;Potplanten - bloei;Zweefvlieg tegen bladluis (Episyrphus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3062;Potplanten - bloei;Zweefvlieg tegen bladluis (Episyrphus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3063;Potplanten - bloei;Zweefvlieg tegen bladluis (Episyrphus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3064;Potplanten - bloei;Zweefvliegen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3065;Potplanten - bloei;Zweefvliegen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3066;Potplanten - bloei;Zweefvliegen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3067;Potplanten - bloei;Zweefvliegen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3068;Potplanten - bloei;Kever tegen spint (Stethorus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3069;Potplanten - bloei;Kever tegen spint (Stethorus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3070;Potplanten - bloei;Kever tegen spint (Stethorus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3071;Potplanten - bloei;Kever tegen spint (Stethorus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3072;Perkplanten;Aaltjes tegen taxuskever;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3073;Perkplanten;Aaltjes tegen taxuskever;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3074;Perkplanten;Aaltjes tegen taxuskever;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3075;Perkplanten;Aaltjes tegen taxuskever;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3076;Perkplanten;Aaltjes tegen varenrouwmug;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3077;Perkplanten;Aaltjes tegen varenrouwmug;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3078;Perkplanten;Aaltjes tegen varenrouwmug;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3079;Perkplanten;Aaltjes tegen varenrouwmug;2004;30.0;3.6;67.0;12.4;;0.0;0.0;0.0;0.0;0.0;8.6;8.6;4.2;4.2;0.0;0.0;3.7;;;;;;;;;;;;;;;;;;;
3080;Perkplanten;Gaasvliegen tegen bladluis (Chrysopa);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3081;Perkplanten;Gaasvliegen tegen bladluis (Chrysopa);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3082;Perkplanten;Gaasvliegen tegen bladluis (Chrysopa);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3083;Perkplanten;Gaasvliegen tegen bladluis (Chrysopa);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3084;Perkplanten;Galmug tegen bladluis (Aphidoletes);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3085;Perkplanten;Galmug tegen bladluis (Aphidoletes);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3086;Perkplanten;Galmug tegen bladluis (Aphidoletes);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3087;Perkplanten;Galmug tegen bladluis (Aphidoletes);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3088;Perkplanten;Galmug tegen spint (Feltiella);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3089;Perkplanten;Galmug tegen spint (Feltiella);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3090;Perkplanten;Galmug tegen spint (Feltiella);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3091;Perkplanten;Galmug tegen spint (Feltiella);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3092;Perkplanten;Galmug tegen spint (Therodiplosis);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3093;Perkplanten;Galmug tegen spint (Therodiplosis);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3094;Perkplanten;Galmug tegen spint (Therodiplosis);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3095;Perkplanten;Galmug tegen spint (Therodiplosis);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3096;Perkplanten;Graanluis-systeem tegen bladluis (Col.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3097;Perkplanten;Graanluis-systeem tegen bladluis (Col.);1998;18.0;1.8;7.0;1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3098;Perkplanten;Graanluis-systeem tegen bladluis (Col.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3099;Perkplanten;Graanluis-systeem tegen bladluis (Col.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3100;Perkplanten;Graanluis-systeem tegen bladluis (Erv);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3101;Perkplanten;Graanluis-systeem tegen bladluis (Erv);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3102;Perkplanten;Graanluis-systeem tegen bladluis (Erv);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3103;Perkplanten;Graanluis-systeem tegen bladluis (Erv);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3104;Perkplanten;Graanluis-systeem tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3105;Perkplanten;Graanluis-systeem tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3106;Perkplanten;Graanluis-systeem tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3107;Perkplanten;Graanluis-systeem tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3108;Perkplanten;Lieveheersbeestje tegen bladluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3109;Perkplanten;Lieveheersbeestje tegen bladluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3110;Perkplanten;Lieveheersbeestje tegen bladluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3111;Perkplanten;Lieveheersbeestje tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3112;Perkplanten;Roofkever tegen bladluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3113;Perkplanten;Roofkever tegen bladluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3114;Perkplanten;Roofkever tegen bladluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3115;Perkplanten;Roofkever tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3116;Perkplanten;Roofkever tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3117;Perkplanten;Roofkever tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3118;Perkplanten;Roofkever tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3119;Perkplanten;Roofkever tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3120;Perkplanten;Pest in first systeem tegen spint;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3121;Perkplanten;Pest in first systeem tegen spint;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3122;Perkplanten;Pest in first systeem tegen spint;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3123;Perkplanten;Pest in first systeem tegen spint;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3124;Perkplanten;Roofmijt tegen spint (Phytoseiulus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3125;Perkplanten;Roofmijt tegen spint (Phytoseiulus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3126;Perkplanten;Roofmijt tegen spint (Phytoseiulus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3127;Perkplanten;Roofmijt tegen spint (Phytoseiulus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3128;Perkplanten;Roofmijt tegen spint (Californicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3129;Perkplanten;Roofmijt tegen spint (Californicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3130;Perkplanten;Roofmijt tegen spint (Californicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3131;Perkplanten;Roofmijt tegen spint (Californicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3132;Perkplanten;Roofmijt tegen spint (Typhlodromus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3133;Perkplanten;Roofmijt tegen spint (Typhlodromus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3134;Perkplanten;Roofmijt tegen spint (Typhlodromus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3135;Perkplanten;Roofmijt tegen spint (Typhlodromus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3136;Perkplanten;Roofmijt tegen trips (Barkeri);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3137;Perkplanten;Roofmijt tegen trips (Barkeri);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3138;Perkplanten;Roofmijt tegen trips (Barkeri);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3139;Perkplanten;Roofmijt tegen trips (Barkeri);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3140;Perkplanten;Roofmijt tegen trips (Californicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3141;Perkplanten;Roofmijt tegen trips (Californicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3142;Perkplanten;Roofmijt tegen trips (Californicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3143;Perkplanten;Roofmijt tegen trips (Californicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3144;Perkplanten;Roofmijt tegen trips (Cucumeris);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3145;Perkplanten;Roofmijt tegen trips (Cucumeris);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3146;Perkplanten;Roofmijt tegen trips (Cucumeris);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3147;Perkplanten;Roofmijt tegen trips (Cucumeris);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3148;Perkplanten;Roofmijt tegen trips (Degenerans);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3149;Perkplanten;Roofmijt tegen trips (Degenerans);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3150;Perkplanten;Roofmijt tegen trips (Degenerans);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3151;Perkplanten;Roofmijt tegen trips (Degenerans);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3152;Perkplanten;Roofmijt tegen trips (Fallacis);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3153;Perkplanten;Roofmijt tegen trips (Fallacis);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3154;Perkplanten;Roofmijt tegen trips (Fallacis);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3155;Perkplanten;Roofmijt tegen trips (Fallacis);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3156;Perkplanten;Roofmijt tegen varenrouwmug/trips;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3157;Perkplanten;Roofmijt tegen varenrouwmug/trips;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3158;Perkplanten;Roofmijt tegen varenrouwmug/trips;2000;52.0;5.4;111.0;22.4;;0.0;0.0;0.0;0.0;0.0;0.0;10.9;22.4;11.5;0.0;0.0;0.0;8065.0;0.0;0.0;0.0;0.0;0.0;0.0;3.2;32.3;64.5;0.0;0.0;0.0;8.4;155.6;16.2;72.4;91.9;3.4
3159;Perkplanten;Roofmijt tegen varenrouwmug/trips;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3160;Perkplanten;Roofmijt tegen varenrouwmug/trips (Ac.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3161;Perkplanten;Roofmijt tegen varenrouwmug/trips (Ac.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3162;Perkplanten;Roofmijt tegen varenrouwmug/trips (Ac.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3163;Perkplanten;Roofmijt tegen varenrouwmug/trips (Ac.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3164;Perkplanten;Roofmijt tegen varenrouwmug/trips (Mi.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3165;Perkplanten;Roofmijt tegen varenrouwmug/trips (Mi.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3166;Perkplanten;Roofmijt tegen varenrouwmug/trips (Mi.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3167;Perkplanten;Roofmijt tegen varenrouwmug/trips (Mi.);2004;20.0;2.4;45.0;8.2;;0.0;3.7;0.0;3.7;0.0;4.5;8.2;8.2;3.7;0.0;0.0;0.0;7912.0;0.0;23.5;0.0;7.4;0.0;5.9;19.1;29.4;14.7;0.0;0.0;0.0;9.6;399.4;14.6;177.5;100.0;5.8
3168;Perkplanten;Rooftrips tegen trips (Franklinothrips);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3169;Perkplanten;Rooftrips tegen trips (Franklinothrips);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3170;Perkplanten;Rooftrips tegen trips (Franklinothrips);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3171;Perkplanten;Rooftrips tegen trips (Franklinothrips);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3172;Perkplanten;Roofwants tegen rupsen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3173;Perkplanten;Roofwants tegen rupsen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3174;Perkplanten;Roofwants tegen rupsen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3175;Perkplanten;Roofwants tegen rupsen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3176;Perkplanten;Roofwants tegen trips (Orius);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3177;Perkplanten;Roofwants tegen trips (Orius);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3178;Perkplanten;Roofwants tegen trips (Orius);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3179;Perkplanten;Roofwants tegen trips (Orius);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3180;Perkplanten;Roofwants tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3181;Perkplanten;Roofwants tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3182;Perkplanten;Roofwants tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3183;Perkplanten;Roofwants tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3184;Perkplanten;Sluipwesp/galmug tegen mineervlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3185;Perkplanten;Sluipwesp/galmug tegen mineervlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3186;Perkplanten;Sluipwesp/galmug tegen mineervlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
