ID;Gewassen;BiologischeBestrijders;Periode;AantalBedrijvenMetToepassing_1;PercentageVanBedrijvenMetToepassing_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;PercentageOppervlakteTovVorigeMeting_5;Januari_6;Februari_7;Maart_8;April_9;Mei_10;Juni_11;Juli_12;Augustus_13;September_14;Oktober_15;November_16;December_17;Aantal_18;Januari_19;Februari_20;Maart_21;April_22;Mei_23;Juni_24;Juli_25;Augustus_26;September_27;Oktober_28;November_29;December_30;AantalPerBedrijf_31;DoseringPerBedrijf_32;AantalPerHa_33;DoseringPerHa_34;PercentageVanTotaalPerGewas_35;PercentageVanTotaalPerSoort_36
871;Komkommers;Roofwants tegen rupsen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;Komkommers;Roofwants tegen trips (Orius);1995;126.0;17.1;127.0;15.7;-58.7;0.0;1.0;4.3;2.6;9.6;3.7;1.0;0.4;0.0;0.0;0.0;0.0;1305.0;0.0;3.6;31.8;11.2;39.9;9.9;2.7;0.9;0.0;0.0;0.0;0.0;1.8;10.4;1.6;10.3;0.1;10.6
873;Komkommers;Roofwants tegen trips (Orius);1998;39.0;6.5;50.0;7.1;-54.8;0.0;0.0;2.1;3.2;0.7;1.4;1.2;0.0;0.0;0.0;0.0;0.0;420.0;0.0;0.0;3.2;8.1;7.3;80.6;0.8;0.0;0.0;0.0;0.0;0.0;0.7;10.7;0.6;8.3;0.0;8.8
874;Komkommers;Roofwants tegen trips (Orius);2000;84.0;15.9;109.0;16.4;;0.0;0.0;1.2;5.1;8.5;9.2;1.3;0.0;0.0;0.0;0.0;0.0;767.0;0.0;0.0;1.6;63.4;22.8;8.9;3.3;0.0;0.0;0.0;0.0;0.0;1.5;9.2;1.2;7.1;0.0;16.2
875;Komkommers;Roofwants tegen trips (Orius);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
876;Komkommers;Roofwants tegen witte vlieg;1995;48.0;6.6;66.0;8.1;;4.1;4.7;2.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.0;26.4;27.1;46.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.3;0.1;1.0;0.0;1.3
877;Komkommers;Roofwants tegen witte vlieg;1998;;;;;-28.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
878;Komkommers;Roofwants tegen witte vlieg;2000;24.0;4.5;26.0;4.0;;0.0;0.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;0.0;50.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.5;0.0;0.3
879;Komkommers;Roofwants tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
880;Komkommers;Sluipwesp/galmug tegen mineervlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
881;Komkommers;Sluipwesp/galmug tegen mineervlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
882;Komkommers;Sluipwesp/galmug tegen mineervlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
883;Komkommers;Sluipwesp/galmug tegen mineervlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
884;Komkommers;Sluipwesp-systeem tegen spint (Phyt.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
885;Komkommers;Sluipwesp-systeem tegen spint (Phyt.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
886;Komkommers;Sluipwesp-systeem tegen spint (Phyt.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
887;Komkommers;Sluipwesp-systeem tegen spint (Phyt.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
888;Komkommers;Sluipwesp tegen bladluis (Aphelinus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889;Komkommers;Sluipwesp tegen bladluis (Aphelinus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
890;Komkommers;Sluipwesp tegen bladluis (Aphelinus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
891;Komkommers;Sluipwesp tegen bladluis (Aphelinus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
892;Komkommers;Sluipwesp tegen bladluis (Aphi. Colem.);1995;503.0;68.4;535.0;66.2;-7.5;0.0;0.9;4.3;18.2;11.9;10.3;3.6;6.4;1.0;0.0;0.0;0.0;5338.0;0.0;1.3;3.2;32.8;14.7;13.6;13.4;18.5;2.5;0.0;0.0;0.0;7.3;10.6;6.6;14.4;0.4;35.8
893;Komkommers;Sluipwesp tegen bladluis (Aphi. Colem.);1998;181.0;29.9;220.0;30.9;-53.3;0.0;2.5;11.5;14.8;10.1;7.4;10.1;2.5;2.6;0.9;0.0;0.0;2466.0;0.0;1.4;3.7;15.7;9.5;5.9;57.7;2.2;2.2;1.6;0.0;0.0;4.1;13.6;3.5;11.2;0.1;23.0
894;Komkommers;Sluipwesp tegen bladluis (Aphi. Colem.);2000;143.0;27.3;152.0;22.9;;0.0;0.8;8.1;12.1;19.6;5.6;4.3;0.0;1.8;0.0;0.0;0.0;954.0;0.0;6.5;10.5;29.4;32.7;11.1;7.2;0.0;2.6;0.0;0.0;0.0;1.8;6.7;1.4;6.3;0.0;15.6
895;Komkommers;Sluipwesp tegen bladluis (Aphi. Colem.);2004;16.0;4.1;21.0;3.3;-85.6;0.0;1.1;1.1;1.1;3.3;1.1;1.1;1.1;1.1;0.0;0.0;0.0;391.0;0.0;3.6;4.5;4.5;5.4;18.0;31.4;21.9;10.8;0.0;0.0;0.0;1.0;23.7;0.6;19.0;0.0;11.8
896;Komkommers;Sluipwesp tegen bladluis (Aphidius ervi);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
897;Komkommers;Sluipwesp tegen bladluis (Aphidius ervi);1998;16.0;2.6;15.0;2.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
898;Komkommers;Sluipwesp tegen bladluis (Aphidius ervi);2000;24.0;4.5;28.0;4.3;;0.0;0.0;0.0;0.0;3.6;0.0;0.7;0.0;0.0;0.0;0.0;0.0;9.0;0.0;0.0;0.0;0.0;66.7;0.0;33.3;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.3;0.0;0.7
899;Komkommers;Sluipwesp tegen bladluis (Aphidius ervi);2004;16.0;4.1;21.0;3.3;-23.1;0.0;1.1;3.3;1.1;1.1;1.1;1.1;1.1;1.1;0.0;0.0;0.0;65.0;0.0;10.8;24.3;13.5;10.8;10.8;10.8;10.8;8.1;0.0;0.0;0.0;0.2;3.9;0.1;3.2;0.0;13.1
900;Komkommers;Sluipwesp tegen mineervlieg (Diglyphus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
901;Komkommers;Sluipwesp tegen mineervlieg (Diglyphus);1998;39.0;6.5;39.0;5.5;;0.0;0.0;0.0;0.0;0.0;3.8;4.6;0.0;0.0;0.0;0.0;0.0;141.0;0.0;0.0;0.0;0.0;0.0;27.7;72.3;0.0;0.0;0.0;0.0;0.0;0.2;3.6;0.2;3.6;0.0;2.5
902;Komkommers;Sluipwesp tegen mineervlieg (Diglyphus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
903;Komkommers;Sluipwesp tegen mineervlieg (Diglyphus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;Komkommers;Sluipwesp tegen mineervlieg (Opius);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
905;Komkommers;Sluipwesp tegen mineervlieg (Opius);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
906;Komkommers;Sluipwesp tegen mineervlieg (Opius);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
907;Komkommers;Sluipwesp tegen mineervlieg (Opius);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
908;Komkommers;Sluipwesp tegen rups (Trichogramma);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
909;Komkommers;Sluipwesp tegen rups (Trichogramma);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
910;Komkommers;Sluipwesp tegen rups (Trichogramma);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
911;Komkommers;Sluipwesp tegen rups (Trichogramma);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
912;Komkommers;Sluipwesp tegen witte vlieg (Encarsia);1995;706.0;96.1;792.0;98.0;17.7;26.0;56.7;71.4;49.9;32.5;22.8;17.7;23.0;11.3;3.6;0.0;1.2;114215.0;5.4;18.9;26.2;11.0;8.2;9.4;4.6;11.8;3.6;0.7;0.0;0.2;155.4;161.8;141.3;144.2;8.8;14.4
913;Komkommers;Sluipwesp tegen witte vlieg (Encarsia);1998;551.0;90.9;665.0;93.7;-4.4;32.9;62.2;82.4;58.1;45.1;50.1;41.0;22.7;22.2;2.8;0.0;0.8;101925.0;5.0;15.7;16.6;11.6;8.2;13.7;17.7;4.8;6.1;0.5;0.0;0.1;168.2;185.0;143.6;153.2;3.7;47.7
914;Komkommers;Sluipwesp tegen witte vlieg (Encarsia);2000;442.0;84.1;590.0;89.0;;23.4;49.0;75.0;59.6;40.1;22.1;15.5;17.2;20.0;0.0;0.0;0.0;91861.0;2.6;12.0;19.1;44.6;5.6;6.7;2.0;3.4;4.0;0.0;0.0;0.0;174.6;207.7;138.6;155.7;2.9;54.4
915;Komkommers;Sluipwesp tegen witte vlieg (Encarsia);2004;223.0;55.1;336.0;54.0;-39.3;6.1;32.5;46.1;37.8;19.2;10.7;7.2;4.4;0.0;0.0;0.0;0.0;42873.0;0.6;11.0;67.7;8.7;6.8;2.7;1.4;1.2;0.0;0.0;0.0;0.0;106.1;192.6;68.8;127.5;1.2;30.8
916;Komkommers;Sluipwesp tegen witte vlieg (Californ.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
917;Komkommers;Sluipwesp tegen witte vlieg (Californ.);1998;157.0;26.0;199.0;28.1;;0.0;0.0;6.1;4.6;8.3;9.9;7.5;6.3;0.9;0.0;0.0;0.0;4434.0;0.0;0.0;5.9;3.0;15.4;24.5;15.7;21.8;13.8;0.0;0.0;0.0;7.3;28.2;6.2;22.2;0.2;23.8
918;Komkommers;Sluipwesp tegen witte vlieg (Californ.);2000;179.0;34.1;219.0;33.0;;2.0;0.8;9.2;9.7;20.7;13.3;3.8;10.0;4.8;0.0;0.0;0.0;11775.0;0.6;0.7;7.6;15.3;19.0;12.5;10.0;23.2;11.1;0.0;0.0;0.0;22.4;65.7;17.8;53.8;0.4;37.9
919;Komkommers;Sluipwesp tegen witte vlieg (Californ.);2004;25.0;6.1;41.0;6.6;-80.0;0.0;0.0;1.0;1.0;3.4;2.2;0.0;0.0;0.0;0.0;0.0;0.0;1725.0;0.0;0.0;2.0;2.5;91.4;4.1;0.0;0.0;0.0;0.0;0.0;0.0;4.3;69.8;2.8;42.1;0.0;7.2
920;Komkommers;Sluipwesp tegen witte vlieg (Eremicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
921;Komkommers;Sluipwesp tegen witte vlieg (Eremicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
922;Komkommers;Sluipwesp tegen witte vlieg (Eremicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;Komkommers;Sluipwesp tegen witte vlieg (Eremicus);2004;8.0;2.0;13.0;2.0;;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;126.0;0.0;0.0;66.7;33.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;15.3;0.2;10.0;0.0;1.3
924;Komkommers;Sluipwesp tegen witte vlieg (Mundus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
925;Komkommers;Sluipwesp tegen witte vlieg (Mundus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;Komkommers;Sluipwesp tegen witte vlieg (Mundus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
927;Komkommers;Sluipwesp tegen witte vlieg (Mundus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
928;Komkommers;Sluipwespen t. witte vlieg (Enc./Eret.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
929;Komkommers;Sluipwespen t. witte vlieg (Enc./Eret.);1998;87.0;14.3;132.0;18.6;;0.0;0.0;2.1;9.0;10.1;8.6;6.1;7.9;0.0;0.9;0.0;0.0;18904.0;0.0;0.0;1.1;17.5;25.8;26.3;11.3;11.6;0.0;6.5;0.0;0.0;31.2;218.4;26.6;143.1;0.7;82.4
930;Komkommers;Sluipwespen t. witte vlieg (Enc./Eret.);2000;84.0;15.9;122.0;18.4;;0.0;2.0;8.0;8.0;5.5;5.6;9.6;5.5;5.0;0.0;0.0;0.0;21990.0;0.0;1.9;0.9;8.1;14.7;23.1;15.8;20.4;15.0;0.0;0.0;0.0;41.8;262.8;33.2;179.8;0.7;80.5
931;Komkommers;Sluipwespen t. witte vlieg (Enc./Eret.);2004;41.0;10.2;86.0;13.8;-25.2;2.2;2.2;7.1;7.1;5.5;6.6;0.0;4.4;1.0;0.0;0.0;0.0;4621.0;0.0;1.8;15.5;9.1;14.7;11.1;0.0;43.2;4.6;0.0;0.0;0.0;11.4;112.1;7.4;53.8;0.1;15.7
932;Komkommers;Sluipwespen tegen witte vlieg (Eretm.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
933;Komkommers;Sluipwespen tegen witte vlieg (Eretm.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
934;Komkommers;Sluipwespen tegen witte vlieg (Eretm.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
935;Komkommers;Sluipwespen tegen witte vlieg (Eretm.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
936;Komkommers;Sluipwesp tegen wolluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
937;Komkommers;Sluipwesp tegen wolluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
938;Komkommers;Sluipwesp tegen wolluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
939;Komkommers;Sluipwesp tegen wolluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
940;Komkommers;Sluipwesp tegen dopluis (Microterys);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
941;Komkommers;Sluipwesp tegen dopluis (Microterys);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
942;Komkommers;Sluipwesp tegen dopluis (Microterys);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
943;Komkommers;Sluipwesp tegen dopluis (Microterys);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
944;Komkommers;Vlindereieren tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
945;Komkommers;Vlindereieren tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946;Komkommers;Vlindereieren tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
947;Komkommers;Vlindereieren tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
948;Komkommers;Zweefvlieg tegen bladluis (Episyrphus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
949;Komkommers;Zweefvlieg tegen bladluis (Episyrphus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
950;Komkommers;Zweefvlieg tegen bladluis (Episyrphus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
951;Komkommers;Zweefvlieg tegen bladluis (Episyrphus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
952;Komkommers;Zweefvliegen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
953;Komkommers;Zweefvliegen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;Komkommers;Zweefvliegen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
955;Komkommers;Zweefvliegen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
956;Komkommers;Kever tegen spint (Stethorus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
957;Komkommers;Kever tegen spint (Stethorus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
958;Komkommers;Kever tegen spint (Stethorus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
959;Komkommers;Kever tegen spint (Stethorus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
960;Paprika;Aaltjes tegen taxuskever;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
961;Paprika;Aaltjes tegen taxuskever;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
962;Paprika;Aaltjes tegen taxuskever;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
963;Paprika;Aaltjes tegen taxuskever;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
964;Paprika;Aaltjes tegen varenrouwmug;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
965;Paprika;Aaltjes tegen varenrouwmug;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;Paprika;Aaltjes tegen varenrouwmug;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
967;Paprika;Aaltjes tegen varenrouwmug;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
968;Paprika;Gaasvliegen tegen bladluis (Chrysopa);1995;64.0;8.2;76.0;7.7;;0.6;2.2;0.8;1.5;2.0;3.7;1.3;0.9;0.0;0.0;0.0;0.0;152.0;5.1;20.5;5.1;17.9;30.8;12.8;5.1;2.6;0.0;0.0;0.0;0.0;0.2;2.4;0.2;2.0;0.0;100.0
969;Paprika;Gaasvliegen tegen bladluis (Chrysopa);1998;;;;;-92.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
970;Paprika;Gaasvliegen tegen bladluis (Chrysopa);2000;26.0;3.7;40.0;3.4;;0.8;0.0;0.0;0.7;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;7.7;0.0;0.0;15.4;76.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1;3.8;0.1;2.5;0.0;100.0
971;Paprika;Gaasvliegen tegen bladluis (Chrysopa);2004;27.0;4.9;53.0;4.4;27.9;0.0;0.0;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.8;0.0;0.4;0.0;100.0
972;Paprika;Galmug tegen bladluis (Aphidoletes);1995;580.0;74.5;730.0;73.3;72.5;2.4;17.6;26.1;37.0;41.3;32.3;23.3;21.1;5.6;0.0;0.0;0.0;11420.0;0.7;7.6;13.9;18.7;27.1;14.2;9.4;6.3;2.1;0.0;0.0;0.0;14.7;19.7;11.5;15.6;1.5;73.4
973;Paprika;Galmug tegen bladluis (Aphidoletes);1998;252.0;35.5;368.0;36.5;-50.3;1.3;6.9;9.8;17.2;10.8;12.3;11.5;3.8;2.2;0.0;0.0;1.3;7723.0;0.4;1.4;5.2;5.6;5.9;18.5;60.2;2.3;0.5;0.0;0.0;0.1;10.9;30.7;7.6;21.0;0.7;70.2
974;Paprika;Galmug tegen bladluis (Aphidoletes);2000;183.0;25.6;320.0;27.7;;4.2;0.9;1.5;8.4;12.4;14.6;8.3;2.7;0.8;0.0;0.0;0.0;3620.0;1.3;0.1;1.3;16.0;35.2;30.2;13.4;2.0;0.6;0.0;0.0;0.0;5.1;19.7;3.1;11.3;0.4;62.7
975;Paprika;Galmug tegen bladluis (Aphidoletes);2004;123.0;22.0;327.0;27.1;-2.3;2.3;0.0;11.9;10.9;15.8;1.7;1.7;0.0;0.0;0.0;0.0;0.0;636.0;1.8;0.0;16.1;30.4;41.1;3.6;7.1;0.0;0.0;0.0;0.0;0.0;1.1;5.2;0.5;1.9;0.0;38.1
976;Paprika;Galmug tegen spint (Feltiella);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
977;Paprika;Galmug tegen spint (Feltiella);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
978;Paprika;Galmug tegen spint (Feltiella);2000;;;;;;;;;;;;;;;;;;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;1.8;0.0;0.3;0.0;3.9
979;Paprika;Galmug tegen spint (Feltiella);2004;205.0;36.6;417.0;34.6;572.4;0.0;2.9;4.8;17.2;29.9;15.1;4.9;0.0;0.0;0.0;0.0;0.0;384.0;0.0;0.7;2.2;14.8;54.4;22.2;5.6;0.0;0.0;0.0;0.0;0.0;0.7;1.9;0.3;0.9;0.0;74.7
980;Paprika;Galmug tegen spint (Therodiplosis);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
981;Paprika;Galmug tegen spint (Therodiplosis);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
982;Paprika;Galmug tegen spint (Therodiplosis);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
983;Paprika;Galmug tegen spint (Therodiplosis);2004;68.0;12.2;106.0;8.8;;0.0;0.0;0.0;6.1;4.8;1.3;0.0;0.0;0.0;0.0;0.0;0.0;75.0;0.0;0.0;0.0;45.3;35.8;18.9;0.0;0.0;0.0;0.0;0.0;0.0;0.1;1.1;0.1;0.7;0.0;95.5
984;Paprika;Graanluis-systeem tegen bladluis (Col.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
985;Paprika;Graanluis-systeem tegen bladluis (Col.);1998;278.0;39.1;419.0;41.4;;14.4;24.3;22.0;13.9;6.5;2.4;0.6;0.0;0.0;0.0;0.0;0.7;;;;;;;;;;;;;;;;;;;
986;Paprika;Graanluis-systeem tegen bladluis (Col.);2000;122.0;17.1;240.0;20.8;;8.9;6.3;15.7;4.9;7.4;8.9;1.1;0.0;0.0;0.0;1.9;1.9;;;;;;;;;;;;;;;;;;;
987;Paprika;Graanluis-systeem tegen bladluis (Col.);2004;82.0;14.6;159.0;13.2;-36.4;7.2;8.6;4.8;2.8;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;
988;Paprika;Graanluis-systeem tegen bladluis (Erv);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
989;Paprika;Graanluis-systeem tegen bladluis (Erv);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;Paprika;Graanluis-systeem tegen bladluis (Erv);2000;52.0;7.3;107.0;9.2;;1.8;4.1;1.1;3.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;
991;Paprika;Graanluis-systeem tegen bladluis (Erv);2004;27.0;4.9;44.0;3.6;-61.1;2.3;0.0;0.0;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;
992;Paprika;Graanluis-systeem tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
993;Paprika;Graanluis-systeem tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
994;Paprika;Graanluis-systeem tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
995;Paprika;Graanluis-systeem tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
996;Paprika;Lieveheersbeestje tegen bladluis;1995;492.0;63.3;658.0;66.1;;17.3;26.5;25.0;32.9;22.3;11.4;19.8;11.9;6.8;0.0;0.0;0.0;26022.0;13.0;22.0;17.7;16.6;7.8;5.3;10.0;4.7;2.9;0.0;0.0;0.0;33.4;52.9;26.1;39.5;3.5;95.0
997;Paprika;Lieveheersbeestje tegen bladluis;1998;207.0;29.1;351.0;34.8;-47.4;0.7;4.6;6.2;17.3;11.7;10.2;11.9;3.1;1.5;0.6;0.0;0.0;14876.0;0.6;2.1;3.1;6.3;5.6;16.4;31.0;22.0;12.8;0.2;0.0;0.0;21.0;72.0;14.7;42.4;1.3;100.0
998;Paprika;Lieveheersbeestje tegen bladluis;2000;70.0;9.8;100.0;8.7;;0.0;0.0;0.0;0.0;4.9;4.2;1.9;2.9;0.0;0.0;0.0;0.0;3504.0;0.0;0.0;0.0;0.0;70.3;11.0;12.1;6.6;0.0;0.0;0.0;0.0;4.9;50.2;3.0;35.0;0.4;100.0
999;Paprika;Lieveheersbeestje tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1000;Paprika;Roofkever tegen bladluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;Paprika;Roofkever tegen bladluis;1998;26.0;3.6;63.0;6.2;;1.8;0.0;0.0;3.7;2.2;1.5;0.0;0.0;0.0;0.0;0.0;0.0;76.0;0.8;0.0;0.0;21.0;65.3;12.9;0.0;0.0;0.0;0.0;0.0;0.0;0.1;3.0;0.1;1.2;0.0;100.0
1002;Paprika;Roofkever tegen bladluis;2000;79.0;11.0;101.0;8.8;;0.0;0.0;2.2;4.5;4.1;1.0;1.0;0.0;0.0;0.0;0.0;0.0;62.0;0.0;0.0;11.9;51.9;26.9;6.3;3.1;0.0;0.0;0.0;0.0;0.0;0.1;0.8;0.1;0.6;0.0;100.0
1003;Paprika;Roofkever tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1004;Paprika;Roofkever tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1005;Paprika;Roofkever tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1006;Paprika;Roofkever tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007;Paprika;Roofkever tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1008;Paprika;Pest in first systeem tegen spint;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1009;Paprika;Pest in first systeem tegen spint;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1010;Paprika;Pest in first systeem tegen spint;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011;Paprika;Pest in first systeem tegen spint;2004;55.0;9.8;150.0;12.4;177.5;0.0;2.9;9.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;
