ID;UitgaveVoorAanschafEnBezit;Perioden;Prijsindex_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3
322;Aanschaf nieuwe koopwoning: zelfbouw;2014 3e kwartaal;81.0;1.7;-2.2
323;Aanschaf nieuwe koopwoning: zelfbouw;2014 4e kwartaal;79.7;-1.5;-1.2
324;Aanschaf nieuwe koopwoning: zelfbouw;2014;79.6;-4.3;-4.3
325;Aanschaf nieuwe koopwoning: zelfbouw;2015 1e kwartaal;79.8;0.1;2.3
326;Aanschaf nieuwe koopwoning: zelfbouw;2015 2e kwartaal;81.1;1.6;1.8
327;Aanschaf nieuwe koopwoning: zelfbouw;2015 3e kwartaal;77.8;-4.1;-4.0
328;Aanschaf nieuwe koopwoning: zelfbouw;2015 4e kwartaal;77.3;-0.7;-3.1
329;Aanschaf nieuwe koopwoning: zelfbouw;2015;79.0;-0.7;-0.7
330;Aanschaf nieuwe koopwoning: zelfbouw;2016 1e kwartaal;76.8;-0.6;-3.7
331;Aanschaf nieuwe koopwoning: zelfbouw;2016 2e kwartaal;77.8;1.2;-4.1
332;Aanschaf nieuwe koopwoning: zelfbouw;2016 3e kwartaal;79.8;2.6;2.6
333;Aanschaf nieuwe koopwoning: zelfbouw;2016 4e kwartaal;80.6;1.0;4.3
334;Aanschaf nieuwe koopwoning: zelfbouw;2016;78.8;-0.3;-0.3
335;Aanschaf nieuwe koopwoning: zelfbouw;2017 1e kwartaal;81.9;1.6;6.6
336;Aanschaf nieuwe koopwoning: zelfbouw;2017 2e kwartaal;84.6;3.3;8.8
337;Aanschaf nieuwe koopwoning: zelfbouw;2017 3e kwartaal;83.7;-1.1;4.9
338;Aanschaf nieuwe koopwoning: zelfbouw;2017 4e kwartaal;86.9;3.8;7.8
339;Aanschaf nieuwe koopwoning: zelfbouw;2017;84.3;7.0;7.0
340;Aanschaf nieuwe koopwoning: zelfbouw;2018 1e kwartaal;89.3;2.7;9.0
341;Aanschaf nieuwe koopwoning: zelfbouw;2018 2e kwartaal;90.2;1.0;6.6
342;Aanschaf nieuwe koopwoning: zelfbouw;2018 3e kwartaal;92.4;2.5;10.4
343;Aanschaf nieuwe koopwoning: zelfbouw;2018 4e kwartaal;92.9;0.6;6.9
344;Aanschaf nieuwe koopwoning: zelfbouw;2018;91.2;8.2;8.2
345;Aanschaf nieuwe koopwoning: zelfbouw;2019 1e kwartaal;94.7;1.9;6.1
346;Aanschaf nieuwe koopwoning: zelfbouw;2019 2e kwartaal;95.9;1.3;6.4
347;Aanschaf nieuwe koopwoning: zelfbouw;2019 3e kwartaal;96.9;1.1;4.9
348;Aanschaf nieuwe koopwoning: zelfbouw;2019 4e kwartaal;97.8;0.9;5.2
349;Aanschaf nieuwe koopwoning: zelfbouw;2019;96.3;5.6;5.6
350;Aanschaf nieuwe koopwoning: zelfbouw;2020 1e kwartaal;98.3;0.5;3.7
351;Aanschaf nieuwe koopwoning: zelfbouw;2020 2e kwartaal;99.7;1.4;3.9
352;Aanschaf nieuwe koopwoning: zelfbouw;2020 3e kwartaal;101.1;1.5;4.3
353;Aanschaf nieuwe koopwoning: zelfbouw;2020 4e kwartaal;100.9;-0.2;3.2
354;Aanschaf nieuwe koopwoning: zelfbouw;2020;100.0;3.8;3.8
355;Aanschaf nieuwe koopwoning: zelfbouw;2021 1e kwartaal;103.1;2.2;5.0
356;Aanschaf nieuwe koopwoning: zelfbouw;2021 2e kwartaal;106.2;3.0;6.6
357;Aanschaf nieuwe koopwoning: zelfbouw;2021 3e kwartaal;108.7;2.3;7.4
358;Aanschaf nieuwe koopwoning: zelfbouw;2021 4e kwartaal;110.7;1.9;9.7
359;Aanschaf nieuwe koopwoning: zelfbouw;2021;107.2;7.2;7.2
360;Aanschaf nieuwe koopwoning: zelfbouw;2022 1e kwartaal;113.9;2.9;10.5
361;Aanschaf nieuwe koopwoning: zelfbouw;2022 2e kwartaal;118.7;4.2;11.7
362;Aanschaf nieuwe koopwoning: zelfbouw;2022 3e kwartaal;121.6;2.5;11.9
363;Aanschaf nieuwe koopwoning: zelfbouw;2022 4e kwartaal;122.2;0.5;10.3
364;Aanschaf nieuwe koopwoning: zelfbouw;2022;119.1;11.1;11.1
365;Aanschaf nieuwe koopwoning: zelfbouw;2023 1e kwartaal;126.3;3.4;10.9
366;Aanschaf nieuwe koopwoning: zelfbouw;2023 2e kwartaal;127.7;1.0;7.6
367;Aanschaf nieuwe koopwoning: zelfbouw;2023 3e kwartaal;128.7;0.9;5.9
368;Aanschaf nieuwe koopwoning: zelfbouw;2023 4e kwartaal;129.1;0.3;5.7
369;Aanschaf nieuwe koopwoning: zelfbouw;2023;128.0;7.4;7.4
370;Aanschaf nieuwe koopwoning: zelfbouw;2024 1e kwartaal;128.8;-0.2;2.0
371;Aanschaf nieuwe koopwoning: zelfbouw;2024 2e kwartaal;129.4;0.4;1.4
372;Aanschaf nieuwe koopwoning: zelfbouw;2024 3e kwartaal;130.8;1.0;1.6
373;Aanschaf nieuwe koopwoning: zelfbouw;2024 4e kwartaal;131.8;0.8;2.1
374;Aanschaf nieuwe koopwoning: zelfbouw;2024;130.2;1.8;1.8
375;Aanschaf voormalige huurwoning;2010 1e kwartaal;75.0;;
376;Aanschaf voormalige huurwoning;2010 2e kwartaal;75.6;0.8;
377;Aanschaf voormalige huurwoning;2010 3e kwartaal;74.9;-0.9;
378;Aanschaf voormalige huurwoning;2010 4e kwartaal;74.8;-0.2;
379;Aanschaf voormalige huurwoning;2010;75.1;;
380;Aanschaf voormalige huurwoning;2011 1e kwartaal;74.3;-0.6;-0.9
381;Aanschaf voormalige huurwoning;2011 2e kwartaal;73.7;-0.9;-2.6
382;Aanschaf voormalige huurwoning;2011 3e kwartaal;72.7;-1.3;-2.9
383;Aanschaf voormalige huurwoning;2011 4e kwartaal;71.7;-1.4;-4.1
384;Aanschaf voormalige huurwoning;2011;73.1;-2.6;-2.6
385;Aanschaf voormalige huurwoning;2012 1e kwartaal;70.4;-1.8;-5.3
386;Aanschaf voormalige huurwoning;2012 2e kwartaal;69.4;-1.5;-5.9
387;Aanschaf voormalige huurwoning;2012 3e kwartaal;68.1;-1.9;-6.4
388;Aanschaf voormalige huurwoning;2012 4e kwartaal;66.6;-2.1;-7.1
389;Aanschaf voormalige huurwoning;2012;68.6;-6.1;-6.1
390;Aanschaf voormalige huurwoning;2013 1e kwartaal;65.6;-1.5;-6.8
391;Aanschaf voormalige huurwoning;2013 2e kwartaal;64.6;-1.6;-6.9
392;Aanschaf voormalige huurwoning;2013 3e kwartaal;64.7;0.2;-5.0
393;Aanschaf voormalige huurwoning;2013 4e kwartaal;64.0;-1.1;-3.9
394;Aanschaf voormalige huurwoning;2013;64.7;-5.7;-5.7
395;Aanschaf voormalige huurwoning;2014 1e kwartaal;64.2;0.4;-2.1
396;Aanschaf voormalige huurwoning;2014 2e kwartaal;64.5;0.4;-0.1
397;Aanschaf voormalige huurwoning;2014 3e kwartaal;64.8;0.5;0.2
398;Aanschaf voormalige huurwoning;2014 4e kwartaal;65.5;1.0;2.3
399;Aanschaf voormalige huurwoning;2014;64.8;0.0;0.0
400;Aanschaf voormalige huurwoning;2015 1e kwartaal;65.2;-0.4;1.5
401;Aanschaf voormalige huurwoning;2015 2e kwartaal;66.2;1.6;2.6
402;Aanschaf voormalige huurwoning;2015 3e kwartaal;67.1;1.4;3.6
403;Aanschaf voormalige huurwoning;2015 4e kwartaal;67.0;-0.2;2.4
404;Aanschaf voormalige huurwoning;2015;66.4;2.5;2.5
405;Aanschaf voormalige huurwoning;2016 1e kwartaal;68.5;2.2;5.1
406;Aanschaf voormalige huurwoning;2016 2e kwartaal;70.3;2.6;6.2
407;Aanschaf voormalige huurwoning;2016 3e kwartaal;71.4;1.6;6.4
408;Aanschaf voormalige huurwoning;2016 4e kwartaal;72.1;1.0;7.6
409;Aanschaf voormalige huurwoning;2016;70.6;6.3;6.3
410;Aanschaf voormalige huurwoning;2017 1e kwartaal;74.0;2.6;8.0
411;Aanschaf voormalige huurwoning;2017 2e kwartaal;76.7;3.7;9.2
412;Aanschaf voormalige huurwoning;2017 3e kwartaal;78.3;2.0;9.6
413;Aanschaf voormalige huurwoning;2017 4e kwartaal;79.6;1.7;10.4
414;Aanschaf voormalige huurwoning;2017;77.2;9.3;9.3
415;Aanschaf voormalige huurwoning;2018 1e kwartaal;82.0;3.0;10.8
416;Aanschaf voormalige huurwoning;2018 2e kwartaal;86.1;5.0;12.2
417;Aanschaf voormalige huurwoning;2018 3e kwartaal;87.2;1.3;11.4
418;Aanschaf voormalige huurwoning;2018 4e kwartaal;88.1;1.0;10.7
419;Aanschaf voormalige huurwoning;2018;85.9;11.3;11.3
420;Aanschaf voormalige huurwoning;2019 1e kwartaal;90.7;3.0;10.7
421;Aanschaf voormalige huurwoning;2019 2e kwartaal;92.2;1.6;7.0
422;Aanschaf voormalige huurwoning;2019 3e kwartaal;93.7;1.7;7.5
423;Aanschaf voormalige huurwoning;2019 4e kwartaal;94.6;0.9;7.3
424;Aanschaf voormalige huurwoning;2019;92.8;8.1;8.1
425;Aanschaf voormalige huurwoning;2020 1e kwartaal;97.0;2.6;7.0
426;Aanschaf voormalige huurwoning;2020 2e kwartaal;99.1;2.1;7.5
427;Aanschaf voormalige huurwoning;2020 3e kwartaal;101.5;2.5;8.3
428;Aanschaf voormalige huurwoning;2020 4e kwartaal;102.3;0.8;8.2
429;Aanschaf voormalige huurwoning;2020;100.0;7.7;7.7
430;Aanschaf voormalige huurwoning;2021 1e kwartaal;107.5;5.1;10.8
431;Aanschaf voormalige huurwoning;2021 2e kwartaal;113.7;5.7;14.8
432;Aanschaf voormalige huurwoning;2021 3e kwartaal;121.3;6.7;19.4
433;Aanschaf voormalige huurwoning;2021 4e kwartaal;125.1;3.2;22.3
434;Aanschaf voormalige huurwoning;2021;116.9;16.9;16.9
435;Aanschaf voormalige huurwoning;2022 1e kwartaal;128.7;2.9;19.7
436;Aanschaf voormalige huurwoning;2022 2e kwartaal;132.4;2.9;16.5
437;Aanschaf voormalige huurwoning;2022 3e kwartaal;130.0;-1.8;7.2
438;Aanschaf voormalige huurwoning;2022 4e kwartaal;126.1;-3.0;0.8
439;Aanschaf voormalige huurwoning;2022;129.3;10.6;10.6
440;Aanschaf voormalige huurwoning;2023 1e kwartaal;123.5;-2.1;-4.1
441;Aanschaf voormalige huurwoning;2023 2e kwartaal;124.2;0.6;-6.2
442;Aanschaf voormalige huurwoning;2023 3e kwartaal;126.5;1.8;-2.7
443;Aanschaf voormalige huurwoning;2023 4e kwartaal;128.9;2.0;2.2
444;Aanschaf voormalige huurwoning;2023;125.8;-2.7;-2.7
445;Aanschaf voormalige huurwoning;2024 1e kwartaal;132.3;2.6;7.2
446;Aanschaf voormalige huurwoning;2024 2e kwartaal;137.0;3.5;10.3
447;Aanschaf voormalige huurwoning;2024 3e kwartaal;141.3;3.2;11.7
448;Aanschaf voormalige huurwoning;2024 4e kwartaal;143.5;1.6;11.3
449;Aanschaf voormalige huurwoning;2024;138.5;10.1;10.1
450;Verwervingskosten koopwoning;2010 1e kwartaal;123.5;;
451;Verwervingskosten koopwoning;2010 2e kwartaal;123.9;0.3;
452;Verwervingskosten koopwoning;2010 3e kwartaal;123.9;0.0;
453;Verwervingskosten koopwoning;2010 4e kwartaal;121.8;-1.6;
454;Verwervingskosten koopwoning;2010;123.3;;
455;Verwervingskosten koopwoning;2011 1e kwartaal;123.3;1.2;-0.1
456;Verwervingskosten koopwoning;2011 2e kwartaal;117.6;-4.6;-5.0
457;Verwervingskosten koopwoning;2011 3e kwartaal;94.2;-19.9;-23.9
458;Verwervingskosten koopwoning;2011 4e kwartaal;93.6;-0.7;-23.2
459;Verwervingskosten koopwoning;2011;107.2;-13.1;-13.1
460;Verwervingskosten koopwoning;2012 1e kwartaal;92.0;-1.7;-25.4
461;Verwervingskosten koopwoning;2012 2e kwartaal;90.6;-1.5;-23.0
462;Verwervingskosten koopwoning;2012 3e kwartaal;89.7;-1.0;-4.8
463;Verwervingskosten koopwoning;2012 4e kwartaal;88.1;-1.8;-5.9
464;Verwervingskosten koopwoning;2012;90.1;-15.9;-15.9
465;Verwervingskosten koopwoning;2013 1e kwartaal;87.5;-0.6;-4.9
466;Verwervingskosten koopwoning;2013 2e kwartaal;86.2;-1.5;-4.9
467;Verwervingskosten koopwoning;2013 3e kwartaal;85.5;-0.8;-4.7
468;Verwervingskosten koopwoning;2013 4e kwartaal;85.4;0.0;-3.0
469;Verwervingskosten koopwoning;2013;86.2;-4.4;-4.4
470;Verwervingskosten koopwoning;2014 1e kwartaal;85.4;-0.1;-2.4
471;Verwervingskosten koopwoning;2014 2e kwartaal;85.2;-0.2;-1.1
472;Verwervingskosten koopwoning;2014 3e kwartaal;85.3;0.1;-0.2
473;Verwervingskosten koopwoning;2014 4e kwartaal;85.4;0.2;0.0
474;Verwervingskosten koopwoning;2014;85.3;-1.0;-1.0
475;Verwervingskosten koopwoning;2015 1e kwartaal;85.3;-0.2;-0.1
476;Verwervingskosten koopwoning;2015 2e kwartaal;85.9;0.7;0.7
477;Verwervingskosten koopwoning;2015 3e kwartaal;85.9;0.1;0.8
478;Verwervingskosten koopwoning;2015 4e kwartaal;86.4;0.6;1.2
479;Verwervingskosten koopwoning;2015;85.9;0.6;0.6
480;Verwervingskosten koopwoning;2016 1e kwartaal;86.8;0.4;1.8
481;Verwervingskosten koopwoning;2016 2e kwartaal;87.3;0.6;1.7
482;Verwervingskosten koopwoning;2016 3e kwartaal;88.5;1.4;3.0
483;Verwervingskosten koopwoning;2016 4e kwartaal;89.1;0.6;3.1
484;Verwervingskosten koopwoning;2016;87.9;2.4;2.4
485;Verwervingskosten koopwoning;2017 1e kwartaal;89.1;0.0;2.7
486;Verwervingskosten koopwoning;2017 2e kwartaal;90.1;1.1;3.2
487;Verwervingskosten koopwoning;2017 3e kwartaal;90.6;0.5;2.3
488;Verwervingskosten koopwoning;2017 4e kwartaal;90.5;-0.1;1.5
489;Verwervingskosten koopwoning;2017;90.1;2.4;2.4
490;Verwervingskosten koopwoning;2018 1e kwartaal;91.1;0.7;2.2
491;Verwervingskosten koopwoning;2018 2e kwartaal;92.8;1.9;3.0
492;Verwervingskosten koopwoning;2018 3e kwartaal;94.2;1.4;4.0
493;Verwervingskosten koopwoning;2018 4e kwartaal;94.8;0.6;4.8
494;Verwervingskosten koopwoning;2018;93.2;3.5;3.5
495;Verwervingskosten koopwoning;2019 1e kwartaal;95.9;1.2;5.3
496;Verwervingskosten koopwoning;2019 2e kwartaal;96.5;0.6;4.0
497;Verwervingskosten koopwoning;2019 3e kwartaal;96.9;0.3;2.9
498;Verwervingskosten koopwoning;2019 4e kwartaal;97.2;0.3;2.5
499;Verwervingskosten koopwoning;2019;96.6;3.6;3.6
500;Verwervingskosten koopwoning;2020 1e kwartaal;99.1;1.9;3.2
501;Verwervingskosten koopwoning;2020 2e kwartaal;99.3;0.2;2.8
502;Verwervingskosten koopwoning;2020 3e kwartaal;100.1;0.8;3.3
503;Verwervingskosten koopwoning;2020 4e kwartaal;101.6;1.4;4.5
504;Verwervingskosten koopwoning;2020;100.0;3.5;3.5
505;Verwervingskosten koopwoning;2021 1e kwartaal;103.1;1.5;4.0
506;Verwervingskosten koopwoning;2021 2e kwartaal;104.9;1.8;5.7
507;Verwervingskosten koopwoning;2021 3e kwartaal;108.2;3.1;8.1
508;Verwervingskosten koopwoning;2021 4e kwartaal;111.7;3.3;10.0
509;Verwervingskosten koopwoning;2021;107.0;6.9;6.9
510;Verwervingskosten koopwoning;2022 1e kwartaal;113.9;1.9;10.5
511;Verwervingskosten koopwoning;2022 2e kwartaal;117.1;2.8;11.6
512;Verwervingskosten koopwoning;2022 3e kwartaal;118.4;1.2;9.5
513;Verwervingskosten koopwoning;2022 4e kwartaal;116.9;-1.3;4.7
514;Verwervingskosten koopwoning;2022;116.6;9.0;9.0
515;Verwervingskosten koopwoning;2023 1e kwartaal;117.3;0.3;3.0
516;Verwervingskosten koopwoning;2023 2e kwartaal;117.1;-0.1;0.0
517;Verwervingskosten koopwoning;2023 3e kwartaal;117.2;0.0;-1.1
518;Verwervingskosten koopwoning;2023 4e kwartaal;117.9;0.6;0.8
519;Verwervingskosten koopwoning;2023;117.4;0.7;0.7
520;Verwervingskosten koopwoning;2024 1e kwartaal;119.2;1.1;1.6
521;Verwervingskosten koopwoning;2024 2e kwartaal;121.5;2.0;3.7
522;Verwervingskosten koopwoning;2024 3e kwartaal;123.3;1.5;5.3
523;Verwervingskosten koopwoning;2024 4e kwartaal;125.0;1.3;6.0
524;Verwervingskosten koopwoning;2024;122.3;4.2;4.2
525;Doorlopende kosten: totaal;2010 1e kwartaal;81.4;;
526;Doorlopende kosten: totaal;2010 2e kwartaal;81.4;-0.1;
527;Doorlopende kosten: totaal;2010 3e kwartaal;80.7;-0.8;
528;Doorlopende kosten: totaal;2010 4e kwartaal;78.4;-2.9;
529;Doorlopende kosten: totaal;2010;80.5;;
530;Doorlopende kosten: totaal;2011 1e kwartaal;79.6;1.6;-2.2
531;Doorlopende kosten: totaal;2011 2e kwartaal;79.9;0.3;-1.8
532;Doorlopende kosten: totaal;2011 3e kwartaal;81.1;1.5;0.5
533;Doorlopende kosten: totaal;2011 4e kwartaal;81.2;0.1;3.6
534;Doorlopende kosten: totaal;2011;80.5;0.0;0.0
535;Doorlopende kosten: totaal;2012 1e kwartaal;82.5;1.7;3.6
536;Doorlopende kosten: totaal;2012 2e kwartaal;83.8;1.6;4.9
537;Doorlopende kosten: totaal;2012 3e kwartaal;83.5;-0.3;3.0
538;Doorlopende kosten: totaal;2012 4e kwartaal;84.7;1.4;4.4
539;Doorlopende kosten: totaal;2012;83.6;3.9;3.9
540;Doorlopende kosten: totaal;2013 1e kwartaal;84.0;-0.8;1.8
541;Doorlopende kosten: totaal;2013 2e kwartaal;80.7;-4.0;-3.7
542;Doorlopende kosten: totaal;2013 3e kwartaal;81.5;1.0;-2.5
543;Doorlopende kosten: totaal;2013 4e kwartaal;81.0;-0.6;-4.4
544;Doorlopende kosten: totaal;2013;81.8;-2.2;-2.2
545;Doorlopende kosten: totaal;2014 1e kwartaal;82.6;2.0;-1.7
546;Doorlopende kosten: totaal;2014 2e kwartaal;82.0;-0.7;1.6
547;Doorlopende kosten: totaal;2014 3e kwartaal;82.8;1.0;1.6
548;Doorlopende kosten: totaal;2014 4e kwartaal;83.0;0.2;2.5
549;Doorlopende kosten: totaal;2014;82.6;1.0;1.0
550;Doorlopende kosten: totaal;2015 1e kwartaal;83.0;0.0;0.4
551;Doorlopende kosten: totaal;2015 2e kwartaal;83.6;0.7;1.8
552;Doorlopende kosten: totaal;2015 3e kwartaal;87.7;5.0;5.9
553;Doorlopende kosten: totaal;2015 4e kwartaal;89.3;1.8;7.6
554;Doorlopende kosten: totaal;2015;85.9;4.0;4.0
555;Doorlopende kosten: totaal;2016 1e kwartaal;89.1;-0.2;7.4
556;Doorlopende kosten: totaal;2016 2e kwartaal;89.7;0.6;7.3
557;Doorlopende kosten: totaal;2016 3e kwartaal;89.8;0.1;2.3
558;Doorlopende kosten: totaal;2016 4e kwartaal;90.4;0.8;1.2
559;Doorlopende kosten: totaal;2016;89.8;4.5;4.5
560;Doorlopende kosten: totaal;2017 1e kwartaal;91.1;0.8;2.2
561;Doorlopende kosten: totaal;2017 2e kwartaal;92.1;1.0;2.7
562;Doorlopende kosten: totaal;2017 3e kwartaal;91.9;-0.2;2.3
563;Doorlopende kosten: totaal;2017 4e kwartaal;91.7;-0.1;1.4
564;Doorlopende kosten: totaal;2017;91.7;2.2;2.2
565;Doorlopende kosten: totaal;2018 1e kwartaal;93.2;1.6;2.3
566;Doorlopende kosten: totaal;2018 2e kwartaal;93.9;0.8;2.0
567;Doorlopende kosten: totaal;2018 3e kwartaal;93.8;-0.2;2.1
568;Doorlopende kosten: totaal;2018 4e kwartaal;94.1;0.4;2.6
569;Doorlopende kosten: totaal;2018;93.8;2.2;2.2
570;Doorlopende kosten: totaal;2019 1e kwartaal;96.9;3.0;4.0
571;Doorlopende kosten: totaal;2019 2e kwartaal;97.1;0.2;3.4
572;Doorlopende kosten: totaal;2019 3e kwartaal;96.9;-0.2;3.4
573;Doorlopende kosten: totaal;2019 4e kwartaal;97.0;0.1;3.1
574;Doorlopende kosten: totaal;2019;97.0;3.4;3.4
575;Doorlopende kosten: totaal;2020 1e kwartaal;98.5;1.6;1.7
576;Doorlopende kosten: totaal;2020 2e kwartaal;99.0;0.4;1.9
577;Doorlopende kosten: totaal;2020 3e kwartaal;101.1;2.1;4.3
578;Doorlopende kosten: totaal;2020 4e kwartaal;101.4;0.3;4.5
579;Doorlopende kosten: totaal;2020;100.0;3.1;3.1
580;Doorlopende kosten: totaal;2021 1e kwartaal;102.7;1.3;4.2
581;Doorlopende kosten: totaal;2021 2e kwartaal;103.2;0.5;4.3
582;Doorlopende kosten: totaal;2021 3e kwartaal;103.5;0.3;2.4
583;Doorlopende kosten: totaal;2021 4e kwartaal;104.8;1.3;3.4
584;Doorlopende kosten: totaal;2021;103.6;3.6;3.6
585;Doorlopende kosten: totaal;2022 1e kwartaal;107.6;2.7;4.8
586;Doorlopende kosten: totaal;2022 2e kwartaal;107.9;0.2;4.5
587;Doorlopende kosten: totaal;2022 3e kwartaal;109.7;1.7;6.0
588;Doorlopende kosten: totaal;2022 4e kwartaal;111.2;1.4;6.0
589;Doorlopende kosten: totaal;2022;109.1;5.4;5.4
590;Doorlopende kosten: totaal;2023 1e kwartaal;117.7;5.8;9.3
591;Doorlopende kosten: totaal;2023 2e kwartaal;119.4;1.4;10.7
592;Doorlopende kosten: totaal;2023 3e kwartaal;120.4;0.9;9.8
593;Doorlopende kosten: totaal;2023 4e kwartaal;121.0;0.5;8.9
594;Doorlopende kosten: totaal;2023;119.6;9.6;9.6
595;Doorlopende kosten: totaal;2024 1e kwartaal;124.6;2.9;5.8
596;Doorlopende kosten: totaal;2024 2e kwartaal;125.3;0.6;4.9
597;Doorlopende kosten: totaal;2024 3e kwartaal;127.3;1.7;5.7
598;Doorlopende kosten: totaal;2024 4e kwartaal;128.8;1.1;6.4
599;Doorlopende kosten: totaal;2024;126.5;5.7;5.7
600;Doorlopende kosten: groot onderhoud;2010 1e kwartaal;81.8;;
601;Doorlopende kosten: groot onderhoud;2010 2e kwartaal;82.1;0.3;
602;Doorlopende kosten: groot onderhoud;2010 3e kwartaal;81.5;-0.7;
603;Doorlopende kosten: groot onderhoud;2010 4e kwartaal;78.5;-3.6;
604;Doorlopende kosten: groot onderhoud;2010;81.0;;
605;Doorlopende kosten: groot onderhoud;2011 1e kwartaal;79.8;1.6;-2.5
606;Doorlopende kosten: groot onderhoud;2011 2e kwartaal;80.2;0.4;-2.3
607;Doorlopende kosten: groot onderhoud;2011 3e kwartaal;81.5;1.7;0.1
608;Doorlopende kosten: groot onderhoud;2011 4e kwartaal;81.7;0.2;4.0
609;Doorlopende kosten: groot onderhoud;2011;80.8;-0.2;-0.2
610;Doorlopende kosten: groot onderhoud;2012 1e kwartaal;83.0;1.7;4.0
611;Doorlopende kosten: groot onderhoud;2012 2e kwartaal;84.5;1.8;5.5
612;Doorlopende kosten: groot onderhoud;2012 3e kwartaal;84.4;-0.2;3.5
613;Doorlopende kosten: groot onderhoud;2012 4e kwartaal;85.9;1.8;5.1
614;Doorlopende kosten: groot onderhoud;2012;84.5;4.5;4.5
615;Doorlopende kosten: groot onderhoud;2013 1e kwartaal;84.9;-1.2;2.2
616;Doorlopende kosten: groot onderhoud;2013 2e kwartaal;81.0;-4.6;-4.2
617;Doorlopende kosten: groot onderhoud;2013 3e kwartaal;81.8;1.0;-3.1
618;Doorlopende kosten: groot onderhoud;2013 4e kwartaal;81.4;-0.5;-5.2
619;Doorlopende kosten: groot onderhoud;2013;82.3;-2.6;-2.6
620;Doorlopende kosten: groot onderhoud;2014 1e kwartaal;82.8;1.8;-2.4
621;Doorlopende kosten: groot onderhoud;2014 2e kwartaal;82.3;-0.6;1.7
622;Doorlopende kosten: groot onderhoud;2014 3e kwartaal;83.3;1.2;1.8
623;Doorlopende kosten: groot onderhoud;2014 4e kwartaal;83.4;0.2;2.5
624;Doorlopende kosten: groot onderhoud;2014;83.0;0.8;0.8
625;Doorlopende kosten: groot onderhoud;2015 1e kwartaal;83.3;-0.2;0.5
626;Doorlopende kosten: groot onderhoud;2015 2e kwartaal;83.8;0.7;1.8
627;Doorlopende kosten: groot onderhoud;2015 3e kwartaal;88.3;5.4;6.1
628;Doorlopende kosten: groot onderhoud;2015 4e kwartaal;90.0;1.9;7.9
629;Doorlopende kosten: groot onderhoud;2015;86.4;4.1;4.1
630;Doorlopende kosten: groot onderhoud;2016 1e kwartaal;89.7;-0.3;7.8
631;Doorlopende kosten: groot onderhoud;2016 2e kwartaal;90.2;0.6;7.6
632;Doorlopende kosten: groot onderhoud;2016 3e kwartaal;90.4;0.2;2.4
633;Doorlopende kosten: groot onderhoud;2016 4e kwartaal;91.1;0.8;1.2
634;Doorlopende kosten: groot onderhoud;2016;90.4;4.6;4.6
635;Doorlopende kosten: groot onderhoud;2017 1e kwartaal;91.7;0.6;2.2
636;Doorlopende kosten: groot onderhoud;2017 2e kwartaal;92.5;0.9;2.5
637;Doorlopende kosten: groot onderhoud;2017 3e kwartaal;92.3;-0.2;2.1
638;Doorlopende kosten: groot onderhoud;2017 4e kwartaal;92.0;-0.4;0.9
639;Doorlopende kosten: groot onderhoud;2017;92.1;2.0;2.0
640;Doorlopende kosten: groot onderhoud;2018 1e kwartaal;93.7;1.9;2.2
641;Doorlopende kosten: groot onderhoud;2018 2e kwartaal;94.2;0.5;1.8
642;Doorlopende kosten: groot onderhoud;2018 3e kwartaal;94.0;-0.3;1.8
643;Doorlopende kosten: groot onderhoud;2018 4e kwartaal;94.1;0.1;2.3
644;Doorlopende kosten: groot onderhoud;2018;94.0;2.0;2.0
645;Doorlopende kosten: groot onderhoud;2019 1e kwartaal;96.9;3.0;3.4
646;Doorlopende kosten: groot onderhoud;2019 2e kwartaal;96.8;-0.1;2.8
647;Doorlopende kosten: groot onderhoud;2019 3e kwartaal;96.8;0.0;3.1
648;Doorlopende kosten: groot onderhoud;2019 4e kwartaal;96.9;0.1;3.0
649;Doorlopende kosten: groot onderhoud;2019;96.9;3.0;3.0
650;Doorlopende kosten: groot onderhoud;2020 1e kwartaal;98.5;1.6;1.7
651;Doorlopende kosten: groot onderhoud;2020 2e kwartaal;98.9;0.4;2.1
652;Doorlopende kosten: groot onderhoud;2020 3e kwartaal;101.1;2.3;4.4
653;Doorlopende kosten: groot onderhoud;2020 4e kwartaal;101.4;0.3;4.7
654;Doorlopende kosten: groot onderhoud;2020;100.0;3.2;3.2
655;Doorlopende kosten: groot onderhoud;2021 1e kwartaal;102.8;1.3;4.4
656;Doorlopende kosten: groot onderhoud;2021 2e kwartaal;103.4;0.6;4.5
657;Doorlopende kosten: groot onderhoud;2021 3e kwartaal;103.7;0.3;2.5
658;Doorlopende kosten: groot onderhoud;2021 4e kwartaal;105.2;1.4;3.7
659;Doorlopende kosten: groot onderhoud;2021;103.8;3.8;3.8
660;Doorlopende kosten: groot onderhoud;2022 1e kwartaal;108.3;2.9;5.3
661;Doorlopende kosten: groot onderhoud;2022 2e kwartaal;108.4;0.1;4.9
662;Doorlopende kosten: groot onderhoud;2022 3e kwartaal;110.3;1.8;6.4
663;Doorlopende kosten: groot onderhoud;2022 4e kwartaal;111.9;1.4;6.4
664;Doorlopende kosten: groot onderhoud;2022;109.7;5.7;5.7
665;Doorlopende kosten: groot onderhoud;2023 1e kwartaal;119.0;6.3;9.9
666;Doorlopende kosten: groot onderhoud;2023 2e kwartaal;120.3;1.1;11.0
