ID;Regions;Periods;TotalPronouncedBankruptcies_1;BankruptciesOfLegalPersons_2;TotalNaturalPersons_3;WithoutSingleOwnerCompany_4;WithSingleOwnerCompany_5
389;North of the Netherlands;1994 September;46.0;12.0;34.0;10.0;24.0
390;North of the Netherlands;1994 3rd quarter;123.0;35.0;88.0;32.0;56.0
391;North of the Netherlands;1994 October;47.0;14.0;33.0;14.0;19.0
392;North of the Netherlands;1994 November;70.0;24.0;46.0;22.0;24.0
393;North of the Netherlands;1994 December;36.0;9.0;27.0;9.0;18.0
394;North of the Netherlands;1994 4th quarter;153.0;47.0;106.0;45.0;61.0
395;North of the Netherlands;1994;599.0;208.0;391.0;151.0;240.0
396;North of the Netherlands;1995 January;53.0;17.0;36.0;15.0;21.0
397;North of the Netherlands;1995 February;46.0;16.0;30.0;11.0;19.0
398;North of the Netherlands;1995 March;46.0;12.0;34.0;10.0;24.0
399;North of the Netherlands;1995 1st quarter;145.0;45.0;100.0;36.0;64.0
400;North of the Netherlands;1995 April;43.0;7.0;36.0;13.0;23.0
401;North of the Netherlands;1995 May;41.0;11.0;30.0;8.0;22.0
402;North of the Netherlands;1995 June;47.0;17.0;30.0;8.0;22.0
403;North of the Netherlands;1995 2nd quarter;131.0;35.0;96.0;29.0;67.0
404;North of the Netherlands;1995 July;51.0;14.0;37.0;16.0;21.0
405;North of the Netherlands;1995 August;53.0;15.0;38.0;14.0;24.0
406;North of the Netherlands;1995 September;52.0;20.0;32.0;16.0;16.0
407;North of the Netherlands;1995 3rd quarter;156.0;49.0;107.0;46.0;61.0
408;North of the Netherlands;1995 October;54.0;18.0;36.0;13.0;23.0
409;North of the Netherlands;1995 November;53.0;19.0;34.0;11.0;23.0
410;North of the Netherlands;1995 December;42.0;14.0;28.0;11.0;17.0
411;North of the Netherlands;1995 4th quarter;149.0;51.0;98.0;35.0;63.0
412;North of the Netherlands;1995;581.0;180.0;401.0;146.0;255.0
413;North of the Netherlands;1996 January;43.0;16.0;27.0;7.0;20.0
414;North of the Netherlands;1996 February;41.0;9.0;32.0;11.0;21.0
415;North of the Netherlands;1996 March;41.0;15.0;26.0;12.0;14.0
416;North of the Netherlands;1996 1st quarter;125.0;40.0;85.0;30.0;55.0
417;North of the Netherlands;1996 April;49.0;25.0;24.0;12.0;12.0
418;North of the Netherlands;1996 May;48.0;16.0;32.0;14.0;18.0
419;North of the Netherlands;1996 June;34.0;16.0;18.0;5.0;13.0
420;North of the Netherlands;1996 2nd quarter;131.0;57.0;74.0;31.0;43.0
421;North of the Netherlands;1996 July;42.0;17.0;25.0;10.0;15.0
422;North of the Netherlands;1996 August;39.0;10.0;29.0;10.0;19.0
423;North of the Netherlands;1996 September;50.0;21.0;29.0;12.0;17.0
424;North of the Netherlands;1996 3rd quarter;131.0;48.0;83.0;32.0;51.0
425;North of the Netherlands;1996 October;57.0;20.0;37.0;11.0;26.0
426;North of the Netherlands;1996 November;47.0;16.0;31.0;12.0;19.0
427;North of the Netherlands;1996 December;54.0;25.0;29.0;11.0;18.0
428;North of the Netherlands;1996 4th quarter;158.0;61.0;97.0;34.0;63.0
429;North of the Netherlands;1996;545.0;206.0;339.0;127.0;212.0
430;North of the Netherlands;1997 January;50.0;11.0;39.0;14.0;25.0
431;North of the Netherlands;1997 February;50.0;13.0;37.0;18.0;19.0
432;North of the Netherlands;1997 March;44.0;14.0;30.0;12.0;18.0
433;North of the Netherlands;1997 1st quarter;144.0;38.0;106.0;44.0;62.0
434;North of the Netherlands;1997 April;50.0;19.0;31.0;14.0;17.0
435;North of the Netherlands;1997 May;43.0;14.0;29.0;8.0;21.0
436;North of the Netherlands;1997 June;40.0;10.0;30.0;13.0;17.0
437;North of the Netherlands;1997 2nd quarter;133.0;43.0;90.0;35.0;55.0
438;North of the Netherlands;1997 July;34.0;18.0;16.0;9.0;7.0
439;North of the Netherlands;1997 August;28.0;10.0;18.0;5.0;13.0
440;North of the Netherlands;1997 September;62.0;24.0;38.0;14.0;24.0
441;North of the Netherlands;1997 3rd quarter;124.0;52.0;72.0;28.0;44.0
442;North of the Netherlands;1997 October;41.0;19.0;22.0;4.0;18.0
443;North of the Netherlands;1997 November;48.0;17.0;31.0;15.0;16.0
444;North of the Netherlands;1997 December;35.0;14.0;21.0;6.0;15.0
445;North of the Netherlands;1997 4th quarter;124.0;50.0;74.0;25.0;49.0
446;North of the Netherlands;1997;525.0;183.0;342.0;132.0;210.0
447;North of the Netherlands;1998 January;34.0;15.0;19.0;9.0;10.0
448;North of the Netherlands;1998 February;49.0;15.0;34.0;15.0;19.0
449;North of the Netherlands;1998 March;46.0;16.0;30.0;11.0;19.0
450;North of the Netherlands;1998 1st quarter;129.0;46.0;83.0;35.0;48.0
451;North of the Netherlands;1998 April;63.0;27.0;36.0;14.0;22.0
452;North of the Netherlands;1998 May;41.0;18.0;23.0;9.0;14.0
453;North of the Netherlands;1998 June;40.0;14.0;26.0;10.0;16.0
454;North of the Netherlands;1998 2nd quarter;144.0;59.0;85.0;33.0;52.0
455;North of the Netherlands;1998 July;27.0;8.0;19.0;5.0;14.0
456;North of the Netherlands;1998 August;44.0;12.0;32.0;11.0;21.0
457;North of the Netherlands;1998 September;51.0;19.0;32.0;11.0;21.0
458;North of the Netherlands;1998 3rd quarter;122.0;39.0;83.0;27.0;56.0
459;North of the Netherlands;1998 October;24.0;8.0;16.0;4.0;12.0
460;North of the Netherlands;1998 November;37.0;16.0;21.0;9.0;12.0
461;North of the Netherlands;1998 December;34.0;17.0;17.0;5.0;12.0
462;North of the Netherlands;1998 4th quarter;95.0;41.0;54.0;18.0;36.0
463;North of the Netherlands;1998;490.0;185.0;305.0;113.0;192.0
464;North of the Netherlands;1999 January;34.0;12.0;22.0;11.0;11.0
465;North of the Netherlands;1999 February;43.0;20.0;23.0;11.0;12.0
466;North of the Netherlands;1999 March;38.0;13.0;25.0;7.0;18.0
467;North of the Netherlands;1999 1st quarter;115.0;45.0;70.0;29.0;41.0
468;North of the Netherlands;1999 April;35.0;16.0;19.0;5.0;14.0
469;North of the Netherlands;1999 May;25.0;14.0;11.0;6.0;5.0
470;North of the Netherlands;1999 June;35.0;23.0;12.0;5.0;7.0
471;North of the Netherlands;1999 2nd quarter;95.0;53.0;42.0;16.0;26.0
472;North of the Netherlands;1999 July;24.0;17.0;7.0;2.0;5.0
473;North of the Netherlands;1999 August;28.0;9.0;19.0;4.0;15.0
474;North of the Netherlands;1999 September;31.0;9.0;22.0;5.0;17.0
475;North of the Netherlands;1999 3rd quarter;83.0;35.0;48.0;11.0;37.0
476;North of the Netherlands;1999 October;34.0;13.0;21.0;13.0;8.0
477;North of the Netherlands;1999 November;26.0;15.0;11.0;3.0;8.0
478;North of the Netherlands;1999 December;27.0;11.0;16.0;8.0;8.0
479;North of the Netherlands;1999 4th quarter;87.0;39.0;48.0;24.0;24.0
480;North of the Netherlands;1999;380.0;172.0;208.0;80.0;128.0
481;North of the Netherlands;2000 January;26.0;10.0;16.0;6.0;10.0
482;North of the Netherlands;2000 February;27.0;15.0;12.0;6.0;6.0
483;North of the Netherlands;2000 March;29.0;17.0;12.0;5.0;7.0
484;North of the Netherlands;2000 1st quarter;82.0;42.0;40.0;17.0;23.0
485;North of the Netherlands;2000 April;33.0;17.0;16.0;8.0;8.0
486;North of the Netherlands;2000 May;47.0;22.0;25.0;14.0;11.0
487;North of the Netherlands;2000 June;34.0;15.0;19.0;12.0;7.0
488;North of the Netherlands;2000 2nd quarter;114.0;54.0;60.0;34.0;26.0
489;North of the Netherlands;2000 July;30.0;19.0;11.0;3.0;8.0
490;North of the Netherlands;2000 August;49.0;17.0;32.0;13.0;19.0
491;North of the Netherlands;2000 September;30.0;12.0;18.0;10.0;8.0
492;North of the Netherlands;2000 3rd quarter;109.0;48.0;61.0;26.0;35.0
493;North of the Netherlands;2000 October;44.0;23.0;21.0;8.0;13.0
494;North of the Netherlands;2000 November;55.0;42.0;13.0;8.0;5.0
495;North of the Netherlands;2000 December;38.0;20.0;18.0;11.0;7.0
496;North of the Netherlands;2000 4th quarter;137.0;85.0;52.0;27.0;25.0
497;North of the Netherlands;2000;442.0;229.0;213.0;104.0;109.0
498;North of the Netherlands;2001 January;41.0;22.0;19.0;13.0;6.0
499;North of the Netherlands;2001 February;46.0;20.0;26.0;17.0;9.0
500;North of the Netherlands;2001 March;37.0;18.0;19.0;10.0;9.0
501;North of the Netherlands;2001 1st quarter;124.0;60.0;64.0;40.0;24.0
502;North of the Netherlands;2001 April;52.0;22.0;30.0;21.0;9.0
503;North of the Netherlands;2001 May;41.0;17.0;24.0;16.0;8.0
504;North of the Netherlands;2001 June;38.0;19.0;19.0;12.0;7.0
505;North of the Netherlands;2001 2nd quarter;131.0;58.0;73.0;49.0;24.0
506;North of the Netherlands;2001 July;78.0;38.0;40.0;25.0;15.0
507;North of the Netherlands;2001 August;39.0;14.0;25.0;11.0;14.0
508;North of the Netherlands;2001 September;44.0;23.0;21.0;14.0;7.0
509;North of the Netherlands;2001 3rd quarter;161.0;75.0;86.0;50.0;36.0
510;North of the Netherlands;2001 October;63.0;32.0;31.0;20.0;11.0
511;North of the Netherlands;2001 November;57.0;24.0;33.0;21.0;12.0
512;North of the Netherlands;2001 December;39.0;17.0;22.0;15.0;7.0
513;North of the Netherlands;2001 4th quarter;159.0;73.0;86.0;56.0;30.0
514;North of the Netherlands;2001;575.0;266.0;309.0;195.0;114.0
515;North of the Netherlands;2002 January;50.0;25.0;25.0;17.0;8.0
516;North of the Netherlands;2002 February;45.0;19.0;26.0;11.0;15.0
517;North of the Netherlands;2002 March;42.0;24.0;18.0;8.0;10.0
518;North of the Netherlands;2002 1st quarter;137.0;68.0;69.0;36.0;33.0
519;North of the Netherlands;2002 April;35.0;15.0;20.0;12.0;8.0
520;North of the Netherlands;2002 May;59.0;35.0;24.0;13.0;11.0
521;North of the Netherlands;2002 June;51.0;30.0;21.0;10.0;11.0
522;North of the Netherlands;2002 2nd quarter;145.0;80.0;65.0;35.0;30.0
523;North of the Netherlands;2002 July;54.0;30.0;24.0;16.0;8.0
524;North of the Netherlands;2002 August;39.0;22.0;17.0;13.0;4.0
525;North of the Netherlands;2002 September;52.0;25.0;27.0;18.0;9.0
526;North of the Netherlands;2002 3rd quarter;145.0;77.0;68.0;47.0;21.0
527;North of the Netherlands;2002 October;53.0;37.0;16.0;13.0;3.0
528;North of the Netherlands;2002 November;53.0;27.0;26.0;26.0;0.0
529;North of the Netherlands;2002 December;48.0;27.0;21.0;13.0;8.0
530;North of the Netherlands;2002 4th quarter;154.0;91.0;63.0;52.0;11.0
531;North of the Netherlands;2002;581.0;316.0;265.0;170.0;95.0
532;North of the Netherlands;2003 January;63.0;35.0;28.0;13.0;15.0
533;North of the Netherlands;2003 February;57.0;38.0;19.0;11.0;8.0
534;North of the Netherlands;2003 March;54.0;29.0;25.0;14.0;11.0
535;North of the Netherlands;2003 1st quarter;174.0;102.0;72.0;38.0;34.0
536;North of the Netherlands;2003 April;75.0;41.0;34.0;19.0;15.0
537;North of the Netherlands;2003 May;70.0;44.0;26.0;19.0;7.0
538;North of the Netherlands;2003 June;82.0;51.0;31.0;22.0;9.0
539;North of the Netherlands;2003 2nd quarter;227.0;136.0;91.0;60.0;31.0
540;North of the Netherlands;2003 July;70.0;39.0;31.0;22.0;9.0
541;North of the Netherlands;2003 August;53.0;31.0;22.0;12.0;10.0
542;North of the Netherlands;2003 September;121.0;73.0;48.0;34.0;14.0
543;North of the Netherlands;2003 3rd quarter;244.0;143.0;101.0;68.0;33.0
544;North of the Netherlands;2003 October;59.0;39.0;20.0;15.0;5.0
545;North of the Netherlands;2003 November;81.0;35.0;46.0;35.0;11.0
546;North of the Netherlands;2003 December;90.0;48.0;42.0;31.0;11.0
547;North of the Netherlands;2003 4th quarter;230.0;122.0;108.0;81.0;27.0
548;North of the Netherlands;2003;875.0;503.0;372.0;247.0;125.0
549;North of the Netherlands;2004 January;65.0;35.0;30.0;20.0;10.0
550;North of the Netherlands;2004 February;92.0;51.0;41.0;23.0;18.0
551;North of the Netherlands;2004 March;78.0;50.0;28.0;18.0;10.0
552;North of the Netherlands;2004 1st quarter;235.0;136.0;99.0;61.0;38.0
553;North of the Netherlands;2004 April;64.0;19.0;45.0;27.0;18.0
554;North of the Netherlands;2004 May;61.0;33.0;28.0;9.0;19.0
555;North of the Netherlands;2004 June;51.0;24.0;27.0;18.0;9.0
556;North of the Netherlands;2004 2nd quarter;176.0;76.0;100.0;54.0;46.0
557;North of the Netherlands;2004 July;71.0;40.0;31.0;22.0;9.0
558;North of the Netherlands;2004 August;64.0;37.0;27.0;16.0;11.0
559;North of the Netherlands;2004 September;76.0;41.0;35.0;20.0;15.0
560;North of the Netherlands;2004 3rd quarter;211.0;118.0;93.0;58.0;35.0
561;North of the Netherlands;2004 October;54.0;30.0;24.0;13.0;11.0
562;North of the Netherlands;2004 November;79.0;40.0;39.0;24.0;15.0
563;North of the Netherlands;2004 December;66.0;42.0;24.0;17.0;7.0
564;North of the Netherlands;2004 4th quarter;199.0;112.0;87.0;54.0;33.0
565;North of the Netherlands;2004;821.0;442.0;379.0;227.0;152.0
566;North of the Netherlands;2005 January;61.0;32.0;29.0;15.0;14.0
567;North of the Netherlands;2005 February;68.0;45.0;23.0;10.0;13.0
568;North of the Netherlands;2005 March;93.0;50.0;43.0;24.0;19.0
569;North of the Netherlands;2005 1st quarter;222.0;127.0;95.0;49.0;46.0
570;North of the Netherlands;2005 April;67.0;35.0;32.0;18.0;14.0
571;North of the Netherlands;2005 May;94.0;46.0;48.0;32.0;16.0
572;North of the Netherlands;2005 June;78.0;41.0;37.0;15.0;22.0
573;North of the Netherlands;2005 2nd quarter;239.0;122.0;117.0;65.0;52.0
574;North of the Netherlands;2005 July;72.0;31.0;41.0;22.0;19.0
575;North of the Netherlands;2005 August;59.0;25.0;34.0;18.0;16.0
576;North of the Netherlands;2005 September;60.0;24.0;36.0;14.0;22.0
577;North of the Netherlands;2005 3rd quarter;191.0;80.0;111.0;54.0;57.0
578;North of the Netherlands;2005 October;57.0;28.0;29.0;11.0;18.0
579;North of the Netherlands;2005 November;55.0;32.0;23.0;13.0;10.0
580;North of the Netherlands;2005 December;59.0;31.0;28.0;16.0;12.0
581;North of the Netherlands;2005 4th quarter;171.0;91.0;80.0;40.0;40.0
582;North of the Netherlands;2005;823.0;420.0;403.0;208.0;195.0
583;North of the Netherlands;2006 January;49.0;25.0;24.0;13.0;11.0
584;North of the Netherlands;2006 February;62.0;32.0;30.0;19.0;11.0
585;North of the Netherlands;2006 March;72.0;37.0;35.0;21.0;14.0
586;North of the Netherlands;2006 1st quarter;183.0;94.0;89.0;53.0;36.0
587;North of the Netherlands;2006 April;53.0;23.0;30.0;15.0;15.0
588;North of the Netherlands;2006 May;69.0;28.0;41.0;26.0;15.0
589;North of the Netherlands;2006 June;53.0;31.0;22.0;10.0;12.0
590;North of the Netherlands;2006 2nd quarter;175.0;82.0;93.0;51.0;42.0
591;North of the Netherlands;2006 July;62.0;31.0;31.0;18.0;13.0
592;North of the Netherlands;2006 August;61.0;23.0;38.0;20.0;18.0
593;North of the Netherlands;2006 September;58.0;26.0;32.0;23.0;9.0
594;North of the Netherlands;2006 3rd quarter;181.0;80.0;101.0;61.0;40.0
595;North of the Netherlands;2006 October;56.0;26.0;30.0;19.0;11.0
596;North of the Netherlands;2006 November;67.0;25.0;42.0;27.0;15.0
597;North of the Netherlands;2006 December;60.0;26.0;34.0;22.0;12.0
598;North of the Netherlands;2006 4th quarter;183.0;77.0;106.0;68.0;38.0
599;North of the Netherlands;2006;722.0;333.0;389.0;233.0;156.0
600;North of the Netherlands;2007 January;66.0;36.0;30.0;19.0;11.0
601;North of the Netherlands;2007 February;66.0;26.0;40.0;36.0;4.0
602;North of the Netherlands;2007 March;82.0;26.0;56.0;47.0;9.0
603;North of the Netherlands;2007 1st quarter;214.0;88.0;126.0;102.0;24.0
604;North of the Netherlands;2007 April;70.0;26.0;44.0;35.0;9.0
605;North of the Netherlands;2007 May;61.0;29.0;32.0;24.0;8.0
606;North of the Netherlands;2007 June;69.0;26.0;43.0;28.0;15.0
607;North of the Netherlands;2007 2nd quarter;200.0;81.0;119.0;87.0;32.0
608;North of the Netherlands;2007 July;54.0;25.0;29.0;24.0;5.0
609;North of the Netherlands;2007 August;42.0;17.0;25.0;15.0;10.0
610;North of the Netherlands;2007 September;42.0;21.0;21.0;13.0;8.0
611;North of the Netherlands;2007 3rd quarter;138.0;63.0;75.0;52.0;23.0
612;North of the Netherlands;2007 October;75.0;25.0;50.0;36.0;14.0
613;North of the Netherlands;2007 November;71.0;39.0;32.0;23.0;9.0
614;North of the Netherlands;2007 December;49.0;14.0;35.0;29.0;6.0
615;North of the Netherlands;2007 4th quarter;195.0;78.0;117.0;88.0;29.0
616;North of the Netherlands;2007;747.0;310.0;437.0;329.0;108.0
617;North of the Netherlands;2008 January;50.0;27.0;23.0;13.0;10.0
618;North of the Netherlands;2008 February;53.0;30.0;23.0;16.0;7.0
619;North of the Netherlands;2008 March;42.0;16.0;26.0;21.0;5.0
620;North of the Netherlands;2008 1st quarter;145.0;73.0;72.0;50.0;22.0
621;North of the Netherlands;2008 April;59.0;32.0;27.0;19.0;8.0
622;North of the Netherlands;2008 May;31.0;17.0;14.0;11.0;3.0
623;North of the Netherlands;2008 June;59.0;32.0;27.0;20.0;7.0
624;North of the Netherlands;2008 2nd quarter;149.0;81.0;68.0;50.0;18.0
625;North of the Netherlands;2008 July;69.0;34.0;35.0;26.0;9.0
626;North of the Netherlands;2008 August;40.0;24.0;16.0;13.0;3.0
627;North of the Netherlands;2008 September;72.0;43.0;29.0;21.0;8.0
628;North of the Netherlands;2008 3rd quarter;181.0;101.0;80.0;60.0;20.0
629;North of the Netherlands;2008 October;58.0;35.0;23.0;19.0;4.0
630;North of the Netherlands;2008 November;54.0;32.0;22.0;18.0;4.0
631;North of the Netherlands;2008 December;76.0;56.0;20.0;12.0;8.0
632;North of the Netherlands;2008 4th quarter;188.0;123.0;65.0;49.0;16.0
633;North of the Netherlands;2008;663.0;378.0;285.0;209.0;76.0
634;North of the Netherlands;2009 January;86.0;55.0;31.0;17.0;14.0
635;North of the Netherlands;2009 February;64.0;40.0;24.0;15.0;9.0
636;North of the Netherlands;2009 March;86.0;53.0;33.0;26.0;7.0
637;North of the Netherlands;2009 1st quarter;236.0;148.0;88.0;58.0;30.0
638;North of the Netherlands;2009 April;100.0;60.0;40.0;29.0;11.0
639;North of the Netherlands;2009 May;64.0;31.0;33.0;19.0;14.0
640;North of the Netherlands;2009 June;79.0;49.0;30.0;21.0;9.0
641;North of the Netherlands;2009 2nd quarter;243.0;140.0;103.0;69.0;34.0
642;North of the Netherlands;2009 July;74.0;49.0;25.0;13.0;12.0
643;North of the Netherlands;2009 August;71.0;52.0;19.0;14.0;5.0
644;North of the Netherlands;2009 September;96.0;63.0;33.0;23.0;10.0
645;North of the Netherlands;2009 3rd quarter;241.0;164.0;77.0;50.0;27.0
646;North of the Netherlands;2009 October;75.0;52.0;23.0;13.0;10.0
647;North of the Netherlands;2009 November;87.0;59.0;28.0;16.0;12.0
648;North of the Netherlands;2009 December;76.0;44.0;32.0;24.0;8.0
649;North of the Netherlands;2009 4th quarter;238.0;155.0;83.0;53.0;30.0
650;North of the Netherlands;2009;958.0;607.0;351.0;230.0;121.0
651;North of the Netherlands;2010 January;82.0;52.0;30.0;22.0;8.0
652;North of the Netherlands;2010 February;64.0;40.0;24.0;11.0;13.0
653;North of the Netherlands;2010 March;84.0;51.0;33.0;20.0;13.0
654;North of the Netherlands;2010 1st quarter;230.0;143.0;87.0;53.0;34.0
655;North of the Netherlands;2010 April;72.0;39.0;33.0;23.0;10.0
656;North of the Netherlands;2010 May;71.0;51.0;20.0;10.0;10.0
657;North of the Netherlands;2010 June;98.0;68.0;30.0;19.0;11.0
658;North of the Netherlands;2010 2nd quarter;241.0;158.0;83.0;52.0;31.0
659;North of the Netherlands;2010 July;73.0;44.0;29.0;20.0;9.0
660;North of the Netherlands;2010 August;67.0;44.0;23.0;13.0;10.0
661;North of the Netherlands;2010 September;65.0;41.0;24.0;21.0;3.0
662;North of the Netherlands;2010 3rd quarter;205.0;129.0;76.0;54.0;22.0
663;North of the Netherlands;2010 October;57.0;38.0;19.0;6.0;13.0
664;North of the Netherlands;2010 November;68.0;44.0;24.0;17.0;7.0
665;North of the Netherlands;2010 December;64.0;42.0;22.0;14.0;8.0
666;North of the Netherlands;2010 4th quarter;189.0;124.0;65.0;37.0;28.0
667;North of the Netherlands;2010;865.0;554.0;311.0;196.0;115.0
668;North of the Netherlands;2011 January;68.0;50.0;18.0;10.0;8.0
669;North of the Netherlands;2011 February;63.0;37.0;26.0;16.0;10.0
670;North of the Netherlands;2011 March;90.0;52.0;38.0;26.0;12.0
671;North of the Netherlands;2011 1st quarter;221.0;139.0;82.0;52.0;30.0
672;North of the Netherlands;2011 April;64.0;40.0;24.0;15.0;9.0
673;North of the Netherlands;2011 May;97.0;52.0;45.0;23.0;22.0
674;North of the Netherlands;2011 June;56.0;37.0;19.0;13.0;6.0
675;North of the Netherlands;2011 2nd quarter;217.0;129.0;88.0;51.0;37.0
676;North of the Netherlands;2011 July;57.0;35.0;22.0;16.0;6.0
677;North of the Netherlands;2011 August;78.0;45.0;33.0;24.0;9.0
678;North of the Netherlands;2011 September;59.0;37.0;22.0;17.0;5.0
679;North of the Netherlands;2011 3rd Quarter;194.0;117.0;77.0;57.0;20.0
680;North of the Netherlands;2011 October;70.0;47.0;23.0;13.0;10.0
681;North of the Netherlands;2011 November;77.0;44.0;33.0;17.0;16.0
682;North of the Netherlands;2011 December;60.0;39.0;21.0;16.0;5.0
683;North of the Netherlands;2011 4th Quarter;207.0;130.0;77.0;46.0;31.0
684;North of the Netherlands;2011;839.0;515.0;324.0;206.0;118.0
685;North of the Netherlands;2012 January;110.0;80.0;30.0;15.0;15.0
686;North of the Netherlands;2012 February;71.0;50.0;21.0;12.0;9.0
687;North of the Netherlands;2012 March;81.0;41.0;40.0;18.0;22.0
688;North of the Netherlands;2012 1st Quarter;262.0;171.0;91.0;45.0;46.0
689;North of the Netherlands;2012 April;76.0;52.0;24.0;16.0;8.0
690;North of the Netherlands;2012 May;64.0;45.0;19.0;14.0;5.0
691;North of the Netherlands;2012 June;99.0;71.0;28.0;21.0;7.0
