ID;Energiedragers;Perioden;TotaalAanbodTPES_1;Winning_2;Invoer_3;Uitvoer_4;Invoersaldo_5;Bunkering_6;Voorraadmutatie_7;Verbruikssaldo_8;TotaalInzet_9;InzetElektriciteitWKKOmzetting_10;InzetAndereOmzetting_11;TotaalProductie_12;ProductieElektriciteitWKKOmzetting_13;ProductieAndereOmzetting_14;TotaalSaldoEnergieomzetting_15;SaldoElektriciteitWKKOmzetting_16;SaldoAndereOmzetting_17;EigenVerbruikEnergiesector_18;VerliezenBijDistributie_19;TotaalFinaalVerbruik_20;FinaalEnergieverbruik_21;NietEnergetischGebruik_22;StatistischeVerschillen_23
1499;Kernenergie;1998;39.0;39.0;;;;;;39.0;39.0;39.0;;;;;39.0;39.0;;;;;;;
1500;Kernenergie;1999 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1501;Kernenergie;1999 2e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1502;Kernenergie;1999 3e kwartaal;7.0;7.0;;;;;;;7.0;7.0;;;;;7.0;7.0;;;;;;;
1503;Kernenergie;1999 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1504;Kernenergie;1999;40.0;40.0;;;;;;40.0;40.0;40.0;;;;;40.0;40.0;;;;;;;
1505;Kernenergie;2000 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1506;Kernenergie;2000 2e kwartaal;10.0;10.0;;;;;;;10.0;10.0;;;;;10.0;10.0;;;;;;;
1507;Kernenergie;2000 3e kwartaal;10.0;10.0;;;;;;;10.0;10.0;;;;;10.0;10.0;;;;;;;
1508;Kernenergie;2000 4e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1509;Kernenergie;2000;41.0;41.0;;;;;;41.0;41.0;41.0;;;;;41.0;41.0;;;;;;;
1510;Kernenergie;2001 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1511;Kernenergie;2001 2e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1512;Kernenergie;2001 3e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1513;Kernenergie;2001 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1514;Kernenergie;2001;41.0;41.0;;;;;;41.0;41.0;41.0;;;;;41.0;41.0;;;;;;;
1515;Kernenergie;2002 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1516;Kernenergie;2002 2e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1517;Kernenergie;2002 3e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1518;Kernenergie;2002 4e kwartaal;10.0;10.0;;;;;;;10.0;10.0;;;;;10.0;10.0;;;;;;;
1519;Kernenergie;2002;40.0;40.0;;;;;;40.0;40.0;40.0;;;;;40.0;40.0;;;;;;;
1520;Kernenergie;2003 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1521;Kernenergie;2003 2e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1522;Kernenergie;2003 3e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1523;Kernenergie;2003 4e kwartaal;10.0;10.0;;;;;;;10.0;10.0;;;;;10.0;10.0;;;;;;;
1524;Kernenergie;2003;41.0;41.0;;;;;;41.0;41.0;41.0;;;;;41.0;41.0;;;;;;;
1525;Kernenergie;2004 1e kwartaal;10.0;10.0;;;;;;;10.0;10.0;;;;;10.0;10.0;;;;;;;
1526;Kernenergie;2004 2e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1527;Kernenergie;2004 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1528;Kernenergie;2004 4e kwartaal;8.0;8.0;;;;;;;8.0;8.0;;;;;8.0;8.0;;;;;;;
1529;Kernenergie;2004;39.0;39.0;;;;;;39.0;39.0;39.0;;;;;39.0;39.0;;;;;;;
1530;Kernenergie;2005 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1531;Kernenergie;2005 2e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1532;Kernenergie;2005 3e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1533;Kernenergie;2005 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1534;Kernenergie;2005;41.0;41.0;;;;;;41.0;41.0;41.0;;;;;41.0;41.0;;;;;;;
1535;Kernenergie;2006 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1536;Kernenergie;2006 2e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1537;Kernenergie;2006 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1538;Kernenergie;2006 4e kwartaal;5.0;5.0;;;;;;;5.0;5.0;;;;;5.0;5.0;;;;;;;
1539;Kernenergie;2006;36.0;36.0;;;;;;36.0;36.0;36.0;;;;;36.0;36.0;;;;;;;
1540;Kernenergie;2007 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1541;Kernenergie;2007 2e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1542;Kernenergie;2007 3e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1543;Kernenergie;2007 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1544;Kernenergie;2007;41.0;41.0;;;;;;41.0;41.0;41.0;;;;;41.0;41.0;;;;;;;
1545;Kernenergie;2008 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1546;Kernenergie;2008 2e kwartaal;8.0;8.0;;;;;;;8.0;8.0;;;;;8.0;8.0;;;;;;;
1547;Kernenergie;2008 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1548;Kernenergie;2008 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1549;Kernenergie;2008;40.0;40.0;;;;;;40.0;40.0;40.0;;;;;40.0;40.0;;;;;;;
1550;Kernenergie;2009 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1551;Kernenergie;2009 2e kwartaal;9.0;9.0;;;;;;;9.0;9.0;;;;;9.0;9.0;;;;;;;
1552;Kernenergie;2009 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1553;Kernenergie;2009 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1554;Kernenergie;2009;41.0;41.0;;;;;;41.0;41.0;41.0;;;;;41.0;41.0;;;;;;;
1555;Kernenergie;2010 1e kwartaal;10.0;10.0;;;;;;;10.0;10.0;;;;;10.0;10.0;;;;;;;
1556;Kernenergie;2010 2e kwartaal;7.0;7.0;;;;;;;7.0;7.0;;;;;7.0;7.0;;;;;;;
1557;Kernenergie;2010 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1558;Kernenergie;2010 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1559;Kernenergie;2010;38.0;38.0;;;;;;38.0;38.0;38.0;;;;;38.0;38.0;;;;;;;
1560;Kernenergie;2011 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1561;Kernenergie;2011 2e kwartaal;8.0;8.0;;;;;;;8.0;8.0;;;;;8.0;8.0;;;;;;;
1562;Kernenergie;2011 3e kwartaal;10.0;10.0;;;;;;;10.0;10.0;;;;;10.0;10.0;;;;;;;
1563;Kernenergie;2011 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1564;Kernenergie;2011;40.0;40.0;;;;;;40.0;40.0;40.0;;;;;40.0;40.0;;;;;;;
1565;Kernenergie;2012 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1566;Kernenergie;2012 2e kwartaal;6.0;6.0;;;;;;;6.0;6.0;;;;;6.0;6.0;;;;;;;
1567;Kernenergie;2012 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1568;Kernenergie;2012 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1569;Kernenergie;2012;39.0;39.0;;;;;;39.0;39.0;39.0;;;;;39.0;39.0;;;;;;;
1570;Kernenergie;2013 1e kwartaal;10.0;10.0;;;;;;10.0;10.0;10.0;;;;;10.0;10.0;;;;;;;
1571;Kernenergie;2013 2e kwartaal;6.0;6.0;;;;;;6.0;6.0;6.0;;;;;6.0;6.0;;;;;;;
1572;Kernenergie;2013 3e kwartaal;9.0;9.0;;;;;;9.0;9.0;9.0;;;;;9.0;9.0;;;;;;;
1573;Kernenergie;2013 4e kwartaal;4.0;4.0;;;;;;4.0;4.0;4.0;;;;;4.0;4.0;;;;;;;
1574;Kernenergie;2013;28.0;28.0;;;;;;28.0;28.0;28.0;;;;;28.0;28.0;;;;;;;
1575;Kernenergie;2014 1e kwartaal;10.0;10.0;;;;;;10.0;10.0;10.0;;;;;10.0;10.0;;;;;;;
1576;Kernenergie;2014 2e kwartaal;8.0;8.0;;;;;;8.0;8.0;8.0;;;;;8.0;8.0;;;;;;;
1577;Kernenergie;2014 3e kwartaal;11.0;11.0;;;;;;11.0;11.0;11.0;;;;;11.0;11.0;;;;;;;
1578;Kernenergie;2014 4e kwartaal;11.0;11.0;;;;;;11.0;11.0;11.0;;;;;11.0;11.0;;;;;;;
1579;Kernenergie;2014;39.0;39.0;;;;;;39.0;39.0;39.0;;;;;39.0;39.0;;;;;;;
1580;Kernenergie;2015 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1581;Kernenergie;2015 2e kwartaal;7.0;7.0;;;;;;;7.0;7.0;;;;;7.0;7.0;;;;;;;
1582;Kernenergie;2015 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1583;Kernenergie;2015 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1584;Kernenergie;2015;39.0;39.0;;;;;;39.0;39.0;39.0;;;;;39.0;39.0;;;;;;;
1585;Kernenergie;2016 1e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1586;Kernenergie;2016 2e kwartaal;6.0;6.0;;;;;;;6.0;6.0;;;;;6.0;6.0;;;;;;;
1587;Kernenergie;2016 3e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1588;Kernenergie;2016 4e kwartaal;11.0;11.0;;;;;;;11.0;11.0;;;;;11.0;11.0;;;;;;;
1589;Kernenergie;2016;38.0;38.0;;;;;;38.0;38.0;38.0;;;;;38.0;38.0;;;;;;;
1590;Energie uit overige bronnen;1946;;;;;;;;;;;;;;;;;;;;;;;
1591;Energie uit overige bronnen;1947;;;;;;;;;;;;;;;;;;;;;;;
1592;Energie uit overige bronnen;1948;;;;;;;;;;;;;;;;;;;;;;;
1593;Energie uit overige bronnen;1949;;;;;;;;;;;;;;;;;;;;;;;
1594;Energie uit overige bronnen;1950;;;;;;;;;;;;;;;;;;;;;;;
1595;Energie uit overige bronnen;1951;;;;;;;;;;;;;;;;;;;;;;;
1596;Energie uit overige bronnen;1952;;;;;;;;;;;;;;;;;;;;;;;
1597;Energie uit overige bronnen;1953;;;;;;;;;;;;;;;;;;;;;;;
1598;Energie uit overige bronnen;1954;;;;;;;;;;;;;;;;;;;;;;;
1599;Energie uit overige bronnen;1955;;;;;;;;;;;;;;;;;;;;;;;
1600;Energie uit overige bronnen;1956;;;;;;;;;;;;;;;;;;;;;;;
1601;Energie uit overige bronnen;1957;;;;;;;;;;;;;;;;;;;;;;;
1602;Energie uit overige bronnen;1958;;;;;;;;;;;;;;;;;;;;;;;
1603;Energie uit overige bronnen;1959;;;;;;;;;;;;;;;;;;;;;;;
1604;Energie uit overige bronnen;1960;;;;;;;;;;;;;;;;;;;;;;;
1605;Energie uit overige bronnen;1961;;;;;;;;;;;;;;;;;;;;;;;
1606;Energie uit overige bronnen;1962;;;;;;;;;;;;;;;;;;;;;;;
1607;Energie uit overige bronnen;1963;;;;;;;;;;;;;;;;;;;;;;;
1608;Energie uit overige bronnen;1964;;;;;;;;;;;;;;;;;;;;;;;
1609;Energie uit overige bronnen;1965;;;;;;;;;;;;;;;;;;;;;;;
1610;Energie uit overige bronnen;1966;;;;;;;;;;;;;;;;;;;;;;;
1611;Energie uit overige bronnen;1967;;;;;;;;;;;;;;;;;;;;;;;
1612;Energie uit overige bronnen;1968;;;;;;;;;;;;;;;;;;;;;;;
1613;Energie uit overige bronnen;1969;;;;;;;;;;;;;;;;;;;;;;;
1614;Energie uit overige bronnen;1970;;;;;;;;;;;;;;;;;;;;;;;
1615;Energie uit overige bronnen;1971;;;;;;;;;;;;;;;;;;;;;;;
1616;Energie uit overige bronnen;1972;;;;;;;;;;;;;;;;;;;;;;;
1617;Energie uit overige bronnen;1973;;;;;;;;;;;;;;;;;;;;;;;
1618;Energie uit overige bronnen;1974;;;;;;;;;;;;;;;;;;;;;;;
1619;Energie uit overige bronnen;1975;;;;;;;;;;;;;;;;;;;;;;;
1620;Energie uit overige bronnen;1976;;;;;;;;;;;;;;;;;;;;;;;
1621;Energie uit overige bronnen;1977;;;;;;;;;;;;;;;;;;;;;;;
1622;Energie uit overige bronnen;1978;;;;;;;;;;;;;;;;;;;;;;;
1623;Energie uit overige bronnen;1979;;;;;;;;;;;;;;;;;;;;;;;
1624;Energie uit overige bronnen;1980;;;;;;;;;;;;;;;;;;;;;;;
1625;Energie uit overige bronnen;1981;;;;;;;;;;;;;;;;;;;;;;;
1626;Energie uit overige bronnen;1982;;;;;;;;;;;;;;;;;;;;;;;
1627;Energie uit overige bronnen;1983;;;;;;;;;;;;;;;;;;;;;;;
1628;Energie uit overige bronnen;1984;;;;;;;;;;;;;;;;;;;;;;;
1629;Energie uit overige bronnen;1985;;;;;;;;;;;;;;;;;;;;;;;
1630;Energie uit overige bronnen;1986;;;;;;;;;;;;;;;;;;;;;;;
1631;Energie uit overige bronnen;1987;;;;;;;;;;;;;;;;;;;;;;;
1632;Energie uit overige bronnen;1988;;;;;;;;;;;;;;;;;;;;;;;
1633;Energie uit overige bronnen;1989;;;;;;;;;;;;;;;;;;;;;;;
1634;Energie uit overige bronnen;1990;15.0;15.0;;;;;;15.0;11.0;11.0;;;;;11.0;11.0;;;;3.0;3.0;;0.0
1635;Energie uit overige bronnen;1991;14.0;14.0;;;;;;14.0;11.0;11.0;;;;;11.0;11.0;;;;3.0;3.0;;
1636;Energie uit overige bronnen;1992;18.0;18.0;;;;;;18.0;14.0;14.0;0.0;;;;14.0;14.0;0.0;;;4.0;4.0;;
1637;Energie uit overige bronnen;1993;19.0;19.0;;;;;;19.0;17.0;16.0;1.0;;;;17.0;16.0;1.0;;;2.0;2.0;;
1638;Energie uit overige bronnen;1994;19.0;19.0;;;;;;19.0;17.0;15.0;3.0;;;;17.0;15.0;3.0;;;1.0;1.0;;
1639;Energie uit overige bronnen;1995 1e kwartaal;6.0;6.0;;;;;;;5.0;4.0;1.0;;;;5.0;4.0;1.0;;;;;;
1640;Energie uit overige bronnen;1995 2e kwartaal;6.0;6.0;;;;;;;5.0;4.0;1.0;;;;5.0;4.0;1.0;;;;;;
1641;Energie uit overige bronnen;1995 3e kwartaal;5.0;5.0;;;;;;;5.0;4.0;1.0;;;;5.0;4.0;1.0;;;;;;
1642;Energie uit overige bronnen;1995 4e kwartaal;6.0;6.0;;;;;;;5.0;4.0;1.0;;;;5.0;4.0;1.0;;;;;;
1643;Energie uit overige bronnen;1995;23.0;23.0;;;;;;23.0;19.0;16.0;4.0;;;;19.0;16.0;4.0;;;4.0;4.0;;
1644;Energie uit overige bronnen;1996 1e kwartaal;6.0;6.0;;;;;;;5.0;4.0;1.0;;;;5.0;4.0;1.0;;;;;;
1645;Energie uit overige bronnen;1996 2e kwartaal;6.0;6.0;;;;;;;6.0;5.0;1.0;;;;6.0;5.0;1.0;;;;;;
1646;Energie uit overige bronnen;1996 3e kwartaal;7.0;7.0;;;;;;;6.0;5.0;1.0;;;;6.0;5.0;1.0;;;;;;
1647;Energie uit overige bronnen;1996 4e kwartaal;7.0;7.0;;;;;;;6.0;6.0;1.0;;;;6.0;6.0;1.0;;;;;;
1648;Energie uit overige bronnen;1996;27.0;27.0;;;;;;27.0;23.0;20.0;3.0;;;;23.0;20.0;3.0;;;4.0;4.0;;
1649;Energie uit overige bronnen;1997 1e kwartaal;7.0;7.0;;;;;;;6.0;5.0;1.0;;;;6.0;5.0;1.0;;;;;;
1650;Energie uit overige bronnen;1997 2e kwartaal;8.0;8.0;;;;;;;7.0;5.0;2.0;;;;7.0;5.0;2.0;;;;;;
1651;Energie uit overige bronnen;1997 3e kwartaal;8.0;8.0;;;;;;;7.0;5.0;2.0;;;;7.0;5.0;2.0;;;;;;
1652;Energie uit overige bronnen;1997 4e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1653;Energie uit overige bronnen;1997;31.0;31.0;;;;;;31.0;27.0;21.0;6.0;;;;27.0;21.0;6.0;;;4.0;4.0;;
1654;Energie uit overige bronnen;1998 1e kwartaal;8.0;8.0;;;;;;;7.0;6.0;1.0;;;;7.0;6.0;1.0;;;;;;
1655;Energie uit overige bronnen;1998 2e kwartaal;8.0;8.0;;;;;;;7.0;6.0;1.0;;;;7.0;6.0;1.0;;;;;;
1656;Energie uit overige bronnen;1998 3e kwartaal;8.0;8.0;;;;;;;7.0;5.0;1.0;;;;7.0;5.0;1.0;;;;;;
1657;Energie uit overige bronnen;1998 4e kwartaal;8.0;8.0;;;;;;;7.0;6.0;1.0;;;;7.0;6.0;1.0;;;;;;
1658;Energie uit overige bronnen;1998;32.0;32.0;;;;;;32.0;28.0;23.0;5.0;;;;28.0;23.0;5.0;;;4.0;4.0;;
1659;Energie uit overige bronnen;1999 1e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1660;Energie uit overige bronnen;1999 2e kwartaal;8.0;8.0;;;;;;;7.0;6.0;1.0;;;;7.0;6.0;1.0;;;;;;
1661;Energie uit overige bronnen;1999 3e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1662;Energie uit overige bronnen;1999 4e kwartaal;8.0;8.0;;;;;;;7.0;5.0;2.0;;;;7.0;5.0;2.0;;;;;;
1663;Energie uit overige bronnen;1999;32.0;32.0;;;;;;32.0;29.0;22.0;7.0;;;;29.0;22.0;7.0;;;3.0;3.0;;
1664;Energie uit overige bronnen;2000 1e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1665;Energie uit overige bronnen;2000 2e kwartaal;8.0;8.0;;;;;;;7.0;5.0;2.0;;;;7.0;5.0;2.0;;;;;;
1666;Energie uit overige bronnen;2000 3e kwartaal;8.0;8.0;;;;;;;7.0;5.0;2.0;;;;7.0;5.0;2.0;;;;;;
1667;Energie uit overige bronnen;2000 4e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1668;Energie uit overige bronnen;2000;32.0;32.0;;;;;;32.0;29.0;22.0;7.0;;;;29.0;22.0;7.0;;;3.0;3.0;;
1669;Energie uit overige bronnen;2001 1e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1670;Energie uit overige bronnen;2001 2e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1671;Energie uit overige bronnen;2001 3e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1672;Energie uit overige bronnen;2001 4e kwartaal;8.0;8.0;;;;;;;7.0;6.0;2.0;;;;7.0;6.0;2.0;;;;;;
1673;Energie uit overige bronnen;2001;32.0;32.0;;;;;;32.0;30.0;23.0;7.0;;;;30.0;23.0;7.0;;;2.0;2.0;;0.0
1674;Energie uit overige bronnen;2002 1e kwartaal;9.0;9.0;;;;;;;8.0;6.0;2.0;;;;8.0;6.0;2.0;;;;;;
1675;Energie uit overige bronnen;2002 2e kwartaal;8.0;8.0;;;;;;;8.0;6.0;2.0;;;;8.0;6.0;2.0;;;;;;
1676;Energie uit overige bronnen;2002 3e kwartaal;8.0;8.0;;;;;;;8.0;6.0;2.0;;;;8.0;6.0;2.0;;;;;;
1677;Energie uit overige bronnen;2002 4e kwartaal;8.0;8.0;;;;;;;8.0;6.0;2.0;;;;8.0;6.0;2.0;;;;;;
1678;Energie uit overige bronnen;2002;34.0;34.0;;;;;;34.0;31.0;25.0;6.0;;;;31.0;25.0;6.0;;;3.0;3.0;;0.0
1679;Energie uit overige bronnen;2003 1e kwartaal;9.0;9.0;;;;;;;8.0;7.0;2.0;;;;8.0;7.0;2.0;;;;;;
1680;Energie uit overige bronnen;2003 2e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1681;Energie uit overige bronnen;2003 3e kwartaal;9.0;9.0;;;;;;;8.0;7.0;2.0;;;;8.0;7.0;2.0;;;;;;
1682;Energie uit overige bronnen;2003 4e kwartaal;9.0;9.0;;;;;;;8.0;7.0;2.0;;;;8.0;7.0;2.0;;;;;;
1683;Energie uit overige bronnen;2003;36.0;36.0;;;;;;36.0;33.0;26.0;7.0;;;;33.0;26.0;7.0;;;3.0;3.0;;0.0
1684;Energie uit overige bronnen;2004 1e kwartaal;9.0;9.0;;;;;;;8.0;6.0;2.0;;;;8.0;6.0;2.0;;;;;;
1685;Energie uit overige bronnen;2004 2e kwartaal;9.0;9.0;;;;;;;8.0;7.0;2.0;;;;8.0;7.0;2.0;;;;;;
1686;Energie uit overige bronnen;2004 3e kwartaal;10.0;10.0;;;;;;;8.0;7.0;2.0;;;;8.0;7.0;2.0;;;;;;
1687;Energie uit overige bronnen;2004 4e kwartaal;10.0;10.0;;;;;;;9.0;7.0;2.0;;;;9.0;7.0;2.0;;;;;;
1688;Energie uit overige bronnen;2004;38.0;38.0;;;;;;38.0;33.0;26.0;7.0;;;;33.0;26.0;7.0;;;5.0;5.0;;0.0
1689;Energie uit overige bronnen;2005 1e kwartaal;10.0;10.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1690;Energie uit overige bronnen;2005 2e kwartaal;10.0;10.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1691;Energie uit overige bronnen;2005 3e kwartaal;10.0;10.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1692;Energie uit overige bronnen;2005 4e kwartaal;10.0;10.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1693;Energie uit overige bronnen;2005;39.0;39.0;;;;;;39.0;33.0;27.0;6.0;;;;33.0;27.0;6.0;;;6.0;6.0;;0.0
1694;Energie uit overige bronnen;2006 1e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1695;Energie uit overige bronnen;2006 2e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1696;Energie uit overige bronnen;2006 3e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1697;Energie uit overige bronnen;2006 4e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1698;Energie uit overige bronnen;2006;37.0;37.0;;;;;;37.0;32.0;26.0;5.0;;;;32.0;26.0;5.0;;;6.0;6.0;;
1699;Energie uit overige bronnen;2007 1e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1700;Energie uit overige bronnen;2007 2e kwartaal;9.0;9.0;;;;;;;8.0;6.0;1.0;;;;8.0;6.0;1.0;;;;;;
1701;Energie uit overige bronnen;2007 3e kwartaal;10.0;10.0;;;;;;;9.0;7.0;2.0;;;;9.0;7.0;2.0;;;;;;
1702;Energie uit overige bronnen;2007 4e kwartaal;10.0;10.0;;;;;;;9.0;8.0;1.0;;;;9.0;8.0;1.0;;;;;;
1703;Energie uit overige bronnen;2007;39.0;39.0;;;;;;39.0;33.0;28.0;6.0;;;;33.0;28.0;6.0;;;6.0;6.0;;0.0
1704;Energie uit overige bronnen;2008 1e kwartaal;10.0;10.0;;;;;;;9.0;7.0;1.0;;;;9.0;7.0;1.0;;;;;;
1705;Energie uit overige bronnen;2008 2e kwartaal;10.0;10.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1706;Energie uit overige bronnen;2008 3e kwartaal;10.0;10.0;;;;;;;9.0;7.0;1.0;;;;9.0;7.0;1.0;0.0;;;;;
1707;Energie uit overige bronnen;2008 4e kwartaal;10.0;10.0;;;;;;;9.0;7.0;2.0;;;;9.0;7.0;2.0;;;;;;
1708;Energie uit overige bronnen;2008;40.0;40.0;;;;;;40.0;35.0;29.0;6.0;;;;35.0;29.0;6.0;0.0;;5.0;5.0;;
1709;Energie uit overige bronnen;2009 1e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1710;Energie uit overige bronnen;2009 2e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1711;Energie uit overige bronnen;2009 3e kwartaal;10.0;10.0;;;;;;;9.0;7.0;2.0;;;;9.0;7.0;2.0;;;;;;
1712;Energie uit overige bronnen;2009 4e kwartaal;10.0;10.0;;;;;;;9.0;7.0;2.0;;;;9.0;7.0;2.0;;;;;;
1713;Energie uit overige bronnen;2009;39.0;39.0;;;;;;39.0;34.0;28.0;6.0;;;;34.0;28.0;6.0;;;5.0;5.0;;
1714;Energie uit overige bronnen;2010 1e kwartaal;9.0;9.0;;;;;;;8.0;6.0;1.0;;;;8.0;6.0;1.0;;;;;;
1715;Energie uit overige bronnen;2010 2e kwartaal;9.0;9.0;;;;;;;8.0;7.0;1.0;;;;8.0;7.0;1.0;;;;;;
1716;Energie uit overige bronnen;2010 3e kwartaal;10.0;10.0;;;;;;;9.0;7.0;2.0;;;;9.0;7.0;2.0;;;;;;
1717;Energie uit overige bronnen;2010 4e kwartaal;10.0;10.0;;;;;;;9.0;7.0;1.0;;;;9.0;7.0;1.0;;;;;;
1718;Energie uit overige bronnen;2010;37.0;37.0;;;;;;37.0;33.0;28.0;6.0;;;;33.0;28.0;6.0;;;4.0;4.0;;0.0
