ID;Energiedragers;Perioden;TotaalAanbodTPES_1;Winning_2;Invoer_3;Uitvoer_4;Invoersaldo_5;Bunkering_6;Voorraadmutatie_7;Verbruikssaldo_8;TotaalInzet_9;InzetElektriciteitWKKOmzetting_10;InzetAndereOmzetting_11;TotaalProductie_12;ProductieElektriciteitWKKOmzetting_13;ProductieAndereOmzetting_14;TotaalSaldoEnergieomzetting_15;SaldoElektriciteitWKKOmzetting_16;SaldoAndereOmzetting_17;EigenVerbruikEnergiesector_18;VerliezenBijDistributie_19;TotaalFinaalVerbruik_20;FinaalEnergieverbruik_21;NietEnergetischGebruik_22;StatistischeVerschillen_23
341;Steenkool en bruinkool;1969;;152.0;;;;;;;;;;;;;;;;;;;;;
342;Steenkool en bruinkool;1970;;119.0;;;;;;;;;;;;;;;;;;;;;
343;Steenkool en bruinkool;1971;131.0;99.0;95.0;63.0;32.0;;0.0;131.0;;;;;;;;;;;;;;;
344;Steenkool en bruinkool;1972;107.0;77.0;92.0;67.0;26.0;;4.0;107.0;;;;;;;;;;;;;;;
345;Steenkool en bruinkool;1973;126.0;47.0;115.0;53.0;62.0;;16.0;126.0;;;;;;;;;;;;;;;
346;Steenkool en bruinkool;1974;118.0;21.0;127.0;32.0;95.0;;2.0;118.0;;;;;;;;;;;;;;;
347;Steenkool en bruinkool;1975;111.0;;118.0;4.0;114.0;;-3.0;111.0;;5.0;;;;;105.0;5.0;100.0;;;6.0;5.0;1.0;
348;Steenkool en bruinkool;1976;140.0;;142.0;4.0;138.0;;2.0;140.0;;30.0;;;;;135.0;30.0;105.0;;;5.0;4.0;1.0;
349;Steenkool en bruinkool;1977;142.0;;145.0;1.0;144.0;;-2.0;142.0;;44.0;;;;;138.0;44.0;94.0;;;4.0;3.0;1.0;
350;Steenkool en bruinkool;1978;151.0;;150.0;7.0;143.0;;8.0;151.0;;51.0;;;;;147.0;51.0;96.0;;;4.0;3.0;1.0;
351;Steenkool en bruinkool;1979;140.0;;180.0;36.0;144.0;;-4.0;141.0;;35.0;;;;;137.0;35.0;102.0;;;4.0;3.0;1.0;
352;Steenkool en bruinkool;1980;167.0;;194.0;34.0;160.0;;8.0;168.0;;65.0;;;;;163.0;65.0;98.0;;;4.0;3.0;1.0;
353;Steenkool en bruinkool;1981;171.0;;214.0;24.0;190.0;;-18.0;172.0;;79.0;;;;;168.0;79.0;89.0;;;4.0;3.0;1.0;
354;Steenkool en bruinkool;1982;224.0;;241.0;18.0;223.0;;1.0;224.0;;117.0;;;;;212.0;117.0;95.0;;;12.0;6.0;6.0;
355;Steenkool en bruinkool;1983;219.0;3.0;211.0;18.0;193.0;;23.0;219.0;;123.0;;;;;206.0;123.0;83.0;;;14.0;7.0;7.0;
356;Steenkool en bruinkool;1984;270.0;3.0;300.0;42.0;258.0;;8.0;270.0;;138.0;;;;;246.0;138.0;108.0;;;24.0;11.0;13.0;
357;Steenkool en bruinkool;1985;275.0;3.0;321.0;48.0;273.0;;0.0;275.0;;133.0;;;;;250.0;133.0;117.0;;;26.0;13.0;13.0;
358;Steenkool en bruinkool;1986;285.0;2.0;339.0;65.0;274.0;;10.0;285.0;;147.0;;;;;261.0;147.0;114.0;;;24.0;12.0;12.0;
359;Steenkool en bruinkool;1987;303.0;;360.0;47.0;313.0;;-10.0;303.0;;163.0;;;;;271.0;163.0;108.0;;;32.0;15.0;17.0;
360;Steenkool en bruinkool;1988;357.0;;406.0;48.0;358.0;;-1.0;357.0;;210.0;;;;;325.0;210.0;115.0;;;32.0;15.0;17.0;
361;Steenkool en bruinkool;1989;356.0;;387.0;30.0;357.0;;-2.0;356.0;;207.0;;;;;323.0;207.0;116.0;;;32.0;14.0;18.0;
362;Steenkool en bruinkool;1990;377.0;;507.0;106.0;401.0;;-24.0;377.0;363.0;233.0;130.0;;;;363.0;233.0;130.0;;;14.0;14.0;0.0;0.0
363;Steenkool en bruinkool;1991;357.0;;462.0;97.0;365.0;;-8.0;357.0;346.0;210.0;136.0;;;;346.0;210.0;136.0;;;12.0;12.0;0.0;0.0
364;Steenkool en bruinkool;1992;359.0;;442.0;93.0;350.0;;10.0;359.0;355.0;215.0;140.0;;;;355.0;215.0;140.0;;;4.0;4.0;0.0;0.0
365;Steenkool en bruinkool;1993;353.0;;443.0;96.0;347.0;;6.0;353.0;349.0;209.0;140.0;;;;349.0;209.0;140.0;;;4.0;4.0;0.0;0.0
366;Steenkool en bruinkool;1994;382.0;;461.0;75.0;386.0;;-3.0;382.0;379.0;231.0;148.0;;;;379.0;231.0;148.0;;;3.0;3.0;0.0;0.0
367;Steenkool en bruinkool;1995 1e kwartaal;97.0;;123.0;25.0;97.0;;-1.0;;96.0;62.0;34.0;;;;96.0;62.0;34.0;;;;;0.0;
368;Steenkool en bruinkool;1995 2e kwartaal;100.0;;119.0;24.0;95.0;;5.0;;97.0;62.0;35.0;;;;97.0;62.0;35.0;;;;;0.0;
369;Steenkool en bruinkool;1995 3e kwartaal;94.0;;103.0;15.0;87.0;;7.0;;93.0;58.0;35.0;;;;93.0;58.0;35.0;;;;;0.0;
370;Steenkool en bruinkool;1995 4e kwartaal;94.0;;122.0;26.0;95.0;;-1.0;;97.0;61.0;36.0;;;;97.0;61.0;36.0;;;;;0.0;
371;Steenkool en bruinkool;1995;385.0;;466.0;91.0;375.0;;10.0;385.0;383.0;243.0;140.0;;;;383.0;243.0;140.0;;;3.0;3.0;0.0;-1.0
372;Steenkool en bruinkool;1996 1e kwartaal;98.0;;106.0;28.0;79.0;;19.0;;97.0;63.0;34.0;;;;97.0;63.0;34.0;;;;;0.0;
373;Steenkool en bruinkool;1996 2e kwartaal;93.0;;127.0;20.0;108.0;;-15.0;;91.0;55.0;36.0;;;;91.0;55.0;36.0;;;;;0.0;
374;Steenkool en bruinkool;1996 3e kwartaal;92.0;;107.0;23.0;84.0;;8.0;;93.0;55.0;38.0;;;;93.0;55.0;38.0;;;;;0.0;
375;Steenkool en bruinkool;1996 4e kwartaal;94.0;;112.0;19.0;93.0;;1.0;;95.0;56.0;39.0;;;;95.0;56.0;39.0;;;;;0.0;
376;Steenkool en bruinkool;1996;377.0;;453.0;89.0;364.0;;13.0;379.0;376.0;229.0;147.0;;;;376.0;229.0;147.0;;;3.0;2.0;0.0;-2.0
377;Steenkool en bruinkool;1997 1e kwartaal;95.0;;122.0;25.0;97.0;;-2.0;;95.0;57.0;39.0;;;;95.0;57.0;39.0;;;;;0.0;
378;Steenkool en bruinkool;1997 2e kwartaal;92.0;;154.0;24.0;130.0;;-38.0;;92.0;54.0;38.0;;;;92.0;54.0;38.0;;;;;0.0;
379;Steenkool en bruinkool;1997 3e kwartaal;84.0;;136.0;15.0;121.0;;-37.0;;83.0;46.0;36.0;;;;83.0;46.0;36.0;;;;;0.0;
380;Steenkool en bruinkool;1997 4e kwartaal;96.0;;122.0;49.0;73.0;;23.0;;96.0;58.0;38.0;;;;96.0;58.0;38.0;;;;;0.0;
381;Steenkool en bruinkool;1997;367.0;;534.0;112.0;421.0;;-54.0;369.0;366.0;216.0;150.0;;;;366.0;216.0;150.0;;;4.0;3.0;0.0;-2.0
382;Steenkool en bruinkool;1998 1e kwartaal;88.0;;121.0;55.0;66.0;;22.0;;93.0;57.0;36.0;;;;93.0;57.0;36.0;;;;;0.0;
383;Steenkool en bruinkool;1998 2e kwartaal;94.0;;144.0;33.0;111.0;;-17.0;;94.0;56.0;38.0;;;;94.0;56.0;38.0;;;;;0.0;
384;Steenkool en bruinkool;1998 3e kwartaal;94.0;;162.0;73.0;89.0;;5.0;;94.0;57.0;37.0;;;;94.0;57.0;37.0;;;;;0.0;
385;Steenkool en bruinkool;1998 4e kwartaal;101.0;;151.0;58.0;93.0;;8.0;;92.0;57.0;35.0;;;;92.0;57.0;35.0;;;;;0.0;
386;Steenkool en bruinkool;1998;374.0;;578.0;223.0;355.0;;19.0;376.0;372.0;227.0;146.0;;;;372.0;227.0;146.0;;;3.0;3.0;0.0;-2.0
387;Steenkool en bruinkool;1999 1e kwartaal;87.0;;137.0;51.0;86.0;;1.0;;86.0;52.0;34.0;;;;86.0;52.0;34.0;;;;;0.0;
388;Steenkool en bruinkool;1999 2e kwartaal;76.0;;163.0;62.0;101.0;;-25.0;;75.0;41.0;34.0;;;;75.0;41.0;34.0;;;;;0.0;
389;Steenkool en bruinkool;1999 3e kwartaal;76.0;;111.0;44.0;67.0;;9.0;;74.0;44.0;30.0;;;;74.0;44.0;30.0;;;;;0.0;
390;Steenkool en bruinkool;1999 4e kwartaal;80.0;;91.0;35.0;56.0;;24.0;;79.0;50.0;28.0;;;;79.0;50.0;28.0;;;;;0.0;
391;Steenkool en bruinkool;1999;318.0;;501.0;192.0;309.0;;9.0;318.0;314.0;188.0;126.0;;;;314.0;188.0;126.0;;;4.0;4.0;0.0;0.0
392;Steenkool en bruinkool;2000 1e kwartaal;80.0;;140.0;64.0;76.0;;4.0;;80.0;50.0;29.0;;;;80.0;50.0;29.0;;;;;0.0;
393;Steenkool en bruinkool;2000 2e kwartaal;78.0;;143.0;63.0;80.0;;-2.0;;77.0;50.0;28.0;;;;77.0;50.0;28.0;;;;;0.0;
394;Steenkool en bruinkool;2000 3e kwartaal;87.0;;150.0;57.0;93.0;;-6.0;;87.0;56.0;31.0;;;;87.0;56.0;31.0;;;;;0.0;
395;Steenkool en bruinkool;2000 4e kwartaal;82.0;;147.0;63.0;84.0;;-2.0;;81.0;53.0;28.0;;;;81.0;53.0;28.0;;;;;0.0;
396;Steenkool en bruinkool;2000;328.0;;580.0;247.0;333.0;;-5.0;328.0;325.0;209.0;116.0;;;;325.0;209.0;116.0;;;3.0;3.0;0.0;0.0
397;Steenkool en bruinkool;2001 1e kwartaal;92.0;;175.0;96.0;80.0;;13.0;;92.0;63.0;29.0;;;;92.0;63.0;29.0;;;;;0.0;
398;Steenkool en bruinkool;2001 2e kwartaal;90.0;;237.0;133.0;103.0;;-14.0;;89.0;58.0;31.0;;;;89.0;58.0;31.0;;;;;0.0;
399;Steenkool en bruinkool;2001 3e kwartaal;87.0;;200.0;110.0;90.0;;-3.0;;86.0;54.0;32.0;;;;86.0;54.0;32.0;;;;;0.0;
400;Steenkool en bruinkool;2001 4e kwartaal;81.0;;173.0;93.0;81.0;;0.0;;80.0;49.0;31.0;;;;80.0;49.0;31.0;;;;;0.0;
401;Steenkool en bruinkool;2001;350.0;;785.0;431.0;354.0;;-4.0;350.0;347.0;224.0;123.0;;;;347.0;224.0;123.0;;;3.0;2.0;0.0;0.0
402;Steenkool en bruinkool;2002 1e kwartaal;87.0;;149.0;63.0;87.0;;1.0;;87.0;57.0;30.0;;;;87.0;57.0;30.0;;;;;0.0;
403;Steenkool en bruinkool;2002 2e kwartaal;83.0;;120.0;45.0;75.0;;9.0;;83.0;55.0;28.0;;;;83.0;55.0;28.0;;;;;0.0;
404;Steenkool en bruinkool;2002 3e kwartaal;88.0;;133.0;56.0;77.0;;11.0;;87.0;56.0;32.0;;;;87.0;56.0;32.0;;;;;0.0;
405;Steenkool en bruinkool;2002 4e kwartaal;90.0;;164.0;61.0;103.0;;-13.0;;89.0;58.0;31.0;;;;89.0;58.0;31.0;;;;;0.0;
406;Steenkool en bruinkool;2002;349.0;;565.0;224.0;341.0;;8.0;349.0;347.0;226.0;121.0;;;;347.0;226.0;121.0;;;2.0;2.0;0.0;0.0
407;Steenkool en bruinkool;2003 1e kwartaal;96.0;;148.0;46.0;102.0;;-6.0;;95.0;66.0;30.0;;;;95.0;66.0;30.0;;;;;0.0;
408;Steenkool en bruinkool;2003 2e kwartaal;90.0;;139.0;51.0;88.0;;2.0;;90.0;58.0;31.0;;;;90.0;58.0;31.0;;;;;0.0;
409;Steenkool en bruinkool;2003 3e kwartaal;92.0;;146.0;48.0;99.0;;-6.0;;92.0;60.0;32.0;;;;92.0;60.0;32.0;;;;;0.0;
410;Steenkool en bruinkool;2003 4e kwartaal;80.0;;132.0;47.0;85.0;;-5.0;;79.0;47.0;32.0;;;;79.0;47.0;32.0;;;;;0.0;
411;Steenkool en bruinkool;2003;358.0;;565.0;191.0;374.0;;-16.0;358.0;356.0;231.0;125.0;;;;356.0;231.0;125.0;;;2.0;2.0;0.0;1.0
412;Steenkool en bruinkool;2004 1e kwartaal;86.0;;134.0;48.0;85.0;;0.0;;85.0;54.0;32.0;;;;85.0;54.0;32.0;;;;;0.0;
413;Steenkool en bruinkool;2004 2e kwartaal;85.0;;171.0;78.0;92.0;;-7.0;;85.0;51.0;33.0;;;;85.0;51.0;33.0;;;;;0.0;
414;Steenkool en bruinkool;2004 3e kwartaal;93.0;;159.0;51.0;108.0;;-15.0;;93.0;59.0;34.0;;;;93.0;59.0;34.0;;;;;0.0;
415;Steenkool en bruinkool;2004 4e kwartaal;93.0;;133.0;68.0;65.0;;28.0;;92.0;58.0;34.0;;;;92.0;58.0;34.0;;;;;0.0;
416;Steenkool en bruinkool;2004;356.0;;596.0;246.0;350.0;;6.0;356.0;355.0;223.0;132.0;;;;355.0;223.0;132.0;;;1.0;1.0;0.0;0.0
417;Steenkool en bruinkool;2005 1e kwartaal;89.0;;124.0;38.0;87.0;;2.0;;89.0;55.0;34.0;;;;89.0;55.0;34.0;;;;;0.0;
418;Steenkool en bruinkool;2005 2e kwartaal;83.0;;134.0;48.0;86.0;;-3.0;;82.0;49.0;33.0;;;;82.0;49.0;33.0;;;;;0.0;
419;Steenkool en bruinkool;2005 3e kwartaal;87.0;;162.0;63.0;98.0;;-12.0;;86.0;53.0;34.0;;;;86.0;53.0;34.0;;;;;0.0;
420;Steenkool en bruinkool;2005 4e kwartaal;85.0;;120.0;47.0;73.0;;12.0;;84.0;51.0;34.0;;;;84.0;51.0;34.0;;;;;0.0;
421;Steenkool en bruinkool;2005;343.0;;541.0;197.0;344.0;;-1.0;343.0;342.0;208.0;134.0;;;;342.0;208.0;134.0;;;1.0;1.0;0.0;0.0
422;Steenkool en bruinkool;2006 1e kwartaal;86.0;;135.0;72.0;63.0;;23.0;;85.0;53.0;32.0;;;;85.0;53.0;32.0;;;;;0.0;
423;Steenkool en bruinkool;2006 2e kwartaal;82.0;;145.0;77.0;69.0;;13.0;;82.0;49.0;33.0;;;;82.0;49.0;33.0;;;;;0.0;
424;Steenkool en bruinkool;2006 3e kwartaal;84.0;;138.0;54.0;84.0;;0.0;;84.0;53.0;31.0;;;;84.0;53.0;31.0;;;;;0.0;
425;Steenkool en bruinkool;2006 4e kwartaal;79.0;;133.0;34.0;99.0;;-20.0;;79.0;50.0;28.0;;;;79.0;50.0;28.0;;;;;0.0;
426;Steenkool en bruinkool;2006;331.0;;551.0;237.0;315.0;;16.0;331.0;330.0;205.0;125.0;;;;330.0;205.0;125.0;;;1.0;1.0;0.0;0.0
427;Steenkool en bruinkool;2007 1e kwartaal;93.0;;175.0;81.0;94.0;;-2.0;;92.0;60.0;32.0;;;;92.0;60.0;32.0;;;;;0.0;
428;Steenkool en bruinkool;2007 2e kwartaal;77.0;;153.0;84.0;69.0;;8.0;;76.0;42.0;33.0;;;;76.0;42.0;33.0;;;;;0.0;
429;Steenkool en bruinkool;2007 3e kwartaal;89.0;;189.0;90.0;99.0;;-9.0;;88.0;54.0;34.0;;;;88.0;54.0;34.0;;;;;0.0;
430;Steenkool en bruinkool;2007 4e kwartaal;93.0;;166.0;57.0;109.0;;-16.0;;92.0;58.0;34.0;;;;92.0;58.0;34.0;;;;;0.0;
431;Steenkool en bruinkool;2007;352.0;;683.0;312.0;371.0;;-19.0;351.0;349.0;214.0;135.0;;;;349.0;214.0;135.0;;;2.0;2.0;0.0;0.0
432;Steenkool en bruinkool;2008 1e kwartaal;89.0;;150.0;60.0;91.0;;-1.0;;89.0;55.0;34.0;;;;89.0;55.0;34.0;;;;;0.0;
433;Steenkool en bruinkool;2008 2e kwartaal;86.0;;146.0;55.0;91.0;;-6.0;;85.0;50.0;35.0;;;;85.0;50.0;35.0;;;;;0.0;
434;Steenkool en bruinkool;2008 3e kwartaal;76.0;;115.0;35.0;80.0;;-4.0;;75.0;42.0;33.0;;;;75.0;42.0;33.0;;;;;0.0;
435;Steenkool en bruinkool;2008 4e kwartaal;80.0;;139.0;46.0;92.0;;-13.0;;80.0;56.0;24.0;;;;80.0;56.0;24.0;;;;;0.0;
436;Steenkool en bruinkool;2008;331.0;;551.0;196.0;354.0;;-24.0;331.0;329.0;203.0;126.0;;;;329.0;203.0;126.0;;;1.0;1.0;0.0;0.0
437;Steenkool en bruinkool;2009 1e kwartaal;84.0;;134.0;28.0;107.0;;-23.0;;83.0;62.0;22.0;;;;83.0;62.0;22.0;;;;;0.0;
438;Steenkool en bruinkool;2009 2e kwartaal;73.0;;128.0;31.0;97.0;;-24.0;;72.0;51.0;21.0;;;;72.0;51.0;21.0;;;;;0.0;
439;Steenkool en bruinkool;2009 3e kwartaal;76.0;;125.0;31.0;94.0;;-18.0;;75.0;49.0;27.0;;;;75.0;49.0;27.0;;;;;0.0;
440;Steenkool en bruinkool;2009 4e kwartaal;76.0;;124.0;32.0;92.0;;-15.0;;76.0;48.0;28.0;;;;76.0;48.0;28.0;;;;;0.0;
441;Steenkool en bruinkool;2009;309.0;;511.0;122.0;389.0;;-81.0;308.0;306.0;208.0;98.0;;;;306.0;208.0;98.0;;;2.0;2.0;0.0;1.0
442;Steenkool en bruinkool;2010 1e kwartaal;83.0;;140.0;31.0;110.0;;-27.0;;82.0;56.0;26.0;;;;82.0;56.0;26.0;;;;;0.0;
443;Steenkool en bruinkool;2010 2e kwartaal;69.0;;123.0;50.0;73.0;;-5.0;;68.0;39.0;29.0;;;;68.0;39.0;29.0;;;;;0.0;
444;Steenkool en bruinkool;2010 3e kwartaal;74.0;;111.0;19.0;93.0;;-18.0;;74.0;44.0;30.0;;;;74.0;44.0;30.0;;;;;0.0;
445;Steenkool en bruinkool;2010 4e kwartaal;85.0;;157.0;54.0;102.0;;-17.0;;85.0;57.0;28.0;;;;85.0;57.0;28.0;;;;;0.0;
446;Steenkool en bruinkool;2010;311.0;;531.0;153.0;378.0;;-68.0;310.0;309.0;195.0;113.0;;;;309.0;195.0;113.0;;;2.0;2.0;0.0;0.0
447;Steenkool en bruinkool;2011 1e kwartaal;77.0;;141.0;107.0;34.0;;43.0;;77.0;48.0;28.0;;;;77.0;48.0;28.0;;;;;0.0;
448;Steenkool en bruinkool;2011 2e kwartaal;76.0;;171.0;69.0;102.0;;-26.0;;75.0;43.0;32.0;;;;75.0;43.0;32.0;;;;;0.0;
449;Steenkool en bruinkool;2011 3e kwartaal;69.0;;175.0;69.0;106.0;;-37.0;;68.0;38.0;31.0;;;;68.0;38.0;31.0;;;;;0.0;
450;Steenkool en bruinkool;2011 4e kwartaal;84.0;;158.0;90.0;68.0;;16.0;;83.0;53.0;31.0;;;;83.0;53.0;31.0;;;;;0.0;
451;Steenkool en bruinkool;2011;305.0;;645.0;334.0;311.0;;-5.0;305.0;304.0;182.0;121.0;;;;304.0;182.0;121.0;;;2.0;1.0;0.0;0.0
452;Steenkool en bruinkool;2012 1e kwartaal;87.0;;177.0;108.0;68.0;;19.0;;87.0;57.0;30.0;;;;87.0;57.0;30.0;;;;;0.0;
453;Steenkool en bruinkool;2012 2e kwartaal;72.0;;195.0;134.0;61.0;;11.0;;71.0;42.0;29.0;;;;71.0;42.0;29.0;;;;;0.0;
454;Steenkool en bruinkool;2012 3e kwartaal;86.0;;170.0;99.0;72.0;;14.0;;84.0;54.0;30.0;;;;84.0;54.0;30.0;;;;;0.0;
455;Steenkool en bruinkool;2012 4e kwartaal;89.0;;224.0;144.0;80.0;;9.0;;88.0;58.0;30.0;;;;88.0;58.0;30.0;;;;;0.0;
456;Steenkool en bruinkool;2012;334.0;;765.0;485.0;281.0;;53.0;333.0;331.0;211.0;120.0;;;;331.0;211.0;120.0;;;2.0;2.0;0.0;1.0
457;Steenkool en bruinkool;2013 1e kwartaal;81.0;;208.0;126.0;82.0;;-1.0;81.0;81.0;53.0;28.0;;;;81.0;53.0;28.0;;;0.0;0.0;0.0;0.0
458;Steenkool en bruinkool;2013 2e kwartaal;75.0;;207.0;102.0;104.0;;-29.0;76.0;75.0;46.0;29.0;;;;75.0;46.0;29.0;;;0.0;0.0;0.0;0.0
459;Steenkool en bruinkool;2013 3e kwartaal;87.0;;292.0;194.0;98.0;;-11.0;87.0;86.0;56.0;30.0;;;;86.0;56.0;30.0;;;1.0;1.0;0.0;0.0
460;Steenkool en bruinkool;2013 4e kwartaal;97.0;;374.0;275.0;99.0;;-3.0;97.0;96.0;66.0;30.0;;;;96.0;66.0;30.0;;;0.0;0.0;0.0;0.0
461;Steenkool en bruinkool;2013;340.0;;1080.0;697.0;384.0;;-44.0;340.0;338.0;221.0;118.0;;;;338.0;221.0;118.0;;;1.0;1.0;0.0;0.0
462;Steenkool en bruinkool;2014 1e kwartaal;96.0;;398.0;268.0;130.0;;-35.0;96.0;96.0;64.0;31.0;;;;96.0;64.0;31.0;;;0.0;0.0;0.0;0.0
463;Steenkool en bruinkool;2014 2e kwartaal;90.0;;354.0;231.0;123.0;;-33.0;90.0;89.0;59.0;30.0;;;;89.0;59.0;30.0;;;0.0;0.0;0.0;0.0
464;Steenkool en bruinkool;2014 3e kwartaal;84.0;;300.0;235.0;65.0;;19.0;84.0;83.0;53.0;30.0;;;;83.0;53.0;30.0;;;1.0;1.0;0.0;0.0
465;Steenkool en bruinkool;2014 4e kwartaal;111.0;;385.0;287.0;98.0;;13.0;110.0;110.0;79.0;31.0;;;;110.0;79.0;31.0;;;1.0;0.0;0.0;0.0
466;Steenkool en bruinkool;2014;380.0;;1438.0;1022.0;417.0;;-36.0;380.0;378.0;255.0;123.0;;;;378.0;255.0;123.0;;;2.0;2.0;0.0;0.0
467;Steenkool en bruinkool;2015 1e kwartaal;116.0;;357.0;249.0;109.0;;8.0;;116.0;85.0;31.0;;;;116.0;85.0;31.0;;;;;0.0;
468;Steenkool en bruinkool;2015 2e kwartaal;116.0;;404.0;231.0;173.0;;-57.0;;116.0;84.0;32.0;;;;116.0;84.0;32.0;;;;;0.0;
469;Steenkool en bruinkool;2015 3e kwartaal;119.0;;397.0;207.0;190.0;;-72.0;;118.0;85.0;33.0;;;;118.0;85.0;33.0;;;;;0.0;
470;Steenkool en bruinkool;2015 4e kwartaal;115.0;;338.0;271.0;67.0;;48.0;;114.0;82.0;32.0;;;;114.0;82.0;32.0;;;;;0.0;
471;Steenkool en bruinkool;2015;466.0;;1496.0;957.0;539.0;;-73.0;466.0;464.0;337.0;128.0;;;;464.0;337.0;128.0;;;2.0;2.0;0.0;0.0
472;Steenkool en bruinkool;2016 1e kwartaal;110.0;;362.0;284.0;79.0;;31.0;;110.0;78.0;32.0;;;;110.0;78.0;32.0;;;;;0.0;
473;Steenkool en bruinkool;2016 2e kwartaal;106.0;;335.0;258.0;77.0;;30.0;;106.0;76.0;30.0;;;;106.0;76.0;30.0;;;;;0.0;
474;Steenkool en bruinkool;2016 3e kwartaal;98.0;;346.0;232.0;114.0;;-17.0;;97.0;66.0;32.0;;;;97.0;66.0;32.0;;;;;0.0;
475;Steenkool en bruinkool;2016 4e kwartaal;117.0;;401.0;279.0;123.0;;-5.0;;117.0;86.0;31.0;;;;117.0;86.0;31.0;;;;;0.0;
476;Steenkool en bruinkool;2016;431.0;;1445.0;1053.0;392.0;;39.0;431.0;429.0;305.0;125.0;;;;429.0;305.0;125.0;;;2.0;2.0;0.0;
477;Koolproducten;1946;;;;;;;;;;;;;;;;;;;;;;;
478;Koolproducten;1947;;;;;;;;;;;;;;;;;;;;;;;
479;Koolproducten;1948;;;;;;;;;;;;;;;;;;;;;;;
480;Koolproducten;1949;;;;;;;;;;;;;;;;;;;;;;;
481;Koolproducten;1950;;;;;;;;;;;;;;;;;;;;;;;
482;Koolproducten;1951;;;;;;;;;;;;;;;;;;;;;;;
483;Koolproducten;1952;;;;;;;;;;;;;;;;;;;;;;;
484;Koolproducten;1953;;;;;;;;;;;;;;;;;;;;;;;
485;Koolproducten;1954;;;;;;;;;;;;;;;;;;;;;;;
486;Koolproducten;1955;;;;;;;;;;;;;;;;;;;;;;;
487;Koolproducten;1956;;;;;;;;;;;;;;;;;;;;;;;
488;Koolproducten;1957;;;;;;;;;;;;;;;;;;;;;;;
489;Koolproducten;1958;;;;;;;;;;;;;;;;;;;;;;;
490;Koolproducten;1959;;;;;;;;;;;;;;;;;;;;;;;
491;Koolproducten;1960;;;;;;;;;;;;;;;;;;;;;;;
492;Koolproducten;1961;;;;;;;;;;;;;;;;;;;;;;;
493;Koolproducten;1962;;;;;;;;;;;;;;;;;;;;;;;
494;Koolproducten;1963;;;;;;;;;;;;;;;;;;;;;;;
495;Koolproducten;1964;;;;;;;;;;;;;;;;;;;;;;;
496;Koolproducten;1965;;;;;;;;;;;;;;;;;;;;;;;
497;Koolproducten;1966;;;;;;;;;;;;;;;;;;;;;;;
498;Koolproducten;1967;;;;;;;;;;;;;;;;;;;;;;;
499;Koolproducten;1968;;;;;;;;;;;;;;;;;;;;;;;
500;Koolproducten;1969;;;;;;;;;;;;;;;;;;;;;;;
501;Koolproducten;1970;;;;;;;;;;;;;;;;;;;;;;;
502;Koolproducten;1971;14.0;;36.0;19.0;17.0;;-4.0;14.0;;;;;;;;;;;;;;;
503;Koolproducten;1972;17.0;;28.0;22.0;7.0;;10.0;17.0;;;;;;;;;;;;;;;
504;Koolproducten;1973;0.0;;19.0;19.0;0.0;;0.0;0.0;;;;;;;;;;;;;;;
505;Koolproducten;1974;2.0;;22.0;20.0;2.0;;0.0;2.0;;;;;;;;;;;;;;;
506;Koolproducten;1975;-10.0;;12.0;18.0;-6.0;;-5.0;-10.0;;23.0;;;;;-65.0;23.0;-88.0;;;55.0;15.0;40.0;
507;Koolproducten;1976;-14.0;;7.0;18.0;-11.0;;-4.0;-15.0;;23.0;;;;;-68.0;23.0;-91.0;;;53.0;15.0;38.0;
508;Koolproducten;1977;-10.0;;8.0;20.0;-12.0;;3.0;-10.0;;20.0;;;;;-61.0;20.0;-81.0;;;51.0;13.0;38.0;
509;Koolproducten;1978;1.0;;15.0;20.0;-5.0;;6.0;1.0;;22.0;;;;;-57.0;22.0;-79.0;;;57.0;17.0;40.0;
510;Koolproducten;1979;4.0;;28.0;20.0;8.0;;-4.0;4.0;;24.0;;;;;-60.0;24.0;-84.0;;;63.0;21.0;42.0;
511;Koolproducten;1980;-1.0;;27.0;22.0;5.0;;-6.0;-1.0;;22.0;;;;;-57.0;22.0;-79.0;;;56.0;19.0;37.0;
512;Koolproducten;1981;14.0;;31.0;26.0;5.0;;8.0;14.0;;22.0;;;;;-50.0;22.0;-72.0;;;63.0;20.0;43.0;
513;Koolproducten;1982;-11.0;;21.0;20.0;1.0;;-12.0;-11.0;;20.0;;;;;-60.0;20.0;-80.0;;;50.0;14.0;36.0;
514;Koolproducten;1983;2.0;;19.0;24.0;-5.0;;8.0;1.0;;19.0;;;;;-54.0;19.0;-73.0;;;56.0;14.0;42.0;
515;Koolproducten;1984;-3.0;;27.0;29.0;-2.0;;-2.0;-3.0;;25.0;;;;;-69.0;25.0;-94.0;;;67.0;18.0;49.0;
516;Koolproducten;1985;-10.0;;16.0;28.0;-12.0;;2.0;-9.0;;27.0;;;;;-75.0;27.0;-102.0;;;65.0;17.0;48.0;
517;Koolproducten;1986;-11.0;;19.0;28.0;-9.0;;-2.0;-11.0;;26.0;;;;;-73.0;26.0;-99.0;;;62.0;17.0;45.0;
518;Koolproducten;1987;-14.0;;12.0;26.0;-14.0;;0.0;-14.0;;24.0;;;;;-70.0;24.0;-94.0;;;56.0;22.0;34.0;
519;Koolproducten;1988;-10.0;;17.0;29.0;-12.0;;1.0;-11.0;;26.0;;;;;-73.0;26.0;-99.0;;;63.0;19.0;44.0;
