ID;SeizoenEnWerkdagcorrectie;Perioden;BrutoBinnenlandsProduct_1;BrutoExploitatieoverschot_2;SaldoPrimaireInkomensBruto_3;BrutoBeschikbaarInkomen_4;BrutoBesparingen_5;Vorderingensaldo_6;BrutoToegevoegdeWaarde_7;BrutoExploitatieoverschot_8;InvesteringenInVasteActivaBruto_9;BeloningVanWerknemers_10;ConsumptieveBestedingen_11;InvesteringenInVasteActivaBruto_12;TotaalInkomsten_13;TotaalUitgaven_14;VorderingensaldoEMUSaldo_15;BeloningVanWerknemers_16;InkomenUitVermogen_17;SocialeUitkeringenInGeld_18;OverigeInkomensoverdrachten_19;CorrectieMutatiesInPensioenrechten_20;ConsumptieveBestedingen_21;InvesteringenInVasteActivaBruto_22;InkomenUitVermogen_23;BelastingenOpInkomenEnVermogen_24;SocialePremies_25;OverigeInkomensoverdrachten_26;CorrectieMutatiesInPensioenrechten_27;BrutoExploitatieoverschot_28;BrutoBeschikbaarInkomen_29;BrutoBesparingen_30;InvoerUitHetBuitenland_31;OntvangenPrimaireInkomens_32;OntvangenInkomensoverdrachten_33;CorrectieMutatiesInPensioenrechten_34;OntvangenKapitaaloverdrachten_35;UitvoerNaarHetBuitenland_36;BetaaldePrimaireInkomens_37;BetaaldeInkomensoverdrachten_38;CorrectieMutatiesInPensioenrechten_39;BetaaldeKapitaaloverdrachten_40
82;Oorspronkelijke, ongecorrigeerde cijfers;2019 3e kwartaal;199813;88321;198842;197564;59159;15613;116336;50342;19416;66362;48596;6870;82171;83397;-1226;87648;15477;32848;6669;7190;89868;12526;1489;16981;46555;6560;0;24356;95413;12735;149230;69448;5311;-59;262;166852;68477;4033;0;307
83;Oorspronkelijke, ongecorrigeerde cijfers;2019 4e kwartaal;208479;84687;203697;201472;60474;14869;118598;46618;23332;72426;52378;7012;89795;87452;2343;98111;17824;33415;6389;6524;88684;13106;1425;22221;47286;6307;0;25382;103882;21722;150723;74496;6419;-64;503;172815;69714;4194;0;293
84;Oorspronkelijke, ongecorrigeerde cijfers;2020 1e kwartaal;200600;83256;197921;192495;56541;12327;113687;44376;23212;70173;49977;6939;95840;85657;10183;92717;13228;34527;6752;5408;86041;13715;1351;24842;42841;6640;0;25495;97045;16412;140912;55546;9794;-64;384;161392;52867;4368;0;232
85;Oorspronkelijke, ongecorrigeerde cijfers;2020 2e kwartaal;191986;73193;183589;181541;50991;6982;107725;36757;19983;80431;51597;7198;82350;102736;-20386;106574;15593;38000;7032;7111;79009;13931;1502;12321;54740;6709;0;23954;115881;43983;124424;60991;5859;-56;225;141752;52594;3811;0;268
86;Oorspronkelijke, ongecorrigeerde cijfers;2020 3e kwartaal;197099;86055;190475;188341;51117;10727;112440;47663;18210;67800;50999;7069;81668;90730;-9062;90259;14238;35275;6611;6753;86281;13138;1216;18307;46072;6232;0;25839;100395;20867;135845;60411;5623;-56;189;155035;53787;3489;0;326
87;Oorspronkelijke, ongecorrigeerde cijfers;2020 4e kwartaal;206845;85662;198510;194660;55605;10868;116498;47430;21506;75929;54966;8069;91545;101868;-10323;103225;15020;34788;6757;5680;84159;13785;1147;23323;46749;6090;0;25712;108193;29714;142023;58088;8050;-70;497;165229;49753;4200;0;274
88;Oorspronkelijke, ongecorrigeerde cijfers;2021 1e kwartaal;203160;89844;209750;207454;73554;27913;116533;51015;22797;71341;52340;7314;96723;97377;-654;94628;12590;35776;6979;5355;81629;14643;1280;22367;45091;6769;0;26212;100678;24404;140951;54959;6758;-69;267;164537;61549;4462;0;254
89;Oorspronkelijke, ongecorrigeerde cijfers;2021 2e kwartaal;220430;86104;225712;223677;76249;27943;127365;46646;23451;85096;56836;7421;94489;103304;-8815;111930;16626;39951;7213;7262;90657;15782;1440;11148;59052;6661;0;27672;125091;41696;154056;63113;6270;-65;272;178143;68395;4235;0;307
90;Oorspronkelijke, ongecorrigeerde cijfers;2021 3e kwartaal;217899;99224;222931;221299;71560;25708;127082;58406;19394;71568;55004;7296;88613;94966;-6353;95059;14125;36370;6607;6672;94792;14404;1346;21185;45244;6479;0;28747;106654;18534;165014;57177;5858;-57;265;187187;62209;4226;0;226
91;Oorspronkelijke, ongecorrigeerde cijfers;2021 4e kwartaal;229098;98845;226110;225377;71559;24510;131185;57727;23435;78598;60059;7855;101803;105447;-3644;106940;15486;35658;6695;5741;93832;15077;1521;25403;47715;6299;0;29065;112906;24815;174210;71999;5859;-73;331;202342;69011;5126;0;357
92;Oorspronkelijke, ongecorrigeerde cijfers;2022 1e kwartaal;226933;99701;229877;228080;76250;27313;132722;57685;23767;77472;56673;7356;102098;96131;5967;102186;13073;37267;6953;6599;95210;16194;1695;23953;48903;6518;0;29430;107840;19229;175752;72901;5535;-53;468;202088;75845;3738;0;221
93;Oorspronkelijke, ongecorrigeerde cijfers;2022 2e kwartaal;241615;96236;235105;234321;72524;111040;141888;53416;26601;91230;60223;7352;106415;104311;2104;119411;18220;41843;6869;7131;101641;17640;2919;14619;59798;6486;0;31298;133819;39309;202951;80786;5864;-67;410;226049;74276;5080;0;253
94;Oorspronkelijke, ongecorrigeerde cijfers;2022 3e kwartaal;238450;111387;242299;240677;76330;29857;140539;66324;21539;77095;59046;7605;95543;102928;-7385;102628;15550;38349;6802;5647;105368;15760;3612;19082;48998;6355;0;32664;117946;18225;205887;71774;5610;-67;227;228679;75623;3988;0;271
95;Oorspronkelijke, ongecorrigeerde cijfers;2022 4e kwartaal;251551;108063;242342;240619;67286;26839;142951;60427;25681;84564;64558;7946;111967;113551;-1584;115603;17539;38227;10051;4825;108854;16689;5774;25828;51887;6289;0;34798;126440;22411;210618;93422;7143;-79;704;241845;84213;5420;0;302
96;Oorspronkelijke, ongecorrigeerde cijfers;2023 1e kwartaal;249558;113072;250166;248511;76984;26818;145822;62988;27441;83703;61118;7586;108819;105508;3311;110411;18308;41618;7116;5238;110485;17842;6445;26373;50060;6705;0;35893;123763;18516;193383;80246;5712;-76;607;221444;80854;4057;0;237
97;Oorspronkelijke, ongecorrigeerde cijfers;2023 2e kwartaal;262920;105247;260031;258830;80824;22123;152156;55100;28975;98346;65450;7877;116713;116341;372;128864;24687;45924;7827;6496;112647;18569;6928;18517;62425;6624;0;35958;148766;42615;195931;104081;6323;-91;1157;222929;101192;5122;0;281
98;Oorspronkelijke, ongecorrigeerde cijfers;2023 3e kwartaal;255242;117407;260974;259332;80757;31568;147652;66436;22686;82534;65297;8268;103272;108963;-5691;110067;21576;42285;7065;5157;113363;16412;7554;24954;49712;6619;0;36726;128880;20674;185035;96872;5740;-85;561;212587;102604;4098;0;217
99;Oorspronkelijke, ongecorrigeerde cijfers;2023 4e kwartaal;266366;113149;257141;256616;73602;21659;150305;61623;25209;90568;69730;8345;117097;118638;-1541;124207;23317;43864;7262;4759;113378;17255;7370;31740;56097;6297;0;37766;134912;26293;189370;95481;6349;-94;1259;221640;86256;5824;0;304
100;Seizoen- en werkdaggecorrigeerde cijfers;1999 1e kwartaal;102157;41076;101459;99245;26125;3468;57761;22029;11508;36578;21078;3836;46035;45056;979;50985;10613;17167;4554;3353;51913;7559;4223;6824;25327;4886;0;12274;53841;5565;53635;20690;3253;12;393;59737;20888;1543;0;301
101;Seizoen- en werkdaggecorrigeerde cijfers;1999 2e kwartaal;103720;41516;102974;101276;27085;4099;58816;21985;12203;37114;21407;3935;44708;45369;-661;51644;10235;17222;4641;3627;52855;7382;4187;7178;25430;4449;0;12791;55566;5858;55807;20006;2967;13;524;62262;19609;1542;0;259
102;Seizoen- en werkdaggecorrigeerde cijfers;1999 3e kwartaal;105632;42050;104446;103240;27438;2521;60058;22658;11469;37693;21762;4020;46535;45992;543;52540;10468;17641;4705;3504;53865;7097;4424;6886;25964;4532;0;12594;55855;5405;58056;17903;3264;13;592;62908;15793;1553;0;271
103;Seizoen- en werkdaggecorrigeerde cijfers;1999 4e kwartaal;107925;43128;108549;106945;30561;3135;61890;23744;11697;38689;22167;4002;46674;46479;195;53852;11144;18194;4714;3471;54371;7531;4703;7096;26573;4499;0;12876;58225;7463;60754;19467;3369;13;399;65806;19649;1528;0;287
104;Seizoen- en werkdaggecorrigeerde cijfers;2000 1e kwartaal;109902;43657;108589;106004;27106;2153;62456;23250;11633;40021;22610;4023;47321;46985;336;55545;11788;17821;4951;3718;56087;7522;5221;7317;26701;4639;0;13567;59101;7003;63290;27286;4158;9;461;69096;26294;1998;0;391
105;Seizoen- en werkdaggecorrigeerde cijfers;2000 2e kwartaal;111926;44260;111973;109610;30232;4497;63647;23748;11843;40184;23029;4140;49463;47470;1993;55879;11076;17948;5108;4051;56449;7717;5370;7620;27957;4848;0;13603;58342;5626;65873;32099;4160;9;616;72702;31594;1888;0;332
106;Seizoen- en werkdaggecorrigeerde cijfers;2000 3e kwartaal;114094;45906;114010;112077;31515;6312;65474;24789;14162;40970;23419;4134;49178;47915;1263;56855;11315;18235;5065;4066;57083;8292;5570;7409;27859;4825;0;13612;59067;5876;67698;35887;4090;8;697;75949;36818;1922;0;349
107;Seizoen- en werkdaggecorrigeerde cijfers;2000 4e kwartaal;116259;46766;114702;112521;30999;4106;66831;25896;11466;41547;23856;4585;50855;49115;1740;57728;11465;18612;5042;4064;57870;7200;5609;7715;28894;4754;0;13874;60048;6402;72107;33664;4146;8;466;80888;31958;1847;0;373
108;Seizoen- en werkdaggecorrigeerde cijfers;2001 1e kwartaal;119033;47873;116313;113897;30239;3126;69006;27410;12809;42254;24592;4545;50644;50715;-71;58703;10005;18914;5227;2407;58775;7725;3769;7782;26366;4680;0;12796;63609;7436;69213;31935;3729;6;243;77379;29465;1722;0;320
109;Seizoen- en werkdaggecorrigeerde cijfers;2001 2e kwartaal;119959;48523;118015;115713;31083;3674;69591;28222;12287;42271;25080;4569;51315;51365;-50;59006;10106;19174;5334;2178;59633;8278;3874;7294;26060;4642;0;12889;64297;6989;68829;27068;3700;6;315;76713;24672;1673;0;283
110;Seizoen- en werkdaggecorrigeerde cijfers;2001 3e kwartaal;120881;48054;117097;115465;29912;2564;69789;26694;12106;43253;25537;4717;52087;52446;-359;60125;10330;19423;5538;2540;60012;7945;3720;9046;26037;4844;0;13194;65606;7772;68886;33271;3829;6;359;76336;30333;1640;0;293
111;Seizoen- en werkdaggecorrigeerde cijfers;2001 4e kwartaal;122139;48622;117978;115852;28987;1449;70289;27570;12680;43460;25900;4901;51613;53039;-1426;60530;10350;19762;5959;2487;61202;9015;3736;8214;26234;5203;0;13252;65997;7293;66528;34600;3816;7;242;74754;30434;1634;0;311
112;Seizoen- en werkdaggecorrigeerde cijfers;2002 1e kwartaal;123571;48436;121495;119110;30092;3549;70562;27009;12480;44245;27001;5088;52340;53677;-1337;62088;11070;20032;5658;3583;61779;8393;4274;9011;28296;4966;0;13252;65855;7802;65850;27660;3475;11;174;73980;26039;1538;0;258
113;Seizoen- en werkdaggecorrigeerde cijfers;2002 2e kwartaal;124874;49461;120942;118164;28224;1747;71810;28004;12155;44318;27510;5245;52106;54652;-2547;62133;11229;20150;5929;3656;62376;8270;4114;9134;27001;5277;0;13359;66962;8349;66818;30556;3771;9;216;75239;25802;1536;0;225
114;Seizoen- en werkdaggecorrigeerde cijfers;2002 3e kwartaal;126183;50774;121704;120949;30023;3929;73734;29226;11986;44737;27934;5235;51972;54807;-2835;62676;11162;20178;6085;3787;62961;8771;3963;9565;28495;5384;0;13536;66739;7379;67196;27872;3393;11;240;75958;23494;1515;0;235
115;Seizoen- en werkdaggecorrigeerde cijfers;2002 4e kwartaal;126601;50252;122771;120442;28764;2771;73111;28922;11091;44941;28301;5368;52310;55594;-3283;63116;10829;20384;6162;3764;63563;8096;3621;8461;28338;5439;0;13662;67843;8080;67267;28842;3668;11;175;76390;25417;1516;0;249
116;Seizoen- en werkdaggecorrigeerde cijfers;2003 1e kwartaal;127465;50451;123867;121434;28881;2782;72932;28423;11417;45124;28702;5297;53599;56444;-2845;63475;10531;20873;6169;4012;63776;8703;3966;8728;29663;5565;0;13750;67040;7408;67936;28174;3541;12;216;76783;25005;1593;0;334
117;Seizoen- en werkdaggecorrigeerde cijfers;2003 2e kwartaal;127565;50248;126679;123606;30668;4609;72964;27516;11795;45544;29169;5392;53537;57102;-3565;63945;10605;21270;6228;4546;63810;8653;3742;8627;30732;5767;0;13865;67163;7686;66835;27842;3723;11;277;75350;26218;1564;0;295
118;Seizoen- en werkdaggecorrigeerde cijfers;2003 3e kwartaal;128404;50432;126010;125547;31843;5736;73013;27611;10436;45799;29550;5674;52159;58039;-5879;64272;10584;21678;6256;4340;64082;8651;3765;8972;29750;5718;0;14125;69031;9189;66825;28715;3878;11;319;75553;26338;1579;0;307
119;Seizoen- en werkdaggecorrigeerde cijfers;2003 4e kwartaal;129624;51326;129283;127137;32700;6214;73963;28731;12170;46073;29879;5442;53827;57532;-3705;64607;10521;21306;6314;4415;64525;9121;3727;9609;29602;5864;0;14180;67916;7970;68758;26390;3176;11;216;77194;26598;1519;0;325
120;Seizoen- en werkdaggecorrigeerde cijfers;2004 1e kwartaal;130433;52098;127867;126149;31916;5332;74958;29613;11044;46025;29221;5363;53994;57200;-3207;64655;10506;21899;6429;3927;65003;9680;3984;8753;30162;5914;0;14202;68763;7794;67412;34013;4281;11;206;76772;31810;1785;0;338
121;Seizoen- en werkdaggecorrigeerde cijfers;2004 2e kwartaal;131886;52495;129471;127408;32591;6100;75476;29212;11876;46332;29657;5164;55280;57519;-2239;64919;11409;21863;6520;5102;65305;9184;3940;8894;30655;6144;0;14356;69802;9399;72094;30240;3851;10;256;82678;26824;1695;0;298
122;Seizoen- en werkdaggecorrigeerde cijfers;2004 3e kwartaal;132765;53610;132783;128857;33091;6004;76143;30415;11386;46187;29928;5150;56065;57934;-1870;65049;10820;21948;6601;4285;65638;8772;3952;9348;30981;6079;0;14288;68644;7406;74115;33881;4151;9;289;84593;34048;1742;0;309
123;Seizoen- en werkdaggecorrigeerde cijfers;2004 4e kwartaal;133895;54263;131245;129832;33886;6929;76781;31083;11887;46580;30233;5169;56052;58333;-2280;65093;10790;22415;6631;4494;65660;9615;3918;6962;32522;6229;0;14741;69106;8177;76228;38585;3802;8;205;86487;36055;1805;0;327
124;Seizoen- en werkdaggecorrigeerde cijfers;2005 1e kwartaal;134841;55134;131661;129651;33529;6815;77387;31570;12325;46398;30185;5082;55926;56764;-838;65350;10509;22747;7045;4255;65954;9442;3810;9132;30804;6414;0;14655;69815;8201;74491;39923;4501;6;163;86039;37265;1916;0;384
125;Seizoen- en werkdaggecorrigeerde cijfers;2005 2e kwartaal;136588;55696;134219;131620;34645;5987;79301;32484;12308;47100;30532;5098;56919;58129;-1209;65958;9969;23185;6665;3800;66761;9971;3943;9916;30746;6264;0;14609;70005;6501;77471;41535;4371;-1;374;88484;37364;1894;0;331
126;Seizoen- en werkdaggecorrigeerde cijfers;2005 3e kwartaal;138671;56555;135525;132323;33156;4400;79892;32914;12803;47272;30859;5224;58929;58834;95;66597;12082;23160;6916;4338;67822;10742;3788;9996;31678;6423;0;14992;72009;8593;80223;42050;4496;5;476;91945;39558;1873;0;350
127;Seizoen- en werkdaggecorrigeerde cijfers;2005 4e kwartaal;140510;58942;139736;137208;37767;9823;81268;34527;12111;47392;31145;5282;60120;60800;-680;65888;11594;22542;7075;4850;68310;10303;4168;9966;31719;6850;0;15225;69202;6230;81973;46870;4520;1;192;93958;46408;1936;0;375
128;Seizoen- en werkdaggecorrigeerde cijfers;2006 1e kwartaal;143090;60655;144884;142911;41367;12195;83037;36021;12825;47598;33241;5536;61009;62151;-1142;66496;11833;23465;5116;3538;67993;10015;4291;10015;31725;4796;0;16091;72166;7408;83691;46751;4592;-4;349;96173;48595;1964;0;315
129;Seizoen- en werkdaggecorrigeerde cijfers;2006 2e kwartaal;145173;61536;142411;139384;37302;6968;83936;36190;13251;48528;33638;5666;63000;62898;102;67684;11740;23314;5539;2886;68975;10746;5060;9828;31465;4973;0;16820;73186;7514;86806;48960;4842;-6;390;99538;44947;2043;0;355
130;Seizoen- en werkdaggecorrigeerde cijfers;2006 3e kwartaal;146961;61875;144218;141522;37238;5937;84768;36237;13326;49095;34128;5752;64674;63979;695;68366;12024;23706;5161;2925;69482;11129;5689;10417;32062;4884;0;16875;73563;6968;87881;47806;4971;-11;376;100567;46181;2196;0;284
131;Seizoen- en werkdaggecorrigeerde cijfers;2006 4e kwartaal;149438;63297;148609;145068;41261;8615;86729;37039;14545;49669;34568;6005;64960;64647;313;69286;11916;24287;5370;1916;69399;11501;6066;11497;31373;4708;0;17231;74643;7227;90177;50048;5122;-12;371;102637;49705;2080;0;375
132;Seizoen- en werkdaggecorrigeerde cijfers;2007 1e kwartaal;152523;64606;152578;150459;44146;11244;88288;38339;14634;50419;35335;5756;64647;65071;-424;69813;12584;23929;5273;3050;70555;11826;7124;10359;31761;4983;0;18176;75651;7632;88984;57311;4887;-12;295;102630;56937;2190;0;289
133;Seizoen- en werkdaggecorrigeerde cijfers;2007 2e kwartaal;153298;66198;149186;146145;39955;6707;89703;40072;14528;51115;35755;5818;65001;65648;-646;70344;12850;24133;5314;2578;71154;12073;6854;11008;31883;5141;0;18412;75751;7469;91829;66772;5038;-16;307;105228;62230;2420;0;208
134;Seizoen- en werkdaggecorrigeerde cijfers;2007 3e kwartaal;155430;66719;153638;151767;42896;7773;90902;39263;14801;52199;36154;5938;64421;66325;-1904;71498;13367;24417;5310;2849;71960;11839;7504;11664;32041;5074;0;18464;76978;8039;94658;64570;5197;-17;275;107751;64086;2622;0;243
135;Seizoen- en werkdaggecorrigeerde cijfers;2007 4e kwartaal;158003;66875;156784;153284;43929;4323;92057;39171;26452;53189;36601;6285;68882;67341;1541;72851;13425;25218;5196;2844;73111;12169;7332;12189;33554;5075;0;19012;77501;7360;106726;63886;5257;-20;330;110604;62554;2582;0;-32
136;Seizoen- en werkdaggecorrigeerde cijfers;2008 1e kwartaal;160789;67963;152914;150996;39915;3855;94159;40136;15229;54459;37279;6616;69936;69870;66;74374;13486;25367;5318;3764;73464;12578;7590;11999;35282;5110;0;19321;78210;7696;99589;60090;5083;-6;322;114148;51658;2718;0;159
137;Seizoen- en werkdaggecorrigeerde cijfers;2008 2e kwartaal;161442;67703;153498;150637;39352;3569;94297;40508;16190;54764;37758;6532;70178;69714;464;74605;14457;25407;5589;4264;74260;12088;7938;10899;36291;4999;0;19317;79285;9711;100934;60194;5192;-12;340;114800;52168;2756;0;171
138;Seizoen- en werkdaggecorrigeerde cijfers;2008 3e kwartaal;162922;68625;158033;156742;43566;5456;95600;40725;17339;55317;38235;6129;70195;69502;694;75233;14584;25620;5853;3843;74278;12278;8243;12399;34715;5405;0;18984;79615;9686;102608;60307;4907;-15;336;116330;56172;2901;0;160
139;Seizoen- en werkdaggecorrigeerde cijfers;2008 4e kwartaal;162086;68757;151581;148186;36710;27;96068;41203;16392;55614;38692;6347;71973;72072;-99;75657;16196;25628;6083;5249;73390;11771;7818;10581;38533;5472;0;18821;78991;11033;93690;56134;5336;-15;353;106791;45553;2800;0;153
140;Seizoen- en werkdaggecorrigeerde cijfers;2009 1e kwartaal;157702;64307;147905;145666;33713;-2116;92917;37882;15432;55872;39860;6693;67311;74601;-7290;76056;12345;26397;5999;5465;71948;11274;5324;13166;36258;5578;0;16275;77551;9901;85818;54126;5227;-11;453;96692;43934;2555;0;162
141;Seizoen- en werkdaggecorrigeerde cijfers;2009 2e kwartaal;154860;60419;152010;151870;41423;10223;89439;33825;15332;55881;40434;6736;66176;71952;-5776;76288;13860;26541;5842;5651;70813;10822;4569;12909;35063;5382;0;16199;80112;15478;82683;47678;1963;-7;434;94557;44903;2702;0;220
142;Seizoen- en werkdaggecorrigeerde cijfers;2009 3e kwartaal;155863;62769;148660;147420;34218;2237;89624;35101;15181;55486;40818;6844;66719;76219;-9500;76014;11944;26703;5936;5005;71276;9987;4181;12920;35940;5487;0;16117;78049;12595;85612;47572;4759;-7;435;98348;40818;2677;0;343
143;Seizoen- en werkdaggecorrigeerde cijfers;2009 4e kwartaal;156404;64359;152668;149990;37821;6041;89958;35702;14556;55140;41170;6691;66761;76512;-9750;75631;13063;27072;6170;4585;71452;9674;3949;13344;35405;5498;0;16233;79929;13428;89615;48570;5085;-17;452;101574;44517;2910;0;229
144;Seizoen- en werkdaggecorrigeerde cijfers;2010 1e kwartaal;157316;65149;153092;151151;37793;5027;89362;36020;15243;54299;41321;6503;66653;76665;-10012;75066;12712;27213;6241;4267;71873;8233;3803;13042;34376;5602;0;16183;79573;12740;93183;57491;5220;-24;620;104872;53339;2893;0;210
145;Seizoen- en werkdaggecorrigeerde cijfers;2010 2e kwartaal;159628;66400;160587;158022;44948;11473;91108;37236;15870;54861;41805;6882;69920;76897;-6977;75778;11811;28299;6288;3391;72054;8608;3723;13055;36559;5898;0;16184;78863;9571;98872;57627;4680;-35;630;110692;58777;2794;0;226
146;Seizoen- en werkdaggecorrigeerde cijfers;2010 3e kwartaal;160487;67122;159278;157467;41769;8476;92006;37654;16116;55302;42116;6539;66442;76981;-10539;76261;12771;28176;6312;4149;72885;8865;3240;13455;35908;5582;0;16226;82410;13608;99372;59328;5217;-30;576;113513;58257;2747;0;193
147;Seizoen- en werkdaggecorrigeerde cijfers;2010 4e kwartaal;161317;66882;160653;158324;42472;9552;92313;37023;14021;56017;42370;6719;70879;77234;-6355;77063;12702;28206;6217;4261;73683;8142;3660;14591;36644;5777;0;16153;80283;10682;102787;58927;4972;-33;1027;116587;57500;2916;0;258
148;Seizoen- en werkdaggecorrigeerde cijfers;2011 1e kwartaal;162181;67093;166399;164767;49090;11598;93005;37341;17813;56314;41535;6989;70104;76673;-6569;77333;12709;29317;6666;3969;73802;8131;4001;12667;38120;5880;0;16729;81304;11847;108790;59022;4939;-50;476;121106;63129;2938;0;190
149;Seizoen- en werkdaggecorrigeerde cijfers;2011 2e kwartaal;162064;67160;158011;155743;40216;9498;93275;37420;16862;56723;41829;6795;68873;76545;-7671;77700;13723;29132;6375;4493;74291;8405;4482;13080;37379;5944;0;17367;83058;13290;108073;61946;4986;-42;157;121818;57789;3022;0;208
150;Seizoen- en werkdaggecorrigeerde cijfers;2011 3e kwartaal;162990;67311;163434;161675;44890;12326;93872;37659;16614;57075;42101;6489;70520;76842;-6321;78073;13502;29299;6369;4919;74354;7817;4425;12735;40282;5795;0;16777;81640;12182;109062;61224;5092;-42;281;123636;61594;2999;0;175
151;Seizoen- en werkdaggecorrigeerde cijfers;2011 4e kwartaal;162740;66914;160757;157908;41444;10344;93520;36380;16105;57552;42182;6298;68897;76636;-7739;78554;12955;29387;6434;4714;74351;8625;3509;14492;38097;6179;0;16537;81844;12175;109364;64233;5598;-44;437;124009;62229;3029;0;201
152;Seizoen- en werkdaggecorrigeerde cijfers;2012 1e kwartaal;162671;67244;160511;158588;41919;-1136;94729;37671;16837;57668;42094;6047;70185;76283;-6099;78540;13869;29842;6505;4886;74541;7341;3189;12541;39787;5720;0;16117;83000;13531;112609;61154;5266;-41;307;126780;58698;3084;0;211
153;Seizoen- en werkdaggecorrigeerde cijfers;2012 2e kwartaal;163216;67030;163618;161420;44964;14327;94804;37465;17043;57954;42442;6028;70492;76693;-6202;79028;13405;29947;6366;5697;74364;7352;2640;13137;40933;5779;0;15976;82214;13296;113692;56225;5273;-33;241;128852;56328;3138;0;191
154;Seizoen- en werkdaggecorrigeerde cijfers;2012 3e kwartaal;162860;66464;159643;157595;40757;10275;93908;36615;15601;58107;42474;6348;69207;77032;-7825;79182;13000;30003;6343;5561;74211;7632;1967;12815;41136;5855;0;15540;82933;14285;114275;59735;5213;-31;269;130104;56967;3192;0;205
155;Seizoen- en werkdaggecorrigeerde cijfers;2012 4e kwartaal;163784;66601;161824;160024;42976;14033;94587;36739;14910;58167;42915;6268;71764;77206;-5443;79393;12846;30335;6355;5131;74031;7533;1923;11022;41952;6108;0;15653;82893;14011;114663;62976;4866;-42;264;132823;60979;3111;0;220
156;Seizoen- en werkdaggecorrigeerde cijfers;2013 1e kwartaal;164124;66612;164245;162170;44470;14955;94834;37061;14944;58301;42901;6015;72929;77568;-4639;79625;13049;30444;6278;5544;74751;6107;1878;12446;41929;5990;0;15718;82522;13492;113381;61160;5210;-21;389;131712;61583;3087;0;192
157;Seizoen- en werkdaggecorrigeerde cijfers;2013 2e kwartaal;164920;67151;161563;159355;42068;11953;95359;37385;16134;58228;42641;6144;72700;76761;-4061;79475;13353;30628;6389;5652;74818;6246;1833;12725;42586;6057;0;16014;82988;13589;113435;63052;5350;-20;264;130580;59556;3120;0;228
158;Seizoen- en werkdaggecorrigeerde cijfers;2013 3e kwartaal;165500;67872;165625;162689;44885;13791;95532;37840;16934;58179;42537;6166;72846;78130;-5284;79419;13248;31124;6353;5603;75289;6896;2168;12575;42471;6129;0;16731;84103;14417;115031;60419;6168;-23;283;131751;60618;3180;0;179
159;Seizoen- en werkdaggecorrigeerde cijfers;2013 4e kwartaal;165904;69177;164334;161513;43635;10327;95686;38118;18868;57652;42315;5993;71712;77195;-5483;78931;13063;31729;6238;5742;75551;7420;2203;12034;41267;6204;0;17135;84735;14944;118482;58848;5811;-14;387;133779;57167;3146;0;193
160;Seizoen- en werkdaggecorrigeerde cijfers;2014 1e kwartaal;167420;68741;164137;161882;43004;11850;95257;37231;15210;58310;43230;5947;72217;77240;-5023;79650;13657;30977;6185;5680;75699;7435;2356;12128;42059;6112;0;17778;85425;15433;115546;71199;5669;-15;273;133384;67834;3325;0;171
161;Seizoen- en werkdaggecorrigeerde cijfers;2014 2e kwartaal;166703;66822;166513;163891;44969;15178;94868;35722;15342;58653;43082;5995;73717;77582;-3865;79989;14073;31384;6106;6012;75896;6973;2120;13361;42172;6226;0;17538;85435;15490;115850;67481;6064;-15;351;134244;67388;3371;0;193
162;Seizoen- en werkdaggecorrigeerde cijfers;2014 3e kwartaal;167683;68386;166780;164879;45894;15654;96048;37161;15655;59048;43105;5900;73940;77126;-3186;80435;13520;31437;6237;5732;75986;7742;1835;14208;42166;6114;0;17589;85488;15244;117754;69608;5164;-22;307;136558;68836;3310;0;157
163;Seizoen- en werkdaggecorrigeerde cijfers;2014 4e kwartaal;169731;69626;167175;164810;45029;14523;98105;38412;16279;59553;43099;5703;74775;77671;-2895;81379;14594;31358;5811;5983;76650;7564;1657;12705;43104;6085;0;17509;86100;15500;117601;68075;5673;-19;254;137177;65244;3540;0;171
164;Seizoen- en werkdaggecorrigeerde cijfers;2015 1e kwartaal;169928;70778;168457;166167;46687;21000;97736;39146;8360;58925;43017;6253;73945;77790;-3845;80104;14203;31254;6151;6027;76512;8063;1610;13866;42323;5955;0;17562;85548;15087;117660;67922;6046;-39;361;144195;66614;3618;0;348
165;Seizoen- en werkdaggecorrigeerde cijfers;2015 2e kwartaal;172375;72397;171790;169557;48794;-14757;99098;40097;46344;59320;42939;6173;73279;77218;-3939;80713;14383;31349;6086;5618;77810;8455;1660;16240;38709;5973;0;18025;87208;15020;153128;67146;5715;-44;453;142331;67089;3507;0;251
166;Seizoen- en werkdaggecorrigeerde cijfers;2015 3e kwartaal;174133;73363;170290;168488;47162;12924;100231;40777;16676;59505;43288;6069;73661;77162;-3501;81057;14781;31103;6103;5759;78211;8507;1899;14163;41530;6109;0;18736;88565;16044;123139;67635;5365;-45;258;142229;63813;3608;0;267
167;Seizoen- en werkdaggecorrigeerde cijfers;2015 4e kwartaal;173727;72463;172301;169545;48072;13122;100302;40262;18791;60073;43173;6077;75454;77398;-1945;81625;15011;31200;6049;5849;78268;8809;1858;13010;43892;5885;0;19070;87370;15045;124755;66877;5892;-45;322;141773;64848;3295;0;231
