ID;UitgaveVoorAanschafEnBezit;Perioden;Prijsindex_1;OntwikkelingTOVVoorgaandePeriode_2;OntwikkelingTOVEenJaarEerder_3
318;Aanschaf nieuwe koopwoning: zelfbouw;2019 2e kwartaal;120.7;-1.4;6.3
319;Aanschaf nieuwe koopwoning: zelfbouw;2019 3e kwartaal;124.8;3.4;7.6
320;Aanschaf nieuwe koopwoning: zelfbouw;2019 4e kwartaal;128.8;3.2;5.8
321;Aanschaf nieuwe koopwoning: zelfbouw;2019;124.2;7.0;7.0
322;Aanschaf nieuwe koopwoning: zelfbouw;2020 1e kwartaal;128.1;-0.6;4.6
323;Aanschaf nieuwe koopwoning: zelfbouw;2020 2e kwartaal;130.3;1.7;7.9
324;Aanschaf nieuwe koopwoning: zelfbouw;2020 3e kwartaal;128.5;-1.4;3.0
325;Aanschaf nieuwe koopwoning: zelfbouw;2020 4e kwartaal;133.5;3.9;3.6
326;Aanschaf nieuwe koopwoning: zelfbouw;2020;130.1;4.8;4.8
327;Aanschaf nieuwe koopwoning: zelfbouw;2021 1e kwartaal;131.7;-1.3;2.9
328;Aanschaf nieuwe koopwoning: zelfbouw;2021 2e kwartaal;133.1;1.0;2.2
329;Aanschaf nieuwe koopwoning: zelfbouw;2021 3e kwartaal;135.8;2.0;5.7
330;Aanschaf nieuwe koopwoning: zelfbouw;2021 4e kwartaal;134.7;-0.8;0.9
331;Aanschaf nieuwe koopwoning: zelfbouw;2021;133.8;2.9;2.9
332;Aanschaf nieuwe koopwoning: zelfbouw;2022 1e kwartaal;138.3;2.7;5.0
333;Aanschaf nieuwe koopwoning: zelfbouw;2022 2e kwartaal;141.8;2.6;6.5
334;Aanschaf nieuwe koopwoning: zelfbouw;2022 3e kwartaal;148.6;4.8;9.4
335;Aanschaf nieuwe koopwoning: zelfbouw;2022 4e kwartaal;146.6;-1.3;8.9
336;Aanschaf nieuwe koopwoning: zelfbouw;2022;143.8;7.5;7.5
337;Aanschaf nieuwe koopwoning: zelfbouw;2023 1e kwartaal;157.1;7.1;13.6
338;Aanschaf nieuwe koopwoning: zelfbouw;2023 2e kwartaal;161.9;3.0;14.2
339;Aanschaf nieuwe koopwoning: zelfbouw;2023 3e kwartaal;165.7;2.3;11.5
340;Aanschaf voormalige huurwoning;2010 1e kwartaal;113.0;;
341;Aanschaf voormalige huurwoning;2010 2e kwartaal;113.9;0.8;
342;Aanschaf voormalige huurwoning;2010 3e kwartaal;112.8;-0.9;
343;Aanschaf voormalige huurwoning;2010 4e kwartaal;112.6;-0.2;
344;Aanschaf voormalige huurwoning;2010;113.1;;
345;Aanschaf voormalige huurwoning;2011 1e kwartaal;112.0;-0.6;-0.9
346;Aanschaf voormalige huurwoning;2011 2e kwartaal;111.0;-0.9;-2.6
347;Aanschaf voormalige huurwoning;2011 3e kwartaal;109.5;-1.3;-2.9
348;Aanschaf voormalige huurwoning;2011 4e kwartaal;108.0;-1.4;-4.1
349;Aanschaf voormalige huurwoning;2011;110.1;-2.6;-2.6
350;Aanschaf voormalige huurwoning;2012 1e kwartaal;106.1;-1.8;-5.3
351;Aanschaf voormalige huurwoning;2012 2e kwartaal;104.5;-1.5;-5.9
352;Aanschaf voormalige huurwoning;2012 3e kwartaal;102.5;-1.9;-6.4
353;Aanschaf voormalige huurwoning;2012 4e kwartaal;100.3;-2.1;-7.1
354;Aanschaf voormalige huurwoning;2012;103.4;-6.2;-6.2
355;Aanschaf voormalige huurwoning;2013 1e kwartaal;98.9;-1.5;-6.8
356;Aanschaf voormalige huurwoning;2013 2e kwartaal;97.3;-1.6;-6.9
357;Aanschaf voormalige huurwoning;2013 3e kwartaal;97.4;0.2;-5.0
358;Aanschaf voormalige huurwoning;2013 4e kwartaal;96.4;-1.1;-3.9
359;Aanschaf voormalige huurwoning;2013;97.5;-5.7;-5.7
360;Aanschaf voormalige huurwoning;2014 1e kwartaal;96.8;0.4;-2.1
361;Aanschaf voormalige huurwoning;2014 2e kwartaal;97.2;0.4;-0.1
362;Aanschaf voormalige huurwoning;2014 3e kwartaal;97.6;0.5;0.2
363;Aanschaf voormalige huurwoning;2014 4e kwartaal;98.6;1.0;2.3
364;Aanschaf voormalige huurwoning;2014;97.6;0.1;0.1
365;Aanschaf voormalige huurwoning;2015 1e kwartaal;98.2;-0.4;1.5
366;Aanschaf voormalige huurwoning;2015 2e kwartaal;99.7;1.6;2.6
367;Aanschaf voormalige huurwoning;2015 3e kwartaal;101.1;1.4;3.6
368;Aanschaf voormalige huurwoning;2015 4e kwartaal;100.9;-0.2;2.4
369;Aanschaf voormalige huurwoning;2015;100.0;2.5;2.5
370;Aanschaf voormalige huurwoning;2016 1e kwartaal;103.2;2.2;5.1
371;Aanschaf voormalige huurwoning;2016 2e kwartaal;105.9;2.6;6.2
372;Aanschaf voormalige huurwoning;2016 3e kwartaal;107.6;1.6;6.4
373;Aanschaf voormalige huurwoning;2016 4e kwartaal;108.6;1.0;7.6
374;Aanschaf voormalige huurwoning;2016;106.3;6.3;6.3
375;Aanschaf voormalige huurwoning;2017 1e kwartaal;111.3;2.4;7.8
376;Aanschaf voormalige huurwoning;2017 2e kwartaal;114.7;3.1;8.3
377;Aanschaf voormalige huurwoning;2017 3e kwartaal;117.7;2.6;9.3
378;Aanschaf voormalige huurwoning;2017 4e kwartaal;119.3;1.4;9.8
379;Aanschaf voormalige huurwoning;2017;115.7;8.8;8.8
380;Aanschaf voormalige huurwoning;2018 1e kwartaal;123.1;3.2;10.6
381;Aanschaf voormalige huurwoning;2018 2e kwartaal;129.1;4.8;12.5
382;Aanschaf voormalige huurwoning;2018 3e kwartaal;130.6;1.2;11.0
383;Aanschaf voormalige huurwoning;2018 4e kwartaal;131.6;0.8;10.3
384;Aanschaf voormalige huurwoning;2018;128.6;11.1;11.1
385;Aanschaf voormalige huurwoning;2019 1e kwartaal;136.1;3.4;10.5
386;Aanschaf voormalige huurwoning;2019 2e kwartaal;138.1;1.5;7.0
387;Aanschaf voormalige huurwoning;2019 3e kwartaal;140.3;1.6;7.4
388;Aanschaf voormalige huurwoning;2019 4e kwartaal;141.8;1.1;7.7
389;Aanschaf voormalige huurwoning;2019;139.1;8.2;8.2
390;Aanschaf voormalige huurwoning;2020 1e kwartaal;145.4;2.5;6.9
391;Aanschaf voormalige huurwoning;2020 2e kwartaal;148.2;2.0;7.3
392;Aanschaf voormalige huurwoning;2020 3e kwartaal;151.8;2.4;8.1
393;Aanschaf voormalige huurwoning;2020 4e kwartaal;152.8;0.7;7.7
394;Aanschaf voormalige huurwoning;2020;149.5;7.5;7.5
395;Aanschaf voormalige huurwoning;2021 1e kwartaal;159.4;4.3;9.6
396;Aanschaf voormalige huurwoning;2021 2e kwartaal;169.2;6.2;14.2
397;Aanschaf voormalige huurwoning;2021 3e kwartaal;180.2;6.5;18.8
398;Aanschaf voormalige huurwoning;2021 4e kwartaal;184.9;2.6;21.1
399;Aanschaf voormalige huurwoning;2021;173.4;16.0;16.0
400;Aanschaf voormalige huurwoning;2022 1e kwartaal;190.5;3.0;19.5
401;Aanschaf voormalige huurwoning;2022 2e kwartaal;195.8;2.8;15.7
402;Aanschaf voormalige huurwoning;2022 3e kwartaal;192.1;-1.9;6.6
403;Aanschaf voormalige huurwoning;2022 4e kwartaal;186.1;-3.2;0.6
404;Aanschaf voormalige huurwoning;2022;191.1;10.2;10.2
405;Aanschaf voormalige huurwoning;2023 1e kwartaal;180.4;-3.0;-5.3
406;Aanschaf voormalige huurwoning;2023 2e kwartaal;181.6;0.7;-7.2
407;Aanschaf voormalige huurwoning;2023 3e kwartaal;184.9;1.8;-3.8
408;Verwervingskosten koopwoning;2010 1e kwartaal;144.2;;
409;Verwervingskosten koopwoning;2010 2e kwartaal;144.7;0.3;
410;Verwervingskosten koopwoning;2010 3e kwartaal;144.7;0.0;
411;Verwervingskosten koopwoning;2010 4e kwartaal;142.3;-1.6;
412;Verwervingskosten koopwoning;2010;144.0;;
413;Verwervingskosten koopwoning;2011 1e kwartaal;144.0;1.2;-0.1
414;Verwervingskosten koopwoning;2011 2e kwartaal;137.4;-4.6;-5.0
415;Verwervingskosten koopwoning;2011 3e kwartaal;110.0;-19.9;-23.9
416;Verwervingskosten koopwoning;2011 4e kwartaal;109.3;-0.7;-23.2
417;Verwervingskosten koopwoning;2011;125.2;-13.0;-13.0
418;Verwervingskosten koopwoning;2012 1e kwartaal;107.4;-1.7;-25.4
419;Verwervingskosten koopwoning;2012 2e kwartaal;105.8;-1.5;-23.0
420;Verwervingskosten koopwoning;2012 3e kwartaal;104.7;-1.0;-4.8
421;Verwervingskosten koopwoning;2012 4e kwartaal;102.8;-1.8;-5.9
422;Verwervingskosten koopwoning;2012;105.2;-16.0;-16.0
423;Verwervingskosten koopwoning;2013 1e kwartaal;102.2;-0.6;-4.9
424;Verwervingskosten koopwoning;2013 2e kwartaal;100.6;-1.5;-4.9
425;Verwervingskosten koopwoning;2013 3e kwartaal;99.8;-0.8;-4.7
426;Verwervingskosten koopwoning;2013 4e kwartaal;99.8;0.0;-3.0
427;Verwervingskosten koopwoning;2013;100.6;-4.4;-4.4
428;Verwervingskosten koopwoning;2014 1e kwartaal;99.7;-0.1;-2.4
429;Verwervingskosten koopwoning;2014 2e kwartaal;99.5;-0.2;-1.1
430;Verwervingskosten koopwoning;2014 3e kwartaal;99.6;0.1;-0.2
431;Verwervingskosten koopwoning;2014 4e kwartaal;99.8;0.2;0.0
432;Verwervingskosten koopwoning;2014;99.6;-0.9;-0.9
433;Verwervingskosten koopwoning;2015 1e kwartaal;99.6;-0.2;-0.1
434;Verwervingskosten koopwoning;2015 2e kwartaal;100.2;0.6;0.7
435;Verwervingskosten koopwoning;2015 3e kwartaal;99.8;-0.4;0.3
436;Verwervingskosten koopwoning;2015 4e kwartaal;100.4;0.5;0.6
437;Verwervingskosten koopwoning;2015;100.0;0.4;0.4
438;Verwervingskosten koopwoning;2016 1e kwartaal;100.5;0.2;0.9
439;Verwervingskosten koopwoning;2016 2e kwartaal;100.9;0.4;0.7
440;Verwervingskosten koopwoning;2016 3e kwartaal;101.9;1.0;2.1
441;Verwervingskosten koopwoning;2016 4e kwartaal;102.3;0.4;2.0
442;Verwervingskosten koopwoning;2016;101.4;1.4;1.4
443;Verwervingskosten koopwoning;2017 1e kwartaal;101.8;-0.5;1.3
444;Verwervingskosten koopwoning;2017 2e kwartaal;102.7;0.8;1.7
445;Verwervingskosten koopwoning;2017 3e kwartaal;102.5;-0.1;0.6
446;Verwervingskosten koopwoning;2017 4e kwartaal;101.8;-0.7;-0.5
447;Verwervingskosten koopwoning;2017;102.2;0.8;0.8
448;Verwervingskosten koopwoning;2018 1e kwartaal;102.1;0.3;0.4
449;Verwervingskosten koopwoning;2018 2e kwartaal;104.2;2.0;1.5
450;Verwervingskosten koopwoning;2018 3e kwartaal;105.5;1.2;2.9
451;Verwervingskosten koopwoning;2018 4e kwartaal;105.9;0.4;4.0
452;Verwervingskosten koopwoning;2018;104.4;2.2;2.2
453;Verwervingskosten koopwoning;2019 1e kwartaal;107.1;1.2;4.9
454;Verwervingskosten koopwoning;2019 2e kwartaal;107.6;0.5;3.3
455;Verwervingskosten koopwoning;2019 3e kwartaal;107.6;0.0;2.0
456;Verwervingskosten koopwoning;2019 4e kwartaal;107.7;0.1;1.7
457;Verwervingskosten koopwoning;2019;107.5;2.9;2.9
458;Verwervingskosten koopwoning;2020 1e kwartaal;109.6;1.8;2.3
459;Verwervingskosten koopwoning;2020 2e kwartaal;109.4;-0.2;1.7
460;Verwervingskosten koopwoning;2020 3e kwartaal;110.0;0.5;2.2
461;Verwervingskosten koopwoning;2020 4e kwartaal;111.4;1.3;3.5
462;Verwervingskosten koopwoning;2020;110.1;2.4;2.4
463;Verwervingskosten koopwoning;2021 1e kwartaal;112.6;1.1;2.7
464;Verwervingskosten koopwoning;2021 2e kwartaal;113.9;1.2;4.1
465;Verwervingskosten koopwoning;2021 3e kwartaal;116.5;2.3;6.0
466;Verwervingskosten koopwoning;2021 4e kwartaal;121.2;4.0;8.8
467;Verwervingskosten koopwoning;2021;116.1;5.4;5.4
468;Verwervingskosten koopwoning;2022 1e kwartaal;123.3;1.8;9.6
469;Verwervingskosten koopwoning;2022 2e kwartaal;127.8;3.6;12.2
470;Verwervingskosten koopwoning;2022 3e kwartaal;129.4;1.3;11.0
471;Verwervingskosten koopwoning;2022 4e kwartaal;128.1;-1.0;5.7
472;Verwervingskosten koopwoning;2022;127.2;9.6;9.6
473;Verwervingskosten koopwoning;2023 1e kwartaal;129.2;0.9;4.8
474;Verwervingskosten koopwoning;2023 2e kwartaal;129.4;0.1;1.2
475;Verwervingskosten koopwoning;2023 3e kwartaal;129.5;0.1;0.1
476;Doorlopende kosten: totaal;2010 1e kwartaal;95.1;;
477;Doorlopende kosten: totaal;2010 2e kwartaal;95.0;-0.1;
478;Doorlopende kosten: totaal;2010 3e kwartaal;94.3;-0.8;
479;Doorlopende kosten: totaal;2010 4e kwartaal;91.5;-2.9;
480;Doorlopende kosten: totaal;2010;94.0;;
481;Doorlopende kosten: totaal;2011 1e kwartaal;93.0;1.6;-2.2
482;Doorlopende kosten: totaal;2011 2e kwartaal;93.3;0.3;-1.8
483;Doorlopende kosten: totaal;2011 3e kwartaal;94.7;1.5;0.5
484;Doorlopende kosten: totaal;2011 4e kwartaal;94.8;0.1;3.6
485;Doorlopende kosten: totaal;2011;94.0;0.0;0.0
486;Doorlopende kosten: totaal;2012 1e kwartaal;96.4;1.7;3.6
487;Doorlopende kosten: totaal;2012 2e kwartaal;97.9;1.6;4.9
488;Doorlopende kosten: totaal;2012 3e kwartaal;97.6;-0.3;3.0
489;Doorlopende kosten: totaal;2012 4e kwartaal;99.0;1.4;4.4
490;Doorlopende kosten: totaal;2012;97.7;4.0;4.0
491;Doorlopende kosten: totaal;2013 1e kwartaal;98.2;-0.8;1.8
492;Doorlopende kosten: totaal;2013 2e kwartaal;94.3;-4.0;-3.7
493;Doorlopende kosten: totaal;2013 3e kwartaal;95.2;1.0;-2.5
494;Doorlopende kosten: totaal;2013 4e kwartaal;94.6;-0.6;-4.4
495;Doorlopende kosten: totaal;2013;95.6;-2.2;-2.2
496;Doorlopende kosten: totaal;2014 1e kwartaal;96.5;2.0;-1.7
497;Doorlopende kosten: totaal;2014 2e kwartaal;95.8;-0.7;1.6
498;Doorlopende kosten: totaal;2014 3e kwartaal;96.8;1.0;1.6
499;Doorlopende kosten: totaal;2014 4e kwartaal;97.0;0.2;2.5
500;Doorlopende kosten: totaal;2014;96.5;1.0;1.0
501;Doorlopende kosten: totaal;2015 1e kwartaal;97.0;0.1;0.5
502;Doorlopende kosten: totaal;2015 2e kwartaal;97.3;0.2;1.5
503;Doorlopende kosten: totaal;2015 3e kwartaal;101.9;4.8;5.3
504;Doorlopende kosten: totaal;2015 4e kwartaal;103.8;1.9;7.1
505;Doorlopende kosten: totaal;2015;100.0;3.6;3.6
506;Doorlopende kosten: totaal;2016 1e kwartaal;103.9;0.1;7.1
507;Doorlopende kosten: totaal;2016 2e kwartaal;103.9;-0.1;6.8
508;Doorlopende kosten: totaal;2016 3e kwartaal;104.1;0.2;2.2
509;Doorlopende kosten: totaal;2016 4e kwartaal;105.3;1.1;1.4
510;Doorlopende kosten: totaal;2016;104.3;4.3;4.3
511;Doorlopende kosten: totaal;2017 1e kwartaal;106.2;0.9;2.2
512;Doorlopende kosten: totaal;2017 2e kwartaal;106.9;0.6;2.9
513;Doorlopende kosten: totaal;2017 3e kwartaal;106.7;-0.2;2.4
514;Doorlopende kosten: totaal;2017 4e kwartaal;106.4;-0.2;1.1
515;Doorlopende kosten: totaal;2017;106.5;2.1;2.1
516;Doorlopende kosten: totaal;2018 1e kwartaal;108.8;2.2;2.4
517;Doorlopende kosten: totaal;2018 2e kwartaal;109.2;0.4;2.1
518;Doorlopende kosten: totaal;2018 3e kwartaal;109.0;-0.2;2.1
519;Doorlopende kosten: totaal;2018 4e kwartaal;109.3;0.3;2.8
520;Doorlopende kosten: totaal;2018;109.1;2.4;2.4
521;Doorlopende kosten: totaal;2019 1e kwartaal;112.7;3.1;3.6
522;Doorlopende kosten: totaal;2019 2e kwartaal;112.8;0.1;3.3
523;Doorlopende kosten: totaal;2019 3e kwartaal;112.7;0.0;3.5
524;Doorlopende kosten: totaal;2019 4e kwartaal;112.5;-0.2;2.9
525;Doorlopende kosten: totaal;2019;112.7;3.3;3.3
526;Doorlopende kosten: totaal;2020 1e kwartaal;114.8;2.0;1.8
527;Doorlopende kosten: totaal;2020 2e kwartaal;115.0;0.2;2.0
528;Doorlopende kosten: totaal;2020 3e kwartaal;117.1;1.8;3.9
529;Doorlopende kosten: totaal;2020 4e kwartaal;117.5;0.3;4.4
530;Doorlopende kosten: totaal;2020;116.1;3.0;3.0
531;Doorlopende kosten: totaal;2021 1e kwartaal;119.7;1.9;4.3
532;Doorlopende kosten: totaal;2021 2e kwartaal;119.9;0.2;4.2
533;Doorlopende kosten: totaal;2021 3e kwartaal;120.3;0.3;2.7
534;Doorlopende kosten: totaal;2021 4e kwartaal;121.7;1.2;3.6
535;Doorlopende kosten: totaal;2021;120.4;3.7;3.7
536;Doorlopende kosten: totaal;2022 1e kwartaal;124.9;2.6;4.4
537;Doorlopende kosten: totaal;2022 2e kwartaal;125.2;0.2;4.4
538;Doorlopende kosten: totaal;2022 3e kwartaal;128.0;2.2;6.4
539;Doorlopende kosten: totaal;2022 4e kwartaal;129.8;1.4;6.6
540;Doorlopende kosten: totaal;2022;127.0;5.5;5.5
541;Doorlopende kosten: totaal;2023 1e kwartaal;137.6;6.0;10.1
542;Doorlopende kosten: totaal;2023 2e kwartaal;139.2;1.2;11.2
543;Doorlopende kosten: totaal;2023 3e kwartaal;140.4;0.8;9.7
544;Doorlopende kosten: groot onderhoud;2010 1e kwartaal;94.8;;
545;Doorlopende kosten: groot onderhoud;2010 2e kwartaal;95.1;0.3;
546;Doorlopende kosten: groot onderhoud;2010 3e kwartaal;94.4;-0.7;
547;Doorlopende kosten: groot onderhoud;2010 4e kwartaal;91.0;-3.6;
548;Doorlopende kosten: groot onderhoud;2010;93.8;;
549;Doorlopende kosten: groot onderhoud;2011 1e kwartaal;92.5;1.6;-2.5
550;Doorlopende kosten: groot onderhoud;2011 2e kwartaal;92.9;0.4;-2.3
551;Doorlopende kosten: groot onderhoud;2011 3e kwartaal;94.5;1.7;0.1
552;Doorlopende kosten: groot onderhoud;2011 4e kwartaal;94.6;0.2;4.0
553;Doorlopende kosten: groot onderhoud;2011;93.6;-0.2;-0.2
554;Doorlopende kosten: groot onderhoud;2012 1e kwartaal;96.2;1.7;4.0
555;Doorlopende kosten: groot onderhoud;2012 2e kwartaal;97.9;1.8;5.5
556;Doorlopende kosten: groot onderhoud;2012 3e kwartaal;97.8;-0.2;3.5
557;Doorlopende kosten: groot onderhoud;2012 4e kwartaal;99.5;1.8;5.1
558;Doorlopende kosten: groot onderhoud;2012;97.8;4.5;4.5
559;Doorlopende kosten: groot onderhoud;2013 1e kwartaal;98.3;-1.2;2.2
560;Doorlopende kosten: groot onderhoud;2013 2e kwartaal;93.8;-4.6;-4.2
561;Doorlopende kosten: groot onderhoud;2013 3e kwartaal;94.8;1.0;-3.1
562;Doorlopende kosten: groot onderhoud;2013 4e kwartaal;94.3;-0.5;-5.2
563;Doorlopende kosten: groot onderhoud;2013;95.3;-2.6;-2.6
564;Doorlopende kosten: groot onderhoud;2014 1e kwartaal;96.0;1.8;-2.4
565;Doorlopende kosten: groot onderhoud;2014 2e kwartaal;95.4;-0.6;1.7
566;Doorlopende kosten: groot onderhoud;2014 3e kwartaal;96.5;1.2;1.8
567;Doorlopende kosten: groot onderhoud;2014 4e kwartaal;96.7;0.2;2.5
568;Doorlopende kosten: groot onderhoud;2014;96.1;0.9;0.9
569;Doorlopende kosten: groot onderhoud;2015 1e kwartaal;96.5;-0.2;0.5
570;Doorlopende kosten: groot onderhoud;2015 2e kwartaal;97.1;0.6;1.8
571;Doorlopende kosten: groot onderhoud;2015 3e kwartaal;102.3;5.3;6.0
572;Doorlopende kosten: groot onderhoud;2015 4e kwartaal;104.1;1.8;7.7
573;Doorlopende kosten: groot onderhoud;2015;100.0;4.0;4.0
574;Doorlopende kosten: groot onderhoud;2016 1e kwartaal;103.6;-0.5;7.4
575;Doorlopende kosten: groot onderhoud;2016 2e kwartaal;104.2;0.5;7.3
576;Doorlopende kosten: groot onderhoud;2016 3e kwartaal;104.4;0.2;2.1
577;Doorlopende kosten: groot onderhoud;2016 4e kwartaal;105.4;0.9;1.3
578;Doorlopende kosten: groot onderhoud;2016;104.4;4.4;4.4
579;Doorlopende kosten: groot onderhoud;2017 1e kwartaal;106.1;0.6;2.4
580;Doorlopende kosten: groot onderhoud;2017 2e kwartaal;106.9;0.8;2.6
581;Doorlopende kosten: groot onderhoud;2017 3e kwartaal;106.7;-0.2;2.2
582;Doorlopende kosten: groot onderhoud;2017 4e kwartaal;106.2;-0.5;0.8
583;Doorlopende kosten: groot onderhoud;2017;106.5;2.0;2.0
584;Doorlopende kosten: groot onderhoud;2018 1e kwartaal;108.3;1.9;2.1
585;Doorlopende kosten: groot onderhoud;2018 2e kwartaal;108.8;0.5;1.8
586;Doorlopende kosten: groot onderhoud;2018 3e kwartaal;108.5;-0.3;1.7
587;Doorlopende kosten: groot onderhoud;2018 4e kwartaal;108.8;0.2;2.4
588;Doorlopende kosten: groot onderhoud;2018;108.6;2.0;2.0
589;Doorlopende kosten: groot onderhoud;2019 1e kwartaal;112.1;3.0;3.5
590;Doorlopende kosten: groot onderhoud;2019 2e kwartaal;112.0;-0.1;2.9
591;Doorlopende kosten: groot onderhoud;2019 3e kwartaal;112.1;0.1;3.2
592;Doorlopende kosten: groot onderhoud;2019 4e kwartaal;112.2;0.1;3.1
593;Doorlopende kosten: groot onderhoud;2019;112.1;3.2;3.2
594;Doorlopende kosten: groot onderhoud;2020 1e kwartaal;114.1;1.7;1.8
595;Doorlopende kosten: groot onderhoud;2020 2e kwartaal;114.5;0.4;2.3
596;Doorlopende kosten: groot onderhoud;2020 3e kwartaal;116.7;2.0;4.2
597;Doorlopende kosten: groot onderhoud;2020 4e kwartaal;117.1;0.3;4.4
598;Doorlopende kosten: groot onderhoud;2020;115.6;3.2;3.2
599;Doorlopende kosten: groot onderhoud;2021 1e kwartaal;118.8;1.4;4.1
600;Doorlopende kosten: groot onderhoud;2021 2e kwartaal;119.4;0.5;4.3
601;Doorlopende kosten: groot onderhoud;2021 3e kwartaal;119.8;0.3;2.6
602;Doorlopende kosten: groot onderhoud;2021 4e kwartaal;121.4;1.3;3.7
603;Doorlopende kosten: groot onderhoud;2021;119.9;3.7;3.7
604;Doorlopende kosten: groot onderhoud;2022 1e kwartaal;125.1;3.0;5.3
605;Doorlopende kosten: groot onderhoud;2022 2e kwartaal;125.2;0.1;4.8
606;Doorlopende kosten: groot onderhoud;2022 3e kwartaal;127.5;1.8;6.4
607;Doorlopende kosten: groot onderhoud;2022 4e kwartaal;129.3;1.5;6.5
608;Doorlopende kosten: groot onderhoud;2022;126.8;5.8;5.8
609;Doorlopende kosten: groot onderhoud;2023 1e kwartaal;137.8;6.5;10.1
610;Doorlopende kosten: groot onderhoud;2023 2e kwartaal;139.4;1.2;11.4
611;Doorlopende kosten: groot onderhoud;2023 3e kwartaal;140.5;0.8;10.2
612;Doorlopende kosten: opstalverzekeringen;2010 1e kwartaal;97.5;;
613;Doorlopende kosten: opstalverzekeringen;2010 2e kwartaal;94.6;-3.0;
614;Doorlopende kosten: opstalverzekeringen;2010 3e kwartaal;93.0;-1.7;
615;Doorlopende kosten: opstalverzekeringen;2010 4e kwartaal;96.1;3.4;
616;Doorlopende kosten: opstalverzekeringen;2010;95.3;;
617;Doorlopende kosten: opstalverzekeringen;2011 1e kwartaal;97.6;1.5;0.0
618;Doorlopende kosten: opstalverzekeringen;2011 2e kwartaal;97.2;-0.3;2.8
619;Doorlopende kosten: opstalverzekeringen;2011 3e kwartaal;96.9;-0.3;4.2
620;Doorlopende kosten: opstalverzekeringen;2011 4e kwartaal;96.5;-0.4;0.4
621;Doorlopende kosten: opstalverzekeringen;2011;97.1;1.8;1.8
622;Doorlopende kosten: opstalverzekeringen;2012 1e kwartaal;98.1;1.7;0.6
623;Doorlopende kosten: opstalverzekeringen;2012 2e kwartaal;98.2;0.0;1.0
624;Doorlopende kosten: opstalverzekeringen;2012 3e kwartaal;96.8;-1.4;-0.1
625;Doorlopende kosten: opstalverzekeringen;2012 4e kwartaal;95.7;-1.1;-0.8
626;Doorlopende kosten: opstalverzekeringen;2012;97.2;0.2;0.2
627;Doorlopende kosten: opstalverzekeringen;2013 1e kwartaal;97.2;1.6;-0.9
628;Doorlopende kosten: opstalverzekeringen;2013 2e kwartaal;97.7;0.5;-0.5
629;Doorlopende kosten: opstalverzekeringen;2013 3e kwartaal;98.3;0.6;1.5
630;Doorlopende kosten: opstalverzekeringen;2013 4e kwartaal;97.1;-1.2;1.4
631;Doorlopende kosten: opstalverzekeringen;2013;97.6;0.4;0.4
632;Doorlopende kosten: opstalverzekeringen;2014 1e kwartaal;100.4;3.4;3.2
633;Doorlopende kosten: opstalverzekeringen;2014 2e kwartaal;98.8;-1.6;1.2
634;Doorlopende kosten: opstalverzekeringen;2014 3e kwartaal;98.6;-0.2;0.4
635;Doorlopende kosten: opstalverzekeringen;2014 4e kwartaal;99.1;0.5;2.1
636;Doorlopende kosten: opstalverzekeringen;2014;99.2;1.7;1.7
637;Doorlopende kosten: opstalverzekeringen;2015 1e kwartaal;101.1;2.0;0.7
638;Doorlopende kosten: opstalverzekeringen;2015 2e kwartaal;98.3;-2.8;-0.5
639;Doorlopende kosten: opstalverzekeringen;2015 3e kwartaal;98.9;0.6;0.2
640;Doorlopende kosten: opstalverzekeringen;2015 4e kwartaal;101.7;2.9;2.6
641;Doorlopende kosten: opstalverzekeringen;2015;100.0;0.8;0.8
642;Doorlopende kosten: opstalverzekeringen;2016 1e kwartaal;105.8;4.0;4.6
643;Doorlopende kosten: opstalverzekeringen;2016 2e kwartaal;101.6;-3.9;3.4
644;Doorlopende kosten: opstalverzekeringen;2016 3e kwartaal;101.9;0.3;3.0
645;Doorlopende kosten: opstalverzekeringen;2016 4e kwartaal;104.2;2.3;2.5
646;Doorlopende kosten: opstalverzekeringen;2016;103.4;3.4;3.4
647;Doorlopende kosten: opstalverzekeringen;2017 1e kwartaal;106.9;2.6;1.1
648;Doorlopende kosten: opstalverzekeringen;2017 2e kwartaal;106.4;-0.5;4.6
649;Doorlopende kosten: opstalverzekeringen;2017 3e kwartaal;105.9;-0.4;4.0
650;Doorlopende kosten: opstalverzekeringen;2017 4e kwartaal;107.4;1.4;3.1
651;Doorlopende kosten: opstalverzekeringen;2017;106.7;3.2;3.2
652;Doorlopende kosten: opstalverzekeringen;2018 1e kwartaal;112.5;4.7;5.2
653;Doorlopende kosten: opstalverzekeringen;2018 2e kwartaal;111.5;-0.9;4.9
654;Doorlopende kosten: opstalverzekeringen;2018 3e kwartaal;111.9;0.3;5.6
655;Doorlopende kosten: opstalverzekeringen;2018 4e kwartaal;113.6;1.5;5.7
656;Doorlopende kosten: opstalverzekeringen;2018;112.4;5.4;5.4
657;Doorlopende kosten: opstalverzekeringen;2019 1e kwartaal;117.3;3.3;4.3
658;Doorlopende kosten: opstalverzekeringen;2019 2e kwartaal;118.7;1.1;6.4
659;Doorlopende kosten: opstalverzekeringen;2019 3e kwartaal;117.7;-0.8;5.2
660;Doorlopende kosten: opstalverzekeringen;2019 4e kwartaal;114.8;-2.5;1.0
661;Doorlopende kosten: opstalverzekeringen;2019;117.1;4.2;4.2
662;Doorlopende kosten: opstalverzekeringen;2020 1e kwartaal;120.6;5.1;2.8
