ID;Geslacht;Leeftijd;Perioden;TotaalPrivebezittingen_1;EigenWoning_2;TotaalFinancieel_3;BankEnSpaartegoeden_4;Effecten_5;Hypotheekschuld_6;Privevermogen_7;Ondernemingsvermogen_8;NagelatenVermogen_9;TotaalOverigeBezittingen_10;OverigeOnroerendeZaken_11;RoerendeZaken_12;ContantGeld_13;VorderingenRestituties_14;AandeelInOverdeeldeBoedelS_15;OverigeBezittingenNEG_16;TotaalOverigeSchulden_17;RentedragendeSchulden_18;Belastingschulden_19;HuishoudelijkeSchulden_20;OverigeRentelozeSchulden_21;VermogenNalatenschap_22;VermogenOnbekend_23;BegrafenisOfCrematiekosten_24;UitkeringenUitvaartverzekering_25;ZuiverSaldoNalatenschap_26;TotaalPriveBezittingen_27;EigenWoning_28;TotaalFinancieel_29;BankEnSpaartegoeden_30;Effecten_31;Hypotheekschuld_32;Privevermogen_33;Ondernemingsvermogen_34;NagelatenVermogen_35;TotaalOverigeBezittingen_36;OverigeOnroerendeZaken_37;RoerendeZaken_38;ContantGeld_39;VorderingenRestituties_40;AandeelInOverdeeldeBoedelS_41;OverigeBezittingenNEG_42;TotaalOverigeSchulden_43;RentedragendeSchulden_44;Belasingschulden_45;HuishoudelijkeSchulden_46;OverigeRentelozeSchulden_47;VermogenNalatenschap_48;VermogenOnbekend_49;BegrafenisOfCrematiekosten_50;UitkeringenUitvaartverzekering_51;ZuiverSaldoNalatenschap_52;TotaalPriveBezittingen_53;EigenWoning_54;TotaalFinancieel_55;BankEnSpaartegoeden_56;Effecten_57;Hypotheekschuld_58;Privevermogen_59;Ondernemingsvermogen_60;NagelatenVermogen_61;TotaalOverigeBezittingen_62;OverigeOnroerendeZaken_63;RoerendeZaken_64;ContantGeld_65;VorderingenRestituties_66;AandeelInOverdeeldeBoedelS_67;OverigeBezittingenNEG_68;TotaalOverigeSchulden_69;RentedragendeSchulden_70;Belastingschulden_71;HuishoudelijkeSchulden_72;OverigeRentelozeSchulden_73;VermogenNalatenschap_74;VermogenOnbekend_75;BegrafenisOfCrematiekosten_76;UitkeringenUitvaartverzekering_77;ZuiverSaldoNalatenschap_78;TotaalPrivebezittingen_79;EigenWoning_80;TotaalFinancieel_81;BankEnSpaartegoeden_82;Effecten_83;Hypotheekschuld_84;Privevermogen_85;Ondernemingsvermogen_86;NagelatenVermogen_87;TotaalOverigeBezittingen_88;OverigeOnroerendeZaken_89;RoerendeZaken_90;ContantGeld_91;VorderingenRestituties_92;AandeelInOverdeeldeBoedelS_93;OverigeBezittingenNEG_94;TotaalOverigeSchulden_95;RentedragendeSchulden_96;Belastingschulden_97;HuishoudelijkeSchulden_98;OverigeRentelozeSchulden_99;VermogenNalatenschap_100;VermogenOnbekend_101;BegrafenisOfCrematiekosten_102;UitkeringenUitvaartverzekering_103;ZuiverSaldoNalatenschap_104
31;Mannen en vrouwen;85 jaar of ouder;2006;15530;3920;15430;15380;3540;900;15530;160;15540;12190;1010;6300;5230.0;7690;170.0;980;10080;2560.0;4760.0;4580.0;2730.0;16000;2590;14620;4780.0;17440;2947;902.0;2045;1175;871.0;42.0;2906;124.0;3030;511;162.0;30.0;9.0;136.0;8.0;165.0;410.0;187.0;39.0;39.0;146.0;3130;130.0;84;9.0;3185;190;230.0;133;76;246.0;46.0;187;785.0;195;42;161.0;5.0;2.0;18.0;49.0;169.0;41.0;73.0;8.0;8.0;53.0;196;50.0;6;2.0;183;79;185.0;47;38;73.0;26.0;77;197.0;78;2;64.0;1.0;0.0;1.0;27.0;9.0;2.0;15.0;1.0;1.0;8.0;76;3.0;5;1.0;67
32;Mannen en vrouwen;85 jaar of ouder;2007;15760;4340;15660;15620;3470;1070;15770;160;15770;12600;990;6630;5220.0;7860;170.0;1170;10620;2530.0;5030.0;4810.0;3130.0;16430;1840;15250;5190.0;17020;3086;1040.0;2046;1232;814.0;57.0;3029;82.0;3111;575;225.0;42.0;10.0;163.0;7.0;127.0;444.0;209.0;28.0;47.0;160.0;3241;33.0;92;10.0;3192;196;240.0;131;79;235.0;53.0;192;505.0;197;46;227.0;6.0;2.0;21.0;44.0;109.0;42.0;83.0;6.0;10.0;51.0;197;18.0;6;2.0;188;87;189.0;50;41;71.0;27.0;85;114.0;86;2;90.0;1.0;0.0;2.0;17.0;27.0;2.0;20.0;1.0;1.0;8.0;85;0.0;6;2.0;77
33;Mannen en vrouwen;85 jaar of ouder;2008;16630;4640;16520;16480;3650;1150;16640;200;16650;13340;1070;6800;5470.0;8340;210.0;1360;11540;3190.0;5570.0;4880.0;3530.0;17410;1810;16200;5850.0;17850;3293;1116.0;2177;1455;722.0;65.0;3228;117.0;3345;594;221.0;32.0;12.0;175.0;18.0;136.0;557.0;302.0;32.0;54.0;168.0;3382;21.0;103;13.0;3314;198;241.0;132;88;198.0;56.0;194;580.0;201;45;206.0;5.0;2.0;21.0;86.0;100.0;48.0;95.0;6.0;11.0;48.0;194;12.0;6;2.0;186;94;190.0;52;44;65.0;29.0;91;165.0;92;3;78.0;1.0;0.0;2.0;13.0;25.0;3.0;23.0;1.0;1.0;5.0;88;0.0;6;2.0;80
34;Mannen en vrouwen;85 jaar of ouder;2009;16930;5100;16790;16760;3650;1400;16930;210;16940;13620;1150;7010;5330.0;8340;190.0;1420;11900;3450.0;5630.0;4900.0;3680.0;17810;2020;16700;5970.0;18330;3324;1167.0;2157;1501;656.0;79.0;3244;175.0;3420;575;179.0;37.0;13.0;163.0;14.0;169.0;618.0;339.0;33.0;56.0;191.0;3376;29.0;110;14.0;3309;196;229.0;128;90;180.0;57.0;192;851.0;202;42;156.0;5.0;2.0;20.0;77.0;120.0;52.0;98.0;6.0;11.0;52.0;190;14.0;7;2.0;181;103;185.0;55;47;54.0;32.0;99;192.0;100;3;74.0;1.0;0.0;2.0;18.0;33.0;3.0;24.0;0.0;1.0;8.0;94;0.0;6;2.0;85
35;Mannen en vrouwen;85 jaar of ouder;2010;16300;6020;16130;16030;4030;1580;16310;220;16320;10120;950;4970;;7320;;740;8290;;;;;16550;5520;15260;;16920;3962;1556.0;2407;1623;784.0;103.0;3860;158.0;4018;502;185.0;44.0;;207.0;;67.0;259.0;;;;;4261;-434.0;94;;3733;243;259.0;149;101;194.0;65.0;237;716.0;246;50;195.0;9.0;;28.0;;90.0;31.0;;;;;257;-79.0;6;;221;142;208.0;65;53;62.0;33.0;137;165.0;138;3;70.0;2.0;;2.0;;8.0;2.0;;;;;143;-35.0;6;;117
36;Mannen;Totaal leeftijd;2005;26880;16360;26340;26230;7000;9540;26900;1690;26950;24180;3100;17730;9540.0;10770;460.0;3060;16300;5020.0;8680.0;5690.0;3870.0;28370;9930;25970;8690.0;30910;5095;2841.0;2255;1353;901.0;538.0;4557;611.0;5168;1150;453.0;120.0;13.0;221.0;26.0;318.0;525.0;259.0;78.0;28.0;159.0;5793;335.0;160;20.0;5989;190;174.0;86;52;129.0;56.0;169;362.0;192;48;146.0;7.0;1.0;21.0;56.0;104.0;32.0;52.0;9.0;5.0;41.0;204;34.0;6;2.0;194;126;140.0;30;24;30.0;35.0;105;75.0;107;5;60.0;3.0;0.0;2.0;18.0;22.0;2.0;8.0;1.0;1.0;5.0;113;0.0;6;2.0;106
37;Mannen;Totaal leeftijd;2006;28810;17470;28250;28150;7250;10250;28820;1670;28870;25100;3150;19140;10200.0;11250;420.0;2300;16740;4430.0;9030.0;6350.0;4070.0;29570;9940;27240;9520.0;31720;5557;3127.0;2431;1451;979.0;602.0;4955;625.0;5580;1109;437.0;126.0;13.0;246.0;29.0;259.0;607.0;270.0;86.0;40.0;210.0;6083;236.0;176;25.0;6168;193;179.0;86;52;135.0;59.0;172;376.0;193;44;139.0;7.0;1.0;22.0;70.0;113.0;36.0;61.0;10.0;6.0;52.0;206;24.0;6;3.0;194;130;145.0;30;24;32.0;37.0;107;77.0;110;5;60.0;3.0;0.0;2.0;16.0;8.0;2.0;11.0;1.0;1.0;5.0;116;0.0;6;2.0;107
38;Mannen;Totaal leeftijd;2007;28450;17680;27920;27840;6960;10140;28480;1780;28540;25350;3250;18940;9940.0;11460;380.0;2750;17460;4350.0;9350.0;6550.0;4620.0;29740;9010;27730;10140.0;30790;5896;3287.0;2608;1565;1043.0;663.0;5232;663.0;5895;1242;523.0;126.0;12.0;259.0;19.0;303.0;666.0;279.0;94.0;51.0;242.0;6471;78.0;189;28.0;6388;207;186.0;93;56;150.0;65.0;184;372.0;207;49;161.0;7.0;1.0;23.0;50.0;110.0;38.0;64.0;10.0;8.0;52.0;218;9.0;7;3.0;207;139;150.0;32;26;35.0;40.0;115;86.0;117;5;64.0;3.0;0.0;2.0;16.0;20.0;2.0;13.0;1.0;1.0;7.0;123;0.0;6;3.0;115
39;Mannen;Totaal leeftijd;2008;28740;18000;28180;28100;6690;10540;28770;1820;28810;25530;3340;18900;9640.0;11660;500.0;2840;17850;4930.0;9510.0;6420.0;4930.0;30020;8550;27990;10630.0;30650;5994;3423.0;2571;1714;857.0;737.0;5257;859.0;6116;1241;536.0;119.0;15.0;253.0;30.0;289.0;702.0;325.0;83.0;59.0;234.0;6655;42.0;197;30.0;6530;209;190.0;91;61;128.0;70.0;183;473.0;212;49;161.0;6.0;2.0;22.0;60.0;102.0;39.0;66.0;9.0;9.0;47.0;222;5.0;7;3.0;213;144;153.0;33;28;30.0;43.0;117;79.0;120;5;65.0;3.0;0.0;2.0;15.0;20.0;2.0;14.0;1.0;1.0;5.0;126;0.0;7;3.0;118
40;Mannen;Totaal leeftijd;2009;29210;18880;28650;28570;6670;11140;29240;1650;29290;25950;3310;19110;9540.0;11560;470.0;3070;18210;5160.0;9490.0;6190.0;5100.0;30750;8920;28770;11270.0;31510;5945;3493.0;2452;1706;746.0;752.0;5192;547.0;5739;1247;469.0;123.0;15.0;273.0;34.0;332.0;773.0;392.0;71.0;53.0;256.0;6213;66.0;208;34.0;6105;204;185.0;86;60;112.0;68.0;178;331.0;196;48;142.0;6.0;2.0;24.0;72.0;108.0;42.0;76.0;8.0;9.0;50.0;202;7.0;7;3.0;194;146;150.0;33;28;27.0;45.0;118;68.0;121;5;60.0;3.0;0.0;2.0;16.0;25.0;2.0;14.0;1.0;1.0;8.0;125;0.0;7;3.0;117
41;Mannen;Totaal leeftijd;2010;27010;18570;26390;26200;7040;9980;27040;1710;27090;20030;2520;14790;;10610;;1670;12710;;;;;27420;10390;25080;;27980;6555;3858.0;2696;1783;914.0;748.0;5807;850.0;6657;943;363.0;118.0;;322.0;;139.0;647.0;;;;;6954;-268.0;167;;6519;243;208.0;102;68;130.0;75.0;215;497.0;246;47;144.0;8.0;;30.0;;83.0;51.0;;;;;254;-26.0;7;;233;172;169.0;38;31;32.0;45.0;146;78.0;149;5;57.0;3.0;;2.0;;13.0;3.0;;;;;156;0.0;6;;142
42;Mannen;jonger dan 35 jaar;2005;220;110;210;200;40;100;220;20;220;170;10;100;40.0;80;0.0;30;120;40.0;60.0;40.0;30.0;230;50;190;60.0;260;20;14.0;6;5;;13.0;7;;7;7;;2.0;;1.0;;;2.0;;0.0;;;12;;1;0.0;11;92;132.0;30;24;;128.0;31;;34;39;;21.0;;13.0;;;16.0;;6.0;;;53;;8;3.0;44;68;120.0;10;8;;97.0;17;;17;4;;3.0;;2.0;;;3.0;;1.0;;;22;;7;3.0;17
43;Mannen;jonger dan 35 jaar;2006;190;110;180;180;30;110;190;20;190;170;10;120;50.0;80;10.0;20;120;40.0;60.0;40.0;30.0;210;40;180;50.0;230;19;16.0;4;3;;14.0;5;;7;4;;1.0;0.0;1.0;;;2.0;;0.0;;;9;;1;;8;101;148.0;21;17;;135.0;27;;34;23;;5.0;0.0;10.0;;;15.0;;6.0;;;42;;8;;33;95;138.0;10;8;;111.0;18;;21;5;;3.0;0.0;3.0;;;3.0;;1.0;;;28;;7;;19
44;Mannen;jonger dan 35 jaar;2007;220;100;220;220;20;100;220;20;220;170;10;120;50.0;70;0.0;20;130;30.0;50.0;40.0;30.0;240;30;200;70.0;260;20;16.0;4;3;;13.0;8;;11;3;;1.0;0.0;0.0;;;3.0;;1.0;;;12;;2;0.0;11;91;160.0;20;16;;130.0;34;;50;21;;5.0;1.0;7.0;;;21.0;;11.0;;;51;;8;5.0;44;53;137.0;7;7;;106.0;19;;20;5;;3.0;0.0;3.0;;;2.0;;1.0;;;20;;8;4.0;12
45;Mannen;jonger dan 35 jaar;2008;180;90;170;170;30;80;180;20;180;150;10;90;50.0;60;10.0;20;110;20.0;50.0;40.0;40.0;200;20;160;60.0;210;18;15.0;3;3;;10.0;8;;9;5;;0.0;0.0;1.0;;;3.0;;0.0;;;11;;1;0.0;11;99;170.0;20;18;;129.0;42;;50;35;;5.0;0.0;18.0;;;30.0;;8.0;;;58;;9;5.0;51;62;150.0;12;11;;123.0;19;;21;5;;3.0;0.0;3.0;;;3.0;;0.0;;;29;;8;4.0;25
46;Mannen;jonger dan 35 jaar;2009;170;90;160;160;10;90;170;20;170;130;10;80;30.0;60;0.0;20;100;30.0;50.0;30.0;30.0;190;20;160;60.0;200;15;12.0;3;3;;11.0;5;;5;4;;0.0;;1.0;;;2.0;;;;;7;;1;0.0;6;89;134.0;20;18;;124.0;27;;28;31;;5.0;;21.0;;;18.0;;;;;38;;9;6.0;30;89;126.0;8;8;;111.0;17;;18;5;;3.0;;2.0;;;3.0;;;;;24;;8;4.0;16
47;Mannen;jonger dan 35 jaar;2010;130;70;130;130;20;60;130;10;140;90;0;60;;50;;10;70;;;;;140;10;110;;140;14;10.0;3;3;;7.0;6;;6;3;;0.0;;2.0;;;1.0;;;;;9;;1;;8;102;154.0;27;25;;123.0;45;;47;37;;4.0;;37.0;;;10.0;;;;;65;;8;;56;91;125.0;15;14;;106.0;33;;33;4;;3.0;;2.0;;;3.0;;;;;41;;7;;30
48;Mannen;35 tot 50 jaar;2005;1180;890;1110;1110;280;850;1180;180;1180;1100;100;850;370.0;470;40.0;200;770;310.0;350.0;250.0;180.0;1260;430;1120;390.0;1410;182;144.0;39;27;12.0;80.0;102;31.0;133;64;20.0;6.0;0.0;16.0;;18.0;23.0;10.0;3.0;2.0;8.0;173;10.0;8;2.0;177;155;161.0;35;24;42.0;95.0;87;173.0;112;58;206.0;8.0;1.0;35.0;;90.0;30.0;33.0;9.0;6.0;46.0;137;22.0;7;5.0;126;126;133.0;10;8;12.0;68.0;60;19.0;63;8;81.0;4.0;0.0;3.0;;29.0;3.0;7.0;1.0;1.0;9.0;74;0.0;6;3.0;67
49;Mannen;35 tot 50 jaar;2006;1210;880;1150;1140;260;820;1210;180;1220;1070;100;810;340.0;450;30.0;170;730;210.0;360.0;250.0;180.0;1260;430;1110;400.0;1400;176;142.0;34;26;8.0;75.0;101;42.0;143;37;12.0;6.0;1.0;7.0;;11.0;20.0;7.0;5.0;2.0;5.0;160;8.0;8;2.0;162;145;162.0;29;23;32.0;91.0;83;227.0;117;35;121.0;7.0;2.0;15.0;;67.0;27.0;35.0;14.0;10.0;27.0;128;18.0;7;4.0;116;122;139.0;11;9;11.0;73.0;58;39.0;62;8;50.0;4.0;0.0;3.0;;11.0;3.0;5.0;1.0;1.0;3.0;71;0.0;6;3.0;64
50;Mannen;35 tot 50 jaar;2007;1080;800;1030;1020;240;740;1080;170;1090;970;100;740;300.0;400;30.0;140;670;210.0;350.0;220.0;180.0;1140;330;1030;380.0;1240;200;145.0;55;29;26.0;84.0;116;65.0;181;59;17.0;6.0;0.0;12.0;;20.0;38.0;21.0;5.0;2.0;11.0;201;6.0;8;2.0;201;185;182.0;54;28;112.0;115.0;107;388.0;166;61;169.0;7.0;1.0;31.0;;143.0;57.0;101.0;14.0;8.0;61.0;177;18.0;8;4.0;163;140;150.0;13;10;15.0;85.0;65;46.0;71;8;70.0;4.0;0.0;3.0;;33.0;5.0;11.0;1.0;1.0;6.0;80;0.0;7;3.0;73
51;Mannen;35 tot 50 jaar;2008;1100;820;1040;1030;220;780;1100;180;1110;990;120;740;300.0;410;40.0;180;710;200.0;350.0;240.0;220.0;1170;280;1040;410.0;1230;183;147.0;36;29;8.0;96.0;87;29.0;116;52;23.0;5.0;0.0;11.0;;11.0;22.0;7.0;3.0;2.0;10.0;146;2.0;8;2.0;142;167;178.0;35;28;35.0;123.0;79;159.0;105;53;190.0;7.0;2.0;27.0;;61.0;31.0;36.0;8.0;8.0;46.0;125;8.0;8;4.0;116;145;160.0;13;11;10.0;86.0;60;38.0;65;8;71.0;4.0;0.0;3.0;;17.0;4.0;9.0;1.0;1.0;7.0;75;0.0;7;3.0;67
52;Mannen;35 tot 50 jaar;2009;1050;810;970;970;190;760;1050;150;1050;890;110;700;260.0;380;40.0;130;650;200.0;320.0;200.0;190.0;1090;290;960;400.0;1150;184;144.0;40;30;11.0;93.0;92;31.0;122;43;19.0;5.0;1.0;8.0;;8.0;23.0;10.0;3.0;2.0;8.0;143;3.0;8;2.0;140;176;179.0;41;31;54.0;122.0;87;210.0;116;49;174.0;7.0;2.0;22.0;;61.0;36.0;47.0;8.0;12.0;44.0;131;10.0;8;5.0;122;140;149.0;12;11;8.0;92.0;56;26.0;60;8;79.0;4.0;0.0;3.0;;21.0;5.0;7.0;1.0;2.0;7.0;71;0.0;7;3.0;65
53;Mannen;35 tot 50 jaar;2010;920;700;850;840;210;630;920;160;930;710;70;530;;360;;110;460;;;;;950;230;810;;970;175;134.0;40;32;9.0;78.0;97;40.0;137;26;9.0;3.0;;7.0;;7.0;18.0;;;;;145;2.0;6;;141;190;193.0;47;38;41.0;123.0;106;246.0;148;36;125.0;6.0;;20.0;;65.0;39.0;;;;;153;8.0;7;;145;155;163.0;16;14;12.0;90.0;74;26.0;82;6;65.0;3.0;;3.0;;29.0;5.0;;;;;88;0.0;7;;81
54;Mannen;50 tot 65 jaar;2005;4980;3900;4780;4750;1370;3290;4990;660;5000;4670;730;3700;1630.0;1910;140.0;690;3010;1060.0;1600.0;940.0;670.0;5260;2090;4740;1640.0;5720;891;642.0;248;157;92.0;221.0;670;260.0;930;269;125.0;31.0;1.0;36.0;10.0;67.0;105.0;45.0;26.0;5.0;28.0;1095;54.0;30;6.0;1123;179;165.0;52;33;67.0;67.0;134;394.0;186;58;171.0;8.0;1.0;19.0;69.0;98.0;35.0;42.0;16.0;6.0;42.0;208;26.0;6;3.0;196;134;133.0;17;13;15.0;45.0;93;72.0;97;8;74.0;4.0;0.0;2.0;21.0;20.0;3.0;6.0;1.0;1.0;6.0;108;0.0;6;3.0;102
55;Mannen;50 tot 65 jaar;2006;5260;4110;5050;5020;1310;3460;5260;690;5290;4790;710;3930;1750.0;2010;120.0;580;3130;920.0;1680.0;1080.0;720.0;5430;2040;4930;1830.0;5830;944;692.0;252;166;87.0;239.0;705;175.0;880;235;105.0;33.0;2.0;37.0;13.0;45.0;110.0;57.0;20.0;5.0;28.0;1005;39.0;34;6.0;1017;180;168.0;50;33;66.0;69.0;134;254.0;166;49;147.0;8.0;1.0;18.0;115.0;77.0;35.0;62.0;12.0;5.0;39.0;185;19.0;7;3.0;174;139;138.0;17;14;17.0;46.0;95;58.0;99;8;70.0;4.0;0.0;2.0;19.0;11.0;3.0;8.0;1.0;1.0;5.0;111;0.0;6;3.0;103
56;Mannen;50 tot 65 jaar;2007;5230;4030;5040;5020;1310;3330;5240;750;5270;4900;720;3830;1680.0;2040;120.0;700;3270;890.0;1800.0;1000.0;880.0;5510;1930;5100;1950.0;5770;1033;715.0;318;196;122.0;272.0;761;260.0;1022;287;130.0;32.0;2.0;42.0;8.0;73.0;150.0;54.0;30.0;9.0;56.0;1159;18.0;36;7.0;1148;198;178.0;63;39;93.0;82.0;145;349.0;194;59;179.0;8.0;1.0;21.0;68.0;105.0;46.0;61.0;17.0;9.0;64.0;210;9.0;7;4.0;199;146;148.0;19;15;19.0;51.0;100;66.0;104;8;63.0;5.0;0.0;2.0;19.0;24.0;3.0;9.0;1.0;1.0;6.0;114;0.0;6;3.0;106
57;Mannen;50 tot 65 jaar;2008;5090;3980;4920;4900;1170;3330;5100;730;5120;4780;730;3690;1580.0;1970;170.0;700;3250;950.0;1690.0;1060.0;910.0;5390;1750;4920;1970.0;5530;1039;730.0;309;200;109.0;294.0;746;253.0;999;296;147.0;31.0;2.0;38.0;12.0;66.0;142.0;49.0;27.0;14.0;52.0;1152;8.0;36;7.0;1131;204;183.0;63;41;93.0;88.0;146;349.0;195;62;201.0;8.0;1.0;19.0;72.0;94.0;44.0;51.0;16.0;13.0;57.0;214;5.0;7;4.0;205;150;150.0;18;15;15.0;54.0;101;51.0;106;8;74.0;5.0;0.0;3.0;16.0;20.0;4.0;8.0;1.0;1.0;7.0;115;0.0;7;3.0;108
58;Mannen;50 tot 65 jaar;2009;5260;4070;5090;5060;1110;3520;5270;630;5280;4770;620;3730;1590.0;1990;140.0;640;3250;960.0;1660.0;980.0;900.0;5520;1740;5070;2100.0;5690;979;717.0;262;192;71.0;290.0;689;131.0;820;237;103.0;28.0;2.0;40.0;13.0;51.0;116.0;48.0;17.0;7.0;45.0;941;9.0;37;8.0;921;186;176.0;52;38;64.0;83.0;131;210.0;155;50;167.0;8.0;1.0;20.0;90.0;79.0;36.0;49.0;10.0;7.0;50.0;170;5.0;7;4.0;162;149;148.0;18;16;14.0;59.0;96;50.0;100;7;68.0;4.0;0.0;2.0;19.0;19.0;3.0;10.0;1.0;1.0;7.0;109;0.0;7;3.0;101
59;Mannen;50 tot 65 jaar;2010;4710;3750;4510;4480;1180;2940;4720;680;4740;3770;480;2960;;1860;;470;2390;;;;;4800;1590;4310;;4910;1052;750.0;302;203;99.0;271.0;781;309.0;1090;187;79.0;30.0;;46.0;;33.0;282.0;;;;;996;12.0;28;;980;223;200.0;67;45;84.0;92.0;166;455.0;230;50;166.0;10.0;;25.0;;70.0;118.0;;;;;208;8.0;7;;200;174;168.0;24;20;16.0;61.0;123;62.0;130;6;69.0;4.0;;2.0;;17.0;4.0;;;;;137;0.0;6;;129
60;Mannen;65 tot 85 jaar;2005;15800;9830;15560;15510;4100;4890;15820;740;15840;14270;1870;10760;5800.0;6130;230.0;1670;9280;2690.0;5090.0;3210.0;2180.0;16630;6080;15330;5220.0;18010;3042;1699.0;1343;808;535.0;208.0;2833;243.0;3077;631;245.0;65.0;6.0;126.0;11.0;177.0;272.0;133.0;39.0;12.0;87.0;3436;212.0;94;10.0;3564;192;173.0;86;52;130.0;43.0;179;328.0;194;44;131.0;6.0;1.0;21.0;48.0;106.0;29.0;49.0;8.0;4.0;40.0;207;35.0;6;2.0;198;129;140.0;32;25;32.0;27.0;115;95.0;117;5;53.0;3.0;0.0;1.0;14.0;18.0;2.0;9.0;1.0;1.0;4.0;122;0.0;6;2.0;115
61;Mannen;65 tot 85 jaar;2006;16720;10460;16470;16430;4250;5390;16730;680;16740;14670;1900;11620;6130.0;6240;190.0;1160;9400;2360.0;5240.0;3540.0;2240.0;17110;6010;15910;5620.0;18190;3218;1867.0;1351;836;515.0;255.0;2963;346.0;3309;583;257.0;74.0;6.0;138.0;13.0;94.0;319.0;140.0;48.0;19.0;113.0;3573;133.0;103;13.0;3617;192;178.0;82;51;121.0;47.0;177;507.0;198;40;136.0;6.0;1.0;22.0;69.0;81.0;34.0;59.0;9.0;5.0;50.0;209;22.0;6;2.0;199;134;145.0;31;25;34.0;28.0;117;110.0;119;5;56.0;3.0;0.0;1.0;13.0;7.0;2.0;11.0;1.0;1.0;5.0;125;0.0;6;2.0;117
62;Mannen;65 tot 85 jaar;2007;16320;10590;16080;16040;3970;5420;16340;760;16350;14680;1950;11380;5980.0;6370;170.0;1470;9730;2360.0;5340.0;3720.0;2460.0;17020;5530;15970;5960.0;17510;3387;1929.0;1458;904;554.0;265.0;3123;291.0;3413;655;266.0;73.0;6.0;142.0;5.0;162.0;309.0;133.0;44.0;23.0;109.0;3759;39.0;109;15.0;3704;208;182.0;91;56;140.0;49.0;191;383.0;209;45;136.0;6.0;1.0;22.0;31.0;110.0;32.0;56.0;8.0;6.0;44.0;221;7.0;7;3.0;212;143;148.0;33;27;35.0;32.0;126;123.0;128;5;61.0;3.0;0.0;2.0;8.0;18.0;2.0;13.0;1.0;1.0;5.0;134;0.0;6;2.0;126
63;Mannen;65 tot 85 jaar;2008;16540;10870;16280;16240;3860;5740;16550;780;16570;14770;1990;11420;5730.0;6440;210.0;1440;9880;2700.0;5450.0;3490.0;2590.0;17180;5320;16180;6180.0;17480;3460;2016.0;1444;966;478.0;306.0;3154;504.0;3658;663;281.0;69.0;7.0;143.0;10.0;153.0;344.0;169.0;39.0;22.0;114.0;3977;25.0;114;16.0;3904;209;185.0;89;59;124.0;53.0;191;647.0;221;45;141.0;6.0;1.0;22.0;48.0;106.0;35.0;63.0;7.0;6.0;44.0;232;5.0;7;3.0;223;147;150.0;34;28;31.0;34.0;127;127.0;130;5;60.0;3.0;0.0;1.0;12.0;18.0;2.0;14.0;0.0;1.0;4.0;135;0.0;7;3.0;128
64;Mannen;65 tot 85 jaar;2009;16660;11430;16400;16370;3890;6060;16670;760;16690;15090;2060;11510;5630.0;6340;210.0;1710;10140;2730.0;5390.0;3380.0;2770.0;17540;5550;16560;6550.0;17910;3476;2083.0;1393;969;424.0;321.0;3155;269.0;3423;718;272.0;69.0;9.0;154.0;14.0;200.0;397.0;208.0;40.0;23.0;126.0;3744;44.0;120;18.0;3686;209;182.0;85;59;109.0;53.0;189;353.0;205;48;132.0;6.0;2.0;24.0;66.0;117.0;39.0;76.0;7.0;7.0;46.0;213;8.0;7;3.0;206;151;150.0;33;28;27.0;35.0;131;88.0;133;5;55.0;3.0;0.0;2.0;12.0;28.0;2.0;13.0;1.0;1.0;7.0;137;0.0;7;3.0;129
65;Mannen;65 tot 85 jaar;2010;15260;11130;14970;14870;3930;5600;15270;760;15280;11480;1530;8890;;5760;;790;6850;;;;;15450;6100;14220;;15760;3694;2267.0;1426;963;463.0;340.0;3353;406.0;3759;511;209.0;61.0;;171.0;;69.0;239.0;;;;;4030;-128.0;96;;3807;242;204.0;95;65;118.0;61.0;220;534.0;246;45;137.0;7.0;;30.0;;87.0;35.0;;;;;261;-21.0;7;;241;174;165.0;37;30;30.0;38.0;154;94.0;156;5;52.0;3.0;;2.0;;9.0;2.0;;;;;163;0.0;6;;150
66;Mannen;85 jaar of ouder;2005;4700;1630;4680;4660;1220;410;4710;90;4710;3970;400;2330;1700.0;2180;50.0;480;3120;920.0;1580.0;1240.0;820.0;4990;1290;4590;1380.0;5510;961;342.0;619;356;263.0;16.0;945;76.0;1021;179;61.0;16.0;5.0;42.0;;54.0;124.0;70.0;9.0;9.0;35.0;1077;60.0;26;2.0;1113;204;210.0;132;76;216.0;38.0;201;893.0;217;45;154.0;7.0;3.0;19.0;;112.0;40.0;77.0;6.0;7.0;43.0;216;47.0;6;2.0;202;102;163.0;53;41;63.0;22.0;99;175.0;100;3;62.0;1.0;0.0;2.0;;34.0;2.0;14.0;1.0;1.0;8.0;100;0.0;5;1.0;91
67;Mannen;85 jaar of ouder;2006;5430;1920;5390;5370;1400;470;5430;90;5430;4410;430;2670;1930.0;2480;70.0;380;3370;890.0;1690.0;1450.0;910.0;5570;1410;5100;1620.0;6080;1200;411.0;789;421;369.0;20.0;1181;62.0;1242;250;61.0;13.0;4.0;63.0;1.0;108.0;156.0;66.0;13.0;13.0;64.0;1336;55.0;31;3.0;1364;221;214.0;146;78;264.0;42.0;217;707.0;229;57;142.0;5.0;2.0;25.0;15.0;287.0;46.0;74.0;8.0;9.0;71.0;240;39.0;6;2.0;225;107;169.0;50;39;71.0;24.0;103;158.0;104;3;62.0;1.0;0.0;2.0;21.0;7.0;3.0;24.0;1.0;1.0;10.0;105;0.0;6;2.0;95
