ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
8581;Total male and female;10 to 14 years;Jamaica;Caribbean Netherlands;2024;10
8582;Total male and female;10 to 14 years;Jamaica;Bonaire;2011;0
8583;Total male and female;10 to 14 years;Jamaica;Bonaire;2012;1
8584;Total male and female;10 to 14 years;Jamaica;Bonaire;2013;1
8585;Total male and female;10 to 14 years;Jamaica;Bonaire;2014;1
8586;Total male and female;10 to 14 years;Jamaica;Bonaire;2015;1
8587;Total male and female;10 to 14 years;Jamaica;Bonaire;2016;1
8588;Total male and female;10 to 14 years;Jamaica;Bonaire;2017;1
8589;Total male and female;10 to 14 years;Jamaica;Bonaire;2018;2
8590;Total male and female;10 to 14 years;Jamaica;Bonaire;2019;4
8591;Total male and female;10 to 14 years;Jamaica;Bonaire;2020;6
8592;Total male and female;10 to 14 years;Jamaica;Bonaire;2021;6
8593;Total male and female;10 to 14 years;Jamaica;Bonaire;2022;3
8594;Total male and female;10 to 14 years;Jamaica;Bonaire;2023;4
8595;Total male and female;10 to 14 years;Jamaica;Bonaire;2024;4
8596;Total male and female;10 to 14 years;Jamaica;St Eustatius;2011;1
8597;Total male and female;10 to 14 years;Jamaica;St Eustatius;2012;1
8598;Total male and female;10 to 14 years;Jamaica;St Eustatius;2013;1
8599;Total male and female;10 to 14 years;Jamaica;St Eustatius;2014;0
8600;Total male and female;10 to 14 years;Jamaica;St Eustatius;2015;0
8601;Total male and female;10 to 14 years;Jamaica;St Eustatius;2016;0
8602;Total male and female;10 to 14 years;Jamaica;St Eustatius;2017;0
8603;Total male and female;10 to 14 years;Jamaica;St Eustatius;2018;0
8604;Total male and female;10 to 14 years;Jamaica;St Eustatius;2019;0
8605;Total male and female;10 to 14 years;Jamaica;St Eustatius;2020;0
8606;Total male and female;10 to 14 years;Jamaica;St Eustatius;2021;0
8607;Total male and female;10 to 14 years;Jamaica;St Eustatius;2022;2
8608;Total male and female;10 to 14 years;Jamaica;St Eustatius;2023;3
8609;Total male and female;10 to 14 years;Jamaica;St Eustatius;2024;5
8610;Total male and female;10 to 14 years;Jamaica;Saba;2011;0
8611;Total male and female;10 to 14 years;Jamaica;Saba;2012;1
8612;Total male and female;10 to 14 years;Jamaica;Saba;2013;2
8613;Total male and female;10 to 14 years;Jamaica;Saba;2014;2
8614;Total male and female;10 to 14 years;Jamaica;Saba;2015;2
8615;Total male and female;10 to 14 years;Jamaica;Saba;2016;3
8616;Total male and female;10 to 14 years;Jamaica;Saba;2017;3
8617;Total male and female;10 to 14 years;Jamaica;Saba;2018;2
8618;Total male and female;10 to 14 years;Jamaica;Saba;2019;2
8619;Total male and female;10 to 14 years;Jamaica;Saba;2020;1
8620;Total male and female;10 to 14 years;Jamaica;Saba;2021;2
8621;Total male and female;10 to 14 years;Jamaica;Saba;2022;2
8622;Total male and female;10 to 14 years;Jamaica;Saba;2023;2
8623;Total male and female;10 to 14 years;Jamaica;Saba;2024;1
8624;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2011;5
8625;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2012;5
8626;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2013;9
8627;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2014;11
8628;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2015;13
8629;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2016;10
8630;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2017;7
8631;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2018;8
8632;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2019;8
8633;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2020;9
8634;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2021;11
8635;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2022;11
8636;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2023;10
8637;Total male and female;10 to 14 years;Peru;Caribbean Netherlands;2024;18
8638;Total male and female;10 to 14 years;Peru;Bonaire;2011;4
8639;Total male and female;10 to 14 years;Peru;Bonaire;2012;4
8640;Total male and female;10 to 14 years;Peru;Bonaire;2013;8
8641;Total male and female;10 to 14 years;Peru;Bonaire;2014;11
8642;Total male and female;10 to 14 years;Peru;Bonaire;2015;13
8643;Total male and female;10 to 14 years;Peru;Bonaire;2016;10
8644;Total male and female;10 to 14 years;Peru;Bonaire;2017;7
8645;Total male and female;10 to 14 years;Peru;Bonaire;2018;8
8646;Total male and female;10 to 14 years;Peru;Bonaire;2019;8
8647;Total male and female;10 to 14 years;Peru;Bonaire;2020;9
8648;Total male and female;10 to 14 years;Peru;Bonaire;2021;11
8649;Total male and female;10 to 14 years;Peru;Bonaire;2022;11
8650;Total male and female;10 to 14 years;Peru;Bonaire;2023;10
8651;Total male and female;10 to 14 years;Peru;Bonaire;2024;18
8652;Total male and female;10 to 14 years;Peru;St Eustatius;2011;1
8653;Total male and female;10 to 14 years;Peru;St Eustatius;2012;1
8654;Total male and female;10 to 14 years;Peru;St Eustatius;2013;1
8655;Total male and female;10 to 14 years;Peru;St Eustatius;2014;0
8656;Total male and female;10 to 14 years;Peru;St Eustatius;2015;0
8657;Total male and female;10 to 14 years;Peru;St Eustatius;2016;0
8658;Total male and female;10 to 14 years;Peru;St Eustatius;2017;0
8659;Total male and female;10 to 14 years;Peru;St Eustatius;2018;0
8660;Total male and female;10 to 14 years;Peru;St Eustatius;2019;0
8661;Total male and female;10 to 14 years;Peru;St Eustatius;2020;0
8662;Total male and female;10 to 14 years;Peru;St Eustatius;2021;0
8663;Total male and female;10 to 14 years;Peru;St Eustatius;2022;0
8664;Total male and female;10 to 14 years;Peru;St Eustatius;2023;0
8665;Total male and female;10 to 14 years;Peru;St Eustatius;2024;0
8666;Total male and female;10 to 14 years;Peru;Saba;2011;0
8667;Total male and female;10 to 14 years;Peru;Saba;2012;0
8668;Total male and female;10 to 14 years;Peru;Saba;2013;0
8669;Total male and female;10 to 14 years;Peru;Saba;2014;0
8670;Total male and female;10 to 14 years;Peru;Saba;2015;0
8671;Total male and female;10 to 14 years;Peru;Saba;2016;0
8672;Total male and female;10 to 14 years;Peru;Saba;2017;0
8673;Total male and female;10 to 14 years;Peru;Saba;2018;0
8674;Total male and female;10 to 14 years;Peru;Saba;2019;0
8675;Total male and female;10 to 14 years;Peru;Saba;2020;0
8676;Total male and female;10 to 14 years;Peru;Saba;2021;0
8677;Total male and female;10 to 14 years;Peru;Saba;2022;0
8678;Total male and female;10 to 14 years;Peru;Saba;2023;0
8679;Total male and female;10 to 14 years;Peru;Saba;2024;0
8680;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2011;8
8681;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2012;6
8682;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2013;5
8683;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2014;4
8684;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2015;5
8685;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2016;4
8686;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2017;5
8687;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2018;3
8688;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2019;2
8689;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2020;1
8690;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2021;1
8691;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2022;1
8692;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2023;1
8693;Total male and female;10 to 14 years;St Kitts and Nevis;Caribbean Netherlands;2024;3
8694;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2011;0
8695;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2012;0
8696;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2013;0
8697;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2014;0
8698;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2015;0
8699;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2016;0
8700;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2017;0
8701;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2018;0
8702;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2019;0
8703;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2020;0
8704;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2021;0
8705;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2022;0
8706;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2023;0
8707;Total male and female;10 to 14 years;St Kitts and Nevis;Bonaire;2024;0
8708;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2011;8
8709;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2012;6
8710;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2013;5
8711;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2014;4
8712;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2015;5
8713;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2016;4
8714;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2017;5
8715;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2018;3
8716;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2019;2
8717;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2020;1
8718;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2021;1
8719;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2022;1
8720;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2023;1
8721;Total male and female;10 to 14 years;St Kitts and Nevis;St Eustatius;2024;3
8722;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2011;0
8723;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2012;0
8724;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2013;0
8725;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2014;0
8726;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2015;0
8727;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2016;0
8728;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2017;0
8729;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2018;0
8730;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2019;0
8731;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2020;0
8732;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2021;0
8733;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2022;0
8734;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2023;0
8735;Total male and female;10 to 14 years;St Kitts and Nevis;Saba;2024;0
8736;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2011;18
8737;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2012;23
8738;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2013;20
8739;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2014;15
8740;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2015;12
8741;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2016;15
8742;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2017;15
8743;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2018;12
8744;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2019;12
8745;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2020;17
8746;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2021;14
8747;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2022;15
8748;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2023;23
8749;Total male and female;10 to 14 years;Surinam;Caribbean Netherlands;2024;26
8750;Total male and female;10 to 14 years;Surinam;Bonaire;2011;11
8751;Total male and female;10 to 14 years;Surinam;Bonaire;2012;18
8752;Total male and female;10 to 14 years;Surinam;Bonaire;2013;16
8753;Total male and female;10 to 14 years;Surinam;Bonaire;2014;13
8754;Total male and female;10 to 14 years;Surinam;Bonaire;2015;10
8755;Total male and female;10 to 14 years;Surinam;Bonaire;2016;10
8756;Total male and female;10 to 14 years;Surinam;Bonaire;2017;10
8757;Total male and female;10 to 14 years;Surinam;Bonaire;2018;8
8758;Total male and female;10 to 14 years;Surinam;Bonaire;2019;8
8759;Total male and female;10 to 14 years;Surinam;Bonaire;2020;12
8760;Total male and female;10 to 14 years;Surinam;Bonaire;2021;11
8761;Total male and female;10 to 14 years;Surinam;Bonaire;2022;10
8762;Total male and female;10 to 14 years;Surinam;Bonaire;2023;18
8763;Total male and female;10 to 14 years;Surinam;Bonaire;2024;22
8764;Total male and female;10 to 14 years;Surinam;St Eustatius;2011;3
8765;Total male and female;10 to 14 years;Surinam;St Eustatius;2012;4
8766;Total male and female;10 to 14 years;Surinam;St Eustatius;2013;4
8767;Total male and female;10 to 14 years;Surinam;St Eustatius;2014;2
8768;Total male and female;10 to 14 years;Surinam;St Eustatius;2015;2
8769;Total male and female;10 to 14 years;Surinam;St Eustatius;2016;3
8770;Total male and female;10 to 14 years;Surinam;St Eustatius;2017;3
8771;Total male and female;10 to 14 years;Surinam;St Eustatius;2018;2
8772;Total male and female;10 to 14 years;Surinam;St Eustatius;2019;2
8773;Total male and female;10 to 14 years;Surinam;St Eustatius;2020;3
8774;Total male and female;10 to 14 years;Surinam;St Eustatius;2021;1
8775;Total male and female;10 to 14 years;Surinam;St Eustatius;2022;3
8776;Total male and female;10 to 14 years;Surinam;St Eustatius;2023;3
8777;Total male and female;10 to 14 years;Surinam;St Eustatius;2024;2
8778;Total male and female;10 to 14 years;Surinam;Saba;2011;4
8779;Total male and female;10 to 14 years;Surinam;Saba;2012;1
8780;Total male and female;10 to 14 years;Surinam;Saba;2013;0
8781;Total male and female;10 to 14 years;Surinam;Saba;2014;0
8782;Total male and female;10 to 14 years;Surinam;Saba;2015;0
8783;Total male and female;10 to 14 years;Surinam;Saba;2016;2
8784;Total male and female;10 to 14 years;Surinam;Saba;2017;2
8785;Total male and female;10 to 14 years;Surinam;Saba;2018;2
8786;Total male and female;10 to 14 years;Surinam;Saba;2019;2
8787;Total male and female;10 to 14 years;Surinam;Saba;2020;2
8788;Total male and female;10 to 14 years;Surinam;Saba;2021;2
8789;Total male and female;10 to 14 years;Surinam;Saba;2022;2
8790;Total male and female;10 to 14 years;Surinam;Saba;2023;2
8791;Total male and female;10 to 14 years;Surinam;Saba;2024;2
8792;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2011;130
8793;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2012;173
8794;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2013;188
8795;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2014;263
8796;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2015;279
8797;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2016;279
8798;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2017;272
8799;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2018;253
8800;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2019;241
8801;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2020;241
8802;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2021;259
8803;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2022;275
8804;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2023;291
8805;Total male and female;10 to 14 years;The Netherlands;Caribbean Netherlands;2024;291
8806;Total male and female;10 to 14 years;The Netherlands;Bonaire;2011;117
8807;Total male and female;10 to 14 years;The Netherlands;Bonaire;2012;155
8808;Total male and female;10 to 14 years;The Netherlands;Bonaire;2013;167
8809;Total male and female;10 to 14 years;The Netherlands;Bonaire;2014;237
8810;Total male and female;10 to 14 years;The Netherlands;Bonaire;2015;246
8811;Total male and female;10 to 14 years;The Netherlands;Bonaire;2016;243
8812;Total male and female;10 to 14 years;The Netherlands;Bonaire;2017;231
8813;Total male and female;10 to 14 years;The Netherlands;Bonaire;2018;208
8814;Total male and female;10 to 14 years;The Netherlands;Bonaire;2019;200
8815;Total male and female;10 to 14 years;The Netherlands;Bonaire;2020;205
8816;Total male and female;10 to 14 years;The Netherlands;Bonaire;2021;225
8817;Total male and female;10 to 14 years;The Netherlands;Bonaire;2022;251
8818;Total male and female;10 to 14 years;The Netherlands;Bonaire;2023;267
8819;Total male and female;10 to 14 years;The Netherlands;Bonaire;2024;277
8820;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2011;12
8821;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2012;17
8822;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2013;20
8823;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2014;24
8824;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2015;26
8825;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2016;29
8826;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2017;32
8827;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2018;35
8828;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2019;32
8829;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2020;31
8830;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2021;25
8831;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2022;17
8832;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2023;17
8833;Total male and female;10 to 14 years;The Netherlands;St Eustatius;2024;12
8834;Total male and female;10 to 14 years;The Netherlands;Saba;2011;1
8835;Total male and female;10 to 14 years;The Netherlands;Saba;2012;1
8836;Total male and female;10 to 14 years;The Netherlands;Saba;2013;1
8837;Total male and female;10 to 14 years;The Netherlands;Saba;2014;2
8838;Total male and female;10 to 14 years;The Netherlands;Saba;2015;7
8839;Total male and female;10 to 14 years;The Netherlands;Saba;2016;7
8840;Total male and female;10 to 14 years;The Netherlands;Saba;2017;9
8841;Total male and female;10 to 14 years;The Netherlands;Saba;2018;10
8842;Total male and female;10 to 14 years;The Netherlands;Saba;2019;9
8843;Total male and female;10 to 14 years;The Netherlands;Saba;2020;5
8844;Total male and female;10 to 14 years;The Netherlands;Saba;2021;9
8845;Total male and female;10 to 14 years;The Netherlands;Saba;2022;7
8846;Total male and female;10 to 14 years;The Netherlands;Saba;2023;7
8847;Total male and female;10 to 14 years;The Netherlands;Saba;2024;2
8848;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2011;1
8849;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2012;1
8850;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2013;0
8851;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2014;0
8852;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2015;0
8853;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2016;1
8854;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2017;1
8855;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2018;2
8856;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2019;2
8857;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2020;3
8858;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2021;3
8859;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2022;3
8860;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2023;2
8861;Total male and female;10 to 14 years;Trinidad and Tobago;Caribbean Netherlands;2024;2
8862;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2011;0
8863;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2012;0
8864;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2013;0
8865;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2014;0
8866;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2015;0
8867;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2016;0
8868;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2017;0
8869;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2018;0
8870;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2019;0
8871;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2020;1
8872;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2021;1
8873;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2022;0
8874;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2023;0
8875;Total male and female;10 to 14 years;Trinidad and Tobago;Bonaire;2024;0
8876;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2011;1
8877;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2012;1
8878;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2013;0
8879;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2014;0
8880;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2015;0
8881;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2016;1
8882;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2017;1
8883;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2018;2
8884;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2019;2
8885;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2020;2
8886;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2021;1
8887;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2022;1
8888;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2023;0
8889;Total male and female;10 to 14 years;Trinidad and Tobago;St Eustatius;2024;0
8890;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2011;0
8891;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2012;0
8892;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2013;0
8893;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2014;0
8894;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2015;0
8895;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2016;0
8896;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2017;0
8897;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2018;0
8898;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2019;0
8899;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2020;0
8900;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2021;1
8901;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2022;2
8902;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2023;2
8903;Total male and female;10 to 14 years;Trinidad and Tobago;Saba;2024;2
8904;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2011;18
8905;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2012;15
8906;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2013;18
8907;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2014;19
8908;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2015;14
8909;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2016;14
8910;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2017;17
8911;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2018;17
8912;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2019;17
8913;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2020;21
8914;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2021;22
8915;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2022;21
8916;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2023;19
8917;Total male and female;10 to 14 years;United States of America;Caribbean Netherlands;2024;18
8918;Total male and female;10 to 14 years;United States of America;Bonaire;2011;11
8919;Total male and female;10 to 14 years;United States of America;Bonaire;2012;9
8920;Total male and female;10 to 14 years;United States of America;Bonaire;2013;11
8921;Total male and female;10 to 14 years;United States of America;Bonaire;2014;11
8922;Total male and female;10 to 14 years;United States of America;Bonaire;2015;6
8923;Total male and female;10 to 14 years;United States of America;Bonaire;2016;7
8924;Total male and female;10 to 14 years;United States of America;Bonaire;2017;10
8925;Total male and female;10 to 14 years;United States of America;Bonaire;2018;11
8926;Total male and female;10 to 14 years;United States of America;Bonaire;2019;12
8927;Total male and female;10 to 14 years;United States of America;Bonaire;2020;11
8928;Total male and female;10 to 14 years;United States of America;Bonaire;2021;12
8929;Total male and female;10 to 14 years;United States of America;Bonaire;2022;12
8930;Total male and female;10 to 14 years;United States of America;Bonaire;2023;12
8931;Total male and female;10 to 14 years;United States of America;Bonaire;2024;12
8932;Total male and female;10 to 14 years;United States of America;St Eustatius;2011;5
8933;Total male and female;10 to 14 years;United States of America;St Eustatius;2012;5
8934;Total male and female;10 to 14 years;United States of America;St Eustatius;2013;6
8935;Total male and female;10 to 14 years;United States of America;St Eustatius;2014;7
8936;Total male and female;10 to 14 years;United States of America;St Eustatius;2015;7
8937;Total male and female;10 to 14 years;United States of America;St Eustatius;2016;7
8938;Total male and female;10 to 14 years;United States of America;St Eustatius;2017;7
8939;Total male and female;10 to 14 years;United States of America;St Eustatius;2018;6
8940;Total male and female;10 to 14 years;United States of America;St Eustatius;2019;4
8941;Total male and female;10 to 14 years;United States of America;St Eustatius;2020;6
8942;Total male and female;10 to 14 years;United States of America;St Eustatius;2021;5
8943;Total male and female;10 to 14 years;United States of America;St Eustatius;2022;5
8944;Total male and female;10 to 14 years;United States of America;St Eustatius;2023;1
8945;Total male and female;10 to 14 years;United States of America;St Eustatius;2024;0
8946;Total male and female;10 to 14 years;United States of America;Saba;2011;2
8947;Total male and female;10 to 14 years;United States of America;Saba;2012;1
8948;Total male and female;10 to 14 years;United States of America;Saba;2013;1
8949;Total male and female;10 to 14 years;United States of America;Saba;2014;1
8950;Total male and female;10 to 14 years;United States of America;Saba;2015;1
8951;Total male and female;10 to 14 years;United States of America;Saba;2016;0
8952;Total male and female;10 to 14 years;United States of America;Saba;2017;0
8953;Total male and female;10 to 14 years;United States of America;Saba;2018;0
8954;Total male and female;10 to 14 years;United States of America;Saba;2019;1
8955;Total male and female;10 to 14 years;United States of America;Saba;2020;4
8956;Total male and female;10 to 14 years;United States of America;Saba;2021;5
8957;Total male and female;10 to 14 years;United States of America;Saba;2022;4
8958;Total male and female;10 to 14 years;United States of America;Saba;2023;6
8959;Total male and female;10 to 14 years;United States of America;Saba;2024;6
8960;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2011;21
8961;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2012;21
8962;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2013;21
8963;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2014;19
8964;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2015;21
8965;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2016;21
8966;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2017;17
8967;Total male and female;10 to 14 years;Venezuela;Caribbean Netherlands;2018;20
