ID;Bestemmingen;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
2079;  Duitsland              per schip;  oktober   1988;;
2080;  Duitsland              per schip;winter  1989;;
2081;  Duitsland              per schip;  december  1988;;
2082;  Duitsland              per schip;  januari   1989;;
2083;  Duitsland              per schip;  februari  1989;;
2084;  Duitsland              per schip;  maart     1989;;
2085;  Duitsland              per schip;zomer   1989;;
2086;  Duitsland              per schip;  april     1989;;
2087;  Duitsland              per schip;  mei       1989;;
2088;  Duitsland              per schip;  juni      1989;;
2089;  Duitsland              per schip;  juli      1989;;
2090;  Duitsland              per schip;  augustus  1989;;
2091;  Duitsland              per schip;  september 1989;;
2092;  Duitsland              per schip;  oktober   1989;;
2093;  Duitsland              per schip;winter  1990;;
2094;  Duitsland              per schip;  december  1989;;
2095;  Duitsland              per schip;  januari   1990;;
2096;  Duitsland              per schip;  februari  1990;;
2097;  Duitsland              per schip;  maart     1990;;
2098;  Duitsland              per schip;zomer   1990;;
2099;  Duitsland              per schip;  april     1990;;
2100;  Duitsland              per schip;  mei       1990;;
2101;  Duitsland              per schip;  juni      1990;;
2102;  Duitsland              per schip;  juli      1990;;
2103;  Duitsland              per schip;  augustus  1990;;
2104;  Duitsland              per schip;  september 1990;;
2105;  Duitsland              per schip;  oktober   1990;;
2106;  Duitsland              per schip;winter  1991;;
2107;  Duitsland              per schip;  december  1990;;
2108;  Duitsland              per schip;  januari   1991;;
2109;  Duitsland              per schip;  februari  1991;;
2110;  Duitsland              per schip;  maart     1991;;
2111;  Duitsland              per schip;zomer   1991;;
2112;  Duitsland              per schip;  april     1991;;
2113;  Duitsland              per schip;  mei       1991;;
2114;  Duitsland              per schip;  juni      1991;;
2115;  Duitsland              per schip;  juli      1991;;
2116;  Duitsland              per schip;  augustus  1991;;
2117;  Duitsland              per schip;  september 1991;;
2118;  Duitsland              per schip;  oktober   1991;;
2119;  Duitsland              per schip;winter  1992;;
2120;  Duitsland              per schip;  december  1991;;
2121;  Duitsland              per schip;  januari   1992;;
2122;  Duitsland              per schip;  februari  1992;;
2123;  Duitsland              per schip;  maart     1992;;
2124;  Duitsland              per schip;zomer   1992;;
2125;  Duitsland              per schip;  april     1992;;
2126;  Duitsland              per schip;  mei       1992;;
2127;  Duitsland              per schip;  juni      1992;;
2128;  Duitsland              per schip;  juli      1992;;
2129;  Duitsland              per schip;  augustus  1992;;
2130;  Duitsland              per schip;  september 1992;;
2131;  Duitsland              per schip;  oktober   1992;;
2132;  Duitsland              per schip;winter  1993;;
2133;  Duitsland              per schip;  december  1992;;
2134;  Duitsland              per schip;  januari   1993;;
2135;  Duitsland              per schip;  februari  1993;;
2136;  Duitsland              per schip;  maart     1993;;
2137;  Duitsland              per schip;zomer   1993;;
2138;  Duitsland              per schip;  april     1993;;
2139;  Duitsland              per schip;  mei       1993;;
2140;  Duitsland              per schip;  juni      1993;;
2141;  Duitsland              per schip;  juli      1993;;
2142;  Duitsland              per schip;  augustus  1993;;
2143;  Duitsland              per schip;  september 1993;;
2144;  Duitsland              per schip;  oktober   1993;;
2145;  Duitsland              per schip;winter  1994;;
2146;  Duitsland              per schip;  december  1993;;
2147;  Duitsland              per schip;  januari   1994;;
2148;  Duitsland              per schip;  februari  1994;;
2149;  Duitsland              per schip;  maart     1994;;
2150;  Duitsland              per schip;zomer   1994;;
2151;  Duitsland              per schip;  april     1994;;
2152;  Duitsland              per schip;  mei       1994;;
2153;  Duitsland              per schip;  juni      1994;;
2154;  Duitsland              per schip;  juli      1994;;
2155;  Duitsland              per schip;  augustus  1994;;
2156;  Duitsland              per schip;  september 1994;;
2157;  Duitsland              per schip;  oktober   1994;;
2158;  Duitsland              per schip;winter  1995;;
2159;  Duitsland              per schip;  december  1994;;
2160;  Duitsland              per schip;  januari   1995;;
2161;  Duitsland              per schip;  februari  1995;;
2162;  Duitsland              per schip;  maart     1995;;
2163;  Duitsland              per schip;zomer   1995;;
2164;  Duitsland              per schip;  april     1995;;
2165;  Duitsland              per schip;  mei       1995;;
2166;  Duitsland              per schip;  juni      1995;;
2167;  Duitsland              per schip;  juli      1995;;
2168;  Duitsland              per schip;  augustus  1995;;
2169;  Duitsland              per schip;  september 1995;;
2170;  Duitsland              per schip;  oktober   1995;;
2171;  Duitsland              per schip;winter  1996;;
2172;  Duitsland              per schip;  december  1995;;
2173;  Duitsland              per schip;  januari   1996;;
2174;  Duitsland              per schip;  februari  1996;;
2175;  Duitsland              per schip;  maart     1996;;
2176;  Duitsland              per schip;zomer   1996;;
2177;  Duitsland              per schip;  april     1996;;
2178;  Duitsland              per schip;  mei       1996;;
2179;  Duitsland              per schip;  juni      1996;;
2180;  Duitsland              per schip;  juli      1996;;
2181;  Duitsland              per schip;  augustus  1996;;
2182;  Duitsland              per schip;  september 1996;;
2183;  Duitsland              per schip;  oktober   1996;;
2184;  Duitsland              per touringcar;winter  1985;;
2185;  Duitsland              per touringcar;  december  1984;;
2186;  Duitsland              per touringcar;  januari   1985;;
2187;  Duitsland              per touringcar;  februari  1985;;
2188;  Duitsland              per touringcar;  maart     1985;;
2189;  Duitsland              per touringcar;zomer   1985;25.0;85.0
2190;  Duitsland              per touringcar;  april     1985;25.0;85.0
2191;  Duitsland              per touringcar;  mei       1985;25.0;85.0
2192;  Duitsland              per touringcar;  juni      1985;25.0;85.0
2193;  Duitsland              per touringcar;  juli      1985;25.0;85.0
2194;  Duitsland              per touringcar;  augustus  1985;25.0;85.0
2195;  Duitsland              per touringcar;  september 1985;25.0;85.0
2196;  Duitsland              per touringcar;  oktober   1985;25.0;85.0
2197;  Duitsland              per touringcar;winter  1986;;
2198;  Duitsland              per touringcar;  december  1985;;
2199;  Duitsland              per touringcar;  januari   1986;;
2200;  Duitsland              per touringcar;  februari  1986;;
2201;  Duitsland              per touringcar;  maart     1986;;
2202;  Duitsland              per touringcar;zomer   1986;25.0;87.0
2203;  Duitsland              per touringcar;  april     1986;25.0;82.0
2204;  Duitsland              per touringcar;  mei       1986;25.0;86.0
2205;  Duitsland              per touringcar;  juni      1986;25.0;89.0
2206;  Duitsland              per touringcar;  juli      1986;25.0;93.0
2207;  Duitsland              per touringcar;  augustus  1986;25.0;90.0
2208;  Duitsland              per touringcar;  september 1986;25.0;87.0
2209;  Duitsland              per touringcar;  oktober   1986;25.0;82.0
2210;  Duitsland              per touringcar;winter  1987;;
2211;  Duitsland              per touringcar;  december  1986;;
2212;  Duitsland              per touringcar;  januari   1987;;
2213;  Duitsland              per touringcar;  februari  1987;;
2214;  Duitsland              per touringcar;  maart     1987;;
2215;  Duitsland              per touringcar;zomer   1987;25.0;87.0
2216;  Duitsland              per touringcar;  april     1987;25.0;83.0
2217;  Duitsland              per touringcar;  mei       1987;25.0;86.0
2218;  Duitsland              per touringcar;  juni      1987;25.0;90.0
2219;  Duitsland              per touringcar;  juli      1987;25.0;94.0
2220;  Duitsland              per touringcar;  augustus  1987;25.0;91.0
2221;  Duitsland              per touringcar;  september 1987;25.0;86.0
2222;  Duitsland              per touringcar;  oktober   1987;25.0;83.0
2223;  Duitsland              per touringcar;winter  1988;;
2224;  Duitsland              per touringcar;  december  1987;;
2225;  Duitsland              per touringcar;  januari   1988;;
2226;  Duitsland              per touringcar;  februari  1988;;
2227;  Duitsland              per touringcar;  maart     1988;;
2228;  Duitsland              per touringcar;zomer   1988;25.0;93.0
2229;  Duitsland              per touringcar;  april     1988;25.0;89.0
2230;  Duitsland              per touringcar;  mei       1988;25.0;92.0
2231;  Duitsland              per touringcar;  juni      1988;25.0;95.0
2232;  Duitsland              per touringcar;  juli      1988;25.0;98.0
2233;  Duitsland              per touringcar;  augustus  1988;25.0;97.0
2234;  Duitsland              per touringcar;  september 1988;25.0;93.0
2235;  Duitsland              per touringcar;  oktober   1988;25.0;90.0
2236;  Duitsland              per touringcar;winter  1989;;
2237;  Duitsland              per touringcar;  december  1988;;
2238;  Duitsland              per touringcar;  januari   1989;;
2239;  Duitsland              per touringcar;  februari  1989;;
2240;  Duitsland              per touringcar;  maart     1989;;
2241;  Duitsland              per touringcar;zomer   1989;25.0;93.0
2242;  Duitsland              per touringcar;  april     1989;25.0;89.0
2243;  Duitsland              per touringcar;  mei       1989;25.0;92.0
2244;  Duitsland              per touringcar;  juni      1989;25.0;95.0
2245;  Duitsland              per touringcar;  juli      1989;25.0;98.0
2246;  Duitsland              per touringcar;  augustus  1989;25.0;97.0
2247;  Duitsland              per touringcar;  september 1989;25.0;93.0
2248;  Duitsland              per touringcar;  oktober   1989;25.0;89.0
2249;  Duitsland              per touringcar;winter  1990;;
2250;  Duitsland              per touringcar;  december  1989;;
2251;  Duitsland              per touringcar;  januari   1990;;
2252;  Duitsland              per touringcar;  februari  1990;;
2253;  Duitsland              per touringcar;  maart     1990;;
2254;  Duitsland              per touringcar;zomer   1990;25.0;100.0
2255;  Duitsland              per touringcar;  april     1990;25.0;100.0
2256;  Duitsland              per touringcar;  mei       1990;25.0;100.0
2257;  Duitsland              per touringcar;  juni      1990;25.0;100.0
2258;  Duitsland              per touringcar;  juli      1990;25.0;100.0
2259;  Duitsland              per touringcar;  augustus  1990;25.0;100.0
2260;  Duitsland              per touringcar;  september 1990;25.0;100.0
2261;  Duitsland              per touringcar;  oktober   1990;25.0;100.0
2262;  Duitsland              per touringcar;winter  1991;;
2263;  Duitsland              per touringcar;  december  1990;;
2264;  Duitsland              per touringcar;  januari   1991;;
2265;  Duitsland              per touringcar;  februari  1991;;
2266;  Duitsland              per touringcar;  maart     1991;;
2267;  Duitsland              per touringcar;zomer   1991;25.0;106.0
2268;  Duitsland              per touringcar;  april     1991;25.0;101.0
2269;  Duitsland              per touringcar;  mei       1991;25.0;105.0
2270;  Duitsland              per touringcar;  juni      1991;25.0;107.0
2271;  Duitsland              per touringcar;  juli      1991;25.0;110.0
2272;  Duitsland              per touringcar;  augustus  1991;25.0;109.0
2273;  Duitsland              per touringcar;  september 1991;25.0;107.0
2274;  Duitsland              per touringcar;  oktober   1991;25.0;102.0
2275;  Duitsland              per touringcar;winter  1992;;
2276;  Duitsland              per touringcar;  december  1991;;
2277;  Duitsland              per touringcar;  januari   1992;;
2278;  Duitsland              per touringcar;  februari  1992;;
2279;  Duitsland              per touringcar;  maart     1992;;
2280;  Duitsland              per touringcar;zomer   1992;25.0;111.0
2281;  Duitsland              per touringcar;  april     1992;25.0;107.0
2282;  Duitsland              per touringcar;  mei       1992;25.0;110.0
2283;  Duitsland              per touringcar;  juni      1992;25.0;112.0
2284;  Duitsland              per touringcar;  juli      1992;25.0;114.0
2285;  Duitsland              per touringcar;  augustus  1992;25.0;114.0
2286;  Duitsland              per touringcar;  september 1992;25.0;111.0
2287;  Duitsland              per touringcar;  oktober   1992;25.0;108.0
2288;  Duitsland              per touringcar;winter  1993;;
2289;  Duitsland              per touringcar;  december  1992;;
2290;  Duitsland              per touringcar;  januari   1993;;
2291;  Duitsland              per touringcar;  februari  1993;;
2292;  Duitsland              per touringcar;  maart     1993;;
2293;  Duitsland              per touringcar;zomer   1993;25.0;112.0
2294;  Duitsland              per touringcar;  april     1993;25.0;110.0
2295;  Duitsland              per touringcar;  mei       1993;25.0;111.0
2296;  Duitsland              per touringcar;  juni      1993;25.0;113.0
2297;  Duitsland              per touringcar;  juli      1993;25.0;115.0
2298;  Duitsland              per touringcar;  augustus  1993;25.0;115.0
2299;  Duitsland              per touringcar;  september 1993;25.0;113.0
2300;  Duitsland              per touringcar;  oktober   1993;25.0;110.0
2301;  Duitsland              per touringcar;winter  1994;;
2302;  Duitsland              per touringcar;  december  1993;;
2303;  Duitsland              per touringcar;  januari   1994;;
2304;  Duitsland              per touringcar;  februari  1994;;
2305;  Duitsland              per touringcar;  maart     1994;;
2306;  Duitsland              per touringcar;zomer   1994;25.0;115.0
2307;  Duitsland              per touringcar;  april     1994;25.0;111.0
2308;  Duitsland              per touringcar;  mei       1994;25.0;114.0
2309;  Duitsland              per touringcar;  juni      1994;25.0;116.0
2310;  Duitsland              per touringcar;  juli      1994;25.0;117.0
2311;  Duitsland              per touringcar;  augustus  1994;25.0;116.0
2312;  Duitsland              per touringcar;  september 1994;25.0;116.0
2313;  Duitsland              per touringcar;  oktober   1994;25.0;114.0
2314;  Duitsland              per touringcar;winter  1995;;
2315;  Duitsland              per touringcar;  december  1994;;
2316;  Duitsland              per touringcar;  januari   1995;;
2317;  Duitsland              per touringcar;  februari  1995;;
2318;  Duitsland              per touringcar;  maart     1995;;
2319;  Duitsland              per touringcar;zomer   1995;25.0;119.0
2320;  Duitsland              per touringcar;  april     1995;25.0;117.0
2321;  Duitsland              per touringcar;  mei       1995;25.0;118.0
2322;  Duitsland              per touringcar;  juni      1995;25.0;120.0
2323;  Duitsland              per touringcar;  juli      1995;25.0;121.0
2324;  Duitsland              per touringcar;  augustus  1995;25.0;121.0
2325;  Duitsland              per touringcar;  september 1995;25.0;119.0
2326;  Duitsland              per touringcar;  oktober   1995;25.0;118.0
2327;  Duitsland              per touringcar;winter  1996;;
2328;  Duitsland              per touringcar;  december  1995;;
2329;  Duitsland              per touringcar;  januari   1996;;
2330;  Duitsland              per touringcar;  februari  1996;;
2331;  Duitsland              per touringcar;  maart     1996;;
2332;  Duitsland              per touringcar;zomer   1996;25.0;121.0
2333;  Duitsland              per touringcar;  april     1996;25.0;118.0
2334;  Duitsland              per touringcar;  mei       1996;25.0;120.0
2335;  Duitsland              per touringcar;  juni      1996;25.0;123.0
2336;  Duitsland              per touringcar;  juli      1996;25.0;123.0
2337;  Duitsland              per touringcar;  augustus  1996;25.0;123.0
2338;  Duitsland              per touringcar;  september 1996;25.0;121.0
2339;  Duitsland              per touringcar;  oktober   1996;25.0;119.0
2340;  Duitsland              per trein;winter  1985;;
2341;  Duitsland              per trein;  december  1984;;
2342;  Duitsland              per trein;  januari   1985;;
2343;  Duitsland              per trein;  februari  1985;;
2344;  Duitsland              per trein;  maart     1985;;
2345;  Duitsland              per trein;zomer   1985;;
2346;  Duitsland              per trein;  april     1985;;
2347;  Duitsland              per trein;  mei       1985;;
2348;  Duitsland              per trein;  juni      1985;;
2349;  Duitsland              per trein;  juli      1985;;
2350;  Duitsland              per trein;  augustus  1985;;
2351;  Duitsland              per trein;  september 1985;;
2352;  Duitsland              per trein;  oktober   1985;;
2353;  Duitsland              per trein;winter  1986;;
2354;  Duitsland              per trein;  december  1985;;
2355;  Duitsland              per trein;  januari   1986;;
2356;  Duitsland              per trein;  februari  1986;;
2357;  Duitsland              per trein;  maart     1986;;
2358;  Duitsland              per trein;zomer   1986;;
2359;  Duitsland              per trein;  april     1986;;
2360;  Duitsland              per trein;  mei       1986;;
2361;  Duitsland              per trein;  juni      1986;;
2362;  Duitsland              per trein;  juli      1986;;
2363;  Duitsland              per trein;  augustus  1986;;
2364;  Duitsland              per trein;  september 1986;;
2365;  Duitsland              per trein;  oktober   1986;;
2366;  Duitsland              per trein;winter  1987;;
2367;  Duitsland              per trein;  december  1986;;
2368;  Duitsland              per trein;  januari   1987;;
2369;  Duitsland              per trein;  februari  1987;;
2370;  Duitsland              per trein;  maart     1987;;
2371;  Duitsland              per trein;zomer   1987;;
2372;  Duitsland              per trein;  april     1987;;
2373;  Duitsland              per trein;  mei       1987;;
2374;  Duitsland              per trein;  juni      1987;;
2375;  Duitsland              per trein;  juli      1987;;
2376;  Duitsland              per trein;  augustus  1987;;
2377;  Duitsland              per trein;  september 1987;;
2378;  Duitsland              per trein;  oktober   1987;;
2379;  Duitsland              per trein;winter  1988;;
2380;  Duitsland              per trein;  december  1987;;
2381;  Duitsland              per trein;  januari   1988;;
2382;  Duitsland              per trein;  februari  1988;;
2383;  Duitsland              per trein;  maart     1988;;
2384;  Duitsland              per trein;zomer   1988;;
2385;  Duitsland              per trein;  april     1988;;
2386;  Duitsland              per trein;  mei       1988;;
2387;  Duitsland              per trein;  juni      1988;;
2388;  Duitsland              per trein;  juli      1988;;
2389;  Duitsland              per trein;  augustus  1988;;
2390;  Duitsland              per trein;  september 1988;;
2391;  Duitsland              per trein;  oktober   1988;;
2392;  Duitsland              per trein;winter  1989;;
2393;  Duitsland              per trein;  december  1988;;
2394;  Duitsland              per trein;  januari   1989;;
2395;  Duitsland              per trein;  februari  1989;;
2396;  Duitsland              per trein;  maart     1989;;
2397;  Duitsland              per trein;zomer   1989;;
2398;  Duitsland              per trein;  april     1989;;
2399;  Duitsland              per trein;  mei       1989;;
2400;  Duitsland              per trein;  juni      1989;;
2401;  Duitsland              per trein;  juli      1989;;
2402;  Duitsland              per trein;  augustus  1989;;
2403;  Duitsland              per trein;  september 1989;;
2404;  Duitsland              per trein;  oktober   1989;;
2405;  Duitsland              per trein;winter  1990;;
2406;  Duitsland              per trein;  december  1989;;
2407;  Duitsland              per trein;  januari   1990;;
2408;  Duitsland              per trein;  februari  1990;;
2409;  Duitsland              per trein;  maart     1990;;
2410;  Duitsland              per trein;zomer   1990;;
2411;  Duitsland              per trein;  april     1990;;
2412;  Duitsland              per trein;  mei       1990;;
2413;  Duitsland              per trein;  juni      1990;;
2414;  Duitsland              per trein;  juli      1990;;
2415;  Duitsland              per trein;  augustus  1990;;
2416;  Duitsland              per trein;  september 1990;;
2417;  Duitsland              per trein;  oktober   1990;;
2418;  Duitsland              per trein;winter  1991;;
2419;  Duitsland              per trein;  december  1990;;
2420;  Duitsland              per trein;  januari   1991;;
2421;  Duitsland              per trein;  februari  1991;;
2422;  Duitsland              per trein;  maart     1991;;
2423;  Duitsland              per trein;zomer   1991;;
2424;  Duitsland              per trein;  april     1991;;
2425;  Duitsland              per trein;  mei       1991;;
2426;  Duitsland              per trein;  juni      1991;;
2427;  Duitsland              per trein;  juli      1991;;
2428;  Duitsland              per trein;  augustus  1991;;
2429;  Duitsland              per trein;  september 1991;;
2430;  Duitsland              per trein;  oktober   1991;;
2431;  Duitsland              per trein;winter  1992;;
2432;  Duitsland              per trein;  december  1991;;
2433;  Duitsland              per trein;  januari   1992;;
2434;  Duitsland              per trein;  februari  1992;;
2435;  Duitsland              per trein;  maart     1992;;
2436;  Duitsland              per trein;zomer   1992;;
2437;  Duitsland              per trein;  april     1992;;
2438;  Duitsland              per trein;  mei       1992;;
2439;  Duitsland              per trein;  juni      1992;;
2440;  Duitsland              per trein;  juli      1992;;
2441;  Duitsland              per trein;  augustus  1992;;
2442;  Duitsland              per trein;  september 1992;;
2443;  Duitsland              per trein;  oktober   1992;;
2444;  Duitsland              per trein;winter  1993;;
2445;  Duitsland              per trein;  december  1992;;
2446;  Duitsland              per trein;  januari   1993;;
2447;  Duitsland              per trein;  februari  1993;;
2448;  Duitsland              per trein;  maart     1993;;
2449;  Duitsland              per trein;zomer   1993;;
2450;  Duitsland              per trein;  april     1993;;
2451;  Duitsland              per trein;  mei       1993;;
2452;  Duitsland              per trein;  juni      1993;;
2453;  Duitsland              per trein;  juli      1993;;
2454;  Duitsland              per trein;  augustus  1993;;
2455;  Duitsland              per trein;  september 1993;;
2456;  Duitsland              per trein;  oktober   1993;;
2457;  Duitsland              per trein;winter  1994;;
2458;  Duitsland              per trein;  december  1993;;
2459;  Duitsland              per trein;  januari   1994;;
2460;  Duitsland              per trein;  februari  1994;;
2461;  Duitsland              per trein;  maart     1994;;
2462;  Duitsland              per trein;zomer   1994;;
2463;  Duitsland              per trein;  april     1994;;
2464;  Duitsland              per trein;  mei       1994;;
2465;  Duitsland              per trein;  juni      1994;;
2466;  Duitsland              per trein;  juli      1994;;
2467;  Duitsland              per trein;  augustus  1994;;
2468;  Duitsland              per trein;  september 1994;;
2469;  Duitsland              per trein;  oktober   1994;;
2470;  Duitsland              per trein;winter  1995;;
2471;  Duitsland              per trein;  december  1994;;
2472;  Duitsland              per trein;  januari   1995;;
2473;  Duitsland              per trein;  februari  1995;;
2474;  Duitsland              per trein;  maart     1995;;
2475;  Duitsland              per trein;zomer   1995;;
2476;  Duitsland              per trein;  april     1995;;
2477;  Duitsland              per trein;  mei       1995;;
2478;  Duitsland              per trein;  juni      1995;;
2479;  Duitsland              per trein;  juli      1995;;
2480;  Duitsland              per trein;  augustus  1995;;
2481;  Duitsland              per trein;  september 1995;;
2482;  Duitsland              per trein;  oktober   1995;;
2483;  Duitsland              per trein;winter  1996;;
2484;  Duitsland              per trein;  december  1995;;
2485;  Duitsland              per trein;  januari   1996;;
2486;  Duitsland              per trein;  februari  1996;;
2487;  Duitsland              per trein;  maart     1996;;
2488;  Duitsland              per trein;zomer   1996;;
2489;  Duitsland              per trein;  april     1996;;
2490;  Duitsland              per trein;  mei       1996;;
2491;  Duitsland              per trein;  juni      1996;;
2492;  Duitsland              per trein;  juli      1996;;
2493;  Duitsland              per trein;  augustus  1996;;
2494;  Duitsland              per trein;  september 1996;;
2495;  Duitsland              per trein;  oktober   1996;;
2496;  Frankrijk              per auto;winter  1985;;
2497;  Frankrijk              per auto;  december  1984;;
2498;  Frankrijk              per auto;  januari   1985;;
2499;  Frankrijk              per auto;  februari  1985;;
2500;  Frankrijk              per auto;  maart     1985;;
2501;  Frankrijk              per auto;zomer   1985;34.0;102.0
2502;  Frankrijk              per auto;  april     1985;34.0;102.0
2503;  Frankrijk              per auto;  mei       1985;34.0;102.0
2504;  Frankrijk              per auto;  juni      1985;34.0;102.0
2505;  Frankrijk              per auto;  juli      1985;34.0;102.0
2506;  Frankrijk              per auto;  augustus  1985;34.0;102.0
2507;  Frankrijk              per auto;  september 1985;34.0;102.0
2508;  Frankrijk              per auto;  oktober   1985;34.0;102.0
2509;  Frankrijk              per auto;winter  1986;;
2510;  Frankrijk              per auto;  december  1985;;
2511;  Frankrijk              per auto;  januari   1986;;
2512;  Frankrijk              per auto;  februari  1986;;
2513;  Frankrijk              per auto;  maart     1986;;
2514;  Frankrijk              per auto;zomer   1986;34.0;108.0
2515;  Frankrijk              per auto;  april     1986;34.0;66.0
2516;  Frankrijk              per auto;  mei       1986;34.0;76.0
2517;  Frankrijk              per auto;  juni      1986;34.0;113.0
2518;  Frankrijk              per auto;  juli      1986;34.0;180.0
2519;  Frankrijk              per auto;  augustus  1986;34.0;159.0
2520;  Frankrijk              per auto;  september 1986;34.0;91.0
2521;  Frankrijk              per auto;  oktober   1986;34.0;70.0
2522;  Frankrijk              per auto;winter  1987;;
2523;  Frankrijk              per auto;  december  1986;;
2524;  Frankrijk              per auto;  januari   1987;;
2525;  Frankrijk              per auto;  februari  1987;;
2526;  Frankrijk              per auto;  maart     1987;;
2527;  Frankrijk              per auto;zomer   1987;34.0;89.0
2528;  Frankrijk              per auto;  april     1987;34.0;74.0
2529;  Frankrijk              per auto;  mei       1987;34.0;73.0
2530;  Frankrijk              per auto;  juni      1987;34.0;95.0
2531;  Frankrijk              per auto;  juli      1987;34.0;120.0
2532;  Frankrijk              per auto;  augustus  1987;34.0;114.0
2533;  Frankrijk              per auto;  september 1987;34.0;85.0
2534;  Frankrijk              per auto;  oktober   1987;34.0;59.0
2535;  Frankrijk              per auto;winter  1988;;
2536;  Frankrijk              per auto;  december  1987;;
2537;  Frankrijk              per auto;  januari   1988;;
2538;  Frankrijk              per auto;  februari  1988;;
2539;  Frankrijk              per auto;  maart     1988;;
2540;  Frankrijk              per auto;zomer   1988;34.0;88.0
2541;  Frankrijk              per auto;  april     1988;34.0;71.0
2542;  Frankrijk              per auto;  mei       1988;34.0;75.0
2543;  Frankrijk              per auto;  juni      1988;34.0;92.0
2544;  Frankrijk              per auto;  juli      1988;34.0;125.0
2545;  Frankrijk              per auto;  augustus  1988;34.0;118.0
2546;  Frankrijk              per auto;  september 1988;34.0;78.0
2547;  Frankrijk              per auto;  oktober   1988;34.0;60.0
2548;  Frankrijk              per auto;winter  1989;;
2549;  Frankrijk              per auto;  december  1988;;
2550;  Frankrijk              per auto;  januari   1989;;
2551;  Frankrijk              per auto;  februari  1989;;
2552;  Frankrijk              per auto;  maart     1989;;
2553;  Frankrijk              per auto;zomer   1989;34.0;89.0
2554;  Frankrijk              per auto;  april     1989;34.0;74.0
2555;  Frankrijk              per auto;  mei       1989;34.0;76.0
2556;  Frankrijk              per auto;  juni      1989;34.0;87.0
2557;  Frankrijk              per auto;  juli      1989;34.0;120.0
2558;  Frankrijk              per auto;  augustus  1989;34.0;117.0
2559;  Frankrijk              per auto;  september 1989;34.0;80.0
2560;  Frankrijk              per auto;  oktober   1989;34.0;72.0
2561;  Frankrijk              per auto;winter  1990;19.0;100.0
2562;  Frankrijk              per auto;  december  1989;;
2563;  Frankrijk              per auto;  januari   1990;19.0;100.0
2564;  Frankrijk              per auto;  februari  1990;19.0;100.0
2565;  Frankrijk              per auto;  maart     1990;19.0;100.0
2566;  Frankrijk              per auto;zomer   1990;34.0;100.0
2567;  Frankrijk              per auto;  april     1990;34.0;100.0
2568;  Frankrijk              per auto;  mei       1990;34.0;100.0
2569;  Frankrijk              per auto;  juni      1990;34.0;100.0
2570;  Frankrijk              per auto;  juli      1990;34.0;100.0
2571;  Frankrijk              per auto;  augustus  1990;34.0;100.0
2572;  Frankrijk              per auto;  september 1990;34.0;100.0
2573;  Frankrijk              per auto;  oktober   1990;34.0;100.0
2574;  Frankrijk              per auto;winter  1991;19.0;107.0
2575;  Frankrijk              per auto;  december  1990;19.0;107.0
2576;  Frankrijk              per auto;  januari   1991;19.0;83.0
2577;  Frankrijk              per auto;  februari  1991;19.0;121.0
2578;  Frankrijk              per auto;  maart     1991;19.0;115.0
2579;  Frankrijk              per auto;zomer   1991;34.0;103.0
2580;  Frankrijk              per auto;  april     1991;34.0;82.0
2581;  Frankrijk              per auto;  mei       1991;34.0;83.0
2582;  Frankrijk              per auto;  juni      1991;34.0;99.0
2583;  Frankrijk              per auto;  juli      1991;34.0;149.0
2584;  Frankrijk              per auto;  augustus  1991;34.0;143.0
2585;  Frankrijk              per auto;  september 1991;34.0;88.0
2586;  Frankrijk              per auto;  oktober   1991;34.0;80.0
2587;  Frankrijk              per auto;winter  1992;19.0;107.0
2588;  Frankrijk              per auto;  december  1991;19.0;109.0
2589;  Frankrijk              per auto;  januari   1992;19.0;81.0
2590;  Frankrijk              per auto;  februari  1992;19.0;122.0
2591;  Frankrijk              per auto;  maart     1992;19.0;114.0
2592;  Frankrijk              per auto;zomer   1992;34.0;111.0
2593;  Frankrijk              per auto;  april     1992;34.0;88.0
2594;  Frankrijk              per auto;  mei       1992;34.0;90.0
2595;  Frankrijk              per auto;  juni      1992;34.0;112.0
2596;  Frankrijk              per auto;  juli      1992;34.0;156.0
2597;  Frankrijk              per auto;  augustus  1992;34.0;152.0
2598;  Frankrijk              per auto;  september 1992;34.0;96.0
2599;  Frankrijk              per auto;  oktober   1992;34.0;84.0
2600;  Frankrijk              per auto;winter  1993;19.0;120.0
2601;  Frankrijk              per auto;  december  1992;19.0;125.0
2602;  Frankrijk              per auto;  januari   1993;19.0;95.0
2603;  Frankrijk              per auto;  februari  1993;19.0;142.0
2604;  Frankrijk              per auto;  maart     1993;19.0;120.0
2605;  Frankrijk              per auto;zomer   1993;34.0;116.0
2606;  Frankrijk              per auto;  april     1993;34.0;97.0
2607;  Frankrijk              per auto;  mei       1993;34.0;93.0
2608;  Frankrijk              per auto;  juni      1993;34.0;112.0
2609;  Frankrijk              per auto;  juli      1993;34.0;159.0
2610;  Frankrijk              per auto;  augustus  1993;34.0;164.0
2611;  Frankrijk              per auto;  september 1993;34.0;99.0
2612;  Frankrijk              per auto;  oktober   1993;34.0;87.0
2613;  Frankrijk              per auto;winter  1994;19.0;123.0
2614;  Frankrijk              per auto;  december  1993;19.0;124.0
2615;  Frankrijk              per auto;  januari   1994;19.0;95.0
2616;  Frankrijk              per auto;  februari  1994;19.0;149.0
2617;  Frankrijk              per auto;  maart     1994;19.0;125.0
2618;  Frankrijk              per auto;zomer   1994;34.0;109.0
