ID;Bestemmingen;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
8308;  Spanje Costa Brava     per vliegtuig;  december  1987;;
8309;  Spanje Costa Brava     per vliegtuig;  januari   1988;;
8310;  Spanje Costa Brava     per vliegtuig;  februari  1988;;
8311;  Spanje Costa Brava     per vliegtuig;  maart     1988;;
8312;  Spanje Costa Brava     per vliegtuig;zomer   1988;14.0;93.0
8313;  Spanje Costa Brava     per vliegtuig;  april     1988;14.0;74.0
8314;  Spanje Costa Brava     per vliegtuig;  mei       1988;14.0;81.0
8315;  Spanje Costa Brava     per vliegtuig;  juni      1988;14.0;92.0
8316;  Spanje Costa Brava     per vliegtuig;  juli      1988;14.0;125.0
8317;  Spanje Costa Brava     per vliegtuig;  augustus  1988;14.0;113.0
8318;  Spanje Costa Brava     per vliegtuig;  september 1988;14.0;89.0
8319;  Spanje Costa Brava     per vliegtuig;  oktober   1988;14.0;77.0
8320;  Spanje Costa Brava     per vliegtuig;winter  1989;;
8321;  Spanje Costa Brava     per vliegtuig;  december  1988;;
8322;  Spanje Costa Brava     per vliegtuig;  januari   1989;;
8323;  Spanje Costa Brava     per vliegtuig;  februari  1989;;
8324;  Spanje Costa Brava     per vliegtuig;  maart     1989;;
8325;  Spanje Costa Brava     per vliegtuig;zomer   1989;14.0;94.0
8326;  Spanje Costa Brava     per vliegtuig;  april     1989;14.0;75.0
8327;  Spanje Costa Brava     per vliegtuig;  mei       1989;14.0;82.0
8328;  Spanje Costa Brava     per vliegtuig;  juni      1989;14.0;95.0
8329;  Spanje Costa Brava     per vliegtuig;  juli      1989;14.0;126.0
8330;  Spanje Costa Brava     per vliegtuig;  augustus  1989;14.0;113.0
8331;  Spanje Costa Brava     per vliegtuig;  september 1989;14.0;91.0
8332;  Spanje Costa Brava     per vliegtuig;  oktober   1989;14.0;79.0
8333;  Spanje Costa Brava     per vliegtuig;winter  1990;;
8334;  Spanje Costa Brava     per vliegtuig;  december  1989;;
8335;  Spanje Costa Brava     per vliegtuig;  januari   1990;;
8336;  Spanje Costa Brava     per vliegtuig;  februari  1990;;
8337;  Spanje Costa Brava     per vliegtuig;  maart     1990;;
8338;  Spanje Costa Brava     per vliegtuig;zomer   1990;14.0;100.0
8339;  Spanje Costa Brava     per vliegtuig;  april     1990;14.0;100.0
8340;  Spanje Costa Brava     per vliegtuig;  mei       1990;14.0;100.0
8341;  Spanje Costa Brava     per vliegtuig;  juni      1990;14.0;100.0
8342;  Spanje Costa Brava     per vliegtuig;  juli      1990;14.0;100.0
8343;  Spanje Costa Brava     per vliegtuig;  augustus  1990;14.0;100.0
8344;  Spanje Costa Brava     per vliegtuig;  september 1990;14.0;100.0
8345;  Spanje Costa Brava     per vliegtuig;  oktober   1990;14.0;100.0
8346;  Spanje Costa Brava     per vliegtuig;winter  1991;;
8347;  Spanje Costa Brava     per vliegtuig;  december  1990;;
8348;  Spanje Costa Brava     per vliegtuig;  januari   1991;;
8349;  Spanje Costa Brava     per vliegtuig;  februari  1991;;
8350;  Spanje Costa Brava     per vliegtuig;  maart     1991;;
8351;  Spanje Costa Brava     per vliegtuig;zomer   1991;14.0;108.0
8352;  Spanje Costa Brava     per vliegtuig;  april     1991;14.0;79.0
8353;  Spanje Costa Brava     per vliegtuig;  mei       1991;14.0;93.0
8354;  Spanje Costa Brava     per vliegtuig;  juni      1991;14.0;113.0
8355;  Spanje Costa Brava     per vliegtuig;  juli      1991;14.0;151.0
8356;  Spanje Costa Brava     per vliegtuig;  augustus  1991;14.0;129.0
8357;  Spanje Costa Brava     per vliegtuig;  september 1991;14.0;100.0
8358;  Spanje Costa Brava     per vliegtuig;  oktober   1991;14.0;89.0
8359;  Spanje Costa Brava     per vliegtuig;winter  1992;;
8360;  Spanje Costa Brava     per vliegtuig;  december  1991;;
8361;  Spanje Costa Brava     per vliegtuig;  januari   1992;;
8362;  Spanje Costa Brava     per vliegtuig;  februari  1992;;
8363;  Spanje Costa Brava     per vliegtuig;  maart     1992;;
8364;  Spanje Costa Brava     per vliegtuig;zomer   1992;14.0;117.0
8365;  Spanje Costa Brava     per vliegtuig;  april     1992;14.0;97.0
8366;  Spanje Costa Brava     per vliegtuig;  mei       1992;14.0;99.0
8367;  Spanje Costa Brava     per vliegtuig;  juni      1992;14.0;115.0
8368;  Spanje Costa Brava     per vliegtuig;  juli      1992;14.0;163.0
8369;  Spanje Costa Brava     per vliegtuig;  augustus  1992;14.0;139.0
8370;  Spanje Costa Brava     per vliegtuig;  september 1992;14.0;111.0
8371;  Spanje Costa Brava     per vliegtuig;  oktober   1992;14.0;94.0
8372;  Spanje Costa Brava     per vliegtuig;winter  1993;;
8373;  Spanje Costa Brava     per vliegtuig;  december  1992;;
8374;  Spanje Costa Brava     per vliegtuig;  januari   1993;;
8375;  Spanje Costa Brava     per vliegtuig;  februari  1993;;
8376;  Spanje Costa Brava     per vliegtuig;  maart     1993;;
8377;  Spanje Costa Brava     per vliegtuig;zomer   1993;14.0;115.0
8378;  Spanje Costa Brava     per vliegtuig;  april     1993;14.0;91.0
8379;  Spanje Costa Brava     per vliegtuig;  mei       1993;14.0;98.0
8380;  Spanje Costa Brava     per vliegtuig;  juni      1993;14.0;113.0
8381;  Spanje Costa Brava     per vliegtuig;  juli      1993;14.0;159.0
8382;  Spanje Costa Brava     per vliegtuig;  augustus  1993;14.0;144.0
8383;  Spanje Costa Brava     per vliegtuig;  september 1993;14.0;108.0
8384;  Spanje Costa Brava     per vliegtuig;  oktober   1993;14.0;94.0
8385;  Spanje Costa Brava     per vliegtuig;winter  1994;;
8386;  Spanje Costa Brava     per vliegtuig;  december  1993;;
8387;  Spanje Costa Brava     per vliegtuig;  januari   1994;;
8388;  Spanje Costa Brava     per vliegtuig;  februari  1994;;
8389;  Spanje Costa Brava     per vliegtuig;  maart     1994;;
8390;  Spanje Costa Brava     per vliegtuig;zomer   1994;14.0;109.0
8391;  Spanje Costa Brava     per vliegtuig;  april     1994;14.0;86.0
8392;  Spanje Costa Brava     per vliegtuig;  mei       1994;14.0;91.0
8393;  Spanje Costa Brava     per vliegtuig;  juni      1994;14.0;104.0
8394;  Spanje Costa Brava     per vliegtuig;  juli      1994;14.0;153.0
8395;  Spanje Costa Brava     per vliegtuig;  augustus  1994;14.0;138.0
8396;  Spanje Costa Brava     per vliegtuig;  september 1994;14.0;103.0
8397;  Spanje Costa Brava     per vliegtuig;  oktober   1994;14.0;89.0
8398;  Spanje Costa Brava     per vliegtuig;winter  1995;;
8399;  Spanje Costa Brava     per vliegtuig;  december  1994;;
8400;  Spanje Costa Brava     per vliegtuig;  januari   1995;;
8401;  Spanje Costa Brava     per vliegtuig;  februari  1995;;
8402;  Spanje Costa Brava     per vliegtuig;  maart     1995;;
8403;  Spanje Costa Brava     per vliegtuig;zomer   1995;14.0;116.0
8404;  Spanje Costa Brava     per vliegtuig;  april     1995;14.0;91.0
8405;  Spanje Costa Brava     per vliegtuig;  mei       1995;14.0;94.0
8406;  Spanje Costa Brava     per vliegtuig;  juni      1995;14.0;116.0
8407;  Spanje Costa Brava     per vliegtuig;  juli      1995;14.0;175.0
8408;  Spanje Costa Brava     per vliegtuig;  augustus  1995;14.0;149.0
8409;  Spanje Costa Brava     per vliegtuig;  september 1995;14.0;103.0
8410;  Spanje Costa Brava     per vliegtuig;  oktober   1995;14.0;86.0
8411;  Spanje Costa Brava     per vliegtuig;winter  1996;;
8412;  Spanje Costa Brava     per vliegtuig;  december  1995;;
8413;  Spanje Costa Brava     per vliegtuig;  januari   1996;;
8414;  Spanje Costa Brava     per vliegtuig;  februari  1996;;
8415;  Spanje Costa Brava     per vliegtuig;  maart     1996;;
8416;  Spanje Costa Brava     per vliegtuig;zomer   1996;14.0;110.0
8417;  Spanje Costa Brava     per vliegtuig;  april     1996;14.0;79.0
8418;  Spanje Costa Brava     per vliegtuig;  mei       1996;14.0;88.0
8419;  Spanje Costa Brava     per vliegtuig;  juni      1996;14.0;116.0
8420;  Spanje Costa Brava     per vliegtuig;  juli      1996;14.0;173.0
8421;  Spanje Costa Brava     per vliegtuig;  augustus  1996;14.0;138.0
8422;  Spanje Costa Brava     per vliegtuig;  september 1996;14.0;93.0
8423;  Spanje Costa Brava     per vliegtuig;  oktober   1996;14.0;80.0
8424;  Spanje Costa Dorado    per auto;winter  1985;;
8425;  Spanje Costa Dorado    per auto;  december  1984;;
8426;  Spanje Costa Dorado    per auto;  januari   1985;;
8427;  Spanje Costa Dorado    per auto;  februari  1985;;
8428;  Spanje Costa Dorado    per auto;  maart     1985;;
8429;  Spanje Costa Dorado    per auto;zomer   1985;;
8430;  Spanje Costa Dorado    per auto;  april     1985;;
8431;  Spanje Costa Dorado    per auto;  mei       1985;;
8432;  Spanje Costa Dorado    per auto;  juni      1985;;
8433;  Spanje Costa Dorado    per auto;  juli      1985;;
8434;  Spanje Costa Dorado    per auto;  augustus  1985;;
8435;  Spanje Costa Dorado    per auto;  september 1985;;
8436;  Spanje Costa Dorado    per auto;  oktober   1985;;
8437;  Spanje Costa Dorado    per auto;winter  1986;;
8438;  Spanje Costa Dorado    per auto;  december  1985;;
8439;  Spanje Costa Dorado    per auto;  januari   1986;;
8440;  Spanje Costa Dorado    per auto;  februari  1986;;
8441;  Spanje Costa Dorado    per auto;  maart     1986;;
8442;  Spanje Costa Dorado    per auto;zomer   1986;;
8443;  Spanje Costa Dorado    per auto;  april     1986;;
8444;  Spanje Costa Dorado    per auto;  mei       1986;;
8445;  Spanje Costa Dorado    per auto;  juni      1986;;
8446;  Spanje Costa Dorado    per auto;  juli      1986;;
8447;  Spanje Costa Dorado    per auto;  augustus  1986;;
8448;  Spanje Costa Dorado    per auto;  september 1986;;
8449;  Spanje Costa Dorado    per auto;  oktober   1986;;
8450;  Spanje Costa Dorado    per auto;winter  1987;;
8451;  Spanje Costa Dorado    per auto;  december  1986;;
8452;  Spanje Costa Dorado    per auto;  januari   1987;;
8453;  Spanje Costa Dorado    per auto;  februari  1987;;
8454;  Spanje Costa Dorado    per auto;  maart     1987;;
8455;  Spanje Costa Dorado    per auto;zomer   1987;;
8456;  Spanje Costa Dorado    per auto;  april     1987;;
8457;  Spanje Costa Dorado    per auto;  mei       1987;;
8458;  Spanje Costa Dorado    per auto;  juni      1987;;
8459;  Spanje Costa Dorado    per auto;  juli      1987;;
8460;  Spanje Costa Dorado    per auto;  augustus  1987;;
8461;  Spanje Costa Dorado    per auto;  september 1987;;
8462;  Spanje Costa Dorado    per auto;  oktober   1987;;
8463;  Spanje Costa Dorado    per auto;winter  1988;;
8464;  Spanje Costa Dorado    per auto;  december  1987;;
8465;  Spanje Costa Dorado    per auto;  januari   1988;;
8466;  Spanje Costa Dorado    per auto;  februari  1988;;
8467;  Spanje Costa Dorado    per auto;  maart     1988;;
8468;  Spanje Costa Dorado    per auto;zomer   1988;;
8469;  Spanje Costa Dorado    per auto;  april     1988;;
8470;  Spanje Costa Dorado    per auto;  mei       1988;;
8471;  Spanje Costa Dorado    per auto;  juni      1988;;
8472;  Spanje Costa Dorado    per auto;  juli      1988;;
8473;  Spanje Costa Dorado    per auto;  augustus  1988;;
8474;  Spanje Costa Dorado    per auto;  september 1988;;
8475;  Spanje Costa Dorado    per auto;  oktober   1988;;
8476;  Spanje Costa Dorado    per auto;winter  1989;;
8477;  Spanje Costa Dorado    per auto;  december  1988;;
8478;  Spanje Costa Dorado    per auto;  januari   1989;;
8479;  Spanje Costa Dorado    per auto;  februari  1989;;
8480;  Spanje Costa Dorado    per auto;  maart     1989;;
8481;  Spanje Costa Dorado    per auto;zomer   1989;;
8482;  Spanje Costa Dorado    per auto;  april     1989;;
8483;  Spanje Costa Dorado    per auto;  mei       1989;;
8484;  Spanje Costa Dorado    per auto;  juni      1989;;
8485;  Spanje Costa Dorado    per auto;  juli      1989;;
8486;  Spanje Costa Dorado    per auto;  augustus  1989;;
8487;  Spanje Costa Dorado    per auto;  september 1989;;
8488;  Spanje Costa Dorado    per auto;  oktober   1989;;
8489;  Spanje Costa Dorado    per auto;winter  1990;;
8490;  Spanje Costa Dorado    per auto;  december  1989;;
8491;  Spanje Costa Dorado    per auto;  januari   1990;;
8492;  Spanje Costa Dorado    per auto;  februari  1990;;
8493;  Spanje Costa Dorado    per auto;  maart     1990;;
8494;  Spanje Costa Dorado    per auto;zomer   1990;;
8495;  Spanje Costa Dorado    per auto;  april     1990;;
8496;  Spanje Costa Dorado    per auto;  mei       1990;;
8497;  Spanje Costa Dorado    per auto;  juni      1990;;
8498;  Spanje Costa Dorado    per auto;  juli      1990;;
8499;  Spanje Costa Dorado    per auto;  augustus  1990;;
8500;  Spanje Costa Dorado    per auto;  september 1990;;
8501;  Spanje Costa Dorado    per auto;  oktober   1990;;
8502;  Spanje Costa Dorado    per auto;winter  1991;;
8503;  Spanje Costa Dorado    per auto;  december  1990;;
8504;  Spanje Costa Dorado    per auto;  januari   1991;;
8505;  Spanje Costa Dorado    per auto;  februari  1991;;
8506;  Spanje Costa Dorado    per auto;  maart     1991;;
8507;  Spanje Costa Dorado    per auto;zomer   1991;;
8508;  Spanje Costa Dorado    per auto;  april     1991;;
8509;  Spanje Costa Dorado    per auto;  mei       1991;;
8510;  Spanje Costa Dorado    per auto;  juni      1991;;
8511;  Spanje Costa Dorado    per auto;  juli      1991;;
8512;  Spanje Costa Dorado    per auto;  augustus  1991;;
8513;  Spanje Costa Dorado    per auto;  september 1991;;
8514;  Spanje Costa Dorado    per auto;  oktober   1991;;
8515;  Spanje Costa Dorado    per auto;winter  1992;;
8516;  Spanje Costa Dorado    per auto;  december  1991;;
8517;  Spanje Costa Dorado    per auto;  januari   1992;;
8518;  Spanje Costa Dorado    per auto;  februari  1992;;
8519;  Spanje Costa Dorado    per auto;  maart     1992;;
8520;  Spanje Costa Dorado    per auto;zomer   1992;;
8521;  Spanje Costa Dorado    per auto;  april     1992;;
8522;  Spanje Costa Dorado    per auto;  mei       1992;;
8523;  Spanje Costa Dorado    per auto;  juni      1992;;
8524;  Spanje Costa Dorado    per auto;  juli      1992;;
8525;  Spanje Costa Dorado    per auto;  augustus  1992;;
8526;  Spanje Costa Dorado    per auto;  september 1992;;
8527;  Spanje Costa Dorado    per auto;  oktober   1992;;
8528;  Spanje Costa Dorado    per auto;winter  1993;;
8529;  Spanje Costa Dorado    per auto;  december  1992;;
8530;  Spanje Costa Dorado    per auto;  januari   1993;;
8531;  Spanje Costa Dorado    per auto;  februari  1993;;
8532;  Spanje Costa Dorado    per auto;  maart     1993;;
8533;  Spanje Costa Dorado    per auto;zomer   1993;;
8534;  Spanje Costa Dorado    per auto;  april     1993;;
8535;  Spanje Costa Dorado    per auto;  mei       1993;;
8536;  Spanje Costa Dorado    per auto;  juni      1993;;
8537;  Spanje Costa Dorado    per auto;  juli      1993;;
8538;  Spanje Costa Dorado    per auto;  augustus  1993;;
8539;  Spanje Costa Dorado    per auto;  september 1993;;
8540;  Spanje Costa Dorado    per auto;  oktober   1993;;
8541;  Spanje Costa Dorado    per auto;winter  1994;;
8542;  Spanje Costa Dorado    per auto;  december  1993;;
8543;  Spanje Costa Dorado    per auto;  januari   1994;;
8544;  Spanje Costa Dorado    per auto;  februari  1994;;
8545;  Spanje Costa Dorado    per auto;  maart     1994;;
8546;  Spanje Costa Dorado    per auto;zomer   1994;;
8547;  Spanje Costa Dorado    per auto;  april     1994;;
8548;  Spanje Costa Dorado    per auto;  mei       1994;;
8549;  Spanje Costa Dorado    per auto;  juni      1994;;
8550;  Spanje Costa Dorado    per auto;  juli      1994;;
8551;  Spanje Costa Dorado    per auto;  augustus  1994;;
8552;  Spanje Costa Dorado    per auto;  september 1994;;
8553;  Spanje Costa Dorado    per auto;  oktober   1994;;
8554;  Spanje Costa Dorado    per auto;winter  1995;;
8555;  Spanje Costa Dorado    per auto;  december  1994;;
8556;  Spanje Costa Dorado    per auto;  januari   1995;;
8557;  Spanje Costa Dorado    per auto;  februari  1995;;
8558;  Spanje Costa Dorado    per auto;  maart     1995;;
8559;  Spanje Costa Dorado    per auto;zomer   1995;;
8560;  Spanje Costa Dorado    per auto;  april     1995;;
8561;  Spanje Costa Dorado    per auto;  mei       1995;;
8562;  Spanje Costa Dorado    per auto;  juni      1995;;
8563;  Spanje Costa Dorado    per auto;  juli      1995;;
8564;  Spanje Costa Dorado    per auto;  augustus  1995;;
8565;  Spanje Costa Dorado    per auto;  september 1995;;
8566;  Spanje Costa Dorado    per auto;  oktober   1995;;
8567;  Spanje Costa Dorado    per auto;winter  1996;;
8568;  Spanje Costa Dorado    per auto;  december  1995;;
8569;  Spanje Costa Dorado    per auto;  januari   1996;;
8570;  Spanje Costa Dorado    per auto;  februari  1996;;
8571;  Spanje Costa Dorado    per auto;  maart     1996;;
8572;  Spanje Costa Dorado    per auto;zomer   1996;;
8573;  Spanje Costa Dorado    per auto;  april     1996;;
8574;  Spanje Costa Dorado    per auto;  mei       1996;;
8575;  Spanje Costa Dorado    per auto;  juni      1996;;
8576;  Spanje Costa Dorado    per auto;  juli      1996;;
8577;  Spanje Costa Dorado    per auto;  augustus  1996;;
8578;  Spanje Costa Dorado    per auto;  september 1996;;
8579;  Spanje Costa Dorado    per auto;  oktober   1996;;
8580;  Spanje Costa Dorado    per touringcar;winter  1985;;
8581;  Spanje Costa Dorado    per touringcar;  december  1984;;
8582;  Spanje Costa Dorado    per touringcar;  januari   1985;;
8583;  Spanje Costa Dorado    per touringcar;  februari  1985;;
8584;  Spanje Costa Dorado    per touringcar;  maart     1985;;
8585;  Spanje Costa Dorado    per touringcar;zomer   1985;5.0;84.0
8586;  Spanje Costa Dorado    per touringcar;  april     1985;5.0;84.0
8587;  Spanje Costa Dorado    per touringcar;  mei       1985;5.0;84.0
8588;  Spanje Costa Dorado    per touringcar;  juni      1985;5.0;84.0
8589;  Spanje Costa Dorado    per touringcar;  juli      1985;5.0;84.0
8590;  Spanje Costa Dorado    per touringcar;  augustus  1985;5.0;84.0
8591;  Spanje Costa Dorado    per touringcar;  september 1985;5.0;84.0
8592;  Spanje Costa Dorado    per touringcar;  oktober   1985;5.0;84.0
