ID;SoortVacature;Overheidssectoren;Perioden;TotaalAantalVacatures_1;k_10Werknemers_2;k_1099Werknemers_3;k_100Werknemers_4;k_1ElementaireBeroepen_5;k_2LagereBeroepen_6;k_4MiddelbareBeroepen_7;k_6HogereBeroepen_8;k_8WetenschappelijkeBeroepen_9;k_9BeroepOnbekend_10;k_2LagerOnderwijs_11;k_3VoortgezetOnderwijsLagereTrap_12;k_4VoortgezetOnderwijsHogereTrap_13;k_5HogerOnderwijs1eTrap_14;k_67HogerOnderwijs2e3eTrap_15;k_9Onbekend_16
541;Moeilijk vervulbare vacatures;Politie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
542;Moeilijk vervulbare vacatures;Politie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
543;Moeilijk vervulbare vacatures;Politie;2004;0.0;;;0.0;;;;;;;;;;;;
544;Moeilijk vervulbare vacatures;Politie;2006;0.3;;;0.3;0.0;0.0;0.2;0.0;0.0;;0.0;0.0;0.2;0.0;0.0;
545;Moeilijk vervulbare vacatures;Politie;2008;0.1;;;0.1;0.0;0.0;0.1;0.0;0.0;;;0.0;0.1;0.0;0.0;
546;Moeilijk vervulbare vacatures;Defensie;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
547;Moeilijk vervulbare vacatures;Defensie;2001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
548;Moeilijk vervulbare vacatures;Defensie;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
549;Moeilijk vervulbare vacatures;Defensie;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
550;Moeilijk vervulbare vacatures;Defensie;2004;0.0;;;0.0;;;;;;;;;;;;
551;Moeilijk vervulbare vacatures;Defensie;2006;0.0;;;0.0;0.0;;;;;;;;0.0;;;
552;Moeilijk vervulbare vacatures;Defensie;2008;;;;;;;;;;;;;;;;
553;Moeilijk vervulbare vacatures;Rechterlijke macht;2000;;;;;;;;;;;;;;;;
554;Moeilijk vervulbare vacatures;Rechterlijke macht;2001;;;;;;;;;;;;;;;;
555;Moeilijk vervulbare vacatures;Rechterlijke macht;2002;;;;;;;;;;;;;;;;
556;Moeilijk vervulbare vacatures;Rechterlijke macht;2003;;;;;;;;;;;;;;;;
557;Moeilijk vervulbare vacatures;Rechterlijke macht;2004;;;;;;;;;;;;;;;;
558;Moeilijk vervulbare vacatures;Rechterlijke macht;2006;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
559;Moeilijk vervulbare vacatures;Rechterlijke macht;2008;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;
560;Moeilijk vervulbare vacatures;Waterschappen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
561;Moeilijk vervulbare vacatures;Waterschappen;2001;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
562;Moeilijk vervulbare vacatures;Waterschappen;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
563;Moeilijk vervulbare vacatures;Waterschappen;2003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
564;Moeilijk vervulbare vacatures;Waterschappen;2004;0.0;;;0.0;;;;;;;;;;;;
565;Moeilijk vervulbare vacatures;Waterschappen;2006;0.0;;0.0;0.0;;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;
566;Moeilijk vervulbare vacatures;Waterschappen;2008;0.1;;;0.1;0.0;0.0;0.1;0.1;0.0;;;0.0;0.0;0.1;0.0;
