ID;Geslacht;Leeftijd;SBI93;SocialeVerzekeringsdagen;Perioden;WerknemersTotaal_1;ZonderAndereInkomstenbron_2;MetAndereInkomstenbronTotaal_3;MetUitkeringTotaal_4;MetAOUitkering_5;MetWWUitkering_6;MetBijstandsuitkering_7;MetAndereUitkering_8;MetPensioen_9;MetArbeidAlsZelfstandige_10;WerknemersTotaal_11;ZonderAndereInkomstenbron_12;MetAndereInkomstenbronTotaal_13;MetUitkeringTotaal_14;MetAOUitkering_15;MetWWUitkering_16;MetBijstandsuitkering_17;MetAndereUitkering_18;MetPensioen_19;MetArbeidAlsZelfstandige_20
2455;Totaal mannen en vrouwen;1;747 Reiniging gebouwen,transportmiddelen;260 of meer SV-dagen;2004, vrijdag 24 september;60.2;54.0;6.2;4.8;1.4;0.9;1.3;1.5;0.8;0.7;16.2;16.7;12.1;11.1;12.9;11.0;7.1;13.2;11.9;18.7
2456;Totaal mannen en vrouwen;1;747 Reiniging gebouwen,transportmiddelen;260 of meer SV-dagen;2005, vrijdag 30 september;54.5;48.9;5.6;4.3;1.1;0.9;1.2;1.4;0.8;0.7;16.7;17.2;12.1;11.0;13.2;10.9;6.9;13.1;12.2;19.7
2457;Totaal mannen en vrouwen;1;747 Reiniging gebouwen,transportmiddelen;260 of meer SV-dagen;2006, vrijdag 29 september;53.7;47.9;5.8;4.3;0.9;0.8;1.2;1.8;0.9;0.8;17.5;17.9;13.9;12.8;16.9;12.0;7.9;14.7;12.5;21.0
2458;Totaal mannen en vrouwen;1;747 Reiniging gebouwen,transportmiddelen;260 of meer SV-dagen;2007, vrijdag 28 september;57.4;51.7;5.7;4.0;0.9;0.6;1.1;1.6;1.0;0.8;18.6;19.0;14.4;12.9;15.4;12.1;7.7;15.3;13.1;23.5
2459;Totaal mannen en vrouwen;1;747 Reiniging gebouwen,transportmiddelen;260 of meer SV-dagen;2008, vrijdag 26 september;55.7;50.4;5.3;3.6;0.9;0.5;0.9;1.5;1.1;0.7;19.5;19.9;15.3;13.7;15.4;12.8;7.9;16.3;14.2;24.7
2460;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;1999, vrijdag 24 september;692.3;635.8;56.5;32.5;13.7;3.9;3.6;13.7;4.4;21.6;27.2;27.6;22.6;17.0;18.3;13.5;5.6;19.1;26.6;30.3
2461;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2000, vrijdag 29 september;732.0;671.3;60.7;33.6;15.2;3.3;3.7;14.3;5.0;24.4;28.4;28.7;25.2;17.8;19.0;14.7;6.0;19.8;26.7;35.0
2462;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2001, vrijdag 28 september;757.2;695.5;61.8;34.1;16.3;2.7;2.9;15.0;6.1;24.3;30.9;31.2;27.4;19.8;20.7;15.1;6.5;21.6;27.9;37.8
2463;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2002, vrijdag 27 september;773.6;709.1;64.5;37.2;17.7;4.5;3.0;15.7;7.2;23.1;31.5;31.9;27.2;20.1;20.6;17.9;6.4;22.2;28.9;37.9
2464;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2003, vrijdag 26 september;744.8;683.9;60.9;34.0;15.8;5.0;2.5;14.2;8.0;21.7;32.8;33.3;27.8;21.0;21.2;17.2;6.5;23.8;29.7;37.6
2465;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2004, vrijdag 24 september;747.7;688.6;59.1;33.6;15.0;5.8;2.3;14.3;8.5;19.7;33.4;34.0;26.9;20.6;21.0;15.4;5.9;23.8;30.5;35.8
2466;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2005, vrijdag 30 september;768.2;706.2;62.0;33.9;13.4;6.0;2.4;16.1;9.8;21.5;34.0;34.5;27.3;20.9;20.4;15.9;5.3;24.7;30.5;35.5
2467;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2006, vrijdag 29 september;847.1;769.0;78.0;41.2;12.7;6.0;2.5;23.9;11.4;29.1;36.7;37.3;30.4;23.1;21.6;18.3;6.0;26.2;34.0;39.3
2468;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2007, vrijdag 28 september;886.4;812.2;74.2;35.6;12.3;5.1;2.3;19.9;13.2;29.3;38.0;38.6;31.1;23.3;21.6;20.1;6.2;26.7;35.5;37.9
2469;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;Totaal SV-dagen;2008, vrijdag 26 september;916.2;841.8;74.5;34.1;12.0;3.9;2.2;19.0;14.1;29.7;39.1;39.7;31.4;23.4;21.2;19.2;6.2;27.1;34.8;38.4
2470;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;1999, vrijdag 24 september;13.5;11.5;2.0;1.4;0.3;0.2;0.5;0.5;0.2;0.6;1.1;1.0;1.8;1.5;1.3;2.4;1.2;1.7;3.1;2.5
2471;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2000, vrijdag 29 september;12.5;10.6;2.0;1.3;0.4;0.1;0.4;0.5;0.2;0.5;1.4;1.2;2.3;1.7;1.6;2.8;1.2;1.8;5.1;3.5
2472;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2001, vrijdag 28 september;12.0;10.0;2.0;1.3;0.4;0.2;0.3;0.5;0.2;0.5;1.6;1.4;2.8;2.1;1.9;3.7;1.3;2.2;4.7;3.8
2473;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2002, vrijdag 27 september;12.9;10.7;2.1;1.5;0.5;0.2;0.3;0.6;0.3;0.5;1.6;1.4;2.7;2.2;2.2;4.1;1.4;2.0;4.2;3.8
2474;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2003, vrijdag 26 september;11.2;9.3;2.0;1.3;0.4;0.3;0.3;0.5;0.2;0.5;1.8;1.6;2.8;2.2;2.0;3.3;1.5;2.3;4.8;3.6
2475;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2004, vrijdag 24 september;12.3;10.1;2.2;1.5;0.3;0.4;0.3;0.5;0.3;0.5;1.8;1.5;3.2;2.5;2.2;3.9;1.5;2.4;6.9;4.3
2476;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2005, vrijdag 30 september;15.4;12.8;2.6;1.7;0.4;0.4;0.4;0.6;0.4;0.6;1.9;1.6;3.1;2.3;2.1;3.5;1.6;2.2;5.2;4.1
2477;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2006, vrijdag 29 september;15.6;12.7;2.9;1.9;0.4;0.4;0.4;0.8;0.5;0.7;2.8;2.6;3.6;2.6;2.4;4.4;1.6;2.5;5.5;5.2
2478;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2007, vrijdag 28 september;15.9;13.3;2.6;1.5;0.4;0.3;0.4;0.6;0.6;0.7;3.0;2.9;3.7;2.4;2.5;3.9;1.6;2.1;6.0;4.6
2479;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;0 tot 50 SV-dagen;2008, vrijdag 26 september;15.9;13.3;2.6;1.4;0.4;0.2;0.3;0.6;0.6;0.7;2.3;2.0;3.7;2.7;3.0;3.8;1.7;2.6;5.6;4.4
2480;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;1999, vrijdag 24 september;28.8;23.8;5.0;3.1;0.8;0.5;0.9;1.2;0.4;1.8;3.7;3.3;5.2;4.3;3.8;6.8;3.3;4.3;8.1;6.6
2481;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2000, vrijdag 29 september;29.8;24.8;5.0;3.1;0.9;0.4;0.8;1.2;0.4;1.7;4.0;3.7;5.7;4.4;3.9;7.3;3.3;4.4;7.6;7.8
2482;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2001, vrijdag 28 september;30.9;26.0;5.0;3.0;0.9;0.4;0.7;1.3;0.5;1.7;4.3;4.0;6.0;4.7;4.4;8.4;3.2;4.6;9.3;7.7
2483;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2002, vrijdag 27 september;33.1;27.5;5.7;3.6;1.1;0.7;0.7;1.4;0.7;1.6;4.5;4.1;6.4;5.4;5.2;8.7;3.6;5.0;8.8;8.2
2484;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2003, vrijdag 26 september;30.7;25.6;5.0;3.1;0.9;0.8;0.5;1.2;0.8;1.4;4.5;4.2;6.4;5.2;4.4;7.8;3.5;4.9;8.5;8.1
2485;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2004, vrijdag 24 september;33.0;27.7;5.3;3.3;0.9;1.1;0.5;1.3;0.8;1.5;4.7;4.3;7.0;5.7;4.5;8.2;3.4;5.3;10.2;8.3
2486;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2005, vrijdag 30 september;36.6;30.5;6.1;3.8;1.0;1.0;0.7;1.5;1.0;1.7;4.8;4.4;6.8;5.6;4.9;7.8;3.8;5.5;9.2;8.3
2487;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2006, vrijdag 29 september;38.7;31.4;7.3;4.4;0.9;1.0;0.7;2.1;1.4;2.1;6.0;5.5;7.9;6.4;5.8;8.8;4.2;6.3;10.0;9.9
2488;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2007, vrijdag 28 september;39.8;33.2;6.7;3.6;0.9;0.7;0.6;1.7;1.5;2.0;6.2;5.7;8.6;6.1;5.5;9.0;4.2;6.0;13.3;9.8
2489;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;50 tot 100 SV-dagen;2008, vrijdag 26 september;41.9;35.2;6.7;3.5;0.9;0.6;0.6;1.7;1.6;2.0;5.9;5.5;8.4;6.2;5.8;10.0;4.1;5.9;11.7;9.8
2490;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;1999, vrijdag 24 september;82.5;70.3;12.2;7.4;2.2;1.5;1.1;3.2;0.8;4.4;11.5;11.3;12.7;10.3;10.2;12.7;6.0;10.7;16.3;16.2
2491;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2000, vrijdag 29 september;88.8;76.3;12.6;7.3;2.4;1.2;1.1;3.2;1.0;4.8;12.0;11.8;13.6;10.3;10.0;13.2;6.1;11.0;17.8;17.9
2492;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2001, vrijdag 28 september;98.3;85.3;13.0;7.4;2.8;1.0;0.9;3.5;1.2;4.9;13.3;13.1;14.9;11.6;11.8;14.3;6.6;12.1;18.8;19.2
2493;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2002, vrijdag 27 september;105.9;91.6;14.3;8.7;3.3;1.6;1.0;3.8;1.5;4.7;13.8;13.6;15.3;12.7;12.1;16.9;6.7;12.9;20.3;18.9
2494;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2003, vrijdag 26 september;103.9;90.4;13.5;8.0;2.9;1.8;0.7;3.4;1.6;4.5;14.5;14.4;15.6;13.1;12.9;15.8;6.6;13.2;19.5;18.8
2495;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2004, vrijdag 24 september;109.6;95.7;13.9;8.2;3.0;2.2;0.7;3.3;1.8;4.4;15.1;14.9;16.0;13.4;13.2;15.4;6.4;13.8;21.0;19.2
2496;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2005, vrijdag 30 september;115.8;100.6;15.2;8.9;2.8;2.4;0.8;4.0;2.1;5.0;15.2;15.0;16.6;14.0;13.2;16.2;6.2;14.5;21.0;19.8
2497;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2006, vrijdag 29 september;132.1;111.9;20.2;10.9;2.8;2.4;0.8;6.0;3.0;7.4;16.7;16.2;19.1;14.9;14.4;17.4;7.1;15.2;23.1;24.0
2498;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2007, vrijdag 28 september;138.1;118.8;19.2;9.5;2.8;1.9;0.8;4.9;3.3;7.4;16.7;16.3;19.4;14.4;14.1;17.2;7.3;14.6;24.8;23.5
2499;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;100 tot 200 SV-dagen;2008, vrijdag 26 september;143.6;124.1;19.5;9.4;2.9;1.6;0.8;4.9;3.6;7.5;17.1;16.6;19.9;15.2;14.9;18.7;7.1;15.5;24.3;23.8
2500;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;1999, vrijdag 24 september;106.6;97.5;9.1;5.4;2.1;0.8;0.4;2.6;0.5;3.4;22.4;22.5;21.5;17.3;17.0;17.3;8.2;18.6;27.9;27.1
2501;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2000, vrijdag 29 september;119.2;109.7;9.5;5.5;2.3;0.6;0.5;2.6;0.6;3.7;23.3;23.3;22.8;17.9;17.5;19.3;8.9;19.4;27.2;29.2
2502;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2001, vrijdag 28 september;124.9;114.8;10.2;6.0;2.7;0.5;0.4;3.0;0.8;3.7;25.6;25.6;25.1;20.0;19.6;19.4;9.7;21.4;29.0;32.4
2503;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2002, vrijdag 27 september;135.9;125.1;10.8;6.5;3.1;0.6;0.4;3.2;1.0;3.7;26.8;26.9;25.6;21.4;20.4;19.8;9.1;23.6;28.1;32.0
2504;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2003, vrijdag 26 september;128.7;118.8;10.0;5.8;2.8;0.7;0.3;2.7;1.1;3.4;28.2;28.3;26.4;22.0;21.2;21.1;8.9;24.1;30.7;32.3
2505;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2004, vrijdag 24 september;125.3;115.6;9.7;5.8;2.7;0.9;0.3;2.7;1.2;3.1;28.9;29.1;26.4;22.3;21.5;21.3;8.8;24.4;30.6;32.0
2506;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2005, vrijdag 30 september;146.1;135.1;11.0;6.4;2.7;1.0;0.3;3.3;1.4;3.7;29.6;29.7;27.6;23.6;22.1;21.2;8.0;26.0;31.9;32.6
2507;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2006, vrijdag 29 september;192.7;175.5;17.2;9.6;3.0;1.1;0.3;6.2;2.2;6.1;34.0;34.1;32.0;25.4;23.3;22.9;9.2;27.1;37.1;40.6
2508;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2007, vrijdag 28 september;185.0;169.8;15.2;7.6;2.6;0.8;0.3;4.7;2.3;6.0;33.0;33.3;30.5;24.4;22.5;24.7;9.8;25.8;35.0;36.1
2509;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;200 tot 260 SV-dagen;2008, vrijdag 26 september;189.5;173.8;15.6;7.8;2.8;0.7;0.3;4.7;2.5;6.0;33.2;33.4;31.1;25.0;22.8;24.7;9.5;27.0;35.6;36.9
2510;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;1999, vrijdag 24 september;460.9;432.8;28.2;15.2;8.2;1.0;0.7;6.3;2.5;11.5;33.4;33.5;31.9;24.2;22.9;17.0;9.3;27.9;33.6;41.6
2511;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2000, vrijdag 29 september;481.6;450.0;31.6;16.4;9.2;1.0;0.8;6.7;2.8;13.7;34.9;34.9;35.2;25.1;23.9;18.8;9.7;28.4;34.1;47.2
2512;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2001, vrijdag 28 september;491.0;459.4;31.6;16.4;9.5;0.8;0.7;6.8;3.3;13.4;38.1;38.1;38.3;27.7;26.1;19.0;10.4;31.3;35.7;51.4
2513;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2002, vrijdag 27 september;485.9;454.2;31.7;16.9;9.7;1.4;0.7;6.7;3.7;12.6;39.3;39.4;38.4;28.2;26.2;25.2;10.1;32.0;38.1;52.0
2514;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2003, vrijdag 26 september;470.2;439.8;30.4;15.8;8.7;1.4;0.7;6.4;4.3;11.8;40.7;40.9;38.8;29.3;26.6;25.1;9.7;34.6;38.5;51.2
2515;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2004, vrijdag 24 september;467.6;439.6;28.0;14.8;8.1;1.3;0.5;6.5;4.3;10.2;41.8;42.0;38.0;29.1;26.4;21.4;9.3;33.9;39.9;49.8
2516;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2005, vrijdag 30 september;454.3;427.2;27.1;13.2;6.5;1.2;0.3;6.7;4.9;10.6;43.6;43.8;40.0;31.1;26.1;22.9;8.8;36.6;40.7;49.9
2517;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2006, vrijdag 29 september;468.0;437.6;30.4;14.5;5.5;1.2;0.3;8.8;4.4;12.8;47.1;47.2;45.1;35.3;28.5;28.4;11.2;39.8;50.2;54.2
2518;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2007, vrijdag 28 september;507.7;477.1;30.6;13.5;5.6;1.4;0.3;8.0;5.6;13.2;49.1;49.3;45.9;35.8;28.7;30.4;10.7;40.9;50.7;52.8
2519;Totaal mannen en vrouwen;1;Rest 70-74 onr.goed, zakelijke dienstv.;260 of meer SV-dagen;2008, vrijdag 26 september;525.4;495.3;30.1;12.0;5.0;0.7;0.2;7.1;5.9;13.5;50.9;51.2;46.6;36.3;28.5;27.0;10.2;42.1;49.8;53.4
2520;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;1999, vrijdag 24 september;1951.3;1755.9;195.4;130.2;61.4;16.4;12.3;50.1;15.5;56.8;21.8;22.2;17.8;16.2;17.0;13.0;5.8;18.2;18.7;21.1
2521;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2000, vrijdag 29 september;2014.7;1812.2;202.5;131.1;65.7;13.1;11.6;51.7;17.7;61.5;22.4;22.8;18.5;16.7;17.2;13.7;6.3;18.5;18.9;22.1
2522;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2001, vrijdag 28 september;2115.8;1897.6;218.2;140.8;74.7;11.1;11.1;56.5;24.1;62.6;23.9;24.4;20.0;18.2;18.8;14.5;6.8;19.6;20.2;23.7
2523;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2002, vrijdag 27 september;2210.2;1986.0;224.2;141.6;79.2;12.1;11.2;53.6;29.0;63.3;24.7;25.2;20.4;18.5;18.9;14.9;6.6;20.2;21.0;24.2
2524;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2003, vrijdag 26 september;2286.8;2049.3;237.5;144.9;78.4;15.4;10.2;57.2;40.0;64.3;25.1;25.6;21.4;19.1;19.2;15.9;7.2;21.0;24.3;24.3
2525;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2004, vrijdag 24 september;2265.7;2045.4;220.3;133.8;69.4;16.1;8.9;55.1;38.5;58.3;25.4;25.9;20.4;18.5;18.4;14.1;6.9;20.8;21.8;23.7
2526;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2005, vrijdag 30 september;2278.9;2048.0;230.8;129.6;61.9;17.6;8.7;57.5;52.3;61.2;25.5;26.0;21.6;18.7;18.1;15.4;6.8;21.2;25.2;24.3
2527;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2006, vrijdag 29 september;2285.6;2056.3;229.2;126.2;55.4;15.1;8.8;61.0;49.3;65.3;26.8;27.3;22.0;18.9;18.1;14.9;6.6;21.6;23.7;26.1
2528;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2007, vrijdag 28 september;2368.7;2132.4;236.3;126.8;61.9;12.7;8.6;59.2;54.8;68.3;27.1;27.7;22.0;18.9;18.0;15.5;6.9;21.6;23.7;26.1
2529;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;Totaal SV-dagen;2008, vrijdag 26 september;2391.4;2167.4;224.0;109.4;50.3;10.2;7.2;52.4;56.8;70.0;28.2;28.7;23.2;19.7;18.4;16.5;7.0;22.7;25.0;26.9
2530;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;1999, vrijdag 24 september;28.6;22.5;6.2;3.7;1.0;0.6;1.2;1.3;0.5;2.3;2.1;2.1;2.4;2.1;2.2;2.9;1.2;2.5;2.9;3.0
2531;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2000, vrijdag 29 september;28.7;22.6;6.1;3.6;1.2;0.4;1.0;1.3;0.7;2.2;2.0;1.9;2.2;2.0;2.1;2.5;1.2;2.4;2.9;2.5
2532;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2001, vrijdag 28 september;32.6;25.5;7.1;3.9;1.4;0.4;0.9;1.6;1.1;2.6;2.7;2.6;3.0;2.5;2.7;3.4;1.5;2.6;3.5;3.4
2533;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2002, vrijdag 27 september;32.6;25.4;7.2;4.0;1.5;0.6;0.9;1.5;1.2;2.5;2.5;2.3;3.0;2.6;3.0;3.4;1.5;2.6;3.6;3.4
2534;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2003, vrijdag 26 september;33.0;25.7;7.3;3.9;1.5;0.7;0.7;1.5;1.4;2.6;2.3;2.1;3.0;2.5;2.6;3.3;1.7;2.5;3.6;3.6
2535;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2004, vrijdag 24 september;33.2;25.6;7.6;4.0;1.4;0.9;0.7;1.5;1.6;2.5;2.6;2.4;3.2;2.7;2.7;3.1;1.8;2.9;3.8;3.5
2536;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2005, vrijdag 30 september;33.7;25.3;8.3;4.2;1.4;1.0;0.8;1.7;2.2;2.5;2.2;2.0;2.7;2.4;2.5;2.9;1.6;2.4;2.6;3.3
2537;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2006, vrijdag 29 september;32.0;25.9;6.1;3.3;1.0;0.7;0.7;1.4;1.2;1.9;3.3;3.2;3.6;2.7;3.1;3.0;1.7;2.9;4.8;4.6
2538;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2007, vrijdag 28 september;31.1;25.2;5.9;3.0;0.9;0.5;0.6;1.3;1.5;1.9;2.2;2.0;3.1;2.3;2.5;3.2;1.8;2.2;3.4;3.9
2539;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;0 tot 50 SV-dagen;2008, vrijdag 26 september;30.8;25.2;5.7;2.8;0.9;0.4;0.5;1.2;1.3;1.9;2.2;2.0;3.3;2.5;2.5;3.7;1.7;2.5;4.1;4.0
2540;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;1999, vrijdag 24 september;82.1;66.3;15.8;9.4;2.7;1.7;2.4;3.4;1.2;6.0;5.6;5.7;5.2;4.8;4.7;5.6;3.1;5.7;6.1;5.7
2541;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2000, vrijdag 29 september;88.3;72.1;16.2;9.3;3.1;1.4;2.2;3.4;1.4;6.3;6.2;6.3;5.6;5.1;5.0;5.9;3.1;6.1;6.3;6.2
2542;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2001, vrijdag 28 september;97.9;79.5;18.4;10.4;3.8;1.3;2.1;4.4;2.5;6.7;7.2;7.4;6.4;5.6;5.6;6.0;3.3;6.5;7.5;7.2
2543;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2002, vrijdag 27 september;105.4;85.6;19.8;11.1;4.5;1.7;2.2;4.0;2.9;6.9;7.5;7.7;6.6;5.8;6.1;6.9;3.5;6.3;7.5;7.5
2544;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2003, vrijdag 26 september;106.2;86.8;19.4;10.5;4.1;2.1;1.6;4.1;3.2;6.8;7.0;7.1;6.7;5.8;6.0;6.7;3.5;6.1;7.7;7.7
2545;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2004, vrijdag 24 september;101.5;82.2;19.3;10.4;4.1;2.3;1.5;3.9;3.5;6.5;5.8;5.7;6.5;5.6;5.9;6.4;3.6;5.7;7.3;7.5
2546;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2005, vrijdag 30 september;103.5;84.0;19.4;10.4;3.7;2.4;1.6;4.2;3.8;6.4;7.0;7.1;6.8;5.9;6.1;6.5;3.6;6.2;7.7;7.8
