ID;Geslacht;Leeftijd;SBI93;SocialeVerzekeringsdagen;Perioden;WerknemersTotaal_1;ZonderAndereInkomstenbron_2;MetAndereInkomstenbronTotaal_3;MetUitkeringTotaal_4;MetAOUitkering_5;MetWWUitkering_6;MetBijstandsuitkering_7;MetAndereUitkering_8;MetPensioen_9;MetArbeidAlsZelfstandige_10;WerknemersTotaal_11;ZonderAndereInkomstenbron_12;MetAndereInkomstenbronTotaal_13;MetUitkeringTotaal_14;MetAOUitkering_15;MetWWUitkering_16;MetBijstandsuitkering_17;MetAndereUitkering_18;MetPensioen_19;MetArbeidAlsZelfstandige_20
2547;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2006, vrijdag 29 september;108.5;87.4;21.1;10.9;3.4;2.2;1.8;4.8;4.7;6.9;7.5;7.5;7.4;6.4;6.9;6.6;3.7;6.8;8.3;8.7
2548;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2007, vrijdag 28 september;108.2;87.2;21.0;10.0;3.4;1.7;1.7;4.3;5.4;7.1;7.2;7.2;7.2;5.6;5.9;6.5;3.8;5.7;8.0;8.6
2549;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;50 tot 100 SV-dagen;2008, vrijdag 26 september;106.2;85.9;20.3;8.9;3.3;1.2;1.5;3.8;5.4;7.4;7.3;7.2;7.6;6.0;6.2;6.9;3.9;6.4;8.7;8.7
2550;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;1999, vrijdag 24 september;355.2;307.6;47.6;30.7;12.2;5.7;3.9;11.8;3.9;15.0;12.0;12.1;11.6;11.0;11.5;11.3;5.9;11.9;12.5;12.8
2551;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2000, vrijdag 29 september;381.2;331.1;50.1;31.4;14.1;4.4;3.8;12.4;4.5;16.4;12.5;12.6;12.1;11.4;11.8;11.6;6.0;12.3;12.7;13.2
2552;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2001, vrijdag 28 september;421.2;365.2;56.0;34.8;16.8;3.8;3.7;14.4;6.7;17.2;13.8;13.8;13.4;12.6;13.1;12.3;6.6;13.5;14.6;14.6
2553;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2002, vrijdag 27 september;468.3;407.2;61.1;37.4;19.5;4.5;3.8;14.4;8.2;18.3;14.4;14.4;13.8;13.1;13.7;13.7;6.7;13.5;14.7;15.1
2554;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2003, vrijdag 26 september;510.6;446.2;64.5;38.8;19.7;5.4;3.5;15.8;9.8;19.0;14.8;14.9;14.2;13.4;13.9;13.5;7.1;13.9;15.0;15.6
2555;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2004, vrijdag 24 september;551.6;483.4;68.2;40.7;20.7;6.3;3.2;16.4;11.9;18.8;15.6;15.8;14.9;13.9;14.5;13.2;7.1;14.6;15.8;16.3
2556;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2005, vrijdag 30 september;559.4;491.1;68.3;39.2;18.6;6.4;3.2;16.9;13.2;19.5;15.3;15.4;14.7;13.7;14.2;13.3;7.0;14.4;15.5;16.2
2557;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2006, vrijdag 29 september;597.2;519.0;78.2;42.2;18.5;6.3;3.4;19.7;17.4;22.9;16.2;16.3;16.0;14.3;15.0;13.6;7.0;15.0;17.5;18.2
2558;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2007, vrijdag 28 september;616.1;538.7;77.5;39.5;18.6;5.1;3.3;17.8;18.5;24.0;16.4;16.5;16.0;14.0;14.7;13.9;7.1;14.5;17.3;18.3
2559;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;100 tot 200 SV-dagen;2008, vrijdag 26 september;629.7;552.4;77.3;37.8;18.3;4.3;2.8;16.9;19.5;24.7;17.0;17.0;16.8;14.9;15.6;14.9;7.3;15.5;18.0;18.8
2560;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;1999, vrijdag 24 september;377.1;340.6;36.5;26.4;12.6;3.7;2.0;10.3;2.5;8.6;19.0;19.1;17.7;16.4;16.7;15.0;7.6;17.9;18.4;21.3
2561;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2000, vrijdag 29 september;384.5;347.7;36.9;26.3;13.4;2.9;2.0;10.7;2.8;8.9;19.1;19.2;18.0;16.8;17.1;15.8;7.9;18.0;18.7;21.4
2562;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2001, vrijdag 28 september;415.1;374.8;40.4;28.8;15.6;2.4;2.0;11.7;4.0;9.0;20.8;21.0;19.7;18.4;18.8;17.0;8.8;19.4;20.9;23.7
2563;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2002, vrijdag 27 september;446.8;405.1;41.7;28.7;16.4;2.3;2.0;11.3;4.9;9.6;22.1;22.2;20.8;19.4;19.4;18.0;8.9;21.0;21.9;24.9
2564;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2003, vrijdag 26 september;474.9;430.8;44.1;29.6;16.2;2.9;2.1;12.0;6.5;9.9;22.7;22.9;21.3;19.6;19.7;18.5;9.1;21.0;23.5;24.9
2565;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2004, vrijdag 24 september;527.2;481.1;46.1;30.2;16.2;3.0;1.7;12.7;7.8;10.0;25.0;25.2;22.8;20.7;20.4;18.0;8.9;22.6;25.6;26.6
2566;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2005, vrijdag 30 september;490.5;446.8;43.6;27.0;13.1;3.2;1.6;12.5;9.1;9.7;23.6;23.8;22.4;20.0;19.6;18.2;8.8;21.9;25.7;26.0
2567;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2006, vrijdag 29 september;730.7;670.8;59.9;34.7;15.5;3.1;1.7;17.8;12.7;15.1;28.8;29.1;25.9;22.4;20.8;18.8;8.9;25.1;28.9;30.8
2568;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2007, vrijdag 28 september;558.3;509.7;48.6;27.3;12.9;2.6;1.6;13.3;11.2;12.6;25.7;25.9;23.9;20.4;19.3;18.9;9.1;22.5;27.0;28.4
2569;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;200 tot 260 SV-dagen;2008, vrijdag 26 september;578.8;530.7;48.1;25.4;11.5;2.3;1.3;12.8;12.1;12.9;26.9;27.0;25.5;22.0;20.8;20.9;9.5;24.1;28.5;29.6
2570;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;1999, vrijdag 24 september;1108.3;1018.9;89.4;60.0;32.8;4.7;2.8;23.4;7.3;24.8;27.6;27.9;24.4;21.3;20.6;17.4;8.9;24.1;25.4;31.4
2571;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2000, vrijdag 29 september;1131.9;1038.7;93.2;60.5;34.0;4.0;2.7;23.8;8.3;27.7;28.6;28.8;25.5;22.0;21.2;18.5;10.0;24.6;25.9;32.8
2572;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2001, vrijdag 28 september;1148.9;1052.6;96.3;62.9;37.1;3.2;2.5;24.4;10.0;27.1;30.8;31.1;27.8;24.3;23.3;20.1;10.2;26.8;28.5;35.4
2573;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2002, vrijdag 27 september;1157.0;1062.7;94.4;60.4;37.3;3.0;2.3;22.5;11.9;25.9;32.1;32.4;28.7;24.8;23.7;20.9;9.5;27.6;29.9;36.9
2574;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2003, vrijdag 26 september;1162.1;1059.8;102.3;62.1;36.9;4.4;2.3;23.7;19.1;26.2;32.9;33.2;30.0;25.8;24.0;23.6;10.1;29.5;33.7;36.7
2575;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2004, vrijdag 24 september;1052.2;973.1;79.1;48.5;27.0;3.5;1.9;20.5;13.6;20.6;33.3;33.6;29.0;25.0;23.0;20.3;9.2;28.7;30.8;36.4
2576;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2005, vrijdag 30 september;1091.9;1000.8;91.2;48.8;25.1;4.6;1.5;22.3;24.1;23.1;34.1;34.4;31.2;26.1;22.9;23.6;10.1;30.1;35.1;37.2
2577;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2006, vrijdag 29 september;817.2;753.3;64.0;35.0;17.0;2.8;1.1;17.3;13.3;18.6;36.2;36.5;32.1;26.5;22.2;22.8;9.8;31.4;34.1;40.7
2578;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2007, vrijdag 28 september;1055.0;971.6;83.4;47.1;26.0;2.7;1.4;22.4;18.2;22.7;37.0;37.4;31.6;26.0;21.8;23.3;9.7;30.9;34.3;40.4
2579;Totaal mannen en vrouwen;1;75-99 Niet-commerciële dienstverlening;260 of meer SV-dagen;2008, vrijdag 26 september;1045.9;973.2;72.7;34.5;16.2;2.0;1.1;17.7;18.6;23.1;38.5;38.8;34.5;28.1;23.2;23.5;10.0;33.4;36.2;41.8
2580;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;1999, vrijdag 24 september;469.2;431.5;37.7;23.2;12.8;1.0;1.5;8.8;3.2;12.6;28.2;28.8;21.3;20.6;20.3;15.3;4.3;23.9;22.7;21.8
2581;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2000, vrijdag 29 september;480.0;439.3;40.7;24.3;13.5;0.9;1.7;9.1;3.7;14.4;28.9;29.5;21.9;20.9;20.9;15.6;5.9;23.8;23.3;22.8
2582;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2001, vrijdag 28 september;504.7;459.1;45.6;27.6;16.1;0.8;1.8;10.0;5.3;14.5;30.8;31.5;23.7;22.8;22.9;17.0;5.9;25.6;24.1;24.8
2583;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2002, vrijdag 27 september;521.1;474.6;46.5;27.6;16.6;1.0;1.6;9.7;5.7;15.3;31.8;32.5;24.1;23.3;23.0;17.3;5.5;26.7;26.0;24.2
2584;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2003, vrijdag 26 september;535.4;483.0;52.4;30.0;17.5;1.9;1.2;11.0;9.8;15.2;32.3;33.0;26.3;24.7;23.1;20.9;9.0;29.0;31.8;25.1
2585;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2004, vrijdag 24 september;510.4;467.8;42.7;24.0;13.8;1.4;0.7;9.4;7.4;13.3;33.3;34.1;25.1;24.1;22.6;16.2;7.6;27.9;27.9;24.2
2586;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2005, vrijdag 30 september;510.7;461.8;48.9;23.8;12.3;1.9;0.5;10.6;14.3;13.4;33.4;34.1;27.2;25.1;22.0;20.8;9.0;29.4;31.7;25.4
2587;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2006, vrijdag 29 september;483.8;441.5;42.2;21.1;10.7;1.2;0.4;10.0;10.4;12.4;36.8;37.6;28.6;25.8;22.0;18.0;7.6;30.8;31.3;30.1
2588;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2007, vrijdag 28 september;499.0;447.2;51.9;29.6;19.2;0.9;0.8;12.3;12.0;13.3;36.2;37.4;26.0;22.4;19.3;17.9;6.3;26.6;29.6;29.2
2589;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;Totaal SV-dagen;2008, vrijdag 26 september;488.8;448.6;40.1;17.4;8.9;0.7;0.3;8.4;11.4;13.1;38.4;39.1;30.2;27.4;22.8;20.7;7.7;32.9;32.7;30.8
2590;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;1999, vrijdag 24 september;1.9;0.7;1.2;0.6;0.1;0.0;0.3;0.1;0.1;0.6;2.1;3.5;1.3;1.2;1.7;;0.5;2.2;2.8;1.1
2591;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2000, vrijdag 29 september;2.0;0.8;1.2;0.5;0.1;0.0;0.3;0.1;0.1;0.6;2.2;3.3;1.5;1.2;2.3;;0.5;1.9;3.3;1.3
2592;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2001, vrijdag 28 september;2.5;1.2;1.3;0.6;0.2;0.0;0.2;0.2;0.2;0.6;5.6;8.6;2.8;2.4;3.6;;0.7;3.3;4.5;2.5
2593;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2002, vrijdag 27 september;2.4;1.2;1.2;0.5;0.2;0.0;0.2;0.1;0.2;0.6;5.7;8.6;2.9;2.8;4.4;;0.8;2.9;3.9;2.7
2594;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2003, vrijdag 26 september;2.2;1.1;1.1;0.4;0.2;0.1;0.1;0.1;0.2;0.6;2.9;3.1;2.8;2.9;3.0;2.9;1.3;3.2;3.2;2.7
2595;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2004, vrijdag 24 september;2.0;0.8;1.2;0.4;0.2;0.1;0.0;0.1;0.3;0.6;3.3;3.8;3.0;3.1;2.7;3.9;;3.5;3.4;2.6
2596;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2005, vrijdag 30 september;2.3;0.8;1.5;0.4;0.2;0.1;0.0;0.1;0.7;0.5;2.2;2.8;1.8;2.8;2.8;2.1;;3.0;0.8;2.5
2597;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2006, vrijdag 29 september;1.0;0.6;0.4;0.2;0.1;0.0;0.0;0.1;0.1;0.2;2.9;3.0;2.8;2.5;2.0;;;3.3;3.2;2.6
2598;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2007, vrijdag 28 september;1.1;0.6;0.5;0.3;0.1;0.0;0.0;0.2;0.3;0.2;2.2;2.5;1.9;1.5;1.5;;;1.3;1.6;2.4
2599;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;0 tot 50 SV-dagen;2008, vrijdag 26 september;0.8;0.5;0.3;0.1;0.0;0.0;0.0;0.0;0.1;0.2;2.6;2.5;2.8;2.3;;;;;3.2;2.9
2600;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;1999, vrijdag 24 september;4.6;2.7;2.0;0.9;0.2;0.1;0.4;0.2;0.2;1.0;6.4;8.7;3.2;3.7;4.6;4.7;1.8;5.9;6.5;2.3
2601;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2000, vrijdag 29 september;5.0;2.9;2.0;0.9;0.2;0.1;0.4;0.2;0.2;1.0;5.3;6.7;3.2;3.5;4.4;4.3;1.8;5.4;6.3;2.5
2602;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2001, vrijdag 28 september;5.7;3.3;2.4;1.1;0.3;0.1;0.5;0.3;0.4;1.1;6.3;7.7;4.6;4.3;5.7;4.9;2.1;6.0;8.5;3.4
2603;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2002, vrijdag 27 september;5.7;3.5;2.2;1.0;0.4;0.1;0.4;0.2;0.3;1.0;6.7;8.2;4.4;4.3;5.1;5.5;2.4;6.1;8.0;3.4
2604;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2003, vrijdag 26 september;5.8;4.0;1.8;0.7;0.3;0.1;0.1;0.2;0.3;0.9;6.9;7.5;5.6;5.8;5.6;7.5;2.9;6.5;7.9;4.7
2605;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2004, vrijdag 24 september;5.2;3.5;1.7;0.7;0.3;0.1;0.1;0.2;0.3;0.8;6.8;7.5;5.4;6.2;6.2;6.4;3.2;7.3;6.7;4.2
2606;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2005, vrijdag 30 september;4.8;3.2;1.6;0.7;0.3;0.1;0.1;0.3;0.3;0.7;6.0;6.6;4.8;5.3;5.3;5.7;3.3;5.8;5.0;4.2
2607;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2006, vrijdag 29 september;4.0;2.6;1.4;0.5;0.2;0.1;0.1;0.3;0.3;0.7;7.0;7.1;6.7;7.7;5.9;6.7;3.6;9.9;7.5;5.9
2608;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2007, vrijdag 28 september;4.7;2.7;2.0;1.0;0.4;0.1;0.2;0.5;0.6;0.8;5.9;6.5;5.0;4.3;4.8;5.2;3.8;3.8;4.8;5.4
2609;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;50 tot 100 SV-dagen;2008, vrijdag 26 september;3.7;2.4;1.3;0.4;0.2;0.0;0.1;0.2;0.3;0.7;6.6;6.7;6.3;6.5;5.7;;3.7;8.4;7.3;5.9
2610;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;1999, vrijdag 24 september;25.2;20.8;4.4;2.3;0.9;0.2;0.4;0.9;0.5;1.8;13.1;13.6;10.9;11.5;12.7;11.2;4.6;13.0;15.6;9.0
2611;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2000, vrijdag 29 september;26.6;21.8;4.8;2.4;1.0;0.2;0.4;0.9;0.5;2.1;13.2;13.7;10.7;11.5;12.9;11.7;4.3;13.2;15.2;8.9
2612;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2001, vrijdag 28 september;31.4;25.6;5.8;2.9;1.4;0.2;0.5;1.1;0.9;2.3;14.5;14.9;12.7;13.0;14.2;11.8;5.1;14.6;18.5;10.2
2613;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2002, vrijdag 27 september;33.2;27.2;6.0;3.0;1.5;0.3;0.4;1.0;0.7;2.6;14.7;15.4;12.0;12.9;13.9;13.7;5.2;14.3;14.9;10.0
2614;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2003, vrijdag 26 september;34.9;29.3;5.5;2.8;1.4;0.4;0.3;1.0;0.6;2.3;16.3;17.0;13.0;14.3;14.4;15.0;6.7;15.5;16.4;10.5
2615;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2004, vrijdag 24 september;50.6;43.9;6.7;3.5;1.9;0.4;0.2;1.3;1.0;2.6;20.3;20.9;16.3;16.8;17.0;14.4;6.9;18.1;21.7;13.4
2616;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2005, vrijdag 30 september;39.3;33.7;5.6;2.7;1.3;0.3;0.1;1.1;1.0;2.2;17.4;17.9;14.3;15.4;15.6;13.7;6.6;16.2;18.3;11.2
2617;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2006, vrijdag 29 september;38.1;31.1;7.0;3.1;1.5;0.3;0.1;1.5;2.0;2.3;19.3;19.4;18.5;17.1;17.5;14.8;6.6;17.6;23.8;15.9
2618;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2007, vrijdag 28 september;40.1;32.0;8.0;3.9;2.3;0.3;0.2;1.6;2.1;2.5;18.8;19.4;16.4;13.6;13.0;13.4;5.8;13.9;22.2;15.1
2619;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;100 tot 200 SV-dagen;2008, vrijdag 26 september;38.4;31.6;6.7;2.6;1.5;0.2;0.1;1.0;2.0;2.5;20.2;20.5;19.1;17.4;17.2;16.9;7.1;18.8;24.0;16.7
2620;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;1999, vrijdag 24 september;46.4;41.8;4.6;3.0;1.6;0.2;0.1;1.2;0.3;1.4;23.5;23.9;20.2;19.6;18.9;14.1;7.6;22.1;21.1;20.7
2621;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2000, vrijdag 29 september;37.2;33.1;4.1;2.6;1.4;0.1;0.2;1.1;0.3;1.4;21.9;22.2;18.8;18.3;18.2;14.5;8.2;20.3;21.5;19.0
2622;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2001, vrijdag 28 september;42.3;37.4;4.9;3.2;1.8;0.1;0.2;1.2;0.6;1.4;23.5;23.8;20.8;20.1;20.6;16.5;8.7;21.2;22.8;21.1
2623;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2002, vrijdag 27 september;53.8;47.8;6.1;3.7;2.2;0.2;0.2;1.3;0.8;1.9;24.5;25.0;20.7;20.6;20.7;17.5;8.4;22.6;23.7;19.0
2624;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2003, vrijdag 26 september;56.9;50.3;6.5;4.0;2.4;0.3;0.2;1.4;1.0;1.9;26.3;26.8;22.4;21.6;21.2;20.5;10.2;23.6;26.4;21.6
2625;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2004, vrijdag 24 september;97.4;88.2;9.2;5.2;3.3;0.2;0.1;1.9;1.9;2.4;32.6;33.1;27.1;25.1;23.4;18.9;9.2;28.9;32.0;26.9
2626;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2005, vrijdag 30 september;52.3;45.8;6.5;3.3;1.8;0.3;0.1;1.4;1.9;1.6;27.7;28.1;24.7;22.7;21.2;19.7;9.2;25.6;29.5;22.6
2627;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2006, vrijdag 29 september;199.6;184.4;15.3;7.6;3.8;0.3;0.1;3.8;4.0;4.2;36.0;36.5;30.3;27.1;23.3;18.6;9.2;31.3;33.3;32.5
2628;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2007, vrijdag 28 september;61.6;52.8;8.9;4.5;2.9;0.2;0.1;1.9;2.6;2.1;30.4;31.3;25.0;20.4;17.7;19.5;8.0;23.4;31.7;25.8
2629;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;200 tot 260 SV-dagen;2008, vrijdag 26 september;60.1;52.8;7.3;3.0;1.6;0.1;0.1;1.4;2.5;2.0;32.8;33.3;29.1;25.7;23.0;22.2;9.1;29.5;33.6;27.8
2630;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;1999, vrijdag 24 september;391.1;365.5;25.6;16.5;9.9;0.5;0.3;6.3;2.1;7.7;30.2;30.5;25.6;23.6;21.9;19.3;10.9;26.9;26.8;29.2
2631;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2000, vrijdag 29 september;409.3;380.7;28.6;17.8;10.7;0.5;0.4;6.8;2.5;9.3;31.0;31.3;26.4;24.0;22.6;18.8;15.9;26.8;27.5;30.2
2632;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2001, vrijdag 28 september;422.8;391.6;31.1;19.9;12.4;0.4;0.5;7.2;3.2;9.1;33.3;33.6;28.6;26.3;25.0;21.6;12.0;29.3;29.0;33.0
2633;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2002, vrijdag 27 september;426.1;395.0;31.1;19.4;12.3;0.4;0.4;7.1;3.7;9.1;34.5;34.9;29.4;26.9;25.4;22.8;10.0;30.2;31.5;33.1
2634;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2003, vrijdag 26 september;435.7;398.3;37.4;22.2;13.3;1.1;0.6;8.3;7.6;9.5;34.9;35.3;30.6;27.6;25.0;26.0;11.7;32.5;35.7;32.6
2635;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2004, vrijdag 24 september;355.2;331.3;23.9;14.2;8.1;0.6;0.3;5.9;3.9;6.9;35.9;36.4;29.3;27.1;24.7;20.7;9.8;31.0;30.8;31.6
2636;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2005, vrijdag 30 september;412.1;378.2;33.9;16.8;8.7;1.1;0.2;7.7;10.4;8.4;36.1;36.5;32.0;28.4;24.0;25.9;14.0;33.3;36.3;32.8
2637;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2006, vrijdag 29 september;241.1;222.9;18.2;9.7;5.2;0.6;0.1;4.4;4.1;5.2;41.0;41.6;33.2;29.1;23.3;21.4;11.1;36.3;35.3;38.5
2638;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2007, vrijdag 28 september;391.5;359.1;32.4;19.9;13.5;0.4;0.2;8.1;6.5;7.7;39.3;40.1;30.3;25.8;21.3;22.2;9.2;31.9;34.4;37.7
2639;Totaal mannen en vrouwen;1;75 Openbaar bestuur, soc. verzekeringen;260 of meer SV-dagen;2008, vrijdag 26 september;385.8;361.3;24.5;11.3;5.5;0.3;0.1;5.9;6.5;7.8;41.4;41.8;35.2;31.2;25.2;24.1;10.0;37.0;36.5;38.8
