ID;Geslacht;Leeftijd;Opleidingsniveau;Herkomstgroepering;Generatie;Perioden;TotaalEducatietypen_1;SocialeRedzaamheid_2;ProfessioneleRedzaamheidGekwalificeerd_3;ProfessioneleRedzaamheidOngekwalific_4;EducatieveRedzaamheidAlleenNiveau4_5;AlfabetiseringInclusiefOverig_6;TotaalEducatietypen_7;SocialeRedzaamheid_8;ProfessioneleRedzaamheidGekwalificeerd_9;ProfessioneleRedzaamheidOngekwalific_10;EducatieveRedzaamheidAlleenNiveau4_11;AlfabetiseringInclusiefOverig_12
7462;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2007/'08;197.0;22.0;7.0;168.0;;;265.0;32.0;10.0;223.0;;
7463;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2008/'09;109.0;15.0;3.0;91.0;;;193.0;27.0;4.0;162.0;;
7464;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2009/'10;72.0;21.0;1.0;50.0;;;129.0;35.0;1.0;93.0;;
7465;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2010/'11;41.0;4.0;2.0;35.0;;;70.0;14.0;6.0;50.0;;
7466;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2011/'12;55.0;11.0;6.0;38.0;;;98.0;34.0;8.0;56.0;;
7467;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2012/'13;38.0;12.0;2.0;24.0;;;119.0;68.0;9.0;42.0;;
7468;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2013/'14;60.0;48.0;4.0;8.0;;;94.0;65.0;9.0;20.0;;
7469;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 1e generatie;2014/'15;31.0;19.0;4.0;8.0;;;34.0;21.0;4.0;9.0;;
7470;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2006/'07;2.0;0.0;0.0;2.0;;;7.0;2.0;0.0;5.0;;
7471;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2007/'08;2.0;0.0;0.0;2.0;;;6.0;2.0;0.0;4.0;;
7472;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2008/'09;4.0;2.0;1.0;1.0;;;11.0;4.0;1.0;6.0;;
7473;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2009/'10;1.0;0.0;0.0;1.0;;;5.0;3.0;0.0;2.0;;
7474;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2010/'11;1.0;0.0;0.0;1.0;;;3.0;1.0;0.0;2.0;;
7475;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2011/'12;1.0;0.0;0.0;1.0;;;6.0;4.0;0.0;2.0;;
7476;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2012/'13;1.0;1.0;0.0;0.0;;;4.0;4.0;0.0;0.0;;
7477;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2013/'14;2.0;2.0;0.0;0.0;;;8.0;4.0;3.0;1.0;;
7478;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Allochtoon, 2e generatie;2014/'15;5.0;1.0;3.0;1.0;;;5.0;1.0;3.0;1.0;;
7479;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7480;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2007/'08;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7481;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2008/'09;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7482;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2009/'10;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7483;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2010/'11;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7484;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2011/'12;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7485;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2012/'13;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7486;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2013/'14;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7487;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Overig niet-westerse allochtoon;Autochtoon of generatie onbekend;2014/'15;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;
7488;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2006/'07;19.0;10.0;0.0;9.0;;;33.0;14.0;0.0;19.0;;
7489;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2007/'08;8.0;1.0;0.0;7.0;;;15.0;2.0;0.0;13.0;;
7490;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2008/'09;3.0;0.0;0.0;3.0;;;8.0;1.0;1.0;6.0;;
7491;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2009/'10;9.0;3.0;0.0;6.0;;;14.0;4.0;0.0;10.0;;
7492;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2010/'11;1.0;1.0;0.0;0.0;;;1.0;1.0;0.0;0.0;;
7493;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2011/'12;1.0;1.0;0.0;0.0;;;3.0;2.0;1.0;0.0;;
7494;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2012/'13;1.0;0.0;1.0;0.0;;;7.0;5.0;1.0;1.0;;
7495;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2013/'14;3.0;2.0;0.0;1.0;;;9.0;5.0;2.0;2.0;;
7496;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Totaal generatie;2014/'15;1.0;0.0;0.0;1.0;;;1.0;0.0;0.0;1.0;;
7497;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2006/'07;;;;;;;;;;;;
7498;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2007/'08;;;;;;;;;;;;
7499;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2008/'09;;;;;;;;;;;;
7500;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2009/'10;;;;;;;;;;;;
7501;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2010/'11;;;;;;;;;;;;
7502;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2011/'12;;;;;;;;;;;;
7503;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2012/'13;;;;;;;;;;;;
7504;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2013/'14;;;;;;;;;;;;
7505;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 1e generatie;2014/'15;;;;;;;;;;;;
7506;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2006/'07;;;;;;;;;;;;
7507;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2007/'08;;;;;;;;;;;;
7508;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2008/'09;;;;;;;;;;;;
7509;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2009/'10;;;;;;;;;;;;
7510;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2010/'11;;;;;;;;;;;;
7511;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2011/'12;;;;;;;;;;;;
7512;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2012/'13;;;;;;;;;;;;
7513;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2013/'14;;;;;;;;;;;;
7514;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Allochtoon, 2e generatie;2014/'15;;;;;;;;;;;;
7515;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2006/'07;19.0;10.0;0.0;9.0;;;33.0;14.0;0.0;19.0;;
7516;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2007/'08;8.0;1.0;0.0;7.0;;;15.0;2.0;0.0;13.0;;
7517;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2008/'09;3.0;0.0;0.0;3.0;;;8.0;1.0;1.0;6.0;;
7518;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2009/'10;9.0;3.0;0.0;6.0;;;14.0;4.0;0.0;10.0;;
7519;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2010/'11;1.0;1.0;0.0;0.0;;;1.0;1.0;0.0;0.0;;
7520;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2011/'12;1.0;1.0;0.0;0.0;;;3.0;2.0;1.0;0.0;;
7521;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2012/'13;1.0;0.0;1.0;0.0;;;7.0;5.0;1.0;1.0;;
7522;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2013/'14;3.0;2.0;0.0;1.0;;;9.0;5.0;2.0;2.0;;
7523;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 3 (vakopleiding mbo);Herkomst onbekend;Autochtoon of generatie onbekend;2014/'15;1.0;0.0;0.0;1.0;;;1.0;0.0;0.0;1.0;;
7524;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2006/'07;655.0;70.0;37.0;328.0;220.0;;981.0;79.0;42.0;438.0;422.0;
7525;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2007/'08;390.0;37.0;39.0;195.0;119.0;;538.0;45.0;49.0;255.0;189.0;
7526;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2008/'09;228.0;28.0;30.0;126.0;44.0;;346.0;41.0;33.0;170.0;102.0;
7527;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2009/'10;120.0;23.0;18.0;42.0;37.0;;234.0;29.0;21.0;95.0;89.0;
7528;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2010/'11;64.0;12.0;3.0;29.0;20.0;;106.0;19.0;8.0;39.0;40.0;
7529;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2011/'12;55.0;13.0;4.0;16.0;22.0;;86.0;22.0;5.0;28.0;31.0;
7530;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2012/'13;55.0;6.0;23.0;11.0;15.0;;85.0;9.0;33.0;19.0;24.0;
7531;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2013/'14;40.0;2.0;14.0;3.0;21.0;;60.0;3.0;14.0;10.0;33.0;
7532;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2014/'15;33.0;2.0;7.0;5.0;19.0;;34.0;2.0;7.0;5.0;20.0;
7533;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2006/'07;617.0;67.0;37.0;317.0;196.0;;829.0;74.0;42.0;422.0;291.0;
7534;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2007/'08;358.0;36.0;34.0;186.0;102.0;;454.0;42.0;43.0;241.0;128.0;
7535;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2008/'09;202.0;27.0;23.0;118.0;34.0;;281.0;31.0;25.0;159.0;66.0;
7536;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2009/'10;92.0;17.0;15.0;38.0;22.0;;153.0;22.0;18.0;70.0;43.0;
7537;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2010/'11;57.0;11.0;3.0;28.0;15.0;;93.0;12.0;8.0;38.0;35.0;
7538;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2011/'12;49.0;9.0;4.0;15.0;21.0;;74.0;16.0;5.0;26.0;27.0;
7539;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2012/'13;46.0;4.0;19.0;10.0;13.0;;72.0;6.0;29.0;17.0;20.0;
7540;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2013/'14;38.0;2.0;14.0;3.0;19.0;;53.0;2.0;14.0;10.0;27.0;
7541;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2014/'15;31.0;1.0;7.0;5.0;18.0;;32.0;1.0;7.0;5.0;19.0;
7542;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2006/'07;16.0;0.0;0.0;4.0;12.0;;29.0;0.0;0.0;6.0;23.0;
7543;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2007/'08;13.0;0.0;1.0;5.0;7.0;;26.0;0.0;1.0;7.0;18.0;
7544;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2008/'09;11.0;0.0;2.0;4.0;5.0;;12.0;0.0;2.0;4.0;6.0;
7545;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2009/'10;2.0;0.0;0.0;0.0;2.0;;15.0;0.0;0.0;9.0;6.0;
7546;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2010/'11;3.0;0.0;0.0;0.0;3.0;;4.0;1.0;0.0;0.0;3.0;
7547;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2011/'12;1.0;1.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
7548;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2012/'13;4.0;0.0;4.0;0.0;0.0;;6.0;1.0;4.0;1.0;0.0;
7549;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2013/'14;0.0;0.0;0.0;0.0;0.0;;2.0;1.0;0.0;0.0;1.0;
7550;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2014/'15;1.0;1.0;0.0;0.0;0.0;;1.0;1.0;0.0;0.0;0.0;
7551;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2006/'07;22.0;3.0;0.0;7.0;12.0;;123.0;5.0;0.0;10.0;108.0;
7552;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2007/'08;19.0;1.0;4.0;4.0;10.0;;58.0;3.0;5.0;7.0;43.0;
7553;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2008/'09;15.0;1.0;5.0;4.0;5.0;;53.0;10.0;6.0;7.0;30.0;
7554;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2009/'10;26.0;6.0;3.0;4.0;13.0;;66.0;7.0;3.0;16.0;40.0;
7555;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2010/'11;4.0;1.0;0.0;1.0;2.0;;9.0;6.0;0.0;1.0;2.0;
7556;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2011/'12;5.0;3.0;0.0;1.0;1.0;;11.0;5.0;0.0;2.0;4.0;
7557;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2012/'13;5.0;2.0;0.0;1.0;2.0;;7.0;2.0;0.0;1.0;4.0;
7558;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2013/'14;2.0;0.0;0.0;0.0;2.0;;5.0;0.0;0.0;0.0;5.0;
7559;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2014/'15;1.0;0.0;0.0;0.0;1.0;;1.0;0.0;0.0;0.0;1.0;
7560;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2006/'07;12.0;3.0;0.0;0.0;9.0;;106.0;4.0;0.0;0.0;102.0;
7561;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2007/'08;8.0;0.0;0.0;1.0;7.0;;43.0;2.0;1.0;1.0;39.0;
7562;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2008/'09;6.0;0.0;1.0;2.0;3.0;;43.0;9.0;1.0;5.0;28.0;
7563;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2009/'10;19.0;5.0;3.0;0.0;11.0;;59.0;6.0;3.0;12.0;38.0;
7564;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2010/'11;0.0;0.0;0.0;0.0;0.0;;5.0;5.0;0.0;0.0;0.0;
7565;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2011/'12;3.0;2.0;0.0;0.0;1.0;;8.0;4.0;0.0;0.0;4.0;
7566;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2012/'13;5.0;2.0;0.0;1.0;2.0;;7.0;2.0;0.0;1.0;4.0;
7567;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2013/'14;2.0;0.0;0.0;0.0;2.0;;3.0;0.0;0.0;0.0;3.0;
7568;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Totaal generatie;2014/'15;1.0;0.0;0.0;0.0;1.0;;1.0;0.0;0.0;0.0;1.0;
7569;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2006/'07;;;;;;;;;;;;
7570;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2007/'08;;;;;;;;;;;;
7571;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2008/'09;;;;;;;;;;;;
7572;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2009/'10;;;;;;;;;;;;
7573;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2010/'11;;;;;;;;;;;;
7574;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2011/'12;;;;;;;;;;;;
7575;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2012/'13;;;;;;;;;;;;
7576;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2013/'14;;;;;;;;;;;;
7577;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2014/'15;;;;;;;;;;;;
7578;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2006/'07;;;;;;;;;;;;
7579;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2007/'08;;;;;;;;;;;;
7580;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2008/'09;;;;;;;;;;;;
7581;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2009/'10;;;;;;;;;;;;
7582;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2010/'11;;;;;;;;;;;;
7583;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2011/'12;;;;;;;;;;;;
7584;Totaal mannen en vrouwen;Jonger dan 25 jaar;Niveau 4 (middenkaderopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2012/'13;;;;;;;;;;;;
