ID;Geslacht;Leeftijd;Opleidingsniveau;Herkomstgroepering;Generatie;Perioden;TotaalEducatietypen_1;SocialeRedzaamheid_2;ProfessioneleRedzaamheidGekwalificeerd_3;ProfessioneleRedzaamheidOngekwalific_4;EducatieveRedzaamheidAlleenNiveau4_5;AlfabetiseringInclusiefOverig_6;TotaalEducatietypen_7;SocialeRedzaamheid_8;ProfessioneleRedzaamheidGekwalificeerd_9;ProfessioneleRedzaamheidOngekwalific_10;EducatieveRedzaamheidAlleenNiveau4_11;AlfabetiseringInclusiefOverig_12
756;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2006/'07;285.0;131.0;6.0;148.0;;;466.0;210.0;8.0;248.0;;
757;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2007/'08;221.0;101.0;12.0;108.0;;;341.0;170.0;16.0;155.0;;
758;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2008/'09;156.0;93.0;3.0;60.0;;;278.0;181.0;4.0;93.0;;
759;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2009/'10;182.0;119.0;4.0;59.0;;;268.0;173.0;4.0;91.0;;
760;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2010/'11;126.0;89.0;4.0;33.0;;;161.0;117.0;4.0;40.0;;
761;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2011/'12;77.0;53.0;3.0;21.0;;;97.0;68.0;3.0;26.0;;
762;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2012/'13;85.0;53.0;3.0;29.0;;;114.0;72.0;7.0;35.0;;
763;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2013/'14;114.0;74.0;5.0;35.0;;;165.0;90.0;12.0;63.0;;
764;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Totaal generatie;2014/'15;101.0;63.0;4.0;34.0;;;106.0;68.0;4.0;34.0;;
765;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2006/'07;;;;;;;;;;;;
766;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2007/'08;;;;;;;;;;;;
767;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2008/'09;;;;;;;;;;;;
768;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2009/'10;;;;;;;;;;;;
769;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2010/'11;;;;;;;;;;;;
770;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2011/'12;;;;;;;;;;;;
771;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2012/'13;;;;;;;;;;;;
772;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2013/'14;;;;;;;;;;;;
773;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 1e generatie;2014/'15;;;;;;;;;;;;
774;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2006/'07;;;;;;;;;;;;
775;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2007/'08;;;;;;;;;;;;
776;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2008/'09;;;;;;;;;;;;
777;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2009/'10;;;;;;;;;;;;
778;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2010/'11;;;;;;;;;;;;
779;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2011/'12;;;;;;;;;;;;
780;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2012/'13;;;;;;;;;;;;
781;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2013/'14;;;;;;;;;;;;
782;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Allochtoon, 2e generatie;2014/'15;;;;;;;;;;;;
783;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2006/'07;285.0;131.0;6.0;148.0;;;466.0;210.0;8.0;248.0;;
784;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2007/'08;221.0;101.0;12.0;108.0;;;341.0;170.0;16.0;155.0;;
785;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2008/'09;156.0;93.0;3.0;60.0;;;278.0;181.0;4.0;93.0;;
786;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2009/'10;182.0;119.0;4.0;59.0;;;268.0;173.0;4.0;91.0;;
787;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2010/'11;126.0;89.0;4.0;33.0;;;161.0;117.0;4.0;40.0;;
788;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2011/'12;77.0;53.0;3.0;21.0;;;97.0;68.0;3.0;26.0;;
789;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2012/'13;85.0;53.0;3.0;29.0;;;114.0;72.0;7.0;35.0;;
790;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2013/'14;114.0;74.0;5.0;35.0;;;165.0;90.0;12.0;63.0;;
791;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1+2 totaal;Herkomst onbekend;Autochtoon of generatie onbekend;2014/'15;101.0;63.0;4.0;34.0;;;106.0;68.0;4.0;34.0;;
792;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2006/'07;19366.0;11875.0;688.0;6803.0;;;27971.0;17231.0;878.0;9862.0;;
793;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2007/'08;15066.0;10248.0;490.0;4328.0;;;22930.0;16111.0;743.0;6076.0;;
794;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2008/'09;15437.0;11083.0;313.0;4041.0;;;25522.0;18926.0;518.0;6078.0;;
795;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2009/'10;16320.0;12378.0;268.0;3674.0;;;24553.0;18508.0;392.0;5653.0;;
796;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2010/'11;12787.0;9304.0;181.0;3302.0;;;17079.0;12600.0;199.0;4280.0;;
797;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2011/'12;9683.0;6887.0;113.0;2683.0;;;12720.0;8931.0;135.0;3654.0;;
798;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2012/'13;8754.0;5878.0;105.0;2771.0;;;11240.0;7322.0;222.0;3696.0;;
799;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2013/'14;7778.0;5174.0;186.0;2418.0;;;9093.0;5857.0;291.0;2945.0;;
800;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Totaal generatie;2014/'15;6721.0;4600.0;183.0;1938.0;;;6834.0;4665.0;185.0;1984.0;;
801;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2006/'07;15026.0;8197.0;614.0;6215.0;;;20676.0;11234.0;755.0;8687.0;;
802;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2007/'08;10415.0;6234.0;402.0;3779.0;;;14753.0;9061.0;553.0;5139.0;;
803;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2008/'09;9602.0;6073.0;237.0;3292.0;;;14343.0;9300.0;344.0;4699.0;;
804;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2009/'10;9698.0;6487.0;190.0;3021.0;;;13587.0;8763.0;240.0;4584.0;;
805;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2010/'11;8094.0;5214.0;112.0;2768.0;;;10210.0;6607.0;122.0;3481.0;;
806;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2011/'12;6222.0;3901.0;87.0;2234.0;;;8058.0;4926.0;96.0;3036.0;;
807;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2012/'13;5867.0;3452.0;92.0;2323.0;;;7625.0;4391.0;187.0;3047.0;;
808;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2013/'14;5282.0;3079.0;168.0;2035.0;;;6205.0;3497.0;266.0;2442.0;;
809;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 1e generatie;2014/'15;4543.0;2710.0;167.0;1666.0;;;4632.0;2757.0;169.0;1706.0;;
810;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2006/'07;349.0;252.0;35.0;62.0;;;570.0;409.0;44.0;117.0;;
811;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2007/'08;329.0;262.0;16.0;51.0;;;616.0;502.0;27.0;87.0;;
812;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2008/'09;440.0;368.0;12.0;60.0;;;816.0;684.0;25.0;107.0;;
813;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2009/'10;469.0;414.0;14.0;41.0;;;792.0;690.0;24.0;78.0;;
814;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2010/'11;340.0;291.0;12.0;37.0;;;518.0;440.0;15.0;63.0;;
815;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2011/'12;250.0;216.0;5.0;29.0;;;383.0;313.0;9.0;61.0;;
816;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2012/'13;238.0;183.0;4.0;51.0;;;360.0;256.0;17.0;87.0;;
817;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2013/'14;223.0;168.0;7.0;48.0;;;289.0;213.0;8.0;68.0;;
818;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Allochtoon, 2e generatie;2014/'15;186.0;136.0;7.0;43.0;;;189.0;137.0;7.0;45.0;;
819;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2006/'07;3991.0;3426.0;39.0;526.0;;;6725.0;5588.0;79.0;1058.0;;
820;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2007/'08;4322.0;3752.0;72.0;498.0;;;7561.0;6548.0;163.0;850.0;;
821;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2008/'09;5395.0;4642.0;64.0;689.0;;;10363.0;8942.0;149.0;1272.0;;
822;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2009/'10;6153.0;5477.0;64.0;612.0;;;10174.0;9055.0;128.0;991.0;;
823;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2010/'11;4353.0;3799.0;57.0;497.0;;;6351.0;5553.0;62.0;736.0;;
824;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2011/'12;3211.0;2770.0;21.0;420.0;;;4279.0;3692.0;30.0;557.0;;
825;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2012/'13;2649.0;2243.0;9.0;397.0;;;3255.0;2675.0;18.0;562.0;;
826;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2013/'14;2273.0;1927.0;11.0;335.0;;;2599.0;2147.0;17.0;435.0;;
827;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Totaal herkomstgroepering;Autochtoon of generatie onbekend;2014/'15;1992.0;1754.0;9.0;229.0;;;2013.0;1771.0;9.0;233.0;;
828;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2006/'07;3831.0;3346.0;37.0;448.0;;;6463.0;5464.0;77.0;922.0;;
829;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2007/'08;4199.0;3683.0;65.0;451.0;;;7368.0;6444.0;152.0;772.0;;
830;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2008/'09;5320.0;4592.0;64.0;664.0;;;10226.0;8837.0;149.0;1240.0;;
831;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2009/'10;6062.0;5407.0;63.0;592.0;;;10038.0;8954.0;127.0;957.0;;
832;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2010/'11;4284.0;3741.0;56.0;487.0;;;6262.0;5478.0;61.0;723.0;;
833;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2011/'12;3175.0;2742.0;20.0;413.0;;;4238.0;3659.0;29.0;550.0;;
834;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2012/'13;2610.0;2211.0;9.0;390.0;;;3206.0;2640.0;15.0;551.0;;
835;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2013/'14;2220.0;1887.0;10.0;323.0;;;2522.0;2101.0;10.0;411.0;;
836;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Totaal generatie;2014/'15;1944.0;1717.0;8.0;219.0;;;1964.0;1733.0;8.0;223.0;;
837;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2006/'07;;;;;;;;;;;;
838;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2007/'08;;;;;;;;;;;;
839;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2008/'09;;;;;;;;;;;;
840;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2009/'10;;;;;;;;;;;;
841;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2010/'11;;;;;;;;;;;;
842;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2011/'12;;;;;;;;;;;;
843;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2012/'13;;;;;;;;;;;;
844;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2013/'14;;;;;;;;;;;;
845;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 1e generatie;2014/'15;;;;;;;;;;;;
846;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2006/'07;;;;;;;;;;;;
847;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2007/'08;;;;;;;;;;;;
848;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2008/'09;;;;;;;;;;;;
849;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2009/'10;;;;;;;;;;;;
850;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2010/'11;;;;;;;;;;;;
851;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2011/'12;;;;;;;;;;;;
852;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2012/'13;;;;;;;;;;;;
853;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2013/'14;;;;;;;;;;;;
854;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Allochtoon, 2e generatie;2014/'15;;;;;;;;;;;;
855;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2006/'07;3831.0;3346.0;37.0;448.0;;;6463.0;5464.0;77.0;922.0;;
856;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2007/'08;4199.0;3683.0;65.0;451.0;;;7368.0;6444.0;152.0;772.0;;
857;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2008/'09;5320.0;4592.0;64.0;664.0;;;10226.0;8837.0;149.0;1240.0;;
858;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2009/'10;6062.0;5407.0;63.0;592.0;;;10038.0;8954.0;127.0;957.0;;
859;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2010/'11;4284.0;3741.0;56.0;487.0;;;6262.0;5478.0;61.0;723.0;;
860;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2011/'12;3175.0;2742.0;20.0;413.0;;;4238.0;3659.0;29.0;550.0;;
861;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2012/'13;2610.0;2211.0;9.0;390.0;;;3206.0;2640.0;15.0;551.0;;
862;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2013/'14;2220.0;1887.0;10.0;323.0;;;2522.0;2101.0;10.0;411.0;;
863;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Autochtoon;Autochtoon of generatie onbekend;2014/'15;1944.0;1717.0;8.0;219.0;;;1964.0;1733.0;8.0;223.0;;
864;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2006/'07;15375.0;8449.0;649.0;6277.0;;;21246.0;11643.0;799.0;8804.0;;
865;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2007/'08;10744.0;6496.0;418.0;3830.0;;;15369.0;9563.0;580.0;5226.0;;
866;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2008/'09;10042.0;6441.0;249.0;3352.0;;;15159.0;9984.0;369.0;4806.0;;
867;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2009/'10;10167.0;6901.0;204.0;3062.0;;;14379.0;9453.0;264.0;4662.0;;
868;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2010/'11;8434.0;5505.0;124.0;2805.0;;;10728.0;7047.0;137.0;3544.0;;
869;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2011/'12;6472.0;4117.0;92.0;2263.0;;;8441.0;5239.0;105.0;3097.0;;
870;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2012/'13;6105.0;3635.0;96.0;2374.0;;;7985.0;4647.0;204.0;3134.0;;
871;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2013/'14;5505.0;3247.0;175.0;2083.0;;;6494.0;3710.0;274.0;2510.0;;
872;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Totaal generatie;2014/'15;4729.0;2846.0;174.0;1709.0;;;4821.0;2894.0;176.0;1751.0;;
873;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2006/'07;15026.0;8197.0;614.0;6215.0;;;20676.0;11234.0;755.0;8687.0;;
874;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2007/'08;10415.0;6234.0;402.0;3779.0;;;14753.0;9061.0;553.0;5139.0;;
875;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2008/'09;9602.0;6073.0;237.0;3292.0;;;14343.0;9300.0;344.0;4699.0;;
876;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2009/'10;9698.0;6487.0;190.0;3021.0;;;13587.0;8763.0;240.0;4584.0;;
877;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2010/'11;8094.0;5214.0;112.0;2768.0;;;10210.0;6607.0;122.0;3481.0;;
878;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2011/'12;6222.0;3901.0;87.0;2234.0;;;8058.0;4926.0;96.0;3036.0;;
879;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2012/'13;5867.0;3452.0;92.0;2323.0;;;7625.0;4391.0;187.0;3047.0;;
880;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2013/'14;5282.0;3079.0;168.0;2035.0;;;6205.0;3497.0;266.0;2442.0;;
881;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 1e generatie;2014/'15;4543.0;2710.0;167.0;1666.0;;;4632.0;2757.0;169.0;1706.0;;
882;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2006/'07;349.0;252.0;35.0;62.0;;;570.0;409.0;44.0;117.0;;
883;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2007/'08;329.0;262.0;16.0;51.0;;;616.0;502.0;27.0;87.0;;
884;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2008/'09;440.0;368.0;12.0;60.0;;;816.0;684.0;25.0;107.0;;
885;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2009/'10;469.0;414.0;14.0;41.0;;;792.0;690.0;24.0;78.0;;
886;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2010/'11;340.0;291.0;12.0;37.0;;;518.0;440.0;15.0;63.0;;
887;Totaal mannen en vrouwen;Totaal leeftijd;Niveau 1 (assistentopleiding mbo);Allochtoon;Allochtoon, 2e generatie;2011/'12;250.0;216.0;5.0;29.0;;;383.0;313.0;9.0;61.0;;
