ID;BalanceSheetItemsWaterBoards;WaterBoards;Periods;BalanceSheetItemsAtYearEnd_1
2248;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2011;219.0
2249;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2012;217.0
2250;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2013;216.0
2251;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2014;214.0
2252;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2015;218.0
2253;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2016;219.0
2254;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2017;210.0
2255;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2018;209.0
2256;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2019;207.0
2257;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2020;205.0
2258;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2021;203.0
2259;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2022;203.0
2260;A12 - Tangible fixed assets;Waterschap Hunze en Aa's (WS);2023;209.0
2261;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2005;95.0
2262;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2006;94.0
2263;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2007;93.0
2264;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2008;100.0
2265;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2009;100.0
2266;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2010;133.0
2267;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2011;138.0
2268;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2012;165.0
2269;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2013;183.0
2270;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2014;184.0
2271;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2015;184.0
2272;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2016;179.0
2273;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2017;181.0
2274;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2018;191.0
2275;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2019;212.0
2276;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2020;223.0
2277;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2021;237.0
2278;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2022;247.0
2279;A12 - Tangible fixed assets;Waterschap Noorderzijlvest (WS);2023;287.0
2280;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2005;61.0
2281;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2006;71.0
2282;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2007;72.0
2283;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2008;73.0
2284;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2009;77.0
2285;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2010;86.0
2286;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2011;98.0
2287;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2012;106.0
2288;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2013;107.0
2289;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2014;117.0
2290;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2015;120.0
2291;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2016;
2292;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2017;
2293;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2018;
2294;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2019;
2295;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2020;
2296;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2021;
2297;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2022;
2298;A12 - Tangible fixed assets;Waterschap Reest en Wieden (WS);2023;
2299;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2005;86.0
2300;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2006;104.0
2301;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2007;109.0
2302;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2008;110.0
2303;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2009;99.0
2304;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2010;104.0
2305;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2011;109.0
2306;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2012;107.0
2307;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2013;109.0
2308;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2014;
2309;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2015;
2310;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2016;
2311;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2017;
2312;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2018;
2313;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2019;
2314;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2020;
2315;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2021;
2316;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2022;
2317;A12 - Tangible fixed assets;Waterschap Velt en Vecht (WS);2023;
2318;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2005;71.0
2319;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2006;76.0
2320;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2007;82.0
2321;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2008;90.0
2322;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2009;110.0
2323;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2010;129.0
2324;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2011;127.0
2325;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2012;125.0
2326;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2013;124.0
2327;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2014;123.0
2328;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2015;121.0
2329;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2016;117.0
2330;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2017;123.0
2331;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2018;120.0
2332;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2019;116.0
2333;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2020;112.0
2334;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2021;111.0
2335;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2022;111.0
2336;A12 - Tangible fixed assets;Waterschap Zuiderzeeland (WS);2023;109.0
2337;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2005;318.0
2338;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2006;322.0
2339;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2007;332.0
2340;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2008;370.0
2341;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2009;392.0
2342;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2010;441.0
2343;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2011;473.0
2344;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2012;490.0
2345;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2013;511.0
2346;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2014;521.0
2347;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2015;535.0
2348;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2016;530.0
2349;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2017;500.0
2350;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2018;470.0
2351;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2019;456.0
2352;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2020;448.0
2353;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2021;451.0
2354;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2022;452.0
2355;A12 - Tangible fixed assets;Hhs Hollands Noorderkwartier (WS);2023;466.0
2356;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2005;199.0
2357;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2006;214.0
2358;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2007;237.0
2359;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2008;248.0
2360;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2009;279.0
2361;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2010;289.0
2362;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2011;287.0
2363;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2012;296.0
2364;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2013;295.0
2365;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2014;298.0
2366;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2015;313.0
2367;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2016;321.0
2368;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2017;335.0
2369;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2018;343.0
2370;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2019;381.0
2371;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2020;415.0
2372;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2021;436.0
2373;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2022;447.0
2374;A12 - Tangible fixed assets;Waterschap Brabantse Delta (WS);2023;480.0
2375;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2005;250.0
2376;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2006;270.0
2377;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2007;283.0
2378;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2008;312.0
2379;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2009;342.0
2380;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2010;346.0
2381;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2011;354.0
2382;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2012;377.0
2383;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2013;386.0
2384;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2014;393.0
2385;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2015;401.0
2386;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2016;446.0
2387;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2017;468.0
2388;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2018;459.0
2389;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2019;467.0
2390;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2020;482.0
2391;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2021;482.0
2392;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2022;490.0
2393;A12 - Tangible fixed assets;Wetterskip Fryslân (WS);2023;493.0
2394;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2005;217.0
2395;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2006;227.0
2396;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2007;237.0
2397;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2008;262.0
2398;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2009;254.0
2399;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2010;273.0
2400;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2011;279.0
2401;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2012;275.0
2402;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2013;286.0
2403;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2014;298.0
2404;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2015;305.0
2405;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2016;322.0
2406;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2017;335.0
2407;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2018;337.0
2408;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2019;327.0
2409;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2020;342.0
2410;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2021;365.0
2411;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2022;399.0
2412;A12 - Tangible fixed assets;Waterschap Aa en Maas (WS);2023;443.0
2413;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2005;245.0
2414;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2006;259.0
2415;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2007;275.0
2416;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2008;318.0
2417;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2009;300.0
2418;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2010;298.0
2419;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2011;282.0
2420;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2012;269.0
2421;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2013;258.0
2422;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2014;244.0
2423;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2015;239.0
2424;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2016;239.0
2425;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2017;228.0
2426;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2018;221.0
2427;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2019;224.0
2428;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2020;257.0
2429;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2021;271.0
2430;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2022;293.0
2431;A12 - Tangible fixed assets;Waterschap Hollandse Delta (WS);2023;320.0
2432;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2005;135.0
2433;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2006;138.0
2434;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2007;157.0
2435;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2008;162.0
2436;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2009;169.0
2437;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2010;170.0
2438;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2011;175.0
2439;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2012;183.0
2440;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2013;186.0
2441;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2014;206.0
2442;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2015;210.0
2443;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2016;224.0
2444;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2017;228.0
2445;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2018;223.0
2446;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2019;220.0
2447;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2020;219.0
2448;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2021;218.0
2449;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2022;221.0
2450;A12 - Tangible fixed assets;Hhs van Schieland en Krimpenerwaard (WS);2023;227.0
2451;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2005;
2452;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2006;
2453;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2007;
2454;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2008;
2455;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2009;
2456;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2010;
2457;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2011;230.0
2458;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2012;233.0
2459;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2013;237.0
2460;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2014;248.0
2461;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2015;258.0
2462;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2016;257.0
2463;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2017;263.0
2464;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2018;278.0
2465;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2019;287.0
2466;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2020;292.0
2467;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2021;302.0
2468;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2022;307.0
2469;A12 - Tangible fixed assets;Waterschap Scheldestromen (WS);2023;319.0
2470;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2005;
2471;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2006;
2472;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2007;
2473;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2008;
2474;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2009;
2475;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2010;
2476;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2011;
2477;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2012;
2478;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2013;349.0
2479;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2014;330.0
2480;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2015;332.0
2481;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2016;315.0
2482;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2017;298.0
2483;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2018;285.0
2484;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2019;277.0
2485;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2020;274.0
2486;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2021;281.0
2487;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2022;300.0
2488;A12 - Tangible fixed assets;Waterschap Vallei en Veluwe (WS);2023;293.0
2489;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2005;
2490;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2006;
2491;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2007;
2492;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2008;
2493;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2009;
2494;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2010;
2495;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2011;
2496;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2012;
2497;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2013;
2498;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2014;391.0
2499;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2015;407.0
2500;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2016;413.0
2501;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2017;413.0
2502;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2018;420.0
2503;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2019;437.0
2504;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2020;459.0
2505;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2021;468.0
2506;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2022;477.0
2507;A12 - Tangible fixed assets;Waterschap Vechtstromen (WS);2023;485.0
2508;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2005;
2509;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2006;
2510;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2007;
2511;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2008;
2512;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2009;
2513;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2010;
2514;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2011;
2515;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2012;
2516;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2013;
2517;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2014;
2518;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2015;
2519;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2016;290.0
2520;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2017;291.0
2521;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2018;309.0
2522;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2019;328.0
2523;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2020;342.0
2524;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2021;357.0
2525;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2022;385.0
2526;A12 - Tangible fixed assets;WS Drents Overijsselse Delta (WS);2023;405.0
2527;A12 - Tangible fixed assets;Waterschap Limburg (WS);2005;
2528;A12 - Tangible fixed assets;Waterschap Limburg (WS);2006;
2529;A12 - Tangible fixed assets;Waterschap Limburg (WS);2007;
2530;A12 - Tangible fixed assets;Waterschap Limburg (WS);2008;
2531;A12 - Tangible fixed assets;Waterschap Limburg (WS);2009;
2532;A12 - Tangible fixed assets;Waterschap Limburg (WS);2010;
2533;A12 - Tangible fixed assets;Waterschap Limburg (WS);2011;
2534;A12 - Tangible fixed assets;Waterschap Limburg (WS);2012;
2535;A12 - Tangible fixed assets;Waterschap Limburg (WS);2013;
2536;A12 - Tangible fixed assets;Waterschap Limburg (WS);2014;
2537;A12 - Tangible fixed assets;Waterschap Limburg (WS);2015;
2538;A12 - Tangible fixed assets;Waterschap Limburg (WS);2016;
2539;A12 - Tangible fixed assets;Waterschap Limburg (WS);2017;163.0
2540;A12 - Tangible fixed assets;Waterschap Limburg (WS);2018;159.0
2541;A12 - Tangible fixed assets;Waterschap Limburg (WS);2019;164.0
2542;A12 - Tangible fixed assets;Waterschap Limburg (WS);2020;166.0
2543;A12 - Tangible fixed assets;Waterschap Limburg (WS);2021;179.0
2544;A12 - Tangible fixed assets;Waterschap Limburg (WS);2022;198.0
2545;A12 - Tangible fixed assets;Waterschap Limburg (WS);2023;216.0
2546;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2005;
2547;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2006;
2548;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2007;
2549;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2008;
2550;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2009;
2551;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2010;
2552;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2011;
2553;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2012;
2554;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2013;
2555;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2014;
2556;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2015;
2557;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2016;
2558;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2017;634.0
2559;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2018;657.0
2560;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2019;678.0
2561;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2020;681.0
2562;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2021;681.0
2563;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2022;684.0
2564;A12 - Tangible fixed assets;Waterschap Amstel, Gooi en Vecht (WS);2023;707.0
2565;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2005;147.0
2566;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2006;145.0
2567;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2007;152.0
2568;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2008;168.0
2569;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2009;175.0
2570;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2010;218.0
2571;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2011;221.0
2572;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2012;222.0
2573;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2013;214.0
2574;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2014;206.0
2575;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2015;198.0
2576;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2016;199.0
2577;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2017;194.0
2578;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2018;198.0
2579;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2019;213.0
2580;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2020;248.0
2581;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2021;257.0
2582;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2022;257.0
2583;A12 - Tangible fixed assets;Waterschapsbedrijf Limburg;2023;260.0
2584;A121 - Land;The Netherlands;2005;
2585;A121 - Land;The Netherlands;2006;
2586;A121 - Land;The Netherlands;2007;
2587;A121 - Land;The Netherlands;2008;200.0
2588;A121 - Land;The Netherlands;2009;210.0
2589;A121 - Land;The Netherlands;2010;236.0
2590;A121 - Land;The Netherlands;2011;253.0
2591;A121 - Land;The Netherlands;2012;253.0
