ID;BalanceSheetItemsWaterBoards;WaterBoards;Periods;BalanceSheetItemsAtYearEnd_1
5984;A131a - Equity and investm. fund shares;Waterschap Zeeuws-Vlaanderen (WS);2023;
5985;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2005;1.0
5986;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2006;1.0
5987;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2007;1.0
5988;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2008;1.0
5989;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2009;1.0
5990;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2010;5.0
5991;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2011;
5992;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2012;
5993;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2013;
5994;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2014;
5995;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2015;
5996;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2016;
5997;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2017;
5998;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2018;
5999;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2019;
6000;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2020;
6001;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2021;
6002;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2022;
6003;A131a - Equity and investm. fund shares;Waterschap Zeeuwse Eilanden (WS);2023;
6004;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2005;30.0
6005;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2006;29.0
6006;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2007;27.0
6007;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2008;25.0
6008;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2009;15.0
6009;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2010;17.0
6010;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2011;16.0
6011;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2012;16.0
6012;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2013;19.0
6013;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2014;18.0
6014;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2015;18.0
6015;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2016;16.0
6016;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2017;16.0
6017;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2018;15.0
6018;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2019;14.0
6019;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2020;6.0
6020;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2021;5.0
6021;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2022;5.0
6022;A131a - Equity and investm. fund shares;Waterschap De Dommel (WS);2023;3.0
6023;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2005;0.0
6024;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2006;0.0
6025;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2007;0.0
6026;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2008;0.0
6027;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2009;0.0
6028;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2010;0.0
6029;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2011;0.0
6030;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2012;0.0
6031;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2013;0.0
6032;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2014;0.0
6033;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2015;0.0
6034;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2016;0.0
6035;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2017;
6036;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2018;
6037;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2019;
6038;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2020;
6039;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2021;
6040;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2022;
6041;A131a - Equity and investm. fund shares;Waterschap Roer en Overmaas (WS);2023;
6042;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2005;2.0
6043;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2006;1.0
6044;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2007;1.0
6045;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2008;1.0
6046;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2009;1.0
6047;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2010;1.0
6048;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2011;1.0
6049;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2012;1.0
6050;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2013;1.0
6051;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2014;1.0
6052;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2015;1.0
6053;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2016;1.0
6054;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2017;1.0
6055;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2018;1.0
6056;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2019;1.0
6057;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2020;1.0
6058;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2021;1.0
6059;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2022;1.0
6060;A131a - Equity and investm. fund shares;Hoogheemraadschap van Rijnland (WS);2023;1.0
6061;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2005;4.0
6062;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2006;4.0
6063;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2007;4.0
6064;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2008;3.0
6065;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2009;2.0
6066;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2010;2.0
6067;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2011;2.0
6068;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2012;2.0
6069;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2013;2.0
6070;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2014;2.0
6071;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2015;2.0
6072;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2016;2.0
6073;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2017;2.0
6074;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2018;1.0
6075;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2019;1.0
6076;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2020;1.0
6077;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2021;1.0
6078;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2022;1.0
6079;A131a - Equity and investm. fund shares;Waterschap Rivierenland (WS);2023;1.0
6080;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2005;0.0
6081;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2006;0.0
6082;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2007;0.0
6083;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2008;0.0
6084;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2009;0.0
6085;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2010;0.0
6086;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2011;0.0
6087;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2012;0.0
6088;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2013;0.0
6089;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2014;0.0
6090;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2015;0.0
6091;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2016;0.0
6092;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2017;0.0
6093;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2018;0.0
6094;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2019;0.0
6095;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2020;0.0
6096;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2021;0.0
6097;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2022;0.0
6098;A131a - Equity and investm. fund shares;Hhs De Stichtse Rijnlanden (WS);2023;0.0
6099;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2005;0.0
6100;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2006;0.0
6101;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2007;0.0
6102;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2008;0.0
6103;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2009;0.0
6104;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2010;0.0
6105;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2011;0.0
6106;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2012;0.0
6107;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2013;0.0
6108;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2014;0.0
6109;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2015;0.0
6110;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2016;0.0
6111;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2017;
6112;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2018;
6113;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2019;
6114;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2020;
6115;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2021;
6116;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2022;
6117;A131a - Equity and investm. fund shares;Waterschap Peel en Maasvallei (WS);2023;
6118;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2005;0.0
6119;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2006;0.0
6120;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2007;0.0
6121;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2008;0.0
6122;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2009;1.0
6123;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2010;1.0
6124;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2011;0.0
6125;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2012;0.0
6126;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2013;0.0
6127;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2014;0.0
6128;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2015;0.0
6129;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2016;0.0
6130;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2017;0.0
6131;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2018;0.0
6132;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2019;0.0
6133;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2020;0.0
6134;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2021;0.0
6135;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2022;0.0
6136;A131a - Equity and investm. fund shares;Waterschap Hunze en Aa's (WS);2023;0.0
6137;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2005;0.0
6138;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2006;0.0
6139;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2007;0.0
6140;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2008;0.0
6141;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2009;0.0
6142;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2010;0.0
6143;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2011;0.0
6144;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2012;0.0
6145;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2013;0.0
6146;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2014;0.0
6147;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2015;0.0
6148;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2016;0.0
6149;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2017;0.0
6150;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2018;0.0
6151;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2019;0.0
6152;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2020;0.0
6153;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2021;0.0
6154;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2022;0.0
6155;A131a - Equity and investm. fund shares;Waterschap Noorderzijlvest (WS);2023;0.0
6156;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2005;0.0
6157;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2006;0.0
6158;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2007;0.0
6159;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2008;0.0
6160;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2009;0.0
6161;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2010;0.0
6162;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2011;0.0
6163;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2012;0.0
6164;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2013;0.0
6165;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2014;0.0
6166;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2015;0.0
6167;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2016;
6168;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2017;
6169;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2018;
6170;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2019;
6171;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2020;
6172;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2021;
6173;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2022;
6174;A131a - Equity and investm. fund shares;Waterschap Reest en Wieden (WS);2023;
6175;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2005;2.0
6176;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2006;2.0
6177;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2007;2.0
6178;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2008;2.0
6179;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2009;2.0
6180;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2010;2.0
6181;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2011;2.0
6182;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2012;2.0
6183;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2013;2.0
6184;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2014;
6185;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2015;
6186;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2016;
6187;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2017;
6188;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2018;
6189;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2019;
6190;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2020;
6191;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2021;
6192;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2022;
6193;A131a - Equity and investm. fund shares;Waterschap Velt en Vecht (WS);2023;
6194;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2005;0.0
6195;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2006;0.0
6196;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2007;0.0
6197;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2008;0.0
6198;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2009;0.0
6199;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2010;0.0
6200;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2011;0.0
6201;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2012;0.0
6202;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2013;0.0
6203;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2014;0.0
6204;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2015;0.0
6205;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2016;0.0
6206;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2017;0.0
6207;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2018;0.0
6208;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2019;0.0
6209;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2020;0.0
6210;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2021;0.0
6211;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2022;0.0
6212;A131a - Equity and investm. fund shares;Waterschap Zuiderzeeland (WS);2023;0.0
6213;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2005;1.0
6214;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2006;1.0
6215;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2007;1.0
6216;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2008;1.0
6217;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2009;1.0
6218;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2010;1.0
6219;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2011;1.0
6220;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2012;1.0
6221;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2013;1.0
6222;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2014;1.0
6223;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2015;1.0
6224;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2016;1.0
6225;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2017;1.0
6226;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2018;3.0
6227;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2019;3.0
6228;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2020;3.0
6229;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2021;3.0
6230;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2022;3.0
6231;A131a - Equity and investm. fund shares;Hhs Hollands Noorderkwartier (WS);2023;3.0
6232;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2005;32.0
6233;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2006;31.0
6234;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2007;27.0
6235;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2008;25.0
6236;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2009;20.0
6237;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2010;18.0
6238;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2011;17.0
6239;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2012;16.0
6240;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2013;19.0
6241;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2014;17.0
6242;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2015;17.0
6243;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2016;16.0
6244;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2017;16.0
6245;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2018;14.0
6246;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2019;13.0
6247;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2020;6.0
6248;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2021;5.0
6249;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2022;5.0
6250;A131a - Equity and investm. fund shares;Waterschap Brabantse Delta (WS);2023;3.0
6251;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2005;0.0
6252;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2006;0.0
6253;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2007;0.0
6254;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2008;1.0
6255;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2009;0.0
6256;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2010;0.0
6257;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2011;1.0
6258;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2012;1.0
6259;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2013;1.0
6260;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2014;1.0
6261;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2015;1.0
6262;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2016;1.0
6263;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2017;1.0
6264;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2018;1.0
6265;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2019;1.0
6266;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2020;1.0
6267;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2021;1.0
6268;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2022;1.0
6269;A131a - Equity and investm. fund shares;Wetterskip Fryslân (WS);2023;1.0
6270;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2005;36.0
6271;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2006;34.0
6272;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2007;32.0
6273;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2008;30.0
6274;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2009;23.0
6275;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2010;20.0
6276;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2011;18.0
6277;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2012;20.0
6278;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2013;23.0
6279;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2014;21.0
6280;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2015;22.0
6281;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2016;19.0
6282;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2017;19.0
6283;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2018;17.0
6284;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2019;16.0
6285;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2020;6.0
6286;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2021;6.0
6287;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2022;5.0
6288;A131a - Equity and investm. fund shares;Waterschap Aa en Maas (WS);2023;3.0
6289;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2005;0.0
6290;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2006;0.0
6291;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2007;0.0
6292;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2008;0.0
6293;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2009;0.0
6294;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2010;0.0
6295;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2011;0.0
6296;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2012;0.0
6297;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2013;0.0
6298;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2014;0.0
6299;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2015;0.0
6300;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2016;0.0
6301;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2017;0.0
6302;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2018;0.0
6303;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2019;0.0
6304;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2020;0.0
6305;A131a - Equity and investm. fund shares;Waterschap Hollandse Delta (WS);2021;0.0
