ID;BestemmingVanInvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
2351;80-82 Beveiliging en ov. zakelijke diens;1989;229.0;279.0;13.8;82.2;101.0;86.0;14.8;118.0;128.0;201.0;13.1;63.8
2352;80-82 Beveiliging en ov. zakelijke diens;1990;255.0;307.0;10.0;83.2;120.0;103.0;19.8;117.0;135.0;205.0;2.3;65.7
2353;80-82 Beveiliging en ov. zakelijke diens;1991;307.0;367.0;19.6;83.7;136.0;123.0;20.0;110.5;171.0;245.0;19.3;69.8
2354;80-82 Beveiliging en ov. zakelijke diens;1992;340.0;393.0;7.2;86.5;151.0;136.0;10.3;111.2;189.0;256.0;4.7;73.7
2355;80-82 Beveiliging en ov. zakelijke diens;1993;344.0;403.0;2.6;85.3;141.0;137.0;0.7;103.2;203.0;267.0;4.2;75.9
2356;80-82 Beveiliging en ov. zakelijke diens;1994;370.0;426.0;5.5;86.9;153.0;149.0;9.2;102.5;217.0;275.0;3.0;78.8
2357;80-82 Beveiliging en ov. zakelijke diens;1995;392.0;459.0;7.8;85.4;148.0;161.0;7.8;92.0;244.0;297.0;7.8;82.2
2358;80-82 Beveiliging en ov. zakelijke diens;1996;446.0;516.0;12.5;86.4;183.0;192.0;19.6;95.1;263.0;321.0;8.2;81.9
2359;80-82 Beveiliging en ov. zakelijke diens;1997;529.0;615.0;19.1;86.0;222.0;219.0;13.7;101.5;307.0;394.0;22.8;77.8
2360;80-82 Beveiliging en ov. zakelijke diens;1998;622.0;717.0;16.6;86.7;241.0;240.0;9.9;100.2;381.0;479.0;21.5;79.5
2361;80-82 Beveiliging en ov. zakelijke diens;1999;703.0;802.0;11.9;87.6;264.0;274.0;14.1;96.2;439.0;529.0;10.5;82.9
2362;80-82 Beveiliging en ov. zakelijke diens;2000;846.0;953.0;18.8;88.8;316.0;332.0;20.8;95.3;530.0;622.0;17.5;85.2
2363;80-82 Beveiliging en ov. zakelijke diens;2001;1008.0;1067.0;11.9;94.5;369.0;361.0;8.9;102.2;639.0;708.0;13.8;90.2
2364;80-82 Beveiliging en ov. zakelijke diens;2002;1006.0;1048.0;-1.8;96.0;376.0;374.0;3.5;100.6;630.0;674.0;-4.9;93.5
2365;80-82 Beveiliging en ov. zakelijke diens;2003;1016.0;1051.0;0.3;96.7;353.0;362.0;-3.2;97.6;663.0;690.0;2.4;96.1
2366;80-82 Beveiliging en ov. zakelijke diens;2004;981.0;987.0;-6.1;99.4;371.0;373.0;3.1;99.5;610.0;614.0;-11.0;99.4
2367;80-82 Beveiliging en ov. zakelijke diens;2005;1016.0;1016.0;3.0;100.0;376.0;376.0;0.8;100.0;640.0;640.0;4.3;100.0
2368;80-82 Beveiliging en ov. zakelijke diens;2006;993.0;980.0;-3.5;101.3;419.0;414.0;10.1;101.2;574.0;566.0;-11.6;101.4
2369;80-82 Beveiliging en ov. zakelijke diens;2007;1046.0;985.0;0.5;106.2;428.0;387.0;-6.4;110.5;618.0;598.0;5.6;103.4
2370;80-82 Beveiliging en ov. zakelijke diens;2008;1022.0;937.0;-4.9;109.1;388.0;350.0;-9.6;110.8;634.0;588.0;-1.6;107.8
2371;80-82 Beveiliging en ov. zakelijke diens;2009;1089.0;990.0;5.7;110.0;386.0;365.0;4.1;105.9;703.0;627.0;6.6;112.2
2372;80-82 Beveiliging en ov. zakelijke diens;2010;1157.0;1041.0;5.1;111.1;412.0;383.0;4.9;107.7;745.0;660.0;5.3;112.9
2373;80-82 Beveiliging en ov. zakelijke diens;2011;1229.0;1079.0;3.6;113.9;453.0;405.0;5.8;111.9;776.0;676.0;2.4;114.8
2374;80-82 Beveiliging en ov. zakelijke diens;2012;1277.0;1098.0;1.8;116.3;471.0;406.0;0.2;116.1;806.0;694.0;2.7;116.1
2375;80 Beveiligings- en opsporingsdiensten;1988;3.0;0.0;;;2.0;0.0;;;1.0;1.0;;
2376;80 Beveiligings- en opsporingsdiensten;1989;2.0;0.0;;;2.0;0.0;;;0.0;0.0;;
2377;80 Beveiligings- en opsporingsdiensten;1990;4.0;1.0;;;4.0;1.0;;;0.0;0.0;;
2378;80 Beveiligings- en opsporingsdiensten;1991;6.0;1.0;;;5.0;1.0;;;1.0;1.0;;
2379;80 Beveiligings- en opsporingsdiensten;1992;8.0;1.0;;;8.0;1.0;;;0.0;0.0;;
2380;80 Beveiligings- en opsporingsdiensten;1993;6.0;1.0;;;6.0;1.0;;;0.0;0.0;;
2381;80 Beveiligings- en opsporingsdiensten;1994;5.0;1.0;;;5.0;1.0;;;0.0;0.0;;
2382;80 Beveiligings- en opsporingsdiensten;1995;5.0;2.0;;;5.0;1.0;;;0.0;0.0;;
2383;80 Beveiligings- en opsporingsdiensten;1996;5.0;2.0;;;5.0;2.0;;;0.0;0.0;;
2384;80 Beveiligings- en opsporingsdiensten;1997;5.0;2.0;;;5.0;2.0;;;0.0;0.0;;
2385;80 Beveiligings- en opsporingsdiensten;1998;5.0;4.0;;;5.0;3.0;;;0.0;0.0;;
2386;80 Beveiligings- en opsporingsdiensten;1999;10.0;7.0;;;9.0;6.0;;;1.0;1.0;;
2387;80 Beveiligings- en opsporingsdiensten;2000;11.0;8.0;;;8.0;5.0;;;3.0;3.0;;
2388;80 Beveiligings- en opsporingsdiensten;2001;12.0;8.0;;;9.0;6.0;;;3.0;3.0;;
2389;80 Beveiligings- en opsporingsdiensten;2002;16.0;12.0;;;13.0;8.0;;;3.0;3.0;;
2390;80 Beveiligings- en opsporingsdiensten;2003;15.0;12.0;;;9.0;7.0;;;6.0;6.0;;
2391;80 Beveiligings- en opsporingsdiensten;2004;18.0;15.0;;;12.0;10.0;;;6.0;6.0;;
2392;80 Beveiligings- en opsporingsdiensten;2005;16.0;16.0;;;10.0;10.0;;;6.0;6.0;;
2393;80 Beveiligings- en opsporingsdiensten;2006;18.0;18.0;;;10.0;12.0;;;8.0;8.0;;
2394;80 Beveiligings- en opsporingsdiensten;2007;20.0;19.0;;;10.0;13.0;;;10.0;10.0;;
2395;80 Beveiligings- en opsporingsdiensten;2008;21.0;22.0;;;10.0;16.0;;;11.0;11.0;;
2396;80 Beveiligings- en opsporingsdiensten;2009;18.0;21.0;;;7.0;13.0;;;11.0;11.0;;
2397;80 Beveiligings- en opsporingsdiensten;2010;20.0;25.0;;;9.0;22.0;;;11.0;11.0;;
2398;80 Beveiligings- en opsporingsdiensten;2011;27.0;36.0;;;16.0;41.0;;;11.0;11.0;;
2399;80 Beveiligings- en opsporingsdiensten;2012;31.0;37.0;;;20.0;44.0;;;11.0;11.0;;
2400;81 Schoonmaakbedrijven, hoveniers e.d.;1988;102.0;111.0;;91.8;69.0;64.0;;107.3;33.0;47.0;;69.6
2401;81 Schoonmaakbedrijven, hoveniers e.d.;1989;121.0;130.0;16.7;93.4;82.0;75.0;17.4;108.6;39.0;55.0;15.2;71.4
2402;81 Schoonmaakbedrijven, hoveniers e.d.;1990;131.0;140.0;8.3;93.4;94.0;86.0;13.4;109.8;37.0;53.0;-2.6;69.5
2403;81 Schoonmaakbedrijven, hoveniers e.d.;1991;147.0;164.0;16.8;89.7;100.0;97.0;13.8;102.6;47.0;66.0;24.3;71.0
2404;81 Schoonmaakbedrijven, hoveniers e.d.;1992;164.0;179.0;9.5;91.4;114.0;110.0;13.0;103.5;50.0;68.0;2.1;74.0
2405;81 Schoonmaakbedrijven, hoveniers e.d.;1993;162.0;179.0;0.0;90.3;107.0;108.0;-1.8;98.9;55.0;70.0;4.0;78.2
2406;81 Schoonmaakbedrijven, hoveniers e.d.;1994;172.0;187.0;4.3;91.9;113.0;114.0;5.6;98.9;59.0;72.0;1.8;82.4
2407;81 Schoonmaakbedrijven, hoveniers e.d.;1995;172.0;197.0;5.2;87.3;107.0;121.0;6.2;88.2;65.0;74.0;3.4;87.8
2408;81 Schoonmaakbedrijven, hoveniers e.d.;1996;207.0;227.0;15.1;91.3;138.0;147.0;21.5;93.6;69.0;77.0;4.6;89.1
2409;81 Schoonmaakbedrijven, hoveniers e.d.;1997;243.0;257.0;13.5;94.4;168.0;164.0;11.6;102.1;75.0;91.0;17.4;82.5
2410;81 Schoonmaakbedrijven, hoveniers e.d.;1998;270.0;288.0;11.9;93.7;174.0;173.0;5.4;100.4;96.0;115.0;26.7;83.4
2411;81 Schoonmaakbedrijven, hoveniers e.d.;1999;295.0;319.0;10.7;92.4;183.0;191.0;10.3;95.7;112.0;128.0;11.5;87.3
2412;81 Schoonmaakbedrijven, hoveniers e.d.;2000;365.0;394.0;23.4;92.7;227.0;239.0;25.1;94.9;138.0;155.0;20.5;89.2
2413;81 Schoonmaakbedrijven, hoveniers e.d.;2001;428.0;434.0;10.1;98.7;263.0;257.0;7.5;102.2;165.0;177.0;14.5;93.2
2414;81 Schoonmaakbedrijven, hoveniers e.d.;2002;439.0;444.0;2.3;98.9;269.0;268.0;4.2;100.4;170.0;176.0;-0.6;96.6
2415;81 Schoonmaakbedrijven, hoveniers e.d.;2003;433.0;448.0;0.9;96.7;262.0;273.0;1.9;96.0;171.0;175.0;-0.6;97.7
2416;81 Schoonmaakbedrijven, hoveniers e.d.;2004;442.0;447.0;-0.2;98.9;267.0;271.0;-0.8;98.6;175.0;176.0;0.6;99.4
2417;81 Schoonmaakbedrijven, hoveniers e.d.;2005;458.0;458.0;2.5;100.0;279.0;279.0;3.0;100.0;179.0;179.0;1.7;100.0
2418;81 Schoonmaakbedrijven, hoveniers e.d.;2006;490.0;479.0;4.6;102.3;321.0;313.0;12.2;102.6;169.0;166.0;-7.3;101.8
2419;81 Schoonmaakbedrijven, hoveniers e.d.;2007;500.0;456.0;-4.9;109.8;324.0;284.0;-9.3;114.2;176.0;172.0;3.6;102.4
2420;81 Schoonmaakbedrijven, hoveniers e.d.;2008;462.0;414.0;-9.2;111.7;279.0;243.0;-14.2;114.6;183.0;172.0;0.0;106.5
2421;81 Schoonmaakbedrijven, hoveniers e.d.;2009;475.0;431.0;4.1;110.3;281.0;256.0;5.0;109.9;194.0;177.0;2.7;109.9
2422;81 Schoonmaakbedrijven, hoveniers e.d.;2010;506.0;451.0;4.6;112.3;301.0;266.0;3.9;113.3;205.0;187.0;5.7;109.9
2423;81 Schoonmaakbedrijven, hoveniers e.d.;2011;546.0;468.0;4.0;116.6;328.0;276.0;4.0;118.7;218.0;194.0;3.9;112.4
2424;81 Schoonmaakbedrijven, hoveniers e.d.;2012;569.0;475.0;1.5;119.7;338.0;275.0;-0.3;122.7;231.0;202.0;4.1;114.4
2425;82 Overige zakelijke dienstverlening;1988;90.0;138.0;;65.4;17.0;14.0;;119.1;73.0;127.0;;57.3
2426;82 Overige zakelijke dienstverlening;1989;106.0;153.0;11.1;69.3;17.0;14.0;0.0;119.1;89.0;145.0;13.7;61.5
2427;82 Overige zakelijke dienstverlening;1990;120.0;166.0;8.5;72.4;22.0;18.0;29.4;119.1;98.0;151.0;4.5;64.8
2428;82 Overige zakelijke dienstverlening;1991;154.0;202.0;21.7;76.3;31.0;26.0;40.9;119.1;123.0;177.0;17.3;69.3
2429;82 Overige zakelijke dienstverlening;1992;168.0;212.0;5.2;79.2;29.0;26.0;0.0;111.5;139.0;189.0;6.5;73.5
2430;82 Overige zakelijke dienstverlening;1993;176.0;224.0;5.4;78.7;28.0;29.0;10.3;97.5;148.0;197.0;4.3;75.1
2431;82 Overige zakelijke dienstverlening;1994;193.0;240.0;7.4;80.4;35.0;37.0;28.6;94.8;158.0;204.0;3.4;77.5
2432;82 Overige zakelijke dienstverlening;1995;215.0;263.0;9.3;81.9;36.0;40.0;8.6;89.8;179.0;223.0;9.5;80.2
2433;82 Overige zakelijke dienstverlening;1996;234.0;289.0;10.2;80.9;40.0;46.0;13.9;87.6;194.0;244.0;9.5;79.4
2434;82 Overige zakelijke dienstverlening;1997;281.0;359.0;23.9;78.3;49.0;55.0;20.0;89.5;232.0;305.0;24.7;76.1
2435;82 Overige zakelijke dienstverlening;1998;347.0;430.0;19.9;80.7;62.0;66.0;20.4;94.0;285.0;365.0;19.8;78.0
2436;82 Overige zakelijke dienstverlening;1999;398.0;481.0;11.8;82.8;72.0;79.0;19.4;91.5;326.0;402.0;10.2;81.0
2437;82 Overige zakelijke dienstverlening;2000;470.0;556.0;15.6;84.5;81.0;90.0;13.9;90.4;389.0;467.0;16.0;83.4
2438;82 Overige zakelijke dienstverlening;2001;568.0;630.0;13.4;90.1;97.0;101.0;12.3;96.3;471.0;530.0;13.6;88.8
2439;82 Overige zakelijke dienstverlening;2002;551.0;594.0;-5.8;92.8;94.0;99.0;-2.1;95.3;457.0;495.0;-6.6;92.3
2440;82 Overige zakelijke dienstverlening;2003;568.0;593.0;-0.2;95.8;82.0;83.0;-16.0;98.9;486.0;511.0;3.1;95.2
2441;82 Overige zakelijke dienstverlening;2004;521.0;525.0;-11.4;99.3;92.0;92.0;11.0;100.0;429.0;433.0;-15.2;99.1
2442;82 Overige zakelijke dienstverlening;2005;542.0;542.0;3.3;100.0;87.0;87.0;-5.4;100.0;455.0;455.0;5.1;100.0
2443;82 Overige zakelijke dienstverlening;2006;485.0;483.0;-10.9;100.4;88.0;89.0;2.3;98.9;397.0;394.0;-13.4;100.8
2444;82 Overige zakelijke dienstverlening;2007;526.0;511.0;5.8;103.0;94.0;91.0;2.3;103.3;432.0;420.0;6.5;102.9
2445;82 Overige zakelijke dienstverlening;2008;539.0;503.0;-1.5;107.1;99.0;94.0;3.2;105.4;440.0;409.0;-2.5;107.5
2446;82 Overige zakelijke dienstverlening;2009;596.0;540.0;7.4;110.3;98.0;98.0;4.0;100.3;498.0;443.0;8.2;112.5
2447;82 Overige zakelijke dienstverlening;2010;631.0;568.0;5.0;111.2;102.0;101.0;3.1;101.3;529.0;467.0;5.4;113.4
2448;82 Overige zakelijke dienstverlening;2011;656.0;580.0;2.2;113.1;109.0;105.0;3.9;104.1;547.0;475.0;1.9;115.1
2449;82 Overige zakelijke dienstverlening;2012;677.0;592.0;2.0;114.4;113.0;106.0;0.9;107.0;564.0;486.0;2.2;116.1
2450;O-Q Overheid en zorg;1988;2181.0;1902.0;;114.7;1789.0;1314.0;;136.2;392.0;614.0;;63.9
2451;O-Q Overheid en zorg;1989;2435.0;2124.0;11.6;114.7;1993.0;1473.0;12.1;135.3;442.0;672.0;9.4;65.8
2452;O-Q Overheid en zorg;1990;2598.0;2260.0;6.4;115.0;2135.0;1581.0;7.4;135.0;463.0;685.0;2.0;67.6
2453;O-Q Overheid en zorg;1991;2716.0;2392.0;5.9;113.5;2216.0;1679.0;6.1;132.0;500.0;716.0;4.5;69.8
2454;O-Q Overheid en zorg;1992;2742.0;2453.0;2.5;111.8;2199.0;1713.0;2.0;128.4;543.0;751.0;4.8;72.3
2455;O-Q Overheid en zorg;1993;2787.0;2570.0;4.8;108.5;2228.0;1794.0;4.8;124.2;559.0;787.0;4.8;71.1
2456;O-Q Overheid en zorg;1994;3005.0;2762.0;7.5;108.8;2326.0;1904.0;6.1;122.2;679.0;888.0;12.9;76.5
2457;O-Q Overheid en zorg;1995;3087.0;2920.0;5.7;105.7;2390.0;2032.0;6.7;117.6;697.0;908.0;2.2;76.8
2458;O-Q Overheid en zorg;1996;3247.0;3087.0;5.7;105.2;2497.0;2154.0;6.0;115.9;750.0;952.0;4.9;78.8
2459;O-Q Overheid en zorg;1997;3546.0;3412.0;10.5;103.9;2762.0;2417.0;12.2;114.3;784.0;999.0;4.9;78.5
2460;O-Q Overheid en zorg;1998;3693.0;3591.0;5.2;102.8;2867.0;2562.0;6.0;111.9;826.0;1026.0;2.7;80.5
2461;O-Q Overheid en zorg;1999;4114.0;4044.0;12.6;101.7;3109.0;2884.0;12.6;107.8;1005.0;1156.0;12.7;86.9
2462;O-Q Overheid en zorg;2000;4311.0;4199.0;3.8;102.7;3235.0;2992.0;3.7;108.1;1076.0;1203.0;4.1;89.4
2463;O-Q Overheid en zorg;2001;4543.0;4452.0;6.0;102.0;3326.0;3129.0;4.6;106.3;1217.0;1327.0;10.3;91.7
2464;O-Q Overheid en zorg;2002;5010.0;4943.0;11.0;101.4;3658.0;3501.0;11.9;104.5;1352.0;1443.0;8.7;93.7
2465;O-Q Overheid en zorg;2003;5474.0;5381.0;8.9;101.7;3893.0;3777.0;7.9;103.1;1581.0;1609.0;11.5;98.2
2466;O-Q Overheid en zorg;2004;5551.0;5530.0;2.8;100.4;4011.0;3992.0;5.7;100.5;1540.0;1538.0;-4.4;100.1
2467;O-Q Overheid en zorg;2005;5648.0;5648.0;2.1;100.0;4016.0;4016.0;0.6;100.0;1632.0;1632.0;6.1;100.0
2468;O-Q Overheid en zorg;2006;5895.0;5880.0;4.1;100.3;4209.0;4240.0;5.6;99.3;1686.0;1640.0;0.5;102.8
2469;O-Q Overheid en zorg;2007;6135.0;6208.0;5.6;98.8;4388.0;4536.0;7.0;96.7;1747.0;1674.0;2.1;104.4
2470;O-Q Overheid en zorg;2008;6606.0;6550.0;5.5;100.9;4758.0;4863.0;7.2;97.8;1848.0;1695.0;1.3;109.0
2471;O-Q Overheid en zorg;2009;7316.0;7238.0;10.5;101.1;5173.0;5369.0;10.4;96.4;2143.0;1878.0;10.8;114.1
2472;O-Q Overheid en zorg;2010;7575.0;7305.0;0.9;103.7;5429.0;5481.0;2.1;99.1;2146.0;1842.0;-1.9;116.5
2473;O-Q Overheid en zorg;2011;7469.0;7151.0;-2.1;104.4;5373.0;5410.0;-1.3;99.3;2096.0;1765.0;-4.1;118.7
2474;O-Q Overheid en zorg;2012;7507.0;7063.0;-1.2;106.3;5370.0;5310.0;-1.8;101.1;2137.0;1771.0;0.3;120.6
2475;O Openbaar bestuur en overheidsdiensten;1988;1107.0;1151.0;;96.2;785.0;626.0;;125.4;322.0;527.0;;61.1
2476;O Openbaar bestuur en overheidsdiensten;1989;1272.0;1312.0;14.0;97.0;906.0;727.0;16.2;124.6;366.0;573.0;8.7;63.9
2477;O Openbaar bestuur en overheidsdiensten;1990;1367.0;1401.0;6.8;97.6;990.0;792.0;8.8;125.1;377.0;582.0;1.6;64.7
2478;O Openbaar bestuur en overheidsdiensten;1991;1401.0;1436.0;2.6;97.5;996.0;807.0;1.9;123.5;405.0;607.0;4.2;66.7
2479;O Openbaar bestuur en overheidsdiensten;1992;1449.0;1486.0;3.4;97.5;1000.0;824.0;2.1;121.4;449.0;648.0;6.7;69.3
2480;O Openbaar bestuur en overheidsdiensten;1993;1384.0;1485.0;-0.1;93.2;926.0;809.0;-1.8;114.5;458.0;672.0;3.8;68.1
2481;O Openbaar bestuur en overheidsdiensten;1994;1494.0;1551.0;4.5;96.3;949.0;819.0;1.3;115.8;545.0;746.0;10.9;73.1
2482;O Openbaar bestuur en overheidsdiensten;1995;1512.0;1606.0;3.5;94.1;947.0;851.0;3.8;111.3;565.0;769.0;3.1;73.5
2483;O Openbaar bestuur en overheidsdiensten;1996;1615.0;1702.0;6.0;94.9;1013.0;919.0;8.0;110.3;602.0;788.0;2.5;76.4
2484;O Openbaar bestuur en overheidsdiensten;1997;1707.0;1787.0;5.0;95.5;1076.0;972.0;5.8;110.7;631.0;817.0;3.7;77.3
2485;O Openbaar bestuur en overheidsdiensten;1998;1746.0;1838.0;2.9;95.0;1085.0;1005.0;3.3;108.0;661.0;833.0;2.1;79.3
2486;O Openbaar bestuur en overheidsdiensten;1999;2106.0;2198.0;19.6;95.8;1290.0;1236.0;23.0;104.3;816.0;949.0;13.9;85.9
2487;O Openbaar bestuur en overheidsdiensten;2000;2119.0;2177.0;-1.0;97.4;1266.0;1208.0;-2.3;104.8;853.0;960.0;1.1;88.9
2488;O Openbaar bestuur en overheidsdiensten;2001;2184.0;2224.0;2.2;98.2;1218.0;1171.0;-3.0;104.0;966.0;1054.0;9.8;91.6
2489;O Openbaar bestuur en overheidsdiensten;2002;2393.0;2425.0;9.1;98.7;1329.0;1290.0;10.1;103.1;1064.0;1136.0;7.8;93.6
2490;O Openbaar bestuur en overheidsdiensten;2003;2614.0;2637.0;8.7;99.1;1391.0;1378.0;6.8;100.9;1223.0;1262.0;11.1;96.9
2491;O Openbaar bestuur en overheidsdiensten;2004;2631.0;2655.0;0.7;99.1;1436.0;1452.0;5.4;98.9;1195.0;1203.0;-4.7;99.3
2492;O Openbaar bestuur en overheidsdiensten;2005;2618.0;2618.0;-1.4;100.0;1339.0;1339.0;-7.8;100.0;1279.0;1279.0;6.3;100.0
2493;O Openbaar bestuur en overheidsdiensten;2006;2709.0;2680.0;2.4;101.1;1388.0;1399.0;4.5;99.2;1321.0;1281.0;0.2;103.1
2494;O Openbaar bestuur en overheidsdiensten;2007;2757.0;2718.0;1.4;101.5;1363.0;1393.0;-0.4;97.8;1394.0;1324.0;3.3;105.3
2495;O Openbaar bestuur en overheidsdiensten;2008;3108.0;2960.0;8.9;105.0;1622.0;1608.0;15.4;100.9;1486.0;1358.0;2.6;109.4
2496;O Openbaar bestuur en overheidsdiensten;2009;3536.0;3317.0;12.1;106.6;1818.0;1808.0;12.5;100.6;1718.0;1516.0;11.6;113.3
2497;O Openbaar bestuur en overheidsdiensten;2010;3486.0;3188.0;-3.9;109.4;1790.0;1718.0;-5.0;104.2;1696.0;1474.0;-2.8;115.1
2498;O Openbaar bestuur en overheidsdiensten;2011;3291.0;2948.0;-7.5;111.6;1681.0;1570.0;-8.6;107.0;1610.0;1380.0;-6.4;116.7
2499;O Openbaar bestuur en overheidsdiensten;2012;2931.0;2578.0;-12.5;113.7;1313.0;1196.0;-23.9;109.8;1618.0;1369.0;-0.7;118.1
2500;84 Openbaar bestuur en overheidsdiensten;1988;1107.0;1151.0;;96.2;785.0;626.0;;125.4;322.0;527.0;;61.1
2501;84 Openbaar bestuur en overheidsdiensten;1989;1272.0;1312.0;14.0;97.0;906.0;727.0;16.2;124.6;366.0;573.0;8.7;63.9
2502;84 Openbaar bestuur en overheidsdiensten;1990;1367.0;1401.0;6.8;97.6;990.0;792.0;8.8;125.1;377.0;582.0;1.6;64.7
2503;84 Openbaar bestuur en overheidsdiensten;1991;1401.0;1436.0;2.6;97.5;996.0;807.0;1.9;123.5;405.0;607.0;4.2;66.7
2504;84 Openbaar bestuur en overheidsdiensten;1992;1449.0;1486.0;3.4;97.5;1000.0;824.0;2.1;121.4;449.0;648.0;6.7;69.3
2505;84 Openbaar bestuur en overheidsdiensten;1993;1384.0;1485.0;-0.1;93.2;926.0;809.0;-1.8;114.5;458.0;672.0;3.8;68.1
2506;84 Openbaar bestuur en overheidsdiensten;1994;1494.0;1551.0;4.5;96.3;949.0;819.0;1.3;115.8;545.0;746.0;10.9;73.1
2507;84 Openbaar bestuur en overheidsdiensten;1995;1512.0;1606.0;3.5;94.1;947.0;851.0;3.8;111.3;565.0;769.0;3.1;73.5
2508;84 Openbaar bestuur en overheidsdiensten;1996;1615.0;1702.0;6.0;94.9;1013.0;919.0;8.0;110.3;602.0;788.0;2.5;76.4
2509;84 Openbaar bestuur en overheidsdiensten;1997;1707.0;1787.0;5.0;95.5;1076.0;972.0;5.8;110.7;631.0;817.0;3.7;77.3
2510;84 Openbaar bestuur en overheidsdiensten;1998;1746.0;1838.0;2.9;95.0;1085.0;1005.0;3.3;108.0;661.0;833.0;2.1;79.3
2511;84 Openbaar bestuur en overheidsdiensten;1999;2106.0;2198.0;19.6;95.8;1290.0;1236.0;23.0;104.3;816.0;949.0;13.9;85.9
2512;84 Openbaar bestuur en overheidsdiensten;2000;2119.0;2177.0;-1.0;97.4;1266.0;1208.0;-2.3;104.8;853.0;960.0;1.1;88.9
2513;84 Openbaar bestuur en overheidsdiensten;2001;2184.0;2224.0;2.2;98.2;1218.0;1171.0;-3.0;104.0;966.0;1054.0;9.8;91.6
2514;84 Openbaar bestuur en overheidsdiensten;2002;2393.0;2425.0;9.1;98.7;1329.0;1290.0;10.1;103.1;1064.0;1136.0;7.8;93.6
2515;84 Openbaar bestuur en overheidsdiensten;2003;2614.0;2637.0;8.7;99.1;1391.0;1378.0;6.8;100.9;1223.0;1262.0;11.1;96.9
2516;84 Openbaar bestuur en overheidsdiensten;2004;2631.0;2655.0;0.7;99.1;1436.0;1452.0;5.4;98.9;1195.0;1203.0;-4.7;99.3
2517;84 Openbaar bestuur en overheidsdiensten;2005;2618.0;2618.0;-1.4;100.0;1339.0;1339.0;-7.8;100.0;1279.0;1279.0;6.3;100.0
2518;84 Openbaar bestuur en overheidsdiensten;2006;2709.0;2680.0;2.4;101.1;1388.0;1399.0;4.5;99.2;1321.0;1281.0;0.2;103.1
2519;84 Openbaar bestuur en overheidsdiensten;2007;2757.0;2718.0;1.4;101.5;1363.0;1393.0;-0.4;97.8;1394.0;1324.0;3.3;105.3
2520;84 Openbaar bestuur en overheidsdiensten;2008;3108.0;2960.0;8.9;105.0;1622.0;1608.0;15.4;100.9;1486.0;1358.0;2.6;109.4
2521;84 Openbaar bestuur en overheidsdiensten;2009;3536.0;3317.0;12.1;106.6;1818.0;1808.0;12.5;100.6;1718.0;1516.0;11.6;113.3
2522;84 Openbaar bestuur en overheidsdiensten;2010;3486.0;3188.0;-3.9;109.4;1790.0;1718.0;-5.0;104.2;1696.0;1474.0;-2.8;115.1
2523;84 Openbaar bestuur en overheidsdiensten;2011;3291.0;2948.0;-7.5;111.6;1681.0;1570.0;-8.6;107.0;1610.0;1380.0;-6.4;116.7
2524;84 Openbaar bestuur en overheidsdiensten;2012;2931.0;2578.0;-12.5;113.7;1313.0;1196.0;-23.9;109.8;1618.0;1369.0;-0.7;118.1
2525;P Onderwijs;1988;237.0;115.0;;205.8;196.0;74.0;;265.9;41.0;58.0;;70.6
2526;P Onderwijs;1989;239.0;120.0;3.8;199.9;198.0;77.0;4.6;256.8;41.0;58.0;0.0;70.6
2527;P Onderwijs;1990;241.0;125.0;4.2;193.5;201.0;82.0;6.6;244.6;40.0;54.0;-7.3;74.3
2528;P Onderwijs;1991;240.0;132.0;5.8;182.1;200.0;89.0;8.5;224.4;40.0;50.0;-7.5;80.3
2529;P Onderwijs;1992;252.0;140.0;6.3;180.0;208.0;95.0;7.0;218.2;44.0;51.0;2.5;86.2
2530;P Onderwijs;1993;255.0;150.0;7.1;170.0;212.0;104.0;9.1;203.7;43.0;50.0;-2.3;86.2
2531;P Onderwijs;1994;276.0;170.0;13.3;162.3;219.0;115.0;10.8;189.9;57.0;63.0;25.6;91.0
2532;P Onderwijs;1995;295.0;187.0;10.1;157.5;242.0;131.0;13.7;184.5;53.0;60.0;-3.5;87.7
2533;P Onderwijs;1996;305.0;205.0;9.5;148.7;249.0;143.0;9.1;174.0;56.0;67.0;11.3;83.2
2534;P Onderwijs;1997;326.0;237.0;15.7;137.4;274.0;169.0;18.5;161.7;52.0;70.0;3.6;74.6
2535;P Onderwijs;1998;332.0;259.0;9.2;128.1;273.0;188.0;10.9;145.2;59.0;70.0;0.0;84.6
2536;P Onderwijs;1999;361.0;295.0;13.9;122.3;292.0;216.0;15.0;135.0;69.0;76.0;8.5;91.3
2537;P Onderwijs;2000;400.0;332.0;12.5;120.5;312.0;234.0;8.2;133.3;88.0;99.0;30.4;89.2
2538;P Onderwijs;2001;424.0;361.0;8.7;117.5;325.0;254.0;8.3;128.2;99.0;109.0;10.2;91.1
2539;P Onderwijs;2002;430.0;391.0;8.3;110.1;324.0;279.0;9.8;116.3;106.0;112.0;3.0;94.6
2540;P Onderwijs;2003;444.0;428.0;9.5;103.8;318.0;301.0;8.0;105.7;126.0;128.0;14.2;98.6
