ID;BestemmingVanInvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
669;24 Basismetaalindustrie;2007;3880.0;3070.0;6.3;126.4;3695.0;2890.0;7.0;127.8;185.0;177.0;-4.8;104.4
670;24 Basismetaalindustrie;2008;4119.0;2979.0;-3.0;138.2;3935.0;2804.0;-3.0;140.3;184.0;172.0;-2.7;106.8
671;24 Basismetaalindustrie;2009;2640.0;2330.0;-21.8;113.3;2482.0;2188.0;-22.0;113.4;158.0;141.0;-17.9;111.7
672;24 Basismetaalindustrie;2010;4272.0;2941.0;26.2;145.3;4076.0;2772.0;26.7;147.0;196.0;167.0;18.4;117.1
673;24 Basismetaalindustrie;2011;4605.0;2847.0;-3.2;161.8;4406.0;2680.0;-3.3;164.4;199.0;167.0;-0.5;119.5
674;24 Basismetaalindustrie;2012;4535.0;2820.0;-0.9;160.8;4321.0;2646.0;-1.3;163.3;214.0;177.0;6.5;120.6
675;24-25 Basismetaal, metaalprod.-industrie;1988;3434.0;4009.0;;85.7;3257.0;3764.0;;86.5;177.0;246.0;;72.1
676;24-25 Basismetaal, metaalprod.-industrie;1989;3993.0;4231.0;5.5;94.4;3785.0;3955.0;5.1;95.7;208.0;280.0;14.1;74.2
677;24-25 Basismetaal, metaalprod.-industrie;1990;4076.0;4488.0;6.1;90.8;3865.0;4211.0;6.5;91.8;211.0;278.0;-1.0;76.0
678;24-25 Basismetaal, metaalprod.-industrie;1991;3929.0;4498.0;0.2;87.3;3690.0;4192.0;-0.4;88.0;239.0;312.0;12.3;76.7
679;24-25 Basismetaal, metaalprod.-industrie;1992;3750.0;4427.0;-1.6;84.7;3496.0;4109.0;-2.0;85.1;254.0;326.0;4.6;77.9
680;24-25 Basismetaal, metaalprod.-industrie;1993;3549.0;4342.0;-1.9;81.7;3296.0;4028.0;-2.0;81.8;253.0;322.0;-1.2;78.5
681;24-25 Basismetaal, metaalprod.-industrie;1994;3957.0;4686.0;7.9;84.4;3697.0;4368.0;8.4;84.6;260.0;326.0;1.2;79.7
682;24-25 Basismetaal, metaalprod.-industrie;1995;4426.0;4985.0;6.4;88.8;4145.0;4643.0;6.3;89.3;281.0;351.0;7.7;80.0
683;24-25 Basismetaal, metaalprod.-industrie;1996;4167.0;4789.0;-3.9;87.0;3895.0;4453.0;-4.1;87.5;272.0;346.0;-1.4;78.6
684;24-25 Basismetaal, metaalprod.-industrie;1997;4784.0;5291.0;10.5;90.4;4534.0;4982.0;11.9;91.0;250.0;312.0;-9.9;80.2
685;24-25 Basismetaal, metaalprod.-industrie;1998;5252.0;5818.0;10.0;90.3;4976.0;5493.0;10.3;90.6;276.0;327.0;4.8;84.5
686;24-25 Basismetaal, metaalprod.-industrie;1999;4767.0;5689.0;-2.2;83.8;4478.0;5352.0;-2.6;83.7;289.0;340.0;4.0;85.1
687;24-25 Basismetaal, metaalprod.-industrie;2000;5485.0;5962.0;4.8;92.0;5178.0;5611.0;4.8;92.3;307.0;354.0;4.2;86.8
688;24-25 Basismetaal, metaalprod.-industrie;2001;5665.0;6175.0;3.6;91.7;5310.0;5781.0;3.0;91.8;355.0;399.0;12.7;89.0
689;24-25 Basismetaal, metaalprod.-industrie;2002;5342.0;6008.0;-2.7;88.9;5003.0;5637.0;-2.5;88.7;339.0;375.0;-5.9;90.3
690;24-25 Basismetaal, metaalprod.-industrie;2003;5068.0;5893.0;-1.9;86.0;4724.0;5539.0;-1.7;85.3;344.0;359.0;-4.4;95.9
691;24-25 Basismetaal, metaalprod.-industrie;2004;5937.0;6301.0;6.9;94.2;5518.0;5874.0;6.0;93.9;419.0;427.0;19.2;98.0
692;24-25 Basismetaal, metaalprod.-industrie;2005;6103.0;6103.0;-3.1;100.0;5698.0;5698.0;-3.0;100.0;405.0;405.0;-5.3;100.0
693;24-25 Basismetaal, metaalprod.-industrie;2006;7581.0;6751.0;10.6;112.3;7153.0;6330.0;11.1;113.0;428.0;421.0;4.0;101.7
694;24-25 Basismetaal, metaalprod.-industrie;2007;8848.0;7281.0;7.8;121.5;8420.0;6868.0;8.5;122.6;428.0;408.0;-3.0;104.8
695;24-25 Basismetaal, metaalprod.-industrie;2008;9146.0;7105.0;-2.4;128.7;8705.0;6696.0;-2.5;130.0;441.0;405.0;-0.7;108.8
696;24-25 Basismetaal, metaalprod.-industrie;2009;6542.0;5724.0;-19.4;114.3;6141.0;5370.0;-19.8;114.4;401.0;356.0;-12.2;112.7
697;24-25 Basismetaal, metaalprod.-industrie;2010;8340.0;6241.0;9.0;133.6;7876.0;5844.0;8.8;134.8;464.0;399.0;12.2;116.2
698;24-25 Basismetaal, metaalprod.-industrie;2011;9372.0;6465.0;3.6;145.0;8881.0;6052.0;3.6;146.7;491.0;416.0;4.1;118.2
699;24-25 Basismetaal, metaalprod.-industrie;2012;8901.0;6195.0;-4.2;143.7;8384.0;5771.0;-4.6;145.3;517.0;433.0;4.3;119.3
700;25 Metaalproductenindustrie;1988;1733.0;2045.0;;84.7;1595.0;1851.0;;86.2;138.0;199.0;;69.3
701;25 Metaalproductenindustrie;1989;1974.0;2122.0;3.8;93.0;1819.0;1912.0;3.3;95.2;155.0;218.0;9.4;71.1
702;25 Metaalproductenindustrie;1990;2175.0;2367.0;11.6;91.9;2007.0;2142.0;12.0;93.7;168.0;231.0;5.8;72.9
703;25 Metaalproductenindustrie;1991;2168.0;2428.0;2.6;89.3;1976.0;2179.0;1.7;90.7;192.0;259.0;12.5;74.0
704;25 Metaalproductenindustrie;1992;2093.0;2401.0;-1.1;87.2;1891.0;2146.0;-1.5;88.1;202.0;267.0;3.1;75.5
705;25 Metaalproductenindustrie;1993;2043.0;2393.0;-0.3;85.4;1844.0;2144.0;-0.1;86.0;199.0;261.0;-2.5;76.3
706;25 Metaalproductenindustrie;1994;2215.0;2512.0;4.9;88.2;2013.0;2263.0;5.6;88.9;202.0;258.0;-1.0;78.2
707;25 Metaalproductenindustrie;1995;2465.0;2680.0;6.7;92.0;2255.0;2422.0;7.0;93.1;210.0;267.0;3.5;78.6
708;25 Metaalproductenindustrie;1996;2400.0;2607.0;-2.7;92.1;2185.0;2349.0;-3.0;93.0;215.0;268.0;0.5;80.1
709;25 Metaalproductenindustrie;1997;2750.0;2925.0;12.2;94.0;2566.0;2698.0;14.9;95.1;184.0;229.0;-14.9;80.5
710;25 Metaalproductenindustrie;1998;3097.0;3294.0;12.6;94.0;2901.0;3061.0;13.4;94.8;196.0;231.0;1.1;84.8
711;25 Metaalproductenindustrie;1999;2901.0;3292.0;-0.1;88.1;2698.0;3054.0;-0.2;88.4;203.0;237.0;2.6;85.7
712;25 Metaalproductenindustrie;2000;3181.0;3346.0;1.7;95.1;2965.0;3096.0;1.4;95.8;216.0;250.0;5.4;86.5
713;25 Metaalproductenindustrie;2001;3403.0;3652.0;9.1;93.2;3151.0;3370.0;8.9;93.5;252.0;282.0;13.0;89.3
714;25 Metaalproductenindustrie;2002;3269.0;3538.0;-3.1;92.4;3040.0;3284.0;-2.6;92.6;229.0;253.0;-10.3;90.5
715;25 Metaalproductenindustrie;2003;3081.0;3397.0;-4.0;90.7;2852.0;3157.0;-3.8;90.3;229.0;239.0;-5.7;96.0
716;25 Metaalproductenindustrie;2004;3347.0;3441.0;1.3;97.3;3127.0;3218.0;1.9;97.2;220.0;223.0;-6.6;98.7
717;25 Metaalproductenindustrie;2005;3367.0;3367.0;-2.2;100.0;3144.0;3144.0;-2.3;100.0;223.0;223.0;0.0;100.0
718;25 Metaalproductenindustrie;2006;4177.0;3863.0;14.7;108.1;3938.0;3628.0;15.4;108.5;239.0;235.0;5.4;101.7
719;25 Metaalproductenindustrie;2007;4968.0;4214.0;9.1;117.9;4725.0;3982.0;9.8;118.7;243.0;231.0;-1.7;105.2
720;25 Metaalproductenindustrie;2008;5027.0;4130.0;-2.0;121.7;4770.0;3897.0;-2.1;122.4;257.0;233.0;0.8;110.3
721;25 Metaalproductenindustrie;2009;3902.0;3407.0;-17.5;114.5;3659.0;3195.0;-18.0;114.5;243.0;214.0;-8.2;113.6
722;25 Metaalproductenindustrie;2010;4068.0;3319.0;-2.6;122.6;3800.0;3089.0;-3.3;123.0;268.0;232.0;8.2;115.7
723;25 Metaalproductenindustrie;2011;4767.0;3675.0;10.7;129.7;4475.0;3427.0;10.9;130.6;292.0;249.0;7.5;117.4
724;25 Metaalproductenindustrie;2012;4366.0;3407.0;-7.3;128.2;4063.0;3155.0;-8.0;128.8;303.0;256.0;2.7;118.5
725;26 Elektrotechnische industrie;1988;2137.0;2397.0;;89.2;1521.0;1368.0;;111.2;616.0;868.0;;70.9
726;26 Elektrotechnische industrie;1989;2349.0;2560.0;6.8;91.7;1570.0;1364.0;-0.3;115.1;779.0;1080.0;24.4;72.2
727;26 Elektrotechnische industrie;1990;2287.0;2530.0;-1.2;90.4;1519.0;1363.0;-0.1;111.4;768.0;1042.0;-3.5;73.7
728;26 Elektrotechnische industrie;1991;2471.0;2736.0;8.1;90.3;1556.0;1412.0;3.6;110.2;915.0;1221.0;17.2;74.9
729;26 Elektrotechnische industrie;1992;2515.0;2795.0;2.2;90.0;1503.0;1394.0;-1.3;107.8;1012.0;1320.0;8.1;76.7
730;26 Elektrotechnische industrie;1993;2446.0;2753.0;-1.5;88.8;1307.0;1257.0;-9.8;103.9;1139.0;1462.0;10.8;77.9
731;26 Elektrotechnische industrie;1994;2511.0;2833.0;2.9;88.6;1355.0;1305.0;3.7;103.9;1156.0;1491.0;1.9;77.6
732;26 Elektrotechnische industrie;1995;2801.0;3123.0;10.2;89.7;1513.0;1444.0;10.7;104.8;1288.0;1635.0;9.7;78.8
733;26 Elektrotechnische industrie;1996;3236.0;3620.0;15.9;89.4;1785.0;1718.0;19.0;103.9;1451.0;1837.0;12.3;79.0
734;26 Elektrotechnische industrie;1997;4055.0;4494.0;24.1;90.2;2241.0;2164.0;25.9;103.6;1814.0;2239.0;21.9;81.0
735;26 Elektrotechnische industrie;1998;4138.0;4556.0;1.4;90.8;2137.0;2066.0;-4.5;103.4;2001.0;2433.0;8.7;82.2
736;26 Elektrotechnische industrie;1999;4351.0;4795.0;5.2;90.7;2059.0;2042.0;-1.2;100.8;2292.0;2727.0;12.1;84.0
737;26 Elektrotechnische industrie;2000;5046.0;5257.0;9.6;96.0;2276.0;2063.0;1.0;110.3;2770.0;3201.0;17.4;86.5
738;26 Elektrotechnische industrie;2001;4899.0;4978.0;-5.3;98.4;1939.0;1751.0;-15.1;110.7;2960.0;3289.0;2.7;90.0
739;26 Elektrotechnische industrie;2002;4667.0;4783.0;-3.9;97.6;1957.0;1884.0;7.6;103.9;2710.0;2912.0;-11.5;93.1
740;26 Elektrotechnische industrie;2003;4725.0;4837.0;1.1;97.7;1974.0;1967.0;4.4;100.4;2751.0;2877.0;-1.2;95.6
741;26 Elektrotechnische industrie;2004;4737.0;4798.0;-0.8;98.7;2057.0;2067.0;5.1;99.5;2680.0;2731.0;-5.1;98.1
742;26 Elektrotechnische industrie;2005;4956.0;4956.0;3.3;100.0;2192.0;2192.0;6.0;100.0;2764.0;2764.0;1.2;100.0
743;26 Elektrotechnische industrie;2006;5122.0;5030.0;1.5;101.8;2264.0;2215.0;1.0;102.2;2858.0;2815.0;1.8;101.5
744;26 Elektrotechnische industrie;2007;4750.0;4661.0;-7.3;101.9;1957.0;1987.0;-10.3;98.5;2793.0;2674.0;-5.0;104.4
745;26 Elektrotechnische industrie;2008;4856.0;4720.0;1.3;102.9;1949.0;2019.0;1.6;96.6;2907.0;2702.0;1.0;107.6
746;26 Elektrotechnische industrie;2009;4501.0;4399.0;-6.8;102.3;1781.0;1886.0;-6.6;94.4;2720.0;2514.0;-6.9;108.2
747;26 Elektrotechnische industrie;2010;5320.0;5094.0;15.8;104.4;2204.0;2251.0;19.4;97.9;3116.0;2852.0;13.5;109.2
748;26 Elektrotechnische industrie;2011;5581.0;5287.0;3.8;105.6;2252.0;2290.0;1.7;98.3;3329.0;3003.0;5.3;110.9
749;26 Elektrotechnische industrie;2012;5809.0;5454.0;3.2;106.5;2278.0;2302.0;0.5;98.9;3531.0;3151.0;4.9;112.1
750;27 Elektrische apparatenindustrie;1988;753.0;868.0;;86.8;721.0;825.0;;87.4;32.0;44.0;;72.5
751;27 Elektrische apparatenindustrie;1989;847.0;926.0;6.6;91.5;811.0;878.0;6.4;92.4;36.0;50.0;12.5;72.5
752;27 Elektrische apparatenindustrie;1990;895.0;995.0;7.6;89.9;854.0;943.0;7.4;90.6;41.0;55.0;11.1;74.3
753;27 Elektrische apparatenindustrie;1991;941.0;1064.0;6.9;88.4;896.0;1007.0;6.8;89.0;45.0;61.0;9.8;74.3
754;27 Elektrische apparatenindustrie;1992;946.0;1088.0;2.2;86.9;897.0;1029.0;2.2;87.2;49.0;62.0;2.2;79.2
755;27 Elektrische apparatenindustrie;1993;905.0;1057.0;-2.9;85.6;857.0;997.0;-3.1;86.0;48.0;63.0;2.0;76.0
756;27 Elektrische apparatenindustrie;1994;971.0;1113.0;5.3;87.2;916.0;1046.0;4.9;87.6;55.0;71.0;12.5;77.4
757;27 Elektrische apparatenindustrie;1995;1032.0;1165.0;4.6;88.6;971.0;1090.0;4.3;89.1;61.0;79.0;10.9;77.4
758;27 Elektrische apparatenindustrie;1996;1138.0;1266.0;8.7;89.9;1098.0;1217.0;11.6;90.2;40.0;49.0;-37.7;81.5
759;27 Elektrische apparatenindustrie;1997;1278.0;1409.0;11.2;90.7;1237.0;1359.0;11.7;91.0;41.0;49.0;0.0;83.5
760;27 Elektrische apparatenindustrie;1998;1243.0;1371.0;-2.7;90.6;1202.0;1323.0;-2.7;90.9;41.0;48.0;-2.4;85.6
761;27 Elektrische apparatenindustrie;1999;1260.0;1386.0;1.0;90.9;1216.0;1336.0;1.0;91.0;44.0;49.0;2.4;89.7
762;27 Elektrische apparatenindustrie;2000;1305.0;1356.0;-2.1;96.2;1259.0;1304.0;-2.4;96.5;46.0;51.0;4.5;89.7
763;27 Elektrische apparatenindustrie;2001;1352.0;1371.0;1.1;98.6;1295.0;1310.0;0.5;98.8;57.0;60.0;17.4;94.7
764;27 Elektrische apparatenindustrie;2002;1174.0;1227.0;-10.5;95.7;1124.0;1175.0;-10.3;95.7;50.0;52.0;-14.0;96.6
765;27 Elektrische apparatenindustrie;2003;1119.0;1213.0;-1.1;92.3;1068.0;1160.0;-1.2;92.1;51.0;53.0;2.0;96.6
766;27 Elektrische apparatenindustrie;2004;1200.0;1252.0;3.2;95.8;1149.0;1199.0;3.4;95.8;51.0;53.0;0.0;96.6
767;27 Elektrische apparatenindustrie;2005;1276.0;1276.0;1.9;100.0;1217.0;1217.0;1.5;100.0;59.0;59.0;11.8;100.0
768;27 Elektrische apparatenindustrie;2006;1592.0;1437.0;12.6;110.8;1516.0;1362.0;11.9;111.3;76.0;75.0;27.1;101.3
769;27 Elektrische apparatenindustrie;2007;1819.0;1618.0;12.6;112.4;1738.0;1536.0;12.8;113.1;81.0;82.0;9.2;98.9
770;27 Elektrische apparatenindustrie;2008;1826.0;1643.0;1.5;111.1;1743.0;1561.0;1.6;111.7;83.0;82.0;0.0;101.3
771;27 Elektrische apparatenindustrie;2009;1532.0;1399.0;-14.8;109.5;1458.0;1325.0;-15.1;110.0;74.0;74.0;-9.6;100.0
772;27 Elektrische apparatenindustrie;2010;1576.0;1283.0;-8.3;122.8;1507.0;1215.0;-8.4;124.1;69.0;69.0;-6.8;100.0
773;27 Elektrische apparatenindustrie;2011;1730.0;1318.0;2.7;131.2;1652.0;1244.0;2.4;132.8;78.0;76.0;10.1;102.6
774;27 Elektrische apparatenindustrie;2012;1652.0;1249.0;-5.3;132.3;1574.0;1174.0;-5.6;134.0;78.0;77.0;1.3;101.3
775;28 Machine-industrie;1988;2264.0;2428.0;;93.2;2111.0;2186.0;;96.6;153.0;226.0;;67.7
776;28 Machine-industrie;1989;2610.0;2695.0;11.0;96.8;2416.0;2407.0;10.1;100.4;194.0;278.0;22.9;69.9
777;28 Machine-industrie;1990;2911.0;2973.0;10.3;97.9;2721.0;2688.0;11.7;101.2;190.0;259.0;-6.7;73.4
778;28 Machine-industrie;1991;2952.0;2934.0;-1.3;100.6;2748.0;2639.0;-1.8;104.1;204.0;275.0;6.3;74.1
779;28 Machine-industrie;1992;3196.0;3140.0;7.0;101.8;2986.0;2836.0;7.5;105.3;210.0;278.0;1.0;75.6
780;28 Machine-industrie;1993;3074.0;3012.0;-4.1;102.1;2845.0;2700.0;-4.8;105.4;229.0;295.0;6.2;77.6
781;28 Machine-industrie;1994;3238.0;3122.0;3.6;103.7;3045.0;2844.0;5.3;107.1;193.0;244.0;-17.5;79.2
782;28 Machine-industrie;1995;3516.0;3388.0;8.5;103.8;3308.0;3082.0;8.4;107.3;208.0;270.0;10.9;77.0
783;28 Machine-industrie;1996;3849.0;3701.0;9.2;104.0;3559.0;3318.0;7.6;107.3;290.0;364.0;34.6;79.8
784;28 Machine-industrie;1997;4378.0;4167.0;12.6;105.1;4049.0;3736.0;12.6;108.4;329.0;410.0;12.8;80.2
785;28 Machine-industrie;1998;4558.0;4372.0;4.9;104.3;4201.0;3916.0;4.8;107.3;357.0;435.0;6.1;82.1
786;28 Machine-industrie;1999;4624.0;4470.0;2.2;103.4;4250.0;4006.0;2.3;106.1;374.0;441.0;1.4;84.8
787;28 Machine-industrie;2000;4906.0;4678.0;4.6;104.9;4470.0;4170.0;4.1;107.2;436.0;489.0;11.0;89.1
788;28 Machine-industrie;2001;4829.0;4633.0;-1.0;104.2;4359.0;4102.0;-1.6;106.3;470.0;519.0;6.0;90.6
789;28 Machine-industrie;2002;4494.0;4570.0;-1.3;98.3;3938.0;3973.0;-3.1;99.1;556.0;598.0;15.3;93.0
790;28 Machine-industrie;2003;4202.0;4294.0;-6.1;97.9;3643.0;3717.0;-6.4;98.0;559.0;579.0;-3.2;96.6
791;28 Machine-industrie;2004;4873.0;4942.0;15.1;98.6;4317.0;4383.0;17.9;98.5;556.0;559.0;-3.4;99.5
792;28 Machine-industrie;2005;4890.0;4890.0;-1.0;100.0;4324.0;4324.0;-1.3;100.0;566.0;566.0;1.3;100.0
793;28 Machine-industrie;2006;5460.0;5429.0;11.0;100.6;4846.0;4829.0;11.7;100.4;614.0;600.0;6.0;102.3
794;28 Machine-industrie;2007;5888.0;5776.0;6.4;101.9;5252.0;5169.0;7.0;101.6;636.0;608.0;1.3;104.6
795;28 Machine-industrie;2008;5687.0;5478.0;-5.2;103.8;5057.0;4900.0;-5.2;103.2;630.0;578.0;-4.9;109.0
796;28 Machine-industrie;2009;4762.0;4582.0;-16.4;103.9;4199.0;4077.0;-16.8;103.0;563.0;504.0;-12.9;111.7
797;28 Machine-industrie;2010;5781.0;5449.0;18.9;106.1;5136.0;4881.0;19.7;105.2;645.0;570.0;13.1;113.1
798;28 Machine-industrie;2011;6795.0;6320.0;16.0;107.5;6066.0;5686.0;16.5;106.7;729.0;637.0;11.8;114.4
799;28 Machine-industrie;2012;6643.0;6110.0;-3.3;108.7;5896.0;5461.0;-4.0;108.0;747.0;649.0;1.9;115.0
800;29 Auto- en aanhangwagenindustrie;1988;1787.0;2262.0;;79.0;1742.0;2211.0;;78.8;45.0;52.0;;86.0
801;29 Auto- en aanhangwagenindustrie;1989;2057.0;2556.0;13.0;80.5;2004.0;2494.0;12.8;80.4;53.0;63.0;20.0;84.4
802;29 Auto- en aanhangwagenindustrie;1990;2077.0;2532.0;-0.9;82.0;2025.0;2471.0;-0.9;81.9;52.0;62.0;-1.9;84.4
803;29 Auto- en aanhangwagenindustrie;1991;1984.0;2339.0;-7.7;84.8;1925.0;2269.0;-8.2;84.8;59.0;70.0;13.5;84.4
804;29 Auto- en aanhangwagenindustrie;1992;1900.0;2221.0;-5.0;85.6;1839.0;2149.0;-5.3;85.6;61.0;72.0;3.4;84.4
805;29 Auto- en aanhangwagenindustrie;1993;1380.0;1647.0;-25.8;83.8;1324.0;1583.0;-26.3;83.6;56.0;64.0;-11.5;87.6
806;29 Auto- en aanhangwagenindustrie;1994;1794.0;2106.0;27.9;85.2;1725.0;2032.0;28.3;84.9;69.0;75.0;17.9;91.6
807;29 Auto- en aanhangwagenindustrie;1995;2170.0;2492.0;18.3;87.1;2095.0;2411.0;18.7;86.9;75.0;83.0;10.1;90.4
808;29 Auto- en aanhangwagenindustrie;1996;2492.0;2739.0;9.9;91.0;2401.0;2642.0;9.6;90.9;91.0;99.0;18.7;92.4
809;29 Auto- en aanhangwagenindustrie;1997;2859.0;3104.0;13.3;92.1;2793.0;3034.0;14.8;92.1;66.0;73.0;-26.4;91.0
810;29 Auto- en aanhangwagenindustrie;1998;3460.0;3712.0;19.6;93.2;3393.0;3640.0;20.0;93.2;67.0;75.0;3.0;89.7
811;29 Auto- en aanhangwagenindustrie;1999;3643.0;3936.0;6.0;92.6;3578.0;3865.0;6.2;92.6;65.0;72.0;-3.0;89.7
812;29 Auto- en aanhangwagenindustrie;2000;3618.0;3808.0;-3.2;95.0;3553.0;3737.0;-3.3;95.1;65.0;74.0;1.5;88.3
813;29 Auto- en aanhangwagenindustrie;2001;3547.0;3609.0;-5.2;98.3;3477.0;3535.0;-5.4;98.4;70.0;77.0;4.6;90.9
814;29 Auto- en aanhangwagenindustrie;2002;3494.0;3547.0;-1.7;98.5;3437.0;3489.0;-1.3;98.5;57.0;59.0;-22.9;96.0
815;29 Auto- en aanhangwagenindustrie;2003;3469.0;3543.0;-0.1;97.9;3401.0;3483.0;-0.2;97.7;68.0;61.0;3.5;110.6
816;29 Auto- en aanhangwagenindustrie;2004;3553.0;3559.0;0.5;99.8;3483.0;3499.0;0.5;99.5;70.0;61.0;0.0;113.8
817;29 Auto- en aanhangwagenindustrie;2005;3306.0;3306.0;-7.1;100.0;3241.0;3241.0;-7.4;100.0;65.0;65.0;5.7;100.0
818;29 Auto- en aanhangwagenindustrie;2006;3635.0;3590.0;8.6;101.3;3565.0;3518.0;8.5;101.3;70.0;72.0;10.8;97.2
819;29 Auto- en aanhangwagenindustrie;2007;4261.0;4109.0;14.5;103.7;4188.0;4032.0;14.6;103.9;73.0;77.0;7.1;94.6
820;29 Auto- en aanhangwagenindustrie;2008;4196.0;3985.0;-3.0;105.3;4119.0;3911.0;-3.0;105.3;77.0;74.0;-4.1;104.1
821;29 Auto- en aanhangwagenindustrie;2009;1982.0;1903.0;-52.2;104.1;1931.0;1861.0;-52.4;103.8;51.0;42.0;-42.9;120.7
822;29 Auto- en aanhangwagenindustrie;2010;2631.0;2433.0;27.9;108.1;2573.0;2389.0;28.4;107.7;58.0;46.0;7.8;127.2
823;29 Auto- en aanhangwagenindustrie;2011;3616.0;3244.0;33.3;111.5;3551.0;3200.0;33.9;111.0;65.0;49.0;6.9;133.4
824;29 Auto- en aanhangwagenindustrie;2012;3181.0;2802.0;-13.6;113.5;3120.0;2757.0;-13.8;113.2;61.0;47.0;-3.1;129.2
825;29-30 Transportmiddelenindustrie;1988;2387.0;2836.0;;84.2;2323.0;2754.0;;84.3;64.0;80.0;;80.0
826;29-30 Transportmiddelenindustrie;1989;2774.0;3239.0;14.2;85.6;2699.0;3141.0;14.0;85.9;75.0;96.0;20.3;78.0
827;29-30 Transportmiddelenindustrie;1990;2940.0;3385.0;4.5;86.8;2858.0;3279.0;4.4;87.2;82.0;104.0;8.0;78.9
828;29-30 Transportmiddelenindustrie;1991;2908.0;3260.0;-3.7;89.2;2810.0;3141.0;-4.2;89.5;98.0;118.0;13.4;83.2
829;29-30 Transportmiddelenindustrie;1992;2819.0;3141.0;-3.6;89.8;2711.0;3011.0;-4.2;90.1;108.0;131.0;11.2;82.4
830;29-30 Transportmiddelenindustrie;1993;2231.0;2528.0;-19.5;88.2;2126.0;2402.0;-20.2;88.5;105.0;129.0;-1.9;81.6
831;29-30 Transportmiddelenindustrie;1994;2591.0;2913.0;15.2;88.9;2478.0;2779.0;15.7;89.2;113.0;136.0;5.7;83.1
832;29-30 Transportmiddelenindustrie;1995;3010.0;3332.0;14.4;90.3;2889.0;3182.0;14.5;90.8;121.0;152.0;11.5;79.8
833;29-30 Transportmiddelenindustrie;1996;3216.0;3479.0;4.4;92.4;3073.0;3309.0;4.0;92.9;143.0;174.0;14.9;82.1
834;29-30 Transportmiddelenindustrie;1997;3658.0;3918.0;12.6;93.4;3516.0;3746.0;13.2;93.9;142.0;174.0;0.0;81.5
835;29-30 Transportmiddelenindustrie;1998;4417.0;4661.0;19.0;94.8;4235.0;4446.0;18.7;95.3;182.0;220.0;26.1;82.9
836;29-30 Transportmiddelenindustrie;1999;4590.0;4873.0;4.5;94.2;4411.0;4668.0;5.0;94.5;179.0;205.0;-6.6;87.3
837;29-30 Transportmiddelenindustrie;2000;4632.0;4816.0;-1.2;96.2;4444.0;4606.0;-1.3;96.5;188.0;212.0;3.4;88.7
838;29-30 Transportmiddelenindustrie;2001;4608.0;4630.0;-3.9;99.5;4409.0;4413.0;-4.2;99.9;199.0;220.0;3.7;90.5
839;29-30 Transportmiddelenindustrie;2002;4554.0;4573.0;-1.2;99.6;4369.0;4382.0;-0.7;99.7;185.0;191.0;-13.1;96.8
840;29-30 Transportmiddelenindustrie;2003;4472.0;4538.0;-0.8;98.6;4281.0;4353.0;-0.7;98.3;191.0;185.0;-3.2;103.3
841;29-30 Transportmiddelenindustrie;2004;4575.0;4581.0;1.0;99.9;4390.0;4403.0;1.1;99.7;185.0;179.0;-3.1;103.3
842;29-30 Transportmiddelenindustrie;2005;4321.0;4321.0;-5.7;100.0;4138.0;4138.0;-6.0;100.0;183.0;183.0;2.2;100.0
843;29-30 Transportmiddelenindustrie;2006;4686.0;4629.0;7.1;101.2;4502.0;4445.0;7.4;101.3;184.0;184.0;0.5;100.0
844;29-30 Transportmiddelenindustrie;2007;5528.0;5356.0;15.7;103.2;5302.0;5135.0;15.5;103.2;226.0;221.0;20.1;102.3
845;29-30 Transportmiddelenindustrie;2008;5585.0;5335.0;-0.4;104.7;5344.0;5107.0;-0.5;104.6;241.0;228.0;3.1;105.8
846;29-30 Transportmiddelenindustrie;2009;3313.0;3190.0;-40.2;103.8;3096.0;2993.0;-41.4;103.4;217.0;197.0;-13.7;110.4
847;29-30 Transportmiddelenindustrie;2010;3914.0;3658.0;14.7;107.0;3697.0;3470.0;15.9;106.5;217.0;190.0;-3.2;114.0
848;29-30 Transportmiddelenindustrie;2011;4928.0;4489.0;22.7;109.8;4703.0;4299.0;23.9;109.4;225.0;195.0;2.3;115.6
849;29-30 Transportmiddelenindustrie;2012;4551.0;4084.0;-9.0;111.4;4324.0;3888.0;-9.6;111.2;227.0;199.0;2.2;114.1
850;30 Overige transportmiddelenindustrie;1988;600.0;591.0;;101.4;581.0;554.0;;104.9;19.0;24.0;;77.7
851;30 Overige transportmiddelenindustrie;1989;717.0;697.0;17.8;102.9;695.0;652.0;17.7;106.6;22.0;30.0;21.1;74.3
852;30 Overige transportmiddelenindustrie;1990;863.0;837.0;20.1;103.1;833.0;781.0;19.7;106.7;30.0;39.0;31.8;76.9
853;30 Overige transportmiddelenindustrie;1991;924.0;885.0;5.8;104.4;885.0;824.0;5.5;107.4;39.0;44.0;13.3;88.2
854;30 Overige transportmiddelenindustrie;1992;919.0;880.0;-0.6;104.5;872.0;810.0;-1.7;107.7;47.0;54.0;23.1;86.4
