ID;BelastingschijfAardgas;SBI2008;Perioden;AantalDoorDeSchijfGehaaldeEenheden_1;LeveringVoorEigenGebruik_2;InzetVoorElektriciteitsproductie_3;NietEnergetischGebruik_4;BelastVerbruik_5
272;Schijf 1: 0 t/m 170 000 m3;IJzer- en staalindustrie;2022;130;4500.0;0.0;;4500.0
273;Schijf 1: 0 t/m 170 000 m3;Non-ferrometaalindustrie;2019;110;16700.0;;;16700.0
274;Schijf 1: 0 t/m 170 000 m3;Non-ferrometaalindustrie;2020;35;4700.0;;;4700.0
275;Schijf 1: 0 t/m 170 000 m3;Non-ferrometaalindustrie;2022;100;8400.0;;;8400.0
276;Schijf 1: 0 t/m 170 000 m3;25 Metaalproductenindustrie;2019;6570;99400.0;;;99400.0
277;Schijf 1: 0 t/m 170 000 m3;25 Metaalproductenindustrie;2020;6660;98200.0;;;98200.0
278;Schijf 1: 0 t/m 170 000 m3;25 Metaalproductenindustrie;2022;6825;82300.0;;;82300.0
279;Schijf 1: 0 t/m 170 000 m3;26-28 Elektrotechn. en machine-industrie;2019;3960;55100.0;;;55100.0
280;Schijf 1: 0 t/m 170 000 m3;26-28 Elektrotechn. en machine-industrie;2020;3720;52800.0;;;52800.0
281;Schijf 1: 0 t/m 170 000 m3;26-28 Elektrotechn. en machine-industrie;2022;3640;50500.0;;;50500.0
282;Schijf 1: 0 t/m 170 000 m3;29 Auto- en aanhangwagenindustrie;2019;485;14900.0;;;14900.0
283;Schijf 1: 0 t/m 170 000 m3;29 Auto- en aanhangwagenindustrie;2020;475;10000.0;;;10000.0
284;Schijf 1: 0 t/m 170 000 m3;29 Auto- en aanhangwagenindustrie;2022;495;11200.0;;;11200.0
285;Schijf 1: 0 t/m 170 000 m3;29-30 Transportmiddelenindustrie;2019;1105;25500.0;;;25500.0
286;Schijf 1: 0 t/m 170 000 m3;29-30 Transportmiddelenindustrie;2020;1075;20900.0;;;20900.0
287;Schijf 1: 0 t/m 170 000 m3;29-30 Transportmiddelenindustrie;2022;1085;22100.0;;;22100.0
288;Schijf 1: 0 t/m 170 000 m3;30 Overige transportmiddelenindustrie;2019;620;10500.0;;;10500.0
289;Schijf 1: 0 t/m 170 000 m3;30 Overige transportmiddelenindustrie;2020;600;10900.0;;;10900.0
290;Schijf 1: 0 t/m 170 000 m3;30 Overige transportmiddelenindustrie;2022;590;10800.0;;;10800.0
291;Schijf 1: 0 t/m 170 000 m3;31-33 Overige industrie en reparatie;2019;8665;49700.0;;;49700.0
292;Schijf 1: 0 t/m 170 000 m3;31-33 Overige industrie en reparatie;2020;8785;52900.0;;;52900.0
293;Schijf 1: 0 t/m 170 000 m3;31-33 Overige industrie en reparatie;2022;9515;33800.0;;;33800.0
294;Schijf 1: 0 t/m 170 000 m3;31 Meubelindustrie;2019;3065;26700.0;;;26700.0
295;Schijf 1: 0 t/m 170 000 m3;31 Meubelindustrie;2020;3090;23800.0;;;23800.0
296;Schijf 1: 0 t/m 170 000 m3;31 Meubelindustrie;2022;3315;16100.0;;;16100.0
297;Schijf 1: 0 t/m 170 000 m3;32 Overige industrie;2019;2025;7100.0;;;7100.0
298;Schijf 1: 0 t/m 170 000 m3;32 Overige industrie;2020;2020;14400.0;;;14400.0
299;Schijf 1: 0 t/m 170 000 m3;32 Overige industrie;2022;2080;6600.0;;;6600.0
300;Schijf 1: 0 t/m 170 000 m3;33 Reparatie en installatie van machines;2019;3575;15900.0;;;15900.0
301;Schijf 1: 0 t/m 170 000 m3;33 Reparatie en installatie van machines;2020;3680;14700.0;;;14700.0
302;Schijf 1: 0 t/m 170 000 m3;33 Reparatie en installatie van machines;2022;4120;11200.0;;;11200.0
303;Schijf 1: 0 t/m 170 000 m3;D Energievoorziening;2019;25;4500.0;3100.0;;1400.0
304;Schijf 1: 0 t/m 170 000 m3;D Energievoorziening;2020;25;4200.0;2800.0;;1500.0
305;Schijf 1: 0 t/m 170 000 m3;D Energievoorziening;2022;25;4100.0;2900.0;;1200.0
306;Schijf 1: 0 t/m 170 000 m3;E Waterbedrijven en afvalbeheer;2019;1110;33400.0;1800.0;;31600.0
307;Schijf 1: 0 t/m 170 000 m3;E Waterbedrijven en afvalbeheer;2020;1080;26200.0;1800.0;;24400.0
308;Schijf 1: 0 t/m 170 000 m3;E Waterbedrijven en afvalbeheer;2022;1075;21300.0;1800.0;;19400.0
309;Schijf 1: 0 t/m 170 000 m3;F Bouwnijverheid;2019;33595;104300.0;;;104300.0
310;Schijf 1: 0 t/m 170 000 m3;F Bouwnijverheid;2020;30380;89400.0;;;89400.0
311;Schijf 1: 0 t/m 170 000 m3;F Bouwnijverheid;2022;26590;75000.0;;;75000.0
312;Schijf 1: 0 t/m 170 000 m3;G Handel;2019;145535;669900.0;0.0;;669900.0
313;Schijf 1: 0 t/m 170 000 m3;G Handel;2020;138730;606300.0;0.0;;606300.0
314;Schijf 1: 0 t/m 170 000 m3;G Handel;2022;127305;527900.0;;;527900.0
315;Schijf 1: 0 t/m 170 000 m3;H Vervoer en opslag;2019;20975;156300.0;0.0;;156300.0
316;Schijf 1: 0 t/m 170 000 m3;H Vervoer en opslag;2020;19825;139600.0;0.0;;139600.0
317;Schijf 1: 0 t/m 170 000 m3;H Vervoer en opslag;2022;16785;116400.0;;;116400.0
318;Schijf 1: 0 t/m 170 000 m3;I Horeca;2019;87240;441900.0;0.0;;441900.0
319;Schijf 1: 0 t/m 170 000 m3;I Horeca;2020;85835;399000.0;0.0;;399000.0
320;Schijf 1: 0 t/m 170 000 m3;I Horeca;2022;84390;371500.0;;;371500.0
321;Schijf 1: 0 t/m 170 000 m3;J Informatie en communicatie;2019;6020;35600.0;0.0;;35600.0
322;Schijf 1: 0 t/m 170 000 m3;J Informatie en communicatie;2020;5295;31000.0;0.0;;31000.0
323;Schijf 1: 0 t/m 170 000 m3;J Informatie en communicatie;2022;4690;26400.0;;;26400.0
324;Schijf 1: 0 t/m 170 000 m3;K Financiële dienstverlening;2019;25485;116500.0;0.0;;116500.0
325;Schijf 1: 0 t/m 170 000 m3;K Financiële dienstverlening;2020;22310;100200.0;0.0;;100200.0
326;Schijf 1: 0 t/m 170 000 m3;K Financiële dienstverlening;2022;21630;88100.0;;;88100.0
327;Schijf 1: 0 t/m 170 000 m3;L Verhuur en handel van onroerend goed;2019;13505;104400.0;0.0;;104400.0
328;Schijf 1: 0 t/m 170 000 m3;L Verhuur en handel van onroerend goed;2020;12585;93300.0;0.0;;93300.0
329;Schijf 1: 0 t/m 170 000 m3;L Verhuur en handel van onroerend goed;2022;13255;86000.0;;;86000.0
330;Schijf 1: 0 t/m 170 000 m3;M Specialistische zakelijke diensten;2019;29185;144900.0;0.0;;144900.0
331;Schijf 1: 0 t/m 170 000 m3;M Specialistische zakelijke diensten;2020;27375;135200.0;0.0;;135200.0
332;Schijf 1: 0 t/m 170 000 m3;M Specialistische zakelijke diensten;2022;27020;128300.0;;;128300.0
333;Schijf 1: 0 t/m 170 000 m3;N Verhuur en overige zakelijke diensten;2019;13290;57500.0;0.0;;57500.0
334;Schijf 1: 0 t/m 170 000 m3;N Verhuur en overige zakelijke diensten;2020;11695;49000.0;0.0;;49000.0
335;Schijf 1: 0 t/m 170 000 m3;N Verhuur en overige zakelijke diensten;2022;10840;42700.0;;;42700.0
336;Schijf 1: 0 t/m 170 000 m3;O Openbaar bestuur en overheidsdiensten;2019;22840;192600.0;0.0;;192600.0
337;Schijf 1: 0 t/m 170 000 m3;O Openbaar bestuur en overheidsdiensten;2020;17355;168200.0;0.0;;168200.0
338;Schijf 1: 0 t/m 170 000 m3;O Openbaar bestuur en overheidsdiensten;2022;15405;136900.0;;;136900.0
339;Schijf 1: 0 t/m 170 000 m3;P Onderwijs;2019;14515;227500.0;0.0;;227500.0
340;Schijf 1: 0 t/m 170 000 m3;P Onderwijs;2020;13740;213900.0;0.0;;213900.0
341;Schijf 1: 0 t/m 170 000 m3;P Onderwijs;2022;13765;214200.0;;;214200.0
342;Schijf 1: 0 t/m 170 000 m3;Q Gezondheids- en welzijnszorg;2019;60420;440300.0;0.0;;440300.0
343;Schijf 1: 0 t/m 170 000 m3;Q Gezondheids- en welzijnszorg;2020;57375;413500.0;0.0;;413500.0
344;Schijf 1: 0 t/m 170 000 m3;Q Gezondheids- en welzijnszorg;2022;49945;369900.0;;;369900.0
345;Schijf 1: 0 t/m 170 000 m3;R Cultuur, sport en recreatie;2019;21970;184200.0;0.0;;184200.0
346;Schijf 1: 0 t/m 170 000 m3;R Cultuur, sport en recreatie;2020;20425;162200.0;0.0;;162200.0
347;Schijf 1: 0 t/m 170 000 m3;R Cultuur, sport en recreatie;2022;20235;158500.0;;;158500.0
348;Schijf 1: 0 t/m 170 000 m3;S Overige dienstverlening;2019;29385;142100.0;0.0;;142100.0
349;Schijf 1: 0 t/m 170 000 m3;S Overige dienstverlening;2020;27175;125700.0;0.0;;125700.0
350;Schijf 1: 0 t/m 170 000 m3;S Overige dienstverlening;2022;26655;115400.0;;;115400.0
351;Schijf 1: 0 t/m 170 000 m3;U Extraterritoriale organisaties;2019;530;4900.0;0.0;;4900.0
352;Schijf 1: 0 t/m 170 000 m3;U Extraterritoriale organisaties;2020;520;4600.0;0.0;;4600.0
353;Schijf 1: 0 t/m 170 000 m3;U Extraterritoriale organisaties;2022;510;4300.0;;;4300.0
354;Schijf 2: 170 001 t/m 1 000 000 m3;A-U Alle economische activiteiten;2019;5140;2111900.0;668300.0;1400.0;1442200.0
355;Schijf 2: 170 001 t/m 1 000 000 m3;A-U Alle economische activiteiten;2020;4895;2009800.0;642800.0;200.0;1366800.0
356;Schijf 2: 170 001 t/m 1 000 000 m3;A-U Alle economische activiteiten;2022;4365;1806400.0;722000.0;400.0;1084000.0
357;Schijf 2: 170 001 t/m 1 000 000 m3;A Landbouw, bosbouw en visserij;2019;2110;1075600.0;642300.0;;433300.0
358;Schijf 2: 170 001 t/m 1 000 000 m3;A Landbouw, bosbouw en visserij;2020;2030;1029300.0;615700.0;;408100.0
359;Schijf 2: 170 001 t/m 1 000 000 m3;A Landbouw, bosbouw en visserij;2022;1690;871700.0;;;
360;Schijf 2: 170 001 t/m 1 000 000 m3;B Delfstoffenwinning;2019;0;0.0;;;0.0
361;Schijf 2: 170 001 t/m 1 000 000 m3;B Delfstoffenwinning;2020;0;0.0;;;0.0
362;Schijf 2: 170 001 t/m 1 000 000 m3;B Delfstoffenwinning;2022;5;2200.0;;;2200.0
363;Schijf 2: 170 001 t/m 1 000 000 m3;C Industrie;2019;1150;568900.0;5400.0;1400.0;562200.0
364;Schijf 2: 170 001 t/m 1 000 000 m3;C Industrie;2020;1160;562300.0;7700.0;200.0;554300.0
365;Schijf 2: 170 001 t/m 1 000 000 m3;C Industrie;2022;1095;544100.0;7200.0;400.0;536500.0
366;Schijf 2: 170 001 t/m 1 000 000 m3;10-12 Voedings-, genotmiddelenindustrie;2019;395;224100.0;1000.0;;223100.0
367;Schijf 2: 170 001 t/m 1 000 000 m3;10-12 Voedings-, genotmiddelenindustrie;2020;410;230400.0;1000.0;;229400.0
368;Schijf 2: 170 001 t/m 1 000 000 m3;10-12 Voedings-, genotmiddelenindustrie;2022;395;216700.0;1400.0;;215300.0
369;Schijf 2: 170 001 t/m 1 000 000 m3;101 Slachterijen en vleeswarenindustrie;2019;60;28600.0;;;28600.0
370;Schijf 2: 170 001 t/m 1 000 000 m3;101 Slachterijen en vleeswarenindustrie;2020;60;27500.0;;;27500.0
371;Schijf 2: 170 001 t/m 1 000 000 m3;101 Slachterijen en vleeswarenindustrie;2022;50;24100.0;;;24100.0
372;Schijf 2: 170 001 t/m 1 000 000 m3;103 Groente-, fruitverwerkende industrie;2019;40;25900.0;0.0;;25900.0
373;Schijf 2: 170 001 t/m 1 000 000 m3;103 Groente-, fruitverwerkende industrie;2020;40;28700.0;0.0;;28700.0
374;Schijf 2: 170 001 t/m 1 000 000 m3;103 Groente-, fruitverwerkende industrie;2022;45;28000.0;800.0;;27200.0
375;Schijf 2: 170 001 t/m 1 000 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2019;15;11100.0;700.0;;10400.0
376;Schijf 2: 170 001 t/m 1 000 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2020;15;12300.0;700.0;;11600.0
377;Schijf 2: 170 001 t/m 1 000 000 m3;104 Spijsoliën- en -vettenindustrie e.d.;2022;25;12800.0;200.0;;12600.0
378;Schijf 2: 170 001 t/m 1 000 000 m3;105 Zuivelindustrie;2019;35;22000.0;0.0;;22000.0
379;Schijf 2: 170 001 t/m 1 000 000 m3;105 Zuivelindustrie;2020;35;22400.0;0.0;;22400.0
380;Schijf 2: 170 001 t/m 1 000 000 m3;105 Zuivelindustrie;2022;30;19200.0;0.0;;19200.0
381;Schijf 2: 170 001 t/m 1 000 000 m3;106 Meelindustrie;2019;15;11300.0;0.0;;11300.0
382;Schijf 2: 170 001 t/m 1 000 000 m3;106 Meelindustrie;2020;15;12100.0;0.0;;12100.0
383;Schijf 2: 170 001 t/m 1 000 000 m3;106 Meelindustrie;2022;20;12300.0;0.0;;12300.0
384;Schijf 2: 170 001 t/m 1 000 000 m3;108 Overige voedingsmiddelenindustrie;2019;170;87400.0;300.0;;87100.0
385;Schijf 2: 170 001 t/m 1 000 000 m3;108 Overige voedingsmiddelenindustrie;2020;170;87600.0;300.0;;87300.0
386;Schijf 2: 170 001 t/m 1 000 000 m3;108 Overige voedingsmiddelenindustrie;2022;160;81600.0;0.0;;81600.0
387;Schijf 2: 170 001 t/m 1 000 000 m3;109 Diervoederindustrie;2019;35;20700.0;;;20700.0
388;Schijf 2: 170 001 t/m 1 000 000 m3;109 Diervoederindustrie;2020;40;23300.0;;;23300.0
389;Schijf 2: 170 001 t/m 1 000 000 m3;109 Diervoederindustrie;2022;40;23800.0;;;23800.0
390;Schijf 2: 170 001 t/m 1 000 000 m3;11-12 Dranken- en tabaksindustrie;2019;30;17000.0;0.0;;17000.0
391;Schijf 2: 170 001 t/m 1 000 000 m3;11-12 Dranken- en tabaksindustrie;2020;30;16500.0;0.0;;16500.0
392;Schijf 2: 170 001 t/m 1 000 000 m3;11-12 Dranken- en tabaksindustrie;2022;30;15100.0;400.0;;14700.0
393;Schijf 2: 170 001 t/m 1 000 000 m3;13 Textielindustrie;2019;30;17600.0;;;17600.0
394;Schijf 2: 170 001 t/m 1 000 000 m3;13 Textielindustrie;2020;30;15500.0;;;15500.0
395;Schijf 2: 170 001 t/m 1 000 000 m3;13 Textielindustrie;2022;25;15500.0;;;15500.0
396;Schijf 2: 170 001 t/m 1 000 000 m3;13-15 Textiel-, kleding-, lederindustrie;2019;30;18300.0;;;18300.0
397;Schijf 2: 170 001 t/m 1 000 000 m3;13-15 Textiel-, kleding-, lederindustrie;2020;30;16900.0;;;16900.0
398;Schijf 2: 170 001 t/m 1 000 000 m3;13-15 Textiel-, kleding-, lederindustrie;2022;30;16300.0;;;16300.0
399;Schijf 2: 170 001 t/m 1 000 000 m3;14 Kledingindustrie;2019;0;0.0;;;0.0
400;Schijf 2: 170 001 t/m 1 000 000 m3;14 Kledingindustrie;2020;0;0.0;;;0.0
401;Schijf 2: 170 001 t/m 1 000 000 m3;14 Kledingindustrie;2022;0;0.0;;;0.0
402;Schijf 2: 170 001 t/m 1 000 000 m3;15 Leer- en schoenenindustrie;2019;0;700.0;;;700.0
403;Schijf 2: 170 001 t/m 1 000 000 m3;15 Leer- en schoenenindustrie;2020;0;1400.0;;;1400.0
404;Schijf 2: 170 001 t/m 1 000 000 m3;15 Leer- en schoenenindustrie;2022;0;800.0;;;800.0
405;Schijf 2: 170 001 t/m 1 000 000 m3;16 Houtindustrie;2019;5;200.0;100.0;;100.0
406;Schijf 2: 170 001 t/m 1 000 000 m3;16 Houtindustrie;2020;10;500.0;100.0;;300.0
407;Schijf 2: 170 001 t/m 1 000 000 m3;16 Houtindustrie;2022;5;2600.0;300.0;;2300.0
408;Schijf 2: 170 001 t/m 1 000 000 m3;17-18 Papier- en grafische industrie;2019;70;33700.0;100.0;;33600.0
409;Schijf 2: 170 001 t/m 1 000 000 m3;17-18 Papier- en grafische industrie;2020;60;34200.0;1700.0;;32500.0
410;Schijf 2: 170 001 t/m 1 000 000 m3;17-18 Papier- en grafische industrie;2022;60;34200.0;800.0;;33300.0
411;Schijf 2: 170 001 t/m 1 000 000 m3;17 Papierindustrie;2019;55;29000.0;100.0;;28900.0
412;Schijf 2: 170 001 t/m 1 000 000 m3;17 Papierindustrie;2020;50;28900.0;1700.0;;27200.0
413;Schijf 2: 170 001 t/m 1 000 000 m3;17 Papierindustrie;2022;50;29000.0;800.0;;28100.0
414;Schijf 2: 170 001 t/m 1 000 000 m3;18 Grafische industrie;2019;10;4700.0;;;4700.0
415;Schijf 2: 170 001 t/m 1 000 000 m3;18 Grafische industrie;2020;10;5300.0;;;5300.0
416;Schijf 2: 170 001 t/m 1 000 000 m3;18 Grafische industrie;2022;10;5200.0;;;5200.0
417;Schijf 2: 170 001 t/m 1 000 000 m3;19 Aardolie-industrie;2019;10;5300.0;0.0;;5300.0
418;Schijf 2: 170 001 t/m 1 000 000 m3;19 Aardolie-industrie;2020;10;5300.0;0.0;;5300.0
419;Schijf 2: 170 001 t/m 1 000 000 m3;19 Aardolie-industrie;2022;10;5200.0;0.0;;5200.0
420;Schijf 2: 170 001 t/m 1 000 000 m3;20-21 Chemie en farmaceutische industrie;2019;170;101600.0;4200.0;1400.0;96100.0
421;Schijf 2: 170 001 t/m 1 000 000 m3;20-21 Chemie en farmaceutische industrie;2020;175;106800.0;5000.0;200.0;101600.0
422;Schijf 2: 170 001 t/m 1 000 000 m3;20-21 Chemie en farmaceutische industrie;2022;180;112100.0;4200.0;400.0;107500.0
423;Schijf 2: 170 001 t/m 1 000 000 m3;Basischemie, excl. ov. anorg basischemie;2019;70;52500.0;2500.0;1400.0;48600.0
424;Schijf 2: 170 001 t/m 1 000 000 m3;Basischemie, excl. ov. anorg basischemie;2020;70;51900.0;3300.0;200.0;48400.0
425;Schijf 2: 170 001 t/m 1 000 000 m3;Basischemie, excl. ov. anorg basischemie;2022;75;51900.0;2500.0;400.0;49000.0
426;Schijf 2: 170 001 t/m 1 000 000 m3;2013 Overige anorganische basischemie;2019;10;7200.0;1700.0;;5500.0
427;Schijf 2: 170 001 t/m 1 000 000 m3;2013 Overige anorganische basischemie;2020;15;13900.0;1700.0;;12200.0
428;Schijf 2: 170 001 t/m 1 000 000 m3;2013 Overige anorganische basischemie;2022;20;14400.0;1700.0;;12800.0
429;Schijf 2: 170 001 t/m 1 000 000 m3;Overige chemie, farmaceutische industrie;2019;90;42000.0;0.0;;42000.0
430;Schijf 2: 170 001 t/m 1 000 000 m3;Overige chemie, farmaceutische industrie;2020;85;41100.0;0.0;;41100.0
431;Schijf 2: 170 001 t/m 1 000 000 m3;Overige chemie, farmaceutische industrie;2022;85;45800.0;0.0;;45800.0
432;Schijf 2: 170 001 t/m 1 000 000 m3;22 Rubber- en kunststofproductindustrie;2019;65;26400.0;;;26400.0
433;Schijf 2: 170 001 t/m 1 000 000 m3;22 Rubber- en kunststofproductindustrie;2020;65;25700.0;;;25700.0
434;Schijf 2: 170 001 t/m 1 000 000 m3;22 Rubber- en kunststofproductindustrie;2022;60;25700.0;500.0;;25200.0
435;Schijf 2: 170 001 t/m 1 000 000 m3;23 Bouwmaterialenindustrie;2019;85;42500.0;0.0;;42500.0
436;Schijf 2: 170 001 t/m 1 000 000 m3;23 Bouwmaterialenindustrie;2020;70;38800.0;0.0;;38800.0
437;Schijf 2: 170 001 t/m 1 000 000 m3;23 Bouwmaterialenindustrie;2022;65;36600.0;0.0;;36600.0
438;Schijf 2: 170 001 t/m 1 000 000 m3;231-234 Glas- en glaswerkindustrie, voor;2019;45;23600.0;0.0;;23600.0
439;Schijf 2: 170 001 t/m 1 000 000 m3;231-234 Glas- en glaswerkindustrie, voor;2020;35;21900.0;0.0;;21900.0
440;Schijf 2: 170 001 t/m 1 000 000 m3;231-234 Glas- en glaswerkindustrie, voor;2022;35;22100.0;0.0;;22100.0
441;Schijf 2: 170 001 t/m 1 000 000 m3;235-239 Overige bouwmaterialenindustrie;2019;45;18900.0;0.0;0.0;18900.0
442;Schijf 2: 170 001 t/m 1 000 000 m3;235-239 Overige bouwmaterialenindustrie;2020;35;16900.0;0.0;0.0;16900.0
443;Schijf 2: 170 001 t/m 1 000 000 m3;235-239 Overige bouwmaterialenindustrie;2022;30;14500.0;0.0;;14500.0
444;Schijf 2: 170 001 t/m 1 000 000 m3;24 Basismetaalindustrie;2019;45;27400.0;0.0;;27400.0
445;Schijf 2: 170 001 t/m 1 000 000 m3;24 Basismetaalindustrie;2020;45;25700.0;0.0;;25700.0
446;Schijf 2: 170 001 t/m 1 000 000 m3;24 Basismetaalindustrie;2022;55;24500.0;0.0;;24500.0
447;Schijf 2: 170 001 t/m 1 000 000 m3;IJzer- en staalindustrie;2019;20;10800.0;0.0;;10800.0
448;Schijf 2: 170 001 t/m 1 000 000 m3;IJzer- en staalindustrie;2020;20;10900.0;0.0;;10900.0
449;Schijf 2: 170 001 t/m 1 000 000 m3;IJzer- en staalindustrie;2022;15;8400.0;0.0;;8400.0
450;Schijf 2: 170 001 t/m 1 000 000 m3;Non-ferrometaalindustrie;2019;30;16600.0;;;16600.0
451;Schijf 2: 170 001 t/m 1 000 000 m3;Non-ferrometaalindustrie;2020;25;14800.0;;;14800.0
452;Schijf 2: 170 001 t/m 1 000 000 m3;Non-ferrometaalindustrie;2022;35;16100.0;;;16100.0
453;Schijf 2: 170 001 t/m 1 000 000 m3;25 Metaalproductenindustrie;2019;115;41400.0;;;41400.0
454;Schijf 2: 170 001 t/m 1 000 000 m3;25 Metaalproductenindustrie;2020;140;35800.0;;;35800.0
455;Schijf 2: 170 001 t/m 1 000 000 m3;25 Metaalproductenindustrie;2022;110;36100.0;;;36100.0
456;Schijf 2: 170 001 t/m 1 000 000 m3;26-28 Elektrotechn. en machine-industrie;2019;90;26700.0;;;26700.0
457;Schijf 2: 170 001 t/m 1 000 000 m3;26-28 Elektrotechn. en machine-industrie;2020;75;21000.0;;;21000.0
458;Schijf 2: 170 001 t/m 1 000 000 m3;26-28 Elektrotechn. en machine-industrie;2022;75;18300.0;;;18300.0
459;Schijf 2: 170 001 t/m 1 000 000 m3;29 Auto- en aanhangwagenindustrie;2019;20;7300.0;;;7300.0
460;Schijf 2: 170 001 t/m 1 000 000 m3;29 Auto- en aanhangwagenindustrie;2020;25;6600.0;;;6600.0
461;Schijf 2: 170 001 t/m 1 000 000 m3;29 Auto- en aanhangwagenindustrie;2022;20;;;;
462;Schijf 2: 170 001 t/m 1 000 000 m3;29-30 Transportmiddelenindustrie;2019;40;14300.0;;;14300.0
463;Schijf 2: 170 001 t/m 1 000 000 m3;29-30 Transportmiddelenindustrie;2020;45;13500.0;;;13500.0
464;Schijf 2: 170 001 t/m 1 000 000 m3;29-30 Transportmiddelenindustrie;2022;35;10500.0;;;10500.0
465;Schijf 2: 170 001 t/m 1 000 000 m3;30 Overige transportmiddelenindustrie;2019;20;7000.0;;;7000.0
466;Schijf 2: 170 001 t/m 1 000 000 m3;30 Overige transportmiddelenindustrie;2020;20;6900.0;;;6900.0
467;Schijf 2: 170 001 t/m 1 000 000 m3;30 Overige transportmiddelenindustrie;2022;10;;;;
468;Schijf 2: 170 001 t/m 1 000 000 m3;31-33 Overige industrie en reparatie;2019;30;7000.0;;;7000.0
469;Schijf 2: 170 001 t/m 1 000 000 m3;31-33 Overige industrie en reparatie;2020;25;7800.0;;;7800.0
470;Schijf 2: 170 001 t/m 1 000 000 m3;31-33 Overige industrie en reparatie;2022;15;5400.0;;;5400.0
471;Schijf 2: 170 001 t/m 1 000 000 m3;31 Meubelindustrie;2019;15;3500.0;;;3500.0
472;Schijf 2: 170 001 t/m 1 000 000 m3;31 Meubelindustrie;2020;5;2900.0;;;2900.0
473;Schijf 2: 170 001 t/m 1 000 000 m3;31 Meubelindustrie;2022;10;1900.0;;;1900.0
474;Schijf 2: 170 001 t/m 1 000 000 m3;32 Overige industrie;2019;5;800.0;;;800.0
475;Schijf 2: 170 001 t/m 1 000 000 m3;32 Overige industrie;2020;5;1000.0;;;1000.0
476;Schijf 2: 170 001 t/m 1 000 000 m3;32 Overige industrie;2022;0;800.0;;;800.0
477;Schijf 2: 170 001 t/m 1 000 000 m3;33 Reparatie en installatie van machines;2019;10;2700.0;;;2700.0
478;Schijf 2: 170 001 t/m 1 000 000 m3;33 Reparatie en installatie van machines;2020;10;3900.0;;;3900.0
479;Schijf 2: 170 001 t/m 1 000 000 m3;33 Reparatie en installatie van machines;2022;5;2600.0;;;2600.0
480;Schijf 2: 170 001 t/m 1 000 000 m3;D Energievoorziening;2019;25;20800.0;14200.0;;6600.0
481;Schijf 2: 170 001 t/m 1 000 000 m3;D Energievoorziening;2020;25;19300.0;12600.0;;6600.0
482;Schijf 2: 170 001 t/m 1 000 000 m3;D Energievoorziening;2022;25;18800.0;13000.0;;5800.0
483;Schijf 2: 170 001 t/m 1 000 000 m3;E Waterbedrijven en afvalbeheer;2019;50;26300.0;6500.0;;19900.0
484;Schijf 2: 170 001 t/m 1 000 000 m3;E Waterbedrijven en afvalbeheer;2020;50;25900.0;6700.0;;19200.0
485;Schijf 2: 170 001 t/m 1 000 000 m3;E Waterbedrijven en afvalbeheer;2022;50;21800.0;6300.0;;15500.0
486;Schijf 2: 170 001 t/m 1 000 000 m3;F Bouwnijverheid;2019;30;13600.0;;;13600.0
487;Schijf 2: 170 001 t/m 1 000 000 m3;F Bouwnijverheid;2020;25;13100.0;;;13100.0
488;Schijf 2: 170 001 t/m 1 000 000 m3;F Bouwnijverheid;2022;20;6700.0;;;6700.0
489;Schijf 2: 170 001 t/m 1 000 000 m3;G Handel;2019;155;36300.0;0.0;;36300.0
490;Schijf 2: 170 001 t/m 1 000 000 m3;G Handel;2020;140;31000.0;0.0;;31000.0
491;Schijf 2: 170 001 t/m 1 000 000 m3;G Handel;2022;150;38200.0;;;38200.0
492;Schijf 2: 170 001 t/m 1 000 000 m3;H Vervoer en opslag;2019;210;56400.0;0.0;;56400.0
493;Schijf 2: 170 001 t/m 1 000 000 m3;H Vervoer en opslag;2020;185;48700.0;0.0;;48700.0
494;Schijf 2: 170 001 t/m 1 000 000 m3;H Vervoer en opslag;2022;140;35700.0;;;35700.0
495;Schijf 2: 170 001 t/m 1 000 000 m3;I Horeca;2019;235;49900.0;0.0;;49900.0
496;Schijf 2: 170 001 t/m 1 000 000 m3;I Horeca;2020;180;39800.0;0.0;;39800.0
497;Schijf 2: 170 001 t/m 1 000 000 m3;I Horeca;2022;195;42300.0;;;42300.0
498;Schijf 2: 170 001 t/m 1 000 000 m3;J Informatie en communicatie;2019;20;;0.0;;
499;Schijf 2: 170 001 t/m 1 000 000 m3;J Informatie en communicatie;2020;20;;0.0;;
500;Schijf 2: 170 001 t/m 1 000 000 m3;J Informatie en communicatie;2022;15;;;;
501;Schijf 2: 170 001 t/m 1 000 000 m3;K Financiële dienstverlening;2019;30;;0.0;;
502;Schijf 2: 170 001 t/m 1 000 000 m3;K Financiële dienstverlening;2020;25;;0.0;;
503;Schijf 2: 170 001 t/m 1 000 000 m3;K Financiële dienstverlening;2022;20;;;;
504;Schijf 2: 170 001 t/m 1 000 000 m3;L Verhuur en handel van onroerend goed;2019;50;5800.0;0.0;;5800.0
505;Schijf 2: 170 001 t/m 1 000 000 m3;L Verhuur en handel van onroerend goed;2020;45;4800.0;0.0;;4800.0
506;Schijf 2: 170 001 t/m 1 000 000 m3;L Verhuur en handel van onroerend goed;2022;35;3200.0;;;3200.0
507;Schijf 2: 170 001 t/m 1 000 000 m3;M Specialistische zakelijke diensten;2019;55;14300.0;0.0;;14300.0
